"","beta","delta","lambdaluce"
"beta",0.00674148057865522,-0.00179487197283462,-0.0807243536064135
"delta",-0.00179487197283462,0.00392340541051505,0.00722988734386073
"lambdaluce",-0.0807243536064135,0.00722988734386073,1.8825593869447
"beta",0.0113503026149478,-0.00163503671585207,-0.0831525872018047
"delta",-0.00163503671585207,0.00377506897467021,0.0102252566445319
"lambdaluce",-0.0831525872018047,0.0102252566445319,0.859977233181818
"beta",0.0606784622194876,-0.0217688286799138,-0.06999761450682
"delta",-0.0217688286799138,0.0177469632647305,-0.019452290746456
"lambdaluce",-0.06999761450682,-0.019452290746456,1.82923472576802
"beta",0.00868352067792346,-0.00280054058915719,-0.0966404785779119
"delta",-0.00280054058915719,0.0209664014352339,0.0323871961997951
"lambdaluce",-0.0966404785779119,0.0323871961997951,1.75834835036354
"beta",0.0139930676035753,-0.00545924927272846,-0.121448355493871
"delta",-0.00545924927272846,0.0156649435025938,0.0282164628112706
"lambdaluce",-0.121448355493871,0.0282164628112706,1.91292875000241
"beta",0.0250872976489955,-0.00660765970413618,-0.0367475966172555
"delta",-0.00660765970413618,0.00345504055582353,-0.0312594897357226
"lambdaluce",-0.0367475966172555,-0.0312594897357226,1.8892661886549
"beta",0.00749693423174011,-0.00317154794922907,-0.101972759618844
"delta",-0.00317154794922907,0.0121245338191124,0.037987578380564
"lambdaluce",-0.101972759618844,0.037987578380564,2.00995920974255
"beta",0.00713414079714156,-0.00277201062250349,-0.0209306908083929
"delta",-0.00277201062250349,0.00210093660254357,-0.0111209182807978
"lambdaluce",-0.0209306908083929,-0.0111209182807978,1.39207132400613
"beta",0.00767365731060294,-0.00265823888016358,-0.0923830265092789
"delta",-0.00265823888016358,0.0150435713585322,0.0351589534208563
"lambdaluce",-0.0923830265092789,0.0351589534208563,1.82692488914038
"beta",0.00359005019835267,-0.00141951441357475,-0.0214061134822735
"delta",-0.00141951441357475,0.00120831474750134,0.00053783361565519
"lambdaluce",-0.0214061134822735,0.00053783361565519,1.40803666183605
"beta",0.00343221628515914,-0.000477166278947537,-0.0245452041457849
"delta",-0.000477166278947537,0.0005093263341046,-7.05778678432227e-05
"lambdaluce",-0.0245452041457849,-7.05778678432227e-05,1.2321033101839
"beta",0.0151402608121963,-0.00969207602664078,-0.10008532124958
"delta",-0.00969207602664078,0.0333570534468787,0.041170455017456
"lambdaluce",-0.10008532124958,0.041170455017456,1.94823400101668
"beta",0.0642895309123629,-0.0323949216886047,0.0138546223441471
"delta",-0.0323949216886047,0.0544737055932313,-0.0765627441981154
"lambdaluce",0.0138546223441471,-0.0765627441981154,1.90767244202154
"beta",0.0063904785991548,-0.00140674543357403,-0.0737580140847083
"delta",-0.00140674543357403,0.000789157429261226,0.0133650208648207
"lambdaluce",-0.0737580140847083,0.0133650208648207,1.60446812147063
"beta",0.0526205678291789,-0.0382673892695635,0.00345544873926125
"delta",-0.0382673892695635,0.0881529222740993,-0.062761334271846
"lambdaluce",0.00345544873926125,-0.062761334271846,1.60161032468647
"beta",0.0498271792490962,-0.0171571770134365,-0.0258494373809202
"delta",-0.0171571770134365,0.0134569179593969,-0.0474641486061955
"lambdaluce",-0.0258494373809202,-0.0474641486061955,1.66183402661303
"beta",0.0837663008308791,-0.0237269041326957,0.0339117440327907
"delta",-0.0237269041326957,0.0271615328003394,-0.0741865034740741
"lambdaluce",0.0339117440327907,-0.0741865034740741,2.08191002048484
"beta",0.0155546619994137,-0.0053748566434937,-0.0764174117155959
"delta",-0.0053748566434937,0.00361035902742678,-0.00752449741911894
"lambdaluce",-0.0764174117155959,-0.00752449741911894,1.85079983478405
"beta",0.00738358946876513,-0.00143152083849765,-0.0968148318291752
"delta",-0.00143152083849765,0.0149751747987487,0.0182918852373493
"lambdaluce",-0.0968148318291752,0.0182918852373493,1.84068271203965
"beta",0.00997074852309885,-0.00312134454398296,-0.0581600598027267
"delta",-0.00312134454398296,0.00193991923276793,0.0160282919324875
"lambdaluce",-0.0581600598027267,0.0160282919324875,0.511615348669194
"beta",0.00620685315549966,-0.00139933294173964,-0.0506537747303514
"delta",-0.00139933294173964,0.00301171725030884,0.0153644370498769
"lambdaluce",-0.0506537747303514,0.0153644370498769,1.28848616087121
"beta",0.0103951618851924,-0.00168410874288258,-0.0988831458727427
"delta",-0.00168410874288258,0.00373459402544236,0.0138610619478489
"lambdaluce",-0.0988831458727427,0.0138610619478489,1.4401323973527
"beta",0.00570419337668468,-0.00200814492353412,-0.0367918411872412
"delta",-0.00200814492353412,0.00211709986006841,0.00598189514478198
"lambdaluce",-0.0367918411872412,0.00598189514478198,1.39007037619525
"beta",0.00796742068623417,-0.00279804560055535,-0.027023577827304
"delta",-0.00279804560055535,0.00208570473004538,-0.0178392983663964
"lambdaluce",-0.027023577827304,-0.0178392983663964,1.53170090885047
"beta",0.00785764863123391,-0.00192258448336477,-0.0910044735851065
"delta",-0.00192258448336477,0.00126369511989301,0.0172266880679267
"lambdaluce",-0.0910044735851065,0.0172266880679267,1.8378794478157
"beta",0.0142129864666406,-0.00771006689018653,-0.113837124463754
"delta",-0.00771006689018653,0.0124778682270023,0.0377373071286718
"lambdaluce",-0.113837124463754,0.0377373071286718,1.74370904740511
"beta",0.0360968321431071,-0.0219557906225111,-0.0374798698707826
"delta",-0.0219557906225111,0.0759042994009919,-0.0648408264807232
"lambdaluce",-0.0374798698707826,-0.0648408264807232,1.25260663025288
"beta",0.0510938769129876,-0.0206208756357705,-0.0109884227620119
"delta",-0.0206208756357705,0.0254963007862693,-0.055266284458148
"lambdaluce",-0.0109884227620119,-0.055266284458148,1.96940926219592
"beta",0.00527032075402129,-0.000826913702098555,-0.0860291737666965
"delta",-0.000826913702098555,0.00433525467891115,0.00891271844618937
"lambdaluce",-0.0860291737666965,0.00891271844618937,2.06208838207641
"beta",0.0110163349393852,-0.00422039921896862,-0.120865493733504
"delta",-0.00422039921896862,0.0102510807272699,0.042450625926009
"lambdaluce",-0.120865493733504,0.042450625926009,1.86180760787277
"beta",0.0063393335998855,-0.00171187228086139,-0.0555725650853768
"delta",-0.00171187228086139,0.00383981122508655,0.000691646940389936
"lambdaluce",-0.0555725650853768,0.000691646940389936,1.81917475687588
"beta",0.0259152872992829,-0.00760798796242759,-0.0608675646047143
"delta",-0.00760798796242759,0.0531620452519188,-0.078817948130012
"lambdaluce",-0.0608675646047143,-0.078817948130012,0.998662748818263
"beta",0.0637735282753906,-0.0319798700401795,0.0190209011448201
"delta",-0.0319798700401795,0.0527855515057594,-0.0666771098642451
"lambdaluce",0.0190209011448201,-0.0666771098642451,1.9215112587991
"beta",0.0404341163393798,-0.0170183710592793,-0.100590548340722
"delta",-0.0170183710592793,0.0214115659179556,-0.0212601096043071
"lambdaluce",-0.100590548340722,-0.0212601096043071,2.00056207826932
"beta",0.0160549611016917,-0.011219516086066,-0.0661767586798978
"delta",-0.011219516086066,0.0602103484712997,0.0413521462368921
"lambdaluce",-0.0661767586798978,0.0413521462368921,1.89819628825654
"beta",0.0818343459241592,-0.0382382228401095,0.0631929365542473
"delta",-0.0382382228401095,0.0720695923622492,-0.119509089780662
"lambdaluce",0.0631929365542473,-0.119509089780662,1.99642001862243
"beta",0.0251656774182816,-0.0126328373886417,-0.133819727313674
"delta",-0.0126328373886417,0.0206950620616889,0.0328186419174835
"lambdaluce",-0.133819727313674,0.0328186419174835,1.77464494090349
"beta",0.0447976748246569,-0.0145115606303689,-0.0497964931892797
"delta",-0.0145115606303689,0.0124620394700326,-0.028164719642182
"lambdaluce",-0.0497964931892797,-0.028164719642182,2.12886938877367
"beta",0.0350860692936688,-0.0190327211740194,-0.0534870553266582
"delta",-0.0190327211740194,0.0227272877644574,-0.0338346547463805
"lambdaluce",-0.0534870553266582,-0.0338346547463805,1.52264792456165
"beta",0.0120871268544217,-0.00648836212995806,-0.0981631828216185
"delta",-0.00648836212995806,0.0214692528096048,0.039651589566314
"lambdaluce",-0.0981631828216185,0.039651589566314,1.85022135501143
"beta",0.0800515563701666,-0.0665668262660547,0.0381558891141576
"delta",-0.0665668262660547,0.145527881545767,-0.0792332539807095
"lambdaluce",0.0381558891141576,-0.0792332539807095,1.8410955052051
"beta",0.0105299817521699,-0.00486294310311746,-0.108321774131397
"delta",-0.00486294310311746,0.0157310764749176,0.0388604966249213
"lambdaluce",-0.108321774131397,0.0388604966249213,1.8877029359583
"beta",0.0171432427344448,-0.00650137060038695,-0.0715232035719384
"delta",-0.00650137060038695,0.00618385285860001,0.0124419132080751
"lambdaluce",-0.0715232035719384,0.0124419132080751,0.53433544282954
"beta",0.0490074479609034,-0.0387131628146839,0.0197454682840324
"delta",-0.0387131628146839,0.0978745057032898,-0.089983127249583
"lambdaluce",0.0197454682840324,-0.089983127249583,1.28684228099698
"beta",0.0805773009882334,-0.0265668798201684,0.044728595940761
"delta",-0.0265668798201684,0.0368562363636569,-0.0924508183822086
"lambdaluce",0.044728595940761,-0.0924508183822086,1.88851291281714
"beta",0.0131209552648421,-0.00786555045022017,-0.065295166284501
"delta",-0.00786555045022017,0.0510089317703175,0.0289089704968742
"lambdaluce",-0.065295166284501,0.0289089704968742,1.98918642505084
"beta",0.00207863968855907,-0.000637474176866043,-0.00385707653448347
"delta",-0.000637474176866043,0.00122369892731173,-0.00139869856404937
"lambdaluce",-0.00385707653448347,-0.00139869856404937,1.72564499194722
"beta",0.00556471545217126,-0.000289020197347019,-0.0814448276374237
"delta",-0.000289020197347019,0.00711692152117494,0.0130842462180822
"lambdaluce",-0.0814448276374237,0.0130842462180822,1.90284280197762
"beta",0.00592656882529141,-0.00243082574670638,-0.041137264013995
"delta",-0.00243082574670638,0.00194346828437494,0.0112032934165035
"lambdaluce",-0.041137264013995,0.0112032934165035,1.31689803557837
"beta",0.0678736577434511,-0.0387384869733701,0.0617703753173967
"delta",-0.0387384869733701,0.0849293075249437,-0.129492697478567
"lambdaluce",0.0617703753173967,-0.129492697478567,1.93057981485039
"beta",0.00973592977196004,-0.0034266572554577,-0.10111573649043
"delta",-0.0034266572554577,0.0037296832101636,0.0299472916741434
"lambdaluce",-0.10111573649043,0.0299472916741434,1.4738822124434
"beta",0.021008693491858,-0.0162332346580813,-0.0726996893876963
"delta",-0.0162332346580813,0.0582233038161242,0.014326136478695
"lambdaluce",-0.0726996893876963,0.014326136478695,1.92936929163222
"beta",0.00821783482148424,-0.00239058071558257,-0.0957684643095211
"delta",-0.00239058071558257,0.0128780237708419,0.0328060977977012
"lambdaluce",-0.0957684643095211,0.0328060977977012,1.80290400105832
"beta",0.0023345462108097,-0.000728248657969077,0.0028682656777076
"delta",-0.000728248657969077,0.00191055577340253,0.000833344779340632
"lambdaluce",0.0028682656777076,0.000833344779340632,1.45539282161174
"beta",0.00902982014028187,-0.00377557557985703,-0.0995393867502728
"delta",-0.00377557557985703,0.00904653117553188,0.0274794705394544
"lambdaluce",-0.0995393867502728,0.0274794705394544,1.47230627644743
"beta",0.0835494431021423,-0.0477487486215046,0.0582851507128349
"delta",-0.0477487486215046,0.0917558827075947,-0.104510972822436
"lambdaluce",0.0582851507128349,-0.104510972822436,1.92758117748392
"beta",0.0588048326208741,-0.0459514562601357,0.0368707363313594
"delta",-0.0459514562601357,0.108211269696768,-0.127453210232825
"lambdaluce",0.0368707363313594,-0.127453210232825,1.5157870660853
"beta",0.082413270881431,-0.0214910703068854,0.0445943077296746
"delta",-0.0214910703068854,0.0338882507271714,-0.0775804947744607
"lambdaluce",0.0445943077296746,-0.0775804947744607,2.17588765862027
"beta",0.0712384283075455,-0.0214126326010353,0.00305304773205128
"delta",-0.0214126326010353,0.0220716979011094,-0.0548865311324827
"lambdaluce",0.00305304773205128,-0.0548865311324827,1.93537138653592
"beta",0.00153056734556655,-0.000195296710271144,0.00337768875173839
"delta",-0.000195296710271144,0.000716109290316769,-0.000525086497689099
"lambdaluce",0.00337768875173839,-0.000525086497689099,1.62256683527142
"beta",0.00611710430797789,-0.00110948353478118,-0.0520832266407733
"delta",-0.00110948353478118,0.000602161320290215,0.00602228978685836
"lambdaluce",-0.0520832266407733,0.00602228978685836,1.10777445560808
"beta",0.00681603388954922,-0.00121399085708867,-0.0747576680495394
"delta",-0.00121399085708867,0.000627819992894141,0.0112574366328884
"lambdaluce",-0.0747576680495394,0.0112574366328884,1.42319189448083
"beta",0.00783764009166256,-0.00191098247460288,-0.051893926792747
"delta",-0.00191098247460288,0.00122016065709517,0.0112403080387371
"lambdaluce",-0.051893926792747,0.0112403080387371,0.514618678331229
"beta",0.031109083560025,-0.0166738500604288,-0.0291885611905493
"delta",-0.0166738500604288,0.073556147673226,-0.100316813496916
"lambdaluce",-0.0291885611905493,-0.100316813496916,1.54503893687231
"beta",0.0213395315383599,-0.00528704929099036,-0.0327565800298347
"delta",-0.00528704929099036,0.0025101498704182,-0.029275231665883
"lambdaluce",-0.0327565800298347,-0.029275231665883,2.07258801421012
"beta",0.0764138871628873,-0.0179008565815016,-0.0220667276124624
"delta",-0.0179008565815016,0.0119625347684164,-0.0388978380482604
"lambdaluce",-0.0220667276124624,-0.0388978380482604,2.11269746291371
"beta",0.00160982820930262,-0.000126868541830755,-0.00966964469485856
"delta",-0.000126868541830755,0.000527805147295215,0.00446411917586807
"lambdaluce",-0.00966964469485856,0.00446411917586807,1.70028377744275
"beta",0.0743850483754864,-0.0261604879249559,0.0439231887253008
"delta",-0.0261604879249559,0.0385811402194892,-0.0826625583096002
"lambdaluce",0.0439231887253008,-0.0826625583096002,1.98869091855988
"beta",0.0828210741205745,-0.0226050350681126,0.0392178867901794
"delta",-0.0226050350681126,0.0319212164960212,-0.0749028136577921
"lambdaluce",0.0392178867901794,-0.0749028136577921,2.16615399412312
"beta",0.0420776044266944,-0.0263125165624627,-0.0210362674359936
"delta",-0.0263125165624627,0.0593016375032937,-0.0530640939596386
"lambdaluce",-0.0210362674359936,-0.0530640939596386,1.63850486763241
"beta",0.00358756198294485,-0.00129652636926066,-0.0272683782778811
"delta",-0.00129652636926066,0.000821295856067204,0.00648690547007002
"lambdaluce",-0.0272683782778811,0.00648690547007002,0.876310834862453
"beta",0.0566998165566423,-0.0218729316347943,0.00381836801401115
"delta",-0.0218729316347943,0.0267260577832726,-0.070493197989293
"lambdaluce",0.00381836801401115,-0.070493197989293,2.05302197949736
"beta",0.0668592332944138,-0.0538027317449395,0.0584848532098264
"delta",-0.0538027317449395,0.120333575045897,-0.103162485249258
"lambdaluce",0.0584848532098264,-0.103162485249258,1.73676453922939
"beta",0.0162960675966588,-0.0112951967365839,-0.0520707581652255
"delta",-0.0112951967365839,0.0548972412756827,0.0198593812096942
"lambdaluce",-0.0520707581652255,0.0198593812096942,1.92446497355551
"beta",0.0093581034597302,-0.00350012560419321,-0.0994963129198693
"delta",-0.00350012560419321,0.00738006240532546,0.025063255049308
"lambdaluce",-0.0994963129198693,0.025063255049308,1.42332608722453
"beta",0.0122438263581797,-0.00382639392488018,-0.0543660481929828
"delta",-0.00382639392488018,0.00371235658974529,0.00544815545069772
"lambdaluce",-0.0543660481929828,0.00544815545069772,0.462197768787768
"beta",0.0127136675843037,-0.00708331669592812,-0.0846557067148412
"delta",-0.00708331669592812,0.0376345392359477,0.0284738222959245
"lambdaluce",-0.0846557067148412,0.0284738222959245,1.90282965311252
"beta",0.00766625474850838,-0.002838542760644,-0.0692956750413815
"delta",-0.002838542760644,0.00282043310668313,0.0177405129027464
"lambdaluce",-0.0692956750413815,0.0177405129027464,1.29361769280925
"beta",0.0318510452179347,-0.0256654542064908,-0.0808800686747634
"delta",-0.0256654542064908,0.058653189326967,0.0629347385619797
"lambdaluce",-0.0808800686747634,0.0629347385619797,1.76675893220944
"beta",0.00966360784647463,-0.0011072634311129,-0.090050910011618
"delta",-0.0011072634311129,0.00422765805067412,0.00842396106254043
"lambdaluce",-0.090050910011618,0.00842396106254043,1.25779928566947
"beta",0.0118233847858241,-0.00356594134756141,-0.107705001649632
"delta",-0.00356594134756141,0.0247655626001266,0.051196259413417
"lambdaluce",-0.107705001649632,0.051196259413417,2.00011675671057
"beta",0.0764138643713472,-0.0294610281286097,0.0632334387068332
"delta",-0.0294610281286097,0.0443626548102179,-0.090862436550697
"lambdaluce",0.0632334387068332,-0.090862436550697,2.17796828696481
"beta",0.0131095811218121,-0.00516142474958303,-0.0474159262726799
"delta",-0.00516142474958303,0.00372588760749016,-0.0122775806574367
"lambdaluce",-0.0474159262726799,-0.0122775806574367,1.50466001113073
"beta",0.0162187375336219,-0.00708036349007102,-0.130397141959701
"delta",-0.00708036349007102,0.00750986240223213,0.0344708518269583
"lambdaluce",-0.130397141959701,0.0344708518269583,1.7897809019154
"beta",0.00203000947888584,-0.000272752725219757,-0.00389991942945126
"delta",-0.000272752725219757,0.000844142029438591,0.00323270043063102
"lambdaluce",-0.00389991942945126,0.00323270043063102,1.92053639216343
"beta",0.00767728558343311,-0.00229272404290326,-0.00788141536512593
"delta",-0.00229272404290326,0.00259840469870828,-0.0362009606298828
"lambdaluce",-0.00788141536512593,-0.0362009606298828,1.25881715085306
"beta",0.00881363318829246,-0.00182254457381445,-0.110310138873521
"delta",-0.00182254457381445,0.00865260218187445,0.0213032214450163
"lambdaluce",-0.110310138873521,0.0213032214450163,1.83487660559155
"beta",0.00354490032781547,-0.000837414822041012,-0.00659937280902518
"delta",-0.000837414822041012,0.000876558885053813,-0.0216772456909209
"lambdaluce",-0.00659937280902518,-0.0216772456909209,1.64874599648424
"beta",0.036862626732221,-0.0113442980732385,-0.0665167537364201
"delta",-0.0113442980732385,0.00733853483915923,-0.0284273586169949
"lambdaluce",-0.0665167537364201,-0.0284273586169949,2.00604658823517
"beta",0.00493537499387927,-0.000508421508681185,-0.0175774655211108
"delta",-0.000508421508681185,0.00151452809604802,0.00532050067960532
"lambdaluce",-0.0175774655211108,0.00532050067960532,1.17074046992924
"beta",0.06878138404186,-0.0602177997381367,0.0163603984159824
"delta",-0.0602177997381367,0.141100059822475,-0.0460067478020242
"lambdaluce",0.0163603984159824,-0.0460067478020242,2.0608809398523
"beta",0.0130669934633547,-0.00694852100362178,-0.127789311721359
"delta",-0.00694852100362178,0.0152420844664435,0.0604869178476
"lambdaluce",-0.127789311721359,0.0604869178476,1.96072118844793
"beta",0.00512036370981966,-0.000714370916619725,-0.0541454450605995
"delta",-0.000714370916619725,0.000584990532104967,0.00299253178728203
"lambdaluce",-0.0541454450605995,0.00299253178728203,1.31207780022457
"beta",0.0134776831846572,-0.00616973373152105,-0.119945460387718
"delta",-0.00616973373152105,0.0127779504377927,0.0278511854245235
"lambdaluce",-0.119945460387718,0.0278511854245235,1.99975449454897
"beta",0.00740277585067963,-0.00259931303192668,-0.0981402891224865
"delta",-0.00259931303192668,0.0133995268255233,0.0310663460444804
"lambdaluce",-0.0981402891224865,0.0310663460444804,1.99920963718086
"beta",0.00483524541899767,-0.00135233415760472,-0.0612067342713544
"delta",-0.00135233415760472,0.00312034299205045,0.00598479105067417
"lambdaluce",-0.0612067342713544,0.00598479105067417,1.71411126088421
"beta",0.0708366135984925,-0.0429872966140578,0.0563057929084896
"delta",-0.0429872966140578,0.102553386366313,-0.151324208473613
"lambdaluce",0.0563057929084896,-0.151324208473613,1.85022740427941
"beta",0.0777847589674685,-0.0257705609469983,0.0477729826883911
"delta",-0.0257705609469983,0.0405524570132974,-0.10061449852546
"lambdaluce",0.0477729826883911,-0.10061449852546,2.20937846221969
"beta",0.0581353166619452,-0.0280076589263877,-0.0389054577447657
"delta",-0.0280076589263877,0.038707108210899,-0.0364085474116202
"lambdaluce",-0.0389054577447657,-0.0364085474116202,1.81649822985332
"beta",0.0116155330006688,-0.00172080292242715,-0.100524124807491
"delta",-0.00172080292242715,0.00442906919747029,0.0119727841151725
"lambdaluce",-0.100524124807491,0.0119727841151725,1.17796151852483
"beta",0.00850345877730077,-0.00328350529334423,-0.105307042109626
"delta",-0.00328350529334423,0.00336790551948156,0.0381810104343457
"lambdaluce",-0.105307042109626,0.0381810104343457,1.83746484723696
