"","beta","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"betaTemp",0.922734978109603,0.0597369719792262,0.776778621555534,0.890429167478477,0.935714601016386,0.970343126320669,0.996958260164995
"betaTemp",0.610080388378835,0.0938535130015946,0.443900698723526,0.53892364194149,0.609361377815431,0.675461102326096,0.794559014146148
"betaTemp",0.962847581662152,0.0309930188618076,0.886895067992767,0.948747066342717,0.969324324335871,0.985766577445234,0.998691809067287
"betaTemp",0.32753317647742,0.27060813880658,0.0066339774949875,0.0977960750991704,0.255089642780326,0.518187562467776,0.913278081327819
"betaTemp",0.500338177677158,0.0910765373553581,0.346370742281996,0.435068421797772,0.492581497093286,0.558647719315576,0.694642781669196
"betaTemp",0.307588846936723,0.218552027965274,0.0215072384258236,0.147764480325952,0.257763180195847,0.40985356100156,0.871281032970695
"betaTemp",0.35741968488697,0.274539842558179,0.01463098370261,0.124940832561383,0.281603749730266,0.551483347010919,0.95299829986842
"betaTemp",0.363502368985994,0.275474611956917,0.0106469204145817,0.127315844681948,0.301359486216951,0.566010179205457,0.926814276908937
"betaTemp",0.274449998385151,0.119037802378165,0.0697608704625563,0.182897074168088,0.268789282941916,0.354642002164073,0.52022914364797
"betaTemp",0.380771939787975,0.288526269873319,0.0110900812632516,0.123677919640363,0.323904258322248,0.60321847280651,0.95274605107835
"betaTemp",0.378290754852693,0.150798024863444,0.134578969101813,0.279208040015162,0.362099149635205,0.459010648550693,0.73092094188812
"betaTemp",0.54653945927504,0.111771647462421,0.357548823989743,0.465225035365706,0.537275208002392,0.615722589526417,0.782371641490711
"betaTemp",0.511058041664321,0.0852636073732598,0.370225658760199,0.448450425047634,0.502454772092434,0.569459867154171,0.695503332805666
"betaTemp",0.324497474192502,0.216320566868499,0.0244864171253615,0.164763731091028,0.275648375111759,0.443116413713499,0.858469349587549
"betaTemp",0.680796835841677,0.0720517150693597,0.54709943614905,0.631200420113897,0.678646444329605,0.730153084783485,0.822494177595858
"betaTemp",0.263931237039902,0.235372728205979,0.00946923959539491,0.0864440018051263,0.183535606744771,0.377951669627627,0.866143680073596
"betaTemp",0.659307372500483,0.0879128797075966,0.509058985736828,0.594621265313944,0.652232440320892,0.719140929459066,0.842501778707116
"betaTemp",0.947280259872443,0.0472949889375406,0.827797122903048,0.925108153029122,0.959804059394724,0.981874060605831,0.997870911044575
"betaTemp",0.4387447346745,0.100410360392966,0.2472995631117,0.366167612396944,0.436683895182865,0.506128846181441,0.643988976732326
"betaTemp",0.365495460596223,0.211088902530642,0.0559656690840391,0.204126223395563,0.324248250649496,0.498447829611266,0.843588895497312
"betaTemp",0.927057064983574,0.0584776809960542,0.777071010091623,0.898607892002589,0.942001370897585,0.970342310989129,0.996107934088484
"betaTemp",0.292851363505317,0.0941893714883126,0.144020688001825,0.225306604461768,0.280204487731407,0.349969691701619,0.50521026842082
"betaTemp",0.771400137770124,0.109668768189625,0.545854087825632,0.697161371219121,0.776824310093539,0.848968594955968,0.974550859284178
"betaTemp",0.349869231395137,0.261131001927379,0.0150846565837129,0.13385166588452,0.287277949652409,0.530168571085268,0.926048939049714
