"","luce","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"luceTemp",1.08718048345083,0.27987523031558,0.547153172045575,0.86877445594451,1.1232813845636,1.32787811096896,1.48569249917855
"luceTemp",1.04099710287376,0.277148409846686,0.544551364412789,0.81067451167258,1.05607147246187,1.28645489927711,1.48064298108297
"luceTemp",0.966428527400177,0.285536305111444,0.520367232649517,0.720836754000312,0.948549336002707,1.20074429003187,1.47447538392169
"luceTemp",0.96377774673839,0.294999525551164,0.518405004340912,0.697988522195482,0.9407361985225,1.21731595129062,1.47698983302649
"luceTemp",1.06202454834175,0.278523421744157,0.540401125605194,0.837842678962263,1.09461122751322,1.29683548931938,1.48542111271032
"luceTemp",0.832751940488863,0.268859506943233,0.506976282063129,0.601131874569435,0.774396728094973,1.02176742087602,1.43792993312728
"luceTemp",0.999368568976784,0.283703593529302,0.52410579094291,0.756065995925362,0.990769899039227,1.24061431952171,1.46906781000302
"luceTemp",1.04953407972661,0.278165875207478,0.537508509419325,0.828818685482627,1.07052182480297,1.28765786545627,1.48103773911729
"luceTemp",1.00829826158687,0.290108896603886,0.526621224392036,0.757862418247034,1.01494574213525,1.26053297759219,1.47266668910394
"luceTemp",0.968425139768695,0.292617641919503,0.517939777352714,0.709004590811282,0.957771653847001,1.21697916781517,1.46123728675704
"luceTemp",0.917227630163272,0.26332119975517,0.524024492739093,0.695973782854442,0.886906940801438,1.11722619714876,1.43038850913151
"luceTemp",0.972315860647356,0.285840294041293,0.525293167416561,0.719781026359235,0.957763200286684,1.22156793019393,1.46556335131256
"luceTemp",1.08126751733024,0.266887036751036,0.554146280864549,0.877980939282986,1.11002286496332,1.30299712671563,1.47825137994114
"luceTemp",1.16440713578449,0.249324345489564,0.603130587416706,0.993689051371443,1.2146547508766,1.37904878010605,1.4865404177769
"luceTemp",0.953449025058726,0.282733676339669,0.513939849361298,0.696915174293815,0.941909688724035,1.18769912724618,1.45695373404298
"luceTemp",0.971744898945829,0.287212591134293,0.526025604160157,0.72272645335583,0.955096885032519,1.21674549363314,1.47044242047686
"luceTemp",0.996094437507226,0.281283491143333,0.526782427934791,0.760380559590326,0.994187264256835,1.23562919424976,1.46596399311123
"luceTemp",0.99507824579935,0.29808659780443,0.522450050633999,0.731696224130343,0.998550570511078,1.25212809518712,1.47737404885855
"luceTemp",0.996222178235496,0.284412070029539,0.523998790549245,0.748423807316558,1.000716042773,1.23248859862624,1.47190021113193
"luceTemp",0.973370784979392,0.284887586879812,0.520363666035087,0.722143062880604,0.969073429904601,1.21759180875605,1.46969556932882
"luceTemp",1.03712372046824,0.277572870172654,0.528844520461932,0.810878334658524,1.06851632932301,1.27044673711706,1.46685437164698
"luceTemp",1.16358452584806,0.249017032225563,0.626529028583361,0.991396131375595,1.2132753530493,1.37182404556752,1.48870073739575
"luceTemp",0.97269003324286,0.278352361440547,0.528518825393106,0.728911231375576,0.958078386769289,1.19956454559423,1.46495413353734
"luceTemp",0.956822902944164,0.286204164044901,0.519646436507848,0.707169487888888,0.930011190754092,1.19909542507505,1.46314827906149
"luceTemp",1.14281490802248,0.24713464934339,0.608234732863742,0.973536416660285,1.18138871914496,1.35197333067868,1.4829277297166
"luceTemp",0.976615867851344,0.285966182493731,0.519555229933885,0.720788101630613,0.968780903013447,1.21714773827064,1.47266138456925
"luceTemp",0.953926310351746,0.286432318006911,0.518870750962553,0.706377603755683,0.919298525878809,1.18519205903405,1.47137355273268
"luceTemp",0.996002090121675,0.297425563228947,0.519042568551365,0.732764497259654,0.982824678240675,1.26732254295298,1.47956318945814
"luceTemp",0.963672495894213,0.285508564266417,0.520993263406175,0.716363553190057,0.936147921933776,1.20520207364323,1.46655715799331
"luceTemp",0.966025390581931,0.286209484347535,0.522321078129438,0.70555175927072,0.94879304421159,1.21179688352271,1.46774207089222
"luceTemp",0.975104735660078,0.288817472968683,0.522924320016671,0.714314158830301,0.970316558319377,1.22168034485058,1.47116493273759
"luceTemp",1.07739806804572,0.274152792450276,0.555487798152614,0.857556204119405,1.11151830904873,1.31505789674072,1.48589286236692
"luceTemp",0.964881772501773,0.290545102018975,0.515284571835401,0.709010878660074,0.951124776355362,1.21366560965542,1.47534892436716
"luceTemp",0.960223633602791,0.291617111321456,0.524266303231111,0.70740491315828,0.93165056248543,1.21036346690064,1.47665777834175
"luceTemp",0.979747496253302,0.294458444367998,0.52151082415906,0.724572727330964,0.962432768686291,1.23049385303805,1.4748753145823
"luceTemp",1.0601682464327,0.283847312089213,0.547055901790024,0.820095081953667,1.08477708808028,1.31443763624371,1.48484411185692
"luceTemp",1.01373732132078,0.286275761692041,0.533873993975053,0.763495285944219,1.01930790258876,1.26651505244557,1.47503377124322
"luceTemp",1.01311690119566,0.276536283336743,0.537492022522918,0.783908264583586,1.01415317669301,1.2461041474137,1.47212693985658
"luceTemp",0.974010598426138,0.280755828526831,0.530874573017038,0.733478136971814,0.965023092429901,1.20201959105738,1.47086118658975
"luceTemp",0.968888094333303,0.283511587811972,0.52493409974676,0.729878033020999,0.959772019889037,1.19245111441674,1.47120125869973
"luceTemp",0.960562347991398,0.286836354135336,0.520700157682244,0.709428217095757,0.940078527186129,1.19683029251663,1.47288928860799
"luceTemp",1.00939794822255,0.287637499433891,0.527437063650775,0.769732695448366,1.00434837520968,1.26291665732097,1.476274360822
"luceTemp",0.962112737658498,0.282986215783654,0.520943307602708,0.723242159112828,0.939547791100403,1.19239967306694,1.46907518975871
"luceTemp",1.07118189121965,0.279255997934191,0.542165818333687,0.84653458233125,1.10203146395342,1.31261276516421,1.48105360351321
"luceTemp",1.05712139324184,0.274747907639895,0.540419616422845,0.858827884297737,1.08656379625536,1.28632813632414,1.47626922705749
"luceTemp",0.95531680119134,0.290357187227382,0.51756171470927,0.69758551279008,0.933502481392845,1.21002391805363,1.46587350865153
"luceTemp",1.06533812364011,0.272195123384779,0.552488345651294,0.849864073862375,1.08102363077491,1.29905433363054,1.48174693896497
"luceTemp",0.972482515213177,0.284695681075798,0.525356803615036,0.719934007423133,0.96251481627114,1.21551308656252,1.46654792533344
"luceTemp",1.00615299747069,0.285150637756326,0.52863500557195,0.764236312122784,1.00107337758261,1.24777284613112,1.4748726503422
"luceTemp",0.979600317662459,0.287486319799223,0.528788412148946,0.726105029178253,0.969082682792941,1.22869842037727,1.46401798788103
"luceTemp",0.985809144546147,0.287494459735875,0.525523959252498,0.731385344880178,0.981596611064807,1.22983408302653,1.46358833059115
"luceTemp",0.966641529268391,0.289532521978629,0.525860623867081,0.716147309968112,0.944924017961654,1.20633823553675,1.46686011629044
"luceTemp",0.94428904535888,0.27742660000456,0.529596165338943,0.702945684061476,0.922579186613129,1.15905334116105,1.4623199996625
"luceTemp",1.18260617164321,0.246298179107885,0.618142772216294,1.02934180471179,1.24043532559974,1.38307108536319,1.49121960859752
"luceTemp",1.13085473325392,0.260762239956516,0.571708162126823,0.938095382669147,1.17548313322727,1.35342260811483,1.48808746695239
"luceTemp",0.959560227039692,0.285065026066719,0.517759838371443,0.712766644095757,0.938847775085091,1.20270308510212,1.46744086926714
"luceTemp",0.965226681774088,0.276150878548874,0.514987519756558,0.736060188437305,0.960583390967479,1.18690592910441,1.46499769454639
"luceTemp",0.995686198526562,0.293842099978988,0.525868303023902,0.734578012060208,0.988561194671947,1.25706450258201,1.47788676339815
"luceTemp",0.957253371109539,0.289678217992726,0.519470841728469,0.694459186066343,0.935199301099157,1.20539614166301,1.46518676818135
"luceTemp",0.967508356060963,0.293360754160676,0.522337918336194,0.704383853512485,0.943359773578129,1.22869392300576,1.47170307126371
"luceTemp",0.977964176068813,0.288113115891773,0.519755745770581,0.728767600032554,0.968000822623997,1.21574674299416,1.47354917644216
"luceTemp",0.994542520553249,0.289964076215084,0.52036761970125,0.745363182761184,0.985171080614744,1.25244421551057,1.47281829405998
"luceTemp",1.04323461051979,0.273644276887982,0.542277976998873,0.821949194800113,1.05222220592785,1.27839535696887,1.47472067446483
"luceTemp",0.998720342643373,0.280372810803552,0.529856146945668,0.761195687708895,1.00107814159031,1.22982880963859,1.46937653706815
"luceTemp",0.961330766119026,0.289254449234943,0.519229171544378,0.70834689926426,0.936095610049841,1.19927599812306,1.47167864975735
"luceTemp",0.978399309123412,0.287763748969499,0.528491237501107,0.722757152208301,0.965138255439977,1.21714608936625,1.47569217648343
"luceTemp",1.05130762572644,0.283051497758319,0.542003120918469,0.817384674984281,1.07902286256192,1.29507636743037,1.47878853104281
