"","alpha","gamma","luce"
"alpha",0.060914534385585,-0.0353629666061881,0.00534948618841052
"gamma",-0.0353629666061881,0.116640731470757,-0.0132158968365787
"luce",0.00534948618841052,-0.0132158968365787,0.0799727395909119
"alpha",0.0514296774254568,-0.0335397300433126,-0.00639153565029693
"gamma",-0.0335397300433126,0.0925331050896724,0.00389709137478793
"luce",-0.00639153565029693,0.00389709137478793,0.0831077175969905
"alpha",0.0622839587956204,-0.0382756818061087,-0.00351199484723012
"gamma",-0.0382756818061087,0.0962517360594756,-0.0079110794523181
"luce",-0.00351199484723012,-0.0079110794523181,0.0816227163563211
"alpha",0.00614027093876761,-0.00311099840149534,-0.00489384441412216
"gamma",-0.00311099840149534,0.0105454229938958,-8.26207686597178e-05
"luce",-0.00489384441412216,-8.26207686597178e-05,0.0637488741662708
"alpha",0.0401946533049244,-0.0213363703461365,-0.00776780808790812
"gamma",-0.0213363703461365,0.0679282939511346,-0.00355112537587397
"luce",-0.00776780808790812,-0.00355112537587397,0.0859069298570924
"alpha",0.0568121023038818,-0.0390429179873714,-0.00127303834997954
"gamma",-0.0390429179873714,0.0955312668068009,0.000426400818495927
"luce",-0.00127303834997954,0.000426400818495927,0.0844236740083317
"alpha",0.00890249115932434,-0.00572316994875156,-0.0116427821792941
"gamma",-0.00572316994875156,0.0237273209273986,0.00127556102305724
"luce",-0.0116427821792941,0.00127556102305724,0.0760154814877176
"alpha",0.0625386022089244,-0.0387622827487365,0.00703555357839815
"gamma",-0.0387622827487365,0.0993456004855382,-0.0163408496213832
"luce",0.00703555357839815,-0.0163408496213832,0.0846753803017143
"alpha",0.00585354703383709,-0.00141269974929195,-0.00758496986506027
"gamma",-0.00141269974929195,0.0113412186260499,0.00205080291518629
"luce",-0.00758496986506027,0.00205080291518629,0.0774989353315786
"alpha",0.0561003904727967,-0.0307452119352422,-0.00735236365397792
"gamma",-0.0307452119352422,0.0972277008074675,-0.00537532636276682
"luce",-0.00735236365397792,-0.00537532636276682,0.0820436312011408
"alpha",0.00997272089178166,-0.00491106432635209,-0.00904704691414963
"gamma",-0.00491106432635209,0.0169240118612411,-0.0048051165646839
"luce",-0.00904704691414963,-0.0048051165646839,0.0680061327765289
"alpha",0.0308512187091337,-0.0127411141980839,-0.0116338248792106
"gamma",-0.0127411141980839,0.0120282486052549,-0.00256897670524264
"luce",-0.0116338248792106,-0.00256897670524264,0.0768637689026599
"alpha",0.0628530486123365,-0.0336343672663385,-0.00283135054067169
"gamma",-0.0336343672663385,0.0780540484537114,-0.00724464449228857
"luce",-0.00283135054067169,-0.00724464449228857,0.0832339257428135
"alpha",0.00467548076400526,-0.00136096126707544,-0.00514144419648933
"gamma",-0.00136096126707544,0.011047185432114,0.00193684579715344
"luce",-0.00514144419648933,0.00193684579715344,0.0756346686034313
"alpha",0.0098574541483217,-0.00448297671224983,-0.0123777039500769
"gamma",-0.00448297671224983,0.0114137388724576,0.000873525871115885
"luce",-0.0123777039500769,0.000873525871115885,0.0765906005247275
"alpha",0.00667206625577875,-0.003541146884892,-0.00941303421471523
"gamma",-0.003541146884892,0.0233416498005739,0.00186242310448012
"luce",-0.00941303421471523,0.00186242310448012,0.0692355343307097
"alpha",0.0468879346637337,-0.0228897702921555,-0.00981678561814996
"gamma",-0.0228897702921555,0.0513862991324203,-0.00272948900407628
"luce",-0.00981678561814996,-0.00272948900407628,0.0901522500870428
"alpha",0.00752340215640847,0.0021251414694167,-0.0113684061687451
"gamma",0.0021251414694167,0.0145167113020613,0.00133751147658101
"luce",-0.0113684061687451,0.00133751147658101,0.076947134984716
"alpha",0.0104266060463019,0.00259102369941676,-0.0134996007242496
"gamma",0.00259102369941676,0.0301608122098086,0.000808192171779189
"luce",-0.0134996007242496,0.000808192171779189,0.0804816493225452
"alpha",0.0483781746210009,-0.0272758705714751,-0.00992535815421133
"gamma",-0.0272758705714751,0.0677341445639083,0.00233718708823432
"luce",-0.00992535815421133,0.00233718708823432,0.0830110998214098
"alpha",0.0456188096822313,-0.0263003914704713,-0.0106860154143332
"gamma",-0.0263003914704713,0.0708029245385482,0.000326460806249682
"luce",-0.0106860154143332,0.000326460806249682,0.0837104755457542
"alpha",0.00284047103938734,0.000349612726358403,-0.00155083686364713
"gamma",0.000349612726358403,0.00916925667462351,0.00313330773456592
"luce",-0.00155083686364713,0.00313330773456592,0.0697932484331301
"alpha",0.00789610266721902,-0.00220098226724466,-0.00809999546779446
"gamma",-0.00220098226724466,0.0118696635218276,0.000866626467613983
"luce",-0.00809999546779446,0.000866626467613983,0.0558271136485598
"alpha",0.0113589675337978,-0.00528903705725796,-0.0151351922407038
"gamma",-0.00528903705725796,0.0239818056134009,-0.00111319101802037
"luce",-0.0151351922407038,-0.00111319101802037,0.0791174999447515
"alpha",0.00249086072946672,0.000727793702273696,-0.00178422950318728
"gamma",0.000727793702273696,0.0085072176228091,0.00376846307008592
"luce",-0.00178422950318728,0.00376846307008592,0.0772804737788456
"alpha",0.015742042039205,-0.00317025127076014,-0.0168763590870182
"gamma",-0.00317025127076014,0.0431620876553828,0.0039364588781896
"luce",-0.0168763590870182,0.0039364588781896,0.0871356096271267
"alpha",0.0389137359976798,-0.0188603777939459,-0.0101632242573686
"gamma",-0.0188603777939459,0.0673001432469841,-0.000359843953823735
"luce",-0.0101632242573686,-0.000359843953823735,0.0815920648982867
"alpha",0.0235429977057505,0.00608807297607579,-0.0126153571349839
"gamma",0.00608807297607579,0.0665803678951952,-0.000212591188653422
"luce",-0.0126153571349839,-0.000212591188653422,0.0806531740623264
"alpha",0.0522827089156739,-0.030795058387544,-0.00423319514232643
"gamma",-0.030795058387544,0.102892223050128,-0.00559036892486682
"luce",-0.00423319514232643,-0.00559036892486682,0.0868024607453539
"alpha",0.00950343689485983,0.00206019625980377,-0.0140415046168048
"gamma",0.00206019625980377,0.016689622581092,0.00219233530813056
"luce",-0.0140415046168048,0.00219233530813056,0.0802829459831054
"alpha",0.00533353331050595,-0.00247966940532422,-0.00666729090357234
"gamma",-0.00247966940532422,0.011460504974156,0.000647947670936533
"luce",-0.00666729090357234,0.000647947670936533,0.0714133865506612
"alpha",0.00729876427350025,0.000610374152382794,-0.0102870292238471
"gamma",0.000610374152382794,0.0072785764298341,0.00205066967253355
"luce",-0.0102870292238471,0.00205066967253355,0.0768316152152155
"alpha",0.0322052564356946,-0.0153897140753278,-0.0135778344146277
"gamma",-0.0153897140753278,0.0245278325846911,-0.00379434781956004
"luce",-0.0135778344146277,-0.00379434781956004,0.0825082743710003
"alpha",0.0662323657827411,-0.0302978074018084,-0.0103094230190201
"gamma",-0.0302978074018084,0.0401240772750347,-0.00220507588597202
"luce",-0.0103094230190201,-0.00220507588597202,0.0836805934410035
"alpha",0.0396131628636747,-0.0225160387023258,-0.0155146255885954
"gamma",-0.0225160387023258,0.0477174120158357,0.00284159069002196
"luce",-0.0155146255885954,0.00284159069002196,0.0799310857654232
"alpha",0.00679550463024721,0.000304643993747506,-0.00978395418127575
"gamma",0.000304643993747506,0.0151533816970148,0.00151665911113479
"luce",-0.00978395418127575,0.00151665911113479,0.0774452751616502
"alpha",0.028593874701315,0.000313728748420004,-0.0129440984872108
"gamma",0.000313728748420004,0.0716925097123187,-0.00252875991105275
"luce",-0.0129440984872108,-0.00252875991105275,0.0844984409378547
"alpha",0.0550013083787744,-0.0324653357895553,-0.00557589113392115
"gamma",-0.0324653357895553,0.101170862894198,-0.00665514948922831
"luce",-0.00557589113392115,-0.00665514948922831,0.0848476309669109
"alpha",0.0119925073303021,-0.00721717560480591,-0.0144081243147899
"gamma",-0.00721717560480591,0.0368352632631116,-0.00391229935459908
"luce",-0.0144081243147899,-0.00391229935459908,0.0773785223888571
"alpha",0.0307011369373926,-0.0150240690571978,-0.0123344556621192
"gamma",-0.0150240690571978,0.0507249338175301,-0.00200447570654682
"luce",-0.0123344556621192,-0.00200447570654682,0.079641573061079
"alpha",0.0588372912815332,-0.0351638024712158,-0.00119434085042002
"gamma",-0.0351638024712158,0.0770458366976981,-0.00238201681115204
"luce",-0.00119434085042002,-0.00238201681115204,0.080033131612451
"alpha",0.0293494254993085,-0.0132185454790408,-0.0128242856760619
"gamma",-0.0132185454790408,0.0561326403011501,-0.00427444605025438
"luce",-0.0128242856760619,-0.00427444605025438,0.0820778947479445
"alpha",0.0098163677412286,-0.00363480201211231,-0.0160751048859542
"gamma",-0.00363480201211231,0.018442670679782,0.00298169347376742
"luce",-0.0160751048859542,0.00298169347376742,0.0815755066739813
"alpha",0.0284892598277182,-0.00478044591013955,-0.00863605504052581
"gamma",-0.00478044591013955,0.0727343352228213,0.000488786823987588
"luce",-0.00863605504052581,0.000488786823987588,0.0832602524014382
"alpha",0.0140263395839482,0.00191153524140074,-0.0109977709533706
"gamma",0.00191153524140074,0.0428110861905386,0.0073404886152204
"luce",-0.0109977709533706,0.0073404886152204,0.0822387331561764
"alpha",0.0328978789669947,-0.0155280284970925,-0.0106597414940118
"gamma",-0.0155280284970925,0.0653142964966379,-0.00205541958354491
"luce",-0.0106597414940118,-0.00205541958354491,0.0830303032020733
"alpha",0.0140178628078426,0.0015375821166923,-0.0173155914017825
"gamma",0.0015375821166923,0.020478625274964,0.00260693327871354
"luce",-0.0173155914017825,0.00260693327871354,0.078772348350998
"alpha",0.0341224469640003,-0.0182946031175177,-0.00751926819834073
"gamma",-0.0182946031175177,0.0429754770110018,-0.00381503473512073
"luce",-0.00751926819834073,-0.00381503473512073,0.0816397396391813
"alpha",0.0387787573913088,-0.0151515438953368,-0.00819322348921839
"gamma",-0.0151515438953368,0.097621944346962,-0.00459220764997654
"luce",-0.00819322348921839,-0.00459220764997654,0.0808084249487461
"alpha",0.0293719631899762,-0.00969096751163029,-0.00938942917646702
"gamma",-0.00969096751163029,0.0699243985151827,0.000153462737279561
"luce",-0.00938942917646702,0.000153462737279561,0.0840322189780965
"alpha",0.0478710693888915,-0.0282340301125756,-0.00794557216377876
"gamma",-0.0282340301125756,0.0748205464669195,-0.00295741213277613
"luce",-0.00794557216377876,-0.00295741213277613,0.0838132114598548
"alpha",0.0512672226266002,-0.0190647275570895,-0.0106113876411172
"gamma",-0.0190647275570895,0.0589763604822923,-0.0118059360239608
"luce",-0.0106113876411172,-0.0118059360239608,0.0782606819796443
"alpha",0.0105182282462456,-0.00592891803144876,-0.0139484979417735
"gamma",-0.00592891803144876,0.0184201943249421,0.000640848307279683
"luce",-0.0139484979417735,0.000640848307279683,0.0789450600883422
"alpha",0.0325887355399796,-0.0159666806894752,-0.00752192972918245
"gamma",-0.0159666806894752,0.0698499616668051,-0.00267519638705175
"luce",-0.00752192972918245,-0.00267519638705175,0.0852359643714817
"alpha",0.0139482948103391,-0.00933435706632293,-0.0140686560522914
"gamma",-0.00933435706632293,0.0232128524084194,-0.00139451097085916
"luce",-0.0140686560522914,-0.00139451097085916,0.0813994148965193
"alpha",0.00721058098526134,0.000447007784794697,-0.00965287179903468
"gamma",0.000447007784794697,0.0145308225898511,0.00330130274730653
"luce",-0.00965287179903468,0.00330130274730653,0.0763335687404205
"alpha",0.0162562302729233,0.00617524747199487,-0.0185583722247933
"gamma",0.00617524747199487,0.0251182317142452,-0.00426444822564082
"luce",-0.0185583722247933,-0.00426444822564082,0.0575869874518062
"alpha",0.0509804476195341,-0.0275573905409883,-0.00474933986358676
"gamma",-0.0275573905409883,0.0652484494005115,-0.00330671344839141
"luce",-0.00474933986358676,-0.00330671344839141,0.0781547718342846
"alpha",0.00983827723839526,0.000514821490043742,-0.0158827803683248
"gamma",0.000514821490043742,0.0285731609665871,0.00122120748676867
"luce",-0.0158827803683248,0.00122120748676867,0.0809368648671374
"alpha",0.00894369900947191,0.00246424778121323,-0.0141950384392482
"gamma",0.00246424778121323,0.0113717848010783,-0.000369032101244226
"luce",-0.0141950384392482,-0.000369032101244226,0.0762479149047421
"alpha",0.0231072241157146,-0.0121232039734339,-0.0175447865881307
"gamma",-0.0121232039734339,0.0357871147728702,0.00232330916520946
"luce",-0.0175447865881307,0.00232330916520946,0.0845682101493034
"alpha",0.0136326732767427,0.00112669593456083,-0.0142054060533359
"gamma",0.00112669593456083,0.0401810811708606,-0.00159809519433093
"luce",-0.0142054060533359,-0.00159809519433093,0.0811899166630135
"alpha",0.0560424060917997,-0.0295827500676583,-0.00201294570167773
"gamma",-0.0295827500676583,0.071636544409718,-0.00862560386845392
"luce",-0.00201294570167773,-0.00862560386845392,0.0809773270715049
"alpha",0.0491097782723432,-0.0307522236156065,-0.00386948857841931
"gamma",-0.0307522236156065,0.0990656179115534,-0.00137167885440727
"luce",-0.00386948857841931,-0.00137167885440727,0.0828311431680989
"alpha",0.060566440241022,-0.0347114445687521,-0.00461600409495267
"gamma",-0.0347114445687521,0.08153804547588,-0.00476526603022886
"luce",-0.00461600409495267,-0.00476526603022886,0.0821116993500729
"alpha",0.00766347430796761,-0.00125990188976883,-0.012875168438685
"gamma",-0.00125990188976883,0.0320486727820672,0.00414011160487117
"luce",-0.012875168438685,0.00414011160487117,0.0767641906756035
"alpha",0.0561318142115751,-0.0280994285722803,-0.00506490025783934
"gamma",-0.0280994285722803,0.0513754102795151,-0.00422301768329417
"luce",-0.00506490025783934,-0.00422301768329417,0.0804224403449
"alpha",0.0572986419405667,-0.0324679718877562,-0.00993441577808607
"gamma",-0.0324679718877562,0.0670606261471712,-0.000767582480571497
"luce",-0.00993441577808607,-0.000767582480571497,0.086041057937473
"alpha",0.0496738008990099,-0.0243959719385035,-0.00329747612388545
"gamma",-0.0243959719385035,0.107341197319649,-0.00996261593891168
"luce",-0.00329747612388545,-0.00996261593891168,0.0805614106698313
"alpha",0.0401637666818449,-0.0194314171029135,-0.00750581383161202
"gamma",-0.0194314171029135,0.0939883564508956,-0.00661111254557515
"luce",-0.00750581383161202,-0.00661111254557515,0.0884233264749787
"alpha",0.00447989438009534,-0.00160190738415253,-0.00408129482712696
"gamma",-0.00160190738415253,0.00903437682648591,-0.000388385443859442
"luce",-0.00408129482712696,-0.000388385443859442,0.0736097158335141
"alpha",0.0262601787390067,-0.0149368436311769,-0.0100166107377716
"gamma",-0.0149368436311769,0.0245954284220391,-0.00335925379726707
"luce",-0.0100166107377716,-0.00335925379726707,0.0754128522786141
"alpha",0.0671222721140917,-0.0437685783382594,0.0032669720615459
"gamma",-0.0437685783382594,0.0995185963332024,-0.0079244718131173
"luce",0.0032669720615459,-0.0079244718131173,0.0837822945051922
"alpha",0.0312048250809464,-0.0171721760727987,-0.0123657046325322
"gamma",-0.0171721760727987,0.0468884066964232,-0.00316039292292303
"luce",-0.0123657046325322,-0.00316039292292303,0.0825805347364712
"alpha",0.00609482128170432,-0.000919510834778335,-0.00801497711544525
"gamma",-0.000919510834778335,0.0155487343535406,0.00281260868102895
"luce",-0.00801497711544525,0.00281260868102895,0.0717003241967961
"alpha",0.0610434698244052,-0.0414469075820052,-0.0016452728429829
"gamma",-0.0414469075820052,0.103699695222769,-0.00139889632938754
"luce",-0.0016452728429829,-0.00139889632938754,0.0833180725902568
"alpha",0.0556639344656516,-0.029357642225908,-0.00181127440410177
"gamma",-0.029357642225908,0.0943895205861813,-0.00858288504514448
"luce",-0.00181127440410177,-0.00858288504514448,0.0851496969986382
"alpha",0.0108721126846219,0.000755985505193295,-0.0166052709986874
"gamma",0.000755985505193295,0.020680728964274,0.002133281084519
"luce",-0.0166052709986874,0.002133281084519,0.0811592913215444
"alpha",0.0598389688451828,-0.034884613027831,0.000122390165696814
"gamma",-0.034884613027831,0.0824964816431052,-0.00656608593884867
"luce",0.000122390165696814,-0.00656608593884867,0.0807000842503179
"alpha",0.0287780330073232,-0.00526427253293562,-0.0108174572670086
"gamma",-0.00526427253293562,0.076751162703219,0.00270691208165916
"luce",-0.0108174572670086,0.00270691208165916,0.081518334989124
"alpha",0.0500061923112324,-0.0194930389292035,-0.0101970329471124
"gamma",-0.0194930389292035,0.0811718084510712,-0.0116354118117277
"luce",-0.0101970329471124,-0.0116354118117277,0.0814311489430537
"alpha",0.0404269445517024,-0.0186500902464774,-0.00715988136288126
"gamma",-0.0186500902464774,0.0719928183793115,-0.00500137312975442
"luce",-0.00715988136288126,-0.00500137312975442,0.0812507583951248
"alpha",0.0087111810076355,-0.00362455617715817,-0.00483694804646021
"gamma",-0.00362455617715817,0.00646949191136726,-0.00192926980479688
"luce",-0.00483694804646021,-0.00192926980479688,0.0743544617524344
"alpha",0.0290348443430085,-0.0151759792332035,-0.00913100658072116
"gamma",-0.0151759792332035,0.0442307679050206,-0.00105241799651711
"luce",-0.00913100658072116,-0.00105241799651711,0.0847548804219074
"alpha",0.0386439031399328,-0.0157536241441111,-0.00376338168804086
"gamma",-0.0157536241441111,0.0849378083999135,-0.0062152735583656
"luce",-0.00376338168804086,-0.0062152735583656,0.0827369320927134
"alpha",0.0483316639526042,-0.0196728976631567,-0.00683671238171243
"gamma",-0.0196728976631567,0.0933359649397566,-0.0149702475032711
"luce",-0.00683671238171243,-0.0149702475032711,0.0854832651158877
"alpha",0.0580715783789335,-0.0359704130623332,-0.00117298486526263
"gamma",-0.0359704130623332,0.0876868864942898,-0.0077090272299173
"luce",-0.00117298486526263,-0.0077090272299173,0.0817950663944211
"alpha",0.0107206796821035,-0.00426255674318478,-0.00847378799705616
"gamma",-0.00426255674318478,0.005699763746558,-0.00155778997530585
"luce",-0.00847378799705616,-0.00155778997530585,0.0717774335210283
"alpha",0.0458007701392915,-0.0246049456266973,-0.00668532038227866
"gamma",-0.0246049456266973,0.0813066582629847,-0.00083621101981932
"luce",-0.00668532038227866,-0.00083621101981932,0.0832178677047894
"alpha",0.00993087334593682,0.00225255062140162,-0.0154156014156053
"gamma",0.00225255062140162,0.0135201377887746,0.000468148134342679
"luce",-0.0154156014156053,0.000468148134342679,0.0803896629325208
"alpha",0.0297112726844431,-0.0116631631303725,-0.00805760111831355
"gamma",-0.0116631631303725,0.0788062658823902,0.00711498457876585
"luce",-0.00805760111831355,0.00711498457876585,0.0828906429190087
"alpha",0.00489327919001068,0.00110615566057722,-0.00498756147119234
"gamma",0.00110615566057722,0.00876119919478839,0.00293077957670786
"luce",-0.00498756147119234,0.00293077957670786,0.0745160674901948
"alpha",0.0596449807943919,-0.0325155405242621,-0.00399461449616609
"gamma",-0.0325155405242621,0.0696955119074318,-0.00947752608248819
"luce",-0.00399461449616609,-0.00947752608248819,0.0828383512013506
"alpha",0.0587714517628207,-0.0358313637943813,0.00384522085206636
"gamma",-0.0358313637943813,0.0925311791711447,-0.00972562840225531
"luce",0.00384522085206636,-0.00972562840225531,0.0859069423664078
"alpha",0.037145830092542,-0.00998994503695358,-0.00885431771761236
"gamma",-0.00998994503695358,0.0872381423275501,-0.00285180254655072
"luce",-0.00885431771761236,-0.00285180254655072,0.0869115512735592
"alpha",0.0143044623299749,-0.00777731114967744,-0.0105944928951677
"gamma",-0.00777731114967744,0.01133149642525,-0.00164246207109463
"luce",-0.0105944928951677,-0.00164246207109463,0.0795001392735299
"alpha",0.0206613152791166,-0.00611087197645414,-0.0121513977594822
"gamma",-0.00611087197645414,0.0526171700315701,-0.00164804972490822
"luce",-0.0121513977594822,-0.00164804972490822,0.0816564199405652
"alpha",0.0168787417914153,-0.00761220212386657,-0.00985296055161794
"gamma",-0.00761220212386657,0.00854265549426695,-0.00425495875488719
"luce",-0.00985296055161794,-0.00425495875488719,0.0802774626527645
"alpha",0.0593550910880681,-0.0370568809531598,-0.0018565358493029
"gamma",-0.0370568809531598,0.0934509075993577,-0.00724116096721176
"luce",-0.0018565358493029,-0.00724116096721176,0.0823917380981124
"alpha",0.0254294590792561,-0.0117303657243004,-0.0154419410639465
"gamma",-0.0117303657243004,0.0426878811262159,-0.00025835158951585
"luce",-0.0154419410639465,-0.00025835158951585,0.0835390102533042
"alpha",0.00846455088655864,0.00235565428077916,-0.0116226160134012
"gamma",0.00235565428077916,0.0209952088992625,0.00156603748362562
"luce",-0.0116226160134012,0.00156603748362562,0.078511249601634
"alpha",0.00200571276052797,-0.000720320888065298,-0.000795701528783908
"gamma",-0.000720320888065298,0.00772460303006798,-0.000472738602658641
"luce",-0.000795701528783908,-0.000472738602658641,0.062787125984005
"alpha",0.0646913170901667,-0.0398745111196676,-0.00250862744428753
"gamma",-0.0398745111196676,0.0858913748088642,0.00316532714500336
"luce",-0.00250862744428753,0.00316532714500336,0.0783392410415255
"alpha",0.055189307968227,-0.0396778258290081,-0.00303279992593398
"gamma",-0.0396778258290081,0.104086016563913,-0.00500874609826807
"luce",-0.00303279992593398,-0.00500874609826807,0.0869160735133867
"alpha",0.0670080226279082,-0.035320775224083,0.00162989683369146
"gamma",-0.035320775224083,0.069332645000611,-0.0100287463091895
"luce",0.00162989683369146,-0.0100287463091895,0.0830414482140262
"alpha",0.00926651775916664,0.00126194019588009,-0.0139067871936041
"gamma",0.00126194019588009,0.0212517495662431,0.00205495484536413
"luce",-0.0139067871936041,0.00205495484536413,0.0792361039400183
"alpha",0.00175462281244292,-6.14713860804275e-06,-0.000255163883087711
"gamma",-6.14713860804275e-06,0.00657202614054843,0.000863370873642316
"luce",-0.000255163883087711,0.000863370873642316,0.0619225969454529
"alpha",0.0535281971997728,-0.0333837970153422,-0.00638361316451882
"gamma",-0.0333837970153422,0.102483804180957,0.00456160764688552
"luce",-0.00638361316451882,0.00456160764688552,0.0866381427838747
"alpha",0.0145475792426974,-0.0101344805480965,-0.0130045166361563
"gamma",-0.0101344805480965,0.0176596813671048,0.00113743963001095
"luce",-0.0130045166361563,0.00113743963001095,0.0745943930185428
"alpha",0.00817198649425552,0.000919406267265743,-0.0135887507925332
"gamma",0.000919406267265743,0.0203106308214097,0.00174328281923604
"luce",-0.0135887507925332,0.00174328281923604,0.0788125990529054
"alpha",0.0657827605927119,-0.0312746918921863,-0.0078042149704471
"gamma",-0.0312746918921863,0.054622448108678,-0.00596552718013413
"luce",-0.0078042149704471,-0.00596552718013413,0.0815758957363984
"alpha",0.0533323718169521,-0.0344105775541893,-0.00159732845754292
"gamma",-0.0344105775541893,0.090939168980925,-0.0028411942043628
"luce",-0.00159732845754292,-0.0028411942043628,0.0848259376560986
"alpha",0.0512785725472664,-0.0291725737190121,-0.00428324969353995
"gamma",-0.0291725737190121,0.089815365488853,0.000800210365502903
"luce",-0.00428324969353995,0.000800210365502903,0.0845718361233006
"alpha",0.067163312917966,-0.0334625370915529,-0.000270800945528766
"gamma",-0.0334625370915529,0.0712341417527579,-0.00743748197217817
"luce",-0.000270800945528766,-0.00743748197217817,0.0818992150634487
"alpha",0.00993808513028976,-0.00505128169559147,-0.00603544200334586
"gamma",-0.00505128169559147,0.0073306904549613,-0.0013803936068131
"luce",-0.00603544200334586,-0.0013803936068131,0.0634216421233673
"alpha",0.0358477491557313,-0.0170522292446538,-0.00545259314951626
"gamma",-0.0170522292446538,0.0892164256056688,-0.00120819814902864
"luce",-0.00545259314951626,-0.00120819814902864,0.0864919738118164
"alpha",0.0575182089390898,-0.0373222963837496,0.00103396105981385
"gamma",-0.0373222963837496,0.098768029822152,-0.00938063192384515
"luce",0.00103396105981385,-0.00938063192384515,0.0828824069985074
"alpha",0.0158095222337551,-0.00513395370320337,-0.0149039515083427
"gamma",-0.00513395370320337,0.0426741100556469,0.00459656788871064
"luce",-0.0149039515083427,0.00459656788871064,0.08508718028522
"alpha",0.0142689971475768,0.0010935378563399,-0.0161095343681259
"gamma",0.0010935378563399,0.0404791322789976,-0.000909953925088842
"luce",-0.0161095343681259,-0.000909953925088842,0.0822370391383749
"alpha",0.0171434451309939,-0.0103358933346665,-0.0153449355675654
"gamma",-0.0103358933346665,0.0242444210998742,0.00297690088962645
"luce",-0.0153449355675654,0.00297690088962645,0.0776157528892285
"alpha",0.0116214229118501,0.00132187348948892,-0.0160537782321391
"gamma",0.00132187348948892,0.0288660723028018,-0.00126134080104692
"luce",-0.0160537782321391,-0.00126134080104692,0.0768642036087813
"alpha",0.00645041972184668,-0.00267241642909247,-0.00762062968341615
"gamma",-0.00267241642909247,0.0105317217767934,-0.000527690861205844
"luce",-0.00762062968341615,-0.000527690861205844,0.0726823432160513
"alpha",0.023566868345419,-0.0114087464830373,-0.0132650612687431
"gamma",-0.0114087464830373,0.0661782655934736,-0.0054344334963918
"luce",-0.0132650612687431,-0.0054344334963918,0.0827228574597457
"alpha",0.0251213509815023,-0.0109220484443717,-0.0177447809461968
"gamma",-0.0109220484443717,0.0557731499616117,0.00176699009228797
"luce",-0.0177447809461968,0.00176699009228797,0.0808456030021293
"alpha",0.00861545527623261,-0.00251956959520041,-0.014065731803059
"gamma",-0.00251956959520041,0.0295785983070377,0.00524083691012809
"luce",-0.014065731803059,0.00524083691012809,0.0776789263323825
"alpha",0.0329562024908641,-0.00934271228648891,-0.00633666380174003
"gamma",-0.00934271228648891,0.0790761607309938,-0.00191023132544164
"luce",-0.00633666380174003,-0.00191023132544164,0.0828722318078803
"alpha",0.0177834598830195,-0.00956102903352583,-0.00788241580544463
"gamma",-0.00956102903352583,0.0118839847215608,-0.00491210173507004
"luce",-0.00788241580544463,-0.00491210173507004,0.0774791742604625
"alpha",0.0533838929245402,-0.0280575965490894,-0.00843522956119919
"gamma",-0.0280575965490894,0.0422216164540401,-0.00649919913401028
"luce",-0.00843522956119919,-0.00649919913401028,0.0794604729220792
"alpha",0.0558313434560583,-0.0350657646846151,-0.00225570784120045
"gamma",-0.0350657646846151,0.088051904124229,-0.00010839348928164
"luce",-0.00225570784120045,-0.00010839348928164,0.0841091452108605
"alpha",0.0576796238199318,-0.0343128524535059,0.000619378526154497
"gamma",-0.0343128524535059,0.0783731529108835,-0.00846497415483861
"luce",0.000619378526154497,-0.00846497415483861,0.0844522994122104
"alpha",0.0287952671982596,-0.00988950029302301,-0.00971051763560222
"gamma",-0.00988950029302301,0.0623076429505672,0.00102274684455466
"luce",-0.00971051763560222,0.00102274684455466,0.0804120079030299
"alpha",0.0504381004213705,-0.0342908008567162,-0.00339970715047989
"gamma",-0.0342908008567162,0.0927922248604375,-0.00297075084813779
"luce",-0.00339970715047989,-0.00297075084813779,0.0840229181721033
"alpha",0.0612759237934558,-0.0402738286700921,0.00178042090587608
"gamma",-0.0402738286700921,0.0963633990643862,-0.00788246285612479
"luce",0.00178042090587608,-0.00788246285612479,0.0821623145064543
"alpha",0.00535276917182824,-0.0025401147661902,-0.00537266713782491
"gamma",-0.0025401147661902,0.0118047501580709,0.00131061311478407
"luce",-0.00537266713782491,0.00131061311478407,0.0685999927472615
"alpha",0.0395779528705713,-0.0169436866587313,-0.0109547879666958
"gamma",-0.0169436866587313,0.0692039932085136,-0.00298571144707853
"luce",-0.0109547879666958,-0.00298571144707853,0.0802841405099286
"alpha",0.00996048332717618,-0.00501124815040874,-0.00676098374415706
"gamma",-0.00501124815040874,0.00859172100051598,-0.00240597749884028
"luce",-0.00676098374415706,-0.00240597749884028,0.0644304885108571
"alpha",0.035317771379132,-0.0159361549057853,-0.00553378621403008
"gamma",-0.0159361549057853,0.0935313617422396,0.0010605735858975
"luce",-0.00553378621403008,0.0010605735858975,0.0805562137824377
"alpha",0.0466691949450416,-0.0261773297606414,-0.0067972567350968
"gamma",-0.0261773297606414,0.0828884364787517,-0.00515537178707204
"luce",-0.0067972567350968,-0.00515537178707204,0.0824945666332387
"alpha",0.0446279924495807,-0.0216135807125838,-0.0103575057304792
"gamma",-0.0216135807125838,0.0827477256552749,-0.00155029056038042
"luce",-0.0103575057304792,-0.00155029056038042,0.0819987939569845
"alpha",0.00348997063471041,0.000587713736322334,-0.00236623059449342
"gamma",0.000587713736322334,0.00798204540152129,0.00302765906958425
"luce",-0.00236623059449342,0.00302765906958425,0.0765667079919013
"alpha",0.0297182684589196,-0.00816511807595816,-0.00709576343311841
"gamma",-0.00816511807595816,0.0749302037820595,-0.00100640132295656
