"","beta","delta","lambdaluce"
"lambdaluce",-0.0903463337003567,0.00741480700283935,2.17414107043724
"beta",0.0383766362726859,-0.00668388847814742,-0.105601130874853
"delta",-0.00668388847814742,0.00377821930475742,0.0129297284663743
"lambdaluce",-0.105601130874853,0.0129297284663743,2.2050670576097
"beta",0.00735663008700394,-0.00153839682214342,0.0151139060368608
"delta",-0.00153839682214342,0.000554474602643122,-0.00381425548751795
"lambdaluce",0.0151139060368608,-0.00381425548751795,1.46414206727189
"beta",0.0135549668657842,-0.00134690851532765,-0.124694801952342
"delta",-0.00134690851532765,0.00280404408495009,0.0348896082228612
"lambdaluce",-0.124694801952342,0.0348896082228612,1.79256283963489
"beta",0.00550522556696964,-0.00189243619974804,-0.0403374101691502
"delta",-0.00189243619974804,0.0137709479632304,0.0210946988601168
"lambdaluce",-0.0403374101691502,0.0210946988601168,0.624580033027374
"beta",0.0238320016783911,-0.00206888293399688,-0.172443631285902
"delta",-0.00206888293399688,0.00149584379315877,0.011751574318133
"lambdaluce",-0.172443631285902,0.011751574318133,1.61509304850675
"beta",0.0058590698379231,-0.00281667914176289,-0.0781297485905927
"delta",-0.00281667914176289,0.00570264024563034,0.041737881667318
"lambdaluce",-0.0781297485905927,0.041737881667318,1.82274775845528
"beta",0.00554351600768408,-0.00360545633541453,-0.0861018644111523
"delta",-0.00360545633541453,0.00520115077705332,0.064421081718136
"lambdaluce",-0.0861018644111523,0.064421081718136,2.00627938269524
"beta",0.00635847057249857,-0.00251305875845698,-0.0219571272310356
"delta",-0.00251305875845698,0.0018022888315391,0.00925575777244443
"lambdaluce",-0.0219571272310356,0.00925575777244443,2.00130708871226
"beta",0.00699117156943723,-0.000379665609642285,-0.0674168662551368
"delta",-0.000379665609642285,0.00221638581418641,0.0119141978845973
"lambdaluce",-0.0674168662551368,0.0119141978845973,0.964656449624302
"beta",0.0649211327223887,-0.00282616394732806,-0.0905661015936883
"delta",-0.00282616394732806,0.00165661285535828,-0.00174880874330403
"lambdaluce",-0.0905661015936883,-0.00174880874330403,2.12072511980153
"beta",0.0654847464859487,-0.00782346804388829,-0.103181106963365
"delta",-0.00782346804388829,0.00302404247720988,-0.00433971223665738
"lambdaluce",-0.103181106963365,-0.00433971223665738,2.17550334560202
"beta",0.00808582303792897,-0.00180997221345732,-0.0656510960085327
"delta",-0.00180997221345732,0.00981672230628473,0.0154894761580657
"lambdaluce",-0.0656510960085327,0.0154894761580657,0.821765835826126
"beta",0.0689377488047343,-0.00337861306023039,-0.0945305024090288
"delta",-0.00337861306023039,0.0020978441100561,-0.004731868369021
"lambdaluce",-0.0945305024090288,-0.004731868369021,2.13433641490589
"beta",0.00784530023558941,-0.00261109546119904,-0.0904196354758731
"delta",-0.00261109546119904,0.00225346773604497,0.0388223184439915
"lambdaluce",-0.0904196354758731,0.0388223184439915,1.5347992670685
"beta",0.0510409006102164,-0.010030729807721,-0.15386842361678
"delta",-0.010030729807721,0.00337398368277421,0.00115426213615077
"lambdaluce",-0.15386842361678,0.00115426213615077,2.17296090332504
"beta",0.00501502126914875,-0.00229769661058117,-0.066923134551737
"delta",-0.00229769661058117,0.0108785778302061,0.0483187114673601
"lambdaluce",-0.066923134551737,0.0483187114673601,1.6674112968938
"beta",0.00535268409712082,-0.00200631785002192,-0.0746766060257701
"delta",-0.00200631785002192,0.00715424854461255,0.0401794227995318
"lambdaluce",-0.0746766060257701,0.0401794227995318,1.8688801159766
"beta",0.0614544112095987,-0.00330456265173802,-0.0867037229758772
"delta",-0.00330456265173802,0.00252707148956899,-0.00797461181347473
"lambdaluce",-0.0867037229758772,-0.00797461181347473,2.07693361086872
"beta",0.029144288948026,-0.00392372884129113,-0.182471711732258
"delta",-0.00392372884129113,0.00201316921215149,0.0457607885937216
"lambdaluce",-0.182471711732258,0.0457607885937216,2.30292699721667
"beta",0.0107870409306783,-0.00349111687586948,-0.118026150349073
"delta",-0.00349111687586948,0.00196820081619979,0.0489370161976035
"lambdaluce",-0.118026150349073,0.0489370161976035,2.03361197318777
"beta",0.0646482038140749,-0.00309352774687412,-0.109932638933273
"delta",-0.00309352774687412,0.00205321730593644,-0.00140015590511585
"lambdaluce",-0.109932638933273,-0.00140015590511585,2.11784099202363
"beta",0.0608977266605404,-0.00577744589899443,-0.0872900155712077
"delta",-0.00577744589899443,0.00349273768694144,-0.00827888409920315
"lambdaluce",-0.0872900155712077,-0.00827888409920315,2.12144105636103
"beta",0.060977797103685,-0.00228662437338486,-0.0699785006989079
"delta",-0.00228662437338486,0.00159499111146579,-0.00605721725693703
"lambdaluce",-0.0699785006989079,-0.00605721725693703,2.19092064876257
"beta",0.00654978686327836,-0.00239214387982557,-0.0208039717880999
"delta",-0.00239214387982557,0.00559999982740158,0.00959659541810873
"lambdaluce",-0.0208039717880999,0.00959659541810873,1.97722981739464
"beta",0.00690859921625239,-0.000757232704786006,-0.040297634026886
"delta",-0.000757232704786006,0.00444021554621435,0.0068605827507974
"lambdaluce",-0.040297634026886,0.0068605827507974,0.34533429751456
"beta",0.0249203099446316,-0.00600819747322453,-0.118530688941511
"delta",-0.00600819747322453,0.00160926248034625,0.0321559252666807
"lambdaluce",-0.118530688941511,0.0321559252666807,2.0995307751865
"beta",0.013335898602902,-0.000912266691383519,-0.115677112386832
"delta",-0.000912266691383519,0.00198308774590488,0.0161216079445401
"lambdaluce",-0.115677112386832,0.0161216079445401,1.31559400639102
"beta",0.00518028066366739,-0.00124941983065615,-0.0159929315623281
"delta",-0.00124941983065615,0.000562520495901557,0.0100551320271314
"lambdaluce",-0.0159929315623281,0.0100551320271314,1.67850961121068
"beta",0.0069526234058128,-0.00216987394275926,-0.0720701643538643
"delta",-0.00216987394275926,0.00887169097272542,0.0315083820138839
"lambdaluce",-0.0720701643538643,0.0315083820138839,1.25083474780337
"beta",0.00679620576759333,-0.00232488544803811,-0.076112491665826
"delta",-0.00232488544803811,0.00751542210583663,0.0313792130784706
"lambdaluce",-0.076112491665826,0.0313792130784706,1.28904593673577
"beta",0.00699541141713883,-0.00295896373047972,-0.0257820611935718
"delta",-0.00295896373047972,0.00579717836900382,0.016882118944826
"lambdaluce",-0.0257820611935718,0.016882118944826,2.19533616860976
"beta",0.0110279376458732,-0.00609967216623999,-0.0638804382045118
"delta",-0.00609967216623999,0.00530542853961829,0.0350249708188276
"lambdaluce",-0.0638804382045118,0.0350249708188276,0.978523027288428
"beta",0.060335269356515,-0.00399768243664444,-0.0807137520569844
"delta",-0.00399768243664444,0.002691555396691,-0.0065977043186451
"lambdaluce",-0.0807137520569844,-0.0065977043186451,2.2115116031188
"beta",0.00515277466401002,-0.0007569103793426,-0.0629644444194083
"delta",-0.0007569103793426,0.00555871307656338,0.0167266595764761
"lambdaluce",-0.0629644444194083,0.0167266595764761,1.40814210033488
"beta",0.0597900496877035,-0.00239368382707783,-0.0817300898912407
"delta",-0.00239368382707783,0.00146704949878016,-0.00429636047078573
"lambdaluce",-0.0817300898912407,-0.00429636047078573,2.12028983078352
"beta",0.0604064809231824,-0.00414910557925566,-0.0852447442438982
"delta",-0.00414910557925566,0.00242846709491242,-0.00656503382974223
"lambdaluce",-0.0852447442438982,-0.00656503382974223,2.12857236778986
"beta",0.0066460591200356,-0.00291952229621428,-0.0266904039880254
"delta",-0.00291952229621428,0.00550564268468038,0.0153518455968593
"lambdaluce",-0.0266904039880254,0.0153518455968593,2.0093685039694
"beta",0.0148465077536367,-0.00317375940419893,-0.0708799637321351
"delta",-0.00317375940419893,0.000890972038353538,0.0158905885847449
"lambdaluce",-0.0708799637321351,0.0158905885847449,2.10180643372566
"beta",0.00793585979946721,-0.00188387048709144,-0.0462590008370747
"delta",-0.00188387048709144,0.00065958453448602,0.0137093223329422
"lambdaluce",-0.0462590008370747,0.0137093223329422,1.88930781200485
"beta",0.00692710972176707,-0.00145310149488866,-0.00153904508035842
"delta",-0.00145310149488866,0.000539005200889044,0.00468835180080113
"lambdaluce",-0.00153904508035842,0.00468835180080113,1.05527922732052
"beta",0.0662587152257151,-0.00327714678289339,-0.101247961271115
"delta",-0.00327714678289339,0.00190885386324877,0.000184901208324359
"lambdaluce",-0.101247961271115,0.000184901208324359,2.1631503933304
"beta",0.0412901385949381,-0.00736804038045931,-0.111683876805186
"delta",-0.00736804038045931,0.00402311298052101,0.0120930585651309
"lambdaluce",-0.111683876805186,0.0120930585651309,2.22931821250218
"beta",0.0621753065815989,-0.00337122927343926,-0.0939227186501593
"delta",-0.00337122927343926,0.00218243657828476,-0.00430366112661575
"lambdaluce",-0.0939227186501593,-0.00430366112661575,1.99944151620922
"beta",0.00737465533485091,-0.00272026905210389,-0.0221692512774528
"delta",-0.00272026905210389,0.00578207110709894,0.00537993078310193
"lambdaluce",-0.0221692512774528,0.00537993078310193,2.20424349789775
"beta",0.0655168857783777,-0.00348035999595544,-0.119898387896938
"delta",-0.00348035999595544,0.00243480426687268,-0.00236125031939388
"lambdaluce",-0.119898387896938,-0.00236125031939388,2.16845211697672
"beta",0.0618144625029849,-0.00437427958396083,-0.0733509903289637
"delta",-0.00437427958396083,0.00297299919970665,-0.00590825555300862
"lambdaluce",-0.0733509903289637,-0.00590825555300862,2.08928356625416
"beta",0.00909514738968243,-0.00146500329923793,-0.0410260541298747
"delta",-0.00146500329923793,0.0176108117441136,0.00740895326717913
"lambdaluce",-0.0410260541298747,0.00740895326717913,0.305276831893699
"beta",0.0212882765793184,-0.00612330182224676,-0.094035858775297
"delta",-0.00612330182224676,0.00188957394983647,0.0240535443283138
"lambdaluce",-0.094035858775297,0.0240535443283138,1.9908200922703
"beta",0.0660849670739738,-0.00327160769922286,-0.0849071687925138
"delta",-0.00327160769922286,0.00177091454613813,-0.00147023990692903
"lambdaluce",-0.0849071687925138,-0.00147023990692903,2.1901784297031
"beta",0.00459912904386846,-0.000813137110447754,-0.059978969675271
"delta",-0.000813137110447754,0.00549702826567296,0.03649319216414
"lambdaluce",-0.059978969675271,0.03649319216414,1.70932443721148
"beta",0.00464160496367718,-0.0020602440314784,-0.0565355276368236
"delta",-0.0020602440314784,0.0114196102061368,0.0449803821642339
"lambdaluce",-0.0565355276368236,0.0449803821642339,1.52538288155446
"beta",0.00451863811426721,-0.00112683013730861,-0.0500823134551294
"delta",-0.00112683013730861,0.00437867982398607,0.0238924322140383
"lambdaluce",-0.0500823134551294,0.0238924322140383,1.04369446141211
"beta",0.0406676602354928,-0.00714795855692574,-0.107747921285501
"delta",-0.00714795855692574,0.00404022282860628,0.0151753128602274
"lambdaluce",-0.107747921285501,0.0151753128602274,2.20198095551904
"beta",0.00981063721546156,-0.00177288868495719,-0.100720584161707
"delta",-0.00177288868495719,0.00229346676818487,0.0327928413598667
"lambdaluce",-0.100720584161707,0.0327928413598667,1.48755660132098
"beta",0.0200758364196957,-0.00550796078627636,-0.144311050112651
"delta",-0.00550796078627636,0.00163309825006141,0.0416845332643697
"lambdaluce",-0.144311050112651,0.0416845332643697,2.10818061930493
"beta",0.00492066029648012,-0.00187725849526416,-0.0659690609124556
"delta",-0.00187725849526416,0.00902528988117399,0.0433814513650013
"lambdaluce",-0.0659690609124556,0.0433814513650013,1.66537449967071
"beta",0.00520988305424133,-0.00193983293097229,-0.0613314661377452
"delta",-0.00193983293097229,0.00438102908182324,0.0412611019881113
"lambdaluce",-0.0613314661377452,0.0412611019881113,1.8781980401791
"beta",0.00715480854103826,-0.000516344838216803,-0.0627913594464236
"delta",-0.000516344838216803,0.00820536420244906,0.0132954390880419
"lambdaluce",-0.0627913594464236,0.0132954390880419,0.963385226469794
"beta",0.0607406831614911,-0.00673312598006858,-0.119358750484569
"delta",-0.00673312598006858,0.00337776389505436,-0.00841075591170585
"lambdaluce",-0.119358750484569,-0.00841075591170585,2.11437286025971
"beta",0.0368165555586258,-0.00580111929853683,-0.0780654090837418
"delta",-0.00580111929853683,0.00367943282647668,0.0084868370746641
"lambdaluce",-0.0780654090837418,0.0084868370746641,2.30138992864731
"beta",0.0307603060296612,-0.00617589899358712,-0.0543485068068143
"delta",-0.00617589899358712,0.0015018126908945,0.0178706443353485
"lambdaluce",-0.0543485068068143,0.0178706443353485,2.29478500055578
"beta",0.00737869752133592,-0.00115696888919028,-0.0256114486013443
"delta",-0.00115696888919028,0.00305939059033137,0.0213213305129145
"lambdaluce",-0.0256114486013443,0.0213213305129145,1.69555173915466
"beta",0.0204234275915752,-0.00583402811060705,-0.135867845659591
"delta",-0.00583402811060705,0.00180467022041786,0.0357748046502787
"lambdaluce",-0.135867845659591,0.0357748046502787,2.01963073602693
"beta",0.00570523308145938,-0.00123061841858226,-0.0536238647991582
"delta",-0.00123061841858226,0.00567408562386095,0.0159126494961028
"lambdaluce",-0.0536238647991582,0.0159126494961028,0.784930610445005
"beta",0.0388955498678561,-0.0061170621070853,-0.0873519176064654
"delta",-0.0061170621070853,0.00360195690794719,0.00791970781377782
"lambdaluce",-0.0873519176064654,0.00791970781377782,2.12598183467953
"beta",0.0490416997520675,-0.00995124399467865,-0.13805781969768
"delta",-0.00995124399467865,0.00340705449122252,-0.00239423740371504
"lambdaluce",-0.13805781969768,-0.00239423740371504,2.22291919557925
"beta",0.00872063084386723,-0.00320392080445882,-0.0261993028116007
"delta",-0.00320392080445882,0.00677741874733537,0.0201387186805144
"lambdaluce",-0.0261993028116007,0.0201387186805144,2.14349862463295
"beta",0.00358326395891943,-1.1244438626317e-05,-0.0377208280137669
"delta",-1.1244438626317e-05,0.00800066980411467,0.00913996594782022
"lambdaluce",-0.0377208280137669,0.00913996594782022,0.951034469545681
"beta",0.00757009422345251,-0.00249604373805149,-0.0915808803580904
"delta",-0.00249604373805149,0.00265086251769981,0.0413194051714154
"lambdaluce",-0.0915808803580904,0.0413194051714154,1.66769055038858
"beta",0.0132372742879922,-0.00441070224156977,-0.0392322283463087
"delta",-0.00441070224156977,0.00168280405575192,0.00805562201608502
"lambdaluce",-0.0392322283463087,0.00805562201608502,1.97336720205605
"beta",0.0356111877660123,-0.00507957548265405,-0.167664289010765
"delta",-0.00507957548265405,0.00183605722965404,0.0413539594182718
"lambdaluce",-0.167664289010765,0.0413539594182718,2.08041133636836
"beta",0.00798203383270432,-0.00144452957446355,-0.104109147828152
"delta",-0.00144452957446355,0.00458868889693019,0.0267733794569701
"lambdaluce",-0.104109147828152,0.0267733794569701,1.96106800134605
"beta",0.00304893505332865,-0.00287819557136787,-0.0156536580477328
"delta",-0.00287819557136787,0.0052311071258659,0.00843802694147897
"lambdaluce",-0.0156536580477328,0.00843802694147897,1.75485883430935
"beta",0.0114467285541694,-0.000407905969323225,-0.0947268646175531
"delta",-0.000407905969323225,0.0047900871692081,0.00898881348593997
"lambdaluce",-0.0947268646175531,0.00898881348593997,1.2488396656018
"beta",0.0645672864345546,-0.00251513443548919,-0.0916177892356587
"delta",-0.00251513443548919,0.00172790884941551,-0.00539498671855916
"lambdaluce",-0.0916177892356587,-0.00539498671855916,2.21016300648548
"beta",0.0221035554039714,-0.00228495515780083,-0.176902726567557
"delta",-0.00228495515780083,0.00150056843174238,0.0175481200126082
"lambdaluce",-0.176902726567557,0.0175481200126082,1.83063531704987
"beta",0.00609286678638327,-0.00222880575143377,-0.0634730674427549
"delta",-0.00222880575143377,0.00440322579056716,0.0317184114791872
"lambdaluce",-0.0634730674427549,0.0317184114791872,1.89565805797406
"beta",0.00877392427176284,-0.00232510983396438,-0.0955456680116303
"delta",-0.00232510983396438,0.00138204398595905,0.0289753022879863
"lambdaluce",-0.0955456680116303,0.0289753022879863,1.73767281017334
