"","alpha","beta","gamma","delta","lambda","luce"
"delta",0.00361492289262712,-0.00440737868219376,-0.00587357442034944,0.0733037928514931,0.00390172127986371,-0.000265140543071349
"lambda",0.0165260049827515,-0.0424823111921933,-0.0199631566113425,0.00390172127986371,1.30426348141905,-0.011983553620818
"luce",-0.00420322668457281,-0.00670640484504733,-0.00466018495030318,-0.000265140543071349,-0.011983553620818,0.0795565915184871
"alpha",0.00679335857667646,-0.000610799148247766,-0.00154191961684364,0.00099162495728343,-0.00108699740717494,-0.00308922463746245
"beta",-0.000610799148247766,0.0619591062530832,0.00173511342161266,-0.031305625492825,-0.0204699041147822,-0.00471549834202738
"gamma",-0.00154191961684364,0.00173511342161266,0.0136173753685331,-0.000916434959847773,-0.00109352925341265,-0.00276561743936301
"delta",0.00099162495728343,-0.031305625492825,-0.000916434959847773,0.0548264083761699,-0.0277384272308551,-0.00158484854101049
"lambda",-0.00108699740717494,-0.0204699041147822,-0.00109352925341265,-0.0277384272308551,1.35440375594203,0.00200671055377284
"luce",-0.00308922463746245,-0.00471549834202738,-0.00276561743936301,-0.00158484854101049,0.00200671055377284,0.0768637382772787
"alpha",0.0598988712199148,-0.00165938936913973,-0.0347041260352932,0.00272498420136183,0.0124602857652672,-0.00300244814879269
"beta",-0.00165938936913973,0.0520539652976253,0.00444799962815171,-0.0216568681754129,-0.0328065612341073,-0.00149197031004142
"gamma",-0.0347041260352932,0.00444799962815171,0.0824771369339318,-0.00353665151049992,-0.0083728805547248,-0.00188811417855066
"delta",0.00272498420136183,-0.0216568681754129,-0.00353665151049992,0.0305441197271332,-0.0213929650104915,-0.0071512225710639
"lambda",0.0124602857652672,-0.0328065612341073,-0.0083728805547248,-0.0213929650104915,1.30114867851873,-0.00665806687068438
"luce",-0.00300244814879269,-0.00149197031004142,-0.00188811417855066,-0.0071512225710639,-0.00665806687068438,0.0800749690904655
"alpha",0.010114294448963,0.00423777767063671,-0.00447803606724098,0.00516263752747945,0.0027903280161659,-0.0139851306705155
"beta",0.00423777767063671,0.0293143314423701,0.00326821632598879,-0.0048863254003644,-0.0693469476015322,-0.00855743111258896
"gamma",-0.00447803606724098,0.00326821632598879,0.0265543439424565,0.00391663461730343,-0.0109736762456743,0.00182441367336713
"delta",0.00516263752747945,-0.0048863254003644,0.00391663461730343,0.0451346596976674,-0.0320028912919436,-0.0100332015260106
"lambda",0.0027903280161659,-0.0693469476015322,-0.0109736762456743,-0.0320028912919436,1.12150169113519,-0.034829524164743
"luce",-0.0139851306705155,-0.00855743111258896,0.00182441367336713,-0.0100332015260106,-0.034829524164743,0.0807732154776791
"alpha",0.00727144189971887,-0.00178311282474806,0.00164993998104121,0.00489293034873649,0.0124545162772574,-0.00826497783316059
"beta",-0.00178311282474806,0.0395845183440612,0.00163737484453218,-0.0184501407152008,-0.0533449073637446,-0.00422446012623896
"gamma",0.00164993998104121,0.00163737484453218,0.00971104482466622,0.000355419017080266,-0.0019496084262926,0.000741823141081227
"delta",0.00489293034873649,-0.0184501407152008,0.000355419017080266,0.0311058295438603,-0.000721312849415209,-0.00294881854171684
"lambda",0.0124545162772574,-0.0533449073637446,-0.0019496084262926,-0.000721312849415209,1.29247804275377,-0.032603170707238
"luce",-0.00826497783316059,-0.00422446012623896,0.000741823141081227,-0.00294881854171684,-0.032603170707238,0.0715906535929203
"alpha",0.0702814155297556,-5.7383971320202e-05,-0.0315684418335879,-1.22110775932284e-05,-0.018872120046207,-0.00365848605428375
"beta",-5.7383971320202e-05,0.0150507459802059,0.00196510566083303,0.00265085489764952,-0.0200332224917906,-0.00516452121863283
"gamma",-0.0315684418335879,0.00196510566083303,0.060731663846274,-0.000230094539307013,0.014011970819411,-0.00498246963806748
"delta",-1.22110775932284e-05,0.00265085489764952,-0.000230094539307013,0.00704880689817621,-0.00126254089045884,-0.000119818902124827
"lambda",-0.018872120046207,-0.0200332224917906,0.014011970819411,-0.00126254089045884,1.10740982341516,-0.0228132353131344
"luce",-0.00365848605428375,-0.00516452121863283,-0.00498246963806748,-0.000119818902124827,-0.0228132353131344,0.0805353174514705
"alpha",0.040989299297805,-0.000569122583124319,-0.0169347245804282,0.00341370203937649,-0.00301743398665426,-0.00699359680438286
"beta",-0.000569122583124319,0.0517660963926022,0.00154480217484583,-0.0342449390058535,0.00500775573639156,0.0012890543014562
"gamma",-0.0169347245804282,0.00154480217484583,0.0861781609982651,-0.0096871866637626,0.00750014405443387,0.00288024757864217
"delta",0.00341370203937649,-0.0342449390058535,-0.0096871866637626,0.100699706591215,-0.0649622325037342,-0.0172213541268302
"lambda",-0.00301743398665426,0.00500775573639156,0.00750014405443387,-0.0649622325037342,1.24247943706793,-0.0231831497923253
"luce",-0.00699359680438286,0.0012890543014562,0.00288024757864217,-0.0172213541268302,-0.0231831497923253,0.0798635505600591
"alpha",0.0344458567769961,-0.00296922788460943,-0.0126671697029061,0.00643534969400995,0.030927284286071,-0.0005595535871607
"beta",-0.00296922788460943,0.00634142016173428,0.00373238804135909,6.60154549764567e-05,-0.0339343873918196,-0.00651239494314875
"gamma",-0.0126671697029061,0.00373238804135909,0.0435605563847227,-0.0037465152561049,0.00515306101546945,-0.00546301695403136
"delta",0.00643534969400995,6.60154549764567e-05,-0.0037465152561049,0.0131075571799263,-0.00514895293823416,-0.00050952350037395
"lambda",0.030927284286071,-0.0339343873918196,0.00515306101546945,-0.00514895293823416,1.06627907520078,-0.00764192695454757
"luce",-0.0005595535871607,-0.00651239494314875,-0.00546301695403136,-0.00050952350037395,-0.00764192695454757,0.0681526512386462
"alpha",0.0555392971907649,-0.00133288061310612,-0.0256301074605855,-0.000332579509364324,0.00684189130143444,-0.00783290799041669
"beta",-0.00133288061310612,0.00675477941931497,0.0010667524232842,0.00106686494837055,0.00967204781014728,0.00231143682154827
"gamma",-0.0256301074605855,0.0010667524232842,0.0706420716433253,-0.000369798264063372,0.001694701671135,-0.00235268926087603
"delta",-0.000332579509364324,0.00106686494837055,-0.000369798264063372,0.0054427531833512,0.00792818642329914,0.00146028345176618
"lambda",0.00684189130143444,0.00967204781014728,0.001694701671135,0.00792818642329914,1.21071868208707,-0.0314924624568344
"luce",-0.00783290799041669,0.00231143682154827,-0.00235268926087603,0.00146028345176618,-0.0314924624568344,0.0865891551207912
"alpha",0.0325472917903552,0.00260409462491603,-0.0104602895266101,0.00628339155417459,0.00250614054384156,-0.00956424833156346
"beta",0.00260409462491603,0.0314750875063829,0.00132171435452928,-0.0161180921553087,-0.0424050329263219,-0.00602082625512354
"gamma",-0.0104602895266101,0.00132171435452928,0.0660973956316333,-0.00151489832799456,0.00650453932041365,-0.00294754225735837
"delta",0.00628339155417459,-0.0161180921553087,-0.00151489832799456,0.0466848671539569,-0.014245416141304,-0.009607287336649
"lambda",0.00250614054384156,-0.0424050329263219,0.00650453932041365,-0.014245416141304,1.29406146964047,0.00239405897545525
"luce",-0.00956424833156346,-0.00602082625512354,-0.00294754225735837,-0.009607287336649,0.00239405897545525,0.0845818303695732
"alpha",0.0505770071665305,-0.00404022986366573,-0.0293340485289208,0.00465003669044913,-0.00386762164234084,-0.00322223521525671
"beta",-0.00404022986366573,0.0560150610921405,0.00643387782995377,-0.031698756998533,-0.000729016327603301,-0.00245929676893698
"gamma",-0.0293340485289208,0.00643387782995377,0.0833726809774797,-0.00696268301770166,-0.00504410275756594,-0.00312377706184439
"delta",0.00465003669044913,-0.031698756998533,-0.00696268301770166,0.061747412148012,-0.0369449246275603,-0.00864424172326052
"lambda",-0.00386762164234084,-0.000729016327603301,-0.00504410275756594,-0.0369449246275603,1.30371138713887,0.01313450482409
"luce",-0.00322223521525671,-0.00245929676893698,-0.00312377706184439,-0.00864424172326052,0.01313450482409,0.084352831685804
"alpha",0.0186816471684835,0.00215155948326234,-0.0050773356574957,0.000852471330723035,0.017091821754264,-0.00484215111912735
"beta",0.00215155948326234,0.0134103875975918,0.00162870676185892,-0.00308874740539434,-0.0278282118114527,-0.0033907512579202
"gamma",-0.0050773356574957,0.00162870676185892,0.033705697762623,0.000570232260064853,0.00123963637196718,9.78501363626986e-05
"delta",0.000852471330723035,-0.00308874740539434,0.000570232260064853,0.0121690622762009,-0.0118588746701562,-0.00116960320643248
"lambda",0.017091821754264,-0.0278282118114527,0.00123963637196718,-0.0118588746701562,1.13844714199962,-0.0182433510087814
"luce",-0.00484215111912735,-0.0033907512579202,9.78501363626986e-05,-0.00116960320643248,-0.0182433510087814,0.0720139817587174
"alpha",0.00360490585846022,0.000403637806661928,-0.000718216958802642,0.00120456382228422,0.00230821570500466,-0.00106503149028212
"beta",0.000403637806661928,0.0563541069021298,0.00270176149104455,-0.0247847187490617,-0.0392374784050946,0.000345692682397007
"gamma",-0.000718216958802642,0.00270176149104455,0.0104316449170014,0.000709605586898898,-3.78796569584151e-05,0.000559523942531828
"delta",0.00120456382228422,-0.0247847187490617,0.000709605586898898,0.0401161523167278,-0.030450609575215,-0.00497059606013943
"lambda",0.00230821570500466,-0.0392374784050946,-3.78796569584151e-05,-0.030450609575215,1.31112726822367,0.00520407574641919
"luce",-0.00106503149028212,0.000345692682397007,0.000559523942531828,-0.00497059606013943,0.00520407574641919,0.0646132553321214
"alpha",0.033179240134086,0.00545148072509603,-0.00653196452921057,0.00100907111251013,0.0364661374457067,-0.00926043471374765
"beta",0.00545148072509603,0.0217410558715323,0.00320350225995115,-0.00901862722649558,-0.0199525935627569,-0.00238514811427731
"gamma",-0.00653196452921057,0.00320350225995115,0.0434145274728614,-0.00072816971283782,0.0145984991134488,-0.0100661048013436
"delta",0.00100907111251013,-0.00901862722649558,-0.00072816971283782,0.0114306581164534,-0.017970880853835,-0.00249175143750823
"lambda",0.0364661374457067,-0.0199525935627569,0.0145984991134488,-0.017970880853835,0.979819643100317,-0.0820851430612008
"luce",-0.00926043471374765,-0.00238514811427731,-0.0100661048013436,-0.00249175143750823,-0.0820851430612008,0.060255029802908
"alpha",0.0495590210034912,0.00284761764505883,-0.0282230699894727,0.00292131916765635,-0.00188552197660976,-0.00829926249709543
"beta",0.00284761764505883,0.071866629148867,0.00247379587298358,-0.036092909835754,-0.0113344870936439,-0.000746623639421296
"gamma",-0.0282230699894727,0.00247379587298358,0.0852268254273348,-0.00582280611399939,-0.00504611398183346,-0.0014871659356357
"delta",0.00292131916765635,-0.036092909835754,-0.00582280611399939,0.0650888426145643,-0.0548721675558681,-0.0110125208032143
"lambda",-0.00188552197660976,-0.0113344870936439,-0.00504611398183346,-0.0548721675558681,1.34867557413669,-0.00538918089752093
"luce",-0.00829926249709543,-0.000746623639421296,-0.0014871659356357,-0.0110125208032143,-0.00538918089752093,0.0851948193262637
"alpha",0.0374242284707711,0.00774515059763183,-0.0146080898712618,-0.000721232375889847,0.00127579274212412,-0.00726504766172144
"beta",0.00774515059763183,0.0483855319478417,0.00365124320962819,-0.0183754866881576,-0.0254156119327378,-0.00488765182643182
"gamma",-0.0146080898712618,0.00365124320962819,0.0189834693129019,-0.00100853682509556,0.0103688862118332,-0.00705448623220507
"delta",-0.000721232375889847,-0.0183754866881576,-0.00100853682509556,0.0180145181203111,-0.0369253388433046,-0.00539956561403173
"lambda",0.00127579274212412,-0.0254156119327378,0.0103688862118332,-0.0369253388433046,1.34136449389479,-0.0237262990464006
"luce",-0.00726504766172144,-0.00488765182643182,-0.00705448623220507,-0.00539956561403173,-0.0237262990464006,0.0801145229865913
"alpha",0.0432116702697017,-0.00358004644151559,-0.0148638582169374,0.00991939891244262,0.0109560472717336,-0.00992256482227164
"beta",-0.00358004644151559,0.0417271770142339,0.00368478365467798,-0.0247986037078074,-0.0304954786979773,-0.00654901654905669
"gamma",-0.0148638582169374,0.00368478365467798,0.0586586044164524,-0.011376276491636,-0.000494436785226581,-0.00274616421411697
"delta",0.00991939891244262,-0.0247986037078074,-0.011376276491636,0.095273434397762,-0.0373598131904911,-0.0085411898188636
"lambda",0.0109560472717336,-0.0304954786979773,-0.000494436785226581,-0.0373598131904911,1.25809348397768,-0.0353313422983229
"luce",-0.00992256482227164,-0.00654901654905669,-0.00274616421411697,-0.0085411898188636,-0.0353313422983229,0.0792933524710293
"alpha",0.0425699487522711,-0.00102421855019653,-0.0191126560817374,0.0010258457013482,-0.00473984915900836,-0.00725455393244369
"beta",-0.00102421855019653,0.00632621644673492,0.00213167805395237,0.000673211030510637,-0.00957421578134056,-0.00309693086988034
"gamma",-0.0191126560817374,0.00213167805395237,0.0809629989119397,-0.000552829364355195,-0.003987069528622,-0.00457456888938868
"delta",0.0010258457013482,0.000673211030510637,-0.000552829364355195,0.00514759593300749,-0.0120706159591059,-0.00360779928467653
"lambda",-0.00473984915900836,-0.00957421578134056,-0.003987069528622,-0.0120706159591059,1.10308319429325,-0.0175092475533415
"luce",-0.00725455393244369,-0.00309693086988034,-0.00457456888938868,-0.00360779928467653,-0.0175092475533415,0.0775181124389771
"alpha",0.0474284244687125,-0.00321553976226004,-0.022118127983549,0.00540714199879137,0.00686968442983702,-0.00926325378992124
"beta",-0.00321553976226004,0.0621132010041834,0.00319386656813278,-0.0323324190021951,-0.00141674857831209,-0.00143280598939095
"gamma",-0.022118127983549,0.00319386656813278,0.0634755384931521,-0.00198790889485108,-0.00388598218200654,-0.000631896386714489
"delta",0.00540714199879137,-0.0323324190021951,-0.00198790889485108,0.0595573000631268,-0.0472810498814313,-0.00976996057733976
"lambda",0.00686968442983702,-0.00141674857831209,-0.00388598218200654,-0.0472810498814313,1.35761587758851,-0.00799538190385969
"luce",-0.00926325378992124,-0.00143280598939095,-0.000631896386714489,-0.00976996057733976,-0.00799538190385969,0.0830479670843176
"alpha",0.0618278589934761,0.000429478812062094,-0.0278731634591439,0.00155788681545646,0.0106943223894838,-0.00497866519011287
"beta",0.000429478812062094,0.0512228838387118,0.00195102998606578,-0.0225933017776084,-0.0520645049656025,-0.00795600141257027
"gamma",-0.0278731634591439,0.00195102998606578,0.0533657486966907,-0.000834898064899476,-0.00279106756592844,-0.00720590489334961
"delta",0.00155788681545646,-0.0225933017776084,-0.000834898064899476,0.0317147275359628,-0.00513757301207387,-0.00088650746821921
"lambda",0.0106943223894838,-0.0520645049656025,-0.00279106756592844,-0.00513757301207387,1.3530931928102,-0.0184873844733484
"luce",-0.00497866519011287,-0.00795600141257027,-0.00720590489334961,-0.00088650746821921,-0.0184873844733484,0.0833822852289343
"alpha",0.0499086010635975,0.00132744665970899,-0.0219330729047301,0.000286707108561653,0.0116721720028715,-0.0067395218769276
"beta",0.00132744665970899,0.0124519125024372,0.000232149153527142,-0.00353163767074945,-0.0251030439508191,-0.00412170033223233
"gamma",-0.0219330729047301,0.000232149153527142,0.0628722050535966,0.00117438730928385,-0.00314213439713605,-0.00037727973448581
"delta",0.000286707108561653,-0.00353163767074945,0.00117438730928385,0.00410135331590416,-0.00436545785171511,-0.000213185234922522
"lambda",0.0116721720028715,-0.0251030439508191,-0.00314213439713605,-0.00436545785171511,1.16647764412905,-0.0723585386913903
"luce",-0.0067395218769276,-0.00412170033223233,-0.00037727973448581,-0.000213185234922522,-0.0723585386913903,0.077061769526528
"alpha",0.0402533203282763,0.000785274200851615,-0.0112159898139962,0.00125680708512068,0.00868853942380008,-0.00822225485430007
"beta",0.000785274200851615,0.049075316767348,0.0071818761011617,-0.0265370271144492,-0.0245312755768894,-0.00470916615906389
"gamma",-0.0112159898139962,0.0071818761011617,0.086525635856736,-0.00554019892003963,-0.0100477023340824,-0.00775682864536352
"delta",0.00125680708512068,-0.0265370271144492,-0.00554019892003963,0.0573837551760528,-0.0332528904523349,-0.00395884498478666
"lambda",0.00868853942380008,-0.0245312755768894,-0.0100477023340824,-0.0332528904523349,1.35529901996839,-0.00686743270486572
"luce",-0.00822225485430007,-0.00470916615906389,-0.00775682864536352,-0.00395884498478666,-0.00686743270486572,0.0787777645359447
"alpha",0.058670694571063,-0.000163212397873481,-0.0280868179316828,0.000214949453396477,0.0112825627135446,-0.00741773534101995
"beta",-0.000163212397873481,0.0152374552296288,0.00213330585300762,-0.00260291176715549,-0.0267526629710496,-0.00580273212320219
"gamma",-0.0280868179316828,0.00213330585300762,0.0641965671766243,-0.00113040875370225,0.00333177859185932,-0.00417501896520583
"delta",0.000214949453396477,-0.00260291176715549,-0.00113040875370225,0.00461399257360972,-0.0133163362608118,-0.00276366678605077
"lambda",0.0112825627135446,-0.0267526629710496,0.00333177859185932,-0.0133163362608118,1.16668144898586,-0.0359159022019787
"luce",-0.00741773534101995,-0.00580273212320219,-0.00417501896520583,-0.00276366678605077,-0.0359159022019787,0.0816037310653212
"alpha",0.0597304130469359,0.000162715019707691,-0.032704842315147,0.00180288214413862,-0.00231987495801235,-0.00434126641020508
"beta",0.000162715019707691,0.0171076824351109,0.00137154877002617,-0.00140938313132792,-0.00941405644261403,-0.00120051998349709
"gamma",-0.032704842315147,0.00137154877002617,0.0983424020694167,-0.000925816301568592,0.0110954093180824,-0.00462102905824568
"delta",0.00180288214413862,-0.00140938313132792,-0.000925816301568592,0.0157539226128891,-0.00363101868714541,-0.00167845754290404
"lambda",-0.00231987495801235,-0.00941405644261403,0.0110954093180824,-0.00363101868714541,1.23301248922693,-0.0108451934643276
"luce",-0.00434126641020508,-0.00120051998349709,-0.00462102905824568,-0.00167845754290404,-0.0108451934643276,0.0826943899479832
"alpha",0.0271730489811397,0.00478077879028434,0.000773892236945354,0.00180445315195363,0.00755147311533459,-0.00989101183137696
"beta",0.00478077879028434,0.0229665240778914,0.00346052692787747,-0.0135363094969969,-0.0450873641973894,-0.00963220475587313
"gamma",0.000773892236945354,0.00346052692787747,0.0513313858896805,-0.00415435350331802,0.0133523676018991,-0.00061725977119236
"delta",0.00180445315195363,-0.0135363094969969,-0.00415435350331802,0.0375711268839992,-0.00730901289195172,-0.00342860394105385
"lambda",0.00755147311533459,-0.0450873641973894,0.0133523676018991,-0.00730901289195172,1.1783720333602,0.00109842304308292
"luce",-0.00989101183137696,-0.00963220475587313,-0.00061725977119236,-0.00342860394105385,0.00109842304308292,0.0761085991254987
"alpha",0.0511331444209134,-0.000455222844546702,-0.0281085940376317,-0.000723534863985024,0.0101624849843842,-0.00447458455151036
"beta",-0.000455222844546702,0.00939102979063432,0.00189184006105142,0.00180775898484116,-0.0135411075319039,-0.00295266445289526
"gamma",-0.0281085940376317,0.00189184006105142,0.0890309505832359,-0.00076333335235517,0.000109126686364782,-0.00793045125105729
"delta",-0.000723534863985024,0.00180775898484116,-0.00076333335235517,0.00754895418028579,0.0117057434392024,0.0029211167595894
"lambda",0.0101624849843842,-0.0135411075319039,0.000109126686364782,0.0117057434392024,1.20017199377677,-0.0302040337168941
"luce",-0.00447458455151036,-0.00295266445289526,-0.00793045125105729,0.0029211167595894,-0.0302040337168941,0.0827137667291073
"alpha",0.0385670762461647,0.00127923956930853,-0.0165932238699816,0.00154108974958259,0.0192297250348086,-0.00797136876059114
"beta",0.00127923956930853,0.039330312927638,0.0034512809798129,-0.0246941758141577,-0.0263420792687181,-0.00065102645757568
"gamma",-0.0165932238699816,0.0034512809798129,0.0714429905033792,-0.000884306270920891,-0.031654205716731,-0.00462093837496202
"delta",0.00154108974958259,-0.0246941758141577,-0.000884306270920891,0.0770076899801867,-0.0202500537109678,-0.00462012432204362
"lambda",0.0192297250348086,-0.0263420792687181,-0.031654205716731,-0.0202500537109678,1.25018400868763,-0.0311375757281192
"luce",-0.00797136876059114,-0.00065102645757568,-0.00462093837496202,-0.00462012432204362,-0.0311375757281192,0.0809505164182126
"alpha",0.0409703983435514,0.000689399428771358,-0.0138796968338644,0.00103142765418429,0.0115240372937388,-0.00948225497683653
"beta",0.000689399428771358,0.026778351099514,0.000759305545124984,-0.00595703227603717,-0.0482632478720566,-0.00929088200328156
"gamma",-0.0138796968338644,0.000759305545124984,0.0859813018124922,-0.00547415907475904,-0.00562258349497533,0.00334093975337677
"delta",0.00103142765418429,-0.00595703227603717,-0.00547415907475904,0.0620241286391599,-0.0182278126673539,-0.00927699050158939
"lambda",0.0115240372937388,-0.0482632478720566,-0.00562258349497533,-0.0182278126673539,1.30332844233448,-0.0310021903619686
"luce",-0.00948225497683653,-0.00929088200328156,0.00334093975337677,-0.00927699050158939,-0.0310021903619686,0.0813461653433504
"alpha",0.0287844176925396,0.00492738901799159,-0.00536498292145649,0.00293153512425375,0.0169079226707776,-0.00369747965412879
"beta",0.00492738901799159,0.00718588067209298,0.000438761379577197,0.00454123190946682,-0.0443083981108314,-0.00447792845985571
"gamma",-0.00536498292145649,0.000438761379577197,0.0268800364502637,-0.00355676502980024,-0.00286642856982545,0.0014611193738479
"delta",0.00293153512425375,0.00454123190946682,-0.00355676502980024,0.0102729330685183,-0.0213904477350495,-0.00665635179218592
