"","lambda","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"lambdaTemp",3.6820754330731,0.977397966870184,1.51342867808325,3.02408326437452,3.88473476540365,4.4940932101872,4.96005141233362
"lambdaTemp",2.66906431122251,1.10249755748061,1.06586971000431,1.72478357739208,2.52317619865803,3.5178888953182,4.82618006533147
"lambdaTemp",3.3448823632251,1.08416240939804,1.21094938947529,2.49631888567142,3.48354224453484,4.27889905080179,4.92354236017959
"lambdaTemp",2.52780557126865,1.10229588418494,1.05752298061512,1.57049394995629,2.31467312926826,3.37839413585844,4.76728730883461
"lambdaTemp",3.45647745483887,1.08316980911769,1.27008606521426,2.66902796060041,3.61428640209948,4.40488091967332,4.9430621477618
"lambdaTemp",2.55555436581262,1.13954636902255,1.0526116020187,1.54714973877727,2.34477967354708,3.42446655187956,4.86128035474345
"lambdaTemp",2.69696294078895,1.16145308531592,1.05722674556987,1.67476387966102,2.52901427444568,3.64119134636084,4.86715134247415
"lambdaTemp",2.66225471701544,1.14842085556112,1.0627865969938,1.65611883475944,2.47499846037427,3.62083246855841,4.82131465630855
"lambdaTemp",2.62654609348456,1.12596500048525,1.06896562126503,1.66846746155888,2.43517249767266,3.4945880965119,4.86844257020093
"lambdaTemp",3.04681000291712,1.1420435549571,1.10534413765285,2.08883879888488,3.054962854947,4.01098543264212,4.92862175361134
"lambdaTemp",2.89963107213204,1.16378853574953,1.08939245583909,1.88164931110911,2.85917321295923,3.88289689071757,4.87999761379953
"lambdaTemp",3.12795014547509,1.14067904272794,1.14006580838141,2.17380216995126,3.19881152133249,4.13843366059046,4.89751204950121
"lambdaTemp",2.42424161439663,1.05900976914058,1.0439232640453,1.49137928053782,2.23859889184805,3.18794001784719,4.68378099131265
"lambdaTemp",3.04614778773628,1.13687204326334,1.13064174785735,2.09727279642716,3.0273683375446,4.03966041522928,4.91563316548591
"lambdaTemp",3.33446029144661,1.05233541393187,1.29668483822897,2.49879257960141,3.44941604015397,4.22049441771834,4.92370164813993
"lambdaTemp",2.58785362836438,1.11466561670661,1.0591043421017,1.61289776939342,2.38079043643232,3.4436914199252,4.81811865039445
"lambdaTemp",3.48364357099907,1.03260790002826,1.35403378918128,2.71095604180457,3.61034528312911,4.36581679011754,4.94673004474171
"lambdaTemp",3.23472055704889,1.10032662518321,1.20169134046472,2.34593486934048,3.29645878075342,4.19057422563243,4.94355925913981
"lambdaTemp",3.09464999938159,1.13756822636731,1.12687649055238,2.15403901702713,3.12465185680349,4.08468965539278,4.93622742873976
"lambdaTemp",2.93113813783084,1.14180181605166,1.10357982688981,1.92806530345344,2.8855880494766,3.91885789970537,4.8777031076357
"lambdaTemp",3.38484675094345,1.06698038501166,1.30297091689545,2.58630349619542,3.44199681829331,4.34555708916676,4.94632131599214
