"","beta","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"betaTemp",0.633989817852687,0.250273462415497,0.0952051055731258,0.456803336444918,0.675729600677322,0.842795469766601,0.982635915422893
"betaTemp",0.445620813306054,0.255567316727438,0.0310577541705465,0.234980237158302,0.431207627502547,0.643623419932633,0.932524242715235
"betaTemp",0.490790872396591,0.268212434960216,0.0352696762633286,0.269108544774261,0.480914973954621,0.70277808188531,0.962450319698463
"betaTemp",0.425555883457994,0.274927552557543,0.0205879138548168,0.18551627155197,0.397296874097582,0.650490670048379,0.941920153246852
"betaTemp",0.586780800382661,0.251238667483653,0.0748894159355409,0.407323979833047,0.612127581268505,0.790732716283067,0.975157517425215
"betaTemp",0.460699565026931,0.287959020923926,0.0169154128546118,0.205180444557808,0.449884461376231,0.700900246234439,0.964515903015665
"betaTemp",0.455217135273261,0.278184622707756,0.02028962712735,0.214789167054506,0.435515941159351,0.687416190602388,0.963138783653587
"betaTemp",0.451256554871962,0.275822229793093,0.0179994510333957,0.214642539912382,0.436593968659872,0.674574248076908,0.955731333344754
"betaTemp",0.419522347334417,0.275516737893387,0.0149837991666541,0.181854082976104,0.390353253279825,0.633619343283789,0.947797034541335
"betaTemp",0.454662839520139,0.283341246031405,0.0235082131750815,0.206585112388942,0.43427653706627,0.68806214169922,0.96632160632719
"betaTemp",0.457711994657954,0.277672836559749,0.0232810806117826,0.221364365514853,0.439977853617473,0.681430328869862,0.962860901333107
"betaTemp",0.43521581114849,0.276041886310743,0.0209292884902895,0.203184436035976,0.403309079272122,0.649285676594454,0.960171959364897
"betaTemp",0.43896103015034,0.274247811309925,0.0175963780758026,0.205914288882488,0.426354584365913,0.64265540683595,0.956254025639177
"betaTemp",0.39556721170834,0.262738203383248,0.0169560904320503,0.177262118650408,0.351149647158475,0.584702961976516,0.935966735777559
"betaTemp",0.526368042231757,0.269406473190041,0.0397473010541961,0.313291561668822,0.540412091590519,0.749168972457311,0.966685826222998
"betaTemp",0.408447455176908,0.262417626889211,0.018146069053118,0.178637056184173,0.388589303211856,0.607249717852933,0.944907946560057
"betaTemp",0.549269182991346,0.265846439853391,0.0458797618972731,0.340999903618301,0.567878744810865,0.76869675793757,0.969952772223431
"betaTemp",0.463083639926266,0.28080370404569,0.0228916414211059,0.219742567438524,0.444990367197578,0.694385637298193,0.962575182938772
"betaTemp",0.464569455904615,0.273862327113971,0.0233949249687936,0.238746963841606,0.440567708988665,0.690207763771976,0.967912399659606
"betaTemp",0.465192422625928,0.272511627911798,0.0224051126232274,0.246205885789579,0.448243551254321,0.685166541754008,0.962902877904479
"betaTemp",0.524462042040399,0.268558994963962,0.0423767251723969,0.308653018886583,0.530321852048393,0.750600305443808,0.976242087662697
"betaTemp",0.500015841956764,0.279817737587235,0.0266042379598245,0.268124101810728,0.496994388938807,0.737937091606025,0.972906315718471
"betaTemp",0.5415015381374,0.266030399483919,0.0445455853795119,0.32972646043772,0.548191551953,0.766171085535956,0.973276252620308
"betaTemp",0.466927750656391,0.274635783844033,0.0262062963354099,0.232272943831616,0.460366959308679,0.690325942582068,0.952180462164732
"betaTemp",0.380799310293858,0.261282281795027,0.0183798167870215,0.158267943952424,0.340604818111842,0.574335964637649,0.918616631996323
"betaTemp",0.426346784308724,0.272789797597187,0.0192670092197253,0.194395421556381,0.393740678695435,0.640278125353724,0.942495775173565
"betaTemp",0.673175849417317,0.249104105936123,0.118536363123467,0.500666894922644,0.731916207318225,0.885213337244744,0.986470314156933
"betaTemp",0.457903347519207,0.278852295838509,0.0124826426154278,0.227389574926213,0.444258502409343,0.675655177521694,0.966959944848813
"betaTemp",0.515694217598354,0.274358823689315,0.030732376006942,0.281976011669244,0.531730911526037,0.741190484083123,0.964211047354955
"betaTemp",0.545109715827702,0.266302872921598,0.0355752556529587,0.343752917708012,0.566309454818085,0.766288933610181,0.971370690846646
"betaTemp",0.487855273490042,0.274355103271048,0.0226280782650392,0.258830435333231,0.490660257416221,0.707963320105156,0.95609550430103
"betaTemp",0.429227685960857,0.271181059955934,0.0146284905584001,0.199685720105114,0.405294192490967,0.648212640449857,0.946101013331271
"betaTemp",0.673953893735546,0.241311900285763,0.122827065806935,0.528723463074654,0.721755221260688,0.87261090544788,0.988167773108779
"betaTemp",0.442266392814596,0.275908248397291,0.019966854237824,0.201411444363119,0.423227273810291,0.668105491055232,0.956725116421629
"betaTemp",0.464212212479058,0.27742146950027,0.0190594567706443,0.228749942313144,0.447366325948896,0.69334727555622,0.962710467551267
"betaTemp",0.487667365144478,0.277679370118342,0.0222448672014246,0.253501832255291,0.484864341977501,0.720758509298441,0.959965754970301
