"","delta","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"deltaTemp",0.686254067722973,0.191399530543967,0.322381269303718,0.536322861313452,0.705601081463333,0.847183066146969,0.980461237331843
"deltaTemp",0.730517784395196,0.202273845140507,0.279344228382225,0.594231270822428,0.773854727928249,0.899407354506633,0.987440212832731
"deltaTemp",0.607862857925703,0.224586376174783,0.204142833654012,0.429887299919872,0.609595943664901,0.801516336994279,0.974298373736522
"deltaTemp",0.274308129218527,0.205338725565851,0.0165307269781572,0.123646456307539,0.228329996600988,0.370948473784992,0.827878540408999
"deltaTemp",0.690749539572038,0.195688545827469,0.301168939017368,0.542917036238962,0.712500865527188,0.853787591389374,0.9859524399705
"deltaTemp",0.135265324905818,0.11989357800282,0.00787961774868463,0.0589831643866206,0.112782065588148,0.170430382370662,0.482468241111903
"deltaTemp",0.129206121513781,0.117255182743135,0.00764317282148302,0.0553479616017362,0.106053246584552,0.163554852382472,0.42680470688334
"deltaTemp",0.368917547490341,0.204621866035093,0.0365315009451527,0.230079437677079,0.334652963236966,0.480314721382484,0.862235637427373
"deltaTemp",0.231940660430017,0.2094745018233,0.00866347857534867,0.0850307987354806,0.170060688663443,0.303940018418164,0.850163395303834
"deltaTemp",0.342291191535254,0.234441639721903,0.0239936612151237,0.170526623867632,0.285526710759999,0.469541555987493,0.910035416392466
"deltaTemp",0.161585717874215,0.133278573938888,0.00950326954073371,0.0731038319642005,0.136754100325019,0.212171653221627,0.496793498303776
"deltaTemp",0.31498894652723,0.21777099234299,0.018689407357676,0.15725509530519,0.268221690720628,0.426716077596848,0.87646530686857
"deltaTemp",0.430101580979006,0.231281794237336,0.0538845279876463,0.257882458839382,0.39455262580762,0.585780534652992,0.934656452121539
"deltaTemp",0.499150594764282,0.275430237992579,0.0398392181943046,0.264074944258673,0.467048539897878,0.73676426690683,0.976885556093002
"deltaTemp",0.625787767746901,0.21560964466442,0.241366975033331,0.452866302386968,0.628747894103145,0.806650457585949,0.976365950918266
"deltaTemp",0.486606180313223,0.272528801327511,0.0439881496947081,0.257635027482983,0.457226461365054,0.707835448013509,0.980656356619175
"deltaTemp",0.691804173233751,0.195155963462261,0.304429691118367,0.542861576419501,0.711074355936606,0.853320918860975,0.988260152931114
"deltaTemp",0.384515332457345,0.211636344872875,0.0389057093959542,0.234600775816152,0.348790324134242,0.508479950749601,0.882133868676072
"deltaTemp",0.495178059306776,0.223975705890478,0.106787917140317,0.325668148496072,0.468268915314256,0.65996200248369,0.939215611999087
"deltaTemp",0.127851769176357,0.106722468399763,0.00775084987830491,0.057065745796642,0.109458005851095,0.165817556163548,0.408765758931465
"deltaTemp",0.646783350685099,0.223007918673687,0.220376051787101,0.470719510662518,0.663605261093126,0.838250514321929,0.98449031029668
"deltaTemp",0.604595201948112,0.231270520032446,0.174680821523734,0.418786710644484,0.612614177052714,0.800275794734743,0.983262262677843
"deltaTemp",0.660487174029201,0.213218437483427,0.256940413907753,0.497187260988678,0.679524713931606,0.840165354331788,0.981725871491253
"deltaTemp",0.321092966681743,0.198988986451691,0.0250934655245382,0.185385209673254,0.284589901077289,0.420677062350413,0.829801528657633
"deltaTemp",0.566465367724316,0.251943231731159,0.0894951644166626,0.366611253277752,0.571608932436755,0.783344247356924,0.973785536492614
"deltaTemp",0.394529307244853,0.244739791898859,0.0263149150096341,0.213384124986918,0.34506554061191,0.549037793013814,0.939801439106423
"deltaTemp",0.678237944633516,0.181475092795293,0.342475672327863,0.538404129950406,0.684128036907628,0.825708469067188,0.979053517238429
"deltaTemp",0.181648574112975,0.159014933258381,0.00596401452807814,0.0737287085409982,0.14766701498364,0.234850449210049,0.645455557353993
"deltaTemp",0.497224530955321,0.201286359706902,0.163734764622061,0.346382748850587,0.466291347906102,0.636742977475386,0.920055503617342
"deltaTemp",0.513213476559043,0.217763849947886,0.140527684861045,0.348054266718046,0.485640871048866,0.664120838976691,0.948992822187886
"deltaTemp",0.543103927499973,0.222165327828533,0.156237500770564,0.374576688112852,0.530095078716628,0.708024450942597,0.965670053896934
"deltaTemp",0.462706056346366,0.240172620029825,0.046040545260802,0.275544930856786,0.434812650655958,0.627968420309267,0.949192428403418
"deltaTemp",0.672948618764418,0.185378968761141,0.328627541511953,0.527495976143846,0.679472729515859,0.82432512355028,0.981159485004723
"deltaTemp",0.494199176854798,0.229158823428644,0.0819595815204394,0.321887891233236,0.468843188350362,0.662029172316581,0.950704809398463
"deltaTemp",0.592960656069774,0.241378925529799,0.171383570473706,0.390728378286983,0.596851418478638,0.805618344285802,0.979196895339641
"deltaTemp",0.539002536103116,0.248177009744992,0.076763034975841,0.342405234257843,0.527975825059248,0.739971139172806,0.972693912499921
"deltaTemp",0.171822292815838,0.152936162179906,0.00810299881903839,0.0696152695544714,0.137904161155102,0.219039300392463,0.618502415249622
"deltaTemp",0.604094425530762,0.211104022756775,0.22294874500605,0.4406370889536,0.595374048467339,0.779422825951016,0.976831350955287
"deltaTemp",0.156761128043226,0.140550180382192,0.00666190334683683,0.0652097677209088,0.126591769974945,0.200854184009308,0.579568062969806
"deltaTemp",0.673091757269596,0.182097481463614,0.330109685069413,0.535014401244573,0.679497591033735,0.822014454135102,0.980315688875534
"deltaTemp",0.702220224627243,0.185861748231295,0.335579299482495,0.563094468326421,0.719007960484589,0.85762702784861,0.986245620312673
"deltaTemp",0.502835129731185,0.233841212056805,0.0946478060426311,0.32253071599701,0.476222118320765,0.677896118520189,0.958986508765216
"deltaTemp",0.336502921176943,0.246254531999062,0.0136983961645143,0.15871904755289,0.27174449256863,0.464452300479614,0.930526752368327
