"","alpha","beta","gamma","delta","lambda","luce"
"beta",-0.000553112033340811,0.0707509394440144,-0.000387183219438081,-0.0191423991152514,0.0039246619240585,-4.58352145308118e-05
"gamma",0.00546885753970535,-0.000387183219438081,0.027313008496066,0.00192717864345633,-0.00107588226203709,0.00632696229324613
"delta",0.00162626629259773,-0.0191423991152514,0.00192717864345633,0.0709104416717675,-0.126167047049115,-0.0239219176699778
"lambda",-0.00708342070522966,0.0039246619240585,-0.00107588226203709,-0.126167047049115,1.29221728459664,0.00421898745149821
"luce",-0.00773814294999673,-4.58352145308118e-05,0.00632696229324613,-0.0239219176699778,0.00421898745149821,0.077348262737696
"alpha",0.0470344103660396,-0.00238885370043582,0.00257640040414493,0.000125013871779046,0.00245525730344501,-0.0143806035530517
"beta",-0.00238885370043582,0.0827977922760222,-0.000114270456660374,-0.00749877298365052,0.0103176842317392,0.00079443960560948
"gamma",0.00257640040414493,-0.000114270456660374,0.0558724550617145,0.00210776880023933,0.00103134383133458,0.00542083965128124
"delta",0.000125013871779046,-0.00749877298365052,0.00210776880023933,0.0134888552500907,-0.038277978491199,-0.00470608894748342
"lambda",0.00245525730344501,0.0103176842317392,0.00103134383133458,-0.038277978491199,1.39367418249855,-0.00427582390642752
"luce",-0.0143806035530517,0.00079443960560948,0.00542083965128124,-0.00470608894748342,-0.00427582390642752,0.0522912774268819
"alpha",0.0488486221937171,0.00379783840681032,0.00472341414992826,-0.002869845943922,0.0206174867569255,-0.00205230039187262
"beta",0.00379783840681032,0.0706140322241758,0.00387587301721111,-0.0143719787737074,-0.0335904134602464,-0.00378680728051001
"gamma",0.00472341414992826,0.00387587301721111,0.0476088290555799,0.00773733523591279,0.0206617610049052,0.00738910259374596
"delta",-0.002869845943922,-0.0143719787737074,0.00773733523591279,0.0553066706296043,-0.103756741489413,-0.011217901865115
"lambda",0.0206174867569255,-0.0335904134602464,0.0206617610049052,-0.103756741489413,1.1916642593947,-0.031523774394626
"luce",-0.00205230039187262,-0.00378680728051001,0.00738910259374596,-0.011217901865115,-0.031523774394626,0.064536243366592
"alpha",0.0617574565748378,-0.000986873053586971,-0.00581571913217013,-0.000396802568987117,-0.0030200326352379,-0.0219648018022831
"beta",-0.000986873053586971,0.0760799812752287,-0.00239569248407294,-0.0168481406837956,-0.0202229924993644,0.00719891585670363
"gamma",-0.00581571913217013,-0.00239569248407294,0.0514728825288285,0.0136687948313576,0.00263410740114329,-0.00514856016315155
"delta",-0.000396802568987117,-0.0168481406837956,0.0136687948313576,0.0445593963398263,-0.0686175640654799,-0.0218482116527511
"lambda",-0.0030200326352379,-0.0202229924993644,0.00263410740114329,-0.0686175640654799,1.37501211882587,0.00304450693465242
"luce",-0.0219648018022831,0.00719891585670363,-0.00514856016315155,-0.0218482116527511,0.00304450693465242,0.0720625431952766
"alpha",0.0521625224032548,-0.000617780004900935,0.00524927481968884,0.00151244639558641,0.0250207792071995,0.000116546346101799
"beta",-0.000617780004900935,0.072755765934177,0.000907025589396409,-0.00700175638450103,-0.0744998517752303,-0.00601373573426849
"gamma",0.00524927481968884,0.000907025589396409,0.0194434179143338,-0.000342169559175441,0.00248213093625966,0.00885214890019608
"delta",0.00151244639558641,-0.00700175638450103,-0.000342169559175441,0.0650265814216967,-0.0600809429691942,-0.0106160755504654
"lambda",0.0250207792071995,-0.0744998517752303,0.00248213093625966,-0.0600809429691942,0.987401882939662,-0.0640160321646386
"luce",0.000116546346101799,-0.00601373573426849,0.00885214890019608,-0.0106160755504654,-0.0640160321646386,0.0737804299682171
"alpha",0.0669069352152487,-0.000937305961318461,-0.0108983333594772,-0.00744290092121809,-0.00602075053952886,-0.00947877185875879
"beta",-0.000937305961318461,0.0737872660722398,0.00548410945960629,-0.0144217815879719,-0.0200862060779079,0.000506259289702752
"gamma",-0.0108983333594772,0.00548410945960629,0.0649083913986963,0.0149578153341943,0.0360226441432293,0.00401900418737144
"delta",-0.00744290092121809,-0.0144217815879719,0.0149578153341943,0.0508687405158631,-0.0800888309538182,-0.0172662459375797
"lambda",-0.00602075053952886,-0.0200862060779079,0.0360226441432293,-0.0800888309538182,1.33609985709811,-0.0260027927488076
"luce",-0.00947877185875879,0.000506259289702752,0.00401900418737144,-0.0172662459375797,-0.0260027927488076,0.06904745104613
"alpha",0.0731382387045377,0.00111145905841668,-0.00189087174484716,-0.00122548608575633,0.0187332104940209,-0.0115590580898074
"beta",0.00111145905841668,0.0658358643127886,0.00636533921927097,-0.0113601820773014,-0.0588902520319309,-0.0118943905279089
"gamma",-0.00189087174484716,0.00636533921927097,0.0748652399352907,0.0040934458800317,0.0569501308320296,0.00950610975491275
"delta",-0.00122548608575633,-0.0113601820773014,0.0040934458800317,0.0473918801793115,-0.0276250603077912,-0.00865677968239738
"lambda",0.0187332104940209,-0.0588902520319309,0.0569501308320296,-0.0276250603077912,1.17753820120801,-0.0753789494579467
"luce",-0.0115590580898074,-0.0118943905279089,0.00950610975491275,-0.00865677968239738,-0.0753789494579467,0.0733097820584105
"alpha",0.0541034783441391,0.00393433258656673,-0.00500340047534093,0.000470427933551024,0.015796473952305,-0.0143347168876033
"beta",0.00393433258656673,0.0633704728721779,0.0102075682872024,-0.00523298677383444,-0.0280914280945002,-0.00989012169780551
"gamma",-0.00500340047534093,0.0102075682872024,0.0771817763731873,-0.00122898087565892,0.0489006174221679,0.00617044957435653
"delta",0.000470427933551024,-0.00523298677383444,-0.00122898087565892,0.0403354307293126,-0.0290960459068603,-0.0114583067335092
"lambda",0.015796473952305,-0.0280914280945002,0.0489006174221679,-0.0290960459068603,1.04736798243281,-0.0842402938648842
"luce",-0.0143347168876033,-0.00989012169780551,0.00617044957435653,-0.0114583067335092,-0.0842402938648842,0.0697522456321651
"alpha",0.061881222639811,0.000352356524170852,0.000362901858480263,-0.00218147200677593,0.0135251520865947,-0.0130898152333066
"beta",0.000352356524170852,0.0744619834487545,-0.00127817418097877,-0.0163149904191524,-0.0243291901329606,-0.001030907018509
"gamma",0.000362901858480263,-0.00127817418097877,0.0666183194750573,0.0120046605508916,0.0130536011437478,0.00396908064968078
"delta",-0.00218147200677593,-0.0163149904191524,0.0120046605508916,0.0592166996095831,-0.0949283806811338,-0.0138907379336636
"lambda",0.0135251520865947,-0.0243291901329606,0.0130536011437478,-0.0949283806811338,1.25363741370069,-0.00689609950830034
"luce",-0.0130898152333066,-0.001030907018509,0.00396908064968078,-0.0138907379336636,-0.00689609950830034,0.04697121657101
"alpha",0.0344524571884808,0.0032105714868327,0.00286319286970657,-0.000223849171421726,0.00773987950021942,0.000877750935730991
"beta",0.0032105714868327,0.0708579527946017,0.00108532860703464,-0.0129788252589371,-0.0440739821450442,-0.00404039157795569
"gamma",0.00286319286970657,0.00108532860703464,0.0478016245953308,0.0131313248219036,0.0107027621918395,0.00909534486416613
"delta",-0.000223849171421726,-0.0129788252589371,0.0131313248219036,0.0650259644380852,-0.109097858865071,-0.00746260757305971
"lambda",0.00773987950021942,-0.0440739821450442,0.0107027621918395,-0.109097858865071,1.18539092314525,-0.0246246274552511
"luce",0.000877750935730991,-0.00404039157795569,0.00909534486416613,-0.00746260757305971,-0.0246246274552511,0.0600071311063167
"alpha",0.063041491621114,0.00213570848032156,0.00647693777958267,0.00218559683640957,0.0157805819283708,-0.00965028350071412
"beta",0.00213570848032156,0.0758872066725042,0.000779913177960812,-0.0135719211967501,-0.0273921668754816,-0.00223864485981649
"gamma",0.00647693777958267,0.000779913177960812,0.0435362233918576,0.00591141312743456,-0.00311919585216448,0.010780766857595
"delta",0.00218559683640957,-0.0135719211967501,0.00591141312743456,0.0656773507560532,-0.111103992909467,-0.0216100066126809
"lambda",0.0157805819283708,-0.0273921668754816,-0.00311919585216448,-0.111103992909467,1.29141797316478,-0.015890873401789
"luce",-0.00965028350071412,-0.00223864485981649,0.010780766857595,-0.0216100066126809,-0.015890873401789,0.0770603186833624
"alpha",0.0689225510331854,-0.000949531007897225,0.00910189131981278,0.00255106231024407,0.00537791363238782,-0.0130380111051489
"beta",-0.000949531007897225,0.0762059863249991,-0.00110148263013624,-0.0145058163105506,0.0171001746863608,0.00533098102709284
"gamma",0.00910189131981278,-0.00110148263013624,0.0401523839785962,0.00277142019322764,0.00260547560577303,0.0069000655802381
"delta",0.00255106231024407,-0.0145058163105506,0.00277142019322764,0.0371492166343787,-0.081056932022214,-0.0150778864875576
"lambda",0.00537791363238782,0.0171001746863608,0.00260547560577303,-0.081056932022214,1.3663175537867,0.0225872237721991
"luce",-0.0130380111051489,0.00533098102709284,0.0069000655802381,-0.0150778864875576,0.0225872237721991,0.0721265369957801
"alpha",0.043663063020316,0.000367237793143936,0.0029112761177905,0.000372065381434342,8.43784137000001e-05,-0.0122017793786214
"beta",0.000367237793143936,0.0734852725971073,-0.0026857746085666,-0.0137330140604017,0.00980989272469931,0.00237839764506178
"gamma",0.0029112761177905,-0.0026857746085666,0.0703829292167971,0.00938878438967985,-0.0100197037786779,0.00337863951895548
"delta",0.000372065381434342,-0.0137330140604017,0.00938878438967985,0.0339861952198646,-0.0791232484175027,-0.0100325631956596
"lambda",8.43784137000001e-05,0.00980989272469931,-0.0100197037786779,-0.0791232484175027,1.41099842935634,0.0195106538351803
"luce",-0.0122017793786214,0.00237839764506178,0.00337863951895548,-0.0100325631956596,0.0195106538351803,0.0482852597897641
"alpha",0.0723545899497824,-0.000421247613160917,0.00740978832861331,0.00156971429526515,0.00315907870328461,-0.0213728096465022
"beta",-0.000421247613160917,0.0807628188982212,-0.00089281894289605,-0.00721123677676123,0.00235694071393112,0.00117611615443153
"gamma",0.00740978832861331,-0.00089281894289605,0.0435775789922939,0.00203407885602581,0.00139336141248262,0.00717940016738685
"delta",0.00156971429526515,-0.00721123677676123,0.00203407885602581,0.0148020686102839,-0.041035843994201,-0.0066244416126076
"lambda",0.00315907870328461,0.00235694071393112,0.00139336141248262,-0.041035843994201,1.37730704432384,0.000108488358709662
"luce",-0.0213728096465022,0.00117611615443153,0.00717940016738685,-0.0066244416126076,0.000108488358709662,0.0660127623303749
"alpha",0.0714288881621062,0.00368269978644374,-0.00518598338200016,-0.00220421928988582,0.0132343548968574,-0.00611302439600761
"beta",0.00368269978644374,0.0715420278915678,0.010853524971161,-0.00145142121418113,-0.0763352270962702,-0.0121535686125008
"gamma",-0.00518598338200016,0.010853524971161,0.0759683630253351,0.00306929057922751,0.0524670005459481,0.0107968172153182
"delta",-0.00220421928988582,-0.00145142121418113,0.00306929057922751,0.0375021943374592,-0.0130760349514486,-0.00448991589563698
"lambda",0.0132343548968574,-0.0763352270962702,0.0524670005459481,-0.0130760349514486,1.07291054208981,-0.0420427545982335
"luce",-0.00611302439600761,-0.0121535686125008,0.0107968172153182,-0.00448991589563698,-0.0420427545982335,0.0680979037643533
"alpha",0.0645026007738795,0.00385646119223824,0.00141631013990463,0.00112230400885836,0.00930952257225432,-0.0125469427293214
"beta",0.00385646119223824,0.0695907193551696,0.00215303056701195,-0.0158380829105248,-0.0485502535317328,-0.005366376012355
"gamma",0.00141631013990463,0.00215303056701195,0.0676160382840166,0.0127187851486573,0.0313355405138639,0.00733169648440366
"delta",0.00112230400885836,-0.0158380829105248,0.0127187851486573,0.0596009058497485,-0.0716216854714457,-0.0144399952094204
"lambda",0.00930952257225432,-0.0485502535317328,0.0313355405138639,-0.0716216854714457,1.15545628111722,-0.0482748945549587
"luce",-0.0125469427293214,-0.005366376012355,0.00733169648440366,-0.0144399952094204,-0.0482748945549587,0.0740004647357971
"alpha",0.0728424723248343,0.00585269663688465,0.000365973183937672,-0.00116922526784749,0.0153494026996054,-0.000946767126918887
"beta",0.00585269663688465,0.0635413663327241,0.0125605995614816,-0.00353724715862785,-0.0473808988177157,-0.0101798233181163
"gamma",0.000365973183937672,0.0125605995614816,0.0697566697899318,0.00123202425170059,0.0600708316066654,0.012492183124492
"delta",-0.00116922526784749,-0.00353724715862785,0.00123202425170059,0.0374369643952188,-0.0191522369270596,-0.00448442071082539
"lambda",0.0153494026996054,-0.0473808988177157,0.0600708316066654,-0.0191522369270596,0.986528352804484,-0.0440197502108817
"luce",-0.000946767126918887,-0.0101798233181163,0.012492183124492,-0.00448442071082539,-0.0440197502108817,0.0660842928473651
"alpha",0.0498458478645155,0.000508049024629999,-0.00452442932715002,-0.00473480812565951,-0.00437720885507129,-0.00684113289084529
"beta",0.000508049024629999,0.0754833672655087,-0.000841966593359848,-0.0123014268800095,0.00813295383215298,0.000708843551613188
"gamma",-0.00452442932715002,-0.000841966593359848,0.0273390714558185,0.00791452757614526,0.000568328477361708,0.00137725173416938
"delta",-0.00473480812565951,-0.0123014268800095,0.00791452757614526,0.0304079642525357,-0.0681981217640853,-0.0121740800173627
"lambda",-0.00437720885507129,0.00813295383215298,0.000568328477361708,-0.0681981217640853,1.376559192604,0.00398608971057489
"luce",-0.00684113289084529,0.000708843551613188,0.00137725173416938,-0.0121740800173627,0.00398608971057489,0.0590854747759934
"alpha",0.0667431648884823,-0.00208710065466486,-0.00593081141488985,0.000236892162921773,-0.00130917353091345,-0.0203371295038497
"beta",-0.00208710065466486,0.0755873417056243,0.00503133591280337,-0.0134085651442211,-0.0181011812321234,-0.000840413625582315
"gamma",-0.00593081141488985,0.00503133591280337,0.0651364021344009,0.0102400746684317,0.026699421758293,0.00397992269276873
"delta",0.000236892162921773,-0.0134085651442211,0.0102400746684317,0.049349734236567,-0.0863807463484167,-0.0194121764158409
"lambda",-0.00130917353091345,-0.0181011812321234,0.026699421758293,-0.0863807463484167,1.34273553082924,-0.022272364382826
"luce",-0.0203371295038497,-0.000840413625582315,0.00397992269276873,-0.0194121764158409,-0.022272364382826,0.0718114073900271
"alpha",0.0677009275273392,0.00856115223990278,0.00781083312923326,0.00131831088188603,0.0190741546687914,-0.0080355675908038
"beta",0.00856115223990278,0.0689773070624779,0.00311892261948783,-0.00196873284724109,-0.10630473535473,-0.0135153079685176
"gamma",0.00781083312923326,0.00311892261948783,0.0576052184308175,0.00286901568878943,0.0288533465593311,0.0136649972437244
"delta",0.00131831088188603,-0.00196873284724109,0.00286901568878943,0.0378454755070493,-0.0171854440588015,-0.00300535477405197
"lambda",0.0190741546687914,-0.10630473535473,0.0288533465593311,-0.0171854440588015,1.10634903631941,-0.07465768053429
"luce",-0.0080355675908038,-0.0135153079685176,0.0136649972437244,-0.00300535477405197,-0.07465768053429,0.0707893585490218
"alpha",0.069006689269164,0.000745185111358271,0.00584279450004229,0.00265465704355697,0.0112543367048538,-0.014667598325609
"beta",0.000745185111358271,0.0824449233166946,0.00303024717568545,-0.0182312114705444,-0.0226934395351064,-0.00115865224120358
"gamma",0.00584279450004229,0.00303024717568545,0.064375039232019,0.0129597045499495,-0.000573999015324989,0.00427223065039803
"delta",0.00265465704355697,-0.0182312114705444,0.0129597045499495,0.0630447210890065,-0.104158270808815,-0.020772966390911
"lambda",0.0112543367048538,-0.0226934395351064,-0.000573999015324989,-0.104158270808815,1.31062454562128,-0.0253510477331236
"luce",-0.014667598325609,-0.00115865224120358,0.00427223065039803,-0.020772966390911,-0.0253510477331236,0.0749221826344092
"alpha",0.0729254543259278,-0.00174881437645773,-0.016118439543828,-6.25938418823409e-05,-0.0185197474894056,-0.00746219098991788
"beta",-0.00174881437645773,0.058307314053736,0.0102834056512142,-0.00231902982367419,-0.0117136974446831,-0.00880990430656492
"gamma",-0.016118439543828,0.0102834056512142,0.0659399279965272,0.00134155707799493,0.0426490081898381,0.00345905107020307
"delta",-6.25938418823409e-05,-0.00231902982367419,0.00134155707799493,0.0324170529898481,-0.00615467785494183,-0.00245316537233037
"lambda",-0.0185197474894056,-0.0117136974446831,0.0426490081898381,-0.00615467785494183,0.800907020210955,-0.0313561133314852
"luce",-0.00746219098991788,-0.00880990430656492,0.00345905107020307,-0.00245316537233037,-0.0313561133314852,0.053978297727983
"alpha",0.0653796146785216,0.00440965339640745,0.00463901106299402,-0.0012058122532889,0.0235054300866872,-0.00519393871327996
"beta",0.00440965339640745,0.0723177958478902,0.00693361544934413,-0.00342057754502433,-0.0770967532433191,-0.0156386737109481
"gamma",0.00463901106299402,0.00693361544934413,0.0667796356479245,0.0013633873752088,0.0294092474070925,0.0140315779168062
"delta",-0.0012058122532889,-0.00342057754502433,0.0013633873752088,0.0366546689310576,0.00213908984808792,-0.00670409854328203
"lambda",0.0235054300866872,-0.0770967532433191,0.0294092474070925,0.00213908984808792,1.06715540429947,-0.0743451828042522
"luce",-0.00519393871327996,-0.0156386737109481,0.0140315779168062,-0.00670409854328203,-0.0743451828042522,0.0749425838503939
"alpha",0.0715085423588226,0.00665323338516756,0.00812289244493104,0.00133907545092796,0.0179433364046834,-0.0121860129151252
"beta",0.00665323338516756,0.0699114154074846,0.00144216684549502,-0.00557163858242179,-0.0814947501770356,-0.00849447940446495
"gamma",0.00812289244493104,0.00144216684549502,0.0396871203644092,0.00509268305838609,0.0118848133323026,0.00726665396586853
"delta",0.00133907545092796,-0.00557163858242179,0.00509268305838609,0.0574671586683629,-0.0527508672596122,-0.01127340416701
"lambda",0.0179433364046834,-0.0814947501770356,0.0118848133323026,-0.0527508672596122,1.07668101630434,-0.0742127788752645
"luce",-0.0121860129151252,-0.00849447940446495,0.00726665396586853,-0.01127340416701,-0.0742127788752645,0.0757281622903219
"alpha",0.0665190480730996,0.00496291506448671,-0.000699432255765818,-0.00224589874497122,0.0108845189633141,-0.0106778391231819
"beta",0.00496291506448671,0.0704431129912398,0.00482860324802678,-0.0120725454951551,-0.0645421483956819,-0.00683986025053317
"gamma",-0.000699432255765818,0.00482860324802678,0.0650098780240823,0.00593587899482766,0.0470242379496618,0.00908743320342061
"delta",-0.00224589874497122,-0.0120725454951551,0.00593587899482766,0.0519312833906927,-0.0609827940120469,-0.0108553102028919
"lambda",0.0108845189633141,-0.0645421483956819,0.0470242379496618,-0.0609827940120469,1.20369449814169,-0.0575323947471919
"luce",-0.0106778391231819,-0.00683986025053317,0.00908743320342061,-0.0108553102028919,-0.0575323947471919,0.0718827457592179
"alpha",0.0286769130181192,-0.00136842136743429,0.00191259831445362,0.000232508601009045,-0.00733750886114324,0.000769355186859509
"beta",-0.00136842136743429,0.0762049667945095,5.40500559770754e-05,-0.0170276532944354,0.0140329659928005,0.00214672773571071
"gamma",0.00191259831445362,5.40500559770754e-05,0.0392867930007658,0.0104784453743067,-0.00248666626436934,0.00367039206363365
"delta",0.000232508601009045,-0.0170276532944354,0.0104784453743067,0.0468575260502315,-0.0913021209070678,-0.0111772206872842
"lambda",-0.00733750886114324,0.0140329659928005,-0.00248666626436934,-0.0913021209070678,1.2552046564897,-0.0113669186161397
"luce",0.000769355186859509,0.00214672773571071,0.00367039206363365,-0.0111772206872842,-0.0113669186161397,0.0542714464859285
"alpha",0.0693259377013777,-0.000234479126464328,0.00445356114853913,-0.000637363998617509,0.000790158986453909,-0.0142265690122086
"beta",-0.000234479126464328,0.0762186857291153,0.00125771923006333,-0.0134113047746552,0.0367595418720574,0.00556365729637734
"gamma",0.00445356114853913,0.00125771923006333,0.0489554221931356,0.00304582476586822,-0.0050507028531162,0.00689599733697939
"delta",-0.000637363998617509,-0.0134113047746552,0.00304582476586822,0.0325646626479791,-0.0773202554486436,-0.0109048897318126
"lambda",0.000790158986453909,0.0367595418720574,-0.0050507028531162,-0.0773202554486436,1.3515406917443,0.0191789631331358
"luce",-0.0142265690122086,0.00556365729637734,0.00689599733697939,-0.0109048897318126,0.0191789631331358,0.0534251176041152
"alpha",0.0752992854015968,-0.000282461636696022,-0.0138668348153043,-0.00161697873603124,0.00369518062386775,-0.00381149808364689
"beta",-0.000282461636696022,0.0626443855482887,0.0107302506783237,-0.00131878200984674,-0.0239614852057061,-0.0058007296712151
"gamma",-0.0138668348153043,0.0107302506783237,0.0663814831675704,0.00209287527022099,0.0384039836205903,0.00752071966190129
"delta",-0.00161697873603124,-0.00131878200984674,0.00209287527022099,0.0326586043462224,-0.00934015330057551,-0.00214048876395914
"lambda",0.00369518062386775,-0.0239614852057061,0.0384039836205903,-0.00934015330057551,0.823609842136403,-0.029736802312124
"luce",-0.00381149808364689,-0.0058007296712151,0.00752071966190129,-0.00214048876395914,-0.029736802312124,0.0595055119151323
"alpha",0.0733560176931033,0.00142229513017042,-0.00820948826307064,-0.000105348832317705,-0.00331193107417715,-0.0064317033476244
"beta",0.00142229513017042,0.0691256631655358,0.0120999502889488,-0.00568210733449754,-0.0627391769452016,-0.0122288748221455
"gamma",-0.00820948826307064,0.0120999502889488,0.0669834360242929,0.0016286791208521,0.0604460376198138,0.00536715099043979
"delta",-0.000105348832317705,-0.00568210733449754,0.0016286791208521,0.0374739265258264,-0.00888611823862301,-0.00126999924099648
"lambda",-0.00331193107417715,-0.0627391769452016,0.0604460376198138,-0.00888611823862301,1.01882360329703,-0.0418163519479223
"luce",-0.0064317033476244,-0.0122288748221455,0.00536715099043979,-0.00126999924099648,-0.0418163519479223,0.0592147474106693
"alpha",0.0729105977657985,0.000969948181826562,-0.00380534178194435,0.000375784441840445,0.00644735653277025,-0.0132056510879424
"beta",0.000969948181826562,0.0724709542814504,0.00944199077606055,-0.00983155934694924,-0.0538968809222516,-0.0114922849630852
"gamma",-0.00380534178194435,0.00944199077606055,0.0732175369948467,0.00102848359562499,0.051775516736151,0.0042489448416454
"delta",0.000375784441840445,-0.00983155934694924,0.00102848359562499,0.0416485037246477,-0.031632285404608,-0.00891589858040561
"lambda",0.00644735653277025,-0.0538968809222516,0.051775516736151,-0.031632285404608,1.09946712760933,-0.0684272626802064
"luce",-0.0132056510879424,-0.0114922849630852,0.0042489448416454,-0.00891589858040561,-0.0684272626802064,0.0685665782383914
"alpha",0.0420851988891759,0.00169091141205635,0.002911788503682,0.000781263039226929,0.00548401533411737,-0.00899975817330516
"beta",0.00169091141205635,0.073288419041665,0.00590483084879995,-0.00820782904896777,-0.0687170326786809,-0.00671782884237586
"gamma",0.002911788503682,0.00590483084879995,0.0749190625222967,0.00300185171535535,0.0270293692215973,0.00278009524466396
"delta",0.000781263039226929,-0.00820782904896777,0.00300185171535535,0.0463853084268882,-0.0577600101247485,-0.0086578156617626
"lambda",0.00548401533411737,-0.0687170326786809,0.0270293692215973,-0.0577600101247485,1.16739871943761,-0.0575994652446209
"luce",-0.00899975817330516,-0.00671782884237586,0.00278009524466396,-0.0086578156617626,-0.0575994652446209,0.0455999241257059
"alpha",0.0613460164607854,-0.00037539178202833,0.00712208176143019,0.000563242693424213,-0.00181213823387607,-0.0148416700314442
"beta",-0.00037539178202833,0.0820127461347956,0.00235097007542036,-0.00649982492642347,0.0178450571181263,0.00313039456927414
"gamma",0.00712208176143019,0.00235097007542036,0.025764082496574,-0.000262869270685392,0.00466901991716071,0.00435183055748431
"delta",0.000563242693424213,-0.00649982492642347,-0.000262869270685392,0.0141393314666232,-0.0393232409125478,-0.00554932773788704
"lambda",-0.00181213823387607,0.0178450571181263,0.00466901991716071,-0.0393232409125478,1.37195598205736,0.0231227899966946
"luce",-0.0148416700314442,0.00313039456927414,0.00435183055748431,-0.00554932773788704,0.0231227899966946,0.0527021268436303
"alpha",0.0454881918325029,-0.00087325398377686,0.00190274826031433,0.00165030387350152,0.00556780245225706,-0.0140565510933166
"beta",-0.00087325398377686,0.0734218819345547,-0.000519758269995926,-0.015641910460294,0.00194551954471091,0.00389310745873035
"gamma",0.00190274826031433,-0.000519758269995926,0.066327094544473,0.00638109530962827,-0.0132315250817288,0.00456625470217747
"delta",0.00165030387350152,-0.015641910460294,0.00638109530962827,0.0568267147015233,-0.110645824207128,-0.0170475691947718
"lambda",0.00556780245225706,0.00194551954471091,-0.0132315250817288,-0.110645824207128,1.35528717434972,0.0074845286905125
"luce",-0.0140565510933166,0.00389310745873035,0.00456625470217747,-0.0170475691947718,0.0074845286905125,0.0545197124434007
"alpha",0.0544343937555825,-0.0035841727770432,0.0025333636642009,0.000962679355131278,-0.00393267669937019,-0.0181230702592452
"beta",-0.0035841727770432,0.073596214482423,-0.000965499834430082,-0.0118205539275357,0.0213354515124112,0.00500183192239212
"gamma",0.0025333636642009,-0.000965499834430082,0.0618459045662469,0.00642096146257592,-0.0120910456706117,0.00657711238651313
"delta",0.000962679355131278,-0.0118205539275357,0.00642096146257592,0.0299518259032606,-0.0722298226993455,-0.0142724073424718
"lambda",-0.00393267669937019,0.0213354515124112,-0.0120910456706117,-0.0722298226993455,1.41575087076538,0.0274811563872425
"luce",-0.0181230702592452,0.00500183192239212,0.00657711238651313,-0.0142724073424718,0.0274811563872425,0.0730657764445431
"alpha",0.0737678457911773,-0.000367182606111824,-0.0149810249359423,-0.00129825487492134,-0.0157637951117861,-0.00699306303619042
"beta",-0.000367182606111824,0.0558270679145587,0.0131371114927137,-0.00184654828389368,-0.00669507689475226,-0.00765380486971159
"gamma",-0.0149810249359423,0.0131371114927137,0.0667604607123409,0.00135189283147296,0.0416751398711823,0.00628591446830376
"delta",-0.00129825487492134,-0.00184654828389368,0.00135189283147296,0.0327192225343401,-0.00805828027997177,-0.00411086139850777
"lambda",-0.0157637951117861,-0.00669507689475226,0.0416751398711823,-0.00805828027997177,0.825447376954171,-0.0241262496021181
"luce",-0.00699306303619042,-0.00765380486971159,0.00628591446830376,-0.00411086139850777,-0.0241262496021181,0.056070901339526
"alpha",0.0658142906712715,6.89153177218994e-05,-0.00193347946763647,-0.00138866247751816,0.0113112476628253,-0.0151292547528118
"beta",6.89153177218994e-05,0.071419395451122,-0.00302201711637558,-0.016775005381349,0.00112253851014647,0.00172964187167813
"gamma",-0.00193347946763647,-0.00302201711637558,0.0556717021724678,0.0161822650145999,-0.000382270968094889,0.000767733432607325
"delta",-0.00138866247751816,-0.016775005381349,0.0161822650145999,0.0477884886833785,-0.0860109040734416,-0.0191494905846523
"lambda",0.0113112476628253,0.00112253851014647,-0.000382270968094889,-0.0860109040734416,1.30628133872122,-0.00350717314148514
"luce",-0.0151292547528118,0.00172964187167813,0.000767733432607325,-0.0191494905846523,-0.00350717314148514,0.0732885428140014
"alpha",0.0661783902871438,0.000144447778398503,-0.00531121546839615,-0.00225454395318001,0.00106917865953883,-0.0230857151025312
"beta",0.000144447778398503,0.0737076972163348,-0.000217918482716207,-0.0142280234176564,0.00174791178550192,0.000289737255160501
"gamma",-0.00531121546839615,-0.000217918482716207,0.0426225645992744,0.00901504911397689,-0.000159849742795281,0.00112301590738832
"delta",-0.00225454395318001,-0.0142280234176564,0.00901504911397689,0.039324281093227,-0.0711020182813607,-0.0201989983319766
"lambda",0.00106917865953883,0.00174791178550192,-0.000159849742795281,-0.0711020182813607,1.32199037542965,-0.00320810453136816
"luce",-0.0230857151025312,0.000289737255160501,0.00112301590738832,-0.0201989983319766,-0.00320810453136816,0.0793185311270976
"alpha",0.0670195447083736,0.00374740834500936,0.00951891885026195,0.00183921082364616,0.0117711171444068,-0.0129219865496392
"beta",0.00374740834500936,0.0746970517938056,-0.000869086124346181,-0.0183484055293045,0.0162066096951308,-0.000983846145984184
"gamma",0.00951891885026195,-0.000869086124346181,0.0492799549134675,0.00844128002317862,0.000112644461989554,0.00668685584955803
"delta",0.00183921082364616,-0.0183484055293045,0.00844128002317862,0.0561990898151087,-0.10828817801723,-0.0193161299019335
"lambda",0.0117711171444068,0.0162066096951308,0.000112644461989554,-0.10828817801723,1.24633654722597,-0.0133348984223206
"luce",-0.0129219865496392,-0.000983846145984184,0.00668685584955803,-0.0193161299019335,-0.0133348984223206,0.0774768765924471
"alpha",0.0708239992387482,0.00239684459706329,-0.00391742580088022,-0.0030969694849545,0.00558438453180444,-0.0182977937298478
"beta",0.00239684459706329,0.0793269485371677,0.00792205113510748,-0.00870350569883309,-0.0220458655209509,-0.00640768169165099
"gamma",-0.00391742580088022,0.00792205113510748,0.0646871777939147,0.0118925705345958,0.0119747571839446,0.000190168619235194
