"","alpha","beta","gamma","delta","lambda","luce"
"alpha",0.0186646743331325,0.000787904259597814,-0.00193178823637079,-0.000812940242742811,0.00149867341387344,-0.017330894846424
"beta",0.000787904259597814,0.0605223463413624,0.000913497275849565,-0.00770865654491233,-0.0515082282390149,-0.00528995527578612
"gamma",-0.00193178823637079,0.000913497275849565,0.0197262269015921,0.000920571475205231,-0.00378547361867944,-0.00270849592447804
"delta",-0.000812940242742811,-0.00770865654491233,0.000920571475205231,0.00946512471698682,0.00923875916418869,0.00127421146392233
"lambda",0.00149867341387344,-0.0515082282390149,-0.00378547361867944,0.00923875916418869,1.23687330264835,-0.00317236181641652
"luce",-0.017330894846424,-0.00528995527578612,-0.00270849592447804,0.00127421146392233,-0.00317236181641652,0.0796938752992052
"alpha",0.0257108871760483,0.00449916366661878,-0.00889209030635754,0.0011060867296148,-0.00599535073446721,-0.00571039660253455
"beta",0.00449916366661878,0.0614750725150266,-0.00165850895595118,-0.0220076672552748,-0.071069187948077,-0.0037500068999044
"gamma",-0.00889209030635754,-0.00165850895595118,0.00818900116582301,-0.000213676743103577,0.00285979133234893,2.72143786915919e-06
"delta",0.0011060867296148,-0.0220076672552748,-0.000213676743103577,0.0211388064151619,0.00152207467523843,-0.00069527023412236
"lambda",-0.00599535073446721,-0.071069187948077,0.00285979133234893,0.00152207467523843,1.30610261187033,0.0039727634290625
"luce",-0.00571039660253455,-0.0037500068999044,2.72143786915919e-06,-0.00069527023412236,0.0039727634290625,0.0705862758649246
"alpha",0.0534866062398816,4.57960398749134e-06,-0.00657339547992136,0.000349269994644288,0.0109981839987811,-0.0131963922231293
"beta",4.57960398749134e-06,0.0642078443127322,0.000609025817723024,-0.012229523924688,-0.0524652347637354,-0.00934459754999248
"gamma",-0.00657339547992136,0.000609025817723024,0.00842252436017638,0.000750143255351665,-0.00275642749177182,-0.000371105056053478
"delta",0.000349269994644288,-0.012229523924688,0.000750143255351665,0.00995136623064878,-0.0141430586818825,-0.00227873398993549
"lambda",0.0109981839987811,-0.0524652347637354,-0.00275642749177182,-0.0141430586818825,1.27769697371332,-0.00903183927854475
"luce",-0.0131963922231293,-0.00934459754999248,-0.000371105056053478,-0.00227873398993549,-0.00903183927854475,0.076578109511593
"alpha",0.01637950013533,0.0100359783648105,-0.00796769826262256,0.00192185998008851,0.0116362694528715,-0.00291972869428511
"beta",0.0100359783648105,0.0181448580090138,-0.00403363140586423,-0.00103133160433211,-0.0543531099781587,0.00243183055672324
"gamma",-0.00796769826262256,-0.00403363140586423,0.0131756209112245,-0.00149417052583666,0.00468986933940216,-0.00254829209558341
"delta",0.00192185998008851,-0.00103133160433211,-0.00149417052583666,0.0138707736906713,0.00819349765064932,0.00665550619302011
"lambda",0.0116362694528715,-0.0543531099781587,0.00468986933940216,0.00819349765064932,0.767898913559967,-0.067220496740156
"luce",-0.00291972869428511,0.00243183055672324,-0.00254829209558341,0.00665550619302011,-0.067220496740156,0.0822726597236105
"alpha",0.0158807365073377,-0.000508675951020241,0.000660205532737004,0.00136095402196088,-0.000104297607426281,-0.00154358749555147
"beta",-0.000508675951020241,0.0685184304012671,-0.000375021249698243,-0.0106194935321476,-0.0445528746933433,-0.00855034072839063
"gamma",0.000660205532737004,-0.000375021249698243,0.00767155947370631,0.000483135968850342,-0.00337002637464541,0.00376278542813144
"delta",0.00136095402196088,-0.0106194935321476,0.000483135968850342,0.0109779156397519,-0.00871211514089695,0.000597298599256883
"lambda",-0.000104297607426281,-0.0445528746933433,-0.00337002637464541,-0.00871211514089695,1.32045701672681,-0.0127844507776657
"luce",-0.00154358749555147,-0.00855034072839063,0.00376278542813144,0.000597298599256883,-0.0127844507776657,0.0819792979887132
"alpha",0.021917844928924,0.00169907591368533,0.0053970710720983,-0.00011539631960055,0.00392638570343759,-0.0117484059133117
"beta",0.00169907591368533,0.0101600310653351,0.000883916376857408,-0.00379591872071957,-0.00912912443943491,8.77077474887991e-05
"gamma",0.0053970710720983,0.000883916376857408,0.0396437305904224,-1.90316387589277e-05,0.00256577936371934,0.00453920275156535
"delta",-0.00011539631960055,-0.00379591872071957,-1.90316387589277e-05,0.0163793474842755,-0.000737292509050077,-0.000249650749266943
"lambda",0.00392638570343759,-0.00912912443943491,0.00256577936371934,-0.000737292509050077,1.28994918559963,-0.0179736899466915
"luce",-0.0117484059133117,8.77077474887991e-05,0.00453920275156535,-0.000249650749266943,-0.0179736899466915,0.080196734138392
"alpha",0.0180451600016671,0.00128030550975782,-0.00234810023245654,0.00138227565529038,0.0101959001062155,-0.0147066287880471
"beta",0.00128030550975782,0.0104159024690466,-0.000680787709747551,-0.0006120698635277,-0.0406284029645067,-0.00691423293172824
"gamma",-0.00234810023245654,-0.000680787709747551,0.0279053072072267,0.00110637227203479,-0.00287906165657088,0.00510393236918374
"delta",0.00138227565529038,-0.0006120698635277,0.00110637227203479,0.0240470964657984,-0.00658268439421681,0.000262847687487047
"lambda",0.0101959001062155,-0.0406284029645067,-0.00287906165657088,-0.00658268439421681,0.889316102995511,-0.0648305497708451
"luce",-0.0147066287880471,-0.00691423293172824,0.00510393236918374,0.000262847687487047,-0.0648305497708451,0.0741024205407032
"alpha",0.0335483898293361,0.0044025452226152,-0.00377880163484897,-0.00137885397030399,0.00193464566280688,-0.00711183561130669
"beta",0.0044025452226152,0.0228301540121104,0.000364996196606511,-0.00810654267510459,-0.0407167162959648,-0.0070943011787715
"gamma",-0.00377880163484897,0.000364996196606511,0.0236287089020056,-0.000357480166751301,-0.00429707920958848,0.000414978080851981
"delta",-0.00137885397030399,-0.00810654267510459,-0.000357480166751301,0.0180392921926384,0.0178789375736482,0.00365098716971837
"lambda",0.00193464566280688,-0.0407167162959648,-0.00429707920958848,0.0178789375736482,1.18442692419294,0.0056345467297051
"luce",-0.00711183561130669,-0.0070943011787715,0.000414978080851981,0.00365098716971837,0.0056345467297051,0.0751904467456186
"alpha",0.00927140665213892,0.000607302289989963,-0.00360887310343178,7.98551276988862e-05,0.00205625903092428,-0.00802545921941497
"beta",0.000607302289989963,0.01706364639504,-0.000429550479341316,-0.00311777611618275,-9.71886528520362e-05,-0.000766609121972548
"gamma",-0.00360887310343178,-0.000429550479341316,0.0529977825806661,0.000432135237400488,-0.00440977567874855,-0.00621769989968804
"delta",7.98551276988862e-05,-0.00311777611618275,0.000432135237400488,0.00621227478467438,0.00136148790218222,-0.000171534783259351
"lambda",0.00205625903092428,-9.71886528520362e-05,-0.00440977567874855,0.00136148790218222,1.29599280010275,-0.0131646808918279
"luce",-0.00802545921941497,-0.000766609121972548,-0.00621769989968804,-0.000171534783259351,-0.0131646808918279,0.0725164458782139
"alpha",0.0487276609394431,0.00490981138326443,-0.00419353797069844,-0.000521913382413578,-0.00768736955276437,-0.00965507863254459
"beta",0.00490981138326443,0.0513550709397655,0.00352703337991859,-0.00746668923696511,-0.0443546744493673,-0.00442031462883276
"gamma",-0.00419353797069844,0.00352703337991859,0.0158706282167189,0.000933099828517177,0.0040532197370852,0.000122520130506574
"delta",-0.000521913382413578,-0.00746668923696511,0.000933099828517177,0.0189170335317714,-0.00898297308184299,-0.000442998352569243
"lambda",-0.00768736955276437,-0.0443546744493673,0.0040532197370852,-0.00898297308184299,1.23738547347938,-0.00665687493963205
"luce",-0.00965507863254459,-0.00442031462883276,0.000122520130506574,-0.000442998352569243,-0.00665687493963205,0.0765889186234507
"alpha",0.0191931939322404,-0.000272106900156773,0.00658601717130195,2.04687851104104e-05,0.00436074769710613,-0.0150674216684803
"beta",-0.000272106900156773,0.0710466158813007,-0.00122895479060847,-0.0136400624473236,-0.0276192084235068,-0.00539009937080246
"gamma",0.00658601717130195,-0.00122895479060847,0.0234667962859186,0.00111596033258712,-0.00242859767878506,0.00102117381653966
"delta",2.04687851104104e-05,-0.0136400624473236,0.00111596033258712,0.0135842254589209,-0.0133769525419133,-0.00290750317983791
"lambda",0.00436074769710613,-0.0276192084235068,-0.00242859767878506,-0.0133769525419133,1.30246078576326,-0.0129103386770994
"luce",-0.0150674216684803,-0.00539009937080246,0.00102117381653966,-0.00290750317983791,-0.0129103386770994,0.0804799021200432
"alpha",0.030731990820472,0.00308114182008854,-0.00362229570443031,-0.00172150376502834,0.00248778540462861,-0.00332880572212957
"beta",0.00308114182008854,0.0319811063418844,0.00275474197116402,-0.0153539995483476,-0.0306236443379627,-0.00117435599227363
"gamma",-0.00362229570443031,0.00275474197116402,0.0261367518711616,-0.001519198811832,0.0109972098471124,0.00050873356703524
"delta",-0.00172150376502834,-0.0153539995483476,-0.001519198811832,0.0130483550378334,0.0016346446301061,-0.00168980976948834
"lambda",0.00248778540462861,-0.0306236443379627,0.0109972098471124,0.0016346446301061,1.23899517716282,-0.0109392811472012
"luce",-0.00332880572212957,-0.00117435599227363,0.00050873356703524,-0.00168980976948834,-0.0109392811472012,0.0805615361677686
"alpha",0.0184416849924947,0.0111969998136051,-3.87565738135753e-05,-0.00119013848398832,0.0105641583185312,-0.00516013272583345
"beta",0.0111969998136051,0.0363947047072112,0.000672909935773072,-0.0191792794804058,-0.0912433643467417,-0.00299576548239759
"gamma",-3.87565738135753e-05,0.000672909935773072,0.0103471241381666,-0.000676880785408784,-0.00316606067435854,0.000651127847479875
"delta",-0.00119013848398832,-0.0191792794804058,-0.000676880785408784,0.0221750795890551,0.0189355040026952,-3.70486092203392e-05
"lambda",0.0105641583185312,-0.0912433643467417,-0.00316606067435854,0.0189355040026952,1.13926906058363,-0.00955372423625649
"luce",-0.00516013272583345,-0.00299576548239759,0.000651127847479875,-3.70486092203392e-05,-0.00955372423625649,0.0721251667250069
"alpha",0.0534843741868729,0.0204308404754556,-0.0182853270480257,-0.00795729270252256,0.0348701855919757,-0.00639961998258772
"beta",0.0204308404754556,0.0343681799331715,-0.00598465780618225,-0.0135678893851084,-0.0315587667489794,-0.00366871332120436
"gamma",-0.0182853270480257,-0.00598465780618225,0.0248660214666889,0.00176815898544992,-0.0086051416162741,0.0025054579086525
"delta",-0.00795729270252256,-0.0135678893851084,0.00176815898544992,0.0120390079568384,0.000211824939758587,-0.000533601873036984
"lambda",0.0348701855919757,-0.0315587667489794,-0.0086051416162741,0.000211824939758587,1.09642974173005,-0.00170703033040407
"luce",-0.00639961998258772,-0.00366871332120436,0.0025054579086525,-0.000533601873036984,-0.00170703033040407,0.0798647567930738
"alpha",0.0461418379369666,-0.000704991765162959,-0.00936616144528639,-0.000367756411859454,-0.00509596465755439,-0.0165912534610242
"beta",-0.000704991765162959,0.0664439281186457,0.00199047072490873,-0.0116422235935221,-0.0460582796628967,-0.00987193837381654
"gamma",-0.00936616144528639,0.00199047072490873,0.0164257399329811,0.00105724840197187,-0.00182166941711794,-0.000912277977734029
"delta",-0.000367756411859454,-0.0116422235935221,0.00105724840197187,0.0139534893738914,-0.00354252418226897,-0.000880329664159447
"lambda",-0.00509596465755439,-0.0460582796628967,-0.00182166941711794,-0.00354252418226897,1.30638399855539,-0.0115865712169809
"luce",-0.0165912534610242,-0.00987193837381654,-0.000912277977734029,-0.000880329664159447,-0.0115865712169809,0.0780853932255696
"alpha",0.051296730797426,-0.000872832826088768,-0.0167405888776133,-0.00098766956581675,-0.0023104230694879,-0.0109550400193545
"beta",-0.000872832826088768,0.0671249275657216,0.00159188127051666,-0.0136216293761119,-0.0447130740975752,-0.00987889871863903
"gamma",-0.0167405888776133,0.00159188127051666,0.0193277141546311,0.000756280280316773,0.000879649846573585,0.00106358356790381
"delta",-0.00098766956581675,-0.0136216293761119,0.000756280280316773,0.013590993646882,0.0141640903575136,0.00157367791932641
"lambda",-0.0023104230694879,-0.0447130740975752,0.000879649846573585,0.0141640903575136,1.25218976230439,-0.00134292190356332
"luce",-0.0109550400193545,-0.00987889871863903,0.00106358356790381,0.00157367791932641,-0.00134292190356332,0.0720221990577308
"alpha",0.0141839279829763,0.00100451517269428,-4.81912979854474e-05,-0.000697947005241589,0.00356233171528166,-0.00995753269530305
"beta",0.00100451517269428,0.0187299241864899,0.00142812791094961,-0.00129552890664821,-0.0700948664823643,-0.00794984194511374
"gamma",-4.81912979854474e-05,0.00142812791094961,0.049203496376509,0.00277643056038218,0.00165766161692291,0.00125939688542208
"delta",-0.000697947005241589,-0.00129552890664821,0.00277643056038218,0.02741954913794,0.00464498512514694,-0.000275969068992814
"lambda",0.00356233171528166,-0.0700948664823643,0.00165766161692291,0.00464498512514694,1.10480942044927,-0.0525558590504313
"luce",-0.00995753269530305,-0.00794984194511374,0.00125939688542208,-0.000275969068992814,-0.0525558590504313,0.058534524927856
"alpha",0.0512492001970108,0.000848557209962963,-0.0102458291571391,-0.00105102160117048,-0.0195167298171251,-0.0132222878250802
"beta",0.000848557209962963,0.0547592111624218,-0.000275538689934484,-0.0109262532787653,-0.029903666957687,-0.00778338343328407
"gamma",-0.0102458291571391,-0.000275538689934484,0.0215519511602725,0.000673060739863601,0.00659709224367893,-0.00168187917094737
"delta",-0.00105102160117048,-0.0109262532787653,0.000673060739863601,0.00896268460431857,0.0225541601321005,0.00359100405511867
"lambda",-0.0195167298171251,-0.029903666957687,0.00659709224367893,0.0225541601321005,1.29778002951843,-0.000204126284421939
"luce",-0.0132222878250802,-0.00778338343328407,-0.00168187917094737,0.00359100405511867,-0.000204126284421939,0.0819752282788839
"alpha",0.0432896262325724,0.00217665466145552,-0.00262139208561961,0.00490084049291039,0.00677656038281019,-0.00875861398353017
"beta",0.00217665466145552,0.0662376568101401,0.00104723517547799,-0.0108273512593117,-0.0662404722854085,-0.00899741266557173
"gamma",-0.00262139208561961,0.00104723517547799,0.0122665574315963,0.00208890981429707,-0.00298713265546054,0.00451622630112339
"delta",0.00490084049291039,-0.0108273512593117,0.00208890981429707,0.018807452198044,-0.0126356962347112,0.000434064911736477
"lambda",0.00677656038281019,-0.0662404722854085,-0.00298713265546054,-0.0126356962347112,1.26505504149383,-0.0110579612189859
"luce",-0.00875861398353017,-0.00899741266557173,0.00451622630112339,0.000434064911736477,-0.0110579612189859,0.0783137984108734
"alpha",0.0388004355932395,-0.00207502098707624,-0.00570067859442528,0.000886658409496201,0.00502757973665541,-0.00960036163621634
"beta",-0.00207502098707624,0.0750433078207621,0.000785726733990958,-0.0102415974123371,-0.041937231729575,-0.00483892207418824
"gamma",-0.00570067859442528,0.000785726733990958,0.0149983234132648,0.000132350098052327,-0.00347127720844856,0.00188777058151986
"delta",0.000886658409496201,-0.0102415974123371,0.000132350098052327,0.00872246681021416,-0.0104971946373846,-0.00132805301608635
"lambda",0.00502757973665541,-0.041937231729575,-0.00347127720844856,-0.0104971946373846,1.33137123759113,-0.0296405481923481
"luce",-0.00960036163621634,-0.00483892207418824,0.00188777058151986,-0.00132805301608635,-0.0296405481923481,0.0739606169606391
"alpha",0.00566549499781719,0.00143240286374445,0.00138139153052182,-0.000316686709164241,-0.00220015001096975,-0.0049053739875226
"beta",0.00143240286374445,0.0536689402981636,-0.000440785489839725,-0.0134206129362887,-0.0583062645739261,-0.0112307136315088
"gamma",0.00138139153052182,-0.000440785489839725,0.0598858045290303,0.000604275687386113,-0.00761054242737579,0.00723514408651258
"delta",-0.000316686709164241,-0.0134206129362887,0.000604275687386113,0.00975782372849516,0.00733469383550956,0.0024025304822034
"lambda",-0.00220015001096975,-0.0583062645739261,-0.00761054242737579,0.00733469383550956,1.14518680782425,0.00102431139327235
"luce",-0.0049053739875226,-0.0112307136315088,0.00723514408651258,0.0024025304822034,0.00102431139327235,0.0672519859496945
"alpha",0.0199239554446668,0.000951773618744079,0.00300775577783772,0.000111321465313137,0.00697352349558071,-0.011217387072808
"beta",0.000951773618744079,0.0195975660363713,0.000971972541574174,-0.00218565273984284,-0.0559559626209371,-0.00993033466276426
"gamma",0.00300775577783772,0.000971972541574174,0.0321237723093822,0.00181561570624137,-0.00139978578700177,0.00281100036686378
"delta",0.000111321465313137,-0.00218565273984284,0.00181561570624137,0.0373503941341502,0.0432228908573596,0.00494657167554306
"lambda",0.00697352349558071,-0.0559559626209371,-0.00139978578700177,0.0432228908573596,1.06044543204357,-0.0662471942749096
"luce",-0.011217387072808,-0.00993033466276426,0.00281100036686378,0.00494657167554306,-0.0662471942749096,0.0752441848391819
"alpha",0.044198473975298,0.00450929463832886,-0.00973616234670239,0.000479718342254284,0.00250890765069833,-0.00859215505215235
"beta",0.00450929463832886,0.0540757232633059,0.00301507326814006,-0.0121799969144776,-0.0392387749528421,-0.00610487856003123
"gamma",-0.00973616234670239,0.00301507326814006,0.0149065987008882,0.000262893274885331,0.00473864353154843,0.00157893259079134
"delta",0.000479718342254284,-0.0121799969144776,0.000262893274885331,0.00774628577883754,0.0011706562790093,0.00109787467994712
"lambda",0.00250890765069833,-0.0392387749528421,0.00473864353154843,0.0011706562790093,1.12479268763134,-0.00260905370334438
"luce",-0.00859215505215235,-0.00610487856003123,0.00157893259079134,0.00109787467994712,-0.00260905370334438,0.0691999142052387
"alpha",0.0586061790037448,0.000672863040074998,-0.0140811346312736,-0.000332836964633315,-0.00485556090081518,-0.0114957742767642
"beta",0.000672863040074998,0.040511361292597,0.000302945097741482,-0.00220224859820439,-0.0428648849842756,-0.0061519979008209
"gamma",-0.0140811346312736,0.000302945097741482,0.0177318116638409,0.000227086618621865,0.00587610892728696,-0.00147518357288062
"delta",-0.000332836964633315,-0.00220224859820439,0.000227086618621865,0.031203240401885,0.00765546835106191,0.00485965491739467
"lambda",-0.00485556090081518,-0.0428648849842756,0.00587610892728696,0.00765546835106191,1.26501232480945,-0.00417206911451472
"luce",-0.0114957742767642,-0.0061519979008209,-0.00147518357288062,0.00485965491739467,-0.00417206911451472,0.0826705263504156
"alpha",0.0140946181790283,0.000427280357319711,0.00412318268599055,-0.000167423861001269,-0.00215724663228429,-0.00902105471410033
"beta",0.000427280357319711,0.0605211312642361,-0.0016386658228162,-0.0133797234087695,-0.0289115620736888,-0.00778227258075503
"gamma",0.00412318268599055,-0.0016386658228162,0.0323876486867634,0.000443201101145654,-0.0071507495114295,0.00585347665286826
"delta",-0.000167423861001269,-0.0133797234087695,0.000443201101145654,0.0126103530819983,-0.00269770971101991,0.000418295466562378
"lambda",-0.00215724663228429,-0.0289115620736888,-0.0071507495114295,-0.00269770971101991,1.16335650801572,-0.0114659643178929
"luce",-0.00902105471410033,-0.00778227258075503,0.00585347665286826,0.000418295466562378,-0.0114659643178929,0.0815637124622661
"alpha",0.0188443538200809,0.000131602374550014,0.00694888393388654,2.89039595246249e-05,-0.00594360564351497,-0.0117731270550528
"beta",0.000131602374550014,0.0176703117681507,0.00120951723412661,-0.00346054279659497,0.00530147926814178,0.000550574238593546
"gamma",0.00694888393388654,0.00120951723412661,0.0487741398817232,0.00082578971246209,0.000574096205139983,0.00296362187228097
"delta",2.89039595246249e-05,-0.00346054279659497,0.00082578971246209,0.0185806540253491,0.0107330504169373,-0.000128249020758913
"lambda",-0.00594360564351497,0.00530147926814178,0.000574096205139983,0.0107330504169373,1.32616686641262,-0.00337638113442365
"luce",-0.0117731270550528,0.000550574238593546,0.00296362187228097,-0.000128249020758913,-0.00337638113442365,0.0778326420247125
"alpha",0.0156086725019575,0.00334748416929064,0.00071249979971035,0.00195928230109898,0.0226916278236946,-0.0144464836603693
"beta",0.00334748416929064,0.0129273219501124,0.000668855337300945,-4.38446082213966e-05,-0.0682477870874643,-0.0108017194204028
"gamma",0.00071249979971035,0.000668855337300945,0.0265087812457045,0.00152301192288205,-0.00122464163860823,0.00207711845499897
"delta",0.00195928230109898,-4.38446082213966e-05,0.00152301192288205,0.0289329745361629,-0.00858433795786862,0.00164505610836547
"lambda",0.0226916278236946,-0.0682477870874643,-0.00122464163860823,-0.00858433795786862,1.2348959724629,-0.0332869005118762
"luce",-0.0144464836603693,-0.0108017194204028,0.00207711845499897,0.00164505610836547,-0.0332869005118762,0.0835440429170215
"alpha",0.0373099837482114,0.000376536591141179,-0.00816799521037705,-0.000312876430153295,0.00715300154821191,-0.00930439948151935
"beta",0.000376536591141179,0.0170163370148533,0.000222630599470224,8.66190603123862e-06,-0.0492037730743005,-0.00970619724177586
"gamma",-0.00816799521037705,0.000222630599470224,0.0111499889014952,0.00137747094403162,-0.000525801142973424,-0.000485261191946524
"delta",-0.000312876430153295,8.66190603123862e-06,0.00137747094403162,0.0283506942063589,0.01638901790875,0.00630301652129357
"lambda",0.00715300154821191,-0.0492037730743005,-0.000525801142973424,0.01638901790875,0.94954079561605,-0.059794925355969
"luce",-0.00930439948151935,-0.00970619724177586,-0.000485261191946524,0.00630301652129357,-0.059794925355969,0.0782904725405576
"alpha",0.0274677780967275,0.000360484673977397,-0.00908194038908923,-8.23354485624423e-05,0.00464805109301794,-0.00775969099999504
"beta",0.000360484673977397,0.0181682272610957,-0.000231423487046479,-0.00783940458763823,0.00708442340846165,0.00100189997583663
"gamma",-0.00908194038908923,-0.000231423487046479,0.0203762903206784,8.32879046295228e-05,-0.00106200197182928,0.00151071741852415
"delta",-8.23354485624423e-05,-0.00783940458763823,8.32879046295228e-05,0.0085029265489041,-0.00461121496962713,-0.00120152383554441
"lambda",0.00464805109301794,0.00708442340846165,-0.00106200197182928,-0.00461121496962713,1.30127329125504,-0.0126014647736007
