"","beta","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"betaTemp",0.898601422976662,0.0756617572204097,0.725307106901434,0.850910514363257,0.914512484252629,0.960570912687433,0.995152939860251
"betaTemp",0.84800105390833,0.0994126653892982,0.648608373696699,0.771530483782157,0.863343386551694,0.930784286257992,0.99034129721072
"betaTemp",0.854297655399939,0.0993194906392712,0.648316559365806,0.786100775480061,0.866861616760063,0.937366497268576,0.9939901367905
"betaTemp",0.123410706478189,0.0956480610967209,0.0050872953520117,0.0481739931426831,0.0990991956686414,0.178325016824967,0.354099716268314
"betaTemp",0.72089607393619,0.17290478732843,0.353644904877459,0.596470081411368,0.736752475470185,0.85970758323216,0.985088692941796
"betaTemp",0.175004410570153,0.124289388892918,0.00828652819532016,0.0747141452453903,0.152334038884175,0.254526333559942,0.461211698439822
"betaTemp",0.194684171895575,0.132951470152977,0.00792056995807647,0.0833322461917034,0.177096492442646,0.285716278586887,0.492403370753324
"betaTemp",0.124483335538077,0.0942886565204842,0.00407383983042211,0.0476318542574449,0.106042308960397,0.182228731170849,0.349826727237967
"betaTemp",0.382579357374819,0.257727881983453,0.017919025250105,0.170610557139409,0.328599300872098,0.567649640076276,0.915671485499972
"betaTemp",0.575875654266419,0.246012898729645,0.102446914973744,0.382828601438531,0.582872133263289,0.782449336091441,0.977562979980605
"betaTemp",0.440096092988678,0.247941671598436,0.0319320483042075,0.243183981140081,0.425915905533243,0.621337050085326,0.935609087786543
"betaTemp",0.490744654427981,0.253392668230026,0.0564507854513435,0.28661043470306,0.48435026653733,0.683149935195411,0.95889264328213
"betaTemp",0.52080134237325,0.134702850782802,0.194471486284878,0.444847891965462,0.537944198183739,0.61600091386854,0.72627005495075
"betaTemp",0.438975332029434,0.261760253669779,0.0270465473272173,0.222431878859571,0.413177751103799,0.643176840095362,0.950783274614697
"betaTemp",0.855179155034921,0.100796979445493,0.631597464604502,0.787455972743056,0.870556094480318,0.937952681688581,0.993037072716517
"betaTemp",0.12714782025621,0.102058328758836,0.00360006042640071,0.0442417800510345,0.10361558916334,0.186766841773814,0.370915791493396
"betaTemp",0.522881807222342,0.151096505625082,0.216030347412596,0.421989555591506,0.530143116943834,0.622855622371197,0.802167035320712
"betaTemp",0.832286379528112,0.130627892867641,0.494994183751909,0.760746087546376,0.86184807788941,0.934595103486235,0.992986607568577
"betaTemp",0.637684973091434,0.226616572517911,0.183392999091125,0.47122791895077,0.660172942431947,0.826095285924959,0.981454610309896
"betaTemp",0.420800558971759,0.266545710678864,0.0191972256655454,0.205828914189341,0.382833416592954,0.622019443447274,0.952719228699041
"betaTemp",0.725017201236261,0.1788326210228,0.327603283307677,0.607115834399609,0.750936057194343,0.872532462467269,0.984522504243706
"betaTemp",0.541828149788659,0.190773962340806,0.176239682251241,0.40410172206841,0.544980350707301,0.679964969871103,0.903120140902379
"betaTemp",0.709797962540212,0.18538656891256,0.303931623327768,0.578422749720987,0.729575995517467,0.862296173796269,0.990096153097817
"betaTemp",0.444278107983132,0.257767197522582,0.0350900265952866,0.237085968014902,0.413789531706527,0.643086757496186,0.951603025034042
"betaTemp",0.528445348148153,0.259084788371918,0.056604137454695,0.327190585575662,0.538397379543899,0.734180137507558,0.970941757822088
"betaTemp",0.192556790356315,0.136857313237145,0.00780925084110337,0.0794652516118841,0.166666597145824,0.285253303727635,0.50008565512878
"betaTemp",0.581424538538904,0.234006861357572,0.122323336714947,0.408256926661155,0.595075614769091,0.774003926660379,0.962350777238327
"betaTemp",0.476000380930864,0.257366774876129,0.0400797702751729,0.274801247326085,0.456417541946788,0.676686980055532,0.955574107084905
"betaTemp",0.447906779719231,0.273940336242697,0.0236450130246537,0.217336437260824,0.425455455198619,0.664583211225643,0.957157630280085
"betaTemp",0.616829559198656,0.231665578578613,0.143569089293751,0.453133607491983,0.632139282610953,0.808034158981882,0.979886346681475
"betaTemp",0.204923993342029,0.139991307002868,0.0110734318686079,0.0912969209361585,0.18588405344725,0.297096701568573,0.524212859389162
"betaTemp",0.618811236931052,0.232541874214744,0.145752006896311,0.45027380286658,0.627141580528231,0.809254661836578,0.980989196897861
"betaTemp",0.68335657757337,0.201274343354033,0.260572287585454,0.53550816534749,0.704963408505617,0.84949993054869,0.981199517049453
"betaTemp",0.584307763576625,0.246010429177781,0.125989978878927,0.390202010525695,0.584908253506315,0.795092132260467,0.978170946958392
"betaTemp",0.824008999640303,0.132929724923174,0.486180056496595,0.751121381824124,0.846745642843164,0.925616637221421,0.993576022260507
"betaTemp",0.172500899834312,0.113698381475342,0.0111770251818931,0.0807294528254799,0.155279779474696,0.247496981345821,0.435328496763369
"betaTemp",0.175839864560523,0.130446682651777,0.00646177106455982,0.0713483491170996,0.15172256346014,0.251028696644086,0.482607435265994
