"","delta","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"deltaTemp",0.960350710073577,0.0271669714792676,0.897720684176109,0.943659414880174,0.964226190659078,0.981902046683463,0.997717359246221
"deltaTemp",0.896747490358754,0.0644672288761555,0.759603339992917,0.851156586306623,0.903649012259494,0.949045415818872,0.991819816742721
"deltaTemp",0.76896418468672,0.0264994184659943,0.720549220506652,0.750595228392943,0.767049511378296,0.785832478332187,0.824785105673669
"deltaTemp",0.211869134106167,0.200170731845895,0.00942338310206347,0.0765881709253384,0.144295283342085,0.282782671241319,0.810357091152951
"deltaTemp",0.932455560822968,0.0503581893644085,0.815985784530467,0.899310171550854,0.943427908426779,0.973440913924567,0.99736172783654
"deltaTemp",0.248289618311335,0.145308007511134,0.105570379678893,0.139689012576039,0.189877054862434,0.324710074036501,0.612676037569442
"deltaTemp",0.290017260189143,0.306371226884251,0.00669011099944958,0.0690055436355501,0.128381374114648,0.526059754726981,0.958614159402669
"deltaTemp",0.237348246011273,0.178042150363714,0.0237263904530954,0.120266953849643,0.185716363576254,0.300191026289108,0.752341922608608
"deltaTemp",0.720286850365279,0.275990242092746,0.0353068323594481,0.672025403050732,0.810222214134961,0.9059200533691,0.990215750007173
"deltaTemp",0.117542392813765,0.1265182564525,0.00526377534901687,0.0480302812482029,0.0899582088352546,0.13638537381566,0.510008500572836
"deltaTemp",0.323707148186109,0.0983189921494653,0.162554385567107,0.253407297827131,0.311413071168248,0.383291454766501,0.535255078892094
"deltaTemp",0.285257326074216,0.0657115909897273,0.175241866776141,0.235120959639295,0.279958375656155,0.33012071654195,0.42446876151508
"deltaTemp",0.606564172688133,0.0505713260759605,0.519957722013939,0.5732591190895,0.600705122374916,0.634455028095608,0.723432318585757
"deltaTemp",0.395994760786386,0.118721588607003,0.171041856535059,0.313382346254111,0.396642373193578,0.47549817356542,0.636565520188807
"deltaTemp",0.830807769498127,0.0547512652932795,0.736559976316881,0.791235554626196,0.827307821631672,0.866321031969098,0.947372918896451
"deltaTemp",0.235628248254846,0.255135406450895,0.00693244605291858,0.0653367700300234,0.127329481501263,0.299384856296337,0.907272134772381
"deltaTemp",0.899464652580219,0.0611509279173478,0.77766446380221,0.854181598471528,0.902065990245467,0.950094671156004,0.995873789779549
"deltaTemp",0.781017646329795,0.0323054536657593,0.720915040471025,0.758719846715679,0.780328584498136,0.801827793613409,0.84678673425363
"deltaTemp",0.592004122598891,0.0683778979752731,0.467954031509052,0.544513497260175,0.587810471118157,0.634451394411467,0.73780181389784
"deltaTemp",0.276947144160108,0.102949332230029,0.124078061977083,0.194564869503258,0.262818775845444,0.34471452929139,0.491479388519803
"deltaTemp",0.555303193238003,0.0171193206161915,0.526671570134245,0.54359465801762,0.553598989060723,0.565507518798303,0.593917307351686
"deltaTemp",0.45819870298169,0.0698483496480064,0.307991683589831,0.412844038407436,0.462377696465269,0.505575054325348,0.583879508012455
