"","lambdaluce","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"lambdaluceTemp",1.98938071986152,0.666912502237919,1.02504367749907,1.51978241394786,1.87650304604625,2.3472270212029,3.58043365180198
"lambdaluceTemp",2.96606956042814,1.26774903343763,1.11197587442889,2.00221672134237,2.74099708404344,3.70235574597964,5.91326835721812
"lambdaluceTemp",2.50112560134376,0.692277693025355,1.37376843571278,2.01684424675705,2.42570019375384,2.89620211990302,4.12849993838297
"lambdaluceTemp",2.57323540514073,1.37435668707091,0.744000279615951,1.5184828161323,2.25791147257954,3.31386076781078,5.93479224776016
"lambdaluceTemp",2.74411811907549,1.26434792268338,0.901638743763075,1.78927976010529,2.5199653233496,3.46007849456307,5.68567542613347
"lambdaluceTemp",2.05965154750824,1.24469498573654,0.613269376941705,1.14482758811988,1.70192911008698,2.67444021658881,5.32532799311346
"lambdaluceTemp",2.45625636802146,1.33049085151133,0.733329706995922,1.38653691136684,2.16951424663801,3.29445629493918,5.54655597323806
"lambdaluceTemp",2.61326333647625,1.47316642190552,0.722741454372686,1.47624026730576,2.22537621158078,3.50263921450051,6.2928121202258
"lambdaluceTemp",1.65810672990601,0.952055993655832,0.606553057541904,1.00924821326238,1.40474466740048,2.00854336252609,4.23299121426413
"lambdaluceTemp",2.67806156042155,1.41439227902302,0.760409377620656,1.57213050476764,2.37387385827474,3.48481171139257,6.16425262266378
"lambdaluceTemp",3.6492588804934,1.36595308305472,1.36638879040847,2.57325522924396,3.52385018793295,4.63515910084034,6.44276918310965
"lambdaluceTemp",3.71840946534121,1.27769711256578,1.63383074778306,2.75735278185077,3.55960231219371,4.55950212274472,6.52352757004475
"lambdaluceTemp",1.96830658610885,0.837357589133784,0.820149230413829,1.36155990157479,1.78235776592219,2.39016289904857,4.10489920292441
"lambdaluceTemp",2.93699802991474,1.28133752188785,1.02006413906671,1.96016744287579,2.73251344547744,3.73520208843035,5.9322281141623
"lambdaluceTemp",3.33494288892083,1.19192485646883,1.47300310630539,2.44025992630661,3.19143796313657,4.05471926493572,6.0860243986815
"lambdaluceTemp",2.38234732163444,1.31895763506255,0.72058329206812,1.38457871309255,2.03870957998877,3.13162827636629,5.71203901985867
"lambdaluceTemp",3.33054845547682,1.25455514604735,1.38172509292936,2.39611691958074,3.14226396368255,4.09659989017793,6.25049023626848
"lambdaluceTemp",1.95481445511694,0.534195831204673,1.10206963492795,1.56566639158689,1.89027506794395,2.2620445886626,3.13172788184053
