"","lambdaluce","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"lambdaluceTemp",3.13016968887646,1.41087426330271,1.00817452297838,2.04676304914849,2.88747525269277,4.04364966104203,6.21897488210436
"lambdaluceTemp",2.74043673617591,1.34051685389166,0.845426516401343,1.71117782973007,2.48683436637229,3.55383303202984,5.88064319773893
"lambdaluceTemp",3.0073908761624,1.28722848136921,1.08617899509852,2.05006200442586,2.80048297794268,3.79389755479691,6.00741477913045
"lambdaluceTemp",2.62151858604159,1.37117053137224,0.794915279111402,1.55928050531396,2.32832945316476,3.37626433716289,6.0467043048389
"lambdaluceTemp",2.34013018294138,1.3040067905025,0.712270683337929,1.36200892248922,2.02111316259745,2.99257066421649,5.66308423812119
"lambdaluceTemp",2.56523857963982,1.43364700780048,0.786177661512569,1.45513254386237,2.22863918654149,3.27055637852469,6.50045832287236
"lambdaluceTemp",2.46483574780214,1.32634312703543,0.72211539640577,1.44131067495485,2.16123814962152,3.21871608816556,5.56608440110529
"lambdaluceTemp",2.73153940375157,1.45105548969083,0.789042311954239,1.56994147043193,2.43445263744317,3.5590900946691,6.18596676695427
"lambdaluceTemp",2.36158930660484,1.27419080682267,0.743655053438044,1.39625970411824,2.04236416726007,3.01385898765772,5.456951124808
"lambdaluceTemp",2.64775032124218,1.37473358251004,0.747373029269321,1.57230799301135,2.36840554848221,3.55122640592451,5.90846473597415
"lambdaluceTemp",2.74325757637849,1.37050123094076,0.798119192387135,1.64553245329011,2.50878811829262,3.61147062904431,5.94689074737847
"lambdaluceTemp",2.88271591961482,1.37591216484092,0.882247213285193,1.80990077922542,2.67232114425017,3.72685971291952,6.03440000751827
"lambdaluceTemp",3.36005075883561,1.39535505390215,1.1410668410732,2.27743512068888,3.15633522584,4.30050075725172,6.3555299752269
"lambdaluceTemp",2.49111270998678,1.33302523406905,0.756279297911708,1.45933658815055,2.16659610286831,3.25843543418053,5.78897576772133
"lambdaluceTemp",3.24633401775538,1.47868601808999,0.974467666504431,2.08466602147897,3.02421606824674,4.36198403197507,6.36740509119861
"lambdaluceTemp",2.73286350006153,1.41807233348691,0.772261522220407,1.59790385675254,2.48211481797527,3.59145023767012,6.00424907143475
"lambdaluceTemp",2.46805563522011,1.18443850542003,0.836040617856108,1.59114834812369,2.22908293490828,3.07675611681134,5.41143992967441
"lambdaluceTemp",3.25430409048622,1.44070353865176,1.03509612971511,2.13850262424225,3.02609663812876,4.2233506887916,6.44477685737157
"lambdaluceTemp",2.9563952602919,1.41482110624241,0.944201598931166,1.85920348990013,2.68622389582577,3.82399484220191,6.32653539743499
"lambdaluceTemp",3.52646212374728,1.53846727713805,0.979269571954342,2.31268381235744,3.37388131238921,4.66075016681153,6.63239811861981
"lambdaluceTemp",2.65660782051153,1.19242641943478,0.954948584333274,1.74722300641356,2.48398165671774,3.34202544307218,5.66655223928562
"lambdaluceTemp",3.13506714286614,1.50003402509835,0.911311307905121,1.94980597343974,2.88761080653533,4.14506004751655,6.39020415015681
"lambdaluceTemp",2.01757156550248,0.910874955639217,0.823689025270962,1.37738727268171,1.80410153562501,2.44191948128671,4.39589260730998
"lambdaluceTemp",2.65298654250866,1.43129814424544,0.745289279290399,1.5383980632338,2.34729800925571,3.49283377706684,6.07164809051906
"lambdaluceTemp",4.02081049837398,1.42472457077825,1.55156917971261,2.85940788368102,3.9880308754355,5.10251602249433,6.65649577262457
"lambdaluceTemp",2.60668715688747,1.38362366037397,0.756805391394748,1.51840887528051,2.2896089505208,3.41110449950784,5.92073948333808
"lambdaluceTemp",3.63502802039022,1.45685092057642,1.29141575106923,2.46668193873312,3.47918874942661,4.69876127979627,6.58815337239577
"lambdaluceTemp",2.93700056720421,1.4465446463026,0.846275848850501,1.80516617159187,2.68774257967125,3.85293596843673,6.35383799950457
