"","alpha","gamma","luce"
"gamma",0.00495773993081222,0.0246117628861782,0.00880686188657524
"luce",-0.011502731546898,0.00880686188657524,0.0714847600400821
"alpha",0.0491608941051536,0.00399497927179117,-0.0204221995623006
"gamma",0.00399497927179117,0.0478096708323383,0.00738830333431596
"luce",-0.0204221995623006,0.00738830333431596,0.0743297261605216
"alpha",0.063416304040075,0.00214518710722374,-0.0262112208748008
"gamma",0.00214518710722374,0.024652641202927,0.000267861916945963
"luce",-0.0262112208748008,0.000267861916945963,0.0695579090439594
"alpha",0.0323157140869332,-0.000625687040791121,-0.00477751045303916
"gamma",-0.000625687040791121,0.00604767275610236,0.000374174417040639
"luce",-0.00477751045303916,0.000374174417040639,0.0334764186267652
"alpha",0.0551938525324205,-0.00212947772426127,-0.0261849047263314
"gamma",-0.00212947772426127,0.0278654240471325,0.00474226325620811
"luce",-0.0261849047263314,0.00474226325620811,0.0723074733447683
"alpha",0.0666640649569715,0.00129605176509752,-0.0270585686521471
"gamma",0.00129605176509752,0.0368885025659721,0.00915453090881463
"luce",-0.0270585686521471,0.00915453090881463,0.0761124416176725
"alpha",0.0388594610328253,-0.000760526174965089,-0.0149843561914184
"gamma",-0.000760526174965089,0.0548379360911748,0.00998354112490209
"luce",-0.0149843561914184,0.00998354112490209,0.0796092349376605
"alpha",0.0588100570956481,0.00335922771382829,-0.0178832296318292
"gamma",0.00335922771382829,0.0391913920746092,0.00594493156903894
"luce",-0.0178832296318292,0.00594493156903894,0.0772389302289639
"alpha",0.0710461082302817,0.00982707314768898,-0.020219718506077
"gamma",0.00982707314768898,0.0522775811208273,0.0105390050112651
"luce",-0.020219718506077,0.0105390050112651,0.0744179736352949
"alpha",0.0331293245303648,0.000111116536434619,-0.00477049650860411
"gamma",0.000111116536434619,0.00662139513147064,0.00047108537442993
"luce",-0.00477049650860411,0.00047108537442993,0.0363262022815914
"alpha",0.0670703341760777,2.49787699212802e-05,-0.0194166749378991
"gamma",2.49787699212802e-05,0.0415738965816205,0.00652528101788515
"luce",-0.0194166749378991,0.00652528101788515,0.0754466302879564
"alpha",0.0273784122987221,-0.00154668789199984,-0.0101842875775888
"gamma",-0.00154668789199984,0.054636725160412,0.00646493726143432
"luce",-0.0101842875775888,0.00646493726143432,0.0596283924902995
"alpha",0.0526640980236062,0.00129673297582351,-0.0199411624824309
"gamma",0.00129673297582351,0.0329015438904678,0.00896370334840271
"luce",-0.0199411624824309,0.00896370334840271,0.0814396975205826
"alpha",0.0451126313970416,8.5866876242432e-05,-0.01879069045847
"gamma",8.5866876242432e-05,0.0466686247132853,0.0109486781232373
"luce",-0.01879069045847,0.0109486781232373,0.0833925703822044
"alpha",0.057293375870342,0.0048425244816979,-0.0152272967225181
"gamma",0.0048425244816979,0.0161642480459586,0.00381853787733708
"luce",-0.0152272967225181,0.00381853787733708,0.0559303216427674
"alpha",0.0653597199969033,0.00429180504228176,-0.0172081080103441
"gamma",0.00429180504228176,0.0378660373629369,0.00659113217877749
"luce",-0.0172081080103441,0.00659113217877749,0.075683428562512
"alpha",0.0421634155792579,0.00265669704933472,-0.0145859423743724
"gamma",0.00265669704933472,0.0463693402995311,0.00922656678198277
"luce",-0.0145859423743724,0.00922656678198277,0.0697296551833048
"alpha",0.0662589708055873,0.00547592029401094,-0.0185998955298141
"gamma",0.00547592029401094,0.0462146870725993,0.00746909229577121
"luce",-0.0185998955298141,0.00746909229577121,0.0771629042896996
"alpha",0.0416735915019369,0.00173626376467675,-0.0126969439173818
"gamma",0.00173626376467675,0.00746166482173592,0.00153786464155373
"luce",-0.0126969439173818,0.00153786464155373,0.0500539886022274
"alpha",0.0655675033952872,0.00397102663477841,-0.0161048665965417
"gamma",0.00397102663477841,0.0451102522817151,0.00620927662249966
"luce",-0.0161048665965417,0.00620927662249966,0.0720437442933728
"alpha",0.0626270376688957,0.00581870584160313,-0.0193810009255733
"gamma",0.00581870584160313,0.0381481464461554,0.00541375541924814
"luce",-0.0193810009255733,0.00541375541924814,0.0782696779825703
"alpha",0.0587369467531713,-0.000453773818696636,-0.0191831869256095
"gamma",-0.000453773818696636,0.0422022004676371,0.00576220884748628
"luce",-0.0191831869256095,0.00576220884748628,0.0758607928048019
"alpha",0.0619972406341727,0.00322725281250921,-0.0198900466005147
"gamma",0.00322725281250921,0.045239266746107,0.0103368007414881
"luce",-0.0198900466005147,0.0103368007414881,0.0770564357374295
"alpha",0.0650819660620049,0.00162846215698707,-0.0119485353786304
"gamma",0.00162846215698707,0.0188834117556092,0.00406127014951551
"luce",-0.0119485353786304,0.00406127014951551,0.0772636967907233
"alpha",0.0496511627085237,0.00541403847739145,-0.0143509917595237
"gamma",0.00541403847739145,0.0459310131503646,0.00478122475305413
"luce",-0.0143509917595237,0.00478122475305413,0.0617749299100601
"alpha",0.0293153044130874,0.00163919790599859,-0.00421888343352063
"gamma",0.00163919790599859,0.00931426054223307,0.00246404064716918
"luce",-0.00421888343352063,0.00246404064716918,0.0337849214886532
"alpha",0.0374858166432164,0.0031709526229402,-0.0166032529407083
"gamma",0.0031709526229402,0.0495168595415694,0.00858733614536244
"luce",-0.0166032529407083,0.00858733614536244,0.0796596247675006
"alpha",0.059717061830681,0.00263989143378589,-0.0197450745847345
"gamma",0.00263989143378589,0.0491219630503882,0.00491052689650584
"luce",-0.0197450745847345,0.00491052689650584,0.0768328450307108
"alpha",0.053669268771317,0.0010688893374808,-0.0255877072871839
"gamma",0.0010688893374808,0.0240350296675829,0.00226192327969547
"luce",-0.0255877072871839,0.00226192327969547,0.0732007278914161
"alpha",0.0432180763335287,0.000639983835952561,-0.00213951233380354
"gamma",0.000639983835952561,0.0290429965301354,0.00280986010037652
"luce",-0.00213951233380354,0.00280986010037652,0.0645005692029994
"alpha",0.0490224492399137,0.00342996098741873,-0.0175665334717241
"gamma",0.00342996098741873,0.0473645031011804,0.0049001675036671
"luce",-0.0175665334717241,0.0049001675036671,0.0716280534617341
"alpha",0.0601949289020277,0.0058001373165188,-0.0173381609471757
"gamma",0.0058001373165188,0.023720765454304,0.00775800226382047
"luce",-0.0173381609471757,0.00775800226382047,0.0689009055380039
"alpha",0.0488826503278769,0.00318368633266304,-0.0170348365418319
"gamma",0.00318368633266304,0.031433797441489,0.00572110583378551
"luce",-0.0170348365418319,0.00572110583378551,0.0807684894895165
"alpha",0.063860552745303,0.00385109908080736,-0.00920487279649593
"gamma",0.00385109908080736,0.0381020491416889,0.00481268656701297
"luce",-0.00920487279649593,0.00481268656701297,0.0730829312742472
"alpha",0.0598491606403035,-0.00090866083019958,-0.0170388003224094
"gamma",-0.00090866083019958,0.0339248375042112,0.00485803867577842
"luce",-0.0170388003224094,0.00485803867577842,0.080066633648752
"alpha",0.0468505202902587,-0.00124346990617775,-0.0195135087367192
"gamma",-0.00124346990617775,0.030139739945133,0.00306239113256782
"luce",-0.0195135087367192,0.00306239113256782,0.0658089981080195
"alpha",0.0515948833221618,-0.000714051876750139,-0.020930638893298
"gamma",-0.000714051876750139,0.0261991067961268,0.000489741117506172
"luce",-0.020930638893298,0.000489741117506172,0.0617304353470969
"alpha",0.0524359566535403,0.00428867830208983,-0.0109453659946262
"gamma",0.00428867830208983,0.0176736224095788,0.00776261258157035
"luce",-0.0109453659946262,0.00776261258157035,0.0578237212595384
"alpha",0.0595247936495057,0.00144188639736488,-0.0134025184079746
"gamma",0.00144188639736488,0.0282919949372798,0.00538395950244876
"luce",-0.0134025184079746,0.00538395950244876,0.0738279295023257
"alpha",0.0625425608328917,0.00121712815147842,-0.0139985247842027
"gamma",0.00121712815147842,0.0282908564334622,0.00424549641923
"luce",-0.0139985247842027,0.00424549641923,0.080790506107309
"alpha",0.0526778951996613,0.00275295518679283,-0.0165116938193514
"gamma",0.00275295518679283,0.0544239345628746,0.00662080400014903
"luce",-0.0165116938193514,0.00662080400014903,0.0639957546410356
"alpha",0.0691357009956478,0.00180659206415772,-0.0246386881955834
"gamma",0.00180659206415772,0.0241543164996743,0.00556668529262684
"luce",-0.0246386881955834,0.00556668529262684,0.0686386237764977
"alpha",0.0586069216553864,-6.16820702325605e-05,-0.0262697033491911
"gamma",-6.16820702325605e-05,0.0106051218004375,0.00299658525830677
"luce",-0.0262697033491911,0.00299658525830677,0.0681670308509189
"alpha",0.0426845573054331,0.00239115296726896,-0.00412172770915062
"gamma",0.00239115296726896,0.0212560186896726,0.00314329797543431
"luce",-0.00412172770915062,0.00314329797543431,0.0641306445243391
"alpha",0.0689691897639787,0.00436204016732454,-0.0144162885068813
"gamma",0.00436204016732454,0.0395689203079938,0.00870847688384605
"luce",-0.0144162885068813,0.00870847688384605,0.07569289883389
"alpha",0.0398766250386619,0.0027278314819737,-0.0145632618635391
"gamma",0.0027278314819737,0.0462831584122699,0.00963425790899206
"luce",-0.0145632618635391,0.00963425790899206,0.0724140277921616
"alpha",0.0692395027026949,0.00454508950539388,-0.0162206262929448
"gamma",0.00454508950539388,0.0437559620592078,0.0053765460390666
"luce",-0.0162206262929448,0.0053765460390666,0.0714557972964475
"alpha",0.0499459559349914,0.00225813586132302,-0.0124432235232928
"gamma",0.00225813586132302,0.0121030463000275,0.0040322592999928
"luce",-0.0124432235232928,0.0040322592999928,0.0570024289976692
"alpha",0.0606544031196701,0.00292148165861219,-0.0143620564377634
"gamma",0.00292148165861219,0.0238756689330287,0.004099355327832
"luce",-0.0143620564377634,0.004099355327832,0.0784842539296336
"alpha",0.0610844961211618,0.0028856408840475,-0.0235755259999938
"gamma",0.0028856408840475,0.0400330174444945,0.006129322445342
"luce",-0.0235755259999938,0.006129322445342,0.0724370891636882
"alpha",0.0336929220806598,0.00198746482255357,-0.00184256180959849
"gamma",0.00198746482255357,0.0201884517081678,0.00388362052102907
"luce",-0.00184256180959849,0.00388362052102907,0.0594801839188011
"alpha",0.0421340632864664,0.00137802831453904,-0.0161840550269304
"gamma",0.00137802831453904,0.0568727332364877,0.0101451734470188
"luce",-0.0161840550269304,0.0101451734470188,0.0733026289192956
"alpha",0.0345507550146183,0.00178495705023865,-0.0022657060142841
"gamma",0.00178495705023865,0.0120376718712851,0.00347947267047496
"luce",-0.0022657060142841,0.00347947267047496,0.063127250761575
"alpha",0.0622181353985409,0.00056958254533869,-0.0279453769059779
"gamma",0.00056958254533869,0.0165499841239134,0.00429872344187678
"luce",-0.0279453769059779,0.00429872344187678,0.0732924588144423
"alpha",0.0640792960590633,0.00311509689809035,-0.0169858845418974
"gamma",0.00311509689809035,0.0421443180203784,0.00522499298469509
"luce",-0.0169858845418974,0.00522499298469509,0.0805193988205889
"alpha",0.0707244705110529,0.00367505049764327,-0.0149679262230834
"gamma",0.00367505049764327,0.0224408194461001,0.00322554197310233
"luce",-0.0149679262230834,0.00322554197310233,0.0587213985125313
"alpha",0.0437084526451754,0.0012975473806994,-0.0166759197846989
"gamma",0.0012975473806994,0.0258241664779967,0.00580781451194245
"luce",-0.0166759197846989,0.00580781451194245,0.0823027935574545
"alpha",0.0282167697847955,0.00421271621862524,0.00268000176834532
"gamma",0.00421271621862524,0.0295717493566566,0.00509223928382596
"luce",0.00268000176834532,0.00509223928382596,0.0425198925119714
"alpha",0.0432896039539486,0.00392509864919432,-0.0137160765111284
"gamma",0.00392509864919432,0.037914478211533,0.00441807536154149
"luce",-0.0137160765111284,0.00441807536154149,0.073122069000758
"alpha",0.05661397300106,0.00145331485551882,-0.0182193060580726
"gamma",0.00145331485551882,0.0387140528414562,0.00810086390004891
"luce",-0.0182193060580726,0.00810086390004891,0.0762882237609901
"alpha",0.0586801911506096,0.00363181263961809,-0.0202766004889409
"gamma",0.00363181263961809,0.0595487515937489,0.00901333610247313
"luce",-0.0202766004889409,0.00901333610247313,0.0678979959131191
"alpha",0.0676497004691842,0.00410776456293796,-0.0127729224691352
"gamma",0.00410776456293796,0.0375478339163235,0.00772776915893647
"luce",-0.0127729224691352,0.00772776915893647,0.0767889290985115
"alpha",0.0243168496204304,0.000597239670784201,-0.000162914819729291
"gamma",0.000597239670784201,0.016140012751134,0.00049031206633862
"luce",-0.000162914819729291,0.00049031206633862,0.045443898759673
"alpha",0.0361792177562621,0.000132049257114371,-0.0131607412658913
"gamma",0.000132049257114371,0.0615735514697372,0.00967911603719517
"luce",-0.0131607412658913,0.00967911603719517,0.0621355722475211
"alpha",0.0534803207164867,0.000727014406849251,-0.0171713284201395
"gamma",0.000727014406849251,0.0085914450322858,0.00162782417246352
"luce",-0.0171713284201395,0.00162782417246352,0.0501220787264959
"alpha",0.0587232182718853,0.00157302170826954,-0.0193724416025396
"gamma",0.00157302170826954,0.0099134980259404,0.00228111876560541
"luce",-0.0193724416025396,0.00228111876560541,0.066632826999699
"alpha",0.0643621174354091,0.00459835347747091,-0.0230367734328791
"gamma",0.00459835347747091,0.0462468208928234,0.00894941791265088
"luce",-0.0230367734328791,0.00894941791265088,0.0791610829545827
"alpha",0.0560647001518078,0.00312104773948128,-0.0146592856570705
"gamma",0.00312104773948128,0.0324082888020198,0.00539785487373828
"luce",-0.0146592856570705,0.00539785487373828,0.0720897434460983
"alpha",0.0464326924211676,-0.000235286175833817,-0.0173008994634089
"gamma",-0.000235286175833817,0.0478358584895298,0.0106006946589267
"luce",-0.0173008994634089,0.0106006946589267,0.0809419152100165
"alpha",0.0635570055220386,0.00197012796299782,-0.0230257048946666
"gamma",0.00197012796299782,0.0323144463462574,0.00504348715879704
"luce",-0.0230257048946666,0.00504348715879704,0.0765615535775212
"alpha",0.064436202639373,0.00595027060956154,-0.0200501508632977
"gamma",0.00595027060956154,0.051346292268311,0.00915618717551381
"luce",-0.0200501508632977,0.00915618717551381,0.076932257142089
"alpha",0.0544803007783759,-0.00183668337607419,-0.0173140926593947
"gamma",-0.00183668337607419,0.0476910835878986,0.00968337905987995
"luce",-0.0173140926593947,0.00968337905987995,0.0803978220998377
"alpha",0.0478505901828357,0.000469200322732166,-0.0203583895914649
"gamma",0.000469200322732166,0.034852988837398,0.00622680009281826
"luce",-0.0203583895914649,0.00622680009281826,0.0820056847659658
"alpha",0.046685930624327,0.00481008311457738,-0.00607922884157119
"gamma",0.00481008311457738,0.0222105160985826,0.00239388853280832
"luce",-0.00607922884157119,0.00239388853280832,0.0658929604877697
"alpha",0.0665490467663542,0.00519333867925928,-0.0132335549572301
"gamma",0.00519333867925928,0.0292137933701628,0.00673806930735846
"luce",-0.0132335549572301,0.00673806930735846,0.0713830515987092
"alpha",0.0438969186190254,0.00249609195065321,-0.0107678042485701
"gamma",0.00249609195065321,0.00958618015682526,0.00157104342223407
"luce",-0.0107678042485701,0.00157104342223407,0.0540127168119984
"alpha",0.0500701300541476,0.00270502705941333,-0.0174114656878415
"gamma",0.00270502705941333,0.0476746364452759,0.0114140304042079
"luce",-0.0174114656878415,0.0114140304042079,0.0796880225815226
"alpha",0.0373370994418157,0.00336746506162721,-0.00063645377152947
"gamma",0.00336746506162721,0.0136200627063711,0.00281443268356025
"luce",-0.00063645377152947,0.00281443268356025,0.0559823263268277
"alpha",0.0720265000614246,0.00437770893335347,-0.0180536707848897
"gamma",0.00437770893335347,0.0397438679077917,0.00663879579654715
"luce",-0.0180536707848897,0.00663879579654715,0.0665687824271239
"alpha",0.0659393494249751,0.00437974092124061,-0.0144602936676113
"gamma",0.00437974092124061,0.0305633904766002,0.00441256796507606
"luce",-0.0144602936676113,0.00441256796507606,0.0705804339508443
"alpha",0.043644044036134,-0.000576022734716727,-0.0208048139501798
"gamma",-0.000576022734716727,0.0325442463978361,0.00377674767862207
"luce",-0.0208048139501798,0.00377674767862207,0.0734675354274857
"alpha",0.0626981425572992,0.00308300865619495,-0.0129586540344597
"gamma",0.00308300865619495,0.0262553740790315,0.006067531856681
"luce",-0.0129586540344597,0.006067531856681,0.0700341702114862
"alpha",0.0653250022636917,0.00236367419225563,-0.022915087928557
"gamma",0.00236367419225563,0.0346499110707902,0.00570417612468907
"luce",-0.022915087928557,0.00570417612468907,0.0715742455257106
"alpha",0.059714430734273,0.00309420246301635,-0.0176855305447775
"gamma",0.00309420246301635,0.0317230700445255,0.00762675408713657
"luce",-0.0176855305447775,0.00762675408713657,0.0726412733797377
"alpha",0.0463090425744084,-0.000895197371227038,-0.0143797263691338
"gamma",-0.000895197371227038,0.00511348851545422,0.00112800558394165
"luce",-0.0143797263691338,0.00112800558394165,0.0505010258595397
"alpha",0.0618262317474084,0.00786266535171486,-0.0203310208734999
"gamma",0.00786266535171486,0.0462463374930134,0.00602405322173703
"luce",-0.0203310208734999,0.00602405322173703,0.0727563015976135
"alpha",0.0525176426215193,0.00218953825788127,-0.019342081514809
"gamma",0.00218953825788127,0.0485352975863204,0.00664646659824548
"luce",-0.019342081514809,0.00664646659824548,0.0830802527877329
"alpha",0.049028004296991,0.000115735058907755,-0.00414711711817728
"gamma",0.000115735058907755,0.0290047240900185,0.00478293516423131
"luce",-0.00414711711817728,0.00478293516423131,0.0586429195470845
"alpha",0.064304777457297,0.00149061674148247,-0.0106339372534126
"gamma",0.00149061674148247,0.0392835024789547,0.00709731649029094
"luce",-0.0106339372534126,0.00709731649029094,0.0741795931952876
"alpha",0.0612801672442085,0.00066357348633144,-0.0258877030303587
"gamma",0.00066357348633144,0.00856012697205374,0.00052699730187518
"luce",-0.0258877030303587,0.00052699730187518,0.069227130620675
"alpha",0.0518060299751514,-0.00114599103408802,-0.0189636369546271
"gamma",-0.00114599103408802,0.0493455506986352,0.00576490404829037
"luce",-0.0189636369546271,0.00576490404829037,0.0616472429926482
"alpha",0.0593891470435354,0.00110525421107373,-0.025671355147209
"gamma",0.00110525421107373,0.0108725005555214,0.00174607425316086
"luce",-0.025671355147209,0.00174607425316086,0.0675483840572071
"alpha",0.0646712469151629,0.000390088331209028,-0.022874991141184
"gamma",0.000390088331209028,0.0299903410065975,0.00638551652776388
"luce",-0.022874991141184,0.00638551652776388,0.0778422414568414
"alpha",0.0491220624145148,-0.000916572998210993,-0.0229389559679429
"gamma",-0.000916572998210993,0.0252520887561013,0.00266223735386821
"luce",-0.0229389559679429,0.00266223735386821,0.0759336631432719
"alpha",0.0550143139078855,0.00210831091247832,-0.0080479959777259
"gamma",0.00210831091247832,0.0209785445401634,0.00468616753939676
"luce",-0.0080479959777259,0.00468616753939676,0.0703452345650422
"alpha",0.044602991658127,0.000826549191059089,-0.01893799453763
"gamma",0.000826549191059089,0.056423933120401,0.00657683932770747
"luce",-0.01893799453763,0.00657683932770747,0.0664859741817481
"alpha",0.0665074003891016,0.00470888847642283,-0.0212433673807922
"gamma",0.00470888847642283,0.0241152683551412,0.00601446763426299
"luce",-0.0212433673807922,0.00601446763426299,0.0653311330986573
"alpha",0.0590237537836893,0.00219772194889206,-0.0198771690591597
"gamma",0.00219772194889206,0.0268714295908653,0.00843091055691352
"luce",-0.0198771690591597,0.00843091055691352,0.0701729871764732
"alpha",0.0624955294710824,0.00311945483736502,-0.0234187814447724
"gamma",0.00311945483736502,0.0131480984587109,0.00352627675725731
"luce",-0.0234187814447724,0.00352627675725731,0.0695421586220595
"alpha",0.0544903173701194,0.00187585901951441,-0.020331494860661
"gamma",0.00187585901951441,0.0292833894786151,0.00550696879169357
"luce",-0.020331494860661,0.00550696879169357,0.0812643452425066
"alpha",0.031650141666006,-0.000611545812876484,-0.00773910295865605
"gamma",-0.000611545812876484,0.0696549061620304,0.00472634200054112
"luce",-0.00773910295865605,0.00472634200054112,0.0401222582929182
"alpha",0.0669725096523804,0.000937507005063978,-0.0215895582648166
"gamma",0.000937507005063978,0.0344055526421606,0.00437059294982407
"luce",-0.0215895582648166,0.00437059294982407,0.0575855196637734
"alpha",0.0485098878544305,0.000883333213338293,-0.017099682593993
"gamma",0.000883333213338293,0.032471806650949,0.00518292007685515
"luce",-0.017099682593993,0.00518292007685515,0.0755021044270407
"alpha",0.0616058504327795,0.00262747916479532,-0.0180708707340621
"gamma",0.00262747916479532,0.04294563946651,0.00548810290727093
"luce",-0.0180708707340621,0.00548810290727093,0.0763991086546017
"alpha",0.0732593310336809,0.00660524318683592,-0.0167802580408616
"gamma",0.00660524318683592,0.0479281440897629,0.00789738067557223
"luce",-0.0167802580408616,0.00789738067557223,0.0698403379947054
"alpha",0.0620637420645543,0.00508585177877216,-0.0239231145627217
"gamma",0.00508585177877216,0.0176932257735377,0.00516936017595638
"luce",-0.0239231145627217,0.00516936017595638,0.0674934807855008
"alpha",0.0485554018875998,-0.000839001663183392,-0.0241705797587454
"gamma",-0.000839001663183392,0.0282258265246196,0.0014751718302864
"luce",-0.0241705797587454,0.0014751718302864,0.0685336492998202
"alpha",0.0623567799111188,0.00242996799795011,-0.0220722704108678
"gamma",0.00242996799795011,0.0196546639850426,0.00502039137457591
"luce",-0.0220722704108678,0.00502039137457591,0.0823635155678064
"alpha",0.0619145556026488,0.0016955478292707,-0.0202687446569583
"gamma",0.0016955478292707,0.0295677020768471,0.00449469689146329
"luce",-0.0202687446569583,0.00449469689146329,0.0793211439629663
"alpha",0.0323388662439599,0.00176016880068989,-0.0137408923439054
"gamma",0.00176016880068989,0.0514666598675352,0.00907083396897799
"luce",-0.0137408923439054,0.00907083396897799,0.0779161013561755
"alpha",0.0411234455297487,-0.00112969916479802,-0.0050241954830703
"gamma",-0.00112969916479802,0.0290478392440519,0.00534434831207749
"luce",-0.0050241954830703,0.00534434831207749,0.0531731158178063
"alpha",0.0609357352451774,1.13323604206149e-05,-0.0207766671332011
"gamma",1.13323604206149e-05,0.00755822302550073,0.000962322645014797
"luce",-0.0207766671332011,0.000962322645014797,0.0604882737369477
"alpha",0.0579953093571411,0.00379114611851755,-0.00923895074468137
"gamma",0.00379114611851755,0.0161454384242587,0.00304668104927325
"luce",-0.00923895074468137,0.00304668104927325,0.070508001575866
"alpha",0.0643222428297026,0.00333499448800867,-0.0189656417448249
"gamma",0.00333499448800867,0.0252174600542621,0.00424738173004076
"luce",-0.0189656417448249,0.00424738173004076,0.0782708590947712
"alpha",0.0652047117431136,0.00315566382403945,-0.0264146089068918
"gamma",0.00315566382403945,0.0254120265058657,0.00611698438774397
"luce",-0.0264146089068918,0.00611698438774397,0.0725011821104082
"alpha",0.0477860732760575,0.000934168263199738,-0.0174249645168787
"gamma",0.000934168263199738,0.057759953446663,0.00870099432316837
"luce",-0.0174249645168787,0.00870099432316837,0.0626556635952113
"alpha",0.0354831021294936,0.000274825474681559,-0.00343788922788707
"gamma",0.000274825474681559,0.0251967696761975,0.00458376849182374
"luce",-0.00343788922788707,0.00458376849182374,0.0595043225071942
"alpha",0.0544207610632627,-0.00147216228263653,-0.0199664243407708
"gamma",-0.00147216228263653,0.0232415780840791,-0.000466398013931404
"luce",-0.0199664243407708,-0.000466398013931404,0.0507478096381716
"alpha",0.0657299942373062,-0.00013551155090142,-0.0339502424897579
"gamma",-0.00013551155090142,0.0106266547672926,0.00113537337611453
"luce",-0.0339502424897579,0.00113537337611453,0.0726957720644704
"alpha",0.0581244908610345,-0.000300328094692345,-0.0222204198858013
"gamma",-0.000300328094692345,0.00459544755525869,0.000166901683262121
"luce",-0.0222204198858013,0.000166901683262121,0.0588927626606483
"alpha",0.0365497929389622,0.00207924965295687,-0.00180215255408599
"gamma",0.00207924965295687,0.0168832761044418,0.00621638976963619
"luce",-0.00180215255408599,0.00621638976963619,0.0463128176263643
