"","gamma","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"gammaTemp",0.588925766341751,0.266809981849543,0.0514581647309685,0.400091344623951,0.63088354000917,0.809179752906655,0.977314931383638
"gammaTemp",0.806329915970434,0.152808808907503,0.42042247997407,0.73187948116387,0.834332674109643,0.921315126317773,0.992134270306915
"gammaTemp",0.46188208587877,0.279283038935564,0.0306200492674744,0.217960653039836,0.445209918903121,0.691852556797795,0.962956288156771
"gammaTemp",0.423927994995695,0.305771007963755,0.0171976713358445,0.133970977279052,0.383449061677876,0.693328509899154,0.961381032833562
"gammaTemp",0.441768045225371,0.317254259168086,0.0207610941870253,0.138051103646625,0.404443485408187,0.735281362214933,0.971042530785331
"gammaTemp",0.589606153909353,0.250137409867503,0.0554778133089549,0.424602318488341,0.620290833411407,0.786733681117333,0.973494825681272
"gammaTemp",0.454363741375831,0.295405478562735,0.0230077455929205,0.167973902851531,0.446579413675608,0.717340435998565,0.961596239798903
"gammaTemp",0.318463028661561,0.277560023915882,0.00799821089422538,0.0926011514317411,0.219958876213292,0.499439449756489,0.943563395915556
"gammaTemp",0.435510255808187,0.339935007079977,0.0117022744513153,0.105776758683843,0.365124733223509,0.767757332996482,0.982349588176751
"gammaTemp",0.324793297392155,0.265314487505404,0.0112600074542624,0.109466084215399,0.234249782796497,0.503118487225605,0.935097900435004
"gammaTemp",0.602575041945701,0.0946707261296153,0.434547910599992,0.534255812449876,0.598347750393561,0.66081811607955,0.80696048032759
"gammaTemp",0.477884548521589,0.316526755086274,0.0161182854904172,0.169779811162738,0.473734055471099,0.765786410446215,0.985723513362714
"gammaTemp",0.432807445462422,0.106103496359441,0.257339046752732,0.361372362360008,0.425743885742099,0.49424144585929,0.644615435790981
"gammaTemp",0.851970582600568,0.102191659500104,0.625952613649649,0.780205318541678,0.870561452700624,0.935256288306671,0.992984984647752
"gammaTemp",0.440536311721901,0.257330975446242,0.0266424754840071,0.23666738293309,0.402873868460431,0.634476406994039,0.951738091378186
"gammaTemp",0.576804383827735,0.2554096862233,0.0523664395941598,0.402937660653057,0.605034840538884,0.78366582216881,0.970643621026029
"gammaTemp",0.502169270419123,0.12941825225734,0.273618025356927,0.411594496792147,0.493139364352929,0.582955395388154,0.788713866895858
"gammaTemp",0.398103591473016,0.287560215418324,0.0176351388769375,0.139884870583965,0.334339105275698,0.641994953887492,0.951162986790928
"gammaTemp",0.456034085967108,0.240070963287879,0.0477336363743181,0.267578296002214,0.427891077561481,0.62804536323838,0.946994578584864
"gammaTemp",0.521366214895646,0.334208454191647,0.0153020225968343,0.162639208579994,0.592670249092536,0.832252510755583,0.984988401463505
"gammaTemp",0.643797415200523,0.13405303698914,0.400110057730749,0.550784677408815,0.634642754970818,0.729269386448963,0.927793699145565
"gammaTemp",0.829412338959217,0.094233121926541,0.632674171106861,0.766863228152201,0.832378712149878,0.901120456286896,0.989564615157913
"gammaTemp",0.629024761381399,0.263335532445342,0.0547167523228853,0.46806967895078,0.682890857817859,0.838555074314664,0.985696859545118
"gammaTemp",0.244005631422344,0.243319142394597,0.00716651480535147,0.0713807762103454,0.149753813656794,0.33388052119548,0.911479488867714
"gammaTemp",0.355733451480986,0.103896764468375,0.190621026014785,0.285334186247932,0.345328755229275,0.410787549333144,0.594600315640623
"gammaTemp",0.475259512876095,0.303035171773705,0.0177247972886773,0.192930567987057,0.46746003893727,0.744749968671483,0.973286938917005
"gammaTemp",0.425359280649133,0.287440834542014,0.0193014509455131,0.16568645336937,0.378661659540774,0.674343550593288,0.954215596538878
"gammaTemp",0.325475294414312,0.242740135962458,0.0143979455656214,0.136726481944821,0.268244719403046,0.465591114961821,0.915218464108386
"gammaTemp",0.264466451412338,0.227856634111422,0.0125328329487308,0.111582371470892,0.190343133702937,0.339606477857617,0.888187370298114
"gammaTemp",0.616674467350874,0.270229641221337,0.0608487248728284,0.424998541214612,0.677027125025898,0.838254216805815,0.982643700504467
"gammaTemp",0.440458516590438,0.269167164492119,0.0297251108565185,0.209421685970712,0.420934287552593,0.652352635310029,0.946381871390341
"gammaTemp",0.612426215346413,0.265421127876658,0.0529191840925359,0.440008043693577,0.663083170739562,0.830599997498763,0.980194922340776
"gammaTemp",0.49451398628408,0.306539651654222,0.0233138374039498,0.209813086334001,0.498501528095254,0.768089152849964,0.983338607262351
"gammaTemp",0.44910662489493,0.251323562082282,0.0454353210121685,0.241145372070193,0.426553170575899,0.628309418882209,0.954639644031419
"gammaTemp",0.37220837708987,0.270365364458478,0.0194723886530361,0.140753743321691,0.312673893499891,0.577641043524403,0.942216690420011
