"","alpha","beta","gamma","delta","lambda","luce"
"beta",0.00186654914411729,0.00572400002806882,0.00139202627572618,0.00116992967673074,-0.00201431823665874,-0.000482000075089856
"gamma",-0.0165968220229159,0.00139202627572618,0.0781197009872074,-0.00110651697914438,0.018109374888991,0.000983314959600036
"delta",0.000750666739325158,0.00116992967673074,-0.00110651697914438,0.00628772198827282,0.000704980160875591,-0.000230335025645944
"lambda",0.0229070985640424,-0.00201431823665874,0.018109374888991,0.000704980160875591,1.08517144100602,-0.0194665204257481
"luce",-0.00205234610627094,-0.000482000075089856,0.000983314959600036,-0.000230335025645944,-0.0194665204257481,0.0787638400535537
"alpha",0.0314096816125579,-0.000777678915029639,-0.00797984363507891,0.00851192978269403,-0.00256566083661978,-0.0128487720977964
"beta",-0.000777678915029639,0.0595847361790437,0.00673951248549464,-0.0314429632736579,-0.011937711934018,0.00148907231942127
"gamma",-0.00797984363507891,0.00673951248549464,0.069058620965393,-0.00902212057315492,-0.00203604670870509,0.00174698881771202
"delta",0.00851192978269403,-0.0314429632736579,-0.00902212057315492,0.0658242132408769,-0.0578139564558562,-0.0144464450058109
"lambda",-0.00256566083661978,-0.011937711934018,-0.00203604670870509,-0.0578139564558562,1.39120985940188,-0.0207261787515745
"luce",-0.0128487720977964,0.00148907231942127,0.00174698881771202,-0.0144464450058109,-0.0207261787515745,0.083406333805072
"alpha",0.0158597302808163,0.00720761626830988,-0.00748317624731302,0.0188369898020656,0.0122172622327358,-0.0142267820858272
"beta",0.00720761626830988,0.0401174922395038,0.00352554127476511,0.000382288251575812,-0.0656132179315748,-0.00961579734786012
"gamma",-0.00748317624731302,0.00352554127476511,0.0178178949247967,-0.00395886098232634,-0.0189717539432289,-0.00337107514747819
"delta",0.0188369898020656,0.000382288251575812,-0.00395886098232634,0.0662255585324459,-0.0465605179307001,-0.0182151328748974
"lambda",0.0122172622327358,-0.0656132179315748,-0.0189717539432289,-0.0465605179307001,1.26924862939574,-0.033833051456221
"luce",-0.0142267820858272,-0.00961579734786012,-0.00337107514747819,-0.0182151328748974,-0.033833051456221,0.0790156255708308
"alpha",0.0559183558237947,0.000656277577635325,-0.016585665586397,0.00212907919819617,-0.0044617398840715,-0.00489754776956616
"beta",0.000656277577635325,0.0815801001436738,0.00509155364868709,-0.0152597762002058,0.00995826297794533,0.00680541568628169
"gamma",-0.016585665586397,0.00509155364868709,0.090227811605218,0.00250704130906831,-0.0111153647870029,-0.0203047357495379
"delta",0.00212907919819617,-0.0152597762002058,0.00250704130906831,0.0185110949655855,-0.0326710240345842,-0.00725730124405766
"lambda",-0.0044617398840715,0.00995826297794533,-0.0111153647870029,-0.0326710240345842,1.29644136623713,0.016994182806706
"luce",-0.00489754776956616,0.00680541568628169,-0.0203047357495379,-0.00725730124405766,0.016994182806706,0.0840078013622029
"alpha",0.00568721106343937,0.000100085696678842,-0.00147985861290896,0.00898679506869144,0.00343538097802855,-0.00283372936807809
"beta",0.000100085696678842,0.0444745433624243,3.35806586803027e-05,-0.0139328198906491,-0.0510543916620015,-0.000513627829091663
"gamma",-0.00147985861290896,3.35806586803027e-05,0.008564154075077,-0.00173884378285351,-0.00511888678686937,-0.00307437590472062
"delta",0.00898679506869144,-0.0139328198906491,-0.00173884378285351,0.0785771992280034,-0.0326391277980034,-0.00157301302343927
"lambda",0.00343538097802855,-0.0510543916620015,-0.00511888678686937,-0.0326391277980034,1.31694317784671,0.00185061095205338
"luce",-0.00283372936807809,-0.000513627829091663,-0.00307437590472062,-0.00157301302343927,0.00185061095205338,0.0646629160502954
"alpha",0.04138287856896,0.000621957447208779,-0.0226343510386149,0.00221405707916034,5.69062193535599e-05,-0.00776846358038543
"beta",0.000621957447208779,0.0654804072877922,0.0109289835432078,-0.0188761850462156,-0.00502398911283904,0.00453743792647922
"gamma",-0.0226343510386149,0.0109289835432078,0.0768892392220187,-0.0023780878110638,-0.00147812629779309,-0.000284028883133525
"delta",0.00221405707916034,-0.0188761850462156,-0.0023780878110638,0.0224992495897432,-0.0269754554199825,-0.00908441258514336
"lambda",5.69062193535599e-05,-0.00502398911283904,-0.00147812629779309,-0.0269754554199825,1.32992765533813,-0.00348312204976111
"luce",-0.00776846358038543,0.00453743792647922,-0.000284028883133525,-0.00908441258514336,-0.00348312204976111,0.0833839256262645
"alpha",0.00680886137554213,0.000367659782768354,3.65160491413594e-05,0.010104715527719,0.00361161762190753,-0.00675792498101272
"beta",0.000367659782768354,0.0487342353484275,0.00119279218937116,-0.0186763800224961,-0.0311699832816847,-0.000461741775044361
"gamma",3.65160491413594e-05,0.00119279218937116,0.0114651795265428,0.000162604305324919,-0.0092987178627486,0.000917732365491243
"delta",0.010104715527719,-0.0186763800224961,0.000162604305324919,0.0770266752598418,-0.043571215858708,-0.00776021824989288
"lambda",0.00361161762190753,-0.0311699832816847,-0.0092987178627486,-0.043571215858708,1.26021741855475,-0.00990287025535699
"luce",-0.00675792498101272,-0.000461741775044361,0.000917732365491243,-0.00776021824989288,-0.00990287025535699,0.073363318183164
"alpha",0.0633218959963719,-0.00114516711769399,-0.0290214527537069,0.002946175067889,-0.000331996348248964,-0.00228072471471532
"beta",-0.00114516711769399,0.0638502535879817,0.00164979005953706,-0.0200832754565736,0.00583017049284353,-0.000812478047388633
"gamma",-0.0290214527537069,0.00164979005953706,0.0615338057561341,-0.00273139226638253,0.00375045639152049,-0.00828254848727387
"delta",0.002946175067889,-0.0200832754565736,-0.00273139226638253,0.0271961981598192,-0.0408186061457308,-0.00685172295241968
"lambda",-0.000331996348248964,0.00583017049284353,0.00375045639152049,-0.0408186061457308,1.3221927265329,0.0069439795813851
"luce",-0.00228072471471532,-0.000812478047388633,-0.00828254848727387,-0.00685172295241968,0.0069439795813851,0.0853815404869796
"alpha",0.008793333597286,0.00350959136569915,-0.00545544325626511,0.00588509180965108,0.0288420246676005,-0.00500399182473741
"beta",0.00350959136569915,0.0148640800742645,0.000108382045824086,-0.00370024761178866,-0.0307760810407061,-0.00471494363505735
"gamma",-0.00545544325626511,0.000108382045824086,0.0185198492289127,-0.00266998452835364,-0.0190093405595866,-0.00131357709938345
"delta",0.00588509180965108,-0.00370024761178866,-0.00266998452835364,0.0304633886641784,0.00157755714781361,-0.00151196811243488
"lambda",0.0288420246676005,-0.0307760810407061,-0.0190093405595866,0.00157755714781361,1.01684868507946,-0.0109594890068622
"luce",-0.00500399182473741,-0.00471494363505735,-0.00131357709938345,-0.00151196811243488,-0.0109594890068622,0.0532363588314402
"alpha",0.0687308508237238,0.00225793141228898,-0.0411027248716207,0.00030707005268039,0.00374668133641441,-0.000374689995308363
"beta",0.00225793141228898,0.013221172522921,0.00226415307534852,0.00137286482658698,-0.0519131003589485,-0.00924854866714527
"gamma",-0.0411027248716207,0.00226415307534852,0.0878787787496709,-0.00124146631387996,-0.0354815556219106,-0.00722082108066778
"delta",0.00030707005268039,0.00137286482658698,-0.00124146631387996,0.0144451002664683,0.00301947565051791,-0.000416039146253033
"lambda",0.00374668133641441,-0.0519131003589485,-0.0354815556219106,0.00301947565051791,1.22990009634748,-0.0795769550253986
"luce",-0.000374689995308363,-0.00924854866714527,-0.00722082108066778,-0.000416039146253033,-0.0795769550253986,0.0825077631968814
"alpha",0.0589694825811473,-0.00223170507162712,-0.0294836147019007,0.00389525087127912,-0.00466688513795228,-0.00358761414001508
"beta",-0.00223170507162712,0.0743938100572222,-0.000448482356057234,-0.0262743341120699,0.0287840589265041,0.0022437229685659
"gamma",-0.0294836147019007,-0.000448482356057234,0.0591412011277397,-0.00154671042141654,-0.00134820070008373,-0.0041751495807323
"delta",0.00389525087127912,-0.0262743341120699,-0.00154671042141654,0.0459624658568552,-0.0797518481443546,-0.00913447311660584
"lambda",-0.00466688513795228,0.0287840589265041,-0.00134820070008373,-0.0797518481443546,1.4238446514341,0.0100280921760067
"luce",-0.00358761414001508,0.0022437229685659,-0.0041751495807323,-0.00913447311660584,0.0100280921760067,0.0771445196397017
"alpha",0.00320960694709914,-0.000571637106241028,2.50889806717272e-05,0.00266002822441917,0.00125580976606511,-0.000876932850811954
"beta",-0.000571637106241028,0.0674243869396453,0.00156281122654572,-0.0267495981004852,-0.0358721268865654,0.000606043439459118
"gamma",2.50889806717272e-05,0.00156281122654572,0.00974674763148112,-0.00105836611876998,-0.00111136980521353,-0.00173133553724929
"delta",0.00266002822441917,-0.0267495981004852,-0.00105836611876998,0.0620757055063842,-0.0424393732920298,-0.00560448399127405
"lambda",0.00125580976606511,-0.0358721268865654,-0.00111136980521353,-0.0424393732920298,1.3419133616037,0.00887565176578769
"luce",-0.000876932850811954,0.000606043439459118,-0.00173133553724929,-0.00560448399127405,0.00887565176578769,0.0717239957066203
"alpha",0.0425234919682659,0.00638062928934892,-0.0044696215914206,0.00467525033578588,-0.00953403379760374,-0.00781959518722873
"beta",0.00638062928934892,0.0169476579397113,0.0140656292533903,-0.0021912546724673,-0.0635221855469132,-0.00576032898133064
"gamma",-0.0044696215914206,0.0140656292533903,0.0846210508808388,-0.000916435448798579,-0.0274283605004163,-0.00599257482499086
"delta",0.00467525033578588,-0.0021912546724673,-0.000916435448798579,0.0117535867134632,-0.0261260728535277,-0.00874310229922809
"lambda",-0.00953403379760374,-0.0635221855469132,-0.0274283605004163,-0.0261260728535277,1.23161929844258,-0.0415014746385964
"luce",-0.00781959518722873,-0.00576032898133064,-0.00599257482499086,-0.00874310229922809,-0.0415014746385964,0.0793750456487179
"alpha",0.0585974775325771,0.000919690788209595,-0.0211999183690149,0.00523151829101505,-0.00724546260980179,-0.00514198423484356
"beta",0.000919690788209595,0.0653029973981301,-0.0013502264610452,-0.0171902966137428,-0.00139297226921074,0.00140662188550086
"gamma",-0.0211999183690149,-0.0013502264610452,0.0413456071936289,-0.000447927745709582,0.00190426849066145,-0.00898332792037882
"delta",0.00523151829101505,-0.0171902966137428,-0.000447927745709582,0.0257473407226498,-0.0442176409975035,-0.00751584964935251
"lambda",-0.00724546260980179,-0.00139297226921074,0.00190426849066145,-0.0442176409975035,1.33769652022612,0.00634939137070793
"luce",-0.00514198423484356,0.00140662188550086,-0.00898332792037882,-0.00751584964935251,0.00634939137070793,0.0789350311051324
"alpha",0.0654055232941836,-0.00402367638170647,-0.0416255785672469,0.00319042982008375,0.00687635506717296,-0.00097335451569183
"beta",-0.00402367638170647,0.0352617492774699,0.0108272743917374,-0.0112612977168173,-0.0494861654560029,-0.00899356539145022
"gamma",-0.0416255785672469,0.0108272743917374,0.0929612805227851,-0.00468903906435123,-0.0145321073313728,-0.00826424522577277
"delta",0.00319042982008375,-0.0112612977168173,-0.00468903906435123,0.0174782317014439,-0.0287530662925329,-0.00674532499922807
"lambda",0.00687635506717296,-0.0494861654560029,-0.0145321073313728,-0.0287530662925329,1.27856189692208,-0.00270946170853146
"luce",-0.00097335451569183,-0.00899356539145022,-0.00826424522577277,-0.00674532499922807,-0.00270946170853146,0.0858455820503815
"alpha",0.0569564060279766,-0.00394989177578736,-0.0357077361968271,0.00461764874918241,0.00365500790514526,-0.00214651502160949
"beta",-0.00394989177578736,0.0751064196167904,0.00457565543484537,-0.0301124535335324,0.0209665551588323,0.00424641706107429
"gamma",-0.0357077361968271,0.00457565543484537,0.100184377253685,-0.00658184695317371,0.00387130822934873,-0.00735242953712561
"delta",0.00461764874918241,-0.0301124535335324,-0.00658184695317371,0.05109599918164,-0.0634506356262954,-0.0115286830503825
"lambda",0.00365500790514526,0.0209665551588323,0.00387130822934873,-0.0634506356262954,1.32781989160396,-0.0048477045495289
"luce",-0.00214651502160949,0.00424641706107429,-0.00735242953712561,-0.0115286830503825,-0.0048477045495289,0.0830906857043242
"alpha",0.0478066270455066,0.00393885992979445,0.00638378442897845,0.0012411345537945,0.0964875704149715,0.00242978495619314
"beta",0.00393885992979445,0.00696640674326482,0.00702582570785235,0.002741253910986,-0.00854716704814539,0.00182276569084318
"gamma",0.00638378442897845,0.00702582570785235,0.057893548492636,-0.000458043126312953,0.0323280059891259,0.00593027350384362
"delta",0.0012411345537945,0.002741253910986,-0.000458043126312953,0.00667595975355148,0.00853212694643504,-0.000420702890391201
"lambda",0.0964875704149715,-0.00854716704814539,0.0323280059891259,0.00853212694643504,1.22104186571154,-0.0500749736811094
"luce",0.00242978495619314,0.00182276569084318,0.00593027350384362,-0.000420702890391201,-0.0500749736811094,0.0802580760147482
"alpha",0.0500289331605705,0.00150182404678458,-0.0236588171612658,0.00116551736619891,0.0105616390978864,-0.00325434890747528
"beta",0.00150182404678458,0.00867117801881661,0.00768998945061421,0.0011178832039501,-0.0387076696116439,-0.00618067525480215
"gamma",-0.0236588171612658,0.00768998945061421,0.101623419287221,0.000112839324711344,-0.0428521334155496,-0.00837100789088388
"delta",0.00116551736619891,0.0011178832039501,0.000112839324711344,0.00843827721812583,-0.000813844196503926,-0.000534103684595465
"lambda",0.0105616390978864,-0.0387076696116439,-0.0428521334155496,-0.000813844196503926,1.0546380016457,-0.0742650442960981
"luce",-0.00325434890747528,-0.00618067525480215,-0.00837100789088388,-0.000534103684595465,-0.0742650442960981,0.0713953309205835
"alpha",0.0537723331297018,-0.000763811689296459,-0.0271210967263492,0.00109172225164878,0.00158619492118241,-0.00390790092263925
"beta",-0.000763811689296459,0.010409547319226,0.00537870683956726,-0.0030037180622321,-0.0235630552636541,-0.00607720093242064
"gamma",-0.0271210967263492,0.00537870683956726,0.0920387519618529,-0.00259802796455983,-0.00729233314276167,-0.000386607164567868
"delta",0.00109172225164878,-0.0030037180622321,-0.00259802796455983,0.00889622200169645,-0.0139583630808542,-0.00334143460629937
"lambda",0.00158619492118241,-0.0235630552636541,-0.00729233314276167,-0.0139583630808542,1.00254167807264,-0.0129981029522378
"luce",-0.00390790092263925,-0.00607720093242064,-0.000386607164567868,-0.00334143460629937,-0.0129981029522378,0.0738153600385316
"alpha",0.0615920113304835,-0.00323362110729143,-0.0326911867337923,0.00250819946594678,0.00420028747170347,0.00419331274314193
"beta",-0.00323362110729143,0.0259417996187249,0.00642749458186738,-0.00948909711007971,-0.0385968952720514,-0.00651596983081786
"gamma",-0.0326911867337923,0.00642749458186738,0.0679782090147033,-0.00382592710462665,-0.0120066067645478,-0.0108654454343761
"delta",0.00250819946594678,-0.00948909711007971,-0.00382592710462665,0.0243579634354775,-0.0321099438668334,-0.00735482859535967
"lambda",0.00420028747170347,-0.0385968952720514,-0.0120066067645478,-0.0321099438668334,1.26292549165849,-0.0237838212407619
"luce",0.00419331274314193,-0.00651596983081786,-0.0108654454343761,-0.00735482859535967,-0.0237838212407619,0.0831637749568564
"alpha",0.0662542536241533,0.000271206944037133,-0.0239887608672105,0.00193915545959571,0.00721468301267547,0.00274258682873153
"beta",0.000271206944037133,0.0133795745369738,0.00368028861034629,-6.98839250255313e-05,-0.0600076438502863,-0.0064370305641862
"gamma",-0.0239887608672105,0.00368028861034629,0.0638081064444816,-0.00104262667542316,-0.00260575544863744,-0.00720072064730389
"delta",0.00193915545959571,-6.98839250255313e-05,-0.00104262667542316,0.00776773905579355,-0.00984799010414997,-0.00226145129221688
"lambda",0.00721468301267547,-0.0600076438502863,-0.00260575544863744,-0.00984799010414997,0.922112895288544,-0.0621340501681047
"luce",0.00274258682873153,-0.0064370305641862,-0.00720072064730389,-0.00226145129221688,-0.0621340501681047,0.0641885219652151
"alpha",0.0149940026918771,0.00696673374816775,-0.00961430296921972,0.00755682790705101,0.021170457594611,-0.0059163721976986
"beta",0.00696673374816775,0.0149835859813439,-0.0014865104113188,0.00185432714627328,-0.0493831334155635,-0.00602131318826067
"gamma",-0.00961430296921972,-0.0014865104113188,0.030189791123083,-0.00487625208706466,-0.0242632063399775,-0.00051803519797389
"delta",0.00755682790705101,0.00185432714627328,-0.00487625208706466,0.0261111543954012,-0.00589144279719637,-0.00207377234762547
"lambda",0.021170457594611,-0.0493831334155635,-0.0242632063399775,-0.00589144279719637,1.10571422277219,-0.0224683927666778
"luce",-0.0059163721976986,-0.00602131318826067,-0.00051803519797389,-0.00207377234762547,-0.0224683927666778,0.0584704992671384
"alpha",0.0156370978144455,0.00728043282586108,-0.000379677116987993,0.00650995462573435,0.0153454423675594,-0.0130856795675206
"beta",0.00728043282586108,0.022130941557468,0.00487268867824089,-0.00624955482782564,-0.0481632954083788,-0.00687927874425313
"gamma",-0.000379677116987993,0.00487268867824089,0.0305960291514617,-0.000879861481602667,-0.00766374459924565,-0.000270847453616915
"delta",0.00650995462573435,-0.00624955482782564,-0.000879861481602667,0.0308746923613781,-0.0240881007629382,-0.0123661139024571
"lambda",0.0153454423675594,-0.0481632954083788,-0.00766374459924565,-0.0240881007629382,1.2180738148318,-0.0112788603130938
"luce",-0.0130856795675206,-0.00687927874425313,-0.000270847453616915,-0.0123661139024571,-0.0112788603130938,0.0756260411376012
"alpha",0.0618225361263276,0.00143833418108671,-0.0165093046366068,-0.000156389975181321,0.0138284352986287,-0.000370831778841379
"beta",0.00143833418108671,0.00389304413031624,0.00214751523261353,0.00167562715459499,-0.0051653483766973,0.000366171692100942
"gamma",-0.0165093046366068,0.00214751523261353,0.0764923191725085,-0.00188498270735716,0.0128813744411846,-0.0039241015627311
"delta",-0.000156389975181321,0.00167562715459499,-0.00188498270735716,0.00741248692619737,0.00183258989905224,-0.00022675491217136
"lambda",0.0138284352986287,-0.0051653483766973,0.0128813744411846,0.00183258989905224,1.02231992597707,-0.0242234424005161
"luce",-0.000370831778841379,0.000366171692100942,-0.0039241015627311,-0.00022675491217136,-0.0242234424005161,0.0761352724657946
"alpha",0.0127920183965338,0.0024709011186228,-0.00523055440595882,0.0043344874814914,0.0454918924533883,0.000137925113057141
"beta",0.0024709011186228,0.00581396436148015,0.00201861932768627,0.000651373972708547,-0.0419961909140529,-0.00104250816055204
"gamma",-0.00523055440595882,0.00201861932768627,0.0169572585475079,-0.00415781841007461,-0.00383883202767807,-0.00283139505207905
"delta",0.0043344874814914,0.000651373972708547,-0.00415781841007461,0.00923929809698071,-0.00159498858676611,0.00152038792428388
"lambda",0.0454918924533883,-0.0419961909140529,-0.00383883202767807,-0.00159498858676611,1.21913224915606,-0.0329885062307823
"luce",0.000137925113057141,-0.00104250816055204,-0.00283139505207905,0.00152038792428388,-0.0329885062307823,0.069679754328088
"alpha",0.0595542423961018,-0.00350884095673534,-0.0323920855919847,0.0036692522744925,0.0161953531497178,-0.000843277804016947
"beta",-0.00350884095673534,0.067450261343347,0.00277384964152704,-0.0284347154634255,0.00577438253401224,0.00373660260540398
"gamma",-0.0323920855919847,0.00277384964152704,0.0702216589527516,-0.00319112809861478,-0.00291179942871631,-0.00860652481807745
"delta",0.0036692522744925,-0.0284347154634255,-0.00319112809861478,0.0463388484411676,-0.0594418899985241,-0.0137028964606203
"lambda",0.0161953531497178,0.00577438253401224,-0.00291179942871631,-0.0594418899985241,1.38522297661912,0.0176569675579913
"luce",-0.000843277804016947,0.00373660260540398,-0.00860652481807745,-0.0137028964606203,0.0176569675579913,0.0865603731940159
"alpha",0.0135596240699416,0.00857345750834534,-0.00560794360418939,0.00707735791713137,0.0344320514020253,-0.00721447544115971
"beta",0.00857345750834534,0.0164762830121165,-0.000492735592499693,0.00300311784083142,-0.0431128196997532,-0.0058626041921247
"gamma",-0.00560794360418939,-0.000492735592499693,0.0219452476778182,-0.00232839613566338,-0.0252255306417405,-0.00274999733264936
"delta",0.00707735791713137,0.00300311784083142,-0.00232839613566338,0.0240284325554456,-0.00481041248760115,-0.00393796942932856
"lambda",0.0344320514020253,-0.0431128196997532,-0.0252255306417405,-0.00481041248760115,1.13391086366477,-0.0398101938272985
"luce",-0.00721447544115971,-0.0058626041921247,-0.00274999733264936,-0.00393796942932856,-0.0398101938272985,0.0644987141011014
"alpha",0.00552374369215307,-0.00152153308103232,-0.00203309700811252,0.00387825939387378,0.000648971008640449,-0.00322972489218201
"beta",-0.00152153308103232,0.0690832069765324,-5.69616936408283e-05,-0.0375104311047046,0.0151427183532862,0.00526964317018069
"gamma",-0.00203309700811252,-5.69616936408283e-05,0.00960950201771293,-0.00160421275416417,-0.00477782892955806,-0.00268431429476801
"delta",0.00387825939387378,-0.0375104311047046,-0.00160421275416417,0.0793592437367435,-0.0688375162028309,-0.0104328754111781
"lambda",0.000648971008640449,0.0151427183532862,-0.00477782892955806,-0.0688375162028309,1.2850560333291,-0.000905196397327585
"luce",-0.00322972489218201,0.00526964317018069,-0.00268431429476801,-0.0104328754111781,-0.000905196397327585,0.0751054848808367
"alpha",0.00825976607571699,-0.00256453650245704,-0.00375872671197944,0.00670250997344838,-0.00339386103988582,-0.0153220380169131
"beta",-0.00256453650245704,0.0738918520011691,-2.34197663196654e-05,-0.0323143848037287,0.0112581358608265,0.00487152161871741
"gamma",-0.00375872671197944,-2.34197663196654e-05,0.0203935816734875,-0.00299274647143743,-0.00422303956065279,-0.00219597476359082
"delta",0.00670250997344838,-0.0323143848037287,-0.00299274647143743,0.0630837649168332,-0.0545435695507587,-0.0154914174797785
"lambda",-0.00339386103988582,0.0112581358608265,-0.00422303956065279,-0.0545435695507587,1.29807126279289,0.0173849184658195
"luce",-0.0153220380169131,0.00487152161871741,-0.00219597476359082,-0.0154914174797785,0.0173849184658195,0.0811366277898066
"alpha",0.0643977082603181,0.000318876246875329,-0.021145178984201,-0.00127719266940955,0.0208622336387758,-1.67174218538854e-06
"beta",0.000318876246875329,0.00217954134669033,0.000846223694778906,0.000506498454397742,0.00493751511326612,0.00100966070650952
"gamma",-0.021145178984201,0.000846223694778906,0.0691901574304803,-0.00115958097877714,-0.00471141451308202,-0.00233143177196423
"delta",-0.00127719266940955,0.000506498454397742,-0.00115958097877714,0.006986743616582,-0.00219644452139836,-0.00118378749292122
"lambda",0.0208622336387758,0.00493751511326612,-0.00471141451308202,-0.00219644452139836,1.03848616382701,-0.0189472753917265
"luce",-1.67174218538854e-06,0.00100966070650952,-0.00233143177196423,-0.00118378749292122,-0.0189472753917265,0.076079771965243
"alpha",0.0554097994520054,-0.000920067901719693,-0.0290213771875716,0.000115208218213897,0.00603318057769297,-1.54821735368654e-05
"beta",-0.000920067901719693,0.0109640821784593,0.00519020482436291,-0.0015678430592113,-0.0258552784793377,-0.00458236715576605
"gamma",-0.0290213771875716,0.00519020482436291,0.0895759774024894,-0.0016465492895373,0.0123889142498962,-0.0057478209667141
"delta",0.000115208218213897,-0.0015678430592113,-0.0016465492895373,0.0056600045859485,-0.021837412667792,-0.00390218258667042
"lambda",0.00603318057769297,-0.0258552784793377,0.0123889142498962,-0.021837412667792,1.21664373465275,-0.0360160025433024
"luce",-1.54821735368654e-05,-0.00458236715576605,-0.0057478209667141,-0.00390218258667042,-0.0360160025433024,0.0841238983156504
"alpha",0.0495303756503856,0.00168698380743724,-0.0127863653961959,0.000915194175735558,0.0137428588253947,-0.00507036035746875
"beta",0.00168698380743724,0.00759564162165716,0.00504490338431311,-0.000170267616156645,-0.0210810833437754,-0.00380691825989556
"gamma",-0.0127863653961959,0.00504490338431311,0.0816409742396896,-0.0022321687214661,-0.0118771524883428,-0.00424092113528225
"delta",0.000915194175735558,-0.000170267616156645,-0.0022321687214661,0.00603452103276638,-0.0009744636247998,-0.000888558947884304
"lambda",0.0137428588253947,-0.0210810833437754,-0.0118771524883428,-0.0009744636247998,0.825366648154415,-0.0131797800341301
"luce",-0.00507036035746875,-0.00380691825989556,-0.00424092113528225,-0.000888558947884304,-0.0131797800341301,0.0659578270651169
"alpha",0.0588834667986615,0.00322873695466869,-0.0166773575660062,0.000436902259483054,0.0109788928885584,0.000867375541087793
"beta",0.00322873695466869,0.00844461445210554,0.00357136979577674,0.000241271621206555,-0.0199313030264543,-0.00170833458112579
"gamma",-0.0166773575660062,0.00357136979577674,0.0650834486234209,-0.000368394704954147,-0.00237157638984419,-0.00278710220715093
"delta",0.000436902259483054,0.000241271621206555,-0.000368394704954147,0.00612530899983391,-0.0041342306602406,0.000242579326747667
"lambda",0.0109788928885584,-0.0199313030264543,-0.00237157638984419,-0.0041342306602406,1.03389970064992,-0.0216750647997882
"luce",0.000867375541087793,-0.00170833458112579,-0.00278710220715093,0.000242579326747667,-0.0216750647997882,0.0766375271959538
"alpha",0.0760682745516631,-0.00305396941463199,-0.0319190596275136,0.00170564695744586,0.00620057108287369,0.00237930986696938
"beta",-0.00305396941463199,0.0710510138919638,0.00429550205646455,-0.0143065894207492,0.00232637313112505,-0.00217558847864357
"gamma",-0.0319190596275136,0.00429550205646455,0.0566107943470903,0.000781594582335632,0.00483638440191735,-0.0111073481902698
"delta",0.00170564695744586,-0.0143065894207492,0.000781594582335632,0.0183605145520706,-0.0410004492542156,-0.00696387113410035
"lambda",0.00620057108287369,0.00232637313112505,0.00483638440191735,-0.0410004492542156,1.36190697831341,0.00494706392300057
"luce",0.00237930986696938,-0.00217558847864357,-0.0111073481902698,-0.00696387113410035,0.00494706392300057,0.0818918434406428
"alpha",0.0509656183735844,-8.35477567228252e-05,-0.0274502101789848,0.000714371947990848,0.000354421686702327,-0.000910416118492168
"beta",-8.35477567228252e-05,0.010171577031222,0.00474804843178564,-0.00190230656099092,-0.044132219784064,-0.00831412183871289
"gamma",-0.0274502101789848,0.00474804843178564,0.0898082176906134,-0.00183756924408591,0.00797503583477569,-0.00504054175519575
"delta",0.000714371947990848,-0.00190230656099092,-0.00183756924408591,0.00363533587363731,-0.0128546629458431,-0.00305138641935615
"lambda",0.000354421686702327,-0.044132219784064,0.00797503583477569,-0.0128546629458431,1.14721050350971,-0.0204801668189008
"luce",-0.000910416118492168,-0.00831412183871289,-0.00504054175519575,-0.00305138641935615,-0.0204801668189008,0.0805422102952009
"alpha",0.0572430890136952,-0.00434833151949997,-0.0318799114552708,0.00301462838156439,-0.00511566309222825,0.00401008755563682
"beta",-0.00434833151949997,0.0732599805854163,0.00890845584291861,-0.0180437794622854,-0.00997267995732772,0.00191426064095467
"gamma",-0.0318799114552708,0.00890845584291861,0.0989527322780979,-0.0030224138110845,0.000420332178083805,-0.0152077672928154
"delta",0.00301462838156439,-0.0180437794622854,-0.0030224138110845,0.0232701837576031,-0.0348975509999538,-0.00711250249415115
"lambda",-0.00511566309222825,-0.00997267995732772,0.000420332178083805,-0.0348975509999538,1.32269052253074,0.00256134629573378
"luce",0.00401008755563682,0.00191426064095467,-0.0152077672928154,-0.00711250249415115,0.00256134629573378,0.0788906753921825
"alpha",0.0484566718321242,0.00258720290994443,0.00130754207104119,0.0013183030447832,0.03981641812015,0.0033542867544528
"beta",0.00258720290994443,0.00734288759014104,0.00715222280791952,0.00240312301952968,-0.0240436904431142,-0.00325571020851259
"gamma",0.00130754207104119,0.00715222280791952,0.07273054094473,-0.000359400749463618,-0.000485882805752997,0.000360399462002607
"delta",0.0013183030447832,0.00240312301952968,-0.000359400749463618,0.00629806999064798,0.00139090400685936,-0.000822995144041791
"lambda",0.03981641812015,-0.0240436904431142,-0.000485882805752997,0.00139090400685936,1.07613122876813,-0.0306966417001911
"luce",0.0033542867544528,-0.00325571020851259,0.000360399462002607,-0.000822995144041791,-0.0306966417001911,0.0770264507624247
"alpha",0.0489743620897194,0.000593614938305059,-0.0211537100664328,0.0031081125393142,0.00158551933278188,-0.00524535901751103
"beta",0.000593614938305059,0.0654308904313604,0.00220584403604214,-0.0210179954720948,0.00125741460451706,0.000417707884942153
"gamma",-0.0211537100664328,0.00220584403604214,0.0656524643303367,-0.000181056054529013,-0.000888526425416722,-0.00861233766875511
"delta",0.0031081125393142,-0.0210179954720948,-0.000181056054529013,0.032405137035149,-0.0466882069826535,-0.00896080370147614
"lambda",0.00158551933278188,0.00125741460451706,-0.000888526425416722,-0.0466882069826535,1.36457137636804,0.00311880629116209
"luce",-0.00524535901751103,0.000417707884942153,-0.00861233766875511,-0.00896080370147614,0.00311880629116209,0.0806609722916348
