"","lambda","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"lambdaTemp",2.68602066893812,0.670906600789304,1.58704625878231,2.19431921869347,2.62232794018681,3.09323674972317,4.2124958121328
"lambdaTemp",3.11912601158589,0.527986639998633,2.16485261696857,2.75290087083907,3.09485064256742,3.47101283214576,4.22008891217037
"lambdaTemp",3.7258344755824,0.886307744813354,1.7907118422691,3.11161372963501,3.86063660809991,4.45750062083206,4.94374307510814
"lambdaTemp",2.76413570450473,0.91859283736981,1.24839106221483,2.04233502379644,2.65463095049828,3.42109497462422,4.63279137557103
"lambdaTemp",4.09326349821135,0.602364158596138,2.75411880611512,3.69057678200511,4.1719698465892,4.57378173975681,4.96383568826105
"lambdaTemp",2.09605677379509,0.497118133147668,1.2179721933057,1.73963461960384,2.05696239635331,2.41676194590646,3.16793963723113
"lambdaTemp",1.38327049723902,0.342478158904841,1.01050527042258,1.12181488706844,1.28976939183591,1.54335131347355,2.23710816969288
"lambdaTemp",1.47073058110865,0.412746277963082,1.01350145789331,1.15292624408228,1.36255977207937,1.68548908944354,2.53815198537618
"lambdaTemp",1.65944419942012,0.598356885446246,1.02236694601665,1.21943083647474,1.49013137950542,1.93410870640628,3.3048868353749
"lambdaTemp",3.19260069644713,1.1039716433964,1.1384542968888,2.31167768910388,3.22920612658994,4.15827592042819,4.88492632967459
"lambdaTemp",3.29295180554674,1.08260770092839,1.19131165273412,2.44662081749203,3.38891846728134,4.20620827203702,4.94746744396443
"lambdaTemp",3.03582937212135,1.1060015198879,1.18964421831635,2.11821814392809,3.04111386738763,3.96257772930056,4.89992736086393
"lambdaTemp",1.81138730375005,0.344379519906176,1.25523607366477,1.57039478751182,1.77989740178845,2.00799755465286,2.59965165697858
"lambdaTemp",2.48433974092522,0.73131778217111,1.26587625441684,1.93205831029956,2.42680781219701,2.95093092286272,4.06768217861102
"lambdaTemp",3.91735345109531,0.69883630379784,2.42309687232592,3.42757881853905,4.01916450473389,4.48467505522189,4.94470526237522
"lambdaTemp",1.58352464690982,0.404122295672295,1.02410921686501,1.27582532300653,1.52074372342884,1.80262467345143,2.53961716433857
"lambdaTemp",3.92483526215567,0.49433688024234,2.98520338572508,3.57276271035847,3.91175021892246,4.26719362169495,4.86639239699875
"lambdaTemp",2.42885787714558,0.956570698240843,1.11007073350766,1.6810886465508,2.24643739862582,3.02637198302085,4.6008680681497
"lambdaTemp",2.22241096700943,0.777773950060636,1.12687743805454,1.61907653818881,2.07471075353449,2.69387318921602,4.02025243169498
"lambdaTemp",3.20801350055134,1.12010943305703,1.11776970349047,2.32266882481774,3.32432619010158,4.17492096457892,4.90750298449824
"lambdaTemp",1.57499693612124,0.361310515189283,1.0746248253389,1.31186313181424,1.5016018848952,1.7692712580948,2.45409163548591
