"","alpha","beta","gamma","delta","lambda","luce"
"gamma",-0.000369731411567751,-0.000124339973905577,0.00048743552309606,1.55042680805799e-05,-0.00283798410854952,0.00191674822248115
"delta",-1.12693560313692e-05,-0.000420477389584763,1.55042680805799e-05,0.000138596065348591,0.00262426241873909,0.000111534429893736
"lambda",0.00940589745489013,-0.0612920424983396,-0.00283798410854952,0.00262426241873909,0.602524582470631,-0.0474226865657836
"luce",-0.00638115489198459,-0.00232909357467912,0.00191674822248115,0.000111534429893736,-0.0474226865657836,0.0333118683916175
"alpha",0.000491498168981371,0.000165554146121374,-2.2643581112356e-06,-6.96027928306577e-05,0.000992397417476257,-0.00159126180738351
"beta",0.000165554146121374,0.000994555964124252,-1.01020684918419e-05,-0.000523776937631431,-0.0100719586744361,-0.000792518837699916
"gamma",-2.2643581112356e-06,-1.01020684918419e-05,0.000157473759023989,1.1282734987203e-05,-0.000572645820339936,0.000256718447041482
"delta",-6.96027928306577e-05,-0.000523776937631431,1.1282734987203e-05,0.000581302498487987,0.00446010098714483,0.000353842095939042
"lambda",0.000992397417476257,-0.0100719586744361,-0.000572645820339936,0.00446010098714483,0.279371832554711,-0.00734333751134112
"luce",-0.00159126180738351,-0.000792518837699916,0.000256718447041482,0.000353842095939042,-0.00734333751134112,0.00874886290537655
"alpha",0.00105719587526292,-3.71240414303985e-05,-0.00022734190965255,2.83343321828038e-05,0.0116946385576387,-0.00272032799656055
"beta",-3.71240414303985e-05,0.00131982338407323,-7.33011294427427e-06,-0.000478597329823871,-0.0177468818816877,3.14684602971445e-05
"gamma",-0.00022734190965255,-7.33011294427427e-06,0.000534773944551824,1.02935210573445e-06,-0.00199142703036389,0.000611490424552251
"delta",2.83343321828038e-05,-0.000478597329823871,1.02935210573445e-06,0.000344337951364029,0.00678653339649454,-1.1524227780456e-05
"lambda",0.0116946385576387,-0.0177468818816877,-0.00199142703036389,0.00678653339649454,0.408904632648524,-0.0336241462639579
"luce",-0.00272032799656055,3.14684602971445e-05,0.000611490424552251,-1.1524227780456e-05,-0.0336241462639579,0.00841234681711624
"alpha",0.000832405348335283,0.000179608300560753,-0.000159924146910821,-0.000108900336838074,0.0038527006877463,-0.00434587715729379
"beta",0.000179608300560753,0.00369816059674739,2.80215430579915e-05,-0.001600142956474,-0.0208321457554842,-0.00114899933515561
"gamma",-0.000159924146910821,2.80215430579915e-05,0.00130652917824158,-1.29586875494032e-05,-0.00194589708075054,0.000859666960688076
"delta",-0.000108900336838074,-0.001600142956474,-1.29586875494032e-05,0.000731764891663284,0.0117900853079251,0.000710026666286884
"lambda",0.0038527006877463,-0.0208321457554842,-0.00194589708075054,0.0117900853079251,0.851952116735608,-0.0237710446371354
"luce",-0.00434587715729379,-0.00114899933515561,0.000859666960688076,0.000710026666286884,-0.0237710446371354,0.0289615313084353
"alpha",0.0201139683749766,0.000868039214904667,-0.00106683227130975,-0.000100236647803266,0.0161650258600102,-0.00873213505075247
"beta",0.000868039214904667,0.00281309595875869,5.96318023587568e-05,-0.000187177657257992,-0.0196060763956342,-0.00450603077197007
"gamma",-0.00106683227130975,5.96318023587568e-05,0.00155428889525781,1.95500940752778e-05,0.000111281229310148,-0.000161913636505789
"delta",-0.000100236647803266,-0.000187177657257992,1.95500940752778e-05,0.000179883026510014,0.00136451913507625,0.000488242467462414
"lambda",0.0161650258600102,-0.0196060763956342,0.000111281229310148,0.00136451913507625,0.59779251806199,-0.101548280232336
"luce",-0.00873213505075247,-0.00450603077197007,-0.000161913636505789,0.000488242467462414,-0.101548280232336,0.0497768169646583
"alpha",0.00145567304216091,0.000918031993687546,-0.000480588832690638,1.18893481806356e-05,0.00209226675145108,-0.00699529286799249
"beta",0.000918031993687546,0.0529218896198353,-0.000411651888938029,-0.00224650345514561,-0.0702055892616373,-0.0051649945824234
"gamma",-0.000480588832690638,-0.000411651888938029,0.000273864944117152,1.15851915393259e-05,-0.00101648355205938,0.00236206054345654
"delta",1.18893481806356e-05,-0.00224650345514561,1.15851915393259e-05,0.00135530625214778,-0.000588558034008245,-1.69748242324342e-05
"lambda",0.00209226675145108,-0.0702055892616373,-0.00101648355205938,-0.000588558034008245,1.28407040287468,-0.01041140307871
"luce",-0.00699529286799249,-0.0051649945824234,0.00236206054345654,-1.69748242324342e-05,-0.01041140307871,0.0387691997091409
"alpha",0.0029144060701579,0.00232924874914369,-0.000976798947732033,-2.29581065350769e-05,0.00157922546880511,-0.00789381182754842
"beta",0.00232924874914369,0.0354647757341994,-0.000470977859903616,-0.00422089519033438,-0.0917436625090371,-0.0081732221788371
"gamma",-0.000976798947732033,-0.000470977859903616,0.0131032797659555,0.000138271464928664,-0.00415962897703242,0.00108108289819229
"delta",-2.29581065350769e-05,-0.00422089519033438,0.000138271464928664,0.00072864008569199,0.00138390660707911,-5.51175583153619e-05
"lambda",0.00157922546880511,-0.0917436625090371,-0.00415962897703242,0.00138390660707911,1.11880558912946,-0.00553339307962233
"luce",-0.00789381182754842,-0.0081732221788371,0.00108108289819229,-5.51175583153619e-05,-0.00553339307962233,0.0303478591999623
"alpha",0.000727867840581445,3.99290740452461e-05,-0.000168205442942045,1.08576221432672e-05,0.00228065333842944,-0.00191033785970979
"beta",3.99290740452461e-05,0.00154349466268272,-9.25781884450309e-06,-0.000321640534575767,-0.0089123404003737,-0.000597205145313091
"gamma",-0.000168205442942045,-9.25781884450309e-06,6.88934763079244e-05,2.86734970728445e-06,-0.000760251315076276,0.000649036477293374
"delta",1.08576221432672e-05,-0.000321640534575767,2.86734970728445e-06,0.000362911891576673,0.00227211601061745,0.000375582198037549
"lambda",0.00228065333842944,-0.0089123404003737,-0.000760251315076276,0.00227211601061745,0.0970934243294406,-0.0237874084131914
"luce",-0.00191033785970979,-0.000597205145313091,0.000649036477293374,0.000375582198037549,-0.0237874084131914,0.022594019623877
"alpha",0.00394358781792493,0.00203058292100062,-0.000418176297792556,0.000104264485418587,-0.000615825029532703,-0.0134718428960293
"beta",0.00203058292100062,0.0464146151541578,0.000104233937842495,-0.00112440146331692,-0.0755506396786061,-0.00777435993865536
"gamma",-0.000418176297792556,0.000104233937842495,0.00066985770148453,-2.30239426880275e-05,-0.00133064769022716,0.00186598459631693
"delta",0.000104264485418587,-0.00112440146331692,-2.30239426880275e-05,0.00080646147978254,2.16141184217226e-05,-0.000385317239389269
"lambda",-0.000615825029532703,-0.0755506396786061,-0.00133064769022716,2.16141184217226e-05,1.23953904003344,0.00358488506375397
"luce",-0.0134718428960293,-0.00777435993865536,0.00186598459631693,-0.000385317239389269,0.00358488506375397,0.0503239341331968
"alpha",0.0014079922745924,0.00023756169895049,-0.000862021571779758,-6.09739539037592e-05,0.0103785765746113,-0.00730476833724656
"beta",0.00023756169895049,0.00161393845364037,-5.21654120194197e-05,-0.000443885015231457,-0.00852511543540735,-0.00204758961872467
"gamma",-0.000862021571779758,-5.21654120194197e-05,0.00153965037313469,-7.75607936967282e-06,-0.00621325973094106,0.00399816583410235
"delta",-6.09739539037592e-05,-0.000443885015231457,-7.75607936967282e-06,0.000294702227305829,0.00252813581317367,0.000806585966536995
"lambda",0.0103785765746113,-0.00852511543540735,-0.00621325973094106,0.00252813581317367,0.172461675196245,-0.0585022261962527
"luce",-0.00730476833724656,-0.00204758961872467,0.00399816583410235,0.000806585966536995,-0.0585022261962527,0.0477991415607105
"alpha",0.0150822695718247,0.00166633072252702,-0.00240879152867362,2.03060643695485e-06,0.0106581923588564,-0.00947440239308004
"beta",0.00166633072252702,0.00940876914716653,0.000173084746219735,-0.000666403243304651,-0.0650687117686754,-0.0111781741949496
"gamma",-0.00240879152867362,0.000173084746219735,0.000512932846625367,-2.34707759597728e-05,0.000412026761703172,-0.000751180327286957
"delta",2.03060643695485e-06,-0.000666403243304651,-2.34707759597728e-05,0.000196313174782289,0.00387801086663544,0.000602298790795948
"lambda",0.0106581923588564,-0.0650687117686754,0.000412026761703172,0.00387801086663544,0.917958172384542,-0.0564787211997218
"luce",-0.00947440239308004,-0.0111781741949496,-0.000751180327286957,0.000602298790795948,-0.0564787211997218,0.0609623086254732
"alpha",0.0013442784164764,2.03663210916589e-05,-0.000420190706468823,-4.74162805990367e-05,0.0157505940794219,-0.00633958350299204
"beta",2.03663210916589e-05,0.000967502747379789,-1.73486746969487e-05,-0.000317415448351134,-0.0107802472386715,-0.000306657079238821
"gamma",-0.000420190706468823,-1.73486746969487e-05,0.000208107686129024,2.78789191515076e-05,-0.0047907678421918,0.0020253131121189
"delta",-4.74162805990367e-05,-0.000317415448351134,2.78789191515076e-05,0.000606821120581397,0.00317311164246352,0.000640607092482496
"lambda",0.0157505940794219,-0.0107802472386715,-0.0047907678421918,0.00317311164246352,0.355549315099068,-0.0788969440257048
"luce",-0.00633958350299204,-0.000306657079238821,0.0020253131121189,0.000640607092482496,-0.0788969440257048,0.0351959664425498
"alpha",0.00245449346296946,0.000224750648166729,-0.000449581120418297,-0.000116872816545737,0.0277376305952854,-0.00836972647139536
"beta",0.000224750648166729,0.000722315836323982,-3.97887730599469e-05,-0.000619805679434375,-0.00931873545704868,-0.000762215475120167
"gamma",-0.000449581120418297,-3.97887730599469e-05,0.000858812899385029,4.32223901314039e-06,-0.00484286204402628,0.00163248035324024
"delta",-0.000116872816545737,-0.000619805679434375,4.32223901314039e-06,0.00225035819861463,0.0103476308616987,0.000442385659936703
"lambda",0.0277376305952854,-0.00931873545704868,-0.00484286204402628,0.0103476308616987,0.601383373081929,-0.102870595113998
"luce",-0.00836972647139536,-0.000762215475120167,0.00163248035324024,0.000442385659936703,-0.102870595113998,0.031754087348702
"alpha",0.00208719319590456,0.00120442932649672,0.000330708815825073,3.59004522911102e-05,0.00180437753066645,-0.00520064018212963
"beta",0.00120442932649672,0.0437942425933676,-0.000758062996013332,-0.000837947119311872,-0.0699287317618052,-0.00452674223422939
"gamma",0.000330708815825073,-0.000758062996013332,0.00538609277994094,-1.19418148916057e-05,-0.00222372542386215,0.00281085369523387
"delta",3.59004522911102e-05,-0.000837947119311872,-1.19418148916057e-05,0.000818971201942838,-0.00129950887226735,-0.000187977258535222
"lambda",0.00180437753066645,-0.0699287317618052,-0.00222372542386215,-0.00129950887226735,1.16976775806748,-0.00623367929165029
"luce",-0.00520064018212963,-0.00452674223422939,0.00281085369523387,-0.000187977258535222,-0.00623367929165029,0.0198881152684011
"alpha",0.000732382590186662,0.000147735082139734,-0.000229074656843587,1.22300637581733e-05,0.0033123634517697,-0.00224015385883741
"beta",0.000147735082139734,0.0105804180620067,-1.08741629454275e-05,-0.00189653376014739,-0.070012225125662,-0.00254396680980934
"gamma",-0.000229074656843587,-1.08741629454275e-05,0.000137817394763945,-1.15654313230589e-05,-0.000874338078600667,0.000455319207071827
"delta",1.22300637581733e-05,-0.00189653376014739,-1.15654313230589e-05,0.000511397494120684,0.0134811571040738,0.000501274613823425
"lambda",0.0033123634517697,-0.070012225125662,-0.000874338078600667,0.0134811571040738,0.593332893391907,-0.024828588946109
"luce",-0.00224015385883741,-0.00254396680980934,0.000455319207071827,0.000501274613823425,-0.024828588946109,0.0250735160519444
"alpha",0.000794090768092105,0.000102670210736365,-0.000269682928945896,-2.29279287162641e-05,0.00519811058781482,-0.00225207801625282
"beta",0.000102670210736365,0.0031479814928107,-0.000152262351178594,-0.000855619094462996,-0.019013153522545,-0.000679174727685695
"gamma",-0.000269682928945896,-0.000152262351178594,0.00162738504491195,4.61363589372312e-05,-0.00065492300408727,0.000748327689952307
"delta",-2.29279287162641e-05,-0.000855619094462996,4.61363589372312e-05,0.000278538402795159,0.00522043789178631,0.000193252317960386
"lambda",0.00519811058781482,-0.019013153522545,-0.00065492300408727,0.00522043789178631,0.175930170958434,-0.0142963133717714
"luce",-0.00225207801625282,-0.000679174727685695,0.000748327689952307,0.000193252317960386,-0.0142963133717714,0.00791841128866313
"alpha",0.00107908440410688,0.0003752976846843,-7.34791751577094e-05,3.59005986153867e-05,0.00169895604410016,-0.00460899129276463
"beta",0.0003752976846843,0.0568227587269262,-0.000168850855599724,-0.00454204062473853,-0.0697247144619708,-0.00208627693830924
"gamma",-7.34791751577094e-05,-0.000168850855599724,0.000243565519781636,3.11921420674799e-05,-0.000259200050265218,0.00070456852263025
"delta",3.59005986153867e-05,-0.00454204062473853,3.11921420674799e-05,0.000618004720685026,-0.0028878263485601,-0.000152876137339239
"lambda",0.00169895604410016,-0.0697247144619708,-0.000259200050265218,-0.0028878263485601,1.29437308775032,-0.0089696867325939
"luce",-0.00460899129276463,-0.00208627693830924,0.00070456852263025,-0.000152876137339239,-0.0089696867325939,0.0234541194483153
"alpha",0.00409670235941464,0.0019609248430609,3.71954246781361e-05,0.000137268355125229,0.00114933263697169,-0.0105707012171693
"beta",0.0019609248430609,0.0406359335947339,1.80897062699145e-05,-0.00125300372448425,-0.0702089708301155,-0.00606529822422045
"gamma",3.71954246781361e-05,1.80897062699145e-05,0.00105234231056551,2.31634155987019e-05,-0.00183768257172083,0.000777389319298917
"delta",0.000137268355125229,-0.00125300372448425,2.31634155987019e-05,0.00129855827284975,-0.000672675188128981,-0.000560070654134553
"lambda",0.00114933263697169,-0.0702089708301155,-0.00183768257172083,-0.000672675188128981,1.23268792863813,-0.00406196386570763
"luce",-0.0105707012171693,-0.00606529822422045,0.000777389319298917,-0.000560070654134553,-0.00406196386570763,0.033251306971241
"alpha",0.00352129637896712,0.00227767064317447,0.000137238565413968,-0.000127340897119241,0.00387513643075292,-0.0098140803246356
"beta",0.00227767064317447,0.0414217947471714,0.000195598995168857,-0.00154928290374701,-0.0737051643852822,-0.0066720403514523
"gamma",0.000137238565413968,0.000195598995168857,0.00264351575873424,2.14965094615015e-06,0.00115117438778124,0.000222838871415201
"delta",-0.000127340897119241,-0.00154928290374701,2.14965094615015e-06,0.00120940295850096,0.000875345399286268,0.00031724904710665
"lambda",0.00387513643075292,-0.0737051643852822,0.00115117438778124,0.000875345399286268,1.24497381066482,-0.0125565511349584
"luce",-0.0098140803246356,-0.0066720403514523,0.000222838871415201,0.00031724904710665,-0.0125565511349584,0.0295054886510956
"alpha",0.000856614432255715,1.55143080325336e-05,-0.000180973081871335,-1.75944380366684e-05,0.0117131667911889,-0.00419971543090156
"beta",1.55143080325336e-05,0.000790571194884878,1.34489983077027e-06,-0.00060465027028896,-0.0121523809499177,0.000491425279365085
"gamma",-0.000180973081871335,1.34489983077027e-06,5.7591944246531e-05,3.0506719448192e-06,-0.00245322970546668,0.000979500256087251
"delta",-1.75944380366684e-05,-0.00060465027028896,3.0506719448192e-06,0.00115147326386377,0.0108660150542417,0.000372876838196202
"lambda",0.0117131667911889,-0.0121523809499177,-0.00245322970546668,0.0108660150542417,0.399900037545704,-0.0677132820197402
"luce",-0.00419971543090156,0.000491425279365085,0.000979500256087251,0.000372876838196202,-0.0677132820197402,0.040737235253546
"alpha",0.00289080878637372,7.0681349923423e-05,-0.000269371763846227,-1.19900919144322e-05,0.0260144055074919,-0.00824312810287911
"beta",7.0681349923423e-05,0.000882156482266784,-5.75945361066245e-05,-0.000280154203770961,-0.0112154950280572,-0.000167816783297398
"gamma",-0.000269371763846227,-5.75945361066245e-05,0.00431708686482677,-6.75048519391534e-05,-0.000302172398977987,0.000540780829003913
"delta",-1.19900919144322e-05,-0.000280154203770961,-6.75048519391534e-05,0.00107130712752343,0.00430465248610841,5.41064510472311e-07
"lambda",0.0260144055074919,-0.0112154950280572,-0.000302172398977987,0.00430465248610841,0.466333614581952,-0.0845427116631055
"luce",-0.00824312810287911,-0.000167816783297398,0.000540780829003913,5.41064510472311e-07,-0.0845427116631055,0.0275206604053576
"alpha",0.00937028399160422,0.00565014140932721,-0.000606097744087506,-0.00127470058081022,0.0111648451426589,-0.0260210415439067
"beta",0.00565014140932721,0.0111052979806189,-0.000290642337110905,-0.00246401600846421,-0.0622189552518373,-0.0173856784837656
"gamma",-0.000606097744087506,-0.000290642337110905,0.000147312764985704,6.51236179960847e-05,-0.000290077860817865,0.00128530849504157
"delta",-0.00127470058081022,-0.00246401600846421,6.51236179960847e-05,0.000552785659073077,0.013656766149438,0.00393880460490115
"lambda",0.0111648451426589,-0.0622189552518373,-0.000290077860817865,0.013656766149438,0.976340933040797,-0.0315743240809493
"luce",-0.0260210415439067,-0.0173856784837656,0.00128530849504157,0.00393880460490115,-0.0315743240809493,0.0809155965082666
"alpha",0.0186044240957546,0.00061692141138298,-0.000686568053923944,-6.89892526055967e-05,0.0287486556339519,-0.0147817908357975
"beta",0.00061692141138298,0.00568907452266812,-5.17262135793046e-05,-0.000519939828948866,-0.0348519258180872,-0.00400735837969741
"gamma",-0.000686568053923944,-5.17262135793046e-05,0.00110385323555964,1.25810359404391e-05,-0.000508597566671489,0.000249211273477169
"delta",-6.89892526055967e-05,-0.000519939828948866,1.25810359404391e-05,0.000164711819840503,0.0032810657816812,0.000381676466922447
"lambda",0.0287486556339519,-0.0348519258180872,-0.000508597566671489,0.0032810657816812,0.643941295550088,-0.141561229236515
"luce",-0.0147817908357975,-0.00400735837969741,0.000249211273477169,0.000381676466922447,-0.141561229236515,0.0768816179880072
"alpha",0.00240440167232158,0.000308773929256847,0.000489047885240022,-0.0001029070703937,0.00724099955768424,-0.00573403805837353
"beta",0.000308773929256847,0.000670001644632049,0.000122413615461853,-0.000188738393051033,-0.00325578086464474,-0.000850030683026134
"gamma",0.000489047885240022,0.000122413615461853,0.00353340285080281,-1.1604435128289e-05,-0.00183101619861038,0.000628456494036644
"delta",-0.0001029070703937,-0.000188738393051033,-1.1604435128289e-05,8.64722976345617e-05,0.000971155787951049,0.000288539065416444
"lambda",0.00724099955768424,-0.00325578086464474,-0.00183101619861038,0.000971155787951049,0.086210280338906,-0.0208535385713706
"luce",-0.00573403805837353,-0.000850030683026134,0.000628456494036644,0.000288539065416444,-0.0208535385713706,0.0166824901212612
"alpha",0.000355186631978057,3.75509058055173e-06,-0.000119537274393631,8.98392196957891e-06,0.00188629501807037,-0.00149420376251073
"beta",3.75509058055173e-06,0.000896669399561088,1.24986265877077e-05,-0.00060890486588513,-0.00603427582338867,-0.000133735757888849
"gamma",-0.000119537274393631,1.24986265877077e-05,0.000271902385254352,-5.92006219853211e-05,-0.000695414678920678,0.000564371034812106
"delta",8.98392196957891e-06,-0.00060890486588513,-5.92006219853211e-05,0.00286796252808323,0.00374005025703156,0.000338078903248746
"lambda",0.00188629501807037,-0.00603427582338867,-0.000695414678920678,0.00374005025703156,0.0621372730800511,-0.0103619816681202
"luce",-0.00149420376251073,-0.000133735757888849,0.000564371034812106,0.000338078903248746,-0.0103619816681202,0.0101604356170829
"alpha",0.00149416860513633,9.19195252938641e-05,-0.000627994142320752,-0.000130851423021587,0.019128281280294,-0.00559617121854615
"beta",9.19195252938641e-05,0.000953250328522726,-6.37946713324124e-05,-0.000606913065484745,-0.0123759258554407,-0.000518702071985543
"gamma",-0.000627994142320752,-6.37946713324124e-05,0.00097845604358536,3.13508998409e-05,-0.00695556003043425,0.00234868789308197
"delta",-0.000130851423021587,-0.000606913065484745,3.13508998409e-05,0.00140701571125107,0.0067625383544928,0.000731720616146994
"lambda",0.019128281280294,-0.0123759258554407,-0.00695556003043425,0.0067625383544928,0.494966602462384,-0.0741451019015265
"luce",-0.00559617121854615,-0.000518702071985543,0.00234868789308197,0.000731720616146994,-0.0741451019015265,0.0236518036779709
"alpha",0.00172341492479087,0.000376792843318019,-0.000533468506356319,-0.00037719159718062,0.00434186703537119,-0.00787989664665561
"beta",0.000376792843318019,0.00267804173131587,-0.000110017406411127,-0.00152111174218591,-0.00904561096396097,-0.0018062328993671
"gamma",-0.000533468506356319,-0.000110017406411127,0.000466899489558331,0.000128323513431727,-0.00149494872198617,0.00257644123913761
"delta",-0.00037719159718062,-0.00152111174218591,0.000128323513431727,0.00236107191205529,0.00658449193893478,0.00188802171353577
"lambda",0.00434186703537119,-0.00904561096396097,-0.00149494872198617,0.00658449193893478,0.596733277795656,-0.0220351064800815
"luce",-0.00787989664665561,-0.0018062328993671,0.00257644123913761,0.00188802171353577,-0.0220351064800815,0.0409515705559804
"alpha",0.00196547170297826,2.7254046778337e-05,-0.000592321290074882,-1.88777058551469e-05,0.0221815444204446,-0.00819432337356871
"beta",2.7254046778337e-05,0.000665215997648055,-9.89930647783148e-06,-0.000412757051464885,-0.00933642589461052,-1.22117494451235e-05
"gamma",-0.000592321290074882,-9.89930647783148e-06,0.000225434458198471,2.0292060878416e-06,-0.00633719552850837,0.00239296308769527
"delta",-1.88777058551469e-05,-0.000412757051464885,2.0292060878416e-06,0.000649850014478348,0.00584310718570567,7.29415878914108e-05
"lambda",0.0221815444204446,-0.00933642589461052,-0.00633719552850837,0.00584310718570567,0.434070990878992,-0.101389887201904
"luce",-0.00819432337356871,-1.22117494451235e-05,0.00239296308769527,7.29415878914108e-05,-0.101389887201904,0.0405245277117173
"alpha",0.00355376723693921,0.0022084784820905,-0.000268258953055636,8.45095616230902e-05,0.000776962989700578,-0.0133457315113657
"beta",0.0022084784820905,0.0551681713074748,-0.000132758247259042,-0.001172054994708,-0.0719824074977743,-0.00869311401807156
"gamma",-0.000268258953055636,-0.000132758247259042,0.000176464382981931,-1.34897569946378e-05,-0.000294538259639413,0.0012461099548453
"delta",8.45095616230902e-05,-0.001172054994708,-1.34897569946378e-05,0.000892516989333312,-0.000670973082990563,-0.00039291452409512
"lambda",0.000776962989700578,-0.0719824074977743,-0.000294538259639413,-0.000670973082990563,1.23960096939725,-0.00482736883744047
"luce",-0.0133457315113657,-0.00869311401807156,0.0012461099548453,-0.00039291452409512,-0.00482736883744047,0.0535068909608966
"alpha",0.000434362739742011,-4.84395111696331e-05,-0.000135635345881975,3.70377907109376e-05,0.00368174529745233,-0.00201768456671765
"beta",-4.84395111696331e-05,0.00154352762100927,2.16593475140414e-05,-0.0001593892197847,-0.0118769436027173,0.000313290102298181
"gamma",-0.000135635345881975,2.16593475140414e-05,0.000293992410941854,-1.23664573620981e-06,-0.00124609949857801,0.000736144906453833
"delta",3.70377907109376e-05,-0.0001593892197847,-1.23664573620981e-06,0.00225756245312037,0.00134283615965937,1.83605094345129e-05
"lambda",0.00368174529745233,-0.0118769436027173,-0.00124609949857801,0.00134283615965937,0.140094982878237,-0.0229051193260662
"luce",-0.00201768456671765,0.000313290102298181,0.000736144906453833,1.83605094345129e-05,-0.0229051193260662,0.0133780476205292
"alpha",0.00041297244837463,5.19169302091382e-05,-0.00010932435435887,-1.46616777705204e-05,0.00153785939783147,-0.000942748649327649
"beta",5.19169302091382e-05,0.0159676544923141,1.5904076519603e-06,-8.23548215516126e-05,-0.11504851490649,-0.00138137893149219
"gamma",-0.00010932435435887,1.5904076519603e-06,6.71586430650463e-05,-2.17068231203164e-06,-0.000829507525181034,0.000420536806936015
"delta",-1.46616777705204e-05,-8.23548215516126e-05,-2.17068231203164e-06,0.00150541089150554,0.000711730985220008,4.98225101453392e-05
"lambda",0.00153785939783147,-0.11504851490649,-0.000829507525181034,0.000711730985220008,1.06835070971136,-0.0114171822402253
"luce",-0.000942748649327649,-0.00138137893149219,0.000420536806936015,4.98225101453392e-05,-0.0114171822402253,0.0130770364569394
"alpha",0.00128964347244316,0.00103340073904586,-0.000494905612667287,3.37863063936601e-05,0.00186440482799081,-0.00356402820816817
"beta",0.00103340073904586,0.0427318432063629,-0.000450890622618143,-0.000994002413413004,-0.0737979503231465,-0.00361188074712837
"gamma",-0.000494905612667287,-0.000450890622618143,0.000322165397565602,5.31527253926345e-06,-0.000797377717444832,0.00127054975045767
"delta",3.37863063936601e-05,-0.000994002413413004,5.31527253926345e-06,0.00109153622766217,-0.00185151571707945,-0.000161212352418493
"lambda",0.00186440482799081,-0.0737979503231465,-0.000797377717444832,-0.00185151571707945,1.23842964584165,-0.00446540982623334
"luce",-0.00356402820816817,-0.00361188074712837,0.00127054975045767,-0.000161212352418493,-0.00446540982623334,0.0139176896214878
"alpha",0.0220756054267334,0.00118975780976298,-0.00112975199827271,-0.000575670569036539,0.0108693369055626,-0.0118490469984718
"beta",0.00118975780976298,0.00542603774619016,1.473203660322e-05,-0.00328272082024591,-0.0272310047246488,-0.00484949233369442
"gamma",-0.00112975199827271,1.473203660322e-05,0.00147037912180342,1.70460851815274e-07,0.00129835520650316,-1.13832787761237e-05
"delta",-0.000575670569036539,-0.00328272082024591,1.70460851815274e-07,0.00213867038445944,0.0112033192181509,0.0021150016336852
"lambda",0.0108693369055626,-0.0272310047246488,0.00129835520650316,0.0112033192181509,0.980216367667914,-0.0468300324412748
"luce",-0.0118490469984718,-0.00484949233369442,-1.13832787761237e-05,0.0021150016336852,-0.0468300324412748,0.0650976377513395
"alpha",0.000516882070502473,7.89266948513217e-05,-0.000125963483777798,-1.41865716513493e-05,0.00231888759986629,-0.00217637504110505
"beta",7.89266948513217e-05,0.00392772564827816,-3.27584304939917e-05,-0.000926139364313824,-0.0116607261617148,-0.000570653978490185
"gamma",-0.000125963483777798,-3.27584304939917e-05,0.00056034708937742,5.76451657395993e-06,-5.89620729631351e-05,0.000730187979616167
"delta",-1.41865716513493e-05,-0.000926139364313824,5.76451657395993e-06,0.000231485897524228,0.00214566528001411,0.000108741886223173
"lambda",0.00231888759986629,-0.0116607261617148,-5.89620729631351e-05,0.00214566528001411,0.541588425902586,-0.017213493274765
"luce",-0.00217637504110505,-0.000570653978490185,0.000730187979616167,0.000108741886223173,-0.017213493274765,0.014573473407627
"alpha",0.00167885117936654,0.000777831731784438,-0.000605515918575596,-0.000201983069448581,0.00901666567048433,-0.00715274886051558
"beta",0.000777831731784438,0.00229340859603489,-0.000364382921972507,-0.000574259494929573,-0.0225817741050339,-0.00357534261359807
"gamma",-0.000605515918575596,-0.000364382921972507,0.00085219912896562,9.19466650979206e-05,-0.0019897349690304,0.00266767914753722
"delta",-0.000201983069448581,-0.000574259494929573,9.19466650979206e-05,0.000190847828980242,0.00585318642621147,0.000926378962468986
"lambda",0.00901666567048433,-0.0225817741050339,-0.0019897349690304,0.00585318642621147,0.656953061557525,-0.0434130465577675
"luce",-0.00715274886051558,-0.00357534261359807,0.00266767914753722,0.000926378962468986,-0.0434130465577675,0.0342522514439518
"alpha",0.00243301585311571,-0.000104710854062857,-0.000571055525188788,-3.02984328832788e-05,0.0166495453021941,-0.00734905208844594
"beta",-0.000104710854062857,0.000698892700040792,9.46320416182637e-05,-0.000134038161806031,0.000497429568821708,0.000396994193445437
"gamma",-0.000571055525188788,9.46320416182637e-05,0.00487844996484081,2.3663563696008e-05,-0.000125776436908557,0.00150783583734182
"delta",-3.02984328832788e-05,-0.000134038161806031,2.3663563696008e-05,7.35302162013714e-05,0.00399104091002896,8.68804715867048e-05
"lambda",0.0166495453021941,0.000497429568821708,-0.000125776436908557,0.00399104091002896,0.898756554826084,-0.0588986539783751
"luce",-0.00734905208844594,0.000396994193445437,0.00150783583734182,8.68804715867048e-05,-0.0588986539783751,0.0257343310596973
"alpha",0.00339392187096895,0.00372195556646543,-0.000726773923388047,4.87699756759933e-05,0.00116052018129421,-0.0118596037828858
"beta",0.00372195556646543,0.0228704325585293,-0.00074639656271436,-0.000127615818050064,-0.134764137167111,-0.0140372931408992
"gamma",-0.000726773923388047,-0.00074639656271436,0.00527717607668562,-7.07062684886899e-05,0.000993866648546598,0.00206471755120979
"delta",4.87699756759933e-05,-0.000127615818050064,-7.07062684886899e-05,0.00110349924315621,0.00108077779288772,-0.000176714581535712
"lambda",0.00116052018129421,-0.134764137167111,0.000993866648546598,0.00108077779288772,1.23758377069187,-0.00608819851660254
"luce",-0.0118596037828858,-0.0140372931408992,0.00206471755120979,-0.000176714581535712,-0.00608819851660254,0.0460803235549766
"alpha",0.00475119053471751,0.00302206550165742,0.000350211601186967,7.43986789448775e-05,0.00778196316281959,-0.0148290766530564
