"","alpha","beta","gamma","delta","lambda","luce"
"lambda",0.00758963817448538,-0.00476897900744055,0.0156457160475468,0.00204142540982193,0.803108498590598,-0.0327884577368959
"luce",-0.00331235422886737,-0.00142071907835783,-0.000179827473203402,5.86782468374312e-05,-0.0327884577368959,0.0654669333156062
"alpha",0.0523520011741305,-0.00566451069004865,-0.0403187613869435,0.00417758458880138,0.00477392248291902,-0.00173747496893475
"beta",-0.00566451069004865,0.056065781476832,0.0196365096043893,-0.0186231461209362,-0.0338951121316737,-0.00654353751864992
"gamma",-0.0403187613869435,0.0196365096043893,0.109612371566327,-0.0119360757180872,-0.0242657653285214,-0.00894899359795956
"delta",0.00417758458880138,-0.0186231461209362,-0.0119360757180872,0.0166493840971819,-0.0181953488150796,-0.00270173730689707
"lambda",0.00477392248291902,-0.0338951121316737,-0.0242657653285214,-0.0181953488150796,1.30373659125328,-0.0242162502804093
"luce",-0.00173747496893475,-0.00654353751864992,-0.00894899359795956,-0.00270173730689707,-0.0242162502804093,0.086849284210342
"alpha",0.00543429391031299,-0.00332288355406931,-0.00230419587564344,0.0102988033165303,0.00411010313393142,-0.015352836198588
"beta",-0.00332288355406931,0.0609210873482421,0.00351239534369675,-0.0308783433249738,0.00680874560250276,0.00526296016946528
"gamma",-0.00230419587564344,0.00351239534369675,0.013732294689443,-0.00604489839344125,-0.00710953576768612,-0.00263973292030443
"delta",0.0102988033165303,-0.0308783433249738,-0.00604489839344125,0.0626061968120094,-0.0659610327009391,-0.0253633265093019
"lambda",0.00411010313393142,0.00680874560250276,-0.00710953576768612,-0.0659610327009391,1.30425160820652,-0.0125645825538825
"luce",-0.015352836198588,0.00526296016946528,-0.00263973292030443,-0.0253633265093019,-0.0125645825538825,0.07680957497652
"alpha",0.0675622316982234,-0.00155283867525087,-0.027558977720574,0.00105375623188499,-0.00529069987511484,0.00337812667729558
"beta",-0.00155283867525087,0.0736281103606781,0.00251240777644193,-0.0144410590208067,0.00248450675070856,-0.000113124651088365
"gamma",-0.027558977720574,0.00251240777644193,0.0461661044317553,-0.00120554720539719,0.00477320432022061,-0.0125406899256742
"delta",0.00105375623188499,-0.0144410590208067,-0.00120554720539719,0.0132855005871039,-0.0334405353917252,-0.00344557556576226
"lambda",-0.00529069987511484,0.00248450675070856,0.00477320432022061,-0.0334405353917252,1.33970449540611,-0.000383772910167895
"luce",0.00337812667729558,-0.000113124651088365,-0.0125406899256742,-0.00344557556576226,-0.000383772910167895,0.0829423213225717
"alpha",0.00260695766474534,-0.0018648474485122,-0.000239978063873666,0.0061801227998978,0.00608695441047596,-0.00342043333683951
"beta",-0.0018648474485122,0.0535763819195742,0.000298937542146104,-0.0357419415519758,-0.0272521550291149,-0.00109023234507271
"gamma",-0.000239978063873666,0.000298937542146104,0.00442639209914869,-0.00129998867209026,-0.00736245928517733,3.80833313771608e-05
"delta",0.0061801227998978,-0.0357419415519758,-0.00129998867209026,0.0895955349775662,-0.00508018890520539,-0.0056846139936655
"lambda",0.00608695441047596,-0.0272521550291149,-0.00736245928517733,-0.00508018890520539,1.32030112751447,0.000317446198599267
"luce",-0.00342043333683951,-0.00109023234507271,3.80833313771608e-05,-0.0056846139936655,0.000317446198599267,0.0444813608009583
"alpha",0.0608912160782005,0.00225649828742483,-0.0162203732057787,0.00286942004550236,-0.0060709262258002,-0.00149778821556231
"beta",0.00225649828742483,0.072896780730609,-0.000374237205911593,-0.00808523276285049,-0.00319145025176553,-0.000706732556540894
"gamma",-0.0162203732057787,-0.000374237205911593,0.0158713278290462,-0.000165611496893188,0.00496929671897615,-0.00796646015653349
"delta",0.00286942004550236,-0.00808523276285049,-0.000165611496893188,0.0109051246217086,-0.0294909805979458,-0.00357692984053366
"lambda",-0.0060709262258002,-0.00319145025176553,0.00496929671897615,-0.0294909805979458,1.34299302840798,-0.00395404581656845
"luce",-0.00149778821556231,-0.000706732556540894,-0.00796646015653349,-0.00357692984053366,-0.00395404581656845,0.0790271410383972
"alpha",0.00422210310072711,-0.00163091750532626,0.00119879917337801,0.00387326462224227,0.00808163462158786,-0.00750955978206597
"beta",-0.00163091750532626,0.0437193477456947,0.000712488305269163,-0.0247218714655259,-0.0378535706197116,-0.00083766980821175
"gamma",0.00119879917337801,0.000712488305269163,0.00411596386028264,-0.0011045095427791,-0.00409326900189823,-0.000419962062308021
"delta",0.00387326462224227,-0.0247218714655259,-0.0011045095427791,0.0510540318203569,-0.00142969061583622,-0.0048042367154261
"lambda",0.00808163462158786,-0.0378535706197116,-0.00409326900189823,-0.00142969061583622,1.31027931784033,-0.0144329590554644
"luce",-0.00750955978206597,-0.00083766980821175,-0.000419962062308021,-0.0048042367154261,-0.0144329590554644,0.0590413353030224
"alpha",0.0338146361965931,-0.00438636419266668,-0.0112313586434181,0.0230544885514942,-0.0280907075877993,-0.0154987597096448
"beta",-0.00438636419266668,0.052586319170017,0.00192934943638014,-0.0173301502438176,0.00229483934059166,0.00270194733367102
"gamma",-0.0112313586434181,0.00192934943638014,0.00800648115129952,-0.00492677410417423,0.00720729076591782,-0.0015879610380991
"delta",0.0230544885514942,-0.0173301502438176,-0.00492677410417423,0.0715588281489535,-0.142535285652692,-0.0260548451221744
"lambda",-0.0280907075877993,0.00229483934059166,0.00720729076591782,-0.142535285652692,1.32047261482418,0.0223255228353622
"luce",-0.0154987597096448,0.00270194733367102,-0.0015879610380991,-0.0260548451221744,0.0223255228353622,0.0857513130626442
"alpha",0.00407330033620281,0.00120091111376144,-0.00313899540325966,0.00176276751733213,0.0195709275575442,-0.00375446881659497
"beta",0.00120091111376144,0.00532124784135435,0.00148596930376624,-2.53588962263083e-05,-0.0321390919683026,-0.00337100359553741
"gamma",-0.00313899540325966,0.00148596930376624,0.00821214743889319,-0.000565404364306531,-0.0227144375512377,-0.00258381866627119
"delta",0.00176276751733213,-2.53588962263083e-05,-0.000565404364306531,0.0129712047901786,-0.0247262037372796,-0.00402055243155989
"lambda",0.0195709275575442,-0.0321390919683026,-0.0227144375512377,-0.0247262037372796,0.81118086303983,-0.0193923407219647
"luce",-0.00375446881659497,-0.00337100359553741,-0.00258381866627119,-0.00402055243155989,-0.0193923407219647,0.0371476426291255
"alpha",0.0613746424208882,0.000420260152305142,-0.0392612513879164,0.00152580283593664,0.0180004539463021,0.000476811704002355
"beta",0.000420260152305142,0.0055450031209622,0.00353512168394057,0.00016042675207424,-0.0269348003120615,-0.00751506052233459
"gamma",-0.0392612513879164,0.00353512168394057,0.0874092956068421,-0.00110066146812502,-0.0486947591775047,-0.0153617348861345
"delta",0.00152580283593664,0.00016042675207424,-0.00110066146812502,0.00868559039326306,-0.00155368289711201,-0.00178647254985618
"lambda",0.0180004539463021,-0.0269348003120615,-0.0486947591775047,-0.00155368289711201,0.725298332648855,-0.0527249118041146
"luce",0.000476811704002355,-0.00751506052233459,-0.0153617348861345,-0.00178647254985618,-0.0527249118041146,0.0582441224140893
"alpha",0.0660060123787794,-0.00325366899509311,-0.0383142827530033,0.00192500874806934,0.0127570495711801,-0.00189515326169916
"beta",-0.00325366899509311,0.072094529267233,0.0041672951496077,-0.0142992548539968,-0.0101880769331883,-0.00630788544279041
"gamma",-0.0383142827530033,0.0041672951496077,0.0730065615162504,-0.00195602023415792,-0.0102630893038313,-0.0114543687874856
"delta",0.00192500874806934,-0.0142992548539968,-0.00195602023415792,0.0122337651530031,-0.020509635057295,-0.00288695599093789
"lambda",0.0127570495711801,-0.0101880769331883,-0.0102630893038313,-0.020509635057295,1.32847439403732,-0.00956560566510301
"luce",-0.00189515326169916,-0.00630788544279041,-0.0114543687874856,-0.00288695599093789,-0.00956560566510301,0.0827736695396939
"alpha",0.00198482078860192,-0.000925334858093024,-0.000408477647658833,0.00152789705490723,0.00339604244978773,-0.00314261779149883
"beta",-0.000925334858093024,0.0522441734157135,0.0023072802226541,-0.0179333014166137,-0.0223651830887526,0.000512772159014436
"gamma",-0.000408477647658833,0.0023072802226541,0.00477303314464287,-0.000459354306436074,-0.00269883200469861,-0.000268721224753963
"delta",0.00152789705490723,-0.0179333014166137,-0.000459354306436074,0.0234169677894239,-0.0335792499903481,-0.0030064869184541
"lambda",0.00339604244978773,-0.0223651830887526,-0.00269883200469861,-0.0335792499903481,1.2970380190266,0.0111612874213905
"luce",-0.00314261779149883,0.000512772159014436,-0.000268721224753963,-0.0030064869184541,0.0111612874213905,0.0634158242655499
"alpha",0.00562087315553778,0.00231495819446854,0.000929814093801352,0.00302469709787274,0.00431482821748445,-0.0119389565803632
"beta",0.00231495819446854,0.00821098908365911,0.00349202802288244,0.000413166230521187,-0.0469432340037067,-0.00400740138603067
"gamma",0.000929814093801352,0.00349202802288244,0.0133449213571356,0.000537593720530321,-0.0125101203399583,-0.00664575738592097
"delta",0.00302469709787274,0.000413166230521187,0.000537593720530321,0.00397848424257692,-0.0085746039383164,-0.00650526914147915
"lambda",0.00431482821748445,-0.0469432340037067,-0.0125101203399583,-0.0085746039383164,0.617907042587142,-0.0357031747910384
"luce",-0.0119389565803632,-0.00400740138603067,-0.00664575738592097,-0.00650526914147915,-0.0357031747910384,0.0589262871083809
"alpha",0.0253904553903885,-0.00465691891920518,-0.0151383441822857,0.0044202099024861,-0.0120948376999426,-0.00970874500007331
"beta",-0.00465691891920518,0.0711257486915889,0.00406723962740492,-0.0137350555168817,0.00634082976832626,0.00256337240254581
"gamma",-0.0151383441822857,0.00406723962740492,0.0291603903890849,-0.00199581088124526,0.00324230132681673,-0.00734564640804625
"delta",0.0044202099024861,-0.0137350555168817,-0.00199581088124526,0.0152141284030274,-0.034234412439831,-0.00567320346084124
"lambda",-0.0120948376999426,0.00634082976832626,0.00324230132681673,-0.034234412439831,1.3936217636721,0.00449864446740442
"luce",-0.00970874500007331,0.00256337240254581,-0.00734564640804625,-0.00567320346084124,0.00449864446740442,0.0817502337435581
"alpha",0.0534301720462015,-0.00527517910323148,-0.042163064577595,0.00399267717436158,-0.00618345244176104,-0.000627123389174042
"beta",-0.00527517910323148,0.0772273562622074,0.0098464842583793,-0.0181745520650609,-0.00170083102916558,-0.00426571349310705
"gamma",-0.042163064577595,0.0098464842583793,0.101736560653944,-0.00745153357504024,0.0141898501475164,-0.00451117329566193
"delta",0.00399267717436158,-0.0181745520650609,-0.00745153357504024,0.0196885867153688,-0.0337303424396763,-0.00344272282322133
"lambda",-0.00618345244176104,-0.00170083102916558,0.0141898501475164,-0.0337303424396763,1.30302380677623,-0.00816468943725048
"luce",-0.000627123389174042,-0.00426571349310705,-0.00451117329566193,-0.00344272282322133,-0.00816468943725048,0.0807557540034272
"alpha",0.0699314668306486,0.000646315747879239,-0.0412514813160898,0.00256028871580151,0.0102081544084421,3.36133421105045e-06
"beta",0.000646315747879239,0.0753891934239509,-0.00108528010656038,-0.0126292407003845,0.0181340702331937,0.00107270522641472
"gamma",-0.0412514813160898,-0.00108528010656038,0.103932888429253,-0.00100215111312386,-0.0097150057318024,-0.0183643585712508
"delta",0.00256028871580151,-0.0126292407003845,-0.00100215111312386,0.0121957113578851,-0.0315400500580374,-0.00419345709816018
"lambda",0.0102081544084421,0.0181340702331937,-0.0097150057318024,-0.0315400500580374,1.37357356192655,0.0026036315793075
"luce",3.36133421105045e-06,0.00107270522641472,-0.0183643585712508,-0.00419345709816018,0.0026036315793075,0.0828359328131873
"alpha",0.00668944461145025,0.000455732942493437,5.85264509740032e-07,0.00243139516094904,0.0688567696853368,-0.00243866343448665
"beta",0.000455732942493437,0.000861434345823009,0.000789211489680979,0.000767137374312091,-0.00250396270675129,0.000573867222636428
"gamma",5.85264509740032e-07,0.000789211489680979,0.0209801070957664,-0.000758050486214454,0.0381534992255204,0.0030314705617665
"delta",0.00243139516094904,0.000767137374312091,-0.000758050486214454,0.00244751643787239,0.0206560086724063,-0.000430406847437172
"lambda",0.0688567696853368,-0.00250396270675129,0.0381534992255204,0.0206560086724063,1.06592447674627,-0.0528902579441412
"luce",-0.00243866343448665,0.000573867222636428,0.0030314705617665,-0.000430406847437172,-0.0528902579441412,0.0757414370980804
"alpha",0.0583595159609729,-0.0018040527976223,-0.0399680007549386,0.000626814194305726,0.0120285419145342,0.00737812218668036
"beta",-0.0018040527976223,0.00264276946779829,0.00578654736140085,-4.23076447318096e-05,-0.0145659744211597,-0.00423931851560052
"gamma",-0.0399680007549386,0.00578654736140085,0.0944426700298412,-0.00121660882856455,-0.0358064554318292,-0.0180444039175964
"delta",0.000626814194305726,-4.23076447318096e-05,-0.00121660882856455,0.00424162333808797,-0.00212710699064477,-0.000114033451365185
"lambda",0.0120285419145342,-0.0145659744211597,-0.0358064554318292,-0.00212710699064477,0.669694406025173,-0.0856108597256952
"luce",0.00737812218668036,-0.00423931851560052,-0.0180444039175964,-0.000114033451365185,-0.0856108597256952,0.0589291210350062
"alpha",0.0494361321384743,-0.00197281776130182,-0.0250144690645129,0.000852722793058042,0.04099140131336,0.00216899657183357
"beta",-0.00197281776130182,0.00506587940474207,0.00446510686441269,0.00123204553487185,-0.0411718085357908,-0.00622368669773697
"gamma",-0.0250144690645129,0.00446510686441269,0.0562314790351658,-0.000248278995293246,-0.0173494677244554,-0.00968304846790293
"delta",0.000852722793058042,0.00123204553487185,-0.000248278995293246,0.00175436410193946,-0.0170949804287265,-0.00267752128663298
"lambda",0.04099140131336,-0.0411718085357908,-0.0173494677244554,-0.0170949804287265,1.14977794187242,-0.104515215271217
"luce",0.00216899657183357,-0.00622368669773697,-0.00968304846790293,-0.00267752128663298,-0.104515215271217,0.0809562557981231
"alpha",0.0791690808245189,-0.00775249603194699,-0.0402249447443401,0.00276671484899576,0.00493450261604636,0.00608929828667437
"beta",-0.00775249603194699,0.0535263198339766,0.008750185846347,-0.0126188919368022,-0.0217740079921604,-0.00490949373053568
"gamma",-0.0402249447443401,0.008750185846347,0.0723667785855286,-0.00218712625891347,-0.0131293364904587,-0.0185489581574966
"delta",0.00276671484899576,-0.0126188919368022,-0.00218712625891347,0.014338931810206,-0.0244049604230858,-0.00360230582188851
"lambda",0.00493450261604636,-0.0217740079921604,-0.0131293364904587,-0.0244049604230858,1.33095310733411,-0.00944139208585688
"luce",0.00608929828667437,-0.00490949373053568,-0.0185489581574966,-0.00360230582188851,-0.00944139208585688,0.0815322117553634
"alpha",0.0641908026402584,-0.000658061056398952,-0.0304059262149339,0.00190652936192423,-0.00217498529121368,0.00174037968618518
"beta",-0.000658061056398952,0.00452843766174033,0.00501835476974899,-0.000566009222953168,-0.0171602225192714,-0.00518788412189362
"gamma",-0.0304059262149339,0.00501835476974899,0.0808429830264182,-0.00169630667147293,-0.00739954456341199,-0.00991864680489346
"delta",0.00190652936192423,-0.000566009222953168,-0.00169630667147293,0.00180055096274625,0.00122576415671977,0.000754177887308753
"lambda",-0.00217498529121368,-0.0171602225192714,-0.00739954456341199,0.00122576415671977,0.335582055394249,-0.048541078594676
"luce",0.00174037968618518,-0.00518788412189362,-0.00991864680489346,0.000754177887308753,-0.048541078594676,0.0484054321230962
"alpha",0.0047855536160771,0.00160414008420175,-0.00162624726221752,0.00316358911590213,0.0199472706123525,-0.00912269188010531
"beta",0.00160414008420175,0.00961748114890285,0.00228473297483623,0.0001950432456315,-0.0497778763332686,-0.00268943538664389
"gamma",-0.00162624726221752,0.00228473297483623,0.02000600200974,-0.00237510866154478,-0.0206401880385672,-0.00560771055827985
"delta",0.00316358911590213,0.0001950432456315,-0.00237510866154478,0.0207115624971908,-0.0353821155908969,-0.00567931789616168
"lambda",0.0199472706123525,-0.0497778763332686,-0.0206401880385672,-0.0353821155908969,0.997467110520252,-0.0931631675742403
"luce",-0.00912269188010531,-0.00268943538664389,-0.00560771055827985,-0.00567931789616168,-0.0931631675742403,0.0626817188350299
"alpha",0.00367557068860593,0.00186504210114272,-0.00184887539470677,0.00299450968548484,0.0152600115945095,-0.00758445571395867
"beta",0.00186504210114272,0.00529201575082746,0.00111864167623215,0.000852899639663265,-0.0323947824916209,-0.00385459180554104
"gamma",-0.00184887539470677,0.00111864167623215,0.0157408526738328,-0.00242815871082578,-0.0161412215919165,-0.0026644479570059
"delta",0.00299450968548484,0.000852899639663265,-0.00242815871082578,0.0161816828122692,-0.0282253005445682,-0.00764792534067555
"lambda",0.0152600115945095,-0.0323947824916209,-0.0161412215919165,-0.0282253005445682,0.905271293502804,-0.041941437239092
"luce",-0.00758445571395867,-0.00385459180554104,-0.0026644479570059,-0.00764792534067555,-0.041941437239092,0.0498035401036959
"alpha",0.0542898490484031,-0.000796633400606616,-0.0128656146689369,-0.00112173817797627,0.024503282097342,-0.00240253356109065
"beta",-0.000796633400606616,0.0019382206386851,0.00258102788460007,0.00143723659815254,-0.00679342578218312,-0.00177267169172496
"gamma",-0.0128656146689369,0.00258102788460007,0.0726589337267369,-0.00074450426039641,0.0136054027681868,0.00070269248421812
"delta",-0.00112173817797627,0.00143723659815254,-0.00074450426039641,0.00239513207551967,0.00221485627910467,-0.000454243145935513
"lambda",0.024503282097342,-0.00679342578218312,0.0136054027681868,0.00221485627910467,0.909948115378264,-0.0553579065545159
"luce",-0.00240253356109065,-0.00177267169172496,0.00070269248421812,-0.000454243145935513,-0.0553579065545159,0.0721749735798092
"alpha",0.0063182118651915,0.000253210851758471,-0.0041729668077294,0.00189853610473691,0.0443817892932548,-0.00933281155493899
"beta",0.000253210851758471,0.00290703710139501,0.00376600369357474,0.000460159495029796,-0.0296057091431986,-0.00033544663319653
"gamma",-0.0041729668077294,0.00376600369357474,0.0270272420143722,-0.0042371523837913,-0.029182609872465,-0.0061548923237524
"delta",0.00189853610473691,0.000460159495029796,-0.0042371523837913,0.00567867796255962,-0.00424688345532873,-0.000387762611655725
"lambda",0.0443817892932548,-0.0296057091431986,-0.029182609872465,-0.00424688345532873,0.989013781691626,-0.148604918394808
"luce",-0.00933281155493899,-0.00033544663319653,-0.0061548923237524,-0.000387762611655725,-0.148604918394808,0.0696765584100583
"alpha",0.0438992997263836,-0.00276331405154279,-0.0199208615977545,0.00523278928942841,-0.0142559722520078,-0.00690289786843831
"beta",-0.00276331405154279,0.073993652509749,0.00137289234243461,-0.0152254083943054,0.0116111215007295,0.000496658767162675
"gamma",-0.0199208615977545,0.00137289234243461,0.0286260448998685,-0.00152683730273803,0.00634996149202492,-0.0057114227802725
"delta",0.00523278928942841,-0.0152254083943054,-0.00152683730273803,0.0172293803786188,-0.0372256417958774,-0.00636406874943472
"lambda",-0.0142559722520078,0.0116111215007295,0.00634996149202492,-0.0372256417958774,1.32859892067551,-0.0108476977346038
"luce",-0.00690289786843831,0.000496658767162675,-0.0057114227802725,-0.00636406874943472,-0.0108476977346038,0.0852356692397216
"alpha",0.00660423357448607,0.00330722037220733,-0.00368054700428339,0.0065941885917048,0.0185811252954217,-0.0130410286757363
"beta",0.00330722037220733,0.010511212694217,0.00161759201571287,6.50216231043635e-05,-0.0448930231383644,-0.00695050070276313
"gamma",-0.00368054700428339,0.00161759201571287,0.0175279808341017,-0.00687636957413356,-0.0201298599175695,0.000580096473230628
"delta",0.0065941885917048,6.50216231043635e-05,-0.00687636957413356,0.0316851441194714,-0.0302800546508213,-0.0147498421398308
"lambda",0.0185811252954217,-0.0448930231383644,-0.0201298599175695,-0.0302800546508213,1.13210726166565,-0.0754831958696981
"luce",-0.0130410286757363,-0.00695050070276313,0.000580096473230628,-0.0147498421398308,-0.0754831958696981,0.0640210118262178
"alpha",0.00320442869055989,-0.00211121516512979,-0.000863606850305977,0.00494984337093303,0.00413966428319045,-0.00823387099139104
"beta",-0.00211121516512979,0.0668508175070973,0.00381548551519531,-0.0419955246181175,-0.00962511546414948,-0.000801281119146134
"gamma",-0.000863606850305977,0.00381548551519531,0.00552013048373474,-0.00535368812083908,-0.00293222580615469,-0.000672403160076472
"delta",0.00494984337093303,-0.0419955246181175,-0.00535368812083908,0.0825537521744266,-0.0253270064811399,-0.00624459054458922
"lambda",0.00413966428319045,-0.00962511546414948,-0.00293222580615469,-0.0253270064811399,1.33789444677526,-0.00501555912403165
"luce",-0.00823387099139104,-0.000801281119146134,-0.000672403160076472,-0.00624459054458922,-0.00501555912403165,0.0613796485695016
"alpha",0.00398514598962846,-0.00349666373241204,-0.000386941977931189,0.00582278185508925,-0.00124532811086603,-0.011079982200551
"beta",-0.00349666373241204,0.0702394059440763,0.00238636875986702,-0.0337993020081949,0.00547323796643187,0.0078098205703141
"gamma",-0.000386941977931189,0.00238636875986702,0.00809371448481519,-0.00289853502236454,-0.00133834128640356,-0.00335400615579153
"delta",0.00582278185508925,-0.0337993020081949,-0.00289853502236454,0.0655584778673202,-0.0565935467231513,-0.0126890114003118
"lambda",-0.00124532811086603,0.00547323796643187,-0.00133834128640356,-0.0565935467231513,1.32720073906033,0.00501763071792401
"luce",-0.011079982200551,0.0078098205703141,-0.00335400615579153,-0.0126890114003118,0.00501763071792401,0.0549117225976955
"alpha",0.0594493767264864,7.24228712405103e-05,-0.0242275729581813,-0.00130953862664371,0.000591363873385925,0.00146459745911823
"beta",7.24228712405103e-05,0.000671011951637998,0.000768122115253541,0.000383503153679396,-0.000742612889219866,4.65749570772456e-05
"gamma",-0.0242275729581813,0.000768122115253541,0.074496074383658,-0.00195431893262563,0.0179212828769996,-0.000215252516251588
"delta",-0.00130953862664371,0.000383503153679396,-0.00195431893262563,0.00157607772624798,-0.00153106062723198,-0.000103046230884379
"lambda",0.000591363873385925,-0.000742612889219866,0.0179212828769996,-0.00153106062723198,0.674335694170287,-0.0212284919339417
"luce",0.00146459745911823,4.65749570772456e-05,-0.000215252516251588,-0.000103046230884379,-0.0212284919339417,0.0578438973452301
"alpha",0.0632223095578793,-0.000927531159526059,-0.0399521121004961,0.000381092244688811,0.00230448225384317,-0.000543998533582017
"beta",-0.000927531159526059,0.00549480775167932,0.00357116406761791,0.00132862738275662,-0.0373163539697007,-0.00622039026312497
"gamma",-0.0399521121004961,0.00357116406761791,0.0895000474787537,0.000159683666681743,-0.00188990538563076,-0.00894175292730159
"delta",0.000381092244688811,0.00132862738275662,0.000159683666681743,0.00257954840281808,-0.0165830653793478,-0.00362310057816873
"lambda",0.00230448225384317,-0.0373163539697007,-0.00188990538563076,-0.0165830653793478,1.10590174287335,-0.0799999802876767
"luce",-0.000543998533582017,-0.00622039026312497,-0.00894175292730159,-0.00362310057816873,-0.0799999802876767,0.0805404465215109
"alpha",0.0427127398677916,0.00244134757432405,-0.00375270723500925,-0.000844655156310491,0.0243357538185463,-0.0049571493605317
"beta",0.00244134757432405,0.00420510771990368,0.00648091403334541,0.000531370005469238,-0.0266885014645633,-0.0061043109821705
"gamma",-0.00375270723500925,0.00648091403334541,0.0908917492361832,-0.00433792432499696,-0.00471880920428778,-0.000533369451490951
"delta",-0.000844655156310491,0.000531370005469238,-0.00433792432499696,0.00257173239618028,-0.011834506643068,-0.00405456071137872
"lambda",0.0243357538185463,-0.0266885014645633,-0.00471880920428778,-0.011834506643068,0.868532563237007,-0.0443368486921847
"luce",-0.0049571493605317,-0.0061043109821705,-0.000533369451490951,-0.00405456071137872,-0.0443368486921847,0.0727733699182973
"alpha",0.0409918893010232,0.00288631981164746,0.00353320151371325,0.00179697713142853,0.0347561694445208,-0.00770231169389605
"beta",0.00288631981164746,0.0053395898984651,0.00899463541412938,0.001808877656356,-0.0337761718407274,-0.00334296651793128
"gamma",0.00353320151371325,0.00899463541412938,0.0909336926751268,0.00140240281898779,-0.00622537361184643,-0.00805078819403144
"delta",0.00179697713142853,0.001808877656356,0.00140240281898779,0.00223400904673469,-0.01542324828158,-0.00239667995058744
"lambda",0.0347561694445208,-0.0337761718407274,-0.00622537361184643,-0.01542324828158,1.05660039177601,-0.116513841870096
"luce",-0.00770231169389605,-0.00334296651793128,-0.00805078819403144,-0.00239667995058744,-0.116513841870096,0.064266903579173
"alpha",0.0690843652024974,-0.00057847863655012,-0.0379282015775202,0.00180033146503214,-0.0150537829360223,0.00206983599766441
"beta",-0.00057847863655012,0.0723997838958228,0.00534721811559886,-0.016381487081806,-0.00189050582987609,-0.00237788225784632
"gamma",-0.0379282015775202,0.00534721811559886,0.0787289124499913,-0.00142469922384277,0.0147034969204391,-0.0151711497489026
"delta",0.00180033146503214,-0.016381487081806,-0.00142469922384277,0.0192817436253236,-0.0406345262901646,-0.00684319586773152
"lambda",-0.0150537829360223,-0.00189050582987609,0.0147034969204391,-0.0406345262901646,1.32648755156507,0.021767375021753
"luce",0.00206983599766441,-0.00237788225784632,-0.0151711497489026,-0.00684319586773152,0.021767375021753,0.0756101244285611
"alpha",0.0690092161680023,-0.00387125807337034,-0.0379874433506288,0.00125543246301815,0.0157234829080714,-0.000123137120636869
"beta",-0.00387125807337034,0.0101280274681953,0.00771494407948045,-0.00135408244380576,-0.0581907705814353,-0.00905172757908964
"gamma",-0.0379874433506288,0.00771494407948045,0.0723026090840306,-0.0017766917750299,-0.0131534834898142,-0.00969526599660741
"delta",0.00125543246301815,-0.00135408244380576,-0.0017766917750299,0.00162264974486119,-0.0106636937133396,-0.00217518477558757
"lambda",0.0157234829080714,-0.0581907705814353,-0.0131534834898142,-0.0106636937133396,1.237031307868,-0.0400973769008876
"luce",-0.000123137120636869,-0.00905172757908964,-0.00969526599660741,-0.00217518477558757,-0.0400973769008876,0.0787225537660028
"alpha",0.0463673179558012,-0.00328644277075432,-0.0393762140938382,0.00263089149479689,0.0115637207952771,-0.00209379560868204
"beta",-0.00328644277075432,0.0527726136066277,0.0166834008364609,-0.0182169522233092,-0.0235825803340455,-0.000120288014648512
"gamma",-0.0393762140938382,0.0166834008364609,0.128812488944939,-0.0110564463616754,0.00214970408021353,-0.00793916671163697
"delta",0.00263089149479689,-0.0182169522233092,-0.0110564463616754,0.0220603594817823,-0.0280526615803157,-0.0059722475025723
"lambda",0.0115637207952771,-0.0235825803340455,0.00214970408021353,-0.0280526615803157,1.25704888375431,-0.0159865658293432
"luce",-0.00209379560868204,-0.000120288014648512,-0.00793916671163697,-0.0059722475025723,-0.0159865658293432,0.0790034568363108
"alpha",0.0483386070095098,-0.00142194049789298,-0.0202139143138143,0.000258606573634516,0.0355863379920262,-0.00205048656796571
"beta",-0.00142194049789298,0.00249829199302208,0.00312822030434734,0.00128393458607601,-0.0114918832819285,-0.00065678600432624
"gamma",-0.0202139143138143,0.00312822030434734,0.0620346131516833,0.000219587952537007,-0.0130021300098616,-0.00487288200907902
"delta",0.000258606573634516,0.00128393458607601,0.000219587952537007,0.00300456704911274,-0.00334254139336289,-0.000631536020061711
"lambda",0.0355863379920262,-0.0114918832819285,-0.0130021300098616,-0.00334254139336289,0.909684057853248,-0.139193243209233
"luce",-0.00205048656796571,-0.00065678600432624,-0.00487288200907902,-0.000631536020061711,-0.139193243209233,0.0698166603699789
"alpha",0.0703780368231325,-9.99457341430292e-06,-0.0310441333037793,0.00303845654208282,-0.00675508429905362,-0.000416988886073168
"beta",-9.99457341430292e-06,0.0697453574608038,-0.000210919619792881,-0.0161366591997639,0.0208897832256617,0.00411880363834516
"gamma",-0.0310441333037793,-0.000210919619792881,0.0455067147767331,-0.00017878656042515,0.00245381877895865,-0.00888310104906339
"delta",0.00303845654208282,-0.0161366591997639,-0.00017878656042515,0.0260582082906862,-0.0645320628632651,-0.0108431845472052
"lambda",-0.00675508429905362,0.0208897832256617,0.00245381877895865,-0.0645320628632651,1.33228170432896,0.0112274405058878
"luce",-0.000416988886073168,0.00411880363834516,-0.00888310104906339,-0.0108431845472052,0.0112274405058878,0.082528474994645
"alpha",0.0404872566442484,-0.00147853157812054,-0.0257170655136641,0.000785785533081967,0.00079255495284652,-0.0076308592311162
"beta",-0.00147853157812054,0.0623590590550208,0.00635373358479765,-0.0136323773173196,-0.0256867837408599,-0.0037661038907363
"gamma",-0.0257170655136641,0.00635373358479765,0.100263072652889,-0.00172897506836859,0.01175512169922,-0.0157096599552742
