"","lambda","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"lambdaTemp",3.59202947404821,0.95591085986774,1.631280063255,2.88012197182489,3.74154692489279,4.38542009116481,4.95614796579389
"lambdaTemp",3.34226131299263,1.00483420977059,1.39219228907011,2.60879706269439,3.380283898586,4.19620545471534,4.90641081196684
"lambdaTemp",3.15079499166233,1.03187252932051,1.28314096232426,2.34398898029331,3.11493244444318,4.02319190362694,4.88272279500486
"lambdaTemp",1.80684829276253,0.766213309075611,1.02081639184049,1.24515290919889,1.56543535702813,2.12248449133782,3.96573345125729
"lambdaTemp",4.03547321405532,0.718818771214923,2.30144942838246,3.59795251264247,4.18334581882196,4.61300583921382,4.96680452557577
"lambdaTemp",2.68698133521006,1.17594625928655,1.04279547448806,1.6511608635746,2.48947180733,3.64701644466753,4.87753084450629
"lambdaTemp",2.78490851358426,1.15019129285351,1.07904866487566,1.77163078227253,2.67999703129589,3.72275473623138,4.87148524011576
"lambdaTemp",2.38433431738611,1.07010810015787,1.03901184676036,1.47508243230955,2.11996149676733,3.14522985450383,4.73600196311731
"lambdaTemp",2.9239895285604,1.16397891947598,1.07794592039154,1.93078096460842,2.87148257104204,3.91854174424645,4.90692161148645
"lambdaTemp",2.89921906753065,1.15433935993422,1.09322774919714,1.89600793089646,2.84085275386994,3.89911726307879,4.8896566097794
"lambdaTemp",2.78893490639793,1.11338840282592,1.10008094103642,1.81712971378785,2.68385081090066,3.71544901830495,4.83424868951395
"lambdaTemp",3.10973196487079,1.11042643951895,1.18510481103191,2.1859620173088,3.14279114000791,4.06280785459061,4.90350706484448
"lambdaTemp",2.65047242931643,0.967914376482676,1.16773394848063,1.86883195381548,2.53272019627158,3.32776032179838,4.65938739977195
"lambdaTemp",2.71388002034247,1.1486360247683,1.04984175369924,1.702153447708,2.58898905155765,3.65161683228919,4.8284288471902
"lambdaTemp",2.55465988398321,0.958583163729791,1.10755821385473,1.7868785119209,2.3911409553505,3.19775897886405,4.61239251079529
"lambdaTemp",2.75304791509823,1.14985422456468,1.08109085261339,1.73979213058691,2.58432219516805,3.74977454612972,4.84442938970454
"lambdaTemp",3.18818888862616,0.993496523049017,1.34104209192658,2.40913600923152,3.18471485056859,4.00310050152052,4.85788128405346
"lambdaTemp",2.57254580636015,1.00031706071313,1.1166189496445,1.73978468370349,2.40434550064506,3.29404144744308,4.73441918043218
"lambdaTemp",2.63400937827881,1.05208635069996,1.11191859820339,1.75192323967255,2.48062160665182,3.42989626071564,4.77485126518761
"lambdaTemp",2.90165973205323,1.14478573116962,1.08832335859814,1.90252404813383,2.87436355908862,3.87643635973404,4.85035758268461
"lambdaTemp",2.55267208291283,0.805987589121993,1.31703509654867,1.9467711419084,2.44979004862696,3.03250675657183,4.46677395907151
"lambdaTemp",2.7998611079673,1.09561713821071,1.09068695004714,1.88498687541485,2.7076623407158,3.68353771538728,4.82356772910333
"lambdaTemp",2.75074513732543,1.08672317658058,1.0783470344648,1.81425249264092,2.67798937563685,3.60996982077174,4.79967049183755
"lambdaTemp",2.81046059424503,1.15893694115868,1.07243603841618,1.77793022875499,2.73462616578552,3.80965455696847,4.84062030995635
"lambdaTemp",3.70810042482479,0.889506782178672,1.85529865511831,3.05453931108962,3.82938161784803,4.47388404160739,4.95342329022551
"lambdaTemp",3.1982410188724,1.14326612661594,1.15713132479582,2.24271291140014,3.25624564301965,4.22184432742654,4.92820670605393
"lambdaTemp",3.74046291373644,0.930833123924618,1.63895650078033,3.09932990628318,3.89767025117293,4.54023355139672,4.96110588073327
"lambdaTemp",2.72794053598294,1.14585826840359,1.06704497050594,1.69817408120372,2.57948645273441,3.67771265882692,4.87014250224
"lambdaTemp",3.12125595028397,1.11285853625469,1.18259513962198,2.19184209082269,3.16716069123571,4.0899581929037,4.9301714126097
"lambdaTemp",3.49394791098176,0.931369634263076,1.66826559318704,2.77072315245359,3.56642110616676,4.28267953632911,4.9188170389868
"lambdaTemp",2.78604196502648,1.01545579823854,1.14873333983643,1.95368722527932,2.70005660727304,3.5301862148164,4.74513454116967
"lambdaTemp",3.21544381533704,1.05385177823516,1.23312376492785,2.38268862423162,3.25823742153367,4.10693790679,4.9176329428179
"lambdaTemp",3.71381538129731,0.906403512000698,1.78797618508312,3.05585455287941,3.8953130270622,4.47396531809063,4.94287390196237
"lambdaTemp",3.09338260929163,1.1106610398397,1.18085224741081,2.14987725594556,3.11311685776884,4.03590927902016,4.8961722541633
"lambdaTemp",1.63937753962671,0.528412108021687,1.03156774338999,1.22827486461109,1.50964775657594,1.91033975532947,2.98081985347056
"lambdaTemp",3.07034353626026,1.12173397910187,1.14146344681739,2.10920941221231,3.12077157605916,4.0295366868131,4.89841882775015
"lambdaTemp",2.81500895989708,1.17644134529952,1.07180613486002,1.76828212734656,2.71702411375763,3.79140206963324,4.88100038245541
"lambdaTemp",3.63141419387311,0.86750821305137,1.74220417458024,3.02301065278979,3.72716471316922,4.34069543945627,4.92733975989735
"lambdaTemp",2.72589802409463,1.16702166949411,1.06107811815915,1.72216572797719,2.54288444427224,3.69562393455012,4.88595836603299
"lambdaTemp",3.0887010438587,1.00244423444936,1.29862898241487,2.28871504745736,3.07734530793688,3.91359698839171,4.86114527703674
"lambdaTemp",1.80800881277772,0.70973917505452,1.02403224515024,1.27529171287411,1.60799136568706,2.14046563075941,3.74792299077747
"lambdaTemp",2.82109319764997,1.11362466863673,1.0873292246577,1.85840093652029,2.71228312895481,3.7266139450894,4.82472796731479
"lambdaTemp",2.18408362465011,0.980501256928753,1.035398109284,1.39076509296538,1.91260585022592,2.75929812533304,4.58793340440657
"lambdaTemp",3.60004847022235,0.918907438105664,1.61214963816754,2.98141815757839,3.71285816605597,4.36503259457842,4.91972609262215
"lambdaTemp",3.28022411917854,1.06260346326262,1.2514115064524,2.42833657544172,3.34577600932795,4.2002244736339,4.9204803219456
"lambdaTemp",4.2437820701021,0.625976989336882,2.70959747350248,3.90299578123998,4.39952670542929,4.74983221394278,4.97427043500028
"lambdaTemp",2.55499882093867,0.943877386924875,1.19254677004071,1.79764972620534,2.3790866927826,3.18626235249078,4.61871975816594
"lambdaTemp",3.41152088576383,0.980054350652255,1.45737908488103,2.6969879219153,3.51060445718372,4.22734239309257,4.90067016852391
"lambdaTemp",2.77837590379387,0.998569302707678,1.19700827817978,1.97270080421621,2.65198104882528,3.49312007445316,4.78467490003386
"lambdaTemp",3.42436432386132,0.951980339446776,1.54343988262485,2.70315577997098,3.4705717392018,4.21746823245921,4.90379645024833
