"","lambdaluce","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"lambdaluceTemp",3.03536424654336,1.10465961987135,1.30055927674761,2.20502644386749,2.90399337638547,3.68301433833243,5.63415529294575
"lambdaluceTemp",1.80710580091397,0.295856308829755,1.26263884428763,1.59823414237723,1.80357011657828,2.01123288194558,2.38215913079847
"lambdaluceTemp",3.86659680938684,1.37147044782668,1.50851351612902,2.77065359033512,3.76030377193644,4.90708391841234,6.5539774187532
"lambdaluceTemp",2.01417598855886,0.563401749531771,1.07728426331019,1.58560279453376,1.97224233768433,2.41705174443701,3.20845834607468
"lambdaluceTemp",4.17528322623614,0.805506218875172,2.68684227241296,3.62047781523151,4.1419628200507,4.68284427497476,5.92457597710751
"lambdaluceTemp",1.2672614618428,0.264367033551557,0.797174324984574,1.07322174450251,1.25052609135878,1.43460374727339,1.82897371599308
"lambdaluceTemp",1.33443609343728,0.405262488329161,0.696125033242028,1.02972491029775,1.28221357177861,1.57902692331347,2.24718071258123
"lambdaluceTemp",1.30481718373333,0.336371197610439,0.752621725370359,1.0689353396438,1.27160698543015,1.50555458050117,2.01027578488673
"lambdaluceTemp",1.67081872826793,0.640459599877064,0.728767784856132,1.19064361076921,1.56002960737655,2.03608569636605,3.23222183012873
"lambdaluceTemp",3.25719195966106,1.49390226193781,0.889957144748333,2.08032251526645,3.04854966503565,4.28314135584922,6.34067608122183
"lambdaluceTemp",3.62258553811225,1.47962581132336,1.20313323366378,2.45507623973973,3.46210776081316,4.70481454083179,6.68526533661685
"lambdaluceTemp",3.70029668943371,1.48802650980724,1.25982676046071,2.52995424224003,3.58063347184153,4.76243242306481,6.65333545608659
"lambdaluceTemp",2.30400827493034,0.417673950920985,1.56541018399969,2.0282140166551,2.27456804240387,2.54096398790421,3.22877578283628
"lambdaluceTemp",1.61755456705662,0.345678509398141,1.03043461151392,1.37331239382298,1.58567101462739,1.83037176442546,2.36590858442921
"lambdaluceTemp",2.41233927248067,0.626366737543472,1.36678543016701,1.97343932293878,2.36177706986272,2.78687676846893,3.77897137617486
"lambdaluceTemp",1.62771618383229,0.365611358630389,0.9795767661406,1.36604383210921,1.6114826485755,1.880137651954,2.35765169380933
"lambdaluceTemp",5.05763572532141,0.764715020903844,3.65307520373918,4.5067891914731,5.02052198975133,5.56982524077078,6.62472414432114
"lambdaluceTemp",1.85817866771388,0.797861246263268,0.831112007006597,1.25523282773469,1.66587846772418,2.30663856749363,3.92343223803489
"lambdaluceTemp",1.75441597177325,0.442439378255412,1.0348088146967,1.43591321543619,1.70114291636747,2.01672199660436,2.74278752971729
