"","beta","delta","lambdaluce"
"lambdaluce",-0.0211608739611076,0.00770178402239845,0.311681465083142
"beta",0.000933433422146981,-0.000365768118326515,-0.0132272476018334
"delta",-0.000365768118326515,0.00333874260489527,0.00705427440485704
"lambdaluce",-0.0132272476018334,0.00705427440485704,0.282043066437598
"beta",0.0545362809146511,-0.00450736462537829,-0.153025007574958
"delta",-0.00450736462537829,0.00054740184619974,0.000545803709810896
"lambdaluce",-0.153025007574958,0.000545803709810896,2.16565968952026
"beta",0.00101504578111523,-0.000447105409292426,-0.0248841590685165
"delta",-0.000447105409292426,0.000267067266979196,0.011646301578518
"lambdaluce",-0.0248841590685165,0.011646301578518,0.797348090984864
"beta",0.0237650215295891,-0.00388457990972708,-0.0727694447968995
"delta",-0.00388457990972708,0.00232762336217691,0.000572444258814871
"lambdaluce",-0.0727694447968995,0.000572444258814871,2.06334325718182
"beta",0.0536111910239786,-0.00158851752147682,-0.118293055540962
"delta",-0.00158851752147682,0.00116481459888755,-0.00377988045255106
"lambdaluce",-0.118293055540962,-0.00377988045255106,2.1878016861971
"beta",0.00103103613620363,-0.000210965071507942,-0.0126297882119787
"delta",-0.000210965071507942,0.00216298960180144,0.00376393882659664
"lambdaluce",-0.0126297882119787,0.00376393882659664,0.213209643173822
"beta",0.00145364862866396,-0.000562930926109169,-0.0259892533732105
"delta",-0.000562930926109169,0.000275231111816624,0.0105078866699725
"lambdaluce",-0.0259892533732105,0.0105078866699725,0.598238084341289
"beta",0.0241155799353578,-0.00399997422926622,-0.0837655411261111
"delta",-0.00399997422926622,0.00231907833587718,0.00689782734332035
"lambdaluce",-0.0837655411261111,0.00689782734332035,2.1338777351893
"beta",0.0377098967409918,-0.00610124158261597,-0.135272736542757
"delta",-0.00610124158261597,0.00147117442326092,-0.00097390915248561
"lambdaluce",-0.135272736542757,-0.00097390915248561,2.0509563847947
"beta",0.00225243206311186,-0.000413857550255417,-0.0239005072043188
"delta",-0.000413857550255417,7.6978254021949e-05,0.00437950375591722
"lambdaluce",-0.0239005072043188,0.00437950375591722,0.868147787134845
"beta",0.049258443372106,-0.00306074062609703,-0.0888288560667736
"delta",-0.00306074062609703,0.00150024273996267,-0.00352026965847557
"lambdaluce",-0.0888288560667736,-0.00352026965847557,1.94700248428334
"beta",0.00108064633148812,-0.000426927860074018,-0.0151445277893366
"delta",-0.000426927860074018,0.000748232322189051,0.00826410021814773
"lambdaluce",-0.0151445277893366,0.00826410021814773,0.276600979262359
"beta",0.00508396722235526,-0.000232195579050982,-0.0194620783411737
"delta",-0.000232195579050982,0.000205282562867375,0.00118675061776301
"lambdaluce",-0.0194620783411737,0.00118675061776301,0.0808685375902617
"beta",0.00578327613150473,-0.00288558663147684,-0.0526641396594993
"delta",-0.00288558663147684,0.00148482335150917,0.0283447399889077
"lambdaluce",-0.0526641396594993,0.0283447399889077,1.72506576468766
"beta",0.0254683022043234,-0.00408267633855681,-0.0927935546523178
"delta",-0.00408267633855681,0.00244104799357411,0.00663361120198496
"lambdaluce",-0.0927935546523178,0.00663361120198496,2.18372358398
"beta",0.00229973654583649,-0.000579824066173399,-0.0173600549629984
"delta",-0.000579824066173399,0.000149742322414793,0.00462284167235418
"lambdaluce",-0.0173600549629984,0.00462284167235418,1.21403932199312
"beta",0.0482445649852003,-0.00291889890464058,-0.107265808784478
"delta",-0.00291889890464058,0.00138108627400299,-0.00276532617960642
"lambdaluce",-0.107265808784478,-0.00276532617960642,2.15528225580669
"beta",0.049847844599994,-0.00107869967000098,-0.0909262982802875
"delta",-0.00107869967000098,0.000808109732346987,-0.00103041922392983
"lambdaluce",-0.0909262982802875,-0.00103041922392983,2.15369246222044
"beta",0.00991113538719405,-0.000540224035363319,-0.0390090419353089
"delta",-0.000540224035363319,0.000147970096837057,0.00199675610724855
"lambdaluce",-0.0390090419353089,0.00199675610724855,0.171315391065561
"beta",0.0144185320446291,-0.00153411397867963,-0.115836207414133
"delta",-0.00153411397867963,0.000321314716119362,0.0119000045260023
"lambdaluce",-0.115836207414133,0.0119000045260023,1.04699910434594
"beta",0.0576460773732364,-0.00239957552705541,-0.114906572910785
"delta",-0.00239957552705541,0.00112328407411245,0.000831029103444494
"lambdaluce",-0.114906572910785,0.000831029103444494,2.21078900538259
"beta",0.00227710328139706,-0.000424468630699443,-0.0273613823510943
"delta",-0.000424468630699443,7.99662206598805e-05,0.00538520857251577
"lambdaluce",-0.0273613823510943,0.00538520857251577,1.24198734505098
"beta",0.010738239869929,-3.50541410089309e-05,-0.047570625338543
"delta",-3.50541410089309e-05,0.00163622742075334,0.000212803388339236
"lambdaluce",-0.047570625338543,0.000212803388339236,0.236038254712606
"beta",0.0150035488350482,0.000143032038630534,-0.115606832192402
"delta",0.000143032038630534,0.00195517096371812,9.18686133900534e-05
"lambdaluce",-0.115606832192402,9.18686133900534e-05,0.996123133707531
"beta",0.0544477486569094,-0.00150495975853019,-0.115617549499123
"delta",-0.00150495975853019,0.00111601165611399,-0.00331792780463595
"lambdaluce",-0.115617549499123,-0.00331792780463595,2.22353723609514
"beta",0.000286694241189316,-0.0002625774710445,-0.0041036307567809
"delta",-0.0002625774710445,0.000739671224543509,0.00752336531931753
"lambdaluce",-0.0041036307567809,0.00752336531931753,0.435308588042992
"beta",0.00191340305651823,-9.73184416887151e-05,-0.0189339374820336
"delta",-9.73184416887151e-05,0.000229393071046246,0.00198049107741742
"lambdaluce",-0.0189339374820336,0.00198049107741742,0.215036800458363
"beta",0.0016129669826534,-0.000287672091737266,-0.0146015362583292
"delta",-0.000287672091737266,5.4504784271866e-05,0.00314115561938012
"lambdaluce",-0.0146015362583292,0.00314115561938012,1.04949664384429
"beta",0.00739424227268869,-0.00172386027840704,-0.0543517493851322
"delta",-0.00172386027840704,0.000418653340028774,0.0132379448290974
"lambdaluce",-0.0543517493851322,0.0132379448290974,0.551790625738857
"beta",0.0010715261537471,-0.000333648550802864,-0.00907606976600781
"delta",-0.000333648550802864,0.00135988160064909,0.00321316428401281
"lambdaluce",-0.00907606976600781,0.00321316428401281,0.0940049100380809
"beta",0.000898899017748763,-0.00055181230479399,-0.0166650977161896
"delta",-0.00055181230479399,0.00113260667122499,0.0116677281358824
"lambdaluce",-0.0166650977161896,0.0116677281358824,0.38837249922118
"beta",0.00154362396492662,-0.00117720834963872,-0.0157959846167389
"delta",-0.00117720834963872,0.00183321649500757,0.0112130430235013
"lambdaluce",-0.0157959846167389,0.0112130430235013,0.208018943137963
"beta",0.000812378380018702,-0.000187255557311578,-0.00566511982143119
"delta",-0.000187255557311578,8.57430065174334e-05,0.00231997945685954
"lambdaluce",-0.00566511982143119,0.00231997945685954,0.147186503770762
"beta",0.00154646781174974,-0.000454996332859034,-0.0326272686096432
"delta",-0.000454996332859034,0.000201830731448525,0.00914143280703281
"lambdaluce",-0.0326272686096432,0.00914143280703281,1.03176897569906
"beta",0.00345075064793714,-0.000476762548324736,-0.0383718190869927
"delta",-0.000476762548324736,0.00025828440850141,0.00655130052443559
"lambdaluce",-0.0383718190869927,0.00655130052443559,0.473592595982795
"beta",0.0340296150134314,-0.00737021666304163,-0.1452215375167
"delta",-0.00737021666304163,0.00248752226573815,0.00291549721262282
"lambdaluce",-0.1452215375167,0.00291549721262282,2.16154395801371
"beta",0.0365395169666029,-0.00743296071699701,-0.122085801256695
"delta",-0.00743296071699701,0.00232195204841405,-0.00462695418470916
"lambdaluce",-0.122085801256695,-0.00462695418470916,2.05653281354441
"beta",0.0506928175372353,-0.0041164208074016,-0.140630048669358
"delta",-0.0041164208074016,0.000541786675640421,-0.00334423690463753
"lambdaluce",-0.140630048669358,-0.00334423690463753,2.24249643404864
"beta",0.00376180556184005,-0.000847307455860211,0.000251429966439274
"delta",-0.000847307455860211,0.00179054104180435,0.019061533173244
"lambdaluce",0.000251429966439274,0.019061533173244,1.04582229280329
"beta",0.00985692812407646,-3.25531428104462e-06,-0.0716715399508455
"delta",-3.25531428104462e-06,0.00178766204958372,0.000781686146576095
"lambdaluce",-0.0716715399508455,0.000781686146576095,0.569139733746495
"beta",0.00138274002246558,-0.000983103958129669,-0.0112690048179665
"delta",-0.000983103958129669,0.00295245158588734,0.00839302799968894
"lambdaluce",-0.0112690048179665,0.00839302799968894,0.10638961632761
"beta",0.00199131437541482,-0.000277903369877615,-0.00923845953226215
"delta",-0.000277903369877615,0.00190640446363056,0.00170200640989255
"lambdaluce",-0.00923845953226215,0.00170200640989255,0.0578210974554614
"beta",0.000693523572808681,-0.000603171821116293,-0.0210041803284805
"delta",-0.000603171821116293,0.00165542444276297,0.0197107197709485
"lambdaluce",-0.0210041803284805,0.0197107197709485,0.787002241439582
"beta",0.00502730795086245,-0.00148931116252395,-0.0296750210982782
"delta",-0.00148931116252395,0.000456647493524876,0.0090472847607032
"lambdaluce",-0.0296750210982782,0.0090472847607032,0.336509780751056
"beta",0.0252404965743049,-0.00409475317080311,-0.164577776316335
"delta",-0.00409475317080311,0.000851292139031964,0.0372886141032022
"lambdaluce",-0.164577776316335,0.0372886141032022,2.05527171293473
"beta",0.00169613268950166,-0.000814896043671324,-0.00833977951239385
"delta",-0.000814896043671324,0.00334760561556175,0.00371682019140999
"lambdaluce",-0.00833977951239385,0.00371682019140999,0.0482498172048471
"beta",0.00620371662184586,-0.000812688186877049,-0.0449063825456675
"delta",-0.000812688186877049,0.000252755825556168,0.00634769808161259
"lambdaluce",-0.0449063825456675,0.00634769808161259,0.355758339953046
"beta",0.000684771177151337,-0.00021818305790257,-0.0164677325358255
"delta",-0.00021818305790257,0.000386758888817724,0.0118846648398772
"lambdaluce",-0.0164677325358255,0.0118846648398772,0.649340349561061
"beta",0.00106730209893269,-0.000287501362291359,-0.0137369950818868
"delta",-0.000287501362291359,0.00213793749426404,0.00453750418560308
"lambdaluce",-0.0137369950818868,0.00453750418560308,0.246702204174211
"beta",0.00557214734828865,-0.00225417576806218,-0.0422355517107739
"delta",-0.00225417576806218,0.00300990021241749,0.0482822552854522
"lambdaluce",-0.0422355517107739,0.0482822552854522,1.70151016958237
"beta",0.0378922711473984,-0.00733889688146923,-0.153468242317898
"delta",-0.00733889688146923,0.0021766569581384,0.00211766725549695
"lambdaluce",-0.153468242317898,0.00211766725549695,2.15792274668313
"beta",0.0125758352748053,-0.00350897255929416,-0.143817722365555
"delta",-0.00350897255929416,0.0010000945538704,0.0409390464742643
"lambdaluce",-0.143817722365555,0.0409390464742643,1.98785327777784
"beta",0.00533530303803274,-0.00243865449289331,-0.0484711042336825
"delta",-0.00243865449289331,0.00326171097714876,0.0517456662006506
"lambdaluce",-0.0484711042336825,0.0517456662006506,1.87449123729131
"beta",0.0443622902604761,-0.00674367271720236,-0.128854627302691
"delta",-0.00674367271720236,0.00146830455780401,-0.00403607916387853
"lambdaluce",-0.128854627302691,-0.00403607916387853,2.12026962784601
"beta",0.00130960126221314,-0.000538061243340799,-0.0207709715394481
"delta",-0.000538061243340799,0.00048224546507032,0.00830790934565068
"lambdaluce",-0.0207709715394481,0.00830790934565068,0.43850169073824
"beta",0.000516101226547885,-0.000458714388794292,-0.00714856672964917
"delta",-0.000458714388794292,0.000887013450959411,0.00706022867614178
"lambdaluce",-0.00714856672964917,0.00706022867614178,0.184148650344283
"beta",0.00334700995129358,-0.00105529440381415,-0.0224582143954594
"delta",-0.00105529440381415,0.000376997521476226,0.00703349228028948
"lambdaluce",-0.0224582143954594,0.00703349228028948,0.186703667213685
"beta",0.00173892907653551,-0.00044618028740599,-0.0126216987552522
"delta",-0.00044618028740599,0.000436058029724672,0.00399183227039549
"lambdaluce",-0.0126216987552522,0.00399183227039549,0.106909949321976
"beta",0.00406324203916059,-0.00210449658125939,-0.033190223238282
"delta",-0.00210449658125939,0.0028664576239628,0.027412289896726
"lambdaluce",-0.033190223238282,0.027412289896726,1.83764958682174
"beta",0.00107099188576333,-0.000407391537761312,-0.00921312208383187
"delta",-0.000407391537761312,0.00141653457430015,0.0039175920734867
"lambdaluce",-0.00921312208383187,0.0039175920734867,0.0968650834984086
"beta",0.00118437138757846,-0.000625744988405336,-0.0272712581902069
"delta",-0.000625744988405336,0.00083996263476532,0.0148124409488255
"lambdaluce",-0.0272712581902069,0.0148124409488255,0.739145092798608
"beta",0.0133059544028108,-0.00371162850402992,-0.142586042419503
"delta",-0.00371162850402992,0.00111315589830039,0.044399373832244
"lambdaluce",-0.142586042419503,0.044399373832244,1.98694549449889
"beta",0.00367327968484568,-0.00130712879240137,-0.0377997499738154
"delta",-0.00130712879240137,0.000485070059270061,0.0139885758098259
"lambdaluce",-0.0377997499738154,0.0139885758098259,0.820204247861595
"beta",0.0161534288999743,-0.000970557764197106,-0.148520046634114
"delta",-0.000970557764197106,0.000208574111969474,0.00688284194360374
"lambdaluce",-0.148520046634114,0.00688284194360374,1.5594735624579
"beta",0.00149767188665028,-0.000209080083136568,-0.0104634675791288
"delta",-0.000209080083136568,0.000811915323393145,0.00245869124340607
"lambdaluce",-0.0104634675791288,0.00245869124340607,0.094569155169813
"beta",0.0543367162282817,-0.00191019879486187,-0.103603925802977
"delta",-0.00191019879486187,0.00148925336769061,-0.0021528600814089
"lambdaluce",-0.103603925802977,-0.0021528600814089,2.20773157102665
"beta",0.0513076842995372,-0.00138057748596208,-0.086605151351688
"delta",-0.00138057748596208,0.0010323376112277,-0.0036262178126894
"lambdaluce",-0.086605151351688,-0.0036262178126894,2.01739134379891
"beta",0.00203190295917773,-0.000507393903422497,-0.0369453747857951
"delta",-0.000507393903422497,0.000164863918654222,0.009646740551198
"lambdaluce",-0.0369453747857951,0.009646740551198,1.10280905326254
"beta",0.00191452327154788,-0.000537452325329456,-0.0266040132793827
"delta",-0.000537452325329456,0.000203843911685905,0.0079591514374116
"lambdaluce",-0.0266040132793827,0.0079591514374116,0.486996314712013
"beta",0.0524797106022421,-0.00166555087777957,-0.0939322335093216
"delta",-0.00166555087777957,0.00110362776614321,-0.00193014551112937
"lambdaluce",-0.0939322335093216,-0.00193014551112937,1.98226788554926
"beta",0.00151454454977788,-0.000526633783758292,-0.0138444080468439
"delta",-0.000526633783758292,0.000393883000405628,0.00542976598932418
"lambdaluce",-0.0138444080468439,0.00542976598932418,0.145510031814065
"beta",0.00157765013539563,-0.000633282814183527,-0.0319266600108896
"delta",-0.000633282814183527,0.000291762680423604,0.0132355580927143
"lambdaluce",-0.0319266600108896,0.0132355580927143,0.960054046012204
"beta",0.000906607899642597,-0.000301354327078637,-0.0103382891076458
"delta",-0.000301354327078637,0.000803421739442925,0.00320239111757888
"lambdaluce",-0.0103382891076458,0.00320239111757888,0.160237261492034
"beta",0.00238262613483686,-0.000820744905648877,-0.0100608436200793
"delta",-0.000820744905648877,0.000384249500124424,0.00334932511526354
"lambdaluce",-0.0100608436200793,0.00334932511526354,0.0632753565876524
"beta",0.0098374078869067,-0.00129732127128255,-0.122383793442742
"delta",-0.00129732127128255,0.00048951336423174,0.013593755874136
"lambdaluce",-0.122383793442742,0.013593755874136,1.75469579841764
"beta",0.0505576808939609,-0.00353235648219539,-0.132338304616255
"delta",-0.00353235648219539,0.000947525369261846,-0.00402197837338987
"lambdaluce",-0.132338304616255,-0.00402197837338987,2.16645600638777
"beta",0.0498900930598514,-0.00136815919589136,-0.0999891585128425
"delta",-0.00136815919589136,0.000974354197517006,0.00135447712177206
"lambdaluce",-0.0999891585128425,0.00135447712177206,2.1269079682056
"beta",0.00127472024543675,-0.000320443953266261,-0.017378367901439
"delta",-0.000320443953266261,0.000616384215317797,0.00715701830877313
"lambdaluce",-0.017378367901439,0.00715701830877313,0.313289810368452
"beta",0.0015882051942708,-0.000526756317134076,-0.037932332797487
"delta",-0.000526756317134076,0.000285019056710998,0.0115047903318297
"lambdaluce",-0.037932332797487,0.0115047903318297,1.18861363553128
"beta",0.0353398368997016,-0.00777854563947151,-0.148486185307194
"delta",-0.00777854563947151,0.0025895000275252,0.00479646472256626
"lambdaluce",-0.148486185307194,0.00479646472256626,2.14656119596583
"beta",0.00600021435803873,-0.00180885473425077,-0.0834274269670637
"delta",-0.00180885473425077,0.000751299747273622,0.031457770541558
"lambdaluce",-0.0834274269670637,0.031457770541558,1.5279965819131
"beta",0.00396705637506752,-0.000385997627038841,-0.0511039779952994
"delta",-0.000385997627038841,0.000240659948894531,0.00603193662812336
"lambdaluce",-0.0511039779952994,0.00603193662812336,0.722784113091375
"beta",0.0543491740157866,-0.00144738982721675,-0.111817876069345
"delta",-0.00144738982721675,0.0010953043772928,-0.00178986947913971
"lambdaluce",-0.111817876069345,-0.00178986947913971,2.16269957354764
"beta",0.0546771618332141,-0.00177443879511492,-0.11015526553981
"delta",-0.00177443879511492,0.00110350366229522,-0.00221056960928411
"lambdaluce",-0.11015526553981,-0.00221056960928411,2.30089304613813
"beta",0.0566307122394734,-0.00393234979547324,-0.150344216272834
"delta",-0.00393234979547324,0.000879836320557122,0.000564990624022788
"lambdaluce",-0.150344216272834,0.000564990624022788,2.29765914959184
"beta",0.00103091661247178,-0.000435631453073106,-0.00591150454424966
"delta",-0.000435631453073106,0.000356824852452943,0.00241111662328086
"lambdaluce",-0.00591150454424966,0.00241111662328086,0.0537478483596628
"beta",0.0434980928204842,-0.00633490459888236,-0.130609166001651
"delta",-0.00633490459888236,0.00133006756903023,-0.00335884603637581
"lambdaluce",-0.130609166001651,-0.00335884603637581,2.15708353429237
"beta",0.0330094425275653,-0.0056771117843632,-0.155900838216524
"delta",-0.0056771117843632,0.00159844402824525,0.00350819066026499
"lambdaluce",-0.155900838216524,0.00350819066026499,2.00349943287816
"beta",0.0528295173187507,-0.00177099540086608,-0.104305387126909
"delta",-0.00177099540086608,0.000997832907194234,-0.00100027923508973
"lambdaluce",-0.104305387126909,-0.00100027923508973,2.28054803214689
"beta",0.000395234733813764,-0.000211993170390157,-0.00620367945264732
"delta",-0.000211993170390157,0.000294259083116182,-0.0019345707272912
"lambdaluce",-0.00620367945264732,-0.0019345707272912,0.518935480153482
"beta",0.0020379901378626,-0.000893596807358503,-0.0442145040804773
"delta",-0.000893596807358503,0.000466222901438988,0.0203334907477985
"lambdaluce",-0.0442145040804773,0.0203334907477985,1.10697877802908
"beta",0.00079462177000016,-0.000203373641893338,-0.00433713164968208
"delta",-0.000203373641893338,9.45261044292119e-05,0.00148411036412733
"lambdaluce",-0.00433713164968208,0.00148411036412733,0.0553586764662069
"beta",0.00133779919328187,-0.00052562068524181,-0.00685951023799132
"delta",-0.00052562068524181,0.000540389254259587,0.00277058133776691
"lambdaluce",-0.00685951023799132,0.00277058133776691,0.043445575253518
"beta",0.000335836745950454,-0.000296347007502371,-0.00479704297820308
"delta",-0.000296347007502371,0.000603303822502495,0.00658655517724862
"lambdaluce",-0.00479704297820308,0.00658655517724862,0.207210848067291
"beta",0.00273168156998196,-0.000211834922846202,-0.0277864190362987
"delta",-0.000211834922846202,0.000224397504391088,0.00320482549925195
"lambdaluce",-0.0277864190362987,0.00320482549925195,0.311419277354884
"beta",0.0346497579733158,-0.00639929097140543,-0.176675848423776
"delta",-0.00639929097140543,0.00180493383475924,0.00866996026640709
"lambdaluce",-0.176675848423776,0.00866996026640709,2.29688696177188
"beta",0.00621945177714782,-0.000236966530333621,-0.0534318947658519
"delta",-0.000236966530333621,0.00126803757111328,0.00491476989632526
"lambdaluce",-0.0534318947658519,0.00491476989632526,0.506427816895025
"beta",0.0047465146052594,-0.00168373631102791,-0.0243555395397667
"delta",-0.00168373631102791,0.000818504789541933,0.00797400242784394
"lambdaluce",-0.0243555395397667,0.00797400242784394,1.42402427403017
"beta",0.00113518266707172,-0.000538613636912669,-0.0243880246872615
"delta",-0.000538613636912669,0.000448942101110788,0.0123897715923712
"lambdaluce",-0.0243880246872615,0.0123897715923712,0.611803725716988
"beta",0.0572139352958531,-0.00209061595674029,-0.127552233533985
"delta",-0.00209061595674029,0.0014271872422531,-0.00204653373837825
"lambdaluce",-0.127552233533985,-0.00204653373837825,2.2588156801799
"beta",0.0120199233598217,-0.00294548852341217,-0.130164737362384
"delta",-0.00294548852341217,0.000739556454278373,0.0304980897562972
"lambdaluce",-0.130164737362384,0.0304980897562972,2.0663989669729
"beta",0.00213804412746536,-0.000848203102735663,-0.0407487046026627
"delta",-0.000848203102735663,0.000578028620701907,0.0211662301675512
"lambdaluce",-0.0407487046026627,0.0211662301675512,0.985791775961298
"beta",0.00131866650092852,-0.0005813845417439,-0.0079937239996316
"delta",-0.0005813845417439,0.00070755767933418,0.00370739080556118
"lambdaluce",-0.0079937239996316,0.00370739080556118,0.0588880539423163
"beta",0.0374085812425418,-0.00666761648980548,-0.0920224522232266
"delta",-0.00666761648980548,0.00179823855508194,-0.0111044879477237
"lambdaluce",-0.0920224522232266,-0.0111044879477237,2.01060807776945
"beta",0.00455830639877489,-0.00148970158774632,-0.0280181762744534
"delta",-0.00148970158774632,0.000509455915838311,0.00888696487831734
"lambdaluce",-0.0280181762744534,0.00888696487831734,0.302130755837658
"beta",0.0032445725542411,-0.000107145327597414,-0.0160269180124582
"delta",-0.000107145327597414,0.00204016312130638,0.00108882852290854
"lambdaluce",-0.0160269180124582,0.00108882852290854,0.0879223500120544
"beta",0.000828699616797951,-0.000437835523730542,-0.00645194438118656
"delta",-0.000437835523730542,0.000494643858493447,0.00339037064411738
"lambdaluce",-0.00645194438118656,0.00339037064411738,0.078806038733141
"beta",0.00325949151230746,-0.000426349669763543,-0.0253154887410492
"delta",-0.000426349669763543,0.000244695715138826,0.00413360292041411
"lambdaluce",-0.0253154887410492,0.00413360292041411,0.215529988978838
"beta",0.025282544915494,-0.00405679147140641,-0.0823518024852594
"delta",-0.00405679147140641,0.00220242702780478,0.00870221335614968
"lambdaluce",-0.0823518024852594,0.00870221335614968,2.01209668389996
"beta",0.0114689573442683,-0.000186296073567967,-0.0639510909886316
"delta",-0.000186296073567967,0.00205602897299805,0.00199428313235896
"lambdaluce",-0.0639510909886316,0.00199428313235896,0.392390340830642
"beta",0.054263528769763,-0.00296303674948158,-0.115907442395625
"delta",-0.00296303674948158,0.00135130159057388,-0.00157408222020493
"lambdaluce",-0.115907442395625,-0.00157408222020493,2.14212728299156
"beta",0.000814500891147608,-0.000276061050534808,-0.0164803117895279
"delta",-0.000276061050534808,0.00130870191452014,0.0067414355285837
"lambdaluce",-0.0164803117895279,0.0067414355285837,0.422315193311678
"beta",0.0250017580703099,-0.00401505232653551,-0.0766261471231453
"delta",-0.00401505232653551,0.00220879991229422,0.00760202092566782
"lambdaluce",-0.0766261471231453,0.00760202092566782,1.99212376452212
"beta",0.00108603797371942,-0.000369484049707356,-0.0127698729121117
"delta",-0.000369484049707356,0.00104889966008324,0.00492088869495178
"lambdaluce",-0.0127698729121117,0.00492088869495178,0.182550251805219
"beta",0.00318497284295551,-0.000150196102731101,-0.0283210843260827
"delta",-0.000150196102731101,0.000225366280633057,0.00222284438390403
"lambdaluce",-0.0283210843260827,0.00222284438390403,0.275414420659985
"beta",0.00101889403802359,-0.000411889990728694,-0.012340133197118
"delta",-0.000411889990728694,0.00472644134579941,0.00680394744396881
"lambdaluce",-0.012340133197118,0.00680394744396881,0.218749383656894
"beta",0.0236851626827179,-0.0035176655668354,-0.0748146335003374
"delta",-0.0035176655668354,0.00221912453759703,0.00110245616425326
"lambdaluce",-0.0748146335003374,0.00110245616425326,2.03172195915694
"beta",0.0511779316390809,-0.002413075464974,-0.102131444939924
"delta",-0.002413075464974,0.00157185226017678,-0.00440861229946707
"lambdaluce",-0.102131444939924,-0.00440861229946707,2.0832839630303
"beta",0.00135412558405362,-0.000597207356493355,-0.0244999084505774
"delta",-0.000597207356493355,0.000389719109510895,0.0117447086759568
"lambdaluce",-0.0244999084505774,0.0117447086759568,0.520144806379556
"beta",0.00270795339417951,-0.000731017744327138,-0.00922072429240446
"delta",-0.000731017744327138,0.000226520797786179,0.000965055897316793
"lambdaluce",-0.00922072429240446,0.000965055897316793,0.889846907832438
"beta",0.00159825384284974,-0.000599366769572197,-0.00938264245570926
"delta",-0.000599366769572197,0.00287012707829804,0.00360938883021706
"lambdaluce",-0.00938264245570926,0.00360938883021706,0.0644857161296235
"beta",0.0480166368500355,-0.00539300387989722,-0.150176817494663
"delta",-0.00539300387989722,0.000880273901833907,-0.00101629100694467
"lambdaluce",-0.150176817494663,-0.00101629100694467,2.17767167480057
"beta",0.00137980101130928,-0.000604725007957033,-0.0115072214517372
"delta",-0.000604725007957033,0.000824442211707645,0.00526828004681301
"lambdaluce",-0.0115072214517372,0.00526828004681301,0.111584397815778
"beta",0.0225450523419041,-0.00356420881245672,-0.19064460703708
"delta",-0.00356420881245672,0.000827465759746641,0.0311871855201709
"lambdaluce",-0.19064460703708,0.0311871855201709,1.8515625962795
"beta",0.00379562204085974,-0.000760909879424346,0.000229680681986785
"delta",-0.000760909879424346,0.00168068261854007,0.0198916429536482
"lambdaluce",0.000229680681986785,0.0198916429536482,0.9738373040207
"beta",0.000659897819720046,-0.000557687575334186,-0.0205668580989238
"delta",-0.000557687575334186,0.00151211973576853,0.0179485926810591
"lambdaluce",-0.0205668580989238,0.0179485926810591,0.805847311991072
"beta",0.000930056628879021,-0.000354753971083924,-0.00616206853720487
"delta",-0.000354753971083924,0.000270790489261859,0.00209215902218375
"lambdaluce",-0.00616206853720487,0.00209215902218375,0.0772203848887513
"beta",0.0392741943060633,-0.00785750843576893,-0.179433332985375
"delta",-0.00785750843576893,0.00241014977213808,0.00831762181549928
"lambdaluce",-0.179433332985375,0.00831762181549928,2.33926053068174
"beta",0.0509116548992352,-0.00151973615976207,-0.108814276786652
"delta",-0.00151973615976207,0.00120462040595485,-0.00260546062049622
"lambdaluce",-0.108814276786652,-0.00260546062049622,2.01558203823912
"beta",0.0249562308316239,-0.0041818191994535,-0.0840500655343228
"delta",-0.0041818191994535,0.00238423850761044,0.00738031358294351
"lambdaluce",-0.0840500655343228,0.00738031358294351,1.9459529230685
"beta",0.00286239255380761,-0.00104059794904189,-0.0292481252786323
"delta",-0.00104059794904189,0.000479323250656935,0.0116686432058323
"lambdaluce",-0.0292481252786323,0.0116686432058323,0.343938076191842
"beta",0.00701871693161226,-7.85486174639082e-05,-0.0424397165221932
"delta",-7.85486174639082e-05,0.00194196105362893,0.00115677866402736
"lambdaluce",-0.0424397165221932,0.00115677866402736,0.276085448733215
"beta",0.00514954975379193,-0.00312264316934132,-0.0393998424205004
"delta",-0.00312264316934132,0.00213021287208293,0.0115692834411646
"lambdaluce",-0.0393998424205004,0.0115692834411646,2.02720401574073
"beta",0.00096595882056666,-0.000620760641403151,-0.0147782763356301
"delta",-0.000620760641403151,0.00377868921506435,0.0125826539589968
"lambdaluce",-0.0147782763356301,0.0125826539589968,0.323203404322009
"beta",0.0133885600653883,-0.00278129033478252,-0.142436514469231
"delta",-0.00278129033478252,0.000587384339267112,0.0305606859870042
"lambdaluce",-0.142436514469231,0.0305606859870042,2.04612320699662
"beta",0.00215170368241708,-0.000665957758432334,-0.0164710637127489
"delta",-0.000665957758432334,0.000386673682572914,0.00587071275152827
"lambdaluce",-0.0164710637127489,0.00587071275152827,0.143286762148031
"beta",0.0531864199317989,-0.00144314119115777,-0.118631794470249
"delta",-0.00144314119115777,0.000951756295598248,-0.00106597523107956
"lambdaluce",-0.118631794470249,-0.00106597523107956,2.13644744783184
"beta",0.0154427337922243,-0.00374210257871471,-0.153842061155895
"delta",-0.00374210257871471,0.000930568451235529,0.0392432847244578
"lambdaluce",-0.153842061155895,0.0392432847244578,1.92692622904721
"beta",0.00258309573722389,-0.00115295594779583,-0.0550660883588299
"delta",-0.00115295594779583,0.000582361724320358,0.0259588482080415
"lambdaluce",-0.0550660883588299,0.0259588482080415,1.3599295237644
"beta",0.00309140102226723,-9.42280928338552e-05,-0.0292698096136581
"delta",-9.42280928338552e-05,0.000210779080970032,0.0016765500787629
