"","alpha","beta","gamma","delta","lambda","luce"
"delta",0.00106980607735825,0.000471271327153582,-0.000881694022054687,0.00233547910152914,-0.0135612399022017,-0.00330360832383847
"lambda",0.0143851060012917,-0.033391534596123,-0.0223357934117927,-0.0135612399022017,1.01669788937675,-0.0775930503125561
"luce",-0.0025851460055367,-0.00581018197307319,-0.00448892329275794,-0.00330360832383847,-0.0775930503125561,0.0748714892832165
"alpha",0.0633103561932189,-0.000796629281723715,-0.01902026368012,0.000555382754356661,0.0387599907558658,-0.00279848122122902
"beta",-0.000796629281723715,0.00257328369173182,0.0031680176854022,0.00177020126296916,-0.0205011629911245,-0.00278354808733196
"gamma",-0.01902026368012,0.0031680176854022,0.0663838575611774,-0.000923242670191197,0.00303152436627879,-0.00674714089859761
"delta",0.000555382754356661,0.00177020126296916,-0.000923242670191197,0.00316378711196813,-0.0120248824747634,-0.00236393126548673
"lambda",0.0387599907558658,-0.0205011629911245,0.00303152436627879,-0.0120248824747634,1.02012010042013,-0.11676570225121
"luce",-0.00279848122122902,-0.00278354808733196,-0.00674714089859761,-0.00236393126548673,-0.11676570225121,0.075896170537619
"alpha",0.0608291701122294,9.00979638075548e-05,-0.0309771602414406,8.66474646481988e-05,0.0123861323813453,-0.00145007890197158
"beta",9.00979638075548e-05,0.00204616382510279,0.00236242223458946,0.000950646912264052,-0.0121101798670574,-0.000715976214452651
"gamma",-0.0309771602414406,0.00236242223458946,0.0950420649375734,-0.000705254520014811,0.00274676659366948,-0.0106359810148215
"delta",8.66474646481988e-05,0.000950646912264052,-0.000705254520014811,0.00227814502724352,-0.00223062846967758,-0.000627323799916213
"lambda",0.0123861323813453,-0.0121101798670574,0.00274676659366948,-0.00223062846967758,1.00406324478369,-0.158641740361403
"luce",-0.00145007890197158,-0.000715976214452651,-0.0106359810148215,-0.000627323799916213,-0.158641740361403,0.0727944928980802
"alpha",0.0187469186443416,0.00186187762904109,0.00137931480971573,0.000150226132208205,0.0118368219805449,-0.00351686316060062
"beta",0.00186187762904109,0.00252220065767968,0.00431508189425556,6.4049546323626e-05,-0.0196379252145478,-0.00380749813176665
"gamma",0.00137931480971573,0.00431508189425556,0.0538966359287801,-0.000885932932707123,-0.0130479451782582,-0.00280830087314094
"delta",0.000150226132208205,6.4049546323626e-05,-0.000885932932707123,0.00121894944207466,-0.00458468596430844,-0.0019921911614535
"lambda",0.0118368219805449,-0.0196379252145478,-0.0130479451782582,-0.00458468596430844,0.613400966045751,-0.017971855058493
"luce",-0.00351686316060062,-0.00380749813176665,-0.00280830087314094,-0.0019921911614535,-0.017971855058493,0.0470831475714553
"alpha",0.00445723483872527,0.000422615579564549,-0.00144489969675389,0.00095972875109735,0.0117089571630446,-0.0112210560954679
"beta",0.000422615579564549,0.0043577836394469,0.00251839205012601,-0.000688496566484504,-0.0238955557269897,-0.00234193192549541
"gamma",-0.00144489969675389,0.00251839205012601,0.0159012056386979,0.000112066805849184,-0.00570810781146865,-0.00588578824557563
"delta",0.00095972875109735,-0.000688496566484504,0.000112066805849184,0.000889029407861121,-0.00742086690926122,-0.0031171092488594
"lambda",0.0117089571630446,-0.0238955557269897,-0.00570810781146865,-0.00742086690926122,0.851105726533253,-0.0395228379265848
"luce",-0.0112210560954679,-0.00234193192549541,-0.00588578824557563,-0.0031171092488594,-0.0395228379265848,0.0733189026717679
"alpha",0.0100366483361034,0.00238171072250164,1.32086105231588e-05,0.00121551011138573,0.030055577097339,-0.00556635055670233
"beta",0.00238171072250164,0.00493304710127196,0.00491527944554371,0.00128108355218968,-0.0334029695999997,-0.00334710649057516
"gamma",1.32086105231588e-05,0.00491527944554371,0.0308948639817032,0.000485967715795957,-0.0127286182046542,-0.00192581975649948
"delta",0.00121551011138573,0.00128108355218968,0.000485967715795957,0.00129833381997614,-0.00905104543288491,-0.00181362184297639
"lambda",0.030055577097339,-0.0334029695999997,-0.0127286182046542,-0.00905104543288491,0.98803843879575,-0.0485784817575157
"luce",-0.00556635055670233,-0.00334710649057516,-0.00192581975649948,-0.00181362184297639,-0.0485784817575157,0.0620960560585362
"alpha",0.0732579818118518,-0.00532561557188826,-0.0421950441150237,0.00265304451117409,0.0106447390418798,-0.000276347563168295
"beta",-0.00532561557188826,0.012749308060708,0.00899230994744796,-0.00209876945689593,-0.0612444880962615,-0.00798794974634071
"gamma",-0.0421950441150237,0.00899230994744796,0.0753383184013687,-0.00296886556741409,-0.0146897181206765,-0.00604394501976347
"delta",0.00265304451117409,-0.00209876945689593,-0.00296886556741409,0.0029589383443441,-0.0138286495993574,-0.00302219845969272
"lambda",0.0106447390418798,-0.0612444880962615,-0.0146897181206765,-0.0138286495993574,1.16681357467461,-0.0462185005708723
"luce",-0.000276347563168295,-0.00798794974634071,-0.00604394501976347,-0.00302219845969272,-0.0462185005708723,0.0741760691110839
"alpha",0.0749279525256647,-0.000253524756632727,-0.0425745094435577,0.00361740590576619,0.0169493119241915,0.0058234584081996
"beta",-0.000253524756632727,0.00780683292926508,0.00155321441101143,0.00108188813218639,-0.0323784794582455,-0.00469624223231837
"gamma",-0.0425745094435577,0.00155321441101143,0.0857158204991966,-0.00606509856820558,-0.0370279288417892,-0.0114765598637539
"delta",0.00361740590576619,0.00108188813218639,-0.00606509856820558,0.0252796123722465,-0.00990090310543788,-0.00329091971731846
"lambda",0.0169493119241915,-0.0323784794582455,-0.0370279288417892,-0.00990090310543788,0.954741400992079,-0.104227354686544
"luce",0.0058234584081996,-0.00469624223231837,-0.0114765598637539,-0.00329091971731846,-0.104227354686544,0.0671276334387354
"alpha",0.012178169764184,-0.00418387854319083,-0.00761754823921319,0.0104402581543104,-0.00431375499895949,-0.0150534147259715
"beta",-0.00418387854319083,0.058393314960673,0.00759863589740354,-0.0256658408903895,-0.0248253786282839,0.00358700377773856
"gamma",-0.00761754823921319,0.00759863589740354,0.0351097204353366,-0.0102780050294723,-0.000944305898522056,-0.000126030726415352
"delta",0.0104402581543104,-0.0256658408903895,-0.0102780050294723,0.041782430209066,-0.0398476409599213,-0.0191065949386979
"lambda",-0.00431375499895949,-0.0248253786282839,-0.000944305898522056,-0.0398476409599213,1.39219697438776,-0.0130884059724439
"luce",-0.0150534147259715,0.00358700377773856,-0.000126030726415352,-0.0191065949386979,-0.0130884059724439,0.0789566359351052
"alpha",0.0358162687085442,0.00119129301387653,-0.021371708225066,0.00397159895980108,0.00545078052189203,0.000499299219280384
"beta",0.00119129301387653,0.00122339418752352,0.00279140462108158,0.000321796628250463,-0.00562594779827379,-0.000878895079661727
"gamma",-0.021371708225066,0.00279140462108158,0.0663612698516131,-0.00463284939839167,-0.00650289238902887,-0.00232591326036239
"delta",0.00397159895980108,0.000321796628250463,-0.00463284939839167,0.00377555355920858,-0.00391954100160607,-0.00118161897955532
"lambda",0.00545078052189203,-0.00562594779827379,-0.00650289238902887,-0.00391954100160607,0.317079207509855,-0.0100071796791474
"luce",0.000499299219280384,-0.000878895079661727,-0.00232591326036239,-0.00118161897955532,-0.0100071796791474,0.0252907764262586
"alpha",0.0347578108700582,0.000279757763390959,-0.017000153119194,0.00509638978479275,0.018976100281951,-0.00941805281090352
"beta",0.000279757763390959,0.0115826244124129,0.00503926276670585,-0.00102934736345286,-0.05809449006188,-0.00545314989179477
"gamma",-0.017000153119194,0.00503926276670585,0.0282236708252452,-0.00200914920171095,-0.0214607327195118,-0.00672446314834737
"delta",0.00509638978479275,-0.00102934736345286,-0.00200914920171095,0.0074068228808841,-0.0226023667013572,-0.0062619541061569
"lambda",0.018976100281951,-0.05809449006188,-0.0214607327195118,-0.0226023667013572,1.0852877634596,-0.0660682108310088
"luce",-0.00941805281090352,-0.00545314989179477,-0.00672446314834737,-0.0062619541061569,-0.0660682108310088,0.0794555706962467
"alpha",0.0314000519898784,0.000170590834369842,-0.0138158425568538,-0.000595784232671952,0.0478741255384091,-0.000192400262941638
"beta",0.000170590834369842,0.00151131900754358,0.00337332046729463,-0.000548403249082979,-0.0135866712021399,-0.000745170108969991
"gamma",-0.0138158425568538,0.00337332046729463,0.0374264935114909,-0.00138471340726366,-0.0104217423140293,-0.00588822122177217
"delta",-0.000595784232671952,-0.000548403249082979,-0.00138471340726366,0.00126483219421871,-0.00152360027659822,-0.00138998043725052
"lambda",0.0478741255384091,-0.0135866712021399,-0.0104217423140293,-0.00152360027659822,0.985867396255347,-0.0715563073419324
"luce",-0.000192400262941638,-0.000745170108969991,-0.00588822122177217,-0.00138998043725052,-0.0715563073419324,0.072135954120362
"alpha",0.0481100530003978,-0.00729763051684815,-0.0348566400995697,0.00454517440026422,0.0132678914632375,-0.00477638017980265
"beta",-0.00729763051684815,0.0497308515532987,0.0217125052669699,-0.0148107446800941,-0.043403404611835,-0.000432845218974643
"gamma",-0.0348566400995697,0.0217125052669699,0.088077308624312,-0.00975855627802509,-0.0100945065943726,0.000354899265077434
"delta",0.00454517440026422,-0.0148107446800941,-0.00975855627802509,0.013136863347841,-0.0237191883658441,-0.005999765154528
"lambda",0.0132678914632375,-0.043403404611835,-0.0100945065943726,-0.0237191883658441,1.31144617025362,-0.00713921367535201
"luce",-0.00477638017980265,-0.000432845218974643,0.000354899265077434,-0.005999765154528,-0.00713921367535201,0.0826524958019096
"alpha",0.00479909800093441,-0.00398444237431046,-0.00229363603509003,0.0115141063037672,0.00301158442023646,-0.0143545482963112
"beta",-0.00398444237431046,0.0584982184213076,0.00444600558093729,-0.0364693122865876,0.00203087555130638,0.00867241937073789
"gamma",-0.00229363603509003,0.00444600558093729,0.00901334059308986,-0.00776399449415205,-0.00145768852659199,-0.00011985432527646
"delta",0.0115141063037672,-0.0364693122865876,-0.00776399449415205,0.0827524626683889,-0.0702897963407537,-0.0301928986020202
"lambda",0.00301158442023646,0.00203087555130638,-0.00145768852659199,-0.0702897963407537,1.29230334405478,-0.00824226225047312
"luce",-0.0143545482963112,0.00867241937073789,-0.00011985432527646,-0.0301928986020202,-0.00824226225047312,0.0753993077834883
"alpha",0.0730779665748754,-0.00386332575351961,-0.0386629848210269,0.0018463533571779,-0.0148341238567921,0.00688902702111845
"beta",-0.00386332575351961,0.0678924671384011,0.0055728933574152,-0.0147653016603101,-0.0165226685124,-0.0001050956483242
"gamma",-0.0386629848210269,0.0055728933574152,0.069693524245126,-0.00135654440456194,0.00230828623689438,-0.0187410989973585
"delta",0.0018463533571779,-0.0147653016603101,-0.00135654440456194,0.0146874162820259,-0.0289827701535031,-0.00568326714972205
"lambda",-0.0148341238567921,-0.0165226685124,0.00230828623689438,-0.0289827701535031,1.41056754543826,0.00142994915540977
"luce",0.00688902702111845,-0.0001050956483242,-0.0187410989973585,-0.00568326714972205,0.00142994915540977,0.0864314595446119
"alpha",0.00403486836403708,-0.00145143652955676,-0.000736639345720543,0.00657724087378134,-0.00332873304977396,-0.00987838788023619
"beta",-0.00145143652955676,0.0572773394942742,0.00182727065061577,-0.0232593235042179,-0.000231390171936718,0.00315119263098075
"gamma",-0.000736639345720543,0.00182727065061577,0.00525316088767878,-0.00265514659223933,0.00190287413131239,-0.00180891892852572
"delta",0.00657724087378134,-0.0232593235042179,-0.00265514659223933,0.0615650152545968,-0.0654548667588794,-0.0184191029811068
"lambda",-0.00332873304977396,-0.000231390171936718,0.00190287413131239,-0.0654548667588794,1.30618693188106,0.0012152589297329
"luce",-0.00987838788023619,0.00315119263098075,-0.00180891892852572,-0.0184191029811068,0.0012152589297329,0.0651952371519091
"alpha",0.0634449267995227,-0.00328046913296168,-0.0345239825355494,0.00214454740867863,-0.0113251460478362,0.00288603454106666
"beta",-0.00328046913296168,0.0702159285550946,0.00460017248304382,-0.00866974799651219,-0.0189568550870678,-0.00233513813038403
"gamma",-0.0345239825355494,0.00460017248304382,0.0678480864007244,0.000628568027225738,0.00861700818594585,-0.0118311972320865
"delta",0.00214454740867863,-0.00866974799651219,0.000628568027225738,0.00830361804162963,-0.0224451132158751,-0.00416625607238662
"lambda",-0.0113251460478362,-0.0189568550870678,0.00861700818594585,-0.0224451132158751,1.35149470743918,0.012179499484329
"luce",0.00288603454106666,-0.00233513813038403,-0.0118311972320865,-0.00416625607238662,0.012179499484329,0.076950590646425
"alpha",0.00207697502460151,-0.000822753471033366,0.000574986788547311,0.00392685369677481,0.00303547812673211,-0.00421331558959109
"beta",-0.000822753471033366,0.0412008082303246,0.00127513519485164,-0.0224332320155612,-0.00469740075788322,0.000523118626364956
"gamma",0.000574986788547311,0.00127513519485164,0.0029112833842007,-0.00139340452885058,-0.000148186253345648,0.000189879028700192
"delta",0.00392685369677481,-0.0224332320155612,-0.00139340452885058,0.047443351028647,-0.0572668808819792,-0.00507512060389935
"lambda",0.00303547812673211,-0.00469740075788322,-0.000148186253345648,-0.0572668808819792,1.29001340276362,-0.0129126961581116
"luce",-0.00421331558959109,0.000523118626364956,0.000189879028700192,-0.00507512060389935,-0.0129126961581116,0.0416301214960935
"alpha",0.0519416378990906,-0.00666276157662444,-0.0183103852560067,0.00669956082551882,-0.00718231445461727,-0.00527083885385602
"beta",-0.00666276157662444,0.0695983095487836,0.0038163024613396,-0.0124146474109018,0.00273743914978867,-0.00292182673312127
"gamma",-0.0183103852560067,0.0038163024613396,0.0216677038869056,-0.00142452062336815,0.000625570285913616,-0.00910789036584918
"delta",0.00669956082551882,-0.0124146474109018,-0.00142452062336815,0.0159534337849174,-0.0399175771228561,-0.00603519244257505
"lambda",-0.00718231445461727,0.00273743914978867,0.000625570285913616,-0.0399175771228561,1.41024404695362,-0.00670491114237551
"luce",-0.00527083885385602,-0.00292182673312127,-0.00910789036584918,-0.00603519244257505,-0.00670491114237551,0.084969323979105
"alpha",0.00394452748860489,0.00196220329282414,-0.0028733398061782,0.00167868667749335,0.0217435099459805,-0.00631285786787347
"beta",0.00196220329282414,0.00679993239274804,0.00065020179836918,-0.000331404130454158,-0.0299437022977405,-0.00493880993508141
"gamma",-0.0028733398061782,0.00065020179836918,0.0101839111461826,-0.00164440980548261,-0.0198091088747487,-0.00225239023282756
"delta",0.00167868667749335,-0.000331404130454158,-0.00164440980548261,0.0135771827496644,-0.00949970150065047,-0.00247969161771815
"lambda",0.0217435099459805,-0.0299437022977405,-0.0198091088747487,-0.00949970150065047,0.891243051731938,-0.0527256317969568
"luce",-0.00631285786787347,-0.00493880993508141,-0.00225239023282756,-0.00247969161771815,-0.0527256317969568,0.0464232942464035
"alpha",0.0681472278411487,-0.000212577257976778,-0.0421301755226814,0.00302543736702487,0.0263704516763975,0.00205961544387845
"beta",-0.000212577257976778,0.00762150911019587,0.00350684768565621,0.000726354636817926,-0.0438930659665,-0.00675855319207031
"gamma",-0.0421301755226814,0.00350684768565621,0.0842802373057797,-0.00406747349964708,-0.0430069253826882,-0.0125143875293328
"delta",0.00302543736702487,0.000726354636817926,-0.00406747349964708,0.0125902224046138,-0.0110757536614837,-0.00153451760674074
"lambda",0.0263704516763975,-0.0438930659665,-0.0430069253826882,-0.0110757536614837,1.05469097147228,-0.11158614149604
"luce",0.00205961544387845,-0.00675855319207031,-0.0125143875293328,-0.00153451760674074,-0.11158614149604,0.0703233736216357
"alpha",0.0592358084668803,-0.00234846980726268,-0.0283783936201945,0.00134223356057964,0.00332279024069723,0.00462179879298575
"beta",-0.00234846980726268,0.0665536692527292,0.00102670738031945,-0.00935261888724039,0.00316622395231698,-0.0033279867964727
"gamma",-0.0283783936201945,0.00102670738031945,0.0460079010051139,-0.000673063521398395,-0.00534164767491432,-0.0104836864687543
"delta",0.00134223356057964,-0.00935261888724039,-0.000673063521398395,0.00957447190978408,-0.0268971341994498,-0.00233861240465917
"lambda",0.00332279024069723,0.00316622395231698,-0.00534164767491432,-0.0268971341994498,1.29558807882151,0.0127312311702085
"luce",0.00462179879298575,-0.0033279867964727,-0.0104836864687543,-0.00233861240465917,0.0127312311702085,0.0869568450485552
"alpha",0.00182436229595509,0.000450415610383772,0.000161829853467738,0.000783083124763588,0.00319914617376087,-0.00192931354648913
"beta",0.000450415610383772,0.0504144607381432,0.00768136687539796,-0.0164490411222314,-0.0170420283983046,0.00276063106084249
"gamma",0.000161829853467738,0.00768136687539796,0.0078750980814257,-0.00119544556537654,0.0148797790574284,0.000457516576409139
"delta",0.000783083124763588,-0.0164490411222314,-0.00119544556537654,0.0192726927594015,-0.0274416450129763,-0.00399008191059896
"lambda",0.00319914617376087,-0.0170420283983046,0.0148797790574284,-0.0274416450129763,1.39548972369981,0.0154919112961942
"luce",-0.00192931354648913,0.00276063106084249,0.000457516576409139,-0.00399008191059896,0.0154919112961942,0.061578944124402
"alpha",0.00501060420547819,0.00134041419573814,0.000937216376783425,0.0019715806790128,0.0113933176940347,-0.0112662678450119
"beta",0.00134041419573814,0.00835820026060728,0.00485590964669068,0.000959188881554089,-0.0707098980734498,-0.00482526198881752
"gamma",0.000937216376783425,0.00485590964669068,0.0144816843123086,0.00213709352974278,-0.0312395821924219,-0.00764847391519302
"delta",0.0019715806790128,0.000959188881554089,0.00213709352974278,0.00249403717410017,-0.0142581225787105,-0.00467580826709875
"lambda",0.0113933176940347,-0.0707098980734498,-0.0312395821924219,-0.0142581225787105,1.10437602742761,-0.0395419824345162
"luce",-0.0112662678450119,-0.00482526198881752,-0.00764847391519302,-0.00467580826709875,-0.0395419824345162,0.0608460075600476
"alpha",0.0330969322538718,-0.00228986831112024,-0.0195612013415818,0.00543519108708458,-0.014687419773927,-0.00789818789564703
"beta",-0.00228986831112024,0.0742032310346505,0.00253489332666165,-0.0152676293782976,-0.0102110948756701,0.0001814036481807
"gamma",-0.0195612013415818,0.00253489332666165,0.0374197928689253,-0.0034506654105481,0.0106291424183061,-0.00688477654044917
"delta",0.00543519108708458,-0.0152676293782976,-0.0034506654105481,0.016416380501646,-0.030202146668663,-0.00553080973703455
"lambda",-0.014687419773927,-0.0102110948756701,0.0106291424183061,-0.030202146668663,1.3485803353336,-0.000536375042669074
"luce",-0.00789818789564703,0.0001814036481807,-0.00688477654044917,-0.00553080973703455,-0.000536375042669074,0.0789105679248863
"alpha",0.0419085677580654,-0.011862083630611,-0.0337317839156159,0.0232319224009491,-0.0332218447169336,-0.0100983399456479
"beta",-0.011862083630611,0.0653876309462733,0.0237597944522843,-0.0467073172683034,0.0491985508438931,0.00906504618118003
"gamma",-0.0337317839156159,0.0237597944522843,0.0903501141704075,-0.0456361271488163,0.0567977170957822,0.0122739640533385
"delta",0.0232319224009491,-0.0467073172683034,-0.0456361271488163,0.103784130410303,-0.12667346581078,-0.0276187298856082
"lambda",-0.0332218447169336,0.0491985508438931,0.0567977170957822,-0.12667346581078,1.28262115092626,-0.000256690564632319
"luce",-0.0100983399456479,0.00906504618118003,0.0122739640533385,-0.0276187298856082,-0.000256690564632319,0.0830981209368011
"alpha",0.0750813333636423,-0.0026094572840795,-0.0420280111846056,0.000500652243671228,0.0122816102513793,0.0123123536086512
"beta",-0.0026094572840795,0.0724106026381812,0.00462786422131021,-0.0148671732210589,-0.00737435967823228,-0.000481534639118528
"gamma",-0.0420280111846056,0.00462786422131021,0.0825552515685444,-0.00244926791121897,-0.00571949911887877,-0.019534463606698
"delta",0.000500652243671228,-0.0148671732210589,-0.00244926791121897,0.0160105095369049,-0.0240801445207366,-0.00536157666658211
"lambda",0.0122816102513793,-0.00737435967823228,-0.00571949911887877,-0.0240801445207366,1.31073255699149,0.00203782587863267
"luce",0.0123123536086512,-0.000481534639118528,-0.019534463606698,-0.00536157666658211,0.00203782587863267,0.0797839591952204
"alpha",0.00698131126927611,0.00019462253977718,0.000553891419133785,0.00203989454192438,0.059702700951797,-0.0027752738379727
"beta",0.00019462253977718,0.000836736592350993,0.000976589159478399,0.000631544490091213,-0.00573678408683047,-0.000265024521894883
"gamma",0.000553891419133785,0.000976589159478399,0.0230225784832983,-0.00051678687379066,0.0397321567477638,0.00163284327786979
"delta",0.00203989454192438,0.000631544490091213,-0.00051678687379066,0.00286798110486285,0.0162914818541531,-0.000507463135092123
"lambda",0.059702700951797,-0.00573678408683047,0.0397321567477638,0.0162914818541531,0.964520963945133,-0.0659349488867512
"luce",-0.0027752738379727,-0.000265024521894883,0.00163284327786979,-0.000507463135092123,-0.0659349488867512,0.0783459714095697
"alpha",0.06566158438174,-0.00231409701654912,-0.0418117800029176,0.000173556494777405,0.0277268777287984,0.00319737013985383
"beta",-0.00231409701654912,0.00626665371013051,0.00595058677075875,0.000172329650464154,-0.0408580821175368,-0.00447776864761657
"gamma",-0.0418117800029176,0.00595058677075875,0.0974722589482522,-2.71731956249724e-06,-0.049741056259268,-0.0126486520774791
"delta",0.000173556494777405,0.000172329650464154,-2.71731956249724e-06,0.00280498681088904,0.00239174956848966,-0.000935365034180731
"lambda",0.0277268777287984,-0.0408580821175368,-0.049741056259268,0.00239174956848966,1.01073220172036,-0.137902829235093
"luce",0.00319737013985383,-0.00447776864761657,-0.0126486520774791,-0.000935365034180731,-0.137902829235093,0.0708720435691121
"alpha",0.0459120198709051,-0.000163413779630642,-0.0301994280003404,0.000390907488405266,0.0176980162898196,-0.00435847096135488
"beta",-0.000163413779630642,0.0039341527344493,0.00473317428763795,0.000298768091802421,-0.030739996107878,-0.00505875184831641
"gamma",-0.0301994280003404,0.00473317428763795,0.0955918671879926,-0.00173008358429275,-0.0256514336775715,-0.0038075729393135
"delta",0.000390907488405266,0.000298768091802421,-0.00173008358429275,0.00232430943048426,-0.0145474219139205,-0.00377494163981666
"lambda",0.0176980162898196,-0.030739996107878,-0.0256514336775715,-0.0145474219139205,1.0021007503238,-0.0722846441162834
"luce",-0.00435847096135488,-0.00505875184831641,-0.0038075729393135,-0.00377494163981666,-0.0722846441162834,0.0726322026861448
"alpha",0.0730097683745622,-0.00617955283441042,-0.0360596152986443,0.00131295917941049,0.00185001365127862,0.00709313657332334
"beta",-0.00617955283441042,0.0517720522334765,0.0117190947466484,-0.0118249272069332,-0.0521287537180294,-0.00911038728314226
"gamma",-0.0360596152986443,0.0117190947466484,0.0632643570186168,-0.0026990172583689,-0.000983074888368281,-0.014388708936739
"delta",0.00131295917941049,-0.0118249272069332,-0.0026990172583689,0.00799154872766631,-0.00862372742965945,-0.00197749499845282
"lambda",0.00185001365127862,-0.0521287537180294,-0.000983074888368281,-0.00862372742965945,1.3042681921371,0.003514227380864
"luce",0.00709313657332334,-0.00911038728314226,-0.014388708936739,-0.00197749499845282,0.003514227380864,0.081191084458499
"alpha",0.0597635450225704,-0.000968419553444872,-0.0304349392099259,0.000717643368503899,0.00304412713651347,0.000851008589625118
"beta",-0.000968419553444872,0.00302264174914544,0.0032160897417239,6.52626483537564e-05,-0.00796061290508158,-0.00285081652527837
"gamma",-0.0304349392099259,0.0032160897417239,0.0670597826189908,-0.000836101482938072,-0.00471308601296749,-0.00397651569990024
"delta",0.000717643368503899,6.52626483537564e-05,-0.000836101482938072,0.00219106719308633,-0.0016435873333262,-0.000924054186093719
"lambda",0.00304412713651347,-0.00796061290508158,-0.00471308601296749,-0.0016435873333262,0.152249350587606,-0.0252039617479382
"luce",0.000851008589625118,-0.00285081652527837,-0.00397651569990024,-0.000924054186093719,-0.0252039617479382,0.0299859143878891
"alpha",0.007951373307809,0.00394586746871016,-0.00414265842613402,0.00613324864835354,0.0258346283691522,-0.0138217441186479
"beta",0.00394586746871016,0.0105250941871736,0.00263276537843572,0.00300355694500326,-0.049673083810511,-0.00661834740933827
"gamma",-0.00414265842613402,0.00263276537843572,0.0278640530048503,-0.00510249652403391,-0.0308063342494118,-0.003549667280931
"delta",0.00613324864835354,0.00300355694500326,-0.00510249652403391,0.0245687798140639,-0.0192011800858679,-0.0105669236458198
"lambda",0.0258346283691522,-0.049673083810511,-0.0308063342494118,-0.0192011800858679,1.06011892244057,-0.103301665192595
"luce",-0.0138217441186479,-0.00661834740933827,-0.003549667280931,-0.0105669236458198,-0.103301665192595,0.0673667408412007
"alpha",0.00396462705635191,0.00212005707485087,-0.000547442238511619,0.003713901787686,0.00903332906238453,-0.0103504655757232
"beta",0.00212005707485087,0.00788470585459717,0.00187533826475049,0.000163415765212818,-0.042518524069642,-0.00638038068365187
"gamma",-0.000547442238511619,0.00187533826475049,0.0119105150249003,-0.000983510450228978,-0.012229009503707,-0.00418618188000602
"delta",0.003713901787686,0.000163415765212818,-0.000983510450228978,0.0137508863673172,-0.0305742958891587,-0.0107990991095032
"lambda",0.00903332906238453,-0.042518524069642,-0.012229009503707,-0.0305742958891587,1.03640531223878,-0.0278970191431441
"luce",-0.0103504655757232,-0.00638038068365187,-0.00418618188000602,-0.0107990991095032,-0.0278970191431441,0.0610891658291456
"alpha",0.0549964471667019,-0.000653130269270418,-0.0304866469120361,-0.000228310516010961,-0.00553904470755663,-0.00364734373569873
"beta",-0.000653130269270418,0.00194960757162171,0.00172166122006476,0.00152180760153554,-0.00621199954184453,-0.00155361419620994
"gamma",-0.0304866469120361,0.00172166122006476,0.0869136414554942,-0.000872766508748647,0.0217824561825609,-0.00764465237715764
"delta",-0.000228310516010961,0.00152180760153554,-0.000872766508748647,0.00215327714428755,-0.00335375858699682,-0.00110374477024206
"lambda",-0.00553904470755663,-0.00621199954184453,0.0217824561825609,-0.00335375858699682,1.01217898903111,-0.133052669580295
"luce",-0.00364734373569873,-0.00155361419620994,-0.00764465237715764,-0.00110374477024206,-0.133052669580295,0.0780075146953741
"alpha",0.00909097180869858,0.00201073703658899,-0.000780689422146965,0.00283685216938768,0.0368685214443404,-0.0114297787100401
"beta",0.00201073703658899,0.00305108123062364,0.0021054260878259,0.00133612381043948,-0.0278062626672627,-0.00184776843627375
"gamma",-0.000780689422146965,0.0021054260878259,0.0235359754757904,-0.00553322425341424,-0.00573018950793024,-0.00112939635981841
"delta",0.00283685216938768,0.00133612381043948,-0.00553322425341424,0.00753997033155719,-0.00954683973931936,-0.00491717822980848
"lambda",0.0368685214443404,-0.0278062626672627,-0.00573018950793024,-0.00954683973931936,1.03318721433879,-0.128606438264895
"luce",-0.0114297787100401,-0.00184776843627375,-0.00112939635981841,-0.00491717822980848,-0.128606438264895,0.0666988275998156
"alpha",0.0421673444445625,-0.00754692199114127,-0.0198154804163223,0.0113486060972426,-0.0110582430451732,-0.00982959237566375
"beta",-0.00754692199114127,0.0776671958343162,0.00385608156033923,-0.0232918287531778,0.0118489523204268,0.000257556713330051
"gamma",-0.0198154804163223,0.00385608156033923,0.0230003770539802,-0.00474332043934846,0.00411910050551798,-0.00377805227711848
"delta",0.0113486060972426,-0.0232918287531778,-0.00474332043934846,0.0326141439443349,-0.0541787099615953,-0.0092762444041642
"lambda",-0.0110582430451732,0.0118489523204268,0.00411910050551798,-0.0541787099615953,1.33922740962614,-0.00543134394812537
"luce",-0.00982959237566375,0.000257556713330051,-0.00377805227711848,-0.0092762444041642,-0.00543134394812537,0.084562992699385
"alpha",0.00378919794305315,0.000974198724561736,-0.00182852723574141,0.00387986080928318,0.00843078026612403,-0.00647137471519436
"beta",0.000974198724561736,0.00988869380801277,0.00201502851844819,-0.00602275187725929,-0.040291004004822,-0.00247822302595442
"gamma",-0.00182852723574141,0.00201502851844819,0.0188506447890359,-0.00577534026434385,-0.026249112106381,0.00175403070002267
"delta",0.00387986080928318,-0.00602275187725929,-0.00577534026434385,0.0347381738480119,-0.0216846314495003,-0.00999466695058668
"lambda",0.00843078026612403,-0.040291004004822,-0.026249112106381,-0.0216846314495003,1.07550508233559,-0.0419981909560017
"luce",-0.00647137471519436,-0.00247822302595442,0.00175403070002267,-0.00999466695058668,-0.0419981909560017,0.0431305689581112
"alpha",0.00346216660853639,-0.00219073717925663,-0.000866069339500214,0.00608121326187893,0.0103357979869661,-0.00865109584326175
"beta",-0.00219073717925663,0.053408020837557,0.00252984899504676,-0.0362476614932513,-0.0285319973485278,0.0032907278593961
