"","alpha","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"alphaTemp",0.469248842496427,0.233697546849562,0.0326260125914281,0.297914749748263,0.488503671793786,0.635168275406522,0.921055683649559
"alphaTemp",0.66247628951058,0.0812683798701991,0.493605169301814,0.607251661111098,0.668862510343266,0.721246002948255,0.802996450601672
"alphaTemp",0.407545099958972,0.238729955347052,0.0215467987921536,0.21844558481433,0.393033608741487,0.566745373363481,0.926281559975261
"alphaTemp",0.309100191379745,0.231025700603329,0.0140121277541197,0.139345858081654,0.260720138934257,0.406923015732551,0.910465554783356
"alphaTemp",0.350383199453065,0.138657491365034,0.0653216811679575,0.266755851502288,0.359501814222303,0.436139452154122,0.604833355891292
"alphaTemp",0.478260723373099,0.10256521721527,0.285308914199041,0.410191914349439,0.474948133498476,0.549070517299239,0.675048348230185
"alphaTemp",0.443387877094381,0.194362762329331,0.0876326395130532,0.312181296959377,0.42579176382232,0.546468065512082,0.90147527682861
"alphaTemp",0.29721284561948,0.256197415424004,0.0117034785439545,0.0969121878897637,0.21310119924574,0.437590536258412,0.915681956023029
"alphaTemp",0.28853612368382,0.261179951901316,0.00770217660042896,0.0834366151274261,0.190114630950806,0.437020559410552,0.90701675080502
"alphaTemp",0.28173300511616,0.251295852603812,0.0111798030255569,0.0863158197555131,0.195216982977094,0.41228043819819,0.906402363596452
"alphaTemp",0.90862978851938,0.0565087747774844,0.782708459585647,0.870901677440135,0.914386747786955,0.954929923196683,0.99309828625626
"alphaTemp",0.310468514802074,0.24794892595892,0.013565722016427,0.11510830531996,0.244385309579243,0.445061442353082,0.919098168078989
"alphaTemp",0.82067698384961,0.0445975079325119,0.735234667460479,0.789935576718291,0.820595687155776,0.851555168419221,0.90951465436331
"alphaTemp",0.890748971716334,0.0611797143113768,0.768328398982383,0.8472428053006,0.893819715485744,0.939028025560808,0.990228042711384
"alphaTemp",0.33186630920165,0.223598113664399,0.011539888476954,0.16078815358921,0.30341047026869,0.46517313140671,0.883596588007125
"alphaTemp",0.34573950366962,0.112247995912674,0.119382916615642,0.283082360647745,0.345096259686914,0.408472055229183,0.543475981912482
"alphaTemp",0.693071185706886,0.081197894548279,0.501962465083715,0.650144347589715,0.701509961845317,0.748767806837616,0.820955752852228
"alphaTemp",0.368285862048809,0.24530747372641,0.0191104833647584,0.168650734867201,0.334762428260399,0.529716871705568,0.91578229083735
"alphaTemp",0.474540552111251,0.186976994039468,0.0936946244570475,0.355711962341224,0.472703876177455,0.585752079241911,0.868194153006275
"alphaTemp",0.325863830334222,0.113589174886394,0.0655715665567172,0.259192209731055,0.330415905150445,0.398431065106533,0.524244276736323
"alphaTemp",0.953819807820763,0.041162657685583,0.85113862275487,0.932887818415885,0.965799631260777,0.985331985550294,0.998476906496495
"alphaTemp",0.920615276522492,0.050539742951788,0.803821216283851,0.889909786499679,0.929173861515708,0.96003746360851,0.992436490349079
"alphaTemp",0.714673195926068,0.090023679002661,0.544861673330934,0.65251350727883,0.712998075083485,0.775903682363442,0.892866412368036
"alphaTemp",0.31241139028724,0.243272775573639,0.0138883822837786,0.12173381382736,0.248640261591657,0.453104976751539,0.895328420592022
"alphaTemp",0.824880217128738,0.0833820198709248,0.666902984498495,0.765212079488292,0.822591853373474,0.886033807453906,0.983769457529585
"alphaTemp",0.267950034323106,0.240722365380923,0.0113014284800579,0.088956586640342,0.183356105894127,0.37699944748556,0.893585280187016
"alphaTemp",0.306997160726968,0.241485004902001,0.0110154239667879,0.11757091944264,0.248073246904587,0.433846568122532,0.901243377380864
"alphaTemp",0.559288590380566,0.244908979915159,0.0585938174149601,0.390514735339939,0.576202260429325,0.749648343777159,0.964178864862166
"alphaTemp",0.373750175512047,0.286141539700887,0.00976248102199672,0.128927915321582,0.308853357170764,0.579914509033571,0.968326199718564
"alphaTemp",0.532244804541891,0.232072623673153,0.0454073804297195,0.385756769413288,0.549949634180047,0.694565435883708,0.935260425694813
"alphaTemp",0.328975577897213,0.217835658357242,0.0185607423455098,0.163260294670518,0.295991483165244,0.444031378591758,0.867650278273477
"alphaTemp",0.434432599059002,0.243388304876937,0.0325524841924603,0.240633029289817,0.424272405386476,0.61617969698432,0.912127369319021
"alphaTemp",0.362244297513981,0.234326754417224,0.0189248990850291,0.169655795431246,0.329090332304662,0.518965320138868,0.884332848379458
"alphaTemp",0.293277121885458,0.225491964706096,0.013310584375953,0.124719650555196,0.24592148222817,0.384936945065206,0.901701238538004
"alphaTemp",0.366657557195383,0.247179336788083,0.024467521826942,0.168053251762397,0.322434869246595,0.526150940203367,0.933607160066173
"alphaTemp",0.310431727889754,0.202168812859825,0.0201384799754738,0.161570931840597,0.287736313569902,0.404209548410596,0.881623815898364
"alphaTemp",0.538453841136838,0.0872413438912623,0.367844041785733,0.48692003338112,0.53988883158542,0.590785916069239,0.72257267238514
"alphaTemp",0.883587731566336,0.0671682547286028,0.728995098504907,0.847988829360321,0.891189433634642,0.930902168278435,0.990245801243374
"alphaTemp",0.852559841708423,0.0654793891083447,0.719101020720937,0.807026643442844,0.85556355643841,0.90025014377212,0.972394649592239
"alphaTemp",0.329935900075294,0.250177257885187,0.0133003130682414,0.128829310244199,0.269936608391436,0.4694254775703,0.9287126572096
"alphaTemp",0.391208572555392,0.234194011326333,0.0326838660401944,0.201580436254833,0.36588759299524,0.550595563997232,0.893008822088994
"alphaTemp",0.381439600066656,0.189542295572065,0.0465467462187628,0.253894046770274,0.357819937786648,0.486327893901645,0.802977526603808
"alphaTemp",0.322519413411746,0.240606880679944,0.0125403427341457,0.132592026970998,0.273155232717636,0.454835620876878,0.890210439818508
"alphaTemp",0.623269024924104,0.0591215676629173,0.503723824376927,0.585459120024253,0.623568284568885,0.661898640131548,0.744318297675969
"alphaTemp",0.448743893047283,0.121400208100984,0.179867740699003,0.385894083422892,0.456905643054944,0.51629641337323,0.688327650414816
"alphaTemp",0.253621626065192,0.163245821943189,0.0144030916367315,0.138162534911897,0.236115037406974,0.335694255783542,0.667912959166064
"alphaTemp",0.945417586083599,0.0398742787941771,0.849950559976339,0.920748416375115,0.953634392382028,0.976827878358707,0.997149323249408
"alphaTemp",0.366161885913127,0.152681972077394,0.0614920419001903,0.2765934907496,0.368804465348721,0.45058745680209,0.666957243099717
"alphaTemp",0.631970703994186,0.128791051324309,0.331668925564936,0.566492669787256,0.639285743959711,0.707257122856912,0.882932933754108
"alphaTemp",0.306750461641675,0.239638698843944,0.01003003373932,0.118060661874522,0.25208427538247,0.432945194346321,0.902121845508764
"alphaTemp",0.246039138142734,0.210741185072815,0.00860835995516145,0.0927554442856601,0.191765178005383,0.327006594339316,0.849181224871934
"alphaTemp",0.361639959811578,0.25816025222358,0.0156722350598377,0.149027205313767,0.302652372270954,0.536191101425278,0.911375153161369
"alphaTemp",0.426380715948675,0.192514847249596,0.0554798042787337,0.293590625991483,0.439954061771351,0.548240009371433,0.850632201757042
"alphaTemp",0.724747080869573,0.0928592948713829,0.5633602085135,0.65779119256019,0.715273309539372,0.789762021202173,0.914677834136091
"alphaTemp",0.925561196757742,0.0487225711353313,0.820038324831614,0.891979439143617,0.932733255889419,0.964168439539169,0.995070968069944
"alphaTemp",0.372548002223728,0.14700904396808,0.07103023297052,0.282878564855063,0.369227463539118,0.454714009923438,0.70106361148195
"alphaTemp",0.306905677348049,0.232603767815418,0.0120670341621141,0.13047566463278,0.257170960651462,0.423652813074056,0.891758721665133
"alphaTemp",0.364583836002796,0.140184855520951,0.0398559233095881,0.286843964191564,0.381606907394306,0.447931920163019,0.622796966525807
"alphaTemp",0.317293377248773,0.255005410354049,0.00898521147990994,0.111784269049968,0.248443062374692,0.464813884132794,0.920959873859695
"alphaTemp",0.45520694713674,0.251615492752769,0.030193646304803,0.250108206187088,0.456955612142147,0.641793501372343,0.941564986433747
"alphaTemp",0.326833177436916,0.246635703239068,0.0112612807382114,0.133077130494295,0.274110536207519,0.453876561291779,0.924181480747346
"alphaTemp",0.400033023863596,0.136919387393976,0.062701291491179,0.333134918757221,0.419853663987617,0.48548216926992,0.611636027607858
"alphaTemp",0.696928488562717,0.0667625257066063,0.571767681809108,0.651140198447002,0.694110558688739,0.738174407383243,0.839678762708506
"alphaTemp",0.592251675485893,0.100183074099887,0.366115123150716,0.535010464097486,0.599741402324565,0.65848063883944,0.759221283664492
"alphaTemp",0.312462731778862,0.270662117430297,0.00830309312015756,0.0931696003069922,0.217458581898622,0.492354481545912,0.929875872893487
"alphaTemp",0.313862645468715,0.273729707057281,0.00902226410621263,0.0942883335017719,0.214176428463343,0.49216639129365,0.95251055919743
"alphaTemp",0.402713459257744,0.110354745091383,0.182962987776742,0.33380189821083,0.401581442182505,0.473522282704694,0.62203769661361
"alphaTemp",0.401278261408192,0.189251865799374,0.0542544356483642,0.278376224611925,0.404453462459583,0.511935951932406,0.823732669026715
"alphaTemp",0.469974963931134,0.186434468031151,0.0916509373619667,0.354368944039415,0.467909112748227,0.581977860817401,0.888684011558909
"alphaTemp",0.622617915605167,0.177200598164561,0.144498252672413,0.539051587184027,0.643667268836786,0.737564803233439,0.915379798707094
"alphaTemp",0.255408781813384,0.219340039665351,0.00893007715158789,0.100968728875942,0.194672358018392,0.332255561031839,0.869369273702427
"alphaTemp",0.66417483506504,0.0692755223793687,0.543945497448289,0.611099597251615,0.66038629245348,0.711351828560943,0.809696113134822
"alphaTemp",0.341127028768132,0.270329366837707,0.0120652365391325,0.113531079026096,0.266936470092389,0.528740095610652,0.93143534055872
"alphaTemp",0.871900318468958,0.0635206136938008,0.74674910917914,0.826632067182952,0.872344672296093,0.918958864768461,0.989765196411171
"alphaTemp",0.325585464502544,0.251882763998497,0.0146617002551825,0.126811661438707,0.261527162941302,0.459619002750568,0.911643554431603
"alphaTemp",0.821240637929227,0.0455738414510068,0.730674829819485,0.791099718425873,0.820387721795292,0.850069746192011,0.91000000429757
