"","lambda","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"lambdaTemp",3.11832582143919,1.07026229971319,1.19607053619138,2.2635201753482,3.11102828947618,4.02452277324474,4.91294732235457
"lambdaTemp",2.72516344729357,1.05930438116526,1.09737236464881,1.83191896410743,2.62135401631265,3.53209668794495,4.82610159123814
"lambdaTemp",3.65359531107086,0.941122648890375,1.60882088705289,3.00933214038699,3.79563307205459,4.46350270514197,4.93778589910828
"lambdaTemp",2.81991699766133,1.16140687701188,1.08205510398074,1.79285761353254,2.68651903900309,3.82742984265836,4.89950236011179
"lambdaTemp",3.09710687422937,1.02325676911819,1.25608226393236,2.27124434348219,3.11428488478798,3.92834967319169,4.85308474765343
"lambdaTemp",2.60999205334122,1.13399909849969,1.04727495979568,1.61282580922695,2.41857865655829,3.52934865469988,4.82066430427498
"lambdaTemp",2.92335354531616,1.15113694977344,1.08779639446529,1.92666387578299,2.86409551465591,3.89935594284495,4.89143987241213
"lambdaTemp",2.68985351063941,1.11176549106463,1.06990041277432,1.70575128687916,2.55203575377388,3.58020716331745,4.78388534941358
"lambdaTemp",2.62643535552727,1.08342278329616,1.07454908068341,1.70310434875943,2.49270865196055,3.4612960845084,4.82963266775943
"lambdaTemp",2.88395753076806,1.1558033756885,1.07845363945222,1.8480882478541,2.81648357801439,3.86846446523663,4.8876645967364
"lambdaTemp",2.8322636557472,1.14413214243324,1.08026345629904,1.84204863745196,2.75523446584309,3.80707447157982,4.87830551426268
"lambdaTemp",3.28098899843537,1.06382821484433,1.27560980826585,2.42348905120672,3.37586468665626,4.18229069227774,4.90515658621604
"lambdaTemp",3.28930466565189,0.996138318005716,1.31232045333991,2.53758746258246,3.33994518851753,4.11550721069433,4.88869043569746
"lambdaTemp",2.83679447587283,1.13757085428637,1.07824490204565,1.86433894981023,2.76015633618482,3.75252924894182,4.9030958297982
"lambdaTemp",2.82422268298541,1.06017774999467,1.13933853409052,1.95123466331869,2.7180790910989,3.6255744782901,4.85525707697474
"lambdaTemp",2.21994977270145,0.976764909684642,1.04487168842771,1.42258691779303,1.97216716302722,2.83003841621879,4.53877904309048
"lambdaTemp",2.83654388415168,1.08026659727341,1.129598304367,1.91754514318188,2.74064516332227,3.68416549521142,4.87625995612989
"lambdaTemp",3.04270439165815,1.10537088627978,1.14499616917426,2.13235085819752,3.02774072290976,4.00026531368632,4.87616669197583
