"","alpha","gamma","luce"
"alpha",0.00240339580521654,-0.00108580824767477,-0.0103961411931664
"gamma",-0.00108580824767477,0.000707424157974968,0.00432319425698011
"luce",-0.0103961411931664,0.00432319425698011,0.0587079023399644
"alpha",0.00260013357104108,-0.000290721471111128,-0.0117336311029892
"gamma",-0.000290721471111128,0.000943187726215829,0.00146303830779064
"luce",-0.0117336311029892,0.00146303830779064,0.0636653981233201
"alpha",0.000865833288753247,-0.000287984991109728,-0.00445561603977998
"gamma",-0.000287984991109728,0.000426177838193373,0.001627686711784
"luce",-0.00445561603977998,0.001627686711784,0.0284366222055215
"alpha",0.0100110854600584,-0.000633410891272008,-0.0258371541410032
"gamma",-0.000633410891272008,0.000151642453472133,0.00110170300269455
"luce",-0.0258371541410032,0.00110170300269455,0.0799975297108239
"alpha",0.00707187477335376,-0.000641447286558334,-0.0100741597248309
"gamma",-0.000641447286558334,0.00013434025919607,0.00217974438303094
"luce",-0.0100741597248309,0.00217974438303094,0.0578401952014237
"alpha",0.00115712879578033,0.000369959088097172,-0.00221532706545492
"gamma",0.000369959088097172,0.00557351379347323,0.00191122824968295
"luce",-0.00221532706545492,0.00191122824968295,0.0103698171095247
"alpha",0.0219750473901759,-0.000846648440830318,-0.0139072261016127
"gamma",-0.000846648440830318,0.0013065505921559,-8.29700219066984e-05
"luce",-0.0139072261016127,-8.29700219066984e-05,0.0737155118702183
"alpha",0.0075092792711874,-0.000748097585194511,-0.0226726267580241
"gamma",-0.000748097585194511,0.000178488768546359,0.00211941781821147
"luce",-0.0226726267580241,0.00211941781821147,0.0745446668396068
"alpha",0.00816631805197621,-0.000361679142489476,-0.0242229604280014
"gamma",-0.000361679142489476,0.00017121537080012,0.000992832721577346
"luce",-0.0242229604280014,0.000992832721577346,0.0804487136445266
"alpha",0.00168444972772348,-0.000622296354851965,-0.00432462243839181
"gamma",-0.000622296354851965,0.0157878555846259,0.000113115728873603
"luce",-0.00432462243839181,0.000113115728873603,0.0232477080285487
"alpha",0.00389586860918411,-0.000354813412968961,-0.0119349011308381
"gamma",-0.000354813412968961,0.0061540985864237,0.000724389365668907
"luce",-0.0119349011308381,0.000724389365668907,0.0452865636866037
"alpha",0.00564396691676769,-0.00104560632948199,-0.0156373097417666
"gamma",-0.00104560632948199,0.00026304246601705,0.00315353069109967
"luce",-0.0156373097417666,0.00315353069109967,0.0489001498298538
"alpha",0.00421176057956316,0.000141319482566409,-0.0149680887713354
"gamma",0.000141319482566409,0.0025862046878744,0.000268303788945956
"luce",-0.0149680887713354,0.000268303788945956,0.0589157401623046
"alpha",0.00465051877366388,-0.00123197995843903,-0.0157467601031168
"gamma",-0.00123197995843903,0.0090067050713963,0.00288079373251034
"luce",-0.0157467601031168,0.00288079373251034,0.06261409468228
"alpha",0.0053983000464059,-0.00041769263978684,-0.017931118804669
"gamma",-0.00041769263978684,0.00101029947231508,0.00199538971695186
"luce",-0.017931118804669,0.00199538971695186,0.0676011256708294
"alpha",0.00245287853076941,-0.00125219411648813,-0.00971441964791748
"gamma",-0.00125219411648813,0.00743506990777139,0.00444691835665714
"luce",-0.00971441964791748,0.00444691835665714,0.0453336711018386
"alpha",0.00193107481027865,-0.000664327018472746,-0.00881311994028731
"gamma",-0.000664327018472746,0.000937469284097713,0.00312578677135795
"luce",-0.00881311994028731,0.00312578677135795,0.0452492537633354
"alpha",0.00343141355315349,-0.00104665656949001,-0.00786930258882985
"gamma",-0.00104665656949001,0.000343293597615931,0.00203563263543946
"luce",-0.00786930258882985,0.00203563263543946,0.0454985436184253
"alpha",0.00147756181021857,-0.000471418137664354,-0.00541090833130306
"gamma",-0.000471418137664354,0.00030004183134056,0.00164033686382372
"luce",-0.00541090833130306,0.00164033686382372,0.0270433167911523
"alpha",0.00471038028747826,-0.00103133061603547,-0.0148491754182307
"gamma",-0.00103133061603547,0.00457286897546283,0.00295243973198597
"luce",-0.0148491754182307,0.00295243973198597,0.0572324148867353
"alpha",0.00361732222000161,-0.000513993625560988,-0.0133129442399449
"gamma",-0.000513993625560988,0.00178743018514463,0.00209757134797621
"luce",-0.0133129442399449,0.00209757134797621,0.0581777402303303
"alpha",0.0153965349903454,-0.00229762652779748,-0.013146447383266
"gamma",-0.00229762652779748,0.000511543023265264,-0.000979626973663653
"luce",-0.013146447383266,-0.000979626973663653,0.0781695453441622
"alpha",0.00205808755014187,-0.000411530387109374,-0.00638076005002115
"gamma",-0.000411530387109374,0.000351834142566101,0.00147637796532508
"luce",-0.00638076005002115,0.00147637796532508,0.0221223506442593
"alpha",0.000415186095188409,-0.00014666009835707,-0.00191838440025006
"gamma",-0.00014666009835707,0.000802500442954809,0.000683081515127666
"luce",-0.00191838440025006,0.000683081515127666,0.0143142423201305
"alpha",0.00181540683575112,-0.000223081491923428,-0.00771031485148977
"gamma",-0.000223081491923428,0.000256233136405007,0.00138637412740257
"luce",-0.00771031485148977,0.00138637412740257,0.0374819931693702
"alpha",0.00221533592698061,-0.000918645310509911,-0.00933201981511268
"gamma",-0.000918645310509911,0.0020318019583566,0.00395185367982626
"luce",-0.00933201981511268,0.00395185367982626,0.0444189151601047
"alpha",0.00193096809885703,-0.000630933789647499,-0.0058181002340386
"gamma",-0.000630933789647499,0.000329209255882049,0.00175146402058425
"luce",-0.0058181002340386,0.00175146402058425,0.0252077156150921
"alpha",0.00179895243197614,-0.000303907815104418,-0.00643649902546578
"gamma",-0.000303907815104418,0.00188704408531078,0.00104638361532101
"luce",-0.00643649902546578,0.00104638361532101,0.0265202446432941
"alpha",0.00686817010852943,-0.000573215296875797,-0.00974207208700055
"gamma",-0.000573215296875797,0.000140152565720497,0.00209637837055183
"luce",-0.00974207208700055,0.00209637837055183,0.0565540552351646
"alpha",0.00483717385786269,-6.51428990634319e-05,-0.0167306294862931
"gamma",-6.51428990634319e-05,0.000645637222808125,0.00133244851929365
"luce",-0.0167306294862931,0.00133244851929365,0.0656354511909989
"alpha",0.00441148023853863,-4.83355601700191e-05,-0.0127277167217404
"gamma",-4.83355601700191e-05,0.000565884273405454,0.000962406642351899
"luce",-0.0127277167217404,0.000962406642351899,0.0419493172927793
"alpha",0.00351710925000658,3.64780306931592e-05,-0.0133385618612465
"gamma",3.64780306931592e-05,0.00214100460219769,0.000396724917461642
"luce",-0.0133385618612465,0.000396724917461642,0.0548715313181924
"alpha",0.000807207616580756,-0.000237289532877819,-0.00373594487958498
"gamma",-0.000237289532877819,0.000185529434588297,0.00117894689390806
"luce",-0.00373594487958498,0.00117894689390806,0.0252721053242291
"alpha",0.00196359989755078,-0.000547369470014918,-0.00740226077124465
"gamma",-0.000547369470014918,0.000271292564191593,0.00213002235155758
"luce",-0.00740226077124465,0.00213002235155758,0.032036905544217
"alpha",0.00613496568927345,-0.00146489544016379,-0.0182941629417976
"gamma",-0.00146489544016379,0.000365803987141105,0.00433772355094766
"luce",-0.0182941629417976,0.00433772355094766,0.0659067470039334
"alpha",0.00369066132170019,-0.000209073577357825,-0.0117320698208441
"gamma",-0.000209073577357825,0.00166030030079104,0.0016941522739551
"luce",-0.0117320698208441,0.0016941522739551,0.0479395971803768
"alpha",0.00421978182852107,-0.000443309543412923,-0.014692065769276
"gamma",-0.000443309543412923,0.000457453065349453,0.00200783909414426
"luce",-0.014692065769276,0.00200783909414426,0.0561041537353983
"alpha",0.00457913406811264,-0.00054804023435185,-0.0149071519292132
"gamma",-0.00054804023435185,0.000172286240091136,0.00193420098791663
"luce",-0.0149071519292132,0.00193420098791663,0.0520958902689871
"alpha",0.0053050191207514,-0.000107729346232719,-0.0180083220632621
"gamma",-0.000107729346232719,0.000328832120125297,0.000836891278499924
"luce",-0.0180083220632621,0.000836891278499924,0.0655068208616021
"alpha",0.00427194706764556,0.000271407670646839,-0.0157426398609572
"gamma",0.000271407670646839,0.00311527241810523,2.78266389441201e-05
"luce",-0.0157426398609572,2.78266389441201e-05,0.062822854027919
"alpha",0.0201091390494627,-0.00221308104195775,-0.0156875991014406
"gamma",-0.00221308104195775,0.000362031193032166,-0.000141691421555493
"luce",-0.0156875991014406,-0.000141691421555493,0.073542640663865
"alpha",0.000696663247308527,-0.000286438386515555,-0.00364111920751362
"gamma",-0.000286438386515555,0.00227916344771392,0.00160823842754017
"luce",-0.00364111920751362,0.00160823842754017,0.0250185388322986
"alpha",0.00285403881669525,-0.000845844316911271,-0.0114412160923325
"gamma",-0.000845844316911271,0.000312338091904685,0.00339878788887441
"luce",-0.0114412160923325,0.00339878788887441,0.0523929761125153
"alpha",0.00167807990274976,-0.000728166053831082,-0.00823178820486161
"gamma",-0.000728166053831082,0.00132202914466271,0.00370895360697307
"luce",-0.00823178820486161,0.00370895360697307,0.0457150458758745
"alpha",0.00354205204890898,-0.000174745121929415,-0.0125245614724856
"gamma",-0.000174745121929415,0.00106516401873635,0.00263846897479313
"luce",-0.0125245614724856,0.00263846897479313,0.0559695398914151
"alpha",0.0203638778852231,-0.000966851336130939,-0.014560573810595
"gamma",-0.000966851336130939,0.0015462686373889,8.09382800016821e-05
"luce",-0.014560573810595,8.09382800016821e-05,0.0792076840236745
"alpha",0.00107567600876628,-0.000303798352982318,-0.00518911124631909
"gamma",-0.000303798352982318,0.000497741363349225,0.00180663312641479
"luce",-0.00518911124631909,0.00180663312641479,0.0308333359643543
"alpha",0.000846125384431318,-2.38295031354575e-05,-0.00327728089019792
"gamma",-2.38295031354575e-05,0.000153041677029448,0.000372456663945536
"luce",-0.00327728089019792,0.000372456663945536,0.0165571129748262
"alpha",0.00147249101319588,-0.000337222972780514,-0.00411050685757097
"gamma",-0.000337222972780514,0.000635720434407087,0.00108094699076863
"luce",-0.00411050685757097,0.00108094699076863,0.0134190929381215
"alpha",0.00101207550452192,-0.000225767828625287,-0.00542190270587829
"gamma",-0.000225767828625287,0.00137554877843583,0.00145327292803579
"luce",-0.00542190270587829,0.00145327292803579,0.0351738467538799
"alpha",0.0212551062172035,-0.00129511411620932,-0.014443627576929
"gamma",-0.00129511411620932,0.00161330605509775,0.000543106762198142
"luce",-0.014443627576929,0.000543106762198142,0.0742984238551797
"alpha",0.00188816214615869,-0.000599213340820946,-0.00901019800948273
"gamma",-0.000599213340820946,0.000316541514148337,0.00297464153537815
"luce",-0.00901019800948273,0.00297464153537815,0.0491032960338281
"alpha",0.00370591728756916,-0.00146594372306051,-0.00994952903892913
"gamma",-0.00146594372306051,0.0136452958586595,0.00207246321110193
"luce",-0.00994952903892913,0.00207246321110193,0.0372011932550266
"alpha",0.000752639378000044,-0.000160956181603561,-0.00178720406400069
"gamma",-0.000160956181603561,7.21241294630911e-05,0.000672139956187033
"luce",-0.00178720406400069,0.000672139956187033,0.0219909219246979
"alpha",0.00435493526942793,-0.000403315408699785,-0.0149991000585228
"gamma",-0.000403315408699785,0.000653062208767795,0.00186035697911819
"luce",-0.0149991000585228,0.00186035697911819,0.0570352826627988
"alpha",0.0019150493499886,-0.000758482542332418,-0.00876657149356097
"gamma",-0.000758482542332418,0.00179228399983249,0.00377778054513805
"luce",-0.00876657149356097,0.00377778054513805,0.0583396130355237
"alpha",0.0145492073541164,-0.00213111684208935,-0.0126296445298464
"gamma",-0.00213111684208935,0.000471872989326928,-0.000997970744320818
"luce",-0.0126296445298464,-0.000997970744320818,0.077963591685603
"alpha",0.00183812011260481,-0.000558661244729147,-0.00863888111856097
"gamma",-0.000558661244729147,0.0002486102727674,0.00269438842338007
"luce",-0.00863888111856097,0.00269438842338007,0.0471338891277722
"alpha",0.00301193173607386,-0.000667115899155866,-0.00973614460889002
"gamma",-0.000667115899155866,0.000928854369880929,0.00235257561739504
"luce",-0.00973614460889002,0.00235257561739504,0.0355821386244806
"alpha",0.00245390550322331,0.000422073866523834,-0.0063125702434451
"gamma",0.000422073866523834,0.00644422703163163,0.003474239950918
"luce",-0.0063125702434451,0.003474239950918,0.0257747073517776
"alpha",0.00157858687275347,-0.000495682979603434,-0.00406728380342723
"gamma",-0.000495682979603434,0.000236610586232455,0.000981848761043783
"luce",-0.00406728380342723,0.000981848761043783,0.0329109466091876
"alpha",0.00124845983495569,-0.000352001716136865,-0.00406001915736456
"gamma",-0.000352001716136865,0.00173338106595715,0.0012101678131606
"luce",-0.00406001915736456,0.0012101678131606,0.0155302191125275
"alpha",0.0019069258664904,-0.000174061324380652,-0.00791297632930704
"gamma",-0.000174061324380652,0.000288192365873487,0.00121383663716589
"luce",-0.00791297632930704,0.00121383663716589,0.037674955874049
"alpha",0.00387153293730662,1.28644781719929e-05,-0.00981966785814764
"gamma",1.28644781719929e-05,0.000898245137851145,0.000621657296824174
"luce",-0.00981966785814764,0.000621657296824174,0.0308344339923278
"alpha",0.00356995040698236,7.35943788443796e-05,-0.00992091977358759
"gamma",7.35943788443796e-05,0.00301181073672052,0.000546199284351267
"luce",-0.00992091977358759,0.000546199284351267,0.0301610603651935
"alpha",0.00100617305295565,-0.000200094826282738,-0.00495959872617893
"gamma",-0.000200094826282738,6.13778437312634e-05,0.00109275224448507
"luce",-0.00495959872617893,0.00109275224448507,0.0478611969677762
"alpha",0.00397637737613236,-0.000489566244740263,-0.012006130203329
"gamma",-0.000489566244740263,0.00482714683728493,0.00123182267575952
"luce",-0.012006130203329,0.00123182267575952,0.0418564507648677
"alpha",0.00840987147826583,-0.000556958485293387,-0.0223577569321974
"gamma",-0.000556958485293387,0.000127541241342187,0.00114006948590291
"luce",-0.0223577569321974,0.00114006948590291,0.0672678110643235
"alpha",0.0212326058312189,-0.000656190745273434,-0.0118630679382264
"gamma",-0.000656190745273434,0.0011995697293435,-0.000397682539031452
"luce",-0.0118630679382264,-0.000397682539031452,0.0789555443312593
"alpha",0.00519962946155656,0.000110530211339994,-0.0171986809696866
"gamma",0.000110530211339994,0.0038283685540245,0.0024135461343458
"luce",-0.0171986809696866,0.0024135461343458,0.0630970036967046
"alpha",0.000376983954951536,-0.000116026357860083,-0.00170862445202845
"gamma",-0.000116026357860083,0.000290308221029259,0.000628986129536944
"luce",-0.00170862445202845,0.000628986129536944,0.012991867534299
"alpha",0.00172520650512041,-0.000715544465978808,-0.00664157500918854
"gamma",-0.000715544465978808,0.00109297608100745,0.00286900099447143
"luce",-0.00664157500918854,0.00286900099447143,0.0289353700103498
"alpha",0.00187430370035136,-0.000567545513972605,-0.00791894941991462
"gamma",-0.000567545513972605,0.000460307323238346,0.0024869919164041
"luce",-0.00791894941991462,0.0024869919164041,0.0374376706886356
"alpha",0.00231117092729363,-0.000685021222881481,-0.00974245043469624
"gamma",-0.000685021222881481,0.000249460594827694,0.00288816508668257
"luce",-0.00974245043469624,0.00288816508668257,0.0496104356362908
"alpha",0.00301331920605049,-0.000237141656718791,-0.011730173047722
"gamma",-0.000237141656718791,0.000184437881798768,0.00118534238495665
"luce",-0.011730173047722,0.00118534238495665,0.0497526767089811
"alpha",0.000379763484684338,-9.14496439506673e-05,-0.00165779159064893
"gamma",-9.14496439506673e-05,0.000295182489865454,0.000527017998045304
"luce",-0.00165779159064893,0.000527017998045304,0.0122066017061825
"alpha",0.000565323426776044,-0.000126556756997068,-0.00139076319122389
"gamma",-0.000126556756997068,6.82032827958368e-05,0.000474586056396648
"luce",-0.00139076319122389,0.000474586056396648,0.0152845743752516
"alpha",0.00185025959572319,-0.00073718568601132,-0.00531968666656973
"gamma",-0.00073718568601132,0.000460605267655679,0.00196375758983507
"luce",-0.00531968666656973,0.00196375758983507,0.0204418846183995
"alpha",0.0208210880266925,-0.00136417061980258,-0.0134199003149516
"gamma",-0.00136417061980258,0.00154839131119556,-0.00036021964883655
"luce",-0.0134199003149516,-0.00036021964883655,0.0750512820141233
"alpha",0.000697437757260118,-0.000185725590031783,-0.00324278972884031
"gamma",-0.000185725590031783,0.000604891980244493,0.00113786769732247
"luce",-0.00324278972884031,0.00113786769732247,0.0208692230639156
"alpha",0.00187286909998758,-0.000609884921346026,-0.00787453615722844
"gamma",-0.000609884921346026,0.000779109407736392,0.00273477919301956
"luce",-0.00787453615722844,0.00273477919301956,0.0371312901397071
"alpha",0.00258221729693054,-0.000472236731219035,-0.00803071433061683
"gamma",-0.000472236731219035,0.00496712932469081,0.000967133429909611
"luce",-0.00803071433061683,0.000967133429909611,0.0288526105354082
"alpha",0.00358569156711978,-0.000660238674344254,-0.0114131186219217
"gamma",-0.000660238674344254,0.00519270334919368,0.0016514700942658
"luce",-0.0114131186219217,0.0016514700942658,0.0414992892761568
"alpha",0.00481871609845701,0.000513690401647847,-0.0141236189485418
"gamma",0.000513690401647847,0.00457804423927278,0.00237787751450044
"luce",-0.0141236189485418,0.00237787751450044,0.0494799464937761
"alpha",0.00121652114493706,-0.000674361064463897,-0.00503239671281211
"gamma",-0.000674361064463897,0.00597344852996242,0.00228632846645686
"luce",-0.00503239671281211,0.00228632846645686,0.027626137359096
"alpha",0.00674177147758484,-0.000344014181262552,-0.019555764750815
"gamma",-0.000344014181262552,0.000131481037264619,0.000622360274527931
"luce",-0.019555764750815,0.000622360274527931,0.0692807715918114
"alpha",0.00553460466220725,0.000418138217463278,-0.017260431594262
"gamma",0.000418138217463278,0.00361455301021332,0.000382286773501848
"luce",-0.017260431594262,0.000382286773501848,0.0582620462180584
"alpha",0.0219173179135724,-0.000773029234109043,-0.0128504866668422
"gamma",-0.000773029234109043,0.00100363756067478,-0.000151460899171739
"luce",-0.0128504866668422,-0.000151460899171739,0.0753466023488783
"alpha",0.00482819104855061,-0.000191695374415079,-0.0163921672482662
"gamma",-0.000191695374415079,0.000264200987852539,0.00106251854714766
"luce",-0.0163921672482662,0.00106251854714766,0.0597660950843981
"alpha",0.00365514908986211,0.000489152028809484,-0.0100394437054863
"gamma",0.000489152028809484,0.00503909044236896,0.00219180805895823
"luce",-0.0100394437054863,0.00219180805895823,0.0353726918622158
"alpha",0.00123624087733848,-0.000320558096303219,-0.00512972731018209
"gamma",-0.000320558096303219,0.000152678894409159,0.00147395051212472
"luce",-0.00512972731018209,0.00147395051212472,0.0347918709190123
"alpha",0.00677394858074222,-0.00153707890556465,-0.0203601602837827
"gamma",-0.00153707890556465,0.000365771664534829,0.00464649746965993
"luce",-0.0203601602837827,0.00464649746965993,0.0755509460370736
"alpha",0.00357871584859881,-0.000180503417746351,-0.011711162372333
"gamma",-0.000180503417746351,0.000135191172857369,0.000467148079248274
"luce",-0.011711162372333,0.000467148079248274,0.0462214890610173
"alpha",0.00429100764441465,-1.08511497506562e-05,-0.0123864711679619
"gamma",-1.08511497506562e-05,0.00130659917819825,0.00142200621433587
"luce",-0.0123864711679619,0.00142200621433587,0.0453963934216179
"alpha",0.00309689986613384,0.000197055189814981,-0.0117586131794967
"gamma",0.000197055189814981,0.00238779243656889,4.03189588779583e-05
"luce",-0.0117586131794967,4.03189588779583e-05,0.0494718592721628
"alpha",0.001765823010473,-0.000781678149836512,-0.00779117581821726
"gamma",-0.000781678149836512,0.00382448025161756,0.0031333975508638
"luce",-0.00779117581821726,0.0031333975508638,0.0395762689578954
"alpha",0.012558535798198,-0.000839534540082682,-0.0283432463543822
"gamma",-0.000839534540082682,0.000174982552868899,0.00115080415815501
"luce",-0.0283432463543822,0.00115080415815501,0.0845963412324745
"alpha",0.000780340078303184,-0.000298551942547707,-0.00413393526576555
"gamma",-0.000298551942547707,0.000507762123505484,0.00177241513949521
"luce",-0.00413393526576555,0.00177241513949521,0.0272985673444647
"alpha",0.0022145564418754,-0.000994364352933131,-0.00871828839887448
"gamma",-0.000994364352933131,0.00744038523451293,0.00276057874390191
"luce",-0.00871828839887448,0.00276057874390191,0.0427068586249568
"alpha",0.0205471561856418,-0.000656103733168246,-0.0112647992155892
"gamma",-0.000656103733168246,0.000886933655955072,-0.000179391817946559
"luce",-0.0112647992155892,-0.000179391817946559,0.0749149958551183
"alpha",0.0204289537505161,-0.0020406362888449,-0.0157201135561085
"gamma",-0.0020406362888449,0.000321039317886111,-0.000274316888665509
"luce",-0.0157201135561085,-0.000274316888665509,0.0783288704404522
"alpha",0.00795861998332483,-0.000183585199240523,-0.0217185855240598
"gamma",-0.000183585199240523,0.00191799091279934,0.000697981748299708
"luce",-0.0217185855240598,0.000697981748299708,0.0690553345647529
"alpha",0.00149024395608522,-0.000540972134780204,-0.0049005700759032
"gamma",-0.000540972134780204,0.00107267708072421,0.00188240756004816
"luce",-0.0049005700759032,0.00188240756004816,0.0186404223263554
"alpha",0.0048007754828989,9.03713114704576e-05,-0.0168947494492078
"gamma",9.03713114704576e-05,0.00206744027662623,0.000111540818453311
"luce",-0.0168947494492078,0.000111540818453311,0.0649498604044845
"alpha",0.00205252746120052,-0.000600959857792291,-0.00913507291997319
"gamma",-0.000600959857792291,0.000489668168829028,0.00279987639717226
"luce",-0.00913507291997319,0.00279987639717226,0.0456199971131712
"alpha",0.00249638367062003,-0.000739571195069394,-0.0108492721129252
"gamma",-0.000739571195069394,0.000278540660211875,0.00326083951493869
"luce",-0.0108492721129252,0.00326083951493869,0.0542822889726759
"alpha",0.00117647796243913,-0.000774088792453121,-0.00503057342708946
"gamma",-0.000774088792453121,0.00540691668832859,0.00288787629725274
"luce",-0.00503057342708946,0.00288787629725274,0.0285542697528027
"alpha",0.00569577223666654,-0.00123365685544069,-0.0165775590290666
"gamma",-0.00123365685544069,0.00028073695270792,0.00360547868113512
"luce",-0.0165775590290666,0.00360547868113512,0.0644394973446593
"alpha",0.00264337661013419,7.01206404709377e-05,-0.0102794138346165
"gamma",7.01206404709377e-05,0.00248928646895622,0.000527763404887526
"luce",-0.0102794138346165,0.000527763404887526,0.0441817745038537
"alpha",0.00525783350836422,-0.000249249181400616,-0.017616641983643
"gamma",-0.000249249181400616,0.000154129069705517,0.000936397829548845
"luce",-0.017616641983643,0.000936397829548845,0.0638633400748048
"alpha",0.00249823290894265,-0.00132258376911261,-0.009842803594203
"gamma",-0.00132258376911261,0.00670205066988458,0.00476146372582957
"luce",-0.009842803594203,0.00476146372582957,0.0445366978042851
"alpha",0.00255389880709924,-0.000482917041074058,-0.010289822897609
"gamma",-0.000482917041074058,0.000389425438892944,0.00227589281974984
"luce",-0.010289822897609,0.00227589281974984,0.0458739740893977
"alpha",0.00154881651919216,-0.000394364167261743,-0.00214779568906328
"gamma",-0.000394364167261743,0.0142892744918558,0.000133022815647789
"luce",-0.00214779568906328,0.000133022815647789,0.010179410108223
"alpha",0.00267172700590103,-0.00124858036189253,-0.011229808861274
"gamma",-0.00124858036189253,0.000838421055329486,0.00499004354149097
"luce",-0.011229808861274,0.00499004354149097,0.0617035839980602
"alpha",0.0210454492544524,-0.000825758736278364,-0.0143793160138253
"gamma",-0.000825758736278364,0.00101027970525949,-1.68531496731141e-05
"luce",-0.0143793160138253,-1.68531496731141e-05,0.0787579219364263
"alpha",0.00144057645195161,-0.000383507498363896,-0.00713114083062054
"gamma",-0.000383507498363896,0.00172798804709797,0.00198577416782183
"luce",-0.00713114083062054,0.00198577416782183,0.0407412457374116
"alpha",0.00202363627978722,-0.000950589357637594,-0.00842349383291058
"gamma",-0.000950589357637594,0.00229931287638605,0.00385893148695777
"luce",-0.00842349383291058,0.00385893148695777,0.0396856288660403
"alpha",0.0075396187258275,-2.26910833525863e-05,-0.0220801534262206
"gamma",-2.26910833525863e-05,0.00195507648323872,0.0003703887099328
"luce",-0.0220801534262206,0.0003703887099328,0.0724311068481171
"alpha",0.000923465969512078,-0.000472898009622617,-0.00441277934814075
"gamma",-0.000472898009622617,0.00174616396155854,0.00237537824165605
"luce",-0.00441277934814075,0.00237537824165605,0.0272030861655154
"alpha",0.00010572954860799,-2.41188967314774e-05,-0.000332356775785143
"gamma",-2.41188967314774e-05,1.76120809952661e-05,0.00020929711634689
"luce",-0.000332356775785143,0.00020929711634689,0.0318881606530238
"alpha",0.0207206077609252,-0.00116962947222528,-0.0137045563975218
"gamma",-0.00116962947222528,0.00139157494520072,0.000405900899050889
