"","alpha","beta","gamma","delta","lambda","luce"
"beta",3.14995541941812e-05,0.000741384018939874,4.91517998253337e-05,-3.86405862966871e-05,-0.0115723950066978,0.00015566596831802
"gamma",-0.000328454243154471,4.91517998253337e-05,0.00133629853384396,-0.00027318203102047,-0.00195036972432182,0.00083944848042212
"delta",0.000254559538663508,-3.86405862966871e-05,-0.00027318203102047,0.000529855991692197,0.00200101818138406,-0.000947582724739288
"lambda",0.0181487662533904,-0.0115723950066978,-0.00195036972432182,0.00200101818138406,0.547279442319519,-0.0714860581287387
"luce",-0.00457103808989263,0.00015566596831802,0.00083944848042212,-0.000947582724739288,-0.0714860581287387,0.027868516202821
"alpha",0.00201396501237794,-8.31043777767793e-05,-0.000389304588581544,0.000589896216027702,0.0122778460599131,-0.00763169950857359
"beta",-8.31043777767793e-05,0.00372064258497335,0.000176725060428908,-0.00128058870109912,-0.0191881517071129,-0.000150889853074516
"gamma",-0.000389304588581544,0.000176725060428908,0.000799060085084802,-2.11674002529647e-05,-0.00320311980595862,0.000596234206282276
"delta",0.000589896216027702,-0.00128058870109912,-2.11674002529647e-05,0.00112167403626665,-0.00255200372344225,-0.00190469254942426
"lambda",0.0122778460599131,-0.0191881517071129,-0.00320311980595862,-0.00255200372344225,0.61021336253675,-0.0587044591957978
"luce",-0.00763169950857359,-0.000150889853074516,0.000596234206282276,-0.00190469254942426,-0.0587044591957978,0.0398948950702468
"alpha",0.00192668399366183,0.000158383270654358,-0.00100173180013011,2.51116750670208e-05,0.00329853446450144,-0.00501739249959386
"beta",0.000158383270654358,0.000573057018336995,0.000231665440955355,-1.72992371078418e-05,-0.00552489702902618,-0.00120037650454905
"gamma",-0.00100173180013011,0.000231665440955355,0.00339178151767835,-7.39816463497947e-05,5.96153224695928e-05,0.00128760957395226
"delta",2.51116750670208e-05,-1.72992371078418e-05,-7.39816463497947e-05,0.000190593358978993,-0.000273881856755022,-0.000104878793338148
"lambda",0.00329853446450144,-0.00552489702902618,5.96153224695928e-05,-0.000273881856755022,0.366618394204344,-0.0162784501057522
"luce",-0.00501739249959386,-0.00120037650454905,0.00128760957395226,-0.000104878793338148,-0.0162784501057522,0.0293785709980376
"alpha",0.00217260049567475,-0.000111183401790574,-8.03525653772954e-05,0.00037282696411535,-0.000182978015676376,-0.00963844356133158
"beta",-0.000111183401790574,0.0769194015857597,0.000362664621510194,-0.0065721857876592,0.0205105007340096,0.000329072987494669
"gamma",-8.03525653772954e-05,0.000362664621510194,0.00956006692397963,-6.78920332916539e-05,0.000642529931771261,-0.00337211774430943
"delta",0.00037282696411535,-0.0065721857876592,-6.78920332916539e-05,0.0046852938417757,-0.0145611920139531,-0.00182129412707645
"lambda",-0.000182978015676376,0.0205105007340096,0.000642529931771261,-0.0145611920139531,1.37199425751019,0.000966264001308692
"luce",-0.00963844356133158,0.000329072987494669,-0.00337211774430943,-0.00182129412707645,0.000966264001308692,0.0597995629227394
"alpha",0.00241958886682381,-0.00212341024072375,-0.000503401344450482,0.00869298047676319,-0.0135808865970643,-0.0105697236852724
"beta",-0.00212341024072375,0.0691426515667104,0.00138486585011288,-0.0275119377951088,0.050500442100954,0.0101991954781259
"gamma",-0.000503401344450482,0.00138486585011288,0.00402274023942394,-0.00457186732692047,0.00703700906044549,0.00187809945966528
"delta",0.00869298047676319,-0.0275119377951088,-0.00457186732692047,0.0716319606138441,-0.140611658283406,-0.0394956791690188
"lambda",-0.0135808865970643,0.050500442100954,0.00703700906044549,-0.140611658283406,1.35838886484399,0.0653882643190266
"luce",-0.0105697236852724,0.0101991954781259,0.00187809945966528,-0.0394956791690188,0.0653882643190266,0.05793515190122
"alpha",0.00220724031221158,-0.000586947967462336,0.000108065343108616,0.00173555884449752,0.000737479028962733,-0.00853219444817025
"beta",-0.000586947967462336,0.0753856394415229,0.00190261026700759,-0.0169203506270417,0.0206701348921521,0.000145988020649931
"gamma",0.000108065343108616,0.00190261026700759,0.00454343362598227,-0.00113402733194103,0.00486326727576424,-0.00120235983368284
"delta",0.00173555884449752,-0.0169203506270417,-0.00113402733194103,0.0205636028428513,-0.050986923291908,-0.00619639069524743
"lambda",0.000737479028962733,0.0206701348921521,0.00486326727576424,-0.050986923291908,1.30421997716527,-0.00753510701379429
"luce",-0.00853219444817025,0.000145988020649931,-0.00120235983368284,-0.00619639069524743,-0.00753510701379429,0.0414387938129269
"alpha",0.0570162118766655,7.49464759214636e-05,-0.0128236774031536,0.00107709752014798,0.00707654848820202,-0.0165316159755572
"beta",7.49464759214636e-05,0.0114940820081119,0.000353751342029023,-0.00226566770361803,-0.028615455075423,-0.00309637602320797
"gamma",-0.0128236774031536,0.000353751342029023,0.00928286666997504,-0.000227303104125484,0.00340000022347195,0.00108162513176973
"delta",0.00107709752014798,-0.00226566770361803,-0.000227303104125484,0.00132401594393481,-0.0142993919901147,-0.00280714476324945
"lambda",0.00707654848820202,-0.028615455075423,0.00340000022347195,-0.0142993919901147,1.19397066978349,-0.0731307897996638
"luce",-0.0165316159755572,-0.00309637602320797,0.00108162513176973,-0.00280714476324945,-0.0731307897996638,0.0807068401988457
"alpha",0.0062928044158153,0.00135367317215572,-0.00094272575094798,9.5470120057338e-06,0.000922996195707542,-0.00553037692160464
"beta",0.00135367317215572,0.0637406080966653,0.00214607583765612,-0.00951669711027665,-0.0160920701994458,-0.00424263474655966
"gamma",-0.00094272575094798,0.00214607583765612,0.0443481760950499,-0.000659391462660079,-0.00531065379049747,-0.00435896943440117
"delta",9.5470120057338e-06,-0.00951669711027665,-0.000659391462660079,0.00642692117632915,-0.0140073264909208,-0.00201442118682819
"lambda",0.000922996195707542,-0.0160920701994458,-0.00531065379049747,-0.0140073264909208,1.38439029691439,-0.0127373246770112
"luce",-0.00553037692160464,-0.00424263474655966,-0.00435896943440117,-0.00201442118682819,-0.0127373246770112,0.0689047156466905
"alpha",0.000919034495238171,-8.40110897574577e-05,-0.000107951541360896,4.35142728573494e-05,0.0134667062600206,-0.00485896973918473
"beta",-8.40110897574577e-05,0.000996313805098212,2.03233171869289e-05,-0.000268215739539459,-0.0114176511198409,0.000159432325524569
"gamma",-0.000107951541360896,2.03233171869289e-05,0.000901452968347816,-7.48807813248736e-06,-0.00042319719478914,-7.75579430430369e-05
"delta",4.35142728573494e-05,-0.000268215739539459,-7.48807813248736e-06,0.000242519644528085,0.000684502752082245,-0.000150630843616899
"lambda",0.0134667062600206,-0.0114176511198409,-0.00042319719478914,0.000684502752082245,0.371288301849357,-0.0717150693795362
"luce",-0.00485896973918473,0.000159432325524569,-7.75579430430369e-05,-0.000150630843616899,-0.0717150693795362,0.0437572828040121
"alpha",0.000698500873141448,-0.000505064124396693,-0.000204807309958091,0.000506747189629407,-0.000910332683702504,-0.000886487212440452
"beta",-0.000505064124396693,0.0647925692272775,-0.000189385681294973,-0.0188081686308605,0.0265169808825457,0.00161104475672692
"gamma",-0.000204807309958091,-0.000189385681294973,0.000971298291615492,-0.000222084719525118,-0.00151229696196993,0.000148400330881956
"delta",0.000506747189629407,-0.0188081686308605,-0.000222084719525118,0.021715027585034,-0.0609016602062745,-0.00125587067413955
"lambda",-0.000910332683702504,0.0265169808825457,-0.00151229696196993,-0.0609016602062745,1.3737162140332,0.00222301667479986
"luce",-0.000886487212440452,0.00161104475672692,0.000148400330881956,-0.00125587067413955,0.00222301667479986,0.00411154713608248
"alpha",0.00186227108191782,-0.00115156891937464,0.000233024275945055,0.00112383912595392,-0.000930022207022713,-0.00605984714627975
"beta",-0.00115156891937464,0.0732920054683608,0.000509285859028577,-0.01248573593525,0.00971183606465424,0.00457227793476735
"gamma",0.000233024275945055,0.000509285859028577,0.00450098378588256,-0.000571312442174597,0.001308536676608,-0.00134085641858581
"delta",0.00112383912595392,-0.01248573593525,-0.000571312442174597,0.0168238399991807,-0.0407810786329005,-0.00347338223004752
"lambda",-0.000930022207022713,0.00971183606465424,0.001308536676608,-0.0407810786329005,1.39031582787989,0.00129074172805016
"luce",-0.00605984714627975,0.00457227793476735,-0.00134085641858581,-0.00347338223004752,0.00129074172805016,0.0262578341498882
"alpha",0.000483638100703302,-0.000390140425233705,1.57637271008615e-05,0.000587529278628554,0.000571977867347008,-0.00141842343235563
"beta",-0.000390140425233705,0.0622738862029725,0.000380507339179573,-0.0382914053420755,0.00356295489530427,0.00218162755906928
"gamma",1.57637271008615e-05,0.000380507339179573,0.00155949765988093,-0.00112917102066059,-0.0021792738033264,0.000224788512262632
"delta",0.000587529278628554,-0.0382914053420755,-0.00112917102066059,0.074561412968403,-0.0630524126981024,-0.00211669494386206
"lambda",0.000571977867347008,0.00356295489530427,-0.0021792738033264,-0.0630524126981024,1.13952864118135,-0.00266728589839536
"luce",-0.00141842343235563,0.00218162755906928,0.000224788512262632,-0.00211669494386206,-0.00266728589839536,0.011896763257294
"alpha",0.0028111818030768,5.84032951061655e-05,-0.0007110739671866,0.000175098206792124,0.0298050758496415,-0.0103208204033762
"beta",5.84032951061655e-05,0.000937508755786182,0.000726309065628851,0.000233357301551389,-0.012340514774722,-0.000296872828980936
"gamma",-0.0007110739671866,0.000726309065628851,0.00841356362199577,-0.000261149437931568,-0.00720814240690909,-0.000207246946982443
"delta",0.000175098206792124,0.000233357301551389,-0.000261149437931568,0.000986652404314711,-0.000320425676658683,-0.000624142738003345
"lambda",0.0298050758496415,-0.012340514774722,-0.00720814240690909,-0.000320425676658683,0.783425308103459,-0.151260140447787
"luce",-0.0103208204033762,-0.000296872828980936,-0.000207246946982443,-0.000624142738003345,-0.151260140447787,0.0573849103132728
"alpha",0.00463946442310736,0.000425100163401786,-0.00146819450737255,4.26412942871987e-05,0.00449521985469621,-0.00321276912464269
"beta",0.000425100163401786,0.00470802460107493,0.000409954618959913,-0.000700266648311329,-0.0207008777619205,-0.0020546045374707
"gamma",-0.00146819450737255,0.000409954618959913,0.0596319257604352,-0.00576647130627567,-0.0300982730716098,0.00320366454046474
"delta",4.26412942871987e-05,-0.000700266648311329,-0.00576647130627567,0.0238113614949136,-0.0125436468411893,-0.00271060940505638
"lambda",0.00449521985469621,-0.0207008777619205,-0.0300982730716098,-0.0125436468411893,0.865236939788588,-0.0711586315894068
"luce",-0.00321276912464269,-0.0020546045374707,0.00320366454046474,-0.00271060940505638,-0.0711586315894068,0.0402742364502604
"alpha",0.0653747149599926,-6.44604854292484e-05,-0.0175164517265318,6.59256057460245e-05,0.0152366053176065,-0.00657139681253951
"beta",-6.44604854292484e-05,0.000316168246081655,0.000247192813703967,-9.86722190950604e-05,-0.00134343383119394,-0.000342148405426437
"gamma",-0.0175164517265318,0.000247192813703967,0.0174932903551627,-1.2076080299041e-05,-0.00319421588668187,3.1984101549276e-05
"delta",6.59256057460245e-05,-9.86722190950604e-05,-1.2076080299041e-05,0.000105593596927625,0.000494133161488558,8.36518375210067e-05
"lambda",0.0152366053176065,-0.00134343383119394,-0.00319421588668187,0.000494133161488558,0.491743392936808,-0.0597961792610591
"luce",-0.00657139681253951,-0.000342148405426437,3.1984101549276e-05,8.36518375210067e-05,-0.0597961792610591,0.042990707519005
"alpha",0.0631504625205625,-6.27885892836775e-05,-0.00696748737056744,-0.000188050786869569,0.0268601918725496,-0.0088089144781216
"beta",-6.27885892836775e-05,0.0011217575363066,0.0002739259802593,-0.000138484750152264,-0.0101906350380796,-0.000806052309332608
"gamma",-0.00696748737056744,0.0002739259802593,0.00720191588370257,-4.22000826073147e-05,0.00219895579134782,-0.00177814492007608
"delta",-0.000188050786869569,-0.000138484750152264,-4.22000826073147e-05,0.000230953503128244,-0.000601037728583715,1.97653354977047e-05
"lambda",0.0268601918725496,-0.0101906350380796,0.00219895579134782,-0.000601037728583715,0.866913027799632,-0.193409251040349
"luce",-0.0088089144781216,-0.000806052309332608,-0.00177814492007608,1.97653354977047e-05,-0.193409251040349,0.0748572153965548
"alpha",0.00263043451329623,-0.000170060415147502,-0.000348166541807616,0.00031298333543619,0.0342033696586434,-0.00897304111079371
"beta",-0.000170060415147502,0.00169191564051212,0.000285603874648599,9.22063821766005e-06,-0.0256139692400129,0.000903630707457706
"gamma",-0.000348166541807616,0.000285603874648599,0.00439206781343224,-0.000950511128451052,-0.00482620922270292,0.000534248598416369
"delta",0.00031298333543619,9.22063821766005e-06,-0.000950511128451052,0.00352700584417421,-0.00360340679243462,-0.00103299972152617
"lambda",0.0342033696586434,-0.0256139692400129,-0.00482620922270292,-0.00360340679243462,0.891718892197775,-0.13253238076795
"luce",-0.00897304111079371,0.000903630707457706,0.000534248598416369,-0.00103299972152617,-0.13253238076795,0.0386704600138181
"alpha",0.000733607407176412,-3.92174414858497e-05,-0.000292610710024274,0.000260440754384415,0.0121946138476641,-0.00265038723556802
"beta",-3.92174414858497e-05,0.00217989892821423,0.000162293469207889,-0.000257480677807135,-0.0276571380919171,-0.00139832572329922
"gamma",-0.000292610710024274,0.000162293469207889,0.000669269916493746,-0.000205318027784536,-0.00438883511004641,0.000301231506288973
"delta",0.000260440754384415,-0.000257480677807135,-0.000205318027784536,0.00530704202742449,-0.00330895500394207,0.000367203626671909
"lambda",0.0121946138476641,-0.0276571380919171,-0.00438883511004641,-0.00330895500394207,0.708663043554594,-0.0314102624358785
"luce",-0.00265038723556802,-0.00139832572329922,0.000301231506288973,0.000367203626671909,-0.0314102624358785,0.0241486101946837
"alpha",0.00183111797405523,-0.000158312433788839,-0.000100213695022836,0.000271041905210653,0.0169047901728649,-0.005920606414478
"beta",-0.000158312433788839,0.00166504427103143,0.000441884038949744,0.000301644097712456,-0.0168216789444561,0.000752606218116031
"gamma",-0.000100213695022836,0.000441884038949744,0.0039290636565531,-0.000835288449843715,-0.00210435545485543,-0.000541960128883459
"delta",0.000271041905210653,0.000301644097712456,-0.000835288449843715,0.00236453459741769,-0.00297278221421511,-0.00082136006815315
"lambda",0.0169047901728649,-0.0168216789444561,-0.00210435545485543,-0.00297278221421511,0.33108096583407,-0.060841404749227
"luce",-0.005920606414478,0.000752606218116031,-0.000541960128883459,-0.00082136006815315,-0.060841404749227,0.0261264512153857
"alpha",0.00983269003725634,-0.000765216508489785,-0.00485689418042609,0.000403548164550646,0.0499201398723797,-0.015577645314024
"beta",-0.000765216508489785,0.00164713230254249,0.000862498142378461,-3.1120073590463e-05,-0.0187420991613922,0.000154059464831999
"gamma",-0.00485689418042609,0.000862498142378461,0.00560761922134241,-0.000337296639403394,-0.00720838536581585,-0.000115265225970029
"delta",0.000403548164550646,-3.1120073590463e-05,-0.000337296639403394,0.000563640042969965,-0.000659707184146369,-0.000395237970285964
"lambda",0.0499201398723797,-0.0187420991613922,-0.00720838536581585,-0.000659707184146369,0.838464365167214,-0.187878260035865
"luce",-0.015577645314024,0.000154059464831999,-0.000115265225970029,-0.000395237970285964,-0.187878260035865,0.0714908740984949
"alpha",0.00855359218864438,0.000664687836483341,-0.000556726150865563,0.000252420334386018,0.0113508691286724,-0.00847510845307614
"beta",0.000664687836483341,0.00079567936200362,0.00130784785009337,1.14252973638997e-06,-0.00748119774588934,-0.00197627816080709
"gamma",-0.000556726150865563,0.00130784785009337,0.0268615324374625,-0.000656898730463508,-0.0159581873947213,-0.00157347527133592
"delta",0.000252420334386018,1.14252973638997e-06,-0.000656898730463508,0.0010777274798151,-0.00212687750365218,-0.000665461945532539
"lambda",0.0113508691286724,-0.00748119774588934,-0.0159581873947213,-0.00212687750365218,0.5039850039116,-0.0880391134262148
"luce",-0.00847510845307614,-0.00197627816080709,-0.00157347527133592,-0.000665461945532539,-0.0880391134262148,0.045275632828901
"alpha",0.00700156483357752,0.000289313123257977,-0.00225988088986279,0.00184593548992084,0.0199106161253932,-0.0120787496589167
"beta",0.000289313123257977,0.0098010907049336,0.00220954989320289,-0.00222153744858783,-0.0620056645936798,-0.00172470826028262
"gamma",-0.00225988088986279,0.00220954989320289,0.00959384322784916,-0.000881062466736375,-0.0140005732550161,-0.00101917275170343
"delta",0.00184593548992084,-0.00222153744858783,-0.000881062466736375,0.00557651722064784,-0.00506885902926079,-0.00495832462219024
"lambda",0.0199106161253932,-0.0620056645936798,-0.0140005732550161,-0.00506885902926079,1.08619338673874,-0.0751686119734592
"luce",-0.0120787496589167,-0.00172470826028262,-0.00101917275170343,-0.00495832462219024,-0.0751686119734592,0.0493481378478261
"alpha",0.00142195667747488,-0.000327925957913703,7.43244959986289e-05,0.000447810066087925,0.00242502150656758,-0.00345010202769458
"beta",-0.000327925957913703,0.00880457650344831,0.000712815041549607,-0.00243289053153062,-0.022738671323632,0.00101004120324711
"gamma",7.43244959986289e-05,0.000712815041549607,0.00269699468687708,-9.8296321503351e-05,-0.00216093561100954,-0.000355868074950039
"delta",0.000447810066087925,-0.00243289053153062,-9.8296321503351e-05,0.00172917876138124,-0.0219512086102226,-0.0010580704110016
"lambda",0.00242502150656758,-0.022738671323632,-0.00216093561100954,-0.0219512086102226,1.18690543119574,-0.0167660511532483
"luce",-0.00345010202769458,0.00101004120324711,-0.000355868074950039,-0.0010580704110016,-0.0167660511532483,0.0124556357315165
"alpha",0.00305272983719502,-0.00016476014906731,-0.000123048183240586,0.000618832845779831,0.00599739396819621,-0.0123709628125478
"beta",-0.00016476014906731,0.00608220354545103,0.000861943413857127,-0.00120210547590454,-0.0173537934910027,0.00167349051017959
"gamma",-0.000123048183240586,0.000861943413857127,0.00644755859380536,-0.000108387420022049,-0.000684906186028937,-0.00105427120929647
"delta",0.000618832845779831,-0.00120210547590454,-0.000108387420022049,0.000586662403770185,-0.00670317832520807,-0.00291789461978096
"lambda",0.00599739396819621,-0.0173537934910027,-0.000684906186028937,-0.00670317832520807,0.809677588203317,-0.0386077518650433
"luce",-0.0123709628125478,0.00167349051017959,-0.00105427120929647,-0.00291789461978096,-0.0386077518650433,0.0639426299242897
"alpha",0.00708890106416713,0.000195817019555247,0.00232517514332742,0.000262713701392281,0.00118255155823435,-0.00809868559910267
"beta",0.000195817019555247,0.0621937425922847,0.00350231000829653,-0.0125477588823254,-0.0346732562954013,0.00114876937260764
"gamma",0.00232517514332742,0.00350231000829653,0.0457061863360954,-0.00158452349246272,-0.000398303827490915,0.00195540708976107
"delta",0.000262713701392281,-0.0125477588823254,-0.00158452349246272,0.00829560383939638,-0.0149069530420857,-0.00458007370065313
"lambda",0.00118255155823435,-0.0346732562954013,-0.000398303827490915,-0.0149069530420857,1.29237167044075,-0.0238091567634211
"luce",-0.00809868559910267,0.00114876937260764,0.00195540708976107,-0.00458007370065313,-0.0238091567634211,0.0753702480821353
"alpha",0.00420125164358802,-6.34395483680842e-05,-0.00168493685585686,0.000363682845682763,0.0275693173327326,-0.00967703650620018
"beta",-6.34395483680842e-05,0.000498976290557532,0.000105179435699087,0.000218418912694546,-0.00553298478142164,-0.000103401529324121
"gamma",-0.00168493685585686,0.000105179435699087,0.00207904273679506,-0.000132941732005951,-0.00195487577537137,0.00114883638616469
"delta",0.000363682845682763,0.000218418912694546,-0.000132941732005951,0.000529699457479703,-0.00160841684946799,-0.00108742942533599
"lambda",0.0275693173327326,-0.00553298478142164,-0.00195487577537137,-0.00160841684946799,0.713787983415112,-0.10201295772708
"luce",-0.00967703650620018,-0.000103401529324121,0.00114883638616469,-0.00108742942533599,-0.10201295772708,0.0435119001784939
"alpha",0.00671499622400603,-0.00112351817978421,-0.00316112217781816,0.00153788291645972,-0.00248634086283186,-0.0105997543702798
"beta",-0.00112351817978421,0.0774747691174648,0.000757059130397608,-0.0097381786944195,0.0234522926682786,-0.000203656337316241
"gamma",-0.00316112217781816,0.000757059130397608,0.0028053357804093,-0.000554651455661268,0.00144903236171037,0.000398071348658544
"delta",0.00153788291645972,-0.0097381786944195,-0.000554651455661268,0.00803100145454743,-0.0240621136605798,-0.00330156271562973
"lambda",-0.00248634086283186,0.0234522926682786,0.00144903236171037,-0.0240621136605798,1.33606098400269,0.000401916453710599
"luce",-0.0105997543702798,-0.000203656337316241,0.000398071348658544,-0.00330156271562973,0.000401916453710599,0.05467316855341
"alpha",0.0136283268876192,2.92976635920973e-05,-0.00569551598833945,0.000318112463158805,0.0372865300917281,-0.0132366028894203
"beta",2.92976635920973e-05,0.00194868032372796,0.00188910222670017,0.000188251252711532,-0.0218853222066238,-0.000436654386961637
"gamma",-0.00569551598833945,0.00188910222670017,0.0247007767965755,-0.000549770522700428,-0.022390007103696,-0.000540842282968425
"delta",0.000318112463158805,0.000188251252711532,-0.000549770522700428,0.00396261847711039,-0.00449222646960363,-0.000964012578922816
"lambda",0.0372865300917281,-0.0218853222066238,-0.022390007103696,-0.00449222646960363,0.950493585816383,-0.207881879809245
"luce",-0.0132366028894203,-0.000436654386961637,-0.000540842282968425,-0.000964012578922816,-0.207881879809245,0.0797219367234641
"alpha",0.00829490611724421,0.00062199419547031,0.00271710396057221,0.000157536330975871,0.00375020686511036,-0.00588845923316097
"beta",0.00062199419547031,0.00664416528886557,0.00184988143112909,-0.00347657974596235,-0.0235777334921712,-0.00232677653712417
"gamma",0.00271710396057221,0.00184988143112909,0.0536247730086548,-0.0102749019298058,-0.012528686509261,0.00202037709062167
"delta",0.000157536330975871,-0.00347657974596235,-0.0102749019298058,0.0450147361384244,-0.0232953182057701,-0.00807504566991889
"lambda",0.00375020686511036,-0.0235777334921712,-0.012528686509261,-0.0232953182057701,0.811243692752886,-0.0512894839854532
"luce",-0.00588845923316097,-0.00232677653712417,0.00202037709062167,-0.00807504566991889,-0.0512894839854532,0.049869623212717
"alpha",0.00120617484053081,2.81207414060567e-05,-0.000376088699620391,0.000496073493238579,0.0171368882181574,-0.00529141756738231
"beta",2.81207414060567e-05,0.00226700819002815,0.000226495229013575,1.08440339165582e-05,-0.0290994246295684,-0.000514936251622127
"gamma",-0.000376088699620391,0.000226495229013575,0.0027736549604146,-0.000373696083032426,-0.00564164450639053,0.000973195277830534
"delta",0.000496073493238579,1.08440339165582e-05,-0.000373696083032426,0.00360536616275047,-0.00273812256196209,-0.00186811013709186
"lambda",0.0171368882181574,-0.0290994246295684,-0.00564164450639053,-0.00273812256196209,0.764284136769895,-0.0829039059927332
"luce",-0.00529141756738231,-0.000514936251622127,0.000973195277830534,-0.00186811013709186,-0.0829039059927332,0.0341805354769145
"alpha",0.00325469220744092,-1.95747075259311e-05,-0.000642094848330196,0.000106332561097554,0.0315370755207766,-0.0109407409321248
"beta",-1.95747075259311e-05,0.00174906143339246,0.000751736173900215,-0.000345383338652261,-0.0245872171033873,0.00138913008180577
"gamma",-0.000642094848330196,0.000751736173900215,0.00941850087905318,-0.000289651041202327,-0.0153694907545436,0.00280728404218519
"delta",0.000106332561097554,-0.000345383338652261,-0.000289651041202327,0.000402366873632297,0.0051460730765747,-0.000813360600850944
"lambda",0.0315370755207766,-0.0245872171033873,-0.0153694907545436,0.0051460730765747,0.931617008350718,-0.193836956491914
"luce",-0.0109407409321248,0.00138913008180577,0.00280728404218519,-0.000813360600850944,-0.193836956491914,0.0679718540563594
"alpha",0.00329387124768514,9.19930394930768e-05,-0.00038387598824021,0.000186270452375113,0.0282987983710624,-0.0103696543960542
"beta",9.19930394930768e-05,0.00148430321480656,0.00103521300791066,-9.87745234908364e-05,-0.0173511737192463,5.7338350176134e-05
"gamma",-0.00038387598824021,0.00103521300791066,0.014896892114027,-0.000144671834683446,-0.0143690062175891,0.0016834388249081
"delta",0.000186270452375113,-9.87745234908364e-05,-0.000144671834683446,0.000278672723489835,0.000684706787796396,-0.000843318009019592
"lambda",0.0282987983710624,-0.0173511737192463,-0.0143690062175891,0.000684706787796396,0.821506114798147,-0.170350925408625
"luce",-0.0103696543960542,5.7338350176134e-05,0.0016834388249081,-0.000843318009019592,-0.170350925408625,0.0642984231307619
"alpha",0.0359040061107502,0.000286197019929271,-0.00916081704798315,0.000925083939616382,0.036292469939987,-0.0102274176060782
"beta",0.000286197019929271,0.00342709998810235,0.000289802712954181,0.000669375708490625,-0.0287857624994259,-0.00224301856790398
"gamma",-0.00916081704798315,0.000289802712954181,0.00417895338802612,-0.000152147213113914,0.000343489614661583,-0.00240852601211924
"delta",0.000925083939616382,0.000669375708490625,-0.000152147213113914,0.00956370589798293,-0.0134220973859239,-0.00116967681844962
"lambda",0.036292469939987,-0.0287857624994259,0.000343489614661583,-0.0134220973859239,0.927930169104687,-0.176874782181448
"luce",-0.0102274176060782,-0.00224301856790398,-0.00240852601211924,-0.00116967681844962,-0.176874782181448,0.0789100903313072
"alpha",0.00260216392390028,-0.00275564365885626,-0.000587861901349113,0.00460854255671439,0.0137796908943558,-0.0115505157636643
"beta",-0.00275564365885626,0.0295455528380237,0.00200856619710003,-0.0153157299641339,-0.0572897364773182,0.0123185404249742
"gamma",-0.000587861901349113,0.00200856619710003,0.00604531559455878,-0.00217973125329616,-0.00695543031395154,0.00123176752224008
"delta",0.00460854255671439,-0.0153157299641339,-0.00217973125329616,0.0210695605642378,-0.00643327699863689,-0.019589150889879
"lambda",0.0137796908943558,-0.0572897364773182,-0.00695543031395154,-0.00643327699863689,1.10838032284344,-0.0769861835572816
"luce",-0.0115505157636643,0.0123185404249742,0.00123176752224008,-0.019589150889879,-0.0769861835572816,0.063312286206181
"alpha",0.00269719800216157,0.000698640153256306,-0.000446509542440116,0.00100493257940229,0.0178240518430211,-0.00846134457404336
"beta",0.000698640153256306,0.00278815820044498,0.00166934145889859,0.000363820696275002,-0.0272713047875206,-0.00241409181953397
"gamma",-0.000446509542440116,0.00166934145889859,0.0196466676407056,-0.00217299926059444,-0.0225977706273853,-0.00130054930316045
"delta",0.00100493257940229,0.000363820696275002,-0.00217299926059444,0.0104563376463828,-0.00720451814510374,-0.00369880851977792
"lambda",0.0178240518430211,-0.0272713047875206,-0.0225977706273853,-0.00720451814510374,0.869953752338628,-0.116326036698217
"luce",-0.00846134457404336,-0.00241409181953397,-0.00130054930316045,-0.00369880851977792,-0.116326036698217,0.0527114382940539
"alpha",0.0171768491508774,4.61070882545182e-05,-0.0122081047138989,0.000928138927168402,0.0236996106570766,-0.00401538507244259
"beta",4.61070882545182e-05,0.000935035264202649,0.000678517714461577,0.000224762921079029,-0.0071296377822615,-0.00167343710653896
"gamma",-0.0122081047138989,0.000678517714461577,0.0258519402050625,-0.00067900539544474,-0.0267511615374612,-0.00446667854788668
"delta",0.000928138927168402,0.000224762921079029,-0.00067900539544474,0.0092204804227233,-0.00786368433135199,-0.00186549179774876
"lambda",0.0236996106570766,-0.0071296377822615,-0.0267511615374612,-0.00786368433135199,0.549582385438307,-0.0654625084395477
"luce",-0.00401538507244259,-0.00167343710653896,-0.00446667854788668,-0.00186549179774876,-0.0654625084395477,0.0403604129451951
"alpha",0.00572567649688317,0.000309466500200926,0.000674040708430068,7.94411883744988e-05,0.00649054468585057,-0.00565648568445069
"beta",0.000309466500200926,0.000493410440661318,0.000801430671141177,0.000141846959534361,-0.00481707690540279,-0.000404231469138228
"gamma",0.000674040708430068,0.000801430671141177,0.0237704971693294,-0.00012703887905033,-0.00678285666343287,-0.000246293770605084
"delta",7.94411883744988e-05,0.000141846959534361,-0.00012703887905033,0.0006395580685012,-0.0032396288592571,-0.000734793326373687
"lambda",0.00649054468585057,-0.00481707690540279,-0.00678285666343287,-0.0032396288592571,0.528401629927235,-0.0622774910330348
"luce",-0.00565648568445069,-0.000404231469138228,-0.000246293770605084,-0.000734793326373687,-0.0622774910330348,0.040862069440652
"alpha",0.00585198001759264,0.000663717007365368,-0.00166017251097024,0.000523635991771545,0.00386077862493775,-0.00885628577269793
"beta",0.000663717007365368,0.0114524840120646,0.0020576032140509,-0.00272660074822859,-0.0497121339133267,-0.000418006508691182
"gamma",-0.00166017251097024,0.0020576032140509,0.0109841913292418,-0.000682282117049605,-0.00564729156561347,0.000629258726759108
"delta",0.000523635991771545,-0.00272660074822859,-0.000682282117049605,0.00205787327150892,-0.010570086892865,-0.0037668887015015
