"","alpha","beta","gamma","delta","lambda","luce"
"luce",-0.0131142111075326,0.022439814175004,0.00293522345686095,-0.0368995264469023,-0.00946520360721693,0.0636377726071599
"alpha",0.00498076724840617,0.000199292165688072,-0.00291160588258986,0.000355030012119234,0.00587847756616845,-0.00500053323216361
"beta",0.000199292165688072,0.0383325115715992,0.00810003371838037,-0.00894522376234931,-0.0433117268175109,-0.00282597536533586
"gamma",-0.00291160588258986,0.00810003371838037,0.0442647959280659,-0.00275497940516266,-0.00198954961969674,-0.00108330556773033
"delta",0.000355030012119234,-0.00894522376234931,-0.00275497940516266,0.0050011521743406,-0.0191351858243104,-0.00375138832746367
"lambda",0.00587847756616845,-0.0433117268175109,-0.00198954961969674,-0.0191351858243104,1.2873374698747,-0.0306587835715095
"luce",-0.00500053323216361,-0.00282597536533586,-0.00108330556773033,-0.00375138832746367,-0.0306587835715095,0.0668557806620606
"alpha",0.00217682928025445,-0.00273686025269569,-0.000404909926329156,0.00354112474726066,0.0212968880684698,-0.0088688386728921
"beta",-0.00273686025269569,0.0268313621908347,0.000678055440869888,-0.0185065449656688,-0.0887424686886934,0.0111782634187534
"gamma",-0.000404909926329156,0.000678055440869888,0.000874802663893425,-0.000599393301447958,-0.00551932421666026,0.00114015819122908
"delta",0.00354112474726066,-0.0185065449656688,-0.000599393301447958,0.0344317876556281,0.0421298886826729,-0.0143104273482897
"lambda",0.0212968880684698,-0.0887424686886934,-0.00551932421666026,0.0421298886826729,1.03267584660403,-0.095864135282376
"luce",-0.0088688386728921,0.0111782634187534,0.00114015819122908,-0.0143104273482897,-0.095864135282376,0.0504925815386028
"alpha",0.00885322815064329,0.000376354201694315,0.00103322948277186,0.000115077681140785,-0.00149814229095932,-0.0102010147179877
"beta",0.000376354201694315,0.0732221863404724,-0.000126158582524737,-0.00485196365620112,-0.0110599641575024,-0.00283017705529876
"gamma",0.00103322948277186,-0.000126158582524737,0.0292248837424717,-3.87695582127182e-05,-0.00326236662991219,-0.00643325859227482
"delta",0.000115077681140785,-0.00485196365620112,-3.87695582127182e-05,0.00322363982750876,-0.01346000062991,-0.00145806569590909
"lambda",-0.00149814229095932,-0.0110599641575024,-0.00326236662991219,-0.01346000062991,1.32118145856901,0.00675717899206484
"luce",-0.0102010147179877,-0.00283017705529876,-0.00643325859227482,-0.00145806569590909,0.00675717899206484,0.0673030358342106
"alpha",0.000876369368041671,-0.000388758765784856,3.95042470736494e-05,0.000997982582492816,0.00758434753070551,-0.00387009360472026
"beta",-0.000388758765784856,0.0121862313854568,0.000611413446059432,-0.00701883018089072,-0.0586126126978262,-0.00162322006528643
"gamma",3.95042470736494e-05,0.000611413446059432,0.00137529060142694,-0.000644023310618502,-0.00418222108015006,-0.000249430583665747
"delta",0.000997982582492816,-0.00701883018089072,-0.000644023310618502,0.0124731114600046,0.00750649717096703,-0.00128357224599585
"lambda",0.00758434753070551,-0.0586126126978262,-0.00418222108015006,0.00750649717096703,0.901481751286464,-0.0475625014254714
"luce",-0.00387009360472026,-0.00162322006528643,-0.000249430583665747,-0.00128357224599585,-0.0475625014254714,0.0362005676760436
"alpha",0.0145177525060447,-0.000947395479784546,-0.00427074116793935,0.00242450730809472,0.00562188031376115,-0.00844129019534149
"beta",-0.000947395479784546,0.0127870538871213,0.000822787502778275,-0.00329081465498842,-0.0442411272617297,-0.005706495786743
"gamma",-0.00427074116793935,0.000822787502778275,0.00182366348141688,-0.000518101516367505,0.000542012868358956,-0.00183512185483238
"delta",0.00242450730809472,-0.00329081465498842,-0.000518101516367505,0.00481101804691382,-0.0203181280318722,-0.00406165547989633
"lambda",0.00562188031376115,-0.0442411272617297,0.000542012868358956,-0.0203181280318722,1.1207946735817,-0.0333182021832316
"luce",-0.00844129019534149,-0.005706495786743,-0.00183512185483238,-0.00406165547989633,-0.0333182021832316,0.0672097972313847
"alpha",0.00117596272117926,8.24254159036477e-05,-0.000475048734785544,0.000605854662984049,0.0134419278909928,-0.00426303779820628
"beta",8.24254159036477e-05,0.00233848935123968,0.000423236007601227,-9.5525359287661e-05,-0.0256613375535745,-0.00111516661971346
"gamma",-0.000475048734785544,0.000423236007601227,0.00194570560922145,-0.00018855159361346,-0.00795499949869093,0.00024791756842599
"delta",0.000605854662984049,-9.5525359287661e-05,-0.00018855159361346,0.00437164083524899,-0.0051038102513042,-0.00151955003689299
"lambda",0.0134419278909928,-0.0256613375535745,-0.00795499949869093,-0.0051038102513042,0.717019084904575,-0.0571304863448344
"luce",-0.00426303779820628,-0.00111516661971346,0.00024791756842599,-0.00151955003689299,-0.0571304863448344,0.0284299147084554
"alpha",0.00681306788451159,0.00111959406133667,0.00165661399254938,0.000167477556138131,0.0244295735652381,-0.011811392735277
"beta",0.00111959406133667,0.00287880799084338,0.00109779921756645,0.000316545722479082,-0.0284449521736691,-0.00087619037316044
"gamma",0.00165661399254938,0.00109779921756645,0.0220727042368471,-0.0009650580898187,-0.0162050348700021,8.63548370343823e-05
"delta",0.000167477556138131,0.000316545722479082,-0.0009650580898187,0.00722564837623218,-0.00700729863637134,-0.0010738839418308
"lambda",0.0244295735652381,-0.0284449521736691,-0.0162050348700021,-0.00700729863637134,1.05699631770241,-0.192389120798235
"luce",-0.011811392735277,-0.00087619037316044,8.63548370343823e-05,-0.0010738839418308,-0.192389120798235,0.0696966381365527
"alpha",0.00714028388828872,0.000563743140092541,-0.00405644702778153,0.000313782424171308,-0.0027265211289794,-0.00697822420141139
"beta",0.000563743140092541,0.0758503704827494,0.000138154167428882,-0.00783006417303048,-0.031700906942765,-0.00149927805442944
"gamma",-0.00405644702778153,0.000138154167428882,0.0579444757947023,-0.000869700246240708,0.0055519009319306,-0.00584577650685976
"delta",0.000313782424171308,-0.00783006417303048,-0.000869700246240708,0.00723778337145636,-0.0122361396957608,-0.0026442445305159
"lambda",-0.0027265211289794,-0.031700906942765,0.0055519009319306,-0.0122361396957608,1.3157209885899,-0.0148555426568548
"luce",-0.00697822420141139,-0.00149927805442944,-0.00584577650685976,-0.0026442445305159,-0.0148555426568548,0.0700814996101079
"alpha",0.000216395749038963,-7.82026230064826e-05,-7.10911451874388e-05,0.000227938883468703,0.000457975709067764,-0.000590312079541338
"beta",-7.82026230064826e-05,0.00865314328434333,0.000118428114689716,-0.00276851120070949,-0.0578198949461411,-0.00276201789173343
"gamma",-7.10911451874388e-05,0.000118428114689716,0.000465596459166196,9.74890503075589e-05,-0.000755414869173959,-0.000196636654319935
"delta",0.000227938883468703,-0.00276851120070949,9.74890503075589e-05,0.00616770416460517,-0.0114562874658518,0.000177966951279487
"lambda",0.000457975709067764,-0.0578198949461411,-0.000755414869173959,-0.0114562874658518,0.994974094744805,-0.0297353710372333
"luce",-0.000590312079541338,-0.00276201789173343,-0.000196636654319935,0.000177966951279487,-0.0297353710372333,0.0306323478076501
"alpha",0.000919200254162303,0.000340835294623301,-0.000192900396438486,0.000263634556914179,0.00143030071475065,-0.00154249228404654
"beta",0.000340835294623301,0.00252207721068428,0.000741735155158224,-0.000433471488192117,-0.0104427900806524,-0.000857751311714459
"gamma",-0.000192900396438486,0.000741735155158224,0.0054923789810249,-0.000178346172164271,-0.00201720180967965,-0.000527096336071129
"delta",0.000263634556914179,-0.000433471488192117,-0.000178346172164271,0.000924494928168623,-2.31429518257291e-05,-0.000275769550798506
"lambda",0.00143030071475065,-0.0104427900806524,-0.00201720180967965,-2.31429518257291e-05,0.0837673849588534,-0.00400051035453841
"luce",-0.00154249228404654,-0.000857751311714459,-0.000527096336071129,-0.000275769550798506,-0.00400051035453841,0.00526044533260078
"alpha",0.00697698589870272,-0.00271192770256766,-0.00173067577816742,0.00552298770058866,-0.0123001450654722,-0.0183317744621134
"beta",-0.00271192770256766,0.0686953238127575,0.000332885625646814,-0.0164957758516157,0.0324558711242099,0.00843986556638957
"gamma",-0.00173067577816742,0.000332885625646814,0.0053480996590037,-0.00143920073637954,-0.000114742749964846,0.000785707177880366
"delta",0.00552298770058866,-0.0164957758516157,-0.00143920073637954,0.024955350700366,-0.0802234360888595,-0.0171636950452228
"lambda",-0.0123001450654722,0.0324558711242099,-0.000114742749964846,-0.0802234360888595,1.44703434648351,0.042347448417998
"luce",-0.0183317744621134,0.00843986556638957,0.000785707177880366,-0.0171636950452228,0.042347448417998,0.0812328836177588
"alpha",0.00674969237292595,-0.000270332820967717,0.00102921082322074,0.000636609831575172,-4.94090956748162e-05,-0.00956202759898288
"beta",-0.000270332820967717,0.0772945585115709,0.011959632989281,-0.0181080592014584,-0.0376642076413418,0.00784605872365619
"gamma",0.00102921082322074,0.011959632989281,0.0376475072122686,-0.00667769752222088,-0.00694114866281835,0.00392709514388842
"delta",0.000636609831575172,-0.0181080592014584,-0.00667769752222088,0.0151017164498926,-0.0199896877237709,-0.00925213366896904
"lambda",-4.94090956748162e-05,-0.0376642076413418,-0.00694114866281835,-0.0199896877237709,1.33597273842229,-0.00332287844874837
"luce",-0.00956202759898288,0.00784605872365619,0.00392709514388842,-0.00925213366896904,-0.00332287844874837,0.079491642744112
"alpha",0.00883579901103946,9.71529607732984e-05,-0.00777074688570317,0.00024814663314996,-0.000591292907148141,-0.00527716982774969
"beta",9.71529607732984e-05,0.067675047643861,0.00328788956622387,-0.00859756805610153,-0.0293682669249952,-0.00541961736423538
"gamma",-0.00777074688570317,0.00328788956622387,0.0779098977598066,-0.000994711173001775,-0.0123865757932059,-0.0120806204037957
"delta",0.00024814663314996,-0.00859756805610153,-0.000994711173001775,0.00510007615645943,-0.0107503941009785,-0.00112886470449626
"lambda",-0.000591292907148141,-0.0293682669249952,-0.0123865757932059,-0.0107503941009785,1.25999429016118,0.00169934887202088
"luce",-0.00527716982774969,-0.00541961736423538,-0.0120806204037957,-0.00112886470449626,0.00169934887202088,0.0653681701924757
"alpha",0.00117060970663147,-7.15595462792682e-05,-0.000326392866627896,0.000176035102528418,0.0152830874044392,-0.00415342573264555
"beta",-7.15595462792682e-05,0.000209070096132322,4.99828100168173e-05,3.91149252351925e-05,-0.00350149176393366,0.000396210035230058
"gamma",-0.000326392866627896,4.99828100168173e-05,0.000757819986129732,-7.68510577817074e-05,-0.00264560876132976,0.00145784119599164
"delta",0.000176035102528418,3.91149252351925e-05,-7.68510577817074e-05,0.000308324188412952,0.00228044020850507,-0.000675723494901989
"lambda",0.0152830874044392,-0.00350149176393366,-0.00264560876132976,0.00228044020850507,0.328004138771752,-0.0695161278733823
"luce",-0.00415342573264555,0.000396210035230058,0.00145784119599164,-0.000675723494901989,-0.0695161278733823,0.0427761167914465
"alpha",0.00564472826142209,0.000225427211886703,-0.00261801550504948,3.42884660071742e-05,0.0104374837657415,-0.00425994828925101
"beta",0.000225427211886703,0.00177664066291897,0.00345602186136561,8.28038457726593e-05,-0.0172363399269028,-0.00186654753962492
"gamma",-0.00261801550504948,0.00345602186136561,0.0950205155637121,-0.00061667029279193,-0.0587061290820043,-0.00121076346252073
"delta",3.42884660071742e-05,8.28038457726593e-05,-0.00061667029279193,0.00204073724628125,-7.16948881474569e-05,-0.000712542903444931
"lambda",0.0104374837657415,-0.0172363399269028,-0.0587061290820043,-7.16948881474569e-05,0.893759169654501,-0.16485478607179
"luce",-0.00425994828925101,-0.00186654753962492,-0.00121076346252073,-0.000712542903444931,-0.16485478607179,0.0610525466481623
"alpha",0.0154697044018336,-0.000284027484941262,-0.0111802230219257,0.000155890447620748,0.025594405505136,-0.00752661761080732
"beta",-0.000284027484941262,0.000946960926454591,0.00101939114560531,-0.000178157745427745,-0.00690321987091317,-0.00109353701055629
"gamma",-0.0111802230219257,0.00101939114560531,0.0278516155765207,-0.000295015330345511,-0.0118335892932595,-0.00071048459813274
"delta",0.000155890447620748,-0.000178157745427745,-0.000295015330345511,0.000227934023331228,0.000357407979887014,-5.23185407892169e-05
"lambda",0.025594405505136,-0.00690321987091317,-0.0118335892932595,0.000357407979887014,0.555243741842857,-0.101190999770907
"luce",-0.00752661761080732,-0.00109353701055629,-0.00071048459813274,-5.23185407892169e-05,-0.101190999770907,0.0454288260530385
"alpha",0.0611398057377281,-0.00175513300410204,-0.00703063236508559,0.00083170822327664,0.0195293797656093,-0.00979372061711153
"beta",-0.00175513300410204,0.0336722187962216,0.000659953666793958,-0.00893387072410388,-0.03568033998401,-0.00580662660008851
"gamma",-0.00703063236508559,0.000659953666793958,0.0050350497760049,0.00025336767352904,-0.00298142032850645,-0.00197315336247929
"delta",0.00083170822327664,-0.00893387072410388,0.00025336767352904,0.00818439938294908,-0.0261942787102842,-0.00441855162964915
"lambda",0.0195293797656093,-0.03568033998401,-0.00298142032850645,-0.0261942787102842,1.30584334698136,-0.0483983198804035
"luce",-0.00979372061711153,-0.00580662660008851,-0.00197315336247929,-0.00441855162964915,-0.0483983198804035,0.0841670872762679
"alpha",0.00794651404585935,0.00030650862189715,-0.000765776454856238,-5.06400098205191e-06,0.000616333044447426,-0.00106634745306864
"beta",0.00030650862189715,0.0014225918182683,0.00160754482347466,-0.000211238864421689,-0.00370116631375209,-0.00135425272607376
"gamma",-0.000765776454856238,0.00160754482347466,0.0708318059225625,-0.000556462775128493,-0.0054226496928479,-0.000712246519686
"delta",-5.06400098205191e-06,-0.000211238864421689,-0.000556462775128493,0.000451893864566163,0.00029570725670296,1.07007788735641e-05
"lambda",0.000616333044447426,-0.00370116631375209,-0.0054226496928479,0.00029570725670296,0.0386505061710933,-0.00443607275489763
"luce",-0.00106634745306864,-0.00135425272607376,-0.000712246519686,1.07007788735641e-05,-0.00443607275489763,0.00745227387882947
"alpha",0.00229352513028642,-2.75936486706721e-05,-0.00078724827290886,0.00054685874332722,0.0288114419436941,-0.00967793999158269
"beta",-2.75936486706721e-05,0.00348297653569923,0.000394243515156391,0.000106974186125044,-0.034619114826607,0.000288976739820444
"gamma",-0.00078724827290886,0.000394243515156391,0.00317640397972751,-0.000591551923656293,-0.0101531830630633,0.00200564434720462
"delta",0.00054685874332722,0.000106974186125044,-0.000591551923656293,0.00773477516815076,-0.00523335896380597,-0.00111542209474712
"lambda",0.0288114419436941,-0.034619114826607,-0.0101531830630633,-0.00523335896380597,0.857402048144631,-0.142881881219848
"luce",-0.00967793999158269,0.000288976739820444,0.00200564434720462,-0.00111542209474712,-0.142881881219848,0.0543596516498609
"alpha",0.00247277267576006,0.000231671643856422,-0.000423025252991744,0.000681195472257882,0.0329972368948675,-0.00956023804922867
"beta",0.000231671643856422,0.00273084681128435,0.000230913564776064,5.98299967902651e-06,-0.0289065625861425,-0.000657104297443583
"gamma",-0.000423025252991744,0.000230913564776064,0.00326651479425041,-0.000462867928564283,-0.00523963879052909,0.000691895939058289
"delta",0.000681195472257882,5.98299967902651e-06,-0.000462867928564283,0.00589651905937023,-0.0020344162862044,-0.00206383946131757
"lambda",0.0329972368948675,-0.0289065625861425,-0.00523963879052909,-0.0020344162862044,1.02355183465036,-0.148085192387851
"luce",-0.00956023804922867,-0.000657104297443583,0.000691895939058289,-0.00206383946131757,-0.148085192387851,0.0476674381435513
"alpha",0.0034921939194947,7.05837662615108e-05,-0.0008214722527797,0.000124252040293296,0.025259330158682,-0.0122302508252426
"beta",7.05837662615108e-05,0.000446417999338809,0.000251670558815531,0.000184350722392374,-0.00402147118285917,-0.000221279953470756
"gamma",-0.0008214722527797,0.000251670558815531,0.0120146750974639,-7.27788937897342e-05,-0.00130367065815302,0.00182979517797645
"delta",0.000124252040293296,0.000184350722392374,-7.27788937897342e-05,0.000348322478167407,0.00170410409713874,-0.000748852845418408
"lambda",0.025259330158682,-0.00402147118285917,-0.00130367065815302,0.00170410409713874,0.77084953002695,-0.128072223632525
"luce",-0.0122302508252426,-0.000221279953470756,0.00182979517797645,-0.000748852845418408,-0.128072223632525,0.0668283304150787
"alpha",0.00270385192524026,-0.000251311192062593,-0.000623391113207258,0.000363159755619652,0.0366151086165693,-0.010886545233595
"beta",-0.000251311192062593,0.00129376779700876,0.00056886234154994,0.000349909581928042,-0.0192228270074085,0.000835570206597739
"gamma",-0.000623391113207258,0.00056886234154994,0.00167104811895921,-0.000128324844089116,-0.00913156148135057,0.000742289692598745
"delta",0.000363159755619652,0.000349909581928042,-0.000128324844089116,0.00283540900087173,-0.00510478556835276,-0.00145344677623979
"lambda",0.0366151086165693,-0.0192228270074085,-0.00913156148135057,-0.00510478556835276,0.814312349157375,-0.167581003218538
"luce",-0.010886545233595,0.000835570206597739,0.000742289692598745,-0.00145344677623979,-0.167581003218538,0.0580201749103778
"alpha",0.0168098912723358,0.000809648722437255,-0.00711282528792772,2.7852702243722e-05,0.0024086900801475,-0.0122180473063896
"beta",0.000809648722437255,0.0752083532208,0.000106955321665263,-0.00256754759717495,-0.0124754164685295,-0.00207133947900506
"gamma",-0.00711282528792772,0.000106955321665263,0.00603983038597965,5.40382568936415e-05,-0.000756958164428439,-0.000746630367856661
"delta",2.7852702243722e-05,-0.00256754759717495,5.40382568936415e-05,0.00130445061003644,-0.00372484714309479,-0.000525045231163714
"lambda",0.0024086900801475,-0.0124754164685295,-0.000756958164428439,-0.00372484714309479,1.3417096037177,-0.00555958202262856
"luce",-0.0122180473063896,-0.00207133947900506,-0.000746630367856661,-0.000525045231163714,-0.00555958202262856,0.0711658711294806
"alpha",0.00152091307793787,3.20799089567006e-05,-0.000573575771581948,0.000595364881352271,0.019919203844537,-0.00621734756675122
"beta",3.20799089567006e-05,0.0040817602539716,0.000479444539200177,-0.000548808952175113,-0.0340679115014231,9.37482859122306e-05
"gamma",-0.000573575771581948,0.000479444539200177,0.00515798080991196,-0.000871660113813814,-0.0117288654192563,0.000751482172721653
"delta",0.000595364881352271,-0.000548808952175113,-0.000871660113813814,0.012197675785911,-0.00112529325128682,-0.00166075783699533
"lambda",0.019919203844537,-0.0340679115014231,-0.0117288654192563,-0.00112529325128682,0.903372580494751,-0.112771730677824
"luce",-0.00621734756675122,9.37482859122306e-05,0.000751482172721653,-0.00166075783699533,-0.112771730677824,0.0417017024879545
"alpha",0.0013879224169682,-0.0018988569610691,-0.000261440615123356,0.0029365177652145,-0.00148464609541413,-0.00562607851034128
"beta",-0.0018988569610691,0.0827534292218676,0.000381165526955488,-0.0376808061059209,0.0553091818369091,0.0107494799585961
"gamma",-0.000261440615123356,0.000381165526955488,0.000729534611403323,-0.00120566022119393,0.000751330173095893,0.00107424252678718
"delta",0.0029365177652145,-0.0376808061059209,-0.00120566022119393,0.0680727463550156,-0.11952388717547,-0.0154500739178511
"lambda",-0.00148464609541413,0.0553091818369091,0.000751330173095893,-0.11952388717547,1.44676836240377,0.0098530906652712
"luce",-0.00562607851034128,0.0107494799585961,0.00107424252678718,-0.0154500739178511,0.0098530906652712,0.0417845787645356
"alpha",0.00181349655993963,-0.000777657131146278,-0.000249003999767023,0.00114396649924362,-0.00206759616918976,-0.00721540078857867
"beta",-0.000777657131146278,0.0729016132906445,-0.000100193106238678,-0.0152315706520196,0.0309506196598122,0.00375790847612426
"gamma",-0.000249003999767023,-0.000100193106238678,0.00138516927768206,-0.000340810892238907,0.000542140691877979,0.000930931729881285
"delta",0.00114396649924362,-0.0152315706520196,-0.000340810892238907,0.0179632568429906,-0.0451307198491805,-0.00516377013438744
"lambda",-0.00206759616918976,0.0309506196598122,0.000542140691877979,-0.0451307198491805,1.31068134031209,0.0115896137064069
"luce",-0.00721540078857867,0.00375790847612426,0.000930931729881285,-0.00516377013438744,0.0115896137064069,0.0398346296321483
"alpha",0.0473186438448744,-0.000261269095309883,-0.0196233755679822,0.000197565721876665,0.00891997900586063,-0.0051983059185825
"beta",-0.000261269095309883,0.000365919417076957,0.000379621423883314,3.65370357948167e-05,-0.00177733673361275,-0.000542424517941326
"gamma",-0.0196233755679822,0.000379621423883314,0.0264302260393323,-0.000164571523657028,0.00409019189801537,-0.0025869197776574
"delta",0.000197565721876665,3.65370357948167e-05,-0.000164571523657028,0.000274530432853427,-0.000748618318741465,-0.000139124025573348
"lambda",0.00891997900586063,-0.00177733673361275,0.00409019189801537,-0.000748618318741465,0.594744094588026,-0.0672719009495233
"luce",-0.0051983059185825,-0.000542424517941326,-0.0025869197776574,-0.000139124025573348,-0.0672719009495233,0.0481034072121987
"alpha",0.0291866128508481,-0.000334820575661501,-0.015736510270751,0.00027060531222185,0.0318405697220691,-0.0100578937846425
"beta",-0.000334820575661501,0.00115655571808943,0.00164943312501481,-0.000154585385115344,-0.00818089849851138,-0.00195314490710292
"gamma",-0.015736510270751,0.00164943312501481,0.0311393552562661,-0.000488019738991097,-0.0123251329250016,-0.00200761778021565
"delta",0.00027060531222185,-0.000154585385115344,-0.000488019738991097,0.000234547074410571,0.000643847207273823,0.000126780010215451
"lambda",0.0318405697220691,-0.00818089849851138,-0.0123251329250016,0.000643847207273823,0.673545463206098,-0.131368586454698
"luce",-0.0100578937846425,-0.00195314490710292,-0.00200761778021565,0.000126780010215451,-0.131368586454698,0.0587514025187279
"alpha",0.00349097682452359,0.00061759157466937,-0.000828942838787304,7.62615150683675e-05,0.0299316369375903,-0.0121754104119542
"beta",0.00061759157466937,0.00137298418158961,0.00052483047050422,-4.87038667561061e-05,-0.0116730530176637,-0.00223878453355275
"gamma",-0.000828942838787304,0.00052483047050422,0.0108723535146789,-0.000176723964838605,-0.00656250891047984,0.000732030156548117
"delta",7.62615150683675e-05,-4.87038667561061e-05,-0.000176723964838605,0.000217583592994455,0.0010428116631316,-0.00044272398840444
"lambda",0.0299316369375903,-0.0116730530176637,-0.00656250891047984,0.0010428116631316,0.731429158381498,-0.137842392100562
"luce",-0.0121754104119542,-0.00223878453355275,0.000732030156548117,-0.00044272398840444,-0.137842392100562,0.0577227007098903
"alpha",0.013179209464811,0.000681064098544893,0.00728897190710806,-6.86056026817131e-05,0.0214046671115721,-0.0102311106758065
"beta",0.000681064098544893,0.00179227246621775,0.0027888746029448,-0.000155131480231109,-0.0131855479728985,-0.000766281015114198
"gamma",0.00728897190710806,0.0027888746029448,0.068336847087632,-0.000412757184387572,-0.0028685058669874,-0.00615361322473293
"delta",-6.86056026817131e-05,-0.000155131480231109,-0.000412757184387572,0.000252429630042487,0.000529781838259771,-3.91800438990911e-05
"lambda",0.0214046671115721,-0.0131855479728985,-0.0028685058669874,0.000529781838259771,0.438334757719841,-0.100194389094754
"luce",-0.0102311106758065,-0.000766281015114198,-0.00615361322473293,-3.91800438990911e-05,-0.100194389094754,0.0469564766650373
"alpha",0.00982727377288295,0.00198925766495657,0.0100221929498154,-1.69345195914153e-05,-0.00140282537039764,-0.00659932148141098
"beta",0.00198925766495657,0.0518320339032125,0.0138212273853006,-0.0098775431302238,-0.0256000430604509,-0.000785036252312079
"gamma",0.0100221929498154,0.0138212273853006,0.107984203427878,-0.00273839076803244,-0.00064212247152521,-0.0111995548418176
"delta",-1.69345195914153e-05,-0.0098775431302238,-0.00273839076803244,0.00576105100177326,-0.0263360839944254,-0.0027415466165359
"lambda",-0.00140282537039764,-0.0256000430604509,-0.00064212247152521,-0.0263360839944254,1.3044899974659,-0.0135866161831598
"luce",-0.00659932148141098,-0.000785036252312079,-0.0111995548418176,-0.0027415466165359,-0.0135866161831598,0.04586168061096
"alpha",0.0672357921720294,-0.000789018469674872,-0.0117483391700811,0.000676553782763214,0.0213219164552209,-0.00963608225736571
"beta",-0.000789018469674872,0.00627055816562832,0.0014150907698955,-0.000866811436995775,-0.0395150554780549,-0.00428131494453539
"gamma",-0.0117483391700811,0.0014150907698955,0.0131617373731261,-0.000525125767052639,-0.000550165805997033,-0.000972812514572433
"delta",0.000676553782763214,-0.000866811436995775,-0.000525125767052639,0.000919879413862242,-0.00744750017329809,-0.00101130089352738
"lambda",0.0213219164552209,-0.0395150554780549,-0.000550165805997033,-0.00744750017329809,1.10762090465298,-0.133688544482578
"luce",-0.00963608225736571,-0.00428131494453539,-0.000972812514572433,-0.00101130089352738,-0.133688544482578,0.0769836829413616
"alpha",0.00672594108301812,0.00142266811439327,0.00292335028095399,0.000187385387132793,-0.00444499284923799,-0.00868774112143945
"beta",0.00142266811439327,0.0724201211337157,0.0043099714598831,-0.00921972203857023,-0.00722355321378119,0.00161954032335316
"gamma",0.00292335028095399,0.0043099714598831,0.0239608302133223,-0.000918573153402101,-0.00452153185775187,-0.000383449955535775
"delta",0.000187385387132793,-0.00921972203857023,-0.000918573153402101,0.00657319910364381,-0.0188839065310814,-0.00348991408827747
"lambda",-0.00444499284923799,-0.00722355321378119,-0.00452153185775187,-0.0188839065310814,1.28614166057004,0.00793369990386367
"luce",-0.00868774112143945,0.00161954032335316,-0.000383449955535775,-0.00348991408827747,0.00793369990386367,0.076894378806277
"alpha",0.0350199831354899,-0.000478269692368099,-0.013712511683604,2.46970403607025e-05,0.0451934711556329,-0.0150388880910003
"beta",-0.000478269692368099,0.000686282697589809,0.000410521607943159,4.55394129042063e-05,-0.00516927526072268,-0.000210621739001297
"gamma",-0.013712511683604,0.000410521607943159,0.0113069277326546,8.4726075289451e-06,-0.0101377421679323,0.00125193994668218
"delta",2.46970403607025e-05,4.55394129042063e-05,8.4726075289451e-06,0.000183806662063193,0.00078301783619239,-7.82306419318228e-05
"lambda",0.0451934711556329,-0.00516927526072268,-0.0101377421679323,0.00078301783619239,0.816696061730593,-0.175960960666282
"luce",-0.0150388880910003,-0.000210621739001297,0.00125193994668218,-7.82306419318228e-05,-0.175960960666282,0.0696699992495166
"alpha",0.0136989705699362,0.00108813536553785,-0.00533309477378547,0.000439472339884376,-0.000627266020623156,-0.0113431066101991
"beta",0.00108813536553785,0.0754965338016438,-0.000922294626721028,-0.00744628219264897,-0.0209030064338905,-0.00486147504701959
"gamma",-0.00533309477378547,-0.000922294626721028,0.0253976101819094,0.000276383086848329,-0.00109461234200007,-0.00204690567452641
"delta",0.000439472339884376,-0.00744628219264897,0.000276383086848329,0.00420309565278252,-0.0111251338224491,-0.00145459554172583
"lambda",-0.000627266020623156,-0.0209030064338905,-0.00109461234200007,-0.0111251338224491,1.25991305057634,-0.0138899796165356
"luce",-0.0113431066101991,-0.00486147504701959,-0.00204690567452641,-0.00145459554172583,-0.0138899796165356,0.0770750685828038
"alpha",0.0618531212106604,-0.00145702090205497,-0.00924180201101221,-0.000466954077054823,0.0139592560906925,-0.00755943079514378
"beta",-0.00145702090205497,0.0782723048795625,6.74955878483248e-05,-0.00655498289035828,-0.00672319881853832,-0.00211215834482272
"gamma",-0.00924180201101221,6.74955878483248e-05,0.00720431808611868,0.000169549816585903,-0.000921873162659871,-0.00324605930138158
"delta",-0.000466954077054823,-0.00655498289035828,0.000169549816585903,0.00370513827140252,-0.00913423878160426,-0.00243424708215006
"lambda",0.0139592560906925,-0.00672319881853832,-0.000921873162659871,-0.00913423878160426,1.2845474070253,-0.0205719786609438
"luce",-0.00755943079514378,-0.00211215834482272,-0.00324605930138158,-0.00243424708215006,-0.0205719786609438,0.0810122650361907
"alpha",0.0171055863918658,0.00113464855664497,-0.0042930984587703,0.00197247888614876,0.0295560302822932,-0.014941456871185
"beta",0.00113464855664497,0.00493443915414955,1.39819211619887e-05,0.000662354175697666,-0.0246691149059655,-0.00367008749681706
"gamma",-0.0042930984587703,1.39819211619887e-05,0.0203889193270373,-0.00277276094737082,-0.0159189491949419,-0.00177874874798832
"delta",0.00197247888614876,0.000662354175697666,-0.00277276094737082,0.0277086872037978,-0.0216891561967526,-0.00625732607273899
"lambda",0.0295560302822932,-0.0246691149059655,-0.0159189491949419,-0.0216891561967526,0.877642436158113,-0.11251887808972
"luce",-0.014941456871185,-0.00367008749681706,-0.00177874874798832,-0.00625732607273899,-0.11251887808972,0.0691695481882344
"alpha",0.00852570481018574,4.16772626913922e-05,-0.00295343405042384,1.26921781151294e-05,0.0201762107625912,-0.00664479001879202
"beta",4.16772626913922e-05,0.000601777841826644,0.000390966952202896,-4.47061555008396e-05,-0.00413763317625498,-0.000787023209302229
