"","alpha","beta","gamma","delta","lambda","luce"
"lambda",0.0188064446705357,-0.0814592933247026,0.000324772859504706,0.0308226977701667,1.2253470123021,-0.0618772227548444
"luce",-0.022894104632744,-0.0137589373230249,0.000704877133713362,0.00494661390325507,-0.0618772227548444,0.0746608671720692
"alpha",0.010423129400558,0.000715197433601279,0.00181410457145114,7.26727755221618e-05,0.00606810345611747,-0.0145491714792256
"beta",0.000715197433601279,0.00795045938409669,0.000349094750080186,-0.00200287130476936,-0.0140237235529525,-0.00186125390338603
"gamma",0.00181410457145114,0.000349094750080186,0.0203255427109705,0.000255749724305035,-0.00506213355357645,0.00167090670362139
"delta",7.26727755221618e-05,-0.00200287130476936,0.000255749724305035,0.00558811544731746,0.00118585738232221,0.000105681505785858
"lambda",0.00606810345611747,-0.0140237235529525,-0.00506213355357645,0.00118585738232221,1.26556955005276,-0.0241147560296314
"luce",-0.0145491714792256,-0.00186125390338603,0.00167090670362139,0.000105681505785858,-0.0241147560296314,0.0762417444273304
"alpha",0.0395658178603177,-0.000900336244836384,-0.00577225069424877,0.000595362985198399,-0.000840097733714955,-0.0126078562274813
"beta",-0.000900336244836384,0.00699398096516354,0.000429937710483488,-0.00238875430341243,-0.0104009771024441,-0.00145629124009736
"gamma",-0.00577225069424877,0.000429937710483488,0.00587144210678857,-0.000117429340501376,-0.0011537906638411,-0.000140837542655724
"delta",0.000595362985198399,-0.00238875430341243,-0.000117429340501376,0.00562068856849375,0.00288654769238454,0.000180527595090533
"lambda",-0.000840097733714955,-0.0104009771024441,-0.0011537906638411,0.00288654769238454,1.18770731721467,-0.0227685841165694
"luce",-0.0126078562274813,-0.00145629124009736,-0.000140837542655724,0.000180527595090533,-0.0227685841165694,0.0737455622705446
"alpha",0.00925413761642358,0.00309424818854335,0.000974546649201336,0.00013117116378138,0.0110239904415683,-0.0120512687912798
"beta",0.00309424818854335,0.030716177707494,0.00044214850599806,-0.00712441503230967,-0.0428632094939475,-0.00768054017575768
"gamma",0.000974546649201336,0.00044214850599806,0.00741099485600842,0.000115474434282663,0.00161832080997643,0.00220081335460828
"delta",0.00013117116378138,-0.00712441503230967,0.000115474434282663,0.00402333938646499,0.00369676040234295,0.00036096372331702
"lambda",0.0110239904415683,-0.0428632094939475,0.00161832080997643,0.00369676040234295,0.975832916651735,-0.0122903834609285
"luce",-0.0120512687912798,-0.00768054017575768,0.00220081335460828,0.00036096372331702,-0.0122903834609285,0.0734997160739593
"alpha",0.00993422949128575,0.00452555104529349,-0.00375633511185258,2.39107860153517e-05,0.0130791936270965,-0.00958146616686452
"beta",0.00452555104529349,0.0371124288136691,-0.000613758600026429,-0.00779910502497981,-0.0541869338037704,-0.00761798324369941
"gamma",-0.00375633511185258,-0.000613758600026429,0.00713863598781652,-5.69000264742455e-05,-0.00626392352377434,0.0032064650306989
"delta",2.39107860153517e-05,-0.00779910502497981,-5.69000264742455e-05,0.00324586063185574,0.00729893646477014,0.00124705711493242
"lambda",0.0130791936270965,-0.0541869338037704,-0.00626392352377434,0.00729893646477014,0.932896530433465,-0.0177528054128629
"luce",-0.00958146616686452,-0.00761798324369941,0.0032064650306989,0.00124705711493242,-0.0177528054128629,0.0636771974261868
"alpha",0.00685579213041936,0.00264332309573467,-0.00240447035845965,-0.000621819940978294,0.0218066917356734,-0.0094093612455736
"beta",0.00264332309573467,0.00938534454109253,-0.000512268781386733,-0.00238015347382766,-0.0223115169995823,-0.00270445736913483
"gamma",-0.00240447035845965,-0.000512268781386733,0.0102566284481692,6.65668877312365e-05,-0.00169794175153394,0.00361669684201989
"delta",-0.000621819940978294,-0.00238015347382766,6.65668877312365e-05,0.000943547315515848,0.00538898783492486,0.000638534095040033
"lambda",0.0218066917356734,-0.0223115169995823,-0.00169794175153394,0.00538898783492486,0.783983987202721,-0.0401458190140076
"luce",-0.0094093612455736,-0.00270445736913483,0.00361669684201989,0.000638534095040033,-0.0401458190140076,0.0711066168197292
"alpha",0.0115174334669961,0.00309281315685834,-0.000135610633454811,-0.00044139199756905,0.00451266515829554,-0.0190962897751699
"beta",0.00309281315685834,0.0474876658089044,1.59610246776835e-05,-0.00916845355562987,-0.0637341385852111,-0.0131116716875651
"gamma",-0.000135610633454811,1.59610246776835e-05,0.00613442877814898,-7.34388415425465e-05,-0.00231572668588413,0.000795575080661217
"delta",-0.00044139199756905,-0.00916845355562987,-7.34388415425465e-05,0.00457383314031633,0.00732586802326408,0.00218945526464447
"lambda",0.00451266515829554,-0.0637341385852111,-0.00231572668588413,0.00732586802326408,1.14887054234122,-0.0185621591468482
"luce",-0.0190962897751699,-0.0131116716875651,0.000795575080661217,0.00218945526464447,-0.0185621591468482,0.0806488172997236
"alpha",0.0317445981739329,0.00108437577941313,-0.00248550653522009,-1.02768058741706e-05,0.013719937254815,-0.0126247292181998
"beta",0.00108437577941313,0.00708421297735327,0.000169020977064583,-0.000511294100166427,-0.0358002894962388,-0.00533725290804114
"gamma",-0.00248550653522009,0.000169020977064583,0.00394438490486275,0.000796642353450735,-0.00251782684068107,-0.000661308629476202
"delta",-1.02768058741706e-05,-0.000511294100166427,0.000796642353450735,0.0148294067017155,0.011877241033918,0.00306381743696834
"lambda",0.013719937254815,-0.0358002894962388,-0.00251782684068107,0.011877241033918,0.836614691933705,-0.102136112690282
"luce",-0.0126247292181998,-0.00533725290804114,-0.000661308629476202,0.00306381743696834,-0.102136112690282,0.0730032782514799
"alpha",0.0079342033133795,0.00194257981375952,-0.000812402145116838,0.000696926440416702,0.00422805829171439,-0.0143732113497297
"beta",0.00194257981375952,0.0551861915010719,-0.00044748034177737,-0.0131507217091467,-0.0861815015396505,-0.0103714941137411
"gamma",-0.000812402145116838,-0.00044748034177737,0.0143811592022971,-0.000254807801648267,0.00605413746995669,0.00375773080942786
"delta",0.000696926440416702,-0.0131507217091467,-0.000254807801648267,0.00578543543678873,-0.00453127285362053,-0.00121446988102802
"lambda",0.00422805829171439,-0.0861815015396505,0.00605413746995669,-0.00453127285362053,1.26462325121157,-0.0118769939659392
"luce",-0.0143732113497297,-0.0103714941137411,0.00375773080942786,-0.00121446988102802,-0.0118769939659392,0.0688601479866976
"alpha",0.0105112206328029,0.00128807884776805,0.00374014804012302,-0.000837046659023287,0.0023856188075374,-0.0117213339616647
"beta",0.00128807884776805,0.00812662223938377,0.000353878813476535,-0.00338775015619162,-0.0200186583874901,-0.00394515887671518
"gamma",0.00374014804012302,0.000353878813476535,0.0121200287950644,-0.000344002615812084,-0.00615675251415678,0.00327088294977066
"delta",-0.000837046659023287,-0.00338775015619162,-0.000344002615812084,0.010010521350013,0.0136951756713558,0.00131722939151478
"lambda",0.0023856188075374,-0.0200186583874901,-0.00615675251415678,0.0136951756713558,0.980713305747383,-0.0145057724478743
"luce",-0.0117213339616647,-0.00394515887671518,0.00327088294977066,0.00131722939151478,-0.0145057724478743,0.0560011584506242
"alpha",0.00834433709898748,0.0033635834521895,-0.00165039526220386,-0.00189444511327513,0.0258882567178052,-0.0169971080951038
"beta",0.0033635834521895,0.00907823197808125,-0.000380195774680754,-0.00500032205320424,-0.0628476634518839,-0.00897734313423201
"gamma",-0.00165039526220386,-0.000380195774680754,0.0129616020741316,-0.000206168392257711,0.00486992509848375,0.00530446776505783
"delta",-0.00189444511327513,-0.00500032205320424,-0.000206168392257711,0.00650680470388069,0.0321304334501307,0.00557661436561391
"lambda",0.0258882567178052,-0.0628476634518839,0.00486992509848375,0.0321304334501307,1.21660652442764,-0.0711559289091053
"luce",-0.0169971080951038,-0.00897734313423201,0.00530446776505783,0.00557661436561391,-0.0711559289091053,0.0764690942653558
"alpha",0.0076312238483577,0.00093733259854423,-0.000505065407014669,-0.000203999644673796,0.0079360242573584,-0.0108579628042953
"beta",0.00093733259854423,0.00576734342346111,0.000528670153092209,-0.00260020240555146,-0.0135340681608799,-0.00103883191462529
"gamma",-0.000505065407014669,0.000528670153092209,0.0123710969799469,-0.000514865210009786,-0.00373975313036286,0.00391014651426504
"delta",-0.000203999644673796,-0.00260020240555146,-0.000514865210009786,0.00272866336899079,0.00460905083876776,0.000238691491963816
"lambda",0.0079360242573584,-0.0135340681608799,-0.00373975313036286,0.00460905083876776,1.17524544872972,-0.0234581992764212
"luce",-0.0108579628042953,-0.00103883191462529,0.00391014651426504,0.000238691491963816,-0.0234581992764212,0.0724877246887783
"alpha",0.0303061563320248,0.00209082202305262,-0.00330322742349553,-0.000347897163147781,0.0189966586168469,-0.0150869565165098
"beta",0.00209082202305262,0.0164115751766564,0.000392131138908561,-0.000239683193066123,-0.0846068252930487,-0.0130835767488874
"gamma",-0.00330322742349553,0.000392131138908561,0.00555209347285536,0.000844027529670702,-0.00155360739341297,-0.000285191051901594
"delta",-0.000347897163147781,-0.000239683193066123,0.000844027529670702,0.00650130343495603,0.0153992905609845,0.00230296038058515
"lambda",0.0189966586168469,-0.0846068252930487,-0.00155360739341297,0.0153992905609845,1.10768204228627,-0.0726324597852715
"luce",-0.0150869565165098,-0.0130835767488874,-0.000285191051901594,0.00230296038058515,-0.0726324597852715,0.0795191000218553
"alpha",0.00952734118054432,0.00178117502567643,-0.00226211178171747,0.000544802808754955,0.00432648843081537,-0.0171150110743334
"beta",0.00178117502567643,0.0677286096599029,-0.00115054467027035,-0.00594603573307295,-0.0559612146255116,-0.0062172507859127
"gamma",-0.00226211178171747,-0.00115054467027035,0.00390495534825064,3.31418790991258e-05,-0.00199399899383452,0.00565089814024038
"delta",0.000544802808754955,-0.00594603573307295,3.31418790991258e-05,0.00397661363276751,-0.00734326123964652,-0.00126401924394494
"lambda",0.00432648843081537,-0.0559612146255116,-0.00199399899383452,-0.00734326123964652,1.29664646802577,-0.0154614498091982
"luce",-0.0171150110743334,-0.0062172507859127,0.00565089814024038,-0.00126401924394494,-0.0154614498091982,0.0802217881723141
"alpha",0.00686213977112023,0.00140478353461362,0.000309416152186659,-0.000379092228556864,0.00259805875256272,-0.00913246176309355
"beta",0.00140478353461362,0.0504391718193236,0.000502096032356426,-0.0102130446388284,-0.0849540576918148,-0.0152534493174326
"gamma",0.000309416152186659,0.000502096032356426,0.0475653253923287,0.00121469854824641,-0.00642308822541981,0.00457450187383657
"delta",-0.000379092228556864,-0.0102130446388284,0.00121469854824641,0.00554625789161871,-5.20759723196963e-05,-0.000597029906424481
"lambda",0.00259805875256272,-0.0849540576918148,-0.00642308822541981,-5.20759723196963e-05,1.27493893415029,-0.0176914741402416
"luce",-0.00913246176309355,-0.0152534493174326,0.00457450187383657,-0.000597029906424481,-0.0176914741402416,0.0728596039508944
"alpha",0.00964313631019099,0.000925802628482705,-0.004500540833223,0.000179556000627129,0.00924989577302514,-0.00575304825234081
"beta",0.000925802628482705,0.0123262636544087,-0.000168961890648834,-0.00338055525027862,-0.0608149442934382,-0.00749347091544854
"gamma",-0.004500540833223,-0.000168961890648834,0.00387217152163994,-1.26341474968651e-05,-0.00168994404485453,0.00134076270358098
"delta",0.000179556000627129,-0.00338055525027862,-1.26341474968651e-05,0.0160430416509816,0.0225787582864178,0.00274735509653326
"lambda",0.00924989577302514,-0.0608149442934382,-0.00168994404485453,0.0225787582864178,0.943381484807764,-0.060432059273963
"luce",-0.00575304825234081,-0.00749347091544854,0.00134076270358098,0.00274735509653326,-0.060432059273963,0.0700305297979389
"alpha",0.00777891770616909,0.0015513482377422,0.000813792207018753,8.45834008286578e-05,0.00454989912722539,-0.0133671591162491
"beta",0.0015513482377422,0.0678424318889981,-0.000986907783914365,-0.00299852335341117,-0.0476990085807275,-0.0111900595396782
"gamma",0.000813792207018753,-0.000986907783914365,0.0375460995943655,0.000390583236493442,-0.00729516157288372,0.00700692051708762
"delta",8.45834008286578e-05,-0.00299852335341117,0.000390583236493442,0.00180185004973753,-0.00244569356634963,-0.000480931892193661
"lambda",0.00454989912722539,-0.0476990085807275,-0.00729516157288372,-0.00244569356634963,1.32314901837487,-0.0124305233361318
"luce",-0.0133671591162491,-0.0111900595396782,0.00700692051708762,-0.000480931892193661,-0.0124305233361318,0.0832697295085887
"alpha",0.00674370420176874,0.000452711474350913,-0.00126125472522336,-3.32326264381008e-05,0.00195649497820508,-0.00263508489014855
"beta",0.000452711474350913,0.0121109236787262,5.05833967593579e-05,-0.000804908490399594,-0.0706175101881831,-0.00975584129808043
"gamma",-0.00126125472522336,5.05833967593579e-05,0.0073053151984676,0.000115457283469687,-0.00258924698933287,0.000929075036819629
"delta",-3.32326264381008e-05,-0.000804908490399594,0.000115457283469687,0.00685679510499517,0.0327571228252033,0.00483644708733897
"lambda",0.00195649497820508,-0.0706175101881831,-0.00258924698933287,0.0327571228252033,1.24525131163241,-0.00774727972533871
"luce",-0.00263508489014855,-0.00975584129808043,0.000929075036819629,0.00483644708733897,-0.00774727972533871,0.068891154907153
"alpha",0.0344603532278877,0.0013055208512447,-0.0041160751977769,-0.000114046396852295,0.00125861718103278,-0.0144682056508883
"beta",0.0013055208512447,0.0571351537924539,-0.000156347099192667,-0.00981658608026516,-0.080251607753228,-0.0139551194184709
"gamma",-0.0041160751977769,-0.000156347099192667,0.00491664010007561,0.00107396216300268,0.00245240146766773,-0.000933605832246226
"delta",-0.000114046396852295,-0.00981658608026516,0.00107396216300268,0.00543036617487868,0.000246995215590063,-0.00039647380977787
"lambda",0.00125861718103278,-0.080251607753228,0.00245240146766773,0.000246995215590063,1.25166339319594,-0.0166535569037033
"luce",-0.0144682056508883,-0.0139551194184709,-0.000933605832246226,-0.00039647380977787,-0.0166535569037033,0.0787956642852948
"alpha",0.0110502351139622,0.00330941095755146,-0.00451165087375579,0.000116611619988629,0.021720081081244,-0.016796965017356
"beta",0.00330941095755146,0.00807905960978238,-0.00115353383547504,-0.00361388193267939,-0.0520054064101873,-0.00938669885662927
"gamma",-0.00451165087375579,-0.00115353383547504,0.00447598450745257,-0.000286021934719984,-0.00603312136042208,0.00613287648441045
"delta",0.000116611619988629,-0.00361388193267939,-0.000286021934719984,0.016352737525667,0.0233443310291431,0.00559160083516164
"lambda",0.021720081081244,-0.0520054064101873,-0.00603312136042208,0.0233443310291431,1.06148235365529,-0.0409833070511538
"luce",-0.016796965017356,-0.00938669885662927,0.00613287648441045,0.00559160083516164,-0.0409833070511538,0.072849148257749
"alpha",0.0128786081474845,0.00211519247406302,0.000343642396237891,1.30709679342121e-05,0.00894782249951844,-0.0129253666113367
"beta",0.00211519247406302,0.0131505903870848,2.76510697226761e-05,-0.00264778096258362,-0.0789146843449879,-0.011020355084597
"gamma",0.000343642396237891,2.76510697226761e-05,0.032806473095283,0.000627278110452906,-0.00659051851866577,0.00509746977112676
"delta",1.30709679342121e-05,-0.00264778096258362,0.000627278110452906,0.0141409510444357,0.0294600324016148,0.00377280695801021
"lambda",0.00894782249951844,-0.0789146843449879,-0.00659051851866577,0.0294600324016148,1.21274395239087,-0.0475611508224433
"luce",-0.0129253666113367,-0.011020355084597,0.00509746977112676,0.00377280695801021,-0.0475611508224433,0.0633203058082044
"alpha",0.00595959150039284,0.00129787391149693,0.0020007968552183,9.1717613585203e-05,0.000697022520419025,-0.00675055706114654
"beta",0.00129787391149693,0.06406990814408,-0.00413008036686062,-0.00428626600182176,-0.0587865029662493,-0.0097556238344316
"gamma",0.0020007968552183,-0.00413008036686062,0.0429768983386914,0.000982955166280675,-0.00272214474829363,0.00825805749462902
"delta",9.1717613585203e-05,-0.00428626600182176,0.000982955166280675,0.0030506179326851,-0.00346045474481083,-0.00102420271735292
"lambda",0.000697022520419025,-0.0587865029662493,-0.00272214474829363,-0.00346045474481083,1.28186740602906,-0.0151639479068933
"luce",-0.00675055706114654,-0.0097556238344316,0.00825805749462902,-0.00102420271735292,-0.0151639479068933,0.0580974426785309
"alpha",0.00813012836288433,0.00185923744703261,-0.00555641759644069,0.000238657769992662,0.002360966708523,-0.00406458486769631
"beta",0.00185923744703261,0.0510446398077398,0.000667210207012563,-0.0120236543637345,-0.0860348642951235,-0.0101984939086772
"gamma",-0.00555641759644069,0.000667210207012563,0.0125213798374363,-0.000609653786906657,0.00101581921731744,-0.0053399929087969
"delta",0.000238657769992662,-0.0120236543637345,-0.000609653786906657,0.0069700346751506,0.0080716615329849,0.00221328044810024
"lambda",0.002360966708523,-0.0860348642951235,0.00101581921731744,0.0080716615329849,1.1962347421675,-0.0169555581674175
"luce",-0.00406458486769631,-0.0101984939086772,-0.0053399929087969,0.00221328044810024,-0.0169555581674175,0.0731626252742768
"alpha",0.00684065629857764,0.00282144266337459,0.000326018417610945,-0.000719180789666905,0.013942355144205,-0.0141032881695357
"beta",0.00282144266337459,0.013948050119112,3.28955044434322e-05,-0.00449269815997063,-0.0784081357544176,-0.00986388684775659
"gamma",0.000326018417610945,3.28955044434322e-05,0.00452504470325566,-8.37340695290491e-05,0.00174128139629108,0.000425702652691376
"delta",-0.000719180789666905,-0.00449269815997063,-8.37340695290491e-05,0.00565499667324211,0.0281136548889324,0.00332736759696184
"lambda",0.013942355144205,-0.0784081357544176,0.00174128139629108,0.0281136548889324,1.0672838621293,-0.0476718973462494
"luce",-0.0141032881695357,-0.00986388684775659,0.000425702652691376,0.00332736759696184,-0.0476718973462494,0.0587900190732842
"alpha",0.00848379135069082,0.00177948333465704,0.000116850690053929,0.000283600756988993,0.00325918719022593,-0.0173281907950693
"beta",0.00177948333465704,0.0725341134299943,0.00033303130317833,-0.00664293631298192,-0.0576915754466876,-0.00786608063711694
"gamma",0.000116850690053929,0.00033303130317833,0.00709068218449264,0.00013732693065726,-0.000138695715812884,0.00238567977542981
"delta",0.000283600756988993,-0.00664293631298192,0.00013732693065726,0.00396282818570238,-0.00655149949238205,-0.000820634475342359
"lambda",0.00325918719022593,-0.0576915754466876,-0.000138695715812884,-0.00655149949238205,1.27255880279852,-0.0180539368700338
"luce",-0.0173281907950693,-0.00786608063711694,0.00238567977542981,-0.000820634475342359,-0.0180539368700338,0.0704673051974972
"alpha",0.008722174481089,0.00195138176263028,0.00246980683269829,-0.000305048576207253,0.00602725182165252,-0.0128210343821833
"beta",0.00195138176263028,0.0560169180063682,-0.00108601376827144,-0.0101770544846437,-0.0810817432900938,-0.0110229274019327
"gamma",0.00246980683269829,-0.00108601376827144,0.0277601849341299,0.000801805594136803,-0.00691603916401216,0.00419369917561789
"delta",-0.000305048576207253,-0.0101770544846437,0.000801805594136803,0.00539506956669706,-0.0023105803609339,-0.00117699687010999
"lambda",0.00602725182165252,-0.0810817432900938,-0.00691603916401216,-0.0023105803609339,1.30459828214091,-0.0330820551253281
"luce",-0.0128210343821833,-0.0110229274019327,0.00419369917561789,-0.00117699687010999,-0.0330820551253281,0.0775892996376281
"alpha",0.00850021177009168,0.00153529815881496,-0.000592815315653877,-4.08835831399737e-05,0.00545669682909311,-0.0179920127408558
"beta",0.00153529815881496,0.0687165390932844,-0.00152815340266179,-0.00670026329776032,-0.0580366633165911,-0.00778769025617716
"gamma",-0.000592815315653877,-0.00152815340266179,0.00736539599485174,0.000526470260975799,-0.00224635992130498,0.00420546828094737
"delta",-4.08835831399737e-05,-0.00670026329776032,0.000526470260975799,0.00410535890171503,-0.00597431496592519,-0.000349870648254372
"lambda",0.00545669682909311,-0.0580366633165911,-0.00224635992130498,-0.00597431496592519,1.23518214791594,-0.0192323562456807
"luce",-0.0179920127408558,-0.00778769025617716,0.00420546828094737,-0.000349870648254372,-0.0192323562456807,0.076126180020543
"alpha",0.0103272649522869,0.00106158854425802,-0.00656675704499139,0.000324592777805293,0.0709496268534756,-0.00479184143634426
"beta",0.00106158854425802,0.00141897470687964,-0.000589853413053975,-0.000249374957612624,-0.00923516281462687,0.000782856970061634
"gamma",-0.00656675704499139,-0.000589853413053975,0.0101515078430871,-0.000373016766142382,-0.0346557558367911,-0.000883432138103582
"delta",0.000324592777805293,-0.000249374957612624,-0.000373016766142382,0.00204586844210275,0.00840841272871815,0.00108469907585094
"lambda",0.0709496268534756,-0.00923516281462687,-0.0346557558367911,0.00840841272871815,0.852758875520882,-0.0693034645220816
"luce",-0.00479184143634426,0.000782856970061634,-0.000883432138103582,0.00108469907585094,-0.0693034645220816,0.0739634775891766
"alpha",0.00863179082374066,0.00272516368791416,8.92894436833401e-05,-0.000648020875178789,0.0166355463945291,-0.0142634757777854
"beta",0.00272516368791416,0.00952826759161035,5.48826533061571e-05,-0.00280516798645658,-0.0500218919181655,-0.0074335561598368
"gamma",8.92894436833401e-05,5.48826533061571e-05,0.0115464841260603,-0.00040525054837305,0.00370800286809937,0.00185042807050788
"delta",-0.000648020875178789,-0.00280516798645658,-0.00040525054837305,0.00998523288011629,0.0173796527778484,0.00253312614940171
"lambda",0.0166355463945291,-0.0500218919181655,0.00370800286809937,0.0173796527778484,0.77764982836127,-0.0675721219642788
"luce",-0.0142634757777854,-0.0074335561598368,0.00185042807050788,0.00253312614940171,-0.0675721219642788,0.065186348195636
"alpha",0.0379848690173326,4.59034651489057e-05,-0.00445594792309172,-0.000309082962251699,0.00720143584814865,-0.0104330438067889
"beta",4.59034651489057e-05,0.0463362009799688,0.00041652054030614,-0.00755736912572967,-0.0399496694464765,-0.0079702977564959
"gamma",-0.00445594792309172,0.00041652054030614,0.00734199629814403,3.01168406128032e-05,0.000363372382115725,-0.000612838720493805
"delta",-0.000309082962251699,-0.00755736912572967,3.01168406128032e-05,0.00202018462143114,0.01383758399165,0.00257280016403428
"lambda",0.00720143584814865,-0.0399496694464765,0.000363372382115725,0.01383758399165,1.22332934748379,-0.0323593464610156
"luce",-0.0104330438067889,-0.0079702977564959,-0.000612838720493805,0.00257280016403428,-0.0323593464610156,0.0726460758215636
"alpha",0.0393300689103722,0.00310047562047386,-0.00233274976304841,-0.000689745922811146,-0.00215059254770679,-0.0112586923510731
"beta",0.00310047562047386,0.0225667193662786,0.000225075987822957,-0.00175763830782242,-0.106340017952595,-0.0190256539954727
"gamma",-0.00233274976304841,0.000225075987822957,0.00227590857796954,7.70744930323894e-05,0.000923399669973016,-0.000771925928607689
"delta",-0.000689745922811146,-0.00175763830782242,7.70744930323894e-05,0.00409701313245386,0.0175709545011598,0.00264057961711008
"lambda",-0.00215059254770679,-0.106340017952595,0.000923399669973016,0.0175709545011598,1.18371278507487,-0.0299207829390024
"luce",-0.0112586923510731,-0.0190256539954727,-0.000771925928607689,0.00264057961711008,-0.0299207829390024,0.080463492275332
"alpha",0.0128386467381188,-4.60722191518768e-06,0.0056683157576296,0.000583100561732612,0.00560361721097964,-0.0162343022023307
"beta",-4.60722191518768e-06,0.00628328345318881,0.000155538841456775,-0.0045632737305773,-0.0130215415972433,0.000720771624911591
"gamma",0.0056683157576296,0.000155538841456775,0.0146091082347351,-2.38856097991062e-06,0.00575674792156035,0.00726358731925576
"delta",0.000583100561732612,-0.0045632737305773,-2.38856097991062e-06,0.00662405174744389,0.00154033306544718,-0.00201926575925169
"lambda",0.00560361721097964,-0.0130215415972433,0.00575674792156035,0.00154033306544718,1.25769902854058,-0.00929040339394699
"luce",-0.0162343022023307,0.000720771624911591,0.00726358731925576,-0.00201926575925169,-0.00929040339394699,0.0816046119315352
"alpha",0.00530503017952057,0.00220442331133403,-0.00205730984165,-0.000437022217583416,0.0175275958719853,-0.0141765686162268
"beta",0.00220442331133403,0.00936788186901353,-0.000319479910757829,-0.00140539347915928,-0.0601356979598038,-0.0093608879075241
"gamma",-0.00205730984165,-0.000319479910757829,0.0112929664744256,-0.000433197544343506,-0.00375768343950756,0.00585817039047577
"delta",-0.000437022217583416,-0.00140539347915928,-0.000433197544343506,0.00870553175677488,0.00668056715194562,0.00301881870006949
"lambda",0.0175275958719853,-0.0601356979598038,-0.00375768343950756,0.00668056715194562,0.897130862357623,-0.0573375902715353
"luce",-0.0141765686162268,-0.0093608879075241,0.00585817039047577,0.00301881870006949,-0.0573375902715353,0.078326423522962
"alpha",0.00757073683330637,0.00292905287955042,0.000944968915384468,6.81849312887308e-05,0.0129655000402318,-0.015382265624831
"beta",0.00292905287955042,0.0114620530883025,8.99699029237283e-05,-0.000549053698267151,-0.0648911940816517,-0.00978396418102923
"gamma",0.000944968915384468,8.99699029237283e-05,0.00950681608970621,-6.40842319566238e-05,-0.000878871129603426,0.00220356314838712
"delta",6.81849312887308e-05,-0.000549053698267151,-6.40842319566238e-05,0.0104317721316312,0.00789233819948605,0.00184026431952477
"lambda",0.0129655000402318,-0.0648911940816517,-0.000878871129603426,0.00789233819948605,0.999045337454692,-0.0681964791163159
"luce",-0.015382265624831,-0.00978396418102923,0.00220356314838712,0.00184026431952477,-0.0681964791163159,0.0791540160936562
"alpha",0.00844179361567732,0.00111181664053306,-0.00298574711087034,-0.000491845873609234,0.00908190417397983,-0.0145887017608643
"beta",0.00111181664053306,0.00481746079729913,-0.000586341680481701,-0.00210818170203892,-0.0164738669676797,-0.00302459298183419
"gamma",-0.00298574711087034,-0.000586341680481701,0.0136360685961171,0.00048223833243565,0.0042002243476904,0.00513337206858883
"delta",-0.000491845873609234,-0.00210818170203892,0.00048223833243565,0.00526573565218042,0.00738624241582118,0.0018123336634203
"lambda",0.00908190417397983,-0.0164738669676797,0.0042002243476904,0.00738624241582118,1.00131239314215,-0.0260768848929007
"luce",-0.0145887017608643,-0.00302459298183419,0.00513337206858883,0.0018123336634203,-0.0260768848929007,0.0790421918358489
"alpha",0.0108061364951078,0.00208207754837642,-0.00577091475270804,-0.00087215096989565,0.0216747486705709,-0.00860993715103309
"beta",0.00208207754837642,0.00534552696210009,-0.000485102084948123,-0.00299054375817381,-0.0166205080123409,-0.00474154034549022
"gamma",-0.00577091475270804,-0.000485102084948123,0.0122290695546552,-0.000138129917227482,-0.00181709872380305,0.00363716103690884
"delta",-0.00087215096989565,-0.00299054375817381,-0.000138129917227482,0.00790678062913614,0.00481062950259433,0.00155691681909849
"lambda",0.0216747486705709,-0.0166205080123409,-0.00181709872380305,0.00481062950259433,0.687003718396872,-0.0185552508613413
"luce",-0.00860993715103309,-0.00474154034549022,0.00363716103690884,0.00155691681909849,-0.0185552508613413,0.0611687329885646
"alpha",0.0106895744579833,0.00317364480344497,0.00151368196994385,-0.000491515400981526,0.00504955332136201,-0.0205227907034501
"beta",0.00317364480344497,0.0668007518887502,-0.000821450057861915,-0.00577139149032412,-0.0490076015421365,-0.0106848564834419
"gamma",0.00151368196994385,-0.000821450057861915,0.0110585994591455,0.00032371442489023,-0.00452852711856816,0.00290792235422931
"delta",-0.000491515400981526,-0.00577139149032412,0.00032371442489023,0.00381852549577591,-0.00536594637856524,-0.000440880464004631
"lambda",0.00504955332136201,-0.0490076015421365,-0.00452852711856816,-0.00536594637856524,1.29145779043336,-0.0178606913531467
"luce",-0.0205227907034501,-0.0106848564834419,0.00290792235422931,-0.000440880464004631,-0.0178606913531467,0.0791316170673344
"alpha",0.00635311181145679,0.0017750501035713,-0.00100096109664174,0.000405502343825079,0.0154630389727851,-0.0136374429381253
"beta",0.0017750501035713,0.0118652266173686,-0.000155228443865689,0.000805425209634728,-0.0462114945100067,-0.00880625847335978
"gamma",-0.00100096109664174,-0.000155228443865689,0.0106683747036677,0.000250920462278643,-0.00277462113912016,0.00277801668717971
"delta",0.000405502343825079,0.000805425209634728,0.000250920462278643,0.0136439282208324,0.0141455298972444,0.00115215533876746
"lambda",0.0154630389727851,-0.0462114945100067,-0.00277462113912016,0.0141455298972444,0.818464126995574,-0.0727392147352439
"luce",-0.0136374429381253,-0.00880625847335978,0.00277801668717971,0.00115215533876746,-0.0727392147352439,0.0768216537551199
"alpha",0.0096796327622073,0.000360985256246858,-0.0028669148702965,0.000255746536430107,0.00330232750717651,-0.0137561401565303
"beta",0.000360985256246858,0.0661847224632176,-0.000118239228664913,-0.00417085059960489,-0.0400640297909339,-0.00538371473075679
"gamma",-0.0028669148702965,-0.000118239228664913,0.00333191126986315,-9.76169849536402e-05,-0.00155227544687665,0.00408583171303526
