"","alpha","beta","gamma","delta","lambda","luce"
"luce",-0.00266633273518349,-0.00949233225879393,-0.0221980002864428,-0.000724711016660461,-0.00736189422239736,0.0785419537659206
"alpha",0.00489161211329824,-0.00424038629886018,-0.00170997884826669,0.0138023957255387,0.00154933335844314,-0.016128584923219
"beta",-0.00424038629886018,0.0507851152383918,0.00319300715155216,-0.0308964723598192,0.00446745951281016,0.0133217208508046
"gamma",-0.00170997884826669,0.00319300715155216,0.00565765628143257,-0.00585716310365248,-0.00792018678515847,0.000353576785855665
"delta",0.0138023957255387,-0.0308964723598192,-0.00585716310365248,0.0808610360588619,-0.0850033294974681,-0.0414450063252737
"lambda",0.00154933335844314,0.00446745951281016,-0.00792018678515847,-0.0850033294974681,1.29415238315682,-0.00669192778550502
"luce",-0.016128584923219,0.0133217208508046,0.000353576785855665,-0.0414450063252737,-0.00669192778550502,0.0767435602699157
"alpha",0.0759113569597062,0.000144372452541395,-0.031075476136182,0.00027941195660519,-0.0031324706860856,0.00359837293834222
"beta",0.000144372452541395,0.0691439821115757,0.000809150791747219,-0.0115733370045875,-0.0157608324077882,-0.00345680851006397
"gamma",-0.031075476136182,0.000809150791747219,0.0459386280877898,0.000295561063272576,0.0102500625491844,-0.0150285731807865
"delta",0.00027941195660519,-0.0115733370045875,0.000295561063272576,0.00943573379193658,-0.0193115876433077,-0.00319406232483519
"lambda",-0.0031324706860856,-0.0157608324077882,0.0102500625491844,-0.0193115876433077,1.27606867335967,-0.0251519091210307
"luce",0.00359837293834222,-0.00345680851006397,-0.0150285731807865,-0.00319406232483519,-0.0251519091210307,0.0798815696428686
"alpha",0.00264442703468371,-0.00211360136669225,-0.000267199096943501,0.00533862388563965,-0.00262743943225511,-0.00771393587880982
"beta",-0.00211360136669225,0.0629104301012192,0.00147549463538502,-0.026821532436257,-0.00252467855846765,0.00287671227962797
"gamma",-0.000267199096943501,0.00147549463538502,0.00281085395982874,-0.00154339757190302,-0.00399298399140562,-0.00099664818105325
"delta",0.00533862388563965,-0.026821532436257,-0.00154339757190302,0.0546877747134889,-0.069332871053975,-0.0162312744272808
"lambda",-0.00262743943225511,-0.00252467855846765,-0.00399298399140562,-0.069332871053975,1.32049194323666,0.00110849884848931
"luce",-0.00771393587880982,0.00287671227962797,-0.00099664818105325,-0.0162312744272808,0.00110849884848931,0.056344608745371
"alpha",0.0464631926357372,-0.00354388603531949,-0.0185475604861455,0.00209182811232483,-0.0162392091491193,-0.00592037175444081
"beta",-0.00354388603531949,0.074139465484088,0.00303649472764219,-0.00658101137526381,-0.00636480299205263,0.000611081269784858
"gamma",-0.0185475604861455,0.00303649472764219,0.0308481752931416,1.41333074407432e-05,0.00459558456666895,-0.0090766689000858
"delta",0.00209182811232483,-0.00658101137526381,1.41333074407432e-05,0.00619129457986627,-0.0169808193193156,-0.00333473077926599
"lambda",-0.0162392091491193,-0.00636480299205263,0.00459558456666895,-0.0169808193193156,1.30958235172866,0.0015040945010662
"luce",-0.00592037175444081,0.000611081269784858,-0.0090766689000858,-0.00333473077926599,0.0015040945010662,0.0821112643796887
"alpha",0.00173830225141916,-0.00178025917628784,0.000312506160932334,0.00414748573573735,0.000893442378798388,-0.00433255833153486
"beta",-0.00178025917628784,0.0424189047879882,0.00154825346386794,-0.0235446075875316,-0.00535346370256624,0.00285673625503664
"gamma",0.000312506160932334,0.00154825346386794,0.0019192010176141,-0.00130773083555827,0.00089957508566845,0.000121833561002685
"delta",0.00414748573573735,-0.0235446075875316,-0.00130773083555827,0.0435735885599035,-0.072899244027873,-0.00826059656803636
"lambda",0.000893442378798388,-0.00535346370256624,0.00089957508566845,-0.072899244027873,1.34838713407108,-0.0152793790248844
"luce",-0.00433255833153486,0.00285673625503664,0.000121833561002685,-0.00826059656803636,-0.0152793790248844,0.037907289692734
"alpha",0.0256649230370726,-9.38855554169344e-05,-0.00811477021598717,0.0163547932741185,-0.0283816950514756,-0.0143783717676506
"beta",-9.38855554169344e-05,0.0203138764952979,0.0011493588793221,-0.00406414986390354,-0.025543721746373,-0.00655356939024484
"gamma",-0.00811477021598717,0.0011493588793221,0.00419603593425774,-0.00363137997035906,0.0093694560215359,-0.0017436726151302
"delta",0.0163547932741185,-0.00406414986390354,-0.00363137997035906,0.0318520770557879,-0.0752135519263162,-0.0166384516397311
"lambda",-0.0283816950514756,-0.025543721746373,0.0093694560215359,-0.0752135519263162,0.922941503574544,-0.0153927969166489
"luce",-0.0143783717676506,-0.00655356939024484,-0.0017436726151302,-0.0166384516397311,-0.0153927969166489,0.0786977942613442
"alpha",0.00307984817837835,0.00149716340822582,-0.00177260687896585,0.00137570359680165,0.0182339654161528,-0.00606954444204256
"beta",0.00149716340822582,0.00504919585302564,0.00087040228361203,0.000222223440417837,-0.0263347213224392,-0.005127829213514
"gamma",-0.00177260687896585,0.00087040228361203,0.00513119519594802,-0.000129589411471142,-0.0143292522565742,-0.00243508873226393
"delta",0.00137570359680165,0.000222223440417837,-0.000129589411471142,0.0104053299903797,-0.0122215989423512,-0.00428148997920985
"lambda",0.0182339654161528,-0.0263347213224392,-0.0143292522565742,-0.0122215989423512,0.722957710729264,-0.0524461592049613
"luce",-0.00606954444204256,-0.005127829213514,-0.00243508873226393,-0.00428148997920985,-0.0524461592049613,0.0425581268553286
"alpha",0.0682240457385761,-0.000980043526438712,-0.0449283774326031,0.000152512364618001,0.0290561639407148,0.0056279807320907
"beta",-0.000980043526438712,0.00372686856296268,0.00342252524809891,0.000413019516215319,-0.018215489277883,-0.00609207816176298
"gamma",-0.0449283774326031,0.00342252524809891,0.0900600656101937,-0.000989440115666969,-0.0540512212936032,-0.0146996329683621
"delta",0.000152512364618001,0.000413019516215319,-0.000989440115666969,0.00721529522114834,-0.00416749624950057,-0.00266174771467973
"lambda",0.0290561639407148,-0.018215489277883,-0.0540512212936032,-0.00416749624950057,0.668860173739174,-0.0860171691059655
"luce",0.0056279807320907,-0.00609207816176298,-0.0146996329683621,-0.00266174771467973,-0.0860171691059655,0.0595519295426713
"alpha",0.0545282939991092,-0.000872234037402419,-0.0289303191554788,0.00111935108159231,0.00193263669708212,-0.000337787002945687
"beta",-0.000872234037402419,0.0715197268716548,0.00084287635321913,-0.00820099093735515,-0.0113035269108565,-0.00337852984078463
"gamma",-0.0289303191554788,0.00084287635321913,0.057794647623521,-0.000703624537857563,0.00833815807483353,-0.0134934183084127
"delta",0.00111935108159231,-0.00820099093735515,-0.000703624537857563,0.0057717240371748,-0.0142096418138238,-0.00149148168777562
"lambda",0.00193263669708212,-0.0113035269108565,0.00833815807483353,-0.0142096418138238,1.30656774009111,-0.0220881408066426
"luce",-0.000337787002945687,-0.00337852984078463,-0.0134934183084127,-0.00149148168777562,-0.0220881408066426,0.0820039955529791
"alpha",0.000961278490238959,-0.000566023365537329,-0.000222363950132545,0.000909210692599228,-0.00120037937457187,-0.00206153484126448
"beta",-0.000566023365537329,0.0592343147338298,0.00303450166439619,-0.0162646715988074,-0.0137908569279582,0.00531307430550814
"gamma",-0.000222363950132545,0.00303450166439619,0.00354451953229783,-0.000345140957728284,-0.00296856574465159,-0.00178990589365089
"delta",0.000909210692599228,-0.0162646715988074,-0.000345140957728284,0.0215097152132004,-0.0480143328049436,-0.00371000743956182
"lambda",-0.00120037937457187,-0.0137908569279582,-0.00296856574465159,-0.0480143328049436,1.42012163430661,0.0160335782620566
"luce",-0.00206153484126448,0.00531307430550814,-0.00178990589365089,-0.00371000743956182,0.0160335782620566,0.0578275357651208
"alpha",0.00335268254334011,0.00114763206463929,0.000729352997984724,0.00159979372820604,0.00518347823211176,-0.00816589630036743
"beta",0.00114763206463929,0.00523817900468006,0.00319695819410148,0.000406688226213281,-0.0367754176893839,-0.00267645813468323
"gamma",0.000729352997984724,0.00319695819410148,0.00969714316064006,0.000603115053037649,-0.0161282738527477,-0.00461257769413621
"delta",0.00159979372820604,0.000406688226213281,0.000603115053037649,0.00209662872550422,-0.006735008384769,-0.00379173690374039
"lambda",0.00518347823211176,-0.0367754176893839,-0.0161282738527477,-0.006735008384769,0.482163432476412,-0.0260638223925604
"luce",-0.00816589630036743,-0.00267645813468323,-0.00461257769413621,-0.00379173690374039,-0.0260638223925604,0.0372962110042796
"alpha",0.0184665467344804,-0.0046972195775028,-0.0112670740028296,0.00593150352692487,-0.00792735728215587,-0.0112250704467807
"beta",-0.0046972195775028,0.0734656423140692,0.00467417426676181,-0.01451445605986,0.00396871107518342,0.00409150921077757
"gamma",-0.0112670740028296,0.00467417426676181,0.0173252757526444,-0.00382502633570705,0.00127756041268411,-0.00471949409116228
"delta",0.00593150352692487,-0.01451445605986,-0.00382502633570705,0.0143955333538857,-0.0362236614924527,-0.00626491602231909
"lambda",-0.00792735728215587,0.00396871107518342,0.00127756041268411,-0.0362236614924527,1.42182013703319,0.013646255978697
"luce",-0.0112250704467807,0.00409150921077757,-0.00471949409116228,-0.00626491602231909,0.013646255978697,0.0807640812972393
"alpha",0.0290867727785545,-0.00522346994863146,-0.0285914351420893,0.0063721064897749,-0.0111505794004827,-0.00773977302362145
"beta",-0.00522346994863146,0.0747095919388317,0.0175741967941605,-0.0241466009154435,-0.0118959443140687,0.00402014444281023
"gamma",-0.0285914351420893,0.0175741967941605,0.0965419583053267,-0.0175512011174668,-0.00180494751689972,0.00526930803879736
"delta",0.0063721064897749,-0.0241466009154435,-0.0175512011174668,0.0270202335651238,-0.0274098206982751,-0.00798467138833339
"lambda",-0.0111505794004827,-0.0118959443140687,-0.00180494751689972,-0.0274098206982751,1.24733499981517,-0.00761036852778146
"luce",-0.00773977302362145,0.00402014444281023,0.00526930803879736,-0.00798467138833339,-0.00761036852778146,0.0750707489278319
"alpha",0.0833422077763844,0.00110194102320706,-0.0241357200495745,-0.000238037620339609,-0.0200224705758799,0.00708738175944163
"beta",0.00110194102320706,0.0733417097706683,0.000592343799762512,-0.00613304688552164,-0.0248371907822209,-0.00368556614139322
"gamma",-0.0241357200495745,0.000592343799762512,0.0391206115022508,0.000339015004763139,0.00313489069375683,-0.0159990541838122
"delta",-0.000238037620339609,-0.00613304688552164,0.000339015004763139,0.00376806109508637,-0.00903269110773432,-0.00170449230823742
"lambda",-0.0200224705758799,-0.0248371907822209,0.00313489069375683,-0.00903269110773432,1.3301245361473,-0.00485576111075657
"luce",0.00708738175944163,-0.00368556614139322,-0.0159990541838122,-0.00170449230823742,-0.00485576111075657,0.0851257608061489
"alpha",0.005699804290164,0.000113006747614603,-0.0012633869893832,0.00166829328994066,0.0519199919115727,-0.00453918708640138
"beta",0.000113006747614603,0.000724323343720701,0.000790649865259286,0.000570991720603973,-0.00532283461762405,0.000187346586857654
"gamma",-0.0012633869893832,0.000790649865259286,0.0174707627877624,-0.000465210103595068,0.0207928676166167,-0.0027555887467734
"delta",0.00166829328994066,0.000570991720603973,-0.000465210103595068,0.00171186636042029,0.0130095662807436,-0.00124980615466182
"lambda",0.0519199919115727,-0.00532283461762405,0.0207928676166167,0.0130095662807436,0.805060023741573,-0.093386234694518
"luce",-0.00453918708640138,0.000187346586857654,-0.0027555887467734,-0.00124980615466182,-0.093386234694518,0.0736998334175966
"alpha",0.064620387722768,-0.00215937562388826,-0.0402580847936156,0.000717958313444129,0.0274398623288139,0.00257587159451617
"beta",-0.00215937562388826,0.00270453328079279,0.00520589759469923,9.83351872321643e-05,-0.0174275494319392,-0.00325411067776977
"gamma",-0.0402580847936156,0.00520589759469923,0.0874599959100382,-0.000665894888937706,-0.0347076231770658,-0.0145342173311951
"delta",0.000717958313444129,9.83351872321643e-05,-0.000665894888937706,0.00279767538976246,-0.00134749866460206,-0.000461031558545578
"lambda",0.0274398623288139,-0.0174275494319392,-0.0347076231770658,-0.00134749866460206,0.896912586474545,-0.17336391731311
"luce",0.00257587159451617,-0.00325411067776977,-0.0145342173311951,-0.000461031558545578,-0.17336391731311,0.072221728441615
"alpha",0.0571951950733403,-0.00154066299313594,-0.0356078352379603,0.000642588235545181,0.00821963744361648,0.00213676129704024
"beta",-0.00154066299313594,0.00302279072683791,0.00465961358521148,0.000766514426765727,-0.0282602868314599,-0.00436825629980891
"gamma",-0.0356078352379603,0.00465961358521148,0.0979375395531929,-0.0004894955834281,-0.0204605260855077,-0.0111652439025572
"delta",0.000642588235545181,0.000766514426765727,-0.0004894955834281,0.00135989895207922,-0.0123537250675218,-0.0032058357616777
"lambda",0.00821963744361648,-0.0282602868314599,-0.0204605260855077,-0.0123537250675218,0.961903901390782,-0.105609146773996
"luce",0.00213676129704024,-0.00436825629980891,-0.0111652439025572,-0.0032058357616777,-0.105609146773996,0.072863484136709
"alpha",0.0721655729209233,-0.00654382267704498,-0.0328331193252322,0.00230543655342866,0.00175597062114694,0.00694677679264467
"beta",-0.00654382267704498,0.0353444492033208,0.0133817571316542,-0.0075728729613153,-0.0579440619217946,-0.0122017865862856
"gamma",-0.0328331193252322,0.0133817571316542,0.0547028350576403,-0.00292118453376448,-0.0116862175481187,-0.016049744939481
"delta",0.00230543655342866,-0.0075728729613153,-0.00292118453376448,0.00683149711510789,-0.0154637952020983,-0.0020679162049922
"lambda",0.00175597062114694,-0.0579440619217946,-0.0116862175481187,-0.0154637952020983,1.27293574149019,-0.00565696614604046
"luce",0.00694677679264467,-0.0122017865862856,-0.016049744939481,-0.0020679162049922,-0.00565696614604046,0.0799870691856383
"alpha",0.051595343017671,5.87955120302602e-05,-0.0263291613210569,0.000750380992481958,0.00207098852504939,-0.000661097639859745
"beta",5.87955120302602e-05,0.00183482173550351,0.00269096283139586,-0.000153880031673899,-0.00389451969940383,-0.00165495594362693
"gamma",-0.0263291613210569,0.00269096283139586,0.0672305291545306,-0.00044481981323648,-0.00289039365526834,-0.00302423257967806
"delta",0.000750380992481958,-0.000153880031673899,-0.00044481981323648,0.000774402213804608,0.000251670174674256,-4.58004700647438e-05
"lambda",0.00207098852504939,-0.00389451969940383,-0.00289039365526834,0.000251670174674256,0.0544596575341464,-0.00801859457832876
"luce",-0.000661097639859745,-0.00165495594362693,-0.00302423257967806,-4.58004700647438e-05,-0.00801859457832876,0.012583790771593
"alpha",0.00360386577930943,0.00103600315473944,-0.00164385408303468,0.00192491207232671,0.0271462218223483,-0.0103955547292545
"beta",0.00103600315473944,0.00620778962632173,0.00196936266310752,0.00204625395762915,-0.0453144152678521,-0.000116742912217548
"gamma",-0.00164385408303468,0.00196936266310752,0.00957168729403092,-0.00137517621752978,-0.019794259651883,-0.000438119998448002
"delta",0.00192491207232671,0.00204625395762915,-0.00137517621752978,0.0129081564780879,-0.0234531137843368,-0.00442219983948344
"lambda",0.0271462218223483,-0.0453144152678521,-0.019794259651883,-0.0234531137843368,0.909200186107367,-0.136585755005886
"luce",-0.0103955547292545,-0.000116742912217548,-0.000438119998448002,-0.00442219983948344,-0.136585755005886,0.0608373021512109
"alpha",0.00363022062753172,0.00177399660850052,-0.000611645862484878,0.00347401721533256,0.0177838691474038,-0.010944817002793
"beta",0.00177399660850052,0.00471725363975454,0.0012687825858317,0.000906920198660142,-0.0281000464191398,-0.0048203195630481
"gamma",-0.000611645862484878,0.0012687825858317,0.0092901166784518,-0.00186702719951653,-0.00808442032823231,-0.00146229932328584
"delta",0.00347401721533256,0.000906920198660142,-0.00186702719951653,0.0136409049462754,-0.0237118168690222,-0.0118908307723538
"lambda",0.0177838691474038,-0.0281000464191398,-0.00808442032823231,-0.0237118168690222,0.911742997038964,-0.0719650924084412
"luce",-0.010944817002793,-0.0048203195630481,-0.00146229932328584,-0.0118908307723538,-0.0719650924084412,0.0576938042874068
"alpha",0.0646007718726968,-0.000732089779939712,-0.0345098207192684,-0.00026234439717307,0.0140547333435503,-0.00275597583954498
"beta",-0.000732089779939712,0.00142229051485448,0.00143849635763668,0.00112577648698229,-0.00527403253012809,-0.00163880632988854
"gamma",-0.0345098207192684,0.00143849635763668,0.0902388467230311,-0.000800228342051296,0.00706128182053657,-0.00916859966379523
"delta",-0.00026234439717307,0.00112577648698229,-0.000800228342051296,0.00146728969202898,-0.00363805866752983,-0.00146988621843779
"lambda",0.0140547333435503,-0.00527403253012809,0.00706128182053657,-0.00363805866752983,0.916605766979195,-0.124694427477432
"luce",-0.00275597583954498,-0.00163880632988854,-0.00916859966379523,-0.00146988621843779,-0.124694427477432,0.0733183991153763
"alpha",0.00405839227971673,2.98685117253631e-05,-0.00130473077887938,0.00124989996487316,0.0440207493497689,-0.00959233868514768
"beta",2.98685117253631e-05,0.0018653830458621,0.00187707883112706,0.000789543730394077,-0.0216147617987383,-0.000276976194841029
"gamma",-0.00130473077887938,0.00187707883112706,0.00816661272949641,-0.00154952644077388,-0.0126909714003464,-0.00481545404073168
"delta",0.00124989996487316,0.000789543730394077,-0.00154952644077388,0.00477698936626463,-0.007693937955954,-0.000769168905468054
"lambda",0.0440207493497689,-0.0216147617987383,-0.0126909714003464,-0.007693937955954,0.965599196932292,-0.163965546036001
"luce",-0.00959233868514768,-0.000276976194841029,-0.00481545404073168,-0.000769168905468054,-0.163965546036001,0.0676865126559153
"alpha",0.0218325186222166,-0.0035617894548579,-0.0103875577462776,0.00286233477894105,-0.0063712732995445,-0.00862713158830103
"beta",-0.0035617894548579,0.0749210946423503,0.00235610505661012,-0.0110264647400818,0.0105373817512948,-0.00151682070928515
"gamma",-0.0103875577462776,0.00235610505661012,0.0102010068419117,-0.00110734145321711,0.00145972690726954,-0.00364567830858118
"delta",0.00286233477894105,-0.0110264647400818,-0.00110734145321711,0.00953765069395891,-0.0220652467701984,-0.00323359611977376
"lambda",-0.0063712732995445,0.0105373817512948,0.00145972690726954,-0.0220652467701984,1.3288111014398,0.00490704190310232
"luce",-0.00862713158830103,-0.00151682070928515,-0.00364567830858118,-0.00323359611977376,0.00490704190310232,0.0758660173110962
"alpha",0.00290154526808069,0.00134944384942978,-0.0016221450276741,0.00381972361138112,0.00962407477737961,-0.00770481467111917
"beta",0.00134944384942978,0.00715558318648404,0.00118311536474164,-0.000692606421401159,-0.0424458494945443,-0.00243894258447463
"gamma",-0.0016221450276741,0.00118311536474164,0.0122602777401608,-0.00404101561504866,-0.0173326579277546,0.00112909616824925
"delta",0.00381972361138112,-0.000692606421401159,-0.00404101561504866,0.0259270878158312,-0.0513642126404585,-0.00994045791061407
"lambda",0.00962407477737961,-0.0424458494945443,-0.0173326579277546,-0.0513642126404585,1.11863233585943,-0.0648793605763462
"luce",-0.00770481467111917,-0.00243894258447463,0.00112909616824925,-0.00994045791061407,-0.0648793605763462,0.0436957096096906
"alpha",0.00292506758722484,-0.00267310956158405,-0.000749988421976191,0.00620334437172793,0.00651533288251111,-0.00789777239028746
"beta",-0.00267310956158405,0.0539643057092925,0.00293391846883677,-0.0346753710166546,-0.0256934042540679,0.00560575678057289
"gamma",-0.000749988421976191,0.00293391846883677,0.00314967389937994,-0.00410347287285598,-0.00631268784350494,-0.000408626168764112
"delta",0.00620334437172793,-0.0346753710166546,-0.00410347287285598,0.0707811352976017,-0.0264806121304666,-0.0153574476922181
"lambda",0.00651533288251111,-0.0256934042540679,-0.00631268784350494,-0.0264806121304666,1.36841631983194,-0.0142353243126404
"luce",-0.00789777239028746,0.00560575678057289,-0.000408626168764112,-0.0153574476922181,-0.0142353243126404,0.0499926599635989
"alpha",0.00353925615867348,-0.00310245509887433,-0.000574513156759516,0.00680577845725317,0.00208509884069502,-0.0114174654912349
"beta",-0.00310245509887433,0.0688820069369597,0.00220280493648937,-0.0369839264159426,0.00529494704115065,0.00788801357090593
"gamma",-0.000574513156759516,0.00220280493648937,0.00466532615161898,-0.00430631597739113,-0.000716293865459484,-0.0013426432260184
"delta",0.00680577845725317,-0.0369839264159426,-0.00430631597739113,0.0726190685572446,-0.0514846508315288,-0.0192229308083074
"lambda",0.00208509884069502,0.00529494704115065,-0.000716293865459484,-0.0514846508315288,1.31941402685701,-0.00698156494283354
"luce",-0.0114174654912349,0.00788801357090593,-0.0013426432260184,-0.0192229308083074,-0.00698156494283354,0.0560642970491749
"alpha",0.0579434155115382,0.000380482283239762,-0.0149172207621468,-0.00278357010487808,0.0371105734510338,0.0028113157256769
"beta",0.000380482283239762,0.000524774674373661,0.00122165571260062,0.000172197403034606,-0.00128225209248162,-5.80387907475788e-05
"gamma",-0.0149172207621468,0.00122165571260062,0.0690059913582157,-0.00286133989860843,0.0275691259640818,-0.000932003145856689
"delta",-0.00278357010487808,0.000172197403034606,-0.00286133989860843,0.00140361893214538,-0.00439306649966069,-0.000806916785119045
"lambda",0.0371105734510338,-0.00128225209248162,0.0275691259640818,-0.00439306649966069,0.748973114061935,-0.0811598634259979
"luce",0.0028113157256769,-5.80387907475788e-05,-0.000932003145856689,-0.000806916785119045,-0.0811598634259979,0.0656418282303184
"alpha",0.0664677271227407,-0.001244114013403,-0.0415880487486285,0.000127148469455163,0.00953837197263859,0.00150572344691767
"beta",-0.001244114013403,0.00226459371790196,0.00414304166352784,0.000799277619887452,-0.0163986710437784,-0.00351897664066588
"gamma",-0.0415880487486285,0.00414304166352784,0.0986368441421836,-0.00119828816580276,-0.0297377987238645,-0.00752079000468225
"delta",0.000127148469455163,0.000799277619887452,-0.00119828816580276,0.00158596489252468,-0.00467580818583469,-0.00159238980944281
"lambda",0.00953837197263859,-0.0163986710437784,-0.0297377987238645,-0.00467580818583469,0.670334460726113,-0.0753497943166733
"luce",0.00150572344691767,-0.00351897664066588,-0.00752079000468225,-0.00159238980944281,-0.0753497943166733,0.0564500516954896
"alpha",0.032026236188853,0.00170745540435988,-0.0137205565201164,-0.000336388559552347,0.0255825206362932,-0.00735666461839821
"beta",0.00170745540435988,0.00319231445140216,0.00561181432707494,0.000742123421423718,-0.0215719655423395,-0.0045121201528114
"gamma",-0.0137205565201164,0.00561181432707494,0.0670508364239209,-0.00135514851949223,-0.0229088003061054,-0.00596023370723173
"delta",-0.000336388559552347,0.000742123421423718,-0.00135514851949223,0.0014407083892559,-0.00654129666808021,-0.00232291936135027
"lambda",0.0255825206362932,-0.0215719655423395,-0.0229088003061054,-0.00654129666808021,0.761701321543582,-0.0855737064830689
"luce",-0.00735666461839821,-0.0045121201528114,-0.00596023370723173,-0.00232291936135027,-0.0855737064830689,0.0625206575129779
"alpha",0.048511727621119,-4.59730627937456e-05,-0.0209252252495122,0.000786129429875766,0.00931265509284951,-0.00205841585091536
"beta",-4.59730627937456e-05,0.00347455926578952,0.00629086101967615,0.000875011768258548,-0.02705669510146,-0.002522491151547
"gamma",-0.0209252252495122,0.00629086101967615,0.0899137096178482,-6.62675421580605e-05,0.00593102405060923,-0.0196033978690532
"delta",0.000786129429875766,0.000875011768258548,-6.62675421580605e-05,0.00135485669330222,-0.0108827431266219,-0.00110557837540277
"lambda",0.00931265509284951,-0.02705669510146,0.00593102405060923,-0.0108827431266219,0.905317080611627,-0.144137985800474
"luce",-0.00205841585091536,-0.002522491151547,-0.0196033978690532,-0.00110557837540277,-0.144137985800474,0.0685397819230124
"alpha",0.077727080431603,-0.00490576739649993,-0.0318401624609476,0.00107847344046246,0.0181730351154056,0.00534124074151643
"beta",-0.00490576739649993,0.0569055517996223,0.0121546443824615,-0.00877293920123262,-0.0439540797240337,-0.0107055258722078
"gamma",-0.0318401624609476,0.0121546443824615,0.0629559631437875,-0.00111134174640966,-0.00863359451493209,-0.0214731444864591
"delta",0.00107847344046246,-0.00877293920123262,-0.00111134174640966,0.00614735567048767,-0.0117036138616422,-0.00173782958676665
"lambda",0.0181730351154056,-0.0439540797240337,-0.00863359451493209,-0.0117036138616422,1.2756389476646,0.0031765523652205
"luce",0.00534124074151643,-0.0107055258722078,-0.0214731444864591,-0.00173782958676665,0.0031765523652205,0.084718678089256
"alpha",0.0717902400891461,-0.00399014551492914,-0.0424050174262648,0.00175973526363171,-0.00500895756459852,0.00559560577877066
"beta",-0.00399014551492914,0.0065363228881068,0.00714983211403275,-0.000829681396717554,-0.0439938393966954,-0.00678304857335369
"gamma",-0.0424050174262648,0.00714983211403275,0.0785094679120592,-0.00254974448706776,0.00757319751589986,-0.0127746196216147
"delta",0.00175973526363171,-0.000829681396717554,-0.00254974448706776,0.00103556904999081,-0.00668850848880834,-0.00118247019364834
"lambda",-0.00500895756459852,-0.0439938393966954,0.00757319751589986,-0.00668850848880834,1.09832101824328,-0.0768301273753398
"luce",0.00559560577877066,-0.00678304857335369,-0.0127746196216147,-0.00118247019364834,-0.0768301273753398,0.0708095717714626
"alpha",0.0241919988498083,-0.00218742227220727,-0.0180700138969093,0.00332139904265843,-0.00372807206653923,-0.00594306780716692
"beta",-0.00218742227220727,0.0630306780263981,0.0115225075020368,-0.0162361946925689,-0.0261248130718377,0.0011592924301162
"gamma",-0.0180700138969093,0.0115225075020368,0.0862335227299737,-0.0084639921265229,0.0115300919252448,-0.0087539536575827
"delta",0.00332139904265843,-0.0162361946925689,-0.0084639921265229,0.01714944790913,-0.0288932347610812,-0.00599641242001281
"lambda",-0.00372807206653923,-0.0261248130718377,0.0115300919252448,-0.0288932347610812,1.26945249825436,-0.0104157434581591
"luce",-0.00594306780716692,0.0011592924301162,-0.0087539536575827,-0.00599641242001281,-0.0104157434581591,0.0765606558137955
"alpha",0.0436542891378543,-0.000351199869393303,-0.0116597911949166,0.000165427330365827,0.0245721143003476,-0.00574963243232732
"beta",-0.000351199869393303,0.00162026403133884,0.00400623332434671,0.00068300937940506,-0.0117603754039132,-0.00052110591721329
"gamma",-0.0116597911949166,0.00400623332434671,0.0773143433460603,0.000103776212808129,-0.0155513854216077,-0.00739140120173929
"delta",0.000165427330365827,0.00068300937940506,0.000103776212808129,0.00140012464094879,-0.00251076061881455,-0.000692647731285716
"lambda",0.0245721143003476,-0.0117603754039132,-0.0155513854216077,-0.00251076061881455,0.962894714927292,-0.174832160559558
"luce",-0.00574963243232732,-0.00052110591721329,-0.00739140120173929,-0.000692647731285716,-0.174832160559558,0.0713418182946675
"alpha",0.0667916081601462,6.50030747020825e-05,-0.0305089555155561,0.000185566961320857,0.0111195380955214,0.00298458489801539
"beta",6.50030747020825e-05,0.0729105557001678,0.00167932561477822,-0.0103174091030693,-0.00724416443491963,-0.0022938447216014
"gamma",-0.0305089555155561,0.00167932561477822,0.0472936212571112,-0.00012224943862858,-0.00343559144473064,-0.0114624399062901
"delta",0.000185566961320857,-0.0103174091030693,-0.00012224943862858,0.00922085211391158,-0.026940885445237,-0.00389543526257324
"lambda",0.0111195380955214,-0.00724416443491963,-0.00343559144473064,-0.026940885445237,1.31845408329647,-0.00550935807185313
"luce",0.00298458489801539,-0.0022938447216014,-0.0114624399062901,-0.00389543526257324,-0.00550935807185313,0.0818668418048379
"alpha",0.0731357836191054,-0.000131918522113788,-0.0367683907762012,0.00130593497055093,-0.0170495716196146,0.00516817805814272
"beta",-0.000131918522113788,0.0557282874088379,0.00368898033229019,-0.0111562563669434,-0.0259615676996048,-0.00488509954446893
"gamma",-0.0367683907762012,0.00368898033229019,0.0623695319386272,-0.00141349887797377,0.00278096177240724,-0.0163055409959564
"delta",0.00130593497055093,-0.0111562563669434,-0.00141349887797377,0.0111186573756651,-0.0234090885446556,-0.00507069214499924
"lambda",-0.0170495716196146,-0.0259615676996048,0.00278096177240724,-0.0234090885446556,1.34258127073974,-0.0238517963373563
"luce",0.00516817805814272,-0.00488509954446893,-0.0163055409959564,-0.00507069214499924,-0.0238517963373563,0.0846459686217829
"alpha",0.073055966204736,0.000601242510039289,-0.0393284691382997,0.00827358548253952,0.0201760324645397,0.00345450698366051
"beta",0.000601242510039289,0.00444737246585384,0.00144589417757985,-0.000148605102969445,-0.0232833637630711,-0.00305397958775238
"gamma",-0.0393284691382997,0.00144589417757985,0.0676604289731571,-0.00877017381880477,-0.0312830141474895,-0.0169415738552514
"delta",0.00827358548253952,-0.000148605102969445,-0.00877017381880477,0.0306692307783043,-0.0156482094448771,-0.00245987098656891
