"","alpha","beta","gamma","delta","lambda","luce"
"luce",0.00596940254742351,-0.00458445319019347,-0.0163342903441542,-0.00246223022388936,-0.147699646165761,0.0713885551421208
"alpha",0.00211718467096771,-0.000907189491602244,-0.000971209972392267,0.000880142423329248,0.0288546175327514,-0.00539305503570446
"beta",-0.000907189491602244,0.00451811531868452,0.00181634660050383,0.00176962071899165,-0.0482187562670748,0.0012156251988366
"gamma",-0.000971209972392267,0.00181634660050383,0.00206536894541922,-0.000484538822849878,-0.0161374409240168,0.000675525959520082
"delta",0.000880142423329248,0.00176962071899165,-0.000484538822849878,0.006734432865932,-0.0263715210078452,-0.00121796390543875
"lambda",0.0288546175327514,-0.0482187562670748,-0.0161374409240168,-0.0263715210078452,0.884908692080065,-0.0816550230353518
"luce",-0.00539305503570446,0.0012156251988366,0.000675525959520082,-0.00121796390543875,-0.0816550230353518,0.0394721541465619
"alpha",0.0116673683045266,0.000693521622899794,0.000269282106443368,0.000300723787995356,0.00725114234187366,-0.00425471509595718
"beta",0.000693521622899794,0.00206798059358092,0.00282328030989432,6.28213055491877e-05,-0.0252358000272226,-0.00257476170549979
"gamma",0.000269282106443368,0.00282328030989432,0.0387868326768492,0.000139521241024706,-0.0272498278460925,-0.000762374440549487
"delta",0.000300723787995356,6.28213055491877e-05,0.000139521241024706,0.000182073918380731,-0.00189419504126706,-0.000847592686792104
"lambda",0.00725114234187366,-0.0252358000272226,-0.0272498278460925,-0.00189419504126706,0.725906928725709,-0.0338913168133864
"luce",-0.00425471509595718,-0.00257476170549979,-0.000762374440549487,-0.000847592686792104,-0.0338913168133864,0.0438484387718874
"alpha",0.00252951498151558,-0.00121076499381959,-0.00058684659249713,0.00508254866238377,0.0101770171161023,-0.00514985987245587
"beta",-0.00121076499381959,0.0368129663561068,0.00139848624327807,-0.0220227985744766,-0.0287713216519354,6.82961386310776e-05
"gamma",-0.00058684659249713,0.00139848624327807,0.0027318163440616,-0.00198860784414935,-0.0103583254642857,0.000222802039288455
"delta",0.00508254866238377,-0.0220227985744766,-0.00198860784414935,0.0614354979841469,-0.0304661695402231,-0.00967787122062462
"lambda",0.0101770171161023,-0.0287713216519354,-0.0103583254642857,-0.0304661695402231,1.3250943900085,-0.01623498397867
"luce",-0.00514985987245587,6.82961386310776e-05,0.000222802039288455,-0.00967787122062462,-0.01623498397867,0.0378712846752841
"alpha",0.0463989033226707,-0.000580104500825864,-0.0295104015156164,0.000101012441990058,0.0159157100081956,-0.00257702762531676
"beta",-0.000580104500825864,0.00160532097194496,0.00264525444928371,0.000124379844535617,-0.0110808554413514,-0.00316172946335304
"gamma",-0.0295104015156164,0.00264525444928371,0.0690454461950927,1.12202340263422e-05,-0.00786035601608028,-0.00304674409267989
"delta",0.000101012441990058,0.000124379844535617,1.12202340263422e-05,0.000167840965231948,-0.00263828250850048,-0.000949525800401622
"lambda",0.0159157100081956,-0.0110808554413514,-0.00786035601608028,-0.00263828250850048,0.611788711664167,-0.0198227518797035
"luce",-0.00257702762531676,-0.00316172946335304,-0.00304674409267989,-0.000949525800401622,-0.0198227518797035,0.0546197226010688
"alpha",0.00218227984264837,-0.000824268851918752,-0.000697615703163229,0.00154324831176395,-0.0039759030598043,-0.00299041001090553
"beta",-0.000824268851918752,0.0682081332746159,-2.90612493963787e-05,-0.0167025507645691,0.015876080272424,0.00350127972293576
"gamma",-0.000697615703163229,-2.90612493963787e-05,0.00078960507376766,-0.000119122314461878,0.00174788251684406,-0.00317949212559374
"delta",0.00154324831176395,-0.0167025507645691,-0.000119122314461878,0.0231564583756789,-0.0576290562705285,-0.00350423306039535
"lambda",-0.0039759030598043,0.015876080272424,0.00174788251684406,-0.0576290562705285,1.34157203424247,-0.00857651161274279
"luce",-0.00299041001090553,0.00350127972293576,-0.00317949212559374,-0.00350423306039535,-0.00857651161274279,0.0544258414686363
"alpha",0.0177708889834083,0.000761179100649099,-0.00935828972107108,0.00762689092272952,0.0229209343935493,-0.0120119229344511
"beta",0.000761179100649099,0.012660907961286,0.00347409193889086,-0.000211060620819783,-0.0451928915265424,-0.00744706078377053
"gamma",-0.00935828972107108,0.00347409193889086,0.0113382434027721,-0.00304422988907818,-0.0147410889148639,-0.00566768195526012
"delta",0.00762689092272952,-0.000211060620819783,-0.00304422988907818,0.0197563982384729,-0.0382075809996937,-0.0128759315037909
"lambda",0.0229209343935493,-0.0451928915265424,-0.0147410889148639,-0.0382075809996937,0.904138033918997,-0.05599785883464
"luce",-0.0120119229344511,-0.00744706078377053,-0.00566768195526012,-0.0128759315037909,-0.05599785883464,0.0745193276112042
"alpha",0.0740323238175508,0.00188032138958436,-0.0150827373616422,-0.0010231359964437,-0.00716775244550975,0.00936997520098344
"beta",0.00188032138958436,0.075997486736654,0.0012816354668229,-0.008471346526522,-0.0346978275947175,-0.00568391974638468
"gamma",-0.0150827373616422,0.0012816354668229,0.0289794394844494,0.000211495579305548,-0.00416668965715601,-0.0139985863301647
"delta",-0.0010231359964437,-0.008471346526522,0.000211495579305548,0.00453534420390873,-0.00593013284016065,-0.000584256062050549
"lambda",-0.00716775244550975,-0.0346978275947175,-0.00416668965715601,-0.00593013284016065,1.35131539749235,-0.00823185693269849
"luce",0.00936997520098344,-0.00568391974638468,-0.0139985863301647,-0.000584256062050549,-0.00823185693269849,0.0808783134174278
"alpha",0.00530903085986868,-0.000557770347158637,-0.00226187531928666,0.00114742062733977,0.05590183411339,-0.011408776487371
"beta",-0.000557770347158637,0.00133936792746403,0.000636755901894083,-0.00015142124033989,-0.0213587516041316,0.00278499326073614
"gamma",-0.00226187531928666,0.000636755901894083,0.00677691713643135,-0.00147096644342346,-0.0082223982017136,-0.00101375104762426
"delta",0.00114742062733977,-0.00015142124033989,-0.00147096644342346,0.00154681399799038,0.00526560437777342,-0.00121747802618133
"lambda",0.05590183411339,-0.0213587516041316,-0.0082223982017136,0.00526560437777342,0.989590782455521,-0.182892139115902
"luce",-0.011408776487371,0.00278499326073614,-0.00101375104762426,-0.00121747802618133,-0.182892139115902,0.0679589220067994
"alpha",0.00305622235883917,0.000144170004667606,6.48809891887081e-05,0.0014467019894775,0.0109286209051317,-0.0110986299522841
"beta",0.000144170004667606,0.00468799446222193,0.000620305239019396,-0.00113200589419671,-0.0348094722439694,-0.00389472880787958
"gamma",6.48809891887081e-05,0.000620305239019396,0.00208550020153002,0.000569213471962743,-0.00742075337694456,-0.00305428033418119
"delta",0.0014467019894775,-0.00113200589419671,0.000569213471962743,0.00209667599608091,-0.00306958149744132,-0.00438873937652107
"lambda",0.0109286209051317,-0.0348094722439694,-0.00742075337694456,-0.00306958149744132,0.777021180211989,-0.0219821066381003
"luce",-0.0110986299522841,-0.00389472880787958,-0.00305428033418119,-0.00438873937652107,-0.0219821066381003,0.0699468979349089
"alpha",0.0457052778110238,-0.00169167676112578,-0.0236365136102361,-0.000346126236452404,0.0204681409385407,0.000698429414862197
"beta",-0.00169167676112578,0.00173084950119908,0.00426389872906939,0.000378818318919412,-0.0131216740210323,-0.00338564279656272
"gamma",-0.0236365136102361,0.00426389872906939,0.0513133057062859,0.000640930224922017,-0.011844195012534,-0.00744677173108889
"delta",-0.000346126236452404,0.000378818318919412,0.000640930224922017,0.000680561244955018,-0.00400625784483201,-0.00153597364677939
"lambda",0.0204681409385407,-0.0131216740210323,-0.011844195012534,-0.00400625784483201,0.734149237159083,-0.0365229005544728
"luce",0.000698429414862197,-0.00338564279656272,-0.00744677173108889,-0.00153597364677939,-0.0365229005544728,0.0616158201448005
"alpha",0.0028754717442789,-0.00217902629341026,-0.00175726180126759,0.00394021815807946,-0.00530471949471502,-0.00953246593729688
"beta",-0.00217902629341026,0.0801821714534412,0.00398211890229611,-0.0178732904570519,0.0189033168282316,0.00686851974810207
"gamma",-0.00175726180126759,0.00398211890229611,0.0123327925896435,-0.0042011949554646,-0.00280248608795262,-0.00141420331745866
"delta",0.00394021815807946,-0.0178732904570519,-0.0042011949554646,0.0244428702332231,-0.0373684261682962,-0.0124533698343305
"lambda",-0.00530471949471502,0.0189033168282316,-0.00280248608795262,-0.0373684261682962,1.37142034299984,0.0232529227705599
"luce",-0.00953246593729688,0.00686851974810207,-0.00141420331745866,-0.0124533698343305,0.0232529227705599,0.0609534807135057
"alpha",0.00468602088651246,-0.00254201479968783,-0.000254804948674805,0.0126069658699112,-0.0136952986870148,-0.016021892976196
"beta",-0.00254201479968783,0.0585536564469458,0.000714247196142345,-0.0219327298572688,0.015015041589121,0.00848285870883844
"gamma",-0.000254804948674805,0.000714247196142345,0.00372721324511796,-0.0024058124156533,0.00277741312174779,0.000678087943448118
"delta",0.0126069658699112,-0.0219327298572688,-0.0024058124156533,0.0669308544801505,-0.0970315842950109,-0.0429366780390891
"lambda",-0.0136952986870148,0.015015041589121,0.00277741312174779,-0.0970315842950109,1.27546607072446,0.0469565974541422
"luce",-0.016021892976196,0.00848285870883844,0.000678087943448118,-0.0429366780390891,0.0469565974541422,0.0779560405158899
"alpha",0.00283207977441371,-0.00145601897334627,0.000824877142506894,0.00277222127363831,-0.00192571363445256,-0.0107524082625799
"beta",-0.00145601897334627,0.0672760085305917,0.00375394862382874,-0.0194630225630008,-0.00728921278764613,0.00550344105978998
"gamma",0.000824877142506894,0.00375394862382874,0.00740874296859551,-0.00213456442208172,0.000666347370328116,-0.00462481924494054
"delta",0.00277222127363831,-0.0194630225630008,-0.00213456442208172,0.0260873015855216,-0.0400592320669788,-0.00970014344032577
"lambda",-0.00192571363445256,-0.00728921278764613,0.000666347370328116,-0.0400592320669788,1.27862896882696,0.00449527884620466
"luce",-0.0107524082625799,0.00550344105978998,-0.00462481924494054,-0.00970014344032577,0.00449527884620466,0.0555898200368999
"alpha",0.0639820639442571,-0.00381690723493783,-0.0320498939054066,0.00106029069802718,-0.01224877608074,0.00214462281742973
"beta",-0.00381690723493783,0.020030317473557,0.00742953747444468,-0.0036707770164336,-0.0315273190797241,-0.00605803333937796
"gamma",-0.0320498939054066,0.00742953747444468,0.0547573291864681,-0.0014043958691863,0.0265261926039415,-0.0110431303711566
"delta",0.00106029069802718,-0.0036707770164336,-0.0014043958691863,0.00146346039481075,-0.0134398341164435,-0.00202844432603528
"lambda",-0.01224877608074,-0.0315273190797241,0.0265261926039415,-0.0134398341164435,1.25173418000216,-0.0341432562848503
"luce",0.00214462281742973,-0.00605803333937796,-0.0110431303711566,-0.00202844432603528,-0.0341432562848503,0.0802831134050789
"alpha",0.0688858007991172,0.00193462344898794,-0.0297434410078931,0.000383269621308831,-0.00329500103738885,0.000100344525967347
"beta",0.00193462344898794,0.0716707495218361,-0.000346888508537314,-0.00746231933197166,-0.00290180617237242,-0.00621611757739562
"gamma",-0.0297434410078931,-0.000346888508537314,0.0451928615816137,0.000371061765600906,0.00791688544331141,-0.009490438882283
"delta",0.000383269621308831,-0.00746231933197166,0.000371061765600906,0.00519756404262266,-0.0177430742444806,-0.0013090046170329
"lambda",-0.00329500103738885,-0.00290180617237242,0.00791688544331141,-0.0177430742444806,1.33802304019557,-0.0198023898674979
"luce",0.000100344525967347,-0.00621611757739562,-0.009490438882283,-0.0013090046170329,-0.0198023898674979,0.0829281379243081
"alpha",0.00121925905678414,-5.05193526089588e-05,-0.000362819225272008,0.00034680146787404,0.0129670137704161,-0.00295421114401066
"beta",-5.05193526089588e-05,0.00149449735253928,3.57005607652258e-05,-0.000403278940482896,-0.0167951607266399,-0.000178268728579131
"gamma",-0.000362819225272008,3.57005607652258e-05,0.00273927501436935,-0.000334173145689006,0.00539818498898995,-0.000534833765945275
"delta",0.00034680146787404,-0.000403278940482896,-0.000334173145689006,0.000852458629486784,-0.00584827235617661,-0.0005204519415809
"lambda",0.0129670137704161,-0.0167951607266399,0.00539818498898995,-0.00584827235617661,0.655825904911471,-0.0329499601651874
"luce",-0.00295421114401066,-0.000178268728579131,-0.000534833765945275,-0.0005204519415809,-0.0329499601651874,0.0439349545883993
"alpha",0.0013580057819948,-0.00100493194420173,-0.000312970624532147,0.00207637785554423,-0.000651523669159606,-0.00169280968762214
"beta",-0.00100493194420173,0.0618450593038703,0.00111963561398298,-0.0281792183295355,0.0161517558873657,0.00168770783106783
"gamma",-0.000312970624532147,0.00111963561398298,0.00398870233176177,-0.00139396164775504,0.00227626389718522,-0.00066036345414822
"delta",0.00207637785554423,-0.0281792183295355,-0.00139396164775504,0.0557565534364779,-0.0794699803595012,-0.00350691832284864
"lambda",-0.000651523669159606,0.0161517558873657,0.00227626389718522,-0.0794699803595012,1.31638573042391,0.00180855072589501
"luce",-0.00169280968762214,0.00168770783106783,-0.00066036345414822,-0.00350691832284864,0.00180855072589501,0.00873823243867411
"alpha",0.00258037061697779,-0.000670746779509217,0.00103715243250803,0.00107923487459051,0.00165007632825377,-0.0084973280038228
"beta",-0.000670746779509217,0.0803461311083303,-0.000194098795720752,-0.0113937520447573,0.0089438423987373,0.000603551357283203
"gamma",0.00103715243250803,-0.000194098795720752,0.00660378727537803,-0.000115971845302472,0.00520616074074896,-0.00297817056599182
"delta",0.00107923487459051,-0.0113937520447573,-0.000115971845302472,0.0150266918201225,-0.0309351282833952,-0.0035959794794674
"lambda",0.00165007632825377,0.0089438423987373,0.00520616074074896,-0.0309351282833952,1.34316117231676,-0.00138370785443696
"luce",-0.0084973280038228,0.000603551357283203,-0.00297817056599182,-0.0035959794794674,-0.00138370785443696,0.043087313294897
"alpha",0.00184026369977703,-0.00143958176986032,0.000557165239605813,0.00184629260001095,0.000854197220397317,-0.00436529490695072
"beta",-0.00143958176986032,0.0578575024276191,0.000517062773589967,-0.0244795796279101,-0.00167291644631613,0.00351988978321655
"gamma",0.000557165239605813,0.000517062773589967,0.00371735720861864,-0.00104901007463988,-0.00123128946738667,-0.000875721154833785
"delta",0.00184629260001095,-0.0244795796279101,-0.00104901007463988,0.0397054288737277,-0.0453528676376705,-0.00385833098581898
"lambda",0.000854197220397317,-0.00167291644631613,-0.00123128946738667,-0.0453528676376705,1.3011484335212,-0.00439271459700404
"luce",-0.00436529490695072,0.00351988978321655,-0.000875721154833785,-0.00385833098581898,-0.00439271459700404,0.0223584964508077
"alpha",0.0358036632758275,-5.88584359725033e-06,-0.016341623695887,0.00105511921166943,0.0374151285075503,-0.00320934916813056
"beta",-5.88584359725033e-06,0.00163519103310012,0.00596976920551336,0.000439094859131376,-0.0109014016165905,-0.00140699802219002
"gamma",-0.016341623695887,0.00596976920551336,0.0718255841785385,-0.000417631181359866,-0.0192473993727986,-0.0105444882023257
"delta",0.00105511921166943,0.000439094859131376,-0.000417631181359866,0.00158513381898873,-0.000525077351673468,-7.47933487386714e-07
"lambda",0.0374151285075503,-0.0109014016165905,-0.0192473993727986,-0.000525077351673468,0.833858522964749,-0.14502727819549
"luce",-0.00320934916813056,-0.00140699802219002,-0.0105444882023257,-7.47933487386714e-07,-0.14502727819549,0.0660868974931892
"alpha",0.0688801275338181,0.00120465252431789,-0.0320542614005017,0.00609546702011382,0.0166574384090267,0.000720503208488941
"beta",0.00120465252431789,0.00421693024145844,-0.00055182084878476,0.000465770663505,-0.0154246798511359,-0.00241111572466337
"gamma",-0.0320542614005017,-0.00055182084878476,0.0522664281866852,-0.0057495462687784,-0.014950797272479,-0.0108564721972636
"delta",0.00609546702011382,0.000465770663505,-0.0057495462687784,0.030729348875251,-0.0217042800381304,-0.00159575387493835
"lambda",0.0166574384090267,-0.0154246798511359,-0.014950797272479,-0.0217042800381304,0.726030380309313,-0.078932864830277
"luce",0.000720503208488941,-0.00241111572466337,-0.0108564721972636,-0.00159575387493835,-0.078932864830277,0.0614945121838659
"alpha",0.0577123998633278,-0.000363436002430493,-0.034771492430964,2.54976870541604e-05,0.0171729595474154,-0.00283624815834554
"beta",-0.000363436002430493,0.000720851450834175,0.00275473033075251,-0.000232587434530233,-0.00570983271817049,-0.00102919666964333
"gamma",-0.034771492430964,0.00275473033075251,0.0950753771321736,-0.000686779913020037,-0.0143288309368272,-0.00590925311140274
"delta",2.54976870541604e-05,-0.000232587434530233,-0.000686779913020037,0.000296224459746342,0.00257308987986963,0.000711916432591435
"lambda",0.0171729595474154,-0.00570983271817049,-0.0143288309368272,0.00257308987986963,0.879791471625711,-0.0997562770849589
"luce",-0.00283624815834554,-0.00102919666964333,-0.00590925311140274,0.000711916432591435,-0.0997562770849589,0.0702633658715125
"alpha",0.0569561207487468,-0.00128384511148369,-0.0317397633679382,0.000482916895316446,0.00904526540166097,0.0011744948444
"beta",-0.00128384511148369,0.00277117081022058,0.00278449346488462,0.000664486009684949,-0.0274956944228307,-0.00287968165991378
"gamma",-0.0317397633679382,0.00278449346488462,0.0709679869071137,-0.000144413180158847,0.000190767658091619,-0.01156777498129
"delta",0.000482916895316446,0.000664486009684949,-0.000144413180158847,0.000855580821913308,-0.00999252945034909,-0.00172047644326183
"lambda",0.00904526540166097,-0.0274956944228307,0.000190767658091619,-0.00999252945034909,0.985730338520393,-0.131557837829007
"luce",0.0011744948444,-0.00287968165991378,-0.01156777498129,-0.00172047644326183,-0.131557837829007,0.0729625506584812
"alpha",0.00478524665276375,0.000287320422343366,-0.000513293090026583,0.00119748025790114,0.0449283542721652,-0.0125812249392096
"beta",0.000287320422343366,0.0025537930734812,0.00083357056333332,0.000373940185567513,-0.0316108789120684,0.00161534239872213
"gamma",-0.000513293090026583,0.00083357056333332,0.00888793311541975,-0.00201760047768442,-0.00843320715373909,0.000242842002233176
"delta",0.00119748025790114,0.000373940185567513,-0.00201760047768442,0.00581525169860066,-0.00433111033919688,-0.00342075807258602
"lambda",0.0449283542721652,-0.0316108789120684,-0.00843320715373909,-0.00433111033919688,1.04984296025691,-0.174774090721103
"luce",-0.0125812249392096,0.00161534239872213,0.000242842002233176,-0.00342075807258602,-0.174774090721103,0.0597100007670387
"alpha",0.00179582909557431,0.000740522229994107,-0.000719092100004854,0.00263787723896769,0.0127854570798302,-0.00487945175810758
"beta",0.000740522229994107,0.0103380478519735,0.00130224527667366,-0.0017338503128365,-0.0497499591598121,-0.00273246299493234
"gamma",-0.000719092100004854,0.00130224527667366,0.00273868307706426,-0.000852473575667069,-0.0144296561732512,-0.000407873824822574
"delta",0.00263787723896769,-0.0017338503128365,-0.000852473575667069,0.0212353379024426,-0.0342280357287809,-0.00528031661418486
"lambda",0.0127854570798302,-0.0497499591598121,-0.0144296561732512,-0.0342280357287809,1.15527403651029,-0.0231257325506954
"luce",-0.00487945175810758,-0.00273246299493234,-0.000407873824822574,-0.00528031661418486,-0.0231257325506954,0.0375574662698182
"alpha",0.00219965989133974,2.96887089097092e-05,-5.6638594892483e-06,0.000362043574234276,0.0180000859393631,-0.00371651901964243
"beta",2.96887089097092e-05,0.00190092163800545,0.000458617294949227,0.000493618893061015,-0.0174321091174759,0.000601519486036635
"gamma",-5.6638594892483e-06,0.000458617294949227,0.00353115776204021,-0.000682386226870326,-0.00223430431900604,-0.000782268806031519
"delta",0.000362043574234276,0.000493618893061015,-0.000682386226870326,0.00252922235914781,-0.00357717859948533,-0.000280378090978311
"lambda",0.0180000859393631,-0.0174321091174759,-0.00223430431900604,-0.00357717859948533,0.344529840956185,-0.0404538024082624
"luce",-0.00371651901964243,0.000601519486036635,-0.000782268806031519,-0.000280378090978311,-0.0404538024082624,0.0174794528735937
"alpha",0.0481183618161593,-0.000416701954171789,-0.0242563099453704,0.0016219154493128,0.0388430174087506,-0.00817650747090372
"beta",-0.000416701954171789,0.00219112656432771,0.00294514955239513,0.000305588546543081,-0.0179915283940062,-0.00104529653147165
"gamma",-0.0242563099453704,0.00294514955239513,0.0369027584127854,-0.00123504735867408,-0.0107515408592274,-0.00689049386056327
"delta",0.0016219154493128,0.000305588546543081,-0.00123504735867408,0.0012138715021561,-0.00039316403181128,-0.000479711328072343
"lambda",0.0388430174087506,-0.0179915283940062,-0.0107515408592274,-0.00039316403181128,0.917554795714029,-0.189370180442165
"luce",-0.00817650747090372,-0.00104529653147165,-0.00689049386056327,-0.000479711328072343,-0.189370180442165,0.0776569177433039
"alpha",0.0528697620718302,-0.00101270538786628,-0.0321321625810039,0.0012520188610326,0.0131692909825233,0.00127338987063491
"beta",-0.00101270538786628,0.00118214504726336,0.00407270855679756,0.000294351515461895,-0.0102114593307406,-0.00221828716254344
"gamma",-0.0321321625810039,0.00407270855679756,0.0803940698884329,-0.00156781388791146,-0.0382973248452782,-0.00957231249931328
"delta",0.0012520188610326,0.000294351515461895,-0.00156781388791146,0.00235609069747426,-0.00501211130490169,-0.00186942380434273
"lambda",0.0131692909825233,-0.0102114593307406,-0.0382973248452782,-0.00501211130490169,0.620744422341045,-0.0931852420751015
"luce",0.00127338987063491,-0.00221828716254344,-0.00957231249931328,-0.00186942380434273,-0.0931852420751015,0.0507661640557572
"alpha",0.058374219288349,-0.00395424247426039,-0.0285921923073842,0.00594355847586977,0.0399904137235934,0.00025011183598649
"beta",-0.00395424247426039,0.0119735274035269,0.00867845104093433,-0.00285201060923682,-0.0482666627090337,-0.0093681461761043
"gamma",-0.0285921923073842,0.00867845104093433,0.0356375589030112,-0.00416912515015412,-0.0348323664617344,-0.0146611343217937
"delta",0.00594355847586977,-0.00285201060923682,-0.00416912515015412,0.00497887353603239,-0.0114010318845595,-0.0036766796094102
"lambda",0.0399904137235934,-0.0482666627090337,-0.0348323664617344,-0.0114010318845595,1.11138665343918,-0.0280408899521559
"luce",0.00025011183598649,-0.0093681461761043,-0.0146611343217937,-0.0036766796094102,-0.0280408899521559,0.0802572649469597
"alpha",0.00357209196040233,-0.000538086193758421,0.00118433175909719,0.00114822512673312,0.00206961481519,-0.0136457525706244
"beta",-0.000538086193758421,0.0112148649518563,0.0017533363150697,-0.00297007284721207,-0.0257924480546747,0.00149005159954384
"gamma",0.00118433175909719,0.0017533363150697,0.00553360764954942,-0.000158307962119981,0.000313879512905437,-0.00561587038735045
"delta",0.00114822512673312,-0.00297007284721207,-0.000158307962119981,0.0018445254261118,-0.0151993649435067,-0.00387456449164394
"lambda",0.00206961481519,-0.0257924480546747,0.000313879512905437,-0.0151993649435067,1.0812021018476,-0.0132374399813972
"luce",-0.0136457525706244,0.00149005159954384,-0.00561587038735045,-0.00387456449164394,-0.0132374399813972,0.0697174314976078
"alpha",0.00503078472110558,-1.92691118653538e-05,-0.000389101418853924,0.000849303271869976,-0.00099953797095709,-0.0126224266347846
"beta",-1.92691118653538e-05,0.0105870459350926,0.00357101169122675,-0.00180451018830164,-0.0255917741481993,-0.000367820414643622
"gamma",-0.000389101418853924,0.00357101169122675,0.0212953089373798,-1.25831713021385e-05,-0.0048889214874215,-0.00699916341686835
"delta",0.000849303271869976,-0.00180451018830164,-1.25831713021385e-05,0.000809172123133568,-0.0100804829483255,-0.00284570506561099
"lambda",-0.00099953797095709,-0.0255917741481993,-0.0048889214874215,-0.0100804829483255,1.03089628234375,-0.00796139899840333
"luce",-0.0126224266347846,-0.000367820414643622,-0.00699916341686835,-0.00284570506561099,-0.00796139899840333,0.0700033486300397
"alpha",0.0396149388019727,-0.00357186648863707,-0.0267211206400808,0.00285890886858236,0.00839157231392473,-0.00572115694592414
"beta",-0.00357186648863707,0.0743399569112932,0.0121678123699101,-0.0164484654624615,-0.0402578112472927,-0.00191019433531754
"gamma",-0.0267211206400808,0.0121678123699101,0.0804609192267159,-0.00534556245006644,-0.00629756266933679,-0.0132334135099193
"delta",0.00285890886858236,-0.0164484654624615,-0.00534556245006644,0.0136804521282818,-0.0154632148961734,-0.00429947832736107
"lambda",0.00839157231392473,-0.0402578112472927,-0.00629756266933679,-0.0154632148961734,1.29023215779042,-0.00501211268473092
"luce",-0.00572115694592414,-0.00191019433531754,-0.0132334135099193,-0.00429947832736107,-0.00501211268473092,0.0798199216381934
"alpha",0.0685803517251247,-0.00195319463379281,-0.0220556066378729,-0.00110936662330219,0.0417536775765874,0.00121736744645841
"beta",-0.00195319463379281,0.00179265145263315,0.00164207333217549,0.00149127740175885,-0.0125748726096846,-0.00283548342420363
"gamma",-0.0220556066378729,0.00164207333217549,0.054206574156181,-0.000581225594014411,0.00732268165141921,-0.00729980808993957
"delta",-0.00110936662330219,0.00149127740175885,-0.000581225594014411,0.00201077944461228,-0.0101318489202014,-0.00293579724282569
"lambda",0.0417536775765874,-0.0125748726096846,0.00732268165141921,-0.0101318489202014,0.931944710587074,-0.117743248157674
"luce",0.00121736744645841,-0.00283548342420363,-0.00729980808993957,-0.00293579724282569,-0.117743248157674,0.0728773357209027
"alpha",0.0104843361020341,-0.00585291352304811,-0.00538036832624092,0.00909183104704363,-0.00721876132536197,-0.0162725949554206
"beta",-0.00585291352304811,0.0670164541374772,0.00350078417949616,-0.0191340911232277,0.0115979896134945,0.0081337335759482
"gamma",-0.00538036832624092,0.00350078417949616,0.00642467101449957,-0.00426847768398557,0.00361666874002607,-0.000540850886080883
"delta",0.00909183104704363,-0.0191340911232277,-0.00426847768398557,0.0276473786669709,-0.0571473892748928,-0.0158961344349106
"lambda",-0.00721876132536197,0.0115979896134945,0.00361666874002607,-0.0571473892748928,1.31231169265309,0.00434631141808979
"luce",-0.0162725949554206,0.0081337335759482,-0.000540850886080883,-0.0158961344349106,0.00434631141808979,0.0820202027799509
"alpha",0.0671515945085641,-0.00199470314705023,-0.0422401311326549,0.00168987730772795,0.0401783746223551,-0.00607143235307097
"beta",-0.00199470314705023,0.00311702227713783,0.00581580745620749,0.000324277391306599,-0.0274964358892802,-0.00128501048637176
"gamma",-0.0422401311326549,0.00581580745620749,0.0844073182226025,-0.0020118401565954,-0.0486755871988023,-0.00567101828477078
"delta",0.00168987730772795,0.000324277391306599,-0.0020118401565954,0.00583913669612368,-0.00707037390118737,-0.00157393496902264
"lambda",0.0401783746223551,-0.0274964358892802,-0.0486755871988023,-0.00707037390118737,0.983072813225981,-0.188785684632649
"luce",-0.00607143235307097,-0.00128501048637176,-0.00567101828477078,-0.00157393496902264,-0.188785684632649,0.0760910927277151
"alpha",0.0478231189041592,-0.00288543623246082,-0.0358929901466108,0.0177053904917995,0.0142618327033281,0.00341980087057954
"beta",-0.00288543623246082,0.00656174217046655,0.00439596805718391,-0.00745508717034427,-0.018135426140241,-0.00315389675732055
"gamma",-0.0358929901466108,0.00439596805718391,0.0984757495047845,-0.0284251277060124,-0.00441982628789599,-0.0155009491110154
"delta",0.0177053904917995,-0.00745508717034427,-0.0284251277060124,0.0628300929484029,-0.0234079854375189,-0.00225135787042915
"lambda",0.0142618327033281,-0.018135426140241,-0.00441982628789599,-0.0234079854375189,0.788422101186248,-0.0455809442181232
"luce",0.00341980087057954,-0.00315389675732055,-0.0155009491110154,-0.00225135787042915,-0.0455809442181232,0.0554301987802245
"alpha",0.00237109635126739,0.00100919546130278,-0.00102883489098354,0.00232418437396144,0.0155488711959685,-0.00627062148380913
"beta",0.00100919546130278,0.00375751702018339,0.000823586218249221,0.00145135219450276,-0.0315944468659147,-0.00205462994431839
"gamma",-0.00102883489098354,0.000823586218249221,0.00755382457824385,-0.00195186779433111,-0.0106598758593931,0.000135906656109629
"delta",0.00232418437396144,0.00145135219450276,-0.00195186779433111,0.0141099550721784,-0.0370328951810252,-0.00704377645167098
"lambda",0.0155488711959685,-0.0315944468659147,-0.0106598758593931,-0.0370328951810252,0.906511586367401,-0.0590764845227443
"luce",-0.00627062148380913,-0.00205462994431839,0.000135906656109629,-0.00704377645167098,-0.0590764845227443,0.0399758698471278
"alpha",0.0208488669003236,0.000240879445169986,-0.00994621650847604,0.00029038638135488,0.0315985288373097,-0.00875781422428472
"beta",0.000240879445169986,0.00335115385642342,0.00610474697037647,0.000415555701286337,-0.0348722147676331,-0.00241172362698547
"gamma",-0.00994621650847604,0.00610474697037647,0.06363810071908,-0.00198741498255029,-0.04659272835343,-0.00174672743290566
