"","alpha","gamma","luce"
"alpha",0.0625600659133408,-0.0134520878775343,-0.0103269599347204
"gamma",-0.0134520878775343,0.0141268214384485,-0.000488850824144256
"luce",-0.0103269599347204,-0.000488850824144256,0.0809256569707708
"alpha",0.064404060937211,-0.0109245315549125,-0.00916299255990779
"gamma",-0.0109245315549125,0.0133599246764421,-0.0022949250777427
"luce",-0.00916299255990779,-0.0022949250777427,0.084909975089391
"alpha",0.00144173764308203,-0.000213226740618629,-0.00378865104119438
"gamma",-0.000213226740618629,0.00128572839650293,0.000971858692361677
"luce",-0.00378865104119438,0.000971858692361677,0.0314704687541424
"alpha",0.0297272778300819,-0.0118440744415089,-0.0160916418846938
"gamma",-0.0118440744415089,0.0137292081335884,0.000723665826245616
"luce",-0.0160916418846938,0.000723665826245616,0.0757864730168861
"alpha",0.0649530941582699,-0.0147104513070031,-0.009792633717082
"gamma",-0.0147104513070031,0.0137278640826518,-0.000889559430657111
"luce",-0.009792633717082,-0.000889559430657111,0.0846586857401607
"alpha",0.00226760310942113,-0.000673009036131281,-0.00777332363913612
"gamma",-0.000673009036131281,0.00181031323230762,0.00172362095819328
"luce",-0.00777332363913612,0.00172362095819328,0.0488100363372358
"alpha",0.0117794227904043,0.00447825465027589,-0.0110528611538635
"gamma",0.00447825465027589,0.0498125947370501,0.00287581613044068
"luce",-0.0110528611538635,0.00287581613044068,0.0746324159032949
"alpha",0.00159472355285303,-0.000296723976401054,-0.00571193776255972
"gamma",-0.000296723976401054,0.000990761878980249,0.00148919482201187
"luce",-0.00571193776255972,0.00148919482201187,0.0535134905437994
"alpha",0.0115071125009315,0.00865400797503484,-0.011195091606046
"gamma",0.00865400797503484,0.088044833264629,0.00962978773750072
"luce",-0.011195091606046,0.00962978773750072,0.088211784049017
"alpha",0.00317631180145409,-0.000933065446225369,-0.00624820907798088
"gamma",-0.000933065446225369,0.00119633006352028,-0.00299775612884206
"luce",-0.00624820907798088,-0.00299775612884206,0.0593721642910799
"alpha",0.015855032561207,-0.00568572260701207,-0.00994124496646865
"gamma",-0.00568572260701207,0.00298144560025062,-0.00179753037313069
"luce",-0.00994124496646865,-0.00179753037313069,0.0720005880713119
"alpha",0.0138958040444606,-0.0017172246897156,-0.0120091035489508
"gamma",-0.0017172246897156,0.050166272938576,-0.00348402697132861
"luce",-0.0120091035489508,-0.00348402697132861,0.0765747180982659
"alpha",0.0018718033041248,-0.00030999592412254,-0.00725149333233828
"gamma",-0.00030999592412254,0.0014562444200596,0.00162294213806175
"luce",-0.00725149333233828,0.00162294213806175,0.0608083458214046
"alpha",0.00312589522757098,-0.000908203020538322,-0.0106199521866037
"gamma",-0.000908203020538322,0.0014005632340391,0.00215583681283067
"luce",-0.0106199521866037,0.00215583681283067,0.0575570991806608
"alpha",0.00405303450388139,-0.00131732927021759,-0.0139289609500205
"gamma",-0.00131732927021759,0.00357350102158261,0.00245730004365402
"luce",-0.0139289609500205,0.00245730004365402,0.0696967559234534
"alpha",0.00397149341738484,-0.00060866351941805,-0.0140098438145602
"gamma",-0.00060866351941805,0.015391444409697,0.00186856951328821
"luce",-0.0140098438145602,0.00186856951328821,0.0746498528481823
"alpha",0.00305299423588381,-0.000525982597771081,-0.0122616002768826
"gamma",-0.000525982597771081,0.0106356465412866,0.000565965173116527
"luce",-0.0122616002768826,0.000565965173116527,0.0703822322825328
"alpha",0.00375816387293111,-0.00101257491326649,-0.0137369744199212
"gamma",-0.00101257491326649,0.00970747775627779,0.00231376541193102
"luce",-0.0137369744199212,0.00231376541193102,0.0675571196425021
"alpha",0.0573103528048927,-0.0152420024694121,-0.0174328177655848
"gamma",-0.0152420024694121,0.0111827921985158,0.00098781802309712
"luce",-0.0174328177655848,0.00098781802309712,0.0813123233033622
"alpha",0.00903387656876489,0.00468618315197967,-0.00821985320093376
"gamma",0.00468618315197967,0.0479994776354423,0.00694727272467299
"luce",-0.00821985320093376,0.00694727272467299,0.0862061142035425
"alpha",0.000881681603877376,-0.00016022508254351,-0.00339100676347786
"gamma",-0.00016022508254351,0.000999887344878568,0.00045200488007909
"luce",-0.00339100676347786,0.00045200488007909,0.0463710010196017
"alpha",0.00153340845611492,-0.000305247871982758,-0.00353984381263809
"gamma",-0.000305247871982758,0.00125708029158423,0.000868192492889366
"luce",-0.00353984381263809,0.000868192492889366,0.0191794947151864
"alpha",0.00402780485322269,-0.00100064120541039,-0.0144760515237517
"gamma",-0.00100064120541039,0.00738341216409275,0.00294381907439123
"luce",-0.0144760515237517,0.00294381907439123,0.0676484851818935
"alpha",0.000882707116956294,1.0436320830769e-06,-0.00364051845979195
"gamma",1.0436320830769e-06,0.00175290678216873,0.000208254448451873
"luce",-0.00364051845979195,0.000208254448451873,0.0423210307022388
"alpha",0.00310309176688341,-0.000802428948281059,-0.0113813117053057
"gamma",-0.000802428948281059,0.00907088387542767,0.00109923900476611
"luce",-0.0113813117053057,0.00109923900476611,0.0639882738410807
"alpha",0.00634764379772894,0.000757204656097191,-0.00584098240253932
"gamma",0.000757204656097191,0.0468293061778481,0.0122313094420267
"luce",-0.00584098240253932,0.0122313094420267,0.0823989698413889
"alpha",0.0560443338898237,-0.0189034864180298,-0.010700847056249
"gamma",-0.0189034864180298,0.023120654116703,-0.00243996702581498
"luce",-0.010700847056249,-0.00243996702581498,0.0791237717802408
"alpha",0.0605061477994172,-0.00461777537907836,-0.00749845170857813
"gamma",-0.00461777537907836,0.00286930665249922,-0.00115766174339651
"luce",-0.00749845170857813,-0.00115766174339651,0.0797184414230778
"alpha",0.00402924060589103,-0.000147956828615111,-0.0150978546942022
"gamma",-0.000147956828615111,0.00514860750505944,0.00043438772253758
"luce",-0.0150978546942022,0.00043438772253758,0.0736854301746201
"alpha",0.0013268530908409,-0.00042427338653937,-0.00297654217252009
"gamma",-0.00042427338653937,0.00105439360578172,0.000674136612889962
"luce",-0.00297654217252009,0.000674136612889962,0.0282594558516817
"alpha",0.00300192937037774,-0.000684717368826277,-0.0113475648151569
"gamma",-0.000684717368826277,0.00591910727715782,0.00231589967666829
"luce",-0.0113475648151569,0.00231589967666829,0.0653288806018056
"alpha",0.00852492804475877,-0.00408336924791563,-0.0182850978660262
"gamma",-0.00408336924791563,0.00582148783159315,0.0029717677839084
"luce",-0.0182850978660262,0.0029717677839084,0.076781946002215
"alpha",0.00954120439411996,-0.00128552882943707,-0.0145274752041453
"gamma",-0.00128552882943707,0.0240762527916691,0.00505226829702536
"luce",-0.0145274752041453,0.00505226829702536,0.0770968192577828
"alpha",0.00833141140608352,-0.0025576773796707,-0.0161690035768246
"gamma",-0.0025576773796707,0.0154584098018294,0.00386029256181995
"luce",-0.0161690035768246,0.00386029256181995,0.0796305979912073
"alpha",0.00235519560265327,-0.000546772421332779,-0.00539388309270496
"gamma",-0.000546772421332779,0.00460750167006454,0.000953877266742149
"luce",-0.00539388309270496,0.000953877266742149,0.0223381017197553
"alpha",0.00408964337570546,-0.000565221124657203,-0.0154285468280839
"gamma",-0.000565221124657203,0.00724997063893237,0.001771455925395
"luce",-0.0154285468280839,0.001771455925395,0.083782665219432
"alpha",0.00715522833252515,0.00352402490164946,-0.00562880683453986
"gamma",0.00352402490164946,0.0700786967468483,0.0112151688107093
"luce",-0.00562880683453986,0.0112151688107093,0.0772136835619197
"alpha",0.00454222573130036,-0.00115735579714354,-0.0129225077529167
"gamma",-0.00115735579714354,0.00177344876116322,0.000659076050493679
"luce",-0.0129225077529167,0.000659076050493679,0.0592499811770367
"alpha",0.0166917488963782,-0.0064568268267551,-0.0117901765386647
"gamma",-0.0064568268267551,0.00383755266811199,-0.000529289580396447
"luce",-0.0117901765386647,-0.000529289580396447,0.0654706895807817
"alpha",0.0140140665294854,-0.00530564256219077,-0.0145637026126984
"gamma",-0.00530564256219077,0.0267775911785578,0.00419423040617305
"luce",-0.0145637026126984,0.00419423040617305,0.0851479780067746
"alpha",0.00692234886074659,0.00117773074359916,-0.00786177701306171
"gamma",0.00117773074359916,0.0485232637591666,0.00608934795851635
"luce",-0.00786177701306171,0.00608934795851635,0.0839172393722796
"alpha",0.00303853725152196,-0.00077549065307695,-0.0118775954523572
"gamma",-0.00077549065307695,0.00556290082920086,0.00249310486996742
"luce",-0.0118775954523572,0.00249310486996742,0.0667453724539942
"alpha",0.00397379694983152,-0.000334781112328557,-0.0124142832202329
"gamma",-0.000334781112328557,0.00960984977725557,0.0023135788688206
"luce",-0.0124142832202329,0.0023135788688206,0.0769182910814294
"alpha",0.00398134225312931,-0.000469211640423163,-0.0120012807134323
"gamma",-0.000469211640423163,0.0172197797986449,0.00227108639030304
"luce",-0.0120012807134323,0.00227108639030304,0.0762779673316704
"alpha",0.0372994530325763,-0.0124673916660269,-0.0152624377122496
"gamma",-0.0124673916660269,0.00660264269331344,0.000459211891165247
"luce",-0.0152624377122496,0.000459211891165247,0.0812317864019569
"alpha",0.00316705367170005,-0.000989581624233085,-0.0126893624802594
"gamma",-0.000989581624233085,0.00891802478606343,0.00326558567547607
"luce",-0.0126893624802594,0.00326558567547607,0.0703729004135032
"alpha",0.00499385319655208,-0.00133804999450035,-0.0146180499209933
"gamma",-0.00133804999450035,0.0195472428027951,0.00452093313989334
"luce",-0.0146180499209933,0.00452093313989334,0.083345689068831
"alpha",0.0468723144594427,-0.019863668533049,-0.0100779855866421
"gamma",-0.019863668533049,0.0243155181754365,-8.36895657211776e-05
"luce",-0.0100779855866421,-8.36895657211776e-05,0.0828436201093505
"alpha",0.00982785609211822,0.000948575192954017,-0.012247967812325
"gamma",0.000948575192954017,0.0271970098753269,0.003067262394569
"luce",-0.012247967812325,0.003067262394569,0.0798852219950015
"alpha",0.00978550269617823,-0.000546514315054003,-0.0122698980622144
"gamma",-0.000546514315054003,0.0211786308260124,0.00186608381597316
"luce",-0.0122698980622144,0.00186608381597316,0.0846021490571899
"alpha",0.0311241068314963,-0.0121565518440731,-0.013448779659727
"gamma",-0.0121565518440731,0.00954314916417811,-0.00201336643559215
"luce",-0.013448779659727,-0.00201336643559215,0.0770023410695581
"alpha",0.00229223113880376,-0.000780107638835044,-0.00705388545752716
"gamma",-0.000780107638835044,0.00163146765968794,0.00163968064644168
"luce",-0.00705388545752716,0.00163968064644168,0.0456886664814716
"alpha",0.0102775209103106,-0.00518323625257263,-0.0172455873129354
"gamma",-0.00518323625257263,0.00726376889443118,0.000311249332873399
"luce",-0.0172455873129354,0.000311249332873399,0.07925676968503
"alpha",0.00606349221505201,-0.00307249369123437,-0.0101061267641041
"gamma",-0.00307249369123437,0.00314474009526824,0.000772385401416153
"luce",-0.0101061267641041,0.000772385401416153,0.0514720598682095
"alpha",0.00287924337834996,-0.000450488426998668,-0.0100940895088234
"gamma",-0.000450488426998668,0.00261767166645916,0.00167648069699966
"luce",-0.0100940895088234,0.00167648069699966,0.0585050637343238
"alpha",0.00265411791032717,-0.000125692000548227,-0.00707374006796406
"gamma",-0.000125692000548227,0.00344403264892833,0.000675243066128789
"luce",-0.00707374006796406,0.000675243066128789,0.0306425456038129
"alpha",0.0131576156759984,-0.00248680551258045,-0.0137007506399502
"gamma",-0.00248680551258045,0.0395140885889509,0.00245749218685855
"luce",-0.0137007506399502,0.00245749218685855,0.0808328210147228
"alpha",0.00369096844480185,-0.00092377215922032,-0.0141355912035118
"gamma",-0.00092377215922032,0.00614839471917894,0.00252807711790759
"luce",-0.0141355912035118,0.00252807711790759,0.0729623306651085
"alpha",0.00384064168638041,-0.000557880996628471,-0.0131943258126255
"gamma",-0.000557880996628471,0.00531866610292976,0.00174009239724104
"luce",-0.0131943258126255,0.00174009239724104,0.0617891490056032
"alpha",0.00779258043791565,-0.00311681916451985,-0.016990363075249
"gamma",-0.00311681916451985,0.00328134349232994,0.00171645673983207
"luce",-0.016990363075249,0.00171645673983207,0.0689550123733592
"alpha",0.00469303637469938,-0.00127876601273927,-0.0164508128979715
"gamma",-0.00127876601273927,0.00301660315072714,0.00370442932438773
"luce",-0.0164508128979715,0.00370442932438773,0.0767202668213217
"alpha",0.00824317340921481,-0.00288308358514526,-0.00728775104416573
"gamma",-0.00288308358514526,0.0478496753908216,0.00251642731114385
"luce",-0.00728775104416573,0.00251642731114385,0.074519669454344
"alpha",0.0106462553576174,0.00437080369308705,-0.00719398927453585
"gamma",0.00437080369308705,0.0262522567189065,0.00844829279335753
"luce",-0.00719398927453585,0.00844829279335753,0.0791393613822684
"alpha",0.0303890910918359,-0.015853375567747,-0.013911457550244
"gamma",-0.015853375567747,0.0228494215306982,-0.000932227798789154
"luce",-0.013911457550244,-0.000932227798789154,0.0803073311628405
"alpha",0.00346944885389348,-0.000855343067626301,-0.0125670673948356
"gamma",-0.000855343067626301,0.00259339363881078,0.0029145103877523
"luce",-0.0125670673948356,0.0029145103877523,0.0659648530918945
"alpha",0.0144788433385,-0.00782088007359807,-0.012678520086343
"gamma",-0.00782088007359807,0.0405322620465638,0.0034717550781264
"luce",-0.012678520086343,0.0034717550781264,0.0792409113756352
"alpha",0.00951367373332209,0.00344952472700357,-0.00849217873667178
"gamma",0.00344952472700357,0.0668176612256853,0.00537828167064841
"luce",-0.00849217873667178,0.00537828167064841,0.0809103954941005
"alpha",0.0678845092751818,-0.0154283661518783,-0.0111526661278301
"gamma",-0.0154283661518783,0.0145463352937999,-0.00142517092922158
"luce",-0.0111526661278301,-0.00142517092922158,0.0806526248388125
"alpha",0.0114851349106871,0.00185428338614974,-0.0143251744762553
"gamma",0.00185428338614974,0.0311349768617141,0.000629291681408339
"luce",-0.0143251744762553,0.000629291681408339,0.0788301886099812
"alpha",0.000997603132867215,-0.000310286906046939,-0.00377230424307789
"gamma",-0.000310286906046939,0.0008509552384312,0.00139029150219899
"luce",-0.00377230424307789,0.00139029150219899,0.0498978055280892
"alpha",0.0288630112537628,-0.00882480285485697,-0.0133223237836056
"gamma",-0.00882480285485697,0.0040277575212466,-0.00109859892045829
"luce",-0.0133223237836056,-0.00109859892045829,0.0796703996911814
"alpha",0.0615081891900336,-0.00765704946349584,-0.00908621460704924
"gamma",-0.00765704946349584,0.00750548652018292,-0.000718762219418329
"luce",-0.00908621460704924,-0.000718762219418329,0.0799642711405338
"alpha",0.00461097652480204,-0.000502078034278438,-0.0151261801579752
"gamma",-0.000502078034278438,0.00960459274311649,0.0019888957302704
"luce",-0.0151261801579752,0.0019888957302704,0.0760199350625074
"alpha",0.00247077719672467,-0.000550570008526782,-0.0088276072245458
"gamma",-0.000550570008526782,0.00181310313744943,0.00161286286731461
"luce",-0.0088276072245458,0.00161286286731461,0.0571142341890536
"alpha",0.0126657827886491,-0.00988251217221805,-0.0106151884038831
"gamma",-0.00988251217221805,0.0858778703225037,0.00962710061264045
"luce",-0.0106151884038831,0.00962710061264045,0.0813054610077363
"alpha",0.00978325793381427,0.00556050060149257,-0.00775350730733499
"gamma",0.00556050060149257,0.0695073671779441,0.00784652216564517
"luce",-0.00775350730733499,0.00784652216564517,0.0784372783462452
"alpha",0.00382212245845981,-0.000857253198638443,-0.0150795167502533
"gamma",-0.000857253198638443,0.00889292162756205,0.00209704946843704
"luce",-0.0150795167502533,0.00209704946843704,0.0798339785029571
"alpha",0.0109882401419041,0.00482232050413652,-0.0101540787455588
"gamma",0.00482232050413652,0.0355661524986238,0.00572137119444464
"luce",-0.0101540787455588,0.00572137119444464,0.0794081277714733
"alpha",0.00654451145995506,-3.45678995550511e-05,-0.0127467006871275
"gamma",-3.45678995550511e-05,0.020822911431671,0.00528312363951346
"luce",-0.0127467006871275,0.00528312363951346,0.0798246489856057
"alpha",0.0415684652572961,-0.0154503930465544,-0.0112757782407807
"gamma",-0.0154503930465544,0.0139826445462339,-0.00206075248686688
"luce",-0.0112757782407807,-0.00206075248686688,0.0768642436757087
"alpha",0.00724639308031277,0.000164872881953223,-0.0142957177453294
"gamma",0.000164872881953223,0.020919253405829,0.000870152637733432
"luce",-0.0142957177453294,0.000870152637733432,0.0821769514039118
"alpha",0.00166625833589282,-0.000537412807017914,-0.00285727540585014
"gamma",-0.000537412807017914,0.000661749333307222,-0.000173316327131495
"luce",-0.00285727540585014,-0.000173316327131495,0.0354883837906081
"alpha",0.0114651690400071,-0.00558343151654734,-0.0158580576759565
"gamma",-0.00558343151654734,0.0166924546134924,0.00156577107075045
"luce",-0.0158580576759565,0.00156577107075045,0.078679550403215
"alpha",0.00794954274610726,0.00297845212719513,-0.00722117154908588
"gamma",0.00297845212719513,0.0501252998697021,0.00610397862370333
"luce",-0.00722117154908588,0.00610397862370333,0.0804586910032329
"alpha",0.0131728965103703,0.00145457664212732,-0.0107444403201506
"gamma",0.00145457664212732,0.088568822709817,-0.0021539674462879
"luce",-0.0107444403201506,-0.0021539674462879,0.0812470259178647
"alpha",0.00838597425841508,0.00266106071863745,-0.00699614801137538
"gamma",0.00266106071863745,0.0870942361332608,0.00876494472939158
"luce",-0.00699614801137538,0.00876494472939158,0.072857584172073
"alpha",0.00344317663011962,-0.00114461784625259,-0.00563193364053543
"gamma",-0.00114461784625259,0.00118452291628507,-0.00233749805113035
"luce",-0.00563193364053543,-0.00233749805113035,0.0554637230481632
"alpha",0.0483926065582424,-0.0121299719199406,-0.0174533970769479
"gamma",-0.0121299719199406,0.00766457373652966,0.00185741777791458
"luce",-0.0174533970769479,0.00185741777791458,0.0796036689244677
"alpha",0.00284357906728688,-0.000364992822193787,-0.0117249830016714
"gamma",-0.000364992822193787,0.00474702272554361,0.00144848338465553
"luce",-0.0117249830016714,0.00144848338465553,0.0680143872991193
"alpha",0.00474460843984555,0.000307895036959287,-0.0138322489146212
"gamma",0.000307895036959287,0.0351397714903633,-0.00133280996255593
"luce",-0.0138322489146212,-0.00133280996255593,0.0778865082884707
"alpha",0.00205886991348063,-0.000359020966373762,-0.00718318718926689
"gamma",-0.000359020966373762,0.0018428933269531,0.00124553919772214
"luce",-0.00718318718926689,0.00124553919772214,0.0523875155682911
"alpha",0.0118794170451669,-0.00736662483877059,-0.00986655219128101
"gamma",-0.00736662483877059,0.069362244447374,-0.000162040712411995
"luce",-0.00986655219128101,-0.000162040712411995,0.0782178467348577
"alpha",0.0630452188383978,-0.0145742878937403,-0.00742607816390604
"gamma",-0.0145742878937403,0.0147783809015468,-0.00340943204766238
"luce",-0.00742607816390604,-0.00340943204766238,0.085652288568167
"alpha",0.0491102812959019,-0.0154302283559695,-0.0117833795756269
"gamma",-0.0154302283559695,0.0109276031386076,-0.00326271337592458
"luce",-0.0117833795756269,-0.00326271337592458,0.0822746073347535
"alpha",0.0056177715360995,-0.001922169986232,-0.0127302529133349
"gamma",-0.001922169986232,0.001931622250929,-0.000429977500377814
"luce",-0.0127302529133349,-0.000429977500377814,0.0679012908755652
"alpha",0.00399064189111438,-0.000886832233618079,-0.0146348914347893
"gamma",-0.000886832233618079,0.0101195844758339,0.00198137469627583
"luce",-0.0146348914347893,0.00198137469627583,0.0784885311292113
"alpha",0.00473290473578515,-0.00149663622104783,-0.00817226342647491
"gamma",-0.00149663622104783,0.0017794516508644,-0.00425331074877883
"luce",-0.00817226342647491,-0.00425331074877883,0.0711671187656178
"alpha",0.0139649169520593,-0.00558800925021673,-0.0130018023739373
"gamma",-0.00558800925021673,0.0367807580143411,0.00238617445028046
"luce",-0.0130018023739373,0.00238617445028046,0.0820582862642611
"alpha",0.00523841210137997,-0.000892949705422474,-0.0137420412626126
"gamma",-0.000892949705422474,0.0221606758869364,0.0042868760649441
"luce",-0.0137420412626126,0.0042868760649441,0.0802712462057723
"alpha",0.00380717149138985,-0.00130294625871128,-0.0140563987681309
"gamma",-0.00130294625871128,0.00613257153367007,0.00308244551001818
"luce",-0.0140563987681309,0.00308244551001818,0.069925695605077
"alpha",0.00140608253959659,-0.00032924240091306,-0.00540203216169534
"gamma",-0.00032924240091306,0.00107121974511727,0.00140764132184594
"luce",-0.00540203216169534,0.00140764132184594,0.0485283709343554
"alpha",0.0158716128721205,-0.00872302922017251,-0.0141415852818578
"gamma",-0.00872302922017251,0.0601925944299427,0.00555662235479622
"luce",-0.0141415852818578,0.00555662235479622,0.0860803851728259
"alpha",0.0136354209794635,-0.00877286664234117,-0.0097751552890889
"gamma",-0.00877286664234117,0.0748345716661853,0.000615502479171781
"luce",-0.0097751552890889,0.000615502479171781,0.0807514151128484
"alpha",0.0688378760245255,-0.00715578316222568,-0.00924772870378726
"gamma",-0.00715578316222568,0.00597609024962091,-0.000937712624513211
"luce",-0.00924772870378726,-0.000937712624513211,0.0770227367154187
"alpha",0.00369515178891443,-0.000997914223984917,-0.0141211437154385
"gamma",-0.000997914223984917,0.0112339323241544,0.00295222174701009
"luce",-0.0141211437154385,0.00295222174701009,0.0791035290001833
"alpha",0.000898526987029071,0.00011216879591755,-0.00290178010898083
"gamma",0.00011216879591755,0.00148880704866687,-0.000182103800282097
"luce",-0.00290178010898083,-0.000182103800282097,0.0406622193450955
"alpha",0.0619591079432499,-0.0207563124240974,-0.00689236272300079
"gamma",-0.0207563124240974,0.0330926605121796,-0.00434175800975883
"luce",-0.00689236272300079,-0.00434175800975883,0.0835556520933627
"alpha",0.00245927908004078,-0.000817700668269027,-0.00903763975071909
"gamma",-0.000817700668269027,0.00314823751312253,0.00252941997373348
"luce",-0.00903763975071909,0.00252941997373348,0.052720892702107
"alpha",0.00300498554694385,-0.000235466177639625,-0.0110009936634259
"gamma",-0.000235466177639625,0.0036712880789516,0.00130313409523115
"luce",-0.0110009936634259,0.00130313409523115,0.0642377045985725
"alpha",0.0452807202849073,-0.0102816227967007,-0.016041417806188
"gamma",-0.0102816227967007,0.00525533616343135,-0.000609784204760247
"luce",-0.016041417806188,-0.000609784204760247,0.0793254638339868
"alpha",0.00697343729983176,0.000325201079500459,-0.0068813073396761
"gamma",0.000325201079500459,0.0559372680577904,0.0115738086971459
"luce",-0.0068813073396761,0.0115738086971459,0.0803389837051602
"alpha",0.0643477760071436,-0.0110724088488974,-0.00878926853423624
"gamma",-0.0110724088488974,0.012048885922649,-0.00130602544928623
"luce",-0.00878926853423624,-0.00130602544928623,0.0853916566414679
"alpha",0.00926083879308847,-0.00225700727447065,-0.00874185375383077
"gamma",-0.00225700727447065,0.0553251475298368,0.00814492423376472
"luce",-0.00874185375383077,0.00814492423376472,0.0808028305087675
"alpha",0.0100454861862926,-0.00384611334909861,-0.0110276579073877
"gamma",-0.00384611334909861,0.00278959282135113,-0.00255765762072527
"luce",-0.0110276579073877,-0.00255765762072527,0.075879006262923
"alpha",0.004144986966329,-0.00209631357376637,-0.00463970088008621
"gamma",-0.00209631357376637,0.0703239782222223,0.0139607202495068
"luce",-0.00463970088008621,0.0139607202495068,0.080815213142415
"alpha",0.00663498926407905,0.00151013056141859,-0.00978688399409949
"gamma",0.00151013056141859,0.0194055426260403,0.00746098982907875
"luce",-0.00978688399409949,0.00746098982907875,0.0800520080511658
"alpha",0.00310442685769209,-0.000780034840151863,-0.0115621187168704
"gamma",-0.000780034840151863,0.00869313910913107,0.00128520125274843
"luce",-0.0115621187168704,0.00128520125274843,0.0663248147329515
"alpha",0.00376550697782499,-0.000903866990794874,-0.0118576693516674
"gamma",-0.000903866990794874,0.00737865520707588,0.00164760066044719
"luce",-0.0118576693516674,0.00164760066044719,0.0513096645028629
"alpha",0.00336287855444691,-0.00015171906631201,-0.0129026373719103
"gamma",-0.00015171906631201,0.00804108508289233,0.000943189082070697
"luce",-0.0129026373719103,0.000943189082070697,0.0758037655226822
"alpha",0.00386703981398637,-0.00137661862363651,-0.0128463446234248
"gamma",-0.00137661862363651,0.00605130533218748,0.00371800841524043
"luce",-0.0128463446234248,0.00371800841524043,0.056409953396488
"alpha",0.00180867442718152,-0.000528902720902742,-0.00538495330119598
"gamma",-0.000528902720902742,0.00133225983213298,0.00134184699233731
"luce",-0.00538495330119598,0.00134184699233731,0.0407806656835876
"alpha",0.0157844089101053,-0.0083323223918084,-0.0178123466976988
"gamma",-0.0083323223918084,0.00869078880732225,0.000739295018689345
"luce",-0.0178123466976988,0.000739295018689345,0.0826468647513405
"alpha",0.00518027386207764,-0.00150429545921859,-0.0144493015358146
"gamma",-0.00150429545921859,0.00504341438626598,0.00204262998408073
"luce",-0.0144493015358146,0.00204262998408073,0.0572152207709846
"alpha",0.00493881576846288,-0.00139040967228757,-0.0167627067425251
"gamma",-0.00139040967228757,0.00270450804200058,0.00308490365343968
"luce",-0.0167627067425251,0.00308490365343968,0.0742338567602387
"alpha",0.0128559101009208,-0.00899022239399727,-0.0154251449216583
"gamma",-0.00899022239399727,0.036631437802711,0.00129724878608552
"luce",-0.0154251449216583,0.00129724878608552,0.0779341977819397
"alpha",0.0306873522458636,-0.0114787498889258,-0.0123932021328017
"gamma",-0.0114787498889258,0.0072084123919532,-0.00208078494997632
"luce",-0.0123932021328017,-0.00208078494997632,0.0808095663138911
"alpha",0.00686379159673848,-0.00213230925507773,-0.0178617128090297
"gamma",-0.00213230925507773,0.0127779189997833,0.00402659121548396
"luce",-0.0178617128090297,0.00402659121548396,0.0789574271853207
"alpha",0.00930375630075434,0.00378613152880064,-0.00789748694596652
"gamma",0.00378613152880064,0.0501625548902694,0.0071969035055521
"luce",-0.00789748694596652,0.0071969035055521,0.082945423974561
"alpha",0.0143152568355118,-0.00232103090764293,-0.0176494809473911
"gamma",-0.00232103090764293,0.0170472034309023,0.0019518945550085
"luce",-0.0176494809473911,0.0019518945550085,0.0832700722742252
"alpha",0.00799845842615646,-0.000422652887867317,-0.0141072134640827
"gamma",-0.000422652887867317,0.0185373571699194,0.00100282103436595
"luce",-0.0141072134640827,0.00100282103436595,0.0802744214513055
"alpha",0.00780444888322917,-0.00659627168039254,-0.00815513235392023
"gamma",-0.00659627168039254,0.0797023800592172,0.0107099015008096
"luce",-0.00815513235392023,0.0107099015008096,0.0787113029384111
"alpha",0.0132586076048131,-0.00643244052280118,-0.0117912314195439
"gamma",-0.00643244052280118,0.0565661230848391,0.00233826066523485
"luce",-0.0117912314195439,0.00233826066523485,0.0776628927892836
"alpha",0.00109343802897761,-0.00026158534602527,-0.00271410703963349
"gamma",-0.00026158534602527,0.000782905138775552,0.00103676780373181
"luce",-0.00271410703963349,0.00103676780373181,0.0310209324672962
"alpha",0.0615163850053243,-0.0162416274694667,-0.015107160197862
"gamma",-0.0162416274694667,0.0182106748758745,-8.64379594052055e-05
"luce",-0.015107160197862,-8.64379594052055e-05,0.0820185621635144
"alpha",0.00364578680868598,-0.00100530532610351,-0.0123903967176603
"gamma",-0.00100530532610351,0.00158674590557297,0.00230286669029681
"luce",-0.0123903967176603,0.00230286669029681,0.0626473046813116
"alpha",0.00783742646613711,-0.00147370430594266,-0.0153114394049996
"gamma",-0.00147370430594266,0.0184662841572367,0.00385801381486637
"luce",-0.0153114394049996,0.00385801381486637,0.0780667093869259
"alpha",0.0575238594276517,-0.00976849065502446,-0.0099800647654976
"gamma",-0.00976849065502446,0.00776243901936792,-0.000928967942144009
"luce",-0.0099800647654976,-0.000928967942144009,0.0841174679396949
"alpha",0.0661619135313929,-0.0183658198850783,-0.00946941284403401
"gamma",-0.0183658198850783,0.0234404317924272,-0.00133183980667662
"luce",-0.00946941284403401,-0.00133183980667662,0.0847009935080064
"alpha",0.000510246712438803,-5.74841325451243e-05,-0.00142181836477893
"gamma",-5.74841325451243e-05,0.00149487515410534,-0.000558635358697096
"luce",-0.00142181836477893,-0.000558635358697096,0.0403358693757678
"alpha",0.00284836934443783,-0.000149320390561142,-0.0109049796611066
"gamma",-0.000149320390561142,0.00764739811916711,0.00111184698908185
"luce",-0.0109049796611066,0.00111184698908185,0.0690865870966878
"alpha",0.0105440787724329,0.00133621967793388,-0.0103138759194523
"gamma",0.00133621967793388,0.0466246851261017,0.00194087861919143
"luce",-0.0103138759194523,0.00194087861919143,0.079517040583608
"alpha",0.0048618691578155,-0.00213078271706777,-0.014905140922872
