"","lambdaluce","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"lambdaluceTemp",3.62435305818312,1.26298141207395,1.55322499206455,2.67763905048369,3.48145404600072,4.43620563277146,6.28384812076937
"lambdaluceTemp",3.55309871123172,1.35458245497387,1.32546463540417,2.51446539025392,3.39850682540967,4.48077006751696,6.3965209844412
"lambdaluceTemp",2.5956126657767,1.01423414898193,1.10395603297742,1.86489280170221,2.43013192952734,3.12054552390245,5.07773555872221
"lambdaluceTemp",1.27487756644005,0.450431230506,0.622765253758662,0.932009858634465,1.2108710479297,1.54016868660956,2.32542816425972
"lambdaluceTemp",3.30873762032901,1.26853975376531,1.40149273973209,2.37384331842954,3.09211637611226,4.11851110310772,6.24485328981775
"lambdaluceTemp",1.25628801230081,0.454486140025727,0.607097029710761,0.919222650536183,1.17858370184623,1.52023502162088,2.3157698002063
"lambdaluceTemp",1.13993973199672,0.421290618054518,0.584551866756571,0.817881730127556,1.06375378114057,1.35901865012411,2.21167170055169
"lambdaluceTemp",1.30696355181702,0.511428772115418,0.614697761638628,0.926176004404091,1.21032722071266,1.57795571726412,2.49222470732333
"lambdaluceTemp",1.76259773223226,0.655938579679994,0.821292759990662,1.27575539292059,1.63959462539029,2.12403253051371,3.3057044737435
"lambdaluceTemp",3.34405273085909,1.16651064004258,1.43948269032482,2.4658123772513,3.21060478957321,4.1028957032234,5.90879093180617
"lambdaluceTemp",3.95400229419855,1.25307528372319,1.85620003686546,2.98188709639512,3.8492523062432,4.83957096784954,6.57007539248218
"lambdaluceTemp",2.2620780915686,0.908095002759185,0.942266464093103,1.60809004056719,2.12364560093009,2.74227426177268,4.44977301474955
"lambdaluceTemp",3.07302711975076,1.19537965190545,1.28107903378225,2.18302693337639,2.86528757453964,3.77777923232997,5.89077146022653
"lambdaluceTemp",2.80699301751632,1.18354887515211,1.02394079876748,1.9238112753693,2.63459131499523,3.53896444732889,5.48026313695425
"lambdaluceTemp",3.39818382052693,1.364545137174,1.30233130215874,2.33875980995662,3.23639415852503,4.31381809594321,6.29825386720799
"lambdaluceTemp",3.71019062806209,1.36946456638355,1.51175558934651,2.64490370791514,3.56008410719162,4.6517877355279,6.59222190845269
"lambdaluceTemp",3.31202657616026,1.12384723990781,1.49590720146906,2.4859552657963,3.17840821798965,4.02498921935863,5.86838779325457
"lambdaluceTemp",1.49571103617938,0.553589206840964,0.671236839357875,1.10292488331644,1.41150955694856,1.79325193496482,2.84359131763138
"lambdaluceTemp",2.73633967811353,1.15490949288055,1.01250435720073,1.8864369129006,2.57815507712025,3.39681729444269,5.38973922393083
"lambdaluceTemp",3.59877754597213,1.29392939697424,1.52939233916173,2.62684337388171,3.40694746558667,4.49438409616835,6.41621889529399
"lambdaluceTemp",3.58864938860374,1.26448710118891,1.60491838815616,2.6316713483415,3.39143795489861,4.424025885584,6.42228063452135
"lambdaluceTemp",2.65273662231537,1.08154157480858,1.02802571815034,1.83930338647959,2.49386993947877,3.28578123520081,5.11004938953197
"lambdaluceTemp",3.89245514128221,1.2746035730937,1.70756308650819,2.92703984553681,3.79003628480899,4.76534593736861,6.46427592494229
"lambdaluceTemp",3.80045702674946,1.35222516305625,1.5621047033317,2.74662509003784,3.66493951218103,4.73931187046384,6.70186694210913
"lambdaluceTemp",3.61698156703255,1.26779663196024,1.59328411829271,2.66806373784425,3.43111667552549,4.45773357755566,6.37362095248118
"lambdaluceTemp",1.47787524848888,0.539790178437773,0.688395785537096,1.0913193810647,1.39111021123198,1.76422046398528,2.77652036074686
"lambdaluceTemp",4.46129822272076,1.30042034703451,2.07981653421544,3.43576486834273,4.47343706566333,5.41298338505686,6.85678479590491
"lambdaluceTemp",1.3929191369418,0.499981309980112,0.677809901135241,1.01519294715817,1.30474574892016,1.69334940375566,2.54173759889323
"lambdaluceTemp",1.67900366024204,0.563056616662585,0.805649826962003,1.26486086869994,1.61485617768164,2.02886987813072,2.9141740702594
"lambdaluceTemp",3.57509359931925,1.33276830882211,1.41671706175281,2.57138538490615,3.39222383206864,4.49534466590134,6.40592894581998
"lambdaluceTemp",2.2465525407805,0.919014790814355,0.825061276960932,1.55769762595705,2.10694467224525,2.80770632855793,4.39510500150733
"lambdaluceTemp",2.23561395554197,0.828318421215919,1.01430662134805,1.63180857528687,2.11439356453774,2.68014378705999,4.12761995383566
"lambdaluceTemp",3.31718560294356,1.2921373830318,1.36075293086168,2.33421132396442,3.10456608000973,4.13138674883113,6.19508267654978
"lambdaluceTemp",4.00532550485286,1.32379780932537,1.72403957955219,2.99768925715162,3.92552468926664,4.94466488576176,6.62707122420986
"lambdaluceTemp",2.16297584147725,0.853215752790981,0.866405097004303,1.52733234801464,2.0246728013409,2.67110334240954,4.11484593614344
"lambdaluceTemp",3.91779665026648,1.43187371610479,1.44805576071887,2.79316038560362,3.86876040560093,4.94248053991304,6.73706101632241
"lambdaluceTemp",1.70574059678298,0.575575407291662,0.787247799023674,1.28554438922913,1.63475915137829,2.05025424674663,2.9904284008604
"lambdaluceTemp",3.61616257272677,1.33931043477632,1.45054094325281,2.5631446800412,3.4726660952796,4.54090667589528,6.42129262719978
"lambdaluceTemp",3.60076255597664,1.31213874010531,1.52698263906595,2.56417020971313,3.45139627598684,4.4499344491105,6.43466193434339
"lambdaluceTemp",4.41823786751547,1.29626466104472,2.00261179252393,3.45877550063559,4.41252510186025,5.42884938722572,6.81617723885954
"lambdaluceTemp",2.64870595433523,0.951320491326305,1.18971429306751,1.94638118083062,2.50644312430088,3.20015950865105,4.86371604110873
"lambdaluceTemp",2.18813229875195,0.873441565796453,0.870014240749613,1.51990410527463,2.0785931136279,2.7271885401904,4.17733855202837
"lambdaluceTemp",1.14260017132829,0.400107785393594,0.598374857488835,0.839791013953795,1.07024631213415,1.37313430809759,2.07710233267264
"lambdaluceTemp",1.92656630655116,0.793537338855711,0.773830831639258,1.33235985834161,1.80548351105483,2.37915398736935,3.77040499146182
"lambdaluceTemp",3.65271865781445,1.33606868881628,1.54952355613583,2.63484427299851,3.46116856322619,4.52857810208344,6.59604477384281
"lambdaluceTemp",3.06232281656893,1.2926268852816,1.17106273574573,2.06407848118444,2.85440144125871,3.85642061782728,6.02841573428419
"lambdaluceTemp",4.63981692905481,1.27503385595632,2.20421849718954,3.72311226947051,4.62515042213271,5.59827929873123,6.93607112934762
"lambdaluceTemp",2.26009949958891,0.936564424859323,0.872985586784679,1.5526415981058,2.13988850685918,2.78401309799552,4.44852803673549
"lambdaluceTemp",4.54802261286622,1.28270488075511,2.20741646229856,3.57408099882197,4.56585393803243,5.52911676384994,6.92861743429633
"lambdaluceTemp",3.28948709506007,1.08991480820979,1.58632403925768,2.46225519591295,3.14162615893416,3.98952177837768,5.7617939850878
"lambdaluceTemp",2.0310953210418,0.750702047172161,0.847702420040758,1.4763417832689,1.95994280606791,2.49568054979761,3.69517510487479
"lambdaluceTemp",3.75703935532585,1.36940810333142,1.46984999537245,2.68749256600848,3.6641074007444,4.70839955184768,6.6360258543025
"lambdaluceTemp",4.42621206873804,1.34986089677603,1.96307831873776,3.41182291841669,4.37425190387503,5.41173305566041,6.93748833783317
"lambdaluceTemp",1.25457210402649,0.465477593041083,0.606515223954685,0.902384007633794,1.18145305431452,1.50674384237485,2.3618320074461
"lambdaluceTemp",3.81924823526686,1.3252796226875,1.59627578415767,2.78076223532547,3.6766727308138,4.78650120186967,6.54338712455331
"lambdaluceTemp",3.51545606010521,1.33365626721793,1.41089641909536,2.51728893908152,3.29987588014326,4.40528546001851,6.48297619442957
