"","beta","delta","lambdaluce"
"delta",-0.0034821584346795,0.0277446412165495,0.0266488023518463
"lambdaluce",-0.0920710429718679,0.0266488023518463,0.833811801491558
"beta",0.0711226018985039,-0.000289043025453981,-0.0891446945775321
"delta",-0.000289043025453981,0.0061889844642784,0.00183226997676204
"lambdaluce",-0.0891446945775321,0.00183226997676204,0.403048185276823
"beta",0.0589196336253037,-0.00211623455474575,-0.175207891018518
"delta",-0.00211623455474575,0.0207964367989587,0.0159933391498013
"lambdaluce",-0.175207891018518,0.0159933391498013,1.50145223344134
"beta",0.0630568118813204,-0.00222440338955541,-0.0719372535711378
"delta",-0.00222440338955541,0.0070587015299712,0.0240430541038586
"lambdaluce",-0.0719372535711378,0.0240430541038586,1.6689143930931
"beta",0.073633872959731,-0.00223678767633711,-0.0848478970715707
"delta",-0.00223678767633711,0.00579416650014521,-0.00438899621372052
"lambdaluce",-0.0848478970715707,-0.00438899621372052,1.74324449086926
"beta",0.0430719688301499,-0.00726198361278164,-0.121680688584017
"delta",-0.00726198361278164,0.026214643029456,0.0600810756286615
"lambdaluce",-0.121680688584017,0.0600810756286615,1.4499685088662
"beta",0.0555757137212883,-0.00329159559456755,-0.124013568577157
"delta",-0.00329159559456755,0.0205882538740551,0.0523520809207323
"lambdaluce",-0.124013568577157,0.0523520809207323,1.5299529410117
"beta",0.0627234995295348,-0.00617203200558189,-0.0757420352093305
"delta",-0.00617203200558189,0.00389648184163174,0.00727534503602829
"lambdaluce",-0.0757420352093305,0.00727534503602829,1.46056836765691
"beta",0.0720056173797918,-0.00228400666099905,-0.0719797079179183
"delta",-0.00228400666099905,0.00552746843274972,-0.00405791458068977
"lambdaluce",-0.0719797079179183,-0.00405791458068977,1.67983837401076
"beta",0.0682994451794735,-0.00140714327329664,-0.0843073722478495
"delta",-0.00140714327329664,0.00904383181156415,0.0305084375746905
"lambdaluce",-0.0843073722478495,0.0305084375746905,1.71464573429135
"beta",0.0730445781455875,-0.00275923148221702,-0.0703537665285019
"delta",-0.00275923148221702,0.00461236095371947,-0.0035770114111898
"lambdaluce",-0.0703537665285019,-0.0035770114111898,1.72514277783171
"beta",0.0545754563494856,-0.00109385226053774,-0.128378455310083
"delta",-0.00109385226053774,0.0178080420575009,0.0166018027172075
"lambdaluce",-0.128378455310083,0.0166018027172075,1.09441828786024
"beta",0.0529670544988931,-0.00798054642693878,-0.104516546809935
"delta",-0.00798054642693878,0.0225978072184619,0.0294273445841303
"lambdaluce",-0.104516546809935,0.0294273445841303,0.955696601471015
"beta",0.0391183226087717,-0.00989881346845048,-0.137965556304502
"delta",-0.00989881346845048,0.0145526230028879,0.0270738719465571
"lambdaluce",-0.137965556304502,0.0270738719465571,1.72510269665304
"beta",0.071644359576223,-0.00354173594079577,-0.0817782246337067
"delta",-0.00354173594079577,0.00711295668377794,-0.0016149902837838
"lambdaluce",-0.0817782246337067,-0.0016149902837838,1.66905495674556
"beta",0.0609436734674709,-0.0135684482428614,-0.122813184277609
"delta",-0.0135684482428614,0.0129816018297829,0.031943708799459
"lambdaluce",-0.122813184277609,0.031943708799459,1.62214230585125
"beta",0.0730951036125797,-0.00124291926894566,-0.0993351623758142
"delta",-0.00124291926894566,0.00348496282945344,-0.00513014129865032
"lambdaluce",-0.0993351623758142,-0.00513014129865032,2.0299114682561
"beta",0.0712119345699654,-0.00166757378698783,-0.0758102703560401
"delta",-0.00166757378698783,0.0051040309592408,-0.00758320150609401
"lambdaluce",-0.0758102703560401,-0.00758320150609401,1.78619029445171
"beta",0.0545983784826773,-0.000411653713717154,-0.0649111616747361
"delta",-0.000411653713717154,0.00689346484010608,0.00206884523723022
"lambdaluce",-0.0649111616747361,0.00206884523723022,0.27993102045452
"beta",0.0489046566863352,0.000301112446568164,-0.0454881327555713
"delta",0.000301112446568164,0.0223240754118909,0.0102922170504503
"lambdaluce",-0.0454881327555713,0.0102922170504503,0.212720927520828
"beta",0.0690737665125261,-0.00238846340305702,-0.101354763166404
"delta",-0.00238846340305702,0.00974540534565793,0.0190233609043535
"lambdaluce",-0.101354763166404,0.0190233609043535,1.87053933746714
"beta",0.0651523562444787,-0.00252059310608205,-0.0605844492228361
"delta",-0.00252059310608205,0.00589846779675933,0.0478849466797705
"lambdaluce",-0.0605844492228361,0.0478849466797705,1.74764129753376
"beta",0.0463193060516427,-0.00386308257288703,-0.130419595908649
"delta",-0.00386308257288703,0.0151358717911497,0.0573366922692787
"lambdaluce",-0.130419595908649,0.0573366922692787,1.1453725348949
"beta",0.0561093465337952,-6.40671812920192e-05,-0.135347095552215
"delta",-6.40671812920192e-05,0.0156981359895337,0.0450306983190383
"lambdaluce",-0.135347095552215,0.0450306983190383,1.01732759664151
"beta",0.0692742391561755,-0.00148231642032826,-0.0874037146172233
"delta",-0.00148231642032826,0.00857226014995245,-0.00883936499781662
"lambdaluce",-0.0874037146172233,-0.00883936499781662,1.65821370763973
"beta",0.0334606708749497,-0.000960789365025355,-0.0775714048905006
"delta",-0.000960789365025355,0.0137400456590741,0.0264579408647223
"lambdaluce",-0.0775714048905006,0.0264579408647223,1.33016641793145
"beta",0.0275453506516275,-0.0026417621325118,-0.111316213809784
"delta",-0.0026417621325118,0.0142958710094035,0.0538800187319663
"lambdaluce",-0.111316213809784,0.0538800187319663,1.85901305339013
"beta",0.0222581016191053,-0.00340505282317111,-0.0429402385187982
"delta",-0.00340505282317111,0.01480154572514,0.0256230024409533
"lambdaluce",-0.0429402385187982,0.0256230024409533,1.59858276995331
"beta",0.0638249924721756,-0.00134458790004626,-0.0997425194707007
"delta",-0.00134458790004626,0.015035755610014,0.055428955198803
"lambdaluce",-0.0997425194707007,0.055428955198803,0.800846380194134
"beta",0.0631462863659215,-0.00207588368100071,-0.0615472162387163
"delta",-0.00207588368100071,0.0167760301498613,0.00768246173012035
"lambdaluce",-0.0615472162387163,0.00768246173012035,0.353726847850561
"beta",0.0394269611524641,-0.00528342081518853,-0.143529806298806
"delta",-0.00528342081518853,0.0152063583583293,0.0278395720967094
"lambdaluce",-0.143529806298806,0.0278395720967094,1.90477936449696
"beta",0.0366342575562798,-0.00242085604655777,-0.0796439517267769
"delta",-0.00242085604655777,0.0134088601328651,0.0141418497960243
"lambdaluce",-0.0796439517267769,0.0141418497960243,1.06591249248527
"beta",0.0518956225656518,-0.00595254546523413,-0.140567015320437
"delta",-0.00595254546523413,0.0157847881211196,0.0288861476412472
"lambdaluce",-0.140567015320437,0.0288861476412472,1.48074093177049
"beta",0.023648173534023,-0.000394659456065705,-0.0607459188755418
"delta",-0.000394659456065705,0.00765101999541647,0.0164262962789761
"lambdaluce",-0.0607459188755418,0.0164262962789761,1.76771322158813
"beta",0.0686786382334968,-0.00318862533159681,-0.111394768998381
"delta",-0.00318862533159681,0.0116114421057816,0.0290480018009194
"lambdaluce",-0.111394768998381,0.0290480018009194,0.656203360493369
"beta",0.0664430022693316,-0.00779884041953505,-0.138372245846768
"delta",-0.00779884041953505,0.012493217013209,0.0314246493439391
"lambdaluce",-0.138372245846768,0.0314246493439391,0.90635878944097
"beta",0.0758088814211963,-0.00247000501481869,-0.0999589060033829
"delta",-0.00247000501481869,0.00550567877132241,-0.0110661618349368
"lambdaluce",-0.0999589060033829,-0.0110661618349368,1.80779820919807
"beta",0.0712524652428409,-0.00316847146232946,-0.0881420361665909
"delta",-0.00316847146232946,0.00652282476412931,-0.00707497824088243
"lambdaluce",-0.0881420361665909,-0.00707497824088243,1.66708980648215
"beta",0.0274026854312789,-0.000846495663645416,-0.0585131144887428
"delta",-0.000846495663645416,0.00877654944515413,0.00722605828295525
"lambdaluce",-0.0585131144887428,0.00722605828295525,0.98144326657797
"beta",0.0481426339546668,-0.000421356509730092,-0.0750148345843262
"delta",-0.000421356509730092,0.00811293958841756,0.00536836828354371
"lambdaluce",-0.0750148345843262,0.00536836828354371,0.342948215111435
"beta",0.0599559838191099,5.33459433072436e-05,-0.0912827258381203
"delta",5.33459433072436e-05,0.0125390739983038,0.00928113114124076
"lambdaluce",-0.0912827258381203,0.00928113114124076,0.617210717770663
"beta",0.0656729856842432,-0.00228425339749814,-0.0312652826934034
"delta",-0.00228425339749814,0.036004968880848,-0.000415727151272716
"lambdaluce",-0.0312652826934034,-0.000415727151272716,0.153905012816689
"beta",0.0376542235432873,-0.00292297783778424,-0.104450990590005
"delta",-0.00292297783778424,0.0105105081328,0.0289968896536699
"lambdaluce",-0.104450990590005,0.0289968896536699,1.80212688909184
"beta",0.0500615055205386,-0.00757922792889767,-0.158442506757596
"delta",-0.00757922792889767,0.0212513853091761,0.027670280435243
"lambdaluce",-0.158442506757596,0.027670280435243,1.572746765601
"beta",0.0619534800010437,-0.00136619615794777,-0.113848393328545
"delta",-0.00136619615794777,0.00821008345870525,0.0542914325222408
"lambdaluce",-0.113848393328545,0.0542914325222408,1.68589801053353
"beta",0.0509604189731008,0.000143797324995022,-0.0985574291543674
"delta",0.000143797324995022,0.0129644296783572,0.0205725529920734
"lambdaluce",-0.0985574291543674,0.0205725529920734,0.91017090948418
"beta",0.0343000929110082,-0.0038353334020789,-0.112651617220567
"delta",-0.0038353334020789,0.0252002682909275,0.0515398792950683
"lambdaluce",-0.112651617220567,0.0515398792950683,1.61803136843603
"beta",0.0553886973383152,-0.00584450327837892,-0.178423240836739
"delta",-0.00584450327837892,0.00689872163580977,0.040217680004214
"lambdaluce",-0.178423240836739,0.040217680004214,1.76897748966575
"beta",0.0519550905245519,-0.000364307512374138,-0.111152988470482
"delta",-0.000364307512374138,0.0216863529664469,0.0223675843818667
"lambdaluce",-0.111152988470482,0.0223675843818667,0.940363270480389
"beta",0.0140370286060837,-0.000524139818682064,-0.0206418298897387
"delta",-0.000524139818682064,0.0071164215280598,0.0126133303284766
"lambdaluce",-0.0206418298897387,0.0126133303284766,1.59875640002058
"beta",0.0702409188665814,-0.002189829402782,-0.0805641995312422
"delta",-0.002189829402782,0.00614776188269202,-0.00421005860446519
"lambdaluce",-0.0805641995312422,-0.00421005860446519,1.74970711876125
"beta",0.0599597640148522,-0.00295620878047695,-0.147915732094654
"delta",-0.00295620878047695,0.0107133926859133,0.0472362166694298
"lambdaluce",-0.147915732094654,0.0472362166694298,1.77301347710149
"beta",0.0182783991356508,-0.00257690636105882,-0.0583558478430514
"delta",-0.00257690636105882,0.010863296848897,0.0161656132515102
"lambdaluce",-0.0583558478430514,0.0161656132515102,1.51782000654396
"beta",0.0550574309542392,-0.000661831989224892,-0.141517260461219
"delta",-0.000661831989224892,0.0114192836617393,0.0402248099336218
"lambdaluce",-0.141517260461219,0.0402248099336218,1.19017823023535
"beta",0.0344499648919801,-0.0031748819008339,-0.125347717759179
"delta",-0.0031748819008339,0.0114904618809656,0.0203548051411842
"lambdaluce",-0.125347717759179,0.0203548051411842,1.82877443993833
"beta",0.045914834740318,-0.00529650418866849,-0.127493498565825
"delta",-0.00529650418866849,0.0160901368137723,0.0381805503695222
"lambdaluce",-0.127493498565825,0.0381805503695222,1.65666153322592
"beta",0.0490446557415881,-0.00678549522106795,-0.110463475977727
"delta",-0.00678549522106795,0.017095073456018,0.0432445583213414
"lambdaluce",-0.110463475977727,0.0432445583213414,1.32180357267081
"beta",0.0452546403461882,-0.00125617262547214,-0.0678039013741477
"delta",-0.00125617262547214,0.0220256347866655,0.0162608015933321
"lambdaluce",-0.0678039013741477,0.0162608015933321,0.516622782087823
"beta",0.0179809238685738,9.83057315081933e-06,-0.0332419181940514
"delta",9.83057315081933e-06,0.00825779964396305,0.0220422818537287
"lambdaluce",-0.0332419181940514,0.0220422818537287,1.3919287746998
"beta",0.0485118925634082,-0.00217095228987627,-0.104189873725783
"delta",-0.00217095228987627,0.0246406167306068,0.0248665454685276
"lambdaluce",-0.104189873725783,0.0248665454685276,0.845283141824016
"beta",0.046888571421936,-0.00246159665119794,-0.144311667693981
"delta",-0.00246159665119794,0.0160785213774417,0.0373444668949703
"lambdaluce",-0.144311667693981,0.0373444668949703,1.87868330830048
"beta",0.0621800650851549,-0.000808498677336556,-0.0542745004542483
"delta",-0.000808498677336556,0.0213822987584053,0.0263249223834061
"lambdaluce",-0.0542745004542483,0.0263249223834061,0.252944853832707
"beta",0.0439458860244306,-0.00632931500972788,-0.109413661888003
"delta",-0.00632931500972788,0.00516108225825984,0.0379268310355395
"lambdaluce",-0.109413661888003,0.0379268310355395,1.6655502732431
"beta",0.0527490694408671,-0.00074076734644164,-0.103058911255186
"delta",-0.00074076734644164,0.00820852930597986,0.00561195595551063
"lambdaluce",-0.103058911255186,0.00561195595551063,0.757225887293595
"beta",0.0493280418432784,-0.00738445649439035,-0.0662962775893997
"delta",-0.00738445649439035,0.0301620227511792,0.00067736230600532
"lambdaluce",-0.0662962775893997,0.00067736230600532,0.418613172425642
"beta",0.0730778914330533,-0.00166383923894165,-0.0836357680167617
"delta",-0.00166383923894165,0.0036557500103,-0.00695354926540005
"lambdaluce",-0.0836357680167617,-0.00695354926540005,1.76861287409793
"beta",0.0720315775678534,-0.00178874432574817,-0.0995858066232653
"delta",-0.00178874432574817,0.00711972469023728,0.00207780177124054
"lambdaluce",-0.0995858066232653,0.00207780177124054,0.688727795039833
"beta",0.023186099924939,0.00051077967795463,-0.0600840452070216
"delta",0.00051077967795463,0.0169273449639538,0.0520405947533281
"lambdaluce",-0.0600840452070216,0.0520405947533281,1.6297721226977
"beta",0.0527623292068119,-0.00743121404808888,-0.118781432836861
"delta",-0.00743121404808888,0.0219692121974356,0.0309432607062239
"lambdaluce",-0.118781432836861,0.0309432607062239,1.56571788852753
"beta",0.0764600787136732,-0.00257656203767278,-0.080766332687682
"delta",-0.00257656203767278,0.00438341759023184,-0.00718931394441658
"lambdaluce",-0.080766332687682,-0.00718931394441658,1.78902902042008
"beta",0.0480301844384754,-0.00277409049762392,-0.0504090079880478
"delta",-0.00277409049762392,0.0189539852050757,0.00849205675653507
"lambdaluce",-0.0504090079880478,0.00849205675653507,0.274128797163843
"beta",0.0568826951993214,-0.0145636497223638,-0.150807236306567
"delta",-0.0145636497223638,0.0155948417380293,0.0496263684512392
"lambdaluce",-0.150807236306567,0.0496263684512392,1.75198708445999
"beta",0.0693269008718356,0.000484790286077282,-0.064631874360241
"delta",0.000484790286077282,0.0135380107064219,0.012013941241108
"lambdaluce",-0.064631874360241,0.012013941241108,0.364259447526402
"beta",0.0590532579489786,-0.00246544354512693,-0.119501009738903
"delta",-0.00246544354512693,0.0185866333153335,0.0126607369559329
"lambdaluce",-0.119501009738903,0.0126607369559329,0.927789410566297
"beta",0.0704029524175311,-0.00225642352452293,-0.0825061260641526
"delta",-0.00225642352452293,0.00733101522668025,-0.000845506284926785
"lambdaluce",-0.0825061260641526,-0.000845506284926785,1.71974344301483
"beta",0.0695347301720187,-0.00157988882865499,-0.0775019503527642
"delta",-0.00157988882865499,0.00604501845381929,-0.00218762329553757
"lambdaluce",-0.0775019503527642,-0.00218762329553757,1.73835038837138
"beta",0.0743317467959923,-0.0009857606490087,-0.0756283768231778
"delta",-0.0009857606490087,0.00340447589291295,-0.00968643076639158
"lambdaluce",-0.0756283768231778,-0.00968643076639158,1.81703670629974
"beta",0.0610620177274023,-0.00407320369168115,-0.128118248703161
"delta",-0.00407320369168115,0.0151650084729163,0.0286744844887516
"lambdaluce",-0.128118248703161,0.0286744844887516,0.961836695847455
"beta",0.0509761068150781,-0.00674103937448992,-0.178380111145972
"delta",-0.00674103937448992,0.0155624103035692,0.0369319981191559
"lambdaluce",-0.178380111145972,0.0369319981191559,2.00800937582406
"beta",0.0592608672024553,-0.00424519133462756,-0.131162825649814
"delta",-0.00424519133462756,0.0119793110856633,0.0583189854510382
"lambdaluce",-0.131162825649814,0.0583189854510382,1.56440520528279
"beta",0.0645623794650769,-0.00326273449683221,-0.118363978047943
"delta",-0.00326273449683221,0.00521147799121253,0.0313757074108778
"lambdaluce",-0.118363978047943,0.0313757074108778,1.34334910799436
"beta",0.0569915217365863,-0.00620036621755693,-0.103767247307046
"delta",-0.00620036621755693,0.0054719368011391,0.0287747279678914
"lambdaluce",-0.103767247307046,0.0287747279678914,1.58574131315675
"beta",0.073697016495729,-0.00143585353621887,-0.079886469526272
"delta",-0.00143585353621887,0.00338202280061586,-0.011950370760191
"lambdaluce",-0.079886469526272,-0.011950370760191,1.8099232716385
"beta",0.0729489226169857,-0.00159885174760573,-0.0731513459698411
"delta",-0.00159885174760573,0.00395051364244222,-0.00629086825880725
"lambdaluce",-0.0731513459698411,-0.00629086825880725,1.72975418403097
"beta",0.0781427601030551,-0.00160897580609363,-0.093391103837567
"delta",-0.00160897580609363,0.00409447330460452,-0.00583732291872289
"lambdaluce",-0.093391103837567,-0.00583732291872289,1.74474389371068
"beta",0.0651829029391666,0.00166335024408709,-0.0807181752316201
"delta",0.00166335024408709,0.0149862884245409,0.0107889847031699
"lambdaluce",-0.0807181752316201,0.0107889847031699,0.457023581809388
"beta",0.0445976028296634,-0.00181799961052582,-0.0474428901699669
"delta",-0.00181799961052582,0.0106911514433574,0.00304774963216224
"lambdaluce",-0.0474428901699669,0.00304774963216224,0.229490626317349
"beta",0.0631914969412609,-0.000561519499930818,-0.127813079666513
"delta",-0.000561519499930818,0.00649857494074766,0.00289253530174928
"lambdaluce",-0.127813079666513,0.00289253530174928,0.824804202154098
"beta",0.0757882967535315,-0.00174116580470966,-0.0727273734151427
"delta",-0.00174116580470966,0.00337899989739896,-0.0107488133990365
"lambdaluce",-0.0727273734151427,-0.0107488133990365,1.82908650825112
"beta",0.0289849664327296,-0.00418335687394928,-0.0881021816147787
"delta",-0.00418335687394928,0.0146501157580098,-0.00139468312980444
"lambdaluce",-0.0881021816147787,-0.00139468312980444,1.10777406721799
"beta",0.0611436761521636,-0.00269446365897575,-0.114542748408401
"delta",-0.00269446365897575,0.0176216155735092,0.0579552651689469
"lambdaluce",-0.114542748408401,0.0579552651689469,0.93670672945112
"beta",0.061663800239355,-0.00554479506202177,-0.0567973943552016
"delta",-0.00554479506202177,0.0174015000125011,0.00967852035542931
"lambdaluce",-0.0567973943552016,0.00967852035542931,0.368197469480532
"beta",0.0467980700744027,-0.0024414515168511,-0.128497575666866
"delta",-0.0024414515168511,0.0134123692215624,0.0391122702171249
"lambdaluce",-0.128497575666866,0.0391122702171249,1.47908324898265
"beta",0.0144408336407289,-0.00280506641147665,-0.019730968452954
"delta",-0.00280506641147665,0.00895259881120506,0.00760933735635456
"lambdaluce",-0.019730968452954,0.00760933735635456,1.49227619164729
"beta",0.0736860837225016,-0.0022819501628828,-0.130323759434531
"delta",-0.0022819501628828,0.0112316432583695,0.0233276433340059
"lambdaluce",-0.130323759434531,0.0233276433340059,0.925461864791091
"beta",0.0691383634208551,-0.000458135669806666,-0.108023785500428
"delta",-0.000458135669806666,0.00708298023053609,0.00527784341180862
"lambdaluce",-0.108023785500428,0.00527784341180862,0.688240896284016
"beta",0.0731532345273249,-0.00117964093139629,-0.12147749073392
"delta",-0.00117964093139629,0.00835695707825491,0.0115147765158224
"lambdaluce",-0.12147749073392,0.0115147765158224,0.806550906995499
"beta",0.011939898382215,-0.00377371480821058,-0.00993465472633311
"delta",-0.00377371480821058,0.0136626806478466,0.00272223628653944
"lambdaluce",-0.00993465472633311,0.00272223628653944,1.56694033602062
"beta",0.04550841815308,-0.0116988096032809,-0.151527425646961
"delta",-0.0116988096032809,0.0147470466287534,0.045669881443369
"lambdaluce",-0.151527425646961,0.045669881443369,1.80701995746223
"beta",0.0737335583634762,-0.001490252601129,-0.0755516167327984
"delta",-0.001490252601129,0.00418467975207485,-0.00773305938372491
"lambdaluce",-0.0755516167327984,-0.00773305938372491,1.79663904747538
"beta",0.0439703435547024,-0.00716441631232974,-0.115139109210621
"delta",-0.00716441631232974,0.00562477998642473,0.0345239561215449
"lambdaluce",-0.115139109210621,0.0345239561215449,1.64782810703617
"beta",0.0585251053371856,-0.00627432302569238,-0.153309874948066
"delta",-0.00627432302569238,0.0131292098545053,0.036801132097224
"lambdaluce",-0.153309874948066,0.036801132097224,1.74372531320791
"beta",0.0431562651724175,0.000863490563448134,-0.0467277872758083
"delta",0.000863490563448134,0.0354209099020497,0.0142339262146866
"lambdaluce",-0.0467277872758083,0.0142339262146866,0.313052322877186
"beta",0.0654214718791662,0.00180747297987229,-0.0980520257240866
"delta",0.00180747297987229,0.0157023458868015,0.105815070361629
"lambdaluce",-0.0980520257240866,0.105815070361629,1.96241897318781
"beta",0.0588702744688591,-0.00241611635600195,-0.0559277539155407
"delta",-0.00241611635600195,0.0123546034672521,0.0184380847560885
"lambdaluce",-0.0559277539155407,0.0184380847560885,0.452643290640548
"beta",0.0628172472364258,-0.000298927366157246,-0.0777723269765067
"delta",-0.000298927366157246,0.00625234339537274,0.00155008030379047
"lambdaluce",-0.0777723269765067,0.00155008030379047,0.30353501808622
"beta",0.0444824797966688,-0.00235161599087305,-0.135652805966313
"delta",-0.00235161599087305,0.00797857147706273,0.021978248667843
"lambdaluce",-0.135652805966313,0.021978248667843,1.77563607447771
"beta",0.0684199297639525,-0.00275794990509829,-0.063915292905644
"delta",-0.00275794990509829,0.0171395090029485,0.0215366810519943
"lambdaluce",-0.063915292905644,0.0215366810519943,0.355776446186192
"beta",0.0717721419753125,-0.00354256778720949,-0.103367098347783
"delta",-0.00354256778720949,0.00736189722000118,-0.00208705126089906
"lambdaluce",-0.103367098347783,-0.00208705126089906,1.73541901530557
"beta",0.0664483499870627,-0.00209936073359698,-0.107718710782697
"delta",-0.00209936073359698,0.0117913879768227,0.0306302032747094
"lambdaluce",-0.107718710782697,0.0306302032747094,0.643399978330313
"beta",0.0697713235878674,0.000144923207556712,-0.0995560657993743
"delta",0.000144923207556712,0.0102568463494969,0.00957650840070984
"lambdaluce",-0.0995560657993743,0.00957650840070984,0.477083866493258
"beta",0.0255191970215657,-0.000260022026769396,-0.0826664272389786
"delta",-0.000260022026769396,0.00671565143703644,0.0151109285683612
"lambdaluce",-0.0826664272389786,0.0151109285683612,1.63470032434387
"beta",0.0720075680091792,-0.00221731215065484,-0.0714441389910794
"delta",-0.00221731215065484,0.00472518877727117,-0.007884122757644
"lambdaluce",-0.0714441389910794,-0.007884122757644,1.79610001989707
"beta",0.0585470840468211,-0.00773705191588729,-0.108418758065511
"delta",-0.00773705191588729,0.0199383272564538,0.0354042372753654
"lambdaluce",-0.108418758065511,0.0354042372753654,0.852785948411428
"beta",0.06783441318188,-0.0093889697375477,-0.124104049589117
"delta",-0.0093889697375477,0.023076266792616,-0.00395368299762615
"lambdaluce",-0.124104049589117,-0.00395368299762615,0.723780123702575
"beta",0.0574462963086328,0.000799756677308938,-0.0711136033813933
"delta",0.000799756677308938,0.0165277996280813,0.0110679291681464
"lambdaluce",-0.0711136033813933,0.0110679291681464,0.389434531206779
"beta",0.0552727096985559,-0.00276976444116493,-0.0807230466303847
"delta",-0.00276976444116493,0.00603614929909344,0.0463257472059292
"lambdaluce",-0.0807230466303847,0.0463257472059292,1.74004409957667
"beta",0.0728737207826369,-0.00131312840502993,-0.0705356542011973
"delta",-0.00131312840502993,0.00363199697187413,-0.0123605362415099
"lambdaluce",-0.0705356542011973,-0.0123605362415099,1.80747655210212
"beta",0.0419271275650174,-0.00239617435002762,-0.129727146495368
"delta",-0.00239617435002762,0.0129540502160432,0.0189177683650167
"lambdaluce",-0.129727146495368,0.0189177683650167,1.77503393343935
"beta",0.0468209572326871,-0.00245225718492906,-0.127795081003645
"delta",-0.00245225718492906,0.0186110275363637,0.0481231206783537
"lambdaluce",-0.127795081003645,0.0481231206783537,1.67134922544457
"beta",0.0270397735265101,-0.00627451626829776,-0.103180952628358
"delta",-0.00627451626829776,0.0254227138443641,0.0742892731892737
"lambdaluce",-0.103180952628358,0.0742892731892737,1.81181397774142
"beta",0.0739272858544607,-0.00285625340965104,-0.128321021993356
"delta",-0.00285625340965104,0.00888573632569502,0.0182374529673561
"lambdaluce",-0.128321021993356,0.0182374529673561,0.908575042532019
"beta",0.0600623446296955,-0.00183354959104167,-0.06231783369889
"delta",-0.00183354959104167,0.0241036972512891,0.014014154803987
"lambdaluce",-0.06231783369889,0.014014154803987,0.345710057919877
"beta",0.0593747941049052,-0.00201811530089668,-0.131261419577237
"delta",-0.00201811530089668,0.00738218037583804,0.0460258186880574
"lambdaluce",-0.131261419577237,0.0460258186880574,1.40904205921799
"beta",0.038235659404381,-0.00301773287701901,-0.138608943776862
"delta",-0.00301773287701901,0.011555939445105,0.0206830104509396
"lambdaluce",-0.138608943776862,0.0206830104509396,1.90537769825028
"beta",0.0467665908845546,-0.00800308024793885,-0.14171945065127
"delta",-0.00800308024793885,0.0217961305086029,0.0166028649199245
"lambdaluce",-0.14171945065127,0.0166028649199245,1.48358948187716
"beta",0.0434161098945654,-0.00625788366178833,-0.161301496590131
"delta",-0.00625788366178833,0.0151790642963356,0.0252672329780915
"lambdaluce",-0.161301496590131,0.0252672329780915,1.97940310431704
"beta",0.0743758295261608,-0.00307108997872146,-0.104123618827523
"delta",-0.00307108997872146,0.00782015954164405,0.0102805338698746
"lambdaluce",-0.104123618827523,0.0102805338698746,1.68421664819618
"beta",0.0706397725109614,-0.00168385494898921,-0.0735844094439818
"delta",-0.00168385494898921,0.00273479789656549,-0.00467084237845883
"lambdaluce",-0.0735844094439818,-0.00467084237845883,1.68176523483067
"beta",0.0735735141128642,-0.00281613932299723,-0.101509566705099
"delta",-0.00281613932299723,0.00617659177020484,-0.0136250961551187
"lambdaluce",-0.101509566705099,-0.0136250961551187,1.80086568766596
"beta",0.0479864089560469,-0.003299278666696,-0.0892823523442219
"delta",-0.003299278666696,0.00755068851922025,0.0517588607542313
"lambdaluce",-0.0892823523442219,0.0517588607542313,1.45157961288426
"beta",0.0673149619901314,-0.00377398568595218,-0.114870033257815
"delta",-0.00377398568595218,0.0123547581847051,0.0343825727234741
"lambdaluce",-0.114870033257815,0.0343825727234741,0.74171900140812
"beta",0.0223395150853953,-0.00157544987877771,-0.0405217040426483
"delta",-0.00157544987877771,0.00886274517431166,0.0119312650438746
"lambdaluce",-0.0405217040426483,0.0119312650438746,1.62629569787396
"beta",0.0458860158360952,-0.00383334431448231,-0.162963581829598
"delta",-0.00383334431448231,0.0172847189052747,0.0197144759488535
"lambdaluce",-0.162963581829598,0.0197144759488535,1.89097752664053
"beta",0.0585018579617682,-0.00339878437565072,-0.105163669740365
"delta",-0.00339878437565072,0.00827627084294283,0.0138810772362924
"lambdaluce",-0.105163669740365,0.0138810772362924,0.707682238934584
"beta",0.058413848556763,-0.0104021748173819,-0.0653432468657027
"delta",-0.0104021748173819,0.0375967099957596,0.0123523497345764
"lambdaluce",-0.0653432468657027,0.0123523497345764,0.37224044122837
"beta",0.0708454296551612,-0.00250694646401024,-0.0873682684072906
"delta",-0.00250694646401024,0.00567621143656323,0.000313071414436587
"lambdaluce",-0.0873682684072906,0.000313071414436587,1.899092264014
"beta",0.0349429545205762,0.00270107306083197,-0.0165581083594831
"delta",0.00270107306083197,0.0541407386027868,0.00867690176852626
"lambdaluce",-0.0165581083594831,0.00867690176852626,0.106985802957417
"beta",0.0398710722247263,-0.00662734248866165,-0.149038149751087
"delta",-0.00662734248866165,0.0198927180322955,0.0418002201477632
"lambdaluce",-0.149038149751087,0.0418002201477632,1.98831446751036
"beta",0.0484246218841849,-0.00172605747833352,-0.0825639444268067
"delta",-0.00172605747833352,0.0187180937503868,0.0267170876338696
"lambdaluce",-0.0825639444268067,0.0267170876338696,0.493538983383017
"beta",0.0461690838932439,-0.00310618577355266,-0.113185422960242
"delta",-0.00310618577355266,0.0151643448936754,0.0257827298219505
"lambdaluce",-0.113185422960242,0.0257827298219505,1.31795054712447
"beta",0.0139376307630935,-0.00378192846144365,-0.0275442131300033
"delta",-0.00378192846144365,0.013318422152846,-0.00086919488867122
