"","beta","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"betaTemp",0.900716575984685,0.06182246992328,0.769078001753335,0.858099946039771,0.908748245987008,0.950019067858322,0.993264158779593
"betaTemp",0.614109659802584,0.103923585343764,0.396990849314301,0.545769709928825,0.620456738001962,0.689316352542137,0.796024205729631
"betaTemp",0.881634417906362,0.0812269022986526,0.709657002590328,0.823878828129784,0.895552872812699,0.950176349684114,0.995850836067045
"betaTemp",0.127689340997438,0.0960200185785921,0.00407304117983537,0.0503696368697577,0.108748473862231,0.184294418053361,0.360072838593683
"betaTemp",0.54761719170978,0.165978445660671,0.224115217383692,0.431035363109447,0.554301781946532,0.668144896885107,0.8624871165776
"betaTemp",0.299270557163764,0.207578053023515,0.0204196475122601,0.133397454007808,0.260390687577594,0.42098124727943,0.82150472862192
"betaTemp",0.43619732543563,0.271009904275775,0.020112365662927,0.205230603985348,0.413708342347138,0.651988551364896,0.949780612127065
"betaTemp",0.0683156327006644,0.057346292776479,0.00205714608735996,0.0240218247570567,0.0535310329196151,0.0974728892105317,0.216047200884363
"betaTemp",0.464731798351866,0.250136956147029,0.0444868815238297,0.259291827397207,0.452834087298042,0.654978396816605,0.944917245559905
"betaTemp",0.478607413709953,0.262827847151738,0.0461650688512627,0.269197145628581,0.458095560619841,0.684232295718658,0.977125672898441
"betaTemp",0.375810693342499,0.258647825685275,0.0172094030448865,0.16277052532426,0.331137745566308,0.550469530763119,0.931378096601456
"betaTemp",0.486224826198758,0.243814656995628,0.07061782343741,0.291822217513028,0.473363786359942,0.669542207586915,0.949323226874089
"betaTemp",0.374810540823322,0.142954851670362,0.11033775916861,0.278079219819174,0.367646759512235,0.460947565897498,0.681772008954711
"betaTemp",0.336889572198036,0.208127934461035,0.0173441459557567,0.192095627933664,0.307190643841586,0.449086894065735,0.855958938380028
"betaTemp",0.563367791660843,0.0824817839796736,0.389007811904839,0.514910238712742,0.570675731086614,0.618850720247451,0.715280219664574
"betaTemp",0.111080902818142,0.0865718777471112,0.00271836590904081,0.0410667410626295,0.0933624668991662,0.163325106435433,0.315747384221022
"betaTemp",0.59888186952666,0.107310864923198,0.385625574566753,0.529466488256511,0.603580999379126,0.674588615778912,0.801399588895163
"betaTemp",0.883131268234699,0.0820992271381601,0.710403090731962,0.827440285647197,0.892661570393847,0.951094719809175,0.996904571877971
"betaTemp",0.539411347787118,0.189683686078713,0.207397824864565,0.397293379981866,0.522747289887708,0.683364331689162,0.89226046319165
"betaTemp",0.455012635137959,0.264315619946655,0.0353261114686581,0.238280203427158,0.429539559651073,0.665676253148916,0.958891203905613
"betaTemp",0.818094312066996,0.0912854776365004,0.62526178101684,0.759656138610073,0.819778962013913,0.884430342146959,0.979013929146218
"betaTemp",0.485004452099895,0.201382272261446,0.1190888718141,0.34018546499709,0.467712196137608,0.61918510927309,0.901679446852132
"betaTemp",0.645238180946038,0.209064019495171,0.234807730074287,0.495686128150327,0.658391402650421,0.817400289370202,0.974987978879701
"betaTemp",0.408343132710175,0.26077117132088,0.0106688877689414,0.193907611765952,0.374305654790472,0.603098098523502,0.941517199105893
"betaTemp",0.748115365885921,0.174905951536804,0.33123053299961,0.643540062739128,0.775316233191386,0.884178528930574,0.990794417291894
"betaTemp",0.204076044429568,0.125021379633276,0.0115803060965728,0.102511898334534,0.186007736743689,0.295018421829186,0.460732148742428
"betaTemp",0.670708629198871,0.212028982956987,0.226750506314186,0.520983376739802,0.690394457871675,0.847267807547318,0.985312013256641
"betaTemp",0.420747915687273,0.245489385722787,0.0394918644062902,0.22277203667667,0.387265898014409,0.595747279326892,0.927790832825931
"betaTemp",0.402840560350952,0.219027450262634,0.0534563071654644,0.237028052882278,0.373772379072801,0.546307266806374,0.882194764587096
"betaTemp",0.652608849679607,0.211677810699774,0.225981422539327,0.496608748323029,0.665108013276132,0.831501519416284,0.983206120346096
"betaTemp",0.266972273534188,0.11314433689011,0.0607404695694292,0.183236434502431,0.262952595418981,0.348301992582382,0.493225926202217
"betaTemp",0.665025262015395,0.210096458313186,0.234739067517854,0.513695486074298,0.686651977017522,0.836160118544199,0.982917315477881
"betaTemp",0.878607364819346,0.080498262483135,0.706431412573788,0.82036961080956,0.89085267902914,0.945518624410707,0.994588513686565
"betaTemp",0.67433833696025,0.20682909915424,0.245682859286596,0.526063900654375,0.690995165585343,0.848908321888619,0.981906057567701
"betaTemp",0.884130645879697,0.0812143677449593,0.714044031822733,0.826475154891269,0.895094781877947,0.953712220044029,0.996680966874531
