"","luce","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"luceTemp",1.02329710842364,0.285307263936557,0.53206555891287,0.783351925331219,1.03396135185941,1.27424524492629,1.47675545156859
"luceTemp",0.924959559342158,0.273888034644631,0.519800591215276,0.694766717615777,0.889945876923602,1.13539459886931,1.46108890065757
"luceTemp",1.02190588001635,0.282732650554121,0.529752119983636,0.788274406501224,1.02630586358758,1.26041981942152,1.47974764741659
"luceTemp",0.813981728526953,0.249935011137457,0.510763561484927,0.601792246073211,0.750538208273956,0.984524919241743,1.40303413029651
"luceTemp",1.05040973161301,0.277590074505457,0.538830123129391,0.817520109396658,1.07864913430856,1.29033704790501,1.47249701456941
"luceTemp",0.905774565182185,0.277588476196716,0.517624373242517,0.672046398257603,0.858710575581266,1.11612184931424,1.4457056246342
"luceTemp",1.11480038190444,0.259634881259629,0.587272392949643,0.920772665279937,1.14996406760325,1.34162170037798,1.48429924969882
"luceTemp",0.801745241033011,0.241649743034331,0.512143976506194,0.605515669846345,0.738814842201751,0.94609230525542,1.38587220193454
"luceTemp",0.964281371470914,0.285289440356521,0.516683758483019,0.715214335612288,0.947148359485647,1.20342337103018,1.46706725920141
"luceTemp",1.04351734990138,0.281046351654685,0.535297764687313,0.818769708358681,1.05912155051539,1.2844368810828,1.47841891834595
"luceTemp",1.04230475122785,0.276979404291002,0.540141635065615,0.825444487237072,1.06157028288574,1.28446273135747,1.4741654124654
"luceTemp",1.02570393740186,0.285614016951907,0.540588954572964,0.781546780999749,1.04343501678605,1.2710558815967,1.47878606501142
"luceTemp",1.15176262329728,0.2524216186727,0.58846764855727,0.976598939544158,1.20229253870905,1.3636971458274,1.48758879322321
"luceTemp",1.05198369462426,0.273843936930449,0.545878000822285,0.827992705390152,1.06489900729737,1.29131467501337,1.47692899123194
"luceTemp",1.03213296710289,0.276224741674512,0.542252296105734,0.804069055963136,1.04952013883734,1.25981469488905,1.47309975792227
"luceTemp",0.731797297924901,0.203864502149138,0.506197106033218,0.575274746749735,0.673420622759839,0.837909991309716,1.2611467337831
"luceTemp",1.09015946877957,0.276773919858851,0.558371305718214,0.870395535403266,1.12144264468503,1.32923467251534,1.49100350035828
