"","alpha","beta","gamma","delta","lambda","luce"
"luce",-0.0175253944058913,-0.0115708462812453,0.00723087536956857,0.00324720544099648,-0.0270407605212444,0.0720645862489631
"alpha",0.0660562091902332,0.000973474492924943,-0.0214058360416024,0.000380868107876978,0.0284713820947704,0.00321883307739301
"beta",0.000973474492924943,0.0061707883595982,0.00274393937461202,-0.00394384704829994,-0.0109628251728882,-0.000686382615077816
"gamma",-0.0214058360416024,0.00274393937461202,0.0782761142052985,-0.000116282240949822,0.00598663982184385,-0.00217909079984519
"delta",0.000380868107876978,-0.00394384704829994,-0.000116282240949822,0.00521968387043396,0.00160224388877741,0.000413751049420462
"lambda",0.0284713820947704,-0.0109628251728882,0.00598663982184385,0.00160224388877741,1.19447981282417,-0.0024735882284753
"luce",0.00321883307739301,-0.000686382615077816,-0.00217909079984519,0.000413751049420462,-0.0024735882284753,0.0770028023181031
"alpha",0.0615503701266192,-0.000596199079731828,-0.0344624538487461,-0.00376315947586618,0.00948780627540505,-0.0101371489173519
"beta",-0.000596199079731828,0.0408427739091471,0.00402389196225185,-0.0178205446391319,-0.0806092671365358,-0.0138546367517548
"gamma",-0.0344624538487461,0.00402389196225185,0.0615891376724251,0.00705197318634583,0.00290603535388432,0.000750151369207358
"delta",-0.00376315947586618,-0.0178205446391319,0.00705197318634583,0.0194433221811913,0.00313942220394416,0.000487168640935015
"lambda",0.00948780627540505,-0.0806092671365358,0.00290603535388432,0.00313942220394416,1.23198743866283,-0.0313198202014734
"luce",-0.0101371489173519,-0.0138546367517548,0.000750151369207358,0.000487168640935015,-0.0313198202014734,0.0791659261786756
"alpha",0.0173026433423252,-0.00192407367753498,-0.00646800948918169,0.00535174170505261,-0.00255072628775539,-0.0244157182638945
"beta",-0.00192407367753498,0.0793879002345708,-0.000476569811473305,-0.0216480496446593,0.00271936420195252,0.00409847825724251
"gamma",-0.00646800948918169,-0.000476569811473305,0.00735971952137184,0.000427526219003844,-0.00269822319644857,0.00947745740194383
"delta",0.00535174170505261,-0.0216480496446593,0.000427526219003844,0.0277206127019045,-0.047626921712694,-0.00863087784010333
"lambda",-0.00255072628775539,0.00271936420195252,-0.00269822319644857,-0.047626921712694,1.35749413880364,-0.00628970641703807
"luce",-0.0244157182638945,0.00409847825724251,0.00947745740194383,-0.00863087784010333,-0.00628970641703807,0.0827648905459902
"alpha",0.00605768199387679,0.00189238479079043,0.00157874557795877,-0.000380874271837565,-0.00208416419778942,-0.00930781913090179
"beta",0.00189238479079043,0.0679650733704359,-0.00890026615172645,-0.00820230368373751,-0.0682653479369063,-0.00658324629806923
"gamma",0.00157874557795877,-0.00890026615172645,0.0554753382765697,0.0074623282442476,-0.00713204228234395,-0.00103106368223089
"delta",-0.000380874271837565,-0.00820230368373751,0.0074623282442476,0.00566185028273931,0.000116030049818114,-0.0033896194070906
"lambda",-0.00208416419778942,-0.0682653479369063,-0.00713204228234395,0.000116030049818114,1.30075132932585,-0.0102028270584358
"luce",-0.00930781913090179,-0.00658324629806923,-0.00103106368223089,-0.0033896194070906,-0.0102028270584358,0.0638299293949203
"alpha",0.0125155677715651,-0.00190728340474826,-0.00666275471953228,0.00578575700111202,-0.00439580703418825,-0.00893229139907224
"beta",-0.00190728340474826,0.0723415648573272,0.000457459831235948,-0.0304902933988445,-0.00203828846402592,0.00142436210519999
"gamma",-0.00666275471953228,0.000457459831235948,0.00768298661754123,-1.76307064848963e-05,0.00552418809288716,0.00555542035365105
"delta",0.00578575700111202,-0.0304902933988445,-1.76307064848963e-05,0.0453137346477108,-0.0484268674580411,-0.00419521978739505
"lambda",-0.00439580703418825,-0.00203828846402592,0.00552418809288716,-0.0484268674580411,1.38781601747173,0.0190598214369689
"luce",-0.00893229139907224,0.00142436210519999,0.00555542035365105,-0.00419521978739505,0.0190598214369689,0.0763375969223141
"alpha",0.00876947949449153,0.00182002411274281,0.00143471854635132,7.54089680144494e-05,0.00067714991624338,-0.0161313216925317
"beta",0.00182002411274281,0.0673119401739094,-0.00159809848496716,-0.0040342444073948,-0.0288898383867792,-0.0093228368496787
"gamma",0.00143471854635132,-0.00159809848496716,0.0333760817185587,0.00129022323626223,-0.00116651675734197,0.00499408717441174
"delta",7.54089680144494e-05,-0.0040342444073948,0.00129022323626223,0.00305673376776408,-0.00661628477744659,-0.0012863585938604
"lambda",0.00067714991624338,-0.0288898383867792,-0.00116651675734197,-0.00661628477744659,1.35452725310697,-0.00817791310446795
"luce",-0.0161313216925317,-0.0093228368496787,0.00499408717441174,-0.0012863585938604,-0.00817791310446795,0.0750024565276632
"alpha",0.0026972674405735,0.0031697864223623,-0.000516489437647794,0.00122861957068094,-0.00131845824676805,0.000315857984266057
"beta",0.0031697864223623,0.0634300932631058,0.000369409754150363,-0.0412574491781989,-0.117997914826716,0.0106592998947249
"gamma",-0.000516489437647794,0.000369409754150363,0.00348293054085671,-0.00178644237732339,0.00385504610254909,-2.89307297262385e-05
"delta",0.00122861957068094,-0.0412574491781989,-0.00178644237732339,0.067851368023136,0.00827824201180134,0.000772717324901052
"lambda",-0.00131845824676805,-0.117997914826716,0.00385504610254909,0.00827824201180134,1.42387797035487,-0.0325673211135119
"luce",0.000315857984266057,0.0106592998947249,-2.89307297262385e-05,0.000772717324901052,-0.0325673211135119,0.0728263899949329
"alpha",0.0283818408266623,-0.00078787657966025,-0.0121123268460432,0.00684947822148655,0.0224376854837002,-0.0131129285728557
"beta",-0.00078787657966025,0.0562961427162122,-0.00178256225605129,-0.0312264451864386,-0.0630683900639674,-0.006851439789508
"gamma",-0.0121123268460432,-0.00178256225605129,0.0192749979761955,0.00747891408575269,-0.00161123702744773,-4.78539302922358e-05
"delta",0.00684947822148655,-0.0312264451864386,0.00747891408575269,0.0490912562717509,-0.00184275846541466,-0.00184982591013346
"lambda",0.0224376854837002,-0.0630683900639674,-0.00161123702744773,-0.00184275846541466,1.29237116727221,-0.0408217059584092
"luce",-0.0131129285728557,-0.006851439789508,-4.78539302922358e-05,-0.00184982591013346,-0.0408217059584092,0.076515421504369
"alpha",0.0120895276494194,0.00104510768515531,-0.00800608871459447,0.00745498276564465,0.0158004047091359,-0.0152669146849436
"beta",0.00104510768515531,0.0497066719372684,0.00492946651939791,-0.0315057186418124,-0.044824544336291,-0.00363365115836605
"gamma",-0.00800608871459447,0.00492946651939791,0.0225534241742425,-0.0079424026074017,0.000151507219538467,0.0121816271729353
"delta",0.00745498276564465,-0.0315057186418124,-0.0079424026074017,0.0491583698299835,-0.0349583438677196,-0.00388536476126281
"lambda",0.0158004047091359,-0.044824544336291,0.000151507219538467,-0.0349583438677196,1.22242041888603,-0.0263824241205325
"luce",-0.0152669146849436,-0.00363365115836605,0.0121816271729353,-0.00388536476126281,-0.0263824241205325,0.069347030302401
"alpha",0.0313979410966259,0.00253163329901652,-0.0228482787167347,-0.00137740603030648,0.00521867454354688,-0.0169639660050385
"beta",0.00253163329901652,0.0135938542367314,0.00659010635459471,-0.00359923110375675,-0.0672396959414147,-0.0109065271146977
"gamma",-0.0228482787167347,0.00659010635459471,0.0646708581893884,0.000426097213959851,0.0359846656292661,0.00200018161677404
"delta",-0.00137740603030648,-0.00359923110375675,0.000426097213959851,0.0156181015229334,0.0336111120873886,0.00896867669259848
"lambda",0.00521867454354688,-0.0672396959414147,0.0359846656292661,0.0336111120873886,1.16219910301829,-0.0652412262515504
"luce",-0.0169639660050385,-0.0109065271146977,0.00200018161677404,0.00896867669259848,-0.0652412262515504,0.078230602154208
"alpha",0.0042091999432136,0.000783042983122592,0.000111234399887734,-0.000532644893398658,-0.00162748864294436,-0.00411595785714109
"beta",0.000783042983122592,0.0632745593942249,-0.00746692991255,-0.00695460122538871,-0.0814338496255358,-0.00691661111287882
"gamma",0.000111234399887734,-0.00746692991255,0.0744608022515342,0.0066974259173241,0.00938975789370553,-0.000125696151426523
"delta",-0.000532644893398658,-0.00695460122538871,0.0066974259173241,0.00474729413331873,-0.000626991866332256,-0.00142827546859103
"lambda",-0.00162748864294436,-0.0814338496255358,0.00938975789370553,-0.000626991866332256,1.36857024338617,-0.00443959143893749
"luce",-0.00411595785714109,-0.00691661111287882,-0.000125696151426523,-0.00142827546859103,-0.00443959143893749,0.0395297109199936
"alpha",0.0044123133505163,-0.00102235786409447,-0.00230925120241428,0.00307072344661484,0.00473625545061743,-0.00187678501666785
"beta",-0.00102235786409447,0.0656786235603169,0.000407103569452648,-0.0303636692704978,-0.00498420084834005,0.000192505160988939
"gamma",-0.00230925120241428,0.000407103569452648,0.00421336185516212,0.00135502883009996,-0.00215267858669926,0.00113880381955869
"delta",0.00307072344661484,-0.0303636692704978,0.00135502883009996,0.0601821191781671,-0.0589402834601467,0.000489439781013368
"lambda",0.00473625545061743,-0.00498420084834005,-0.00215267858669926,-0.0589402834601467,1.36183766252108,0.00026785187487736
"luce",-0.00187678501666785,0.000192505160988939,0.00113880381955869,0.000489439781013368,0.00026785187487736,0.0664411682168045
"alpha",0.0124800578053607,0.0096799646244026,-0.00199942650718228,-0.00086789967927209,0.0130304732247579,-0.0137155318351162
"beta",0.0096799646244026,0.0372443474866992,0.0047697896169359,-0.0225471852409355,-0.0902642597758334,-0.00690892794622811
"gamma",-0.00199942650718228,0.0047697896169359,0.0126504233208175,-0.00679405959320107,-0.00477033188393741,0.00427859645222943
"delta",-0.00086789967927209,-0.0225471852409355,-0.00679405959320107,0.0308439205800253,0.000355972720445706,-0.00149093807382168
"lambda",0.0130304732247579,-0.0902642597758334,-0.00477033188393741,0.000355972720445706,1.2596827996257,-0.0467928607618875
"luce",-0.0137155318351162,-0.00690892794622811,0.00427859645222943,-0.00149093807382168,-0.0467928607618875,0.063020347932938
"alpha",0.00916119820639829,0.000580451218670565,0.00100627637467323,0.000802510942805539,0.00346718176545784,-0.0192378770588669
"beta",0.000580451218670565,0.0674030931832901,-0.00537156070638425,-0.00979124100256237,-0.0360366880851781,-0.00527300842842667
"gamma",0.00100627637467323,-0.00537156070638425,0.0359025054645175,0.00722905541142081,-0.0101913652758531,0.00446136122657864
"delta",0.000802510942805539,-0.00979124100256237,0.00722905541142081,0.00758241647021158,-0.0115630866484771,-0.00289518558546178
"lambda",0.00346718176545784,-0.0360366880851781,-0.0101913652758531,-0.0115630866484771,1.29291544860993,-0.0239177081165895
"luce",-0.0192378770588669,-0.00527300842842667,0.00446136122657864,-0.00289518558546178,-0.0239177081165895,0.0786709296773198
"alpha",0.00692362462555278,0.000441069645692383,0.00258216640889822,-0.000360820757790832,0.00642520021776576,-0.0138876459422857
"beta",0.000441069645692383,0.0675523698112099,-0.00429591380717574,-0.00634261679702294,-0.0335894585009262,-0.00426406290731809
"gamma",0.00258216640889822,-0.00429591380717574,0.0567240854411736,0.00397871799963051,0.00702596691068845,0.00537616738771847
"delta",-0.000360820757790832,-0.00634261679702294,0.00397871799963051,0.00405875464134923,-0.00495948103610428,-0.000761382328706118
"lambda",0.00642520021776576,-0.0335894585009262,0.00702596691068845,-0.00495948103610428,1.2254653367501,-0.0302075385468511
"luce",-0.0138876459422857,-0.00426406290731809,0.00537616738771847,-0.000761382328706118,-0.0302075385468511,0.0779205129658066
"alpha",0.0123415648639429,0.00269415299831075,-0.000345038569748285,-0.00135976476659283,-0.00368674780371628,-0.021471485557997
"beta",0.00269415299831075,0.064157616075937,-0.00168642538877155,-0.00605885760752457,-0.053023233998022,-0.010962159430428
"gamma",-0.000345038569748285,-0.00168642538877155,0.0118149736723834,0.00243337598420446,0.000908550017684707,-0.000965758737888732
"delta",-0.00135976476659283,-0.00605885760752457,0.00243337598420446,0.00497457848929355,-0.00641351621500649,-0.00138702670034007
"lambda",-0.00368674780371628,-0.053023233998022,0.000908550017684707,-0.00641351621500649,1.24390145612553,0.00280280323829421
"luce",-0.021471485557997,-0.010962159430428,-0.000965758737888732,-0.00138702670034007,0.00280280323829421,0.0779997757979843
"alpha",0.0152431627935329,0.00224951985705272,-0.00966138330318596,-0.000540156802506571,0.0817368188246158,-0.0025871365570432
"beta",0.00224951985705272,0.00238416965975474,-0.000941134593187944,-0.000662252004098467,-0.00858964452728661,0.000296648626985734
"gamma",-0.00966138330318596,-0.000941134593187944,0.0314701391828046,-0.00156221661458728,0.0160075020866072,5.52646103705513e-05
"delta",-0.000540156802506571,-0.000662252004098467,-0.00156221661458728,0.00325952065664328,0.00112838811119365,0.000730455207022873
"lambda",0.0817368188246158,-0.00858964452728661,0.0160075020866072,0.00112838811119365,1.07695531202399,-0.0422968256007593
"luce",-0.0025871365570432,0.000296648626985734,5.52646103705513e-05,0.000730455207022873,-0.0422968256007593,0.0826721103857277
"alpha",0.030337692633466,0.00613369523911604,-0.0179803567706584,0.000190198432121083,0.0196206321540854,-0.0204835298352396
"beta",0.00613369523911604,0.0119269848785863,0.00346892073733304,-0.0013255032687204,-0.0544811195016633,-0.00776298486131011
"gamma",-0.0179803567706584,0.00346892073733304,0.0625709352082176,0.000359800756189904,0.0213254900982635,0.00974676935091278
"delta",0.000190198432121083,-0.0013255032687204,0.000359800756189904,0.0057480521233691,0.0155119824232506,0.00264629094027843
"lambda",0.0196206321540854,-0.0544811195016633,0.0213254900982635,0.0155119824232506,0.970448797890003,-0.0905008142560663
"luce",-0.0204835298352396,-0.00776298486131011,0.00974676935091278,0.00264629094027843,-0.0905008142560663,0.0762349890934956
"alpha",0.0586798706459908,0.00134795007392568,-0.0250394805422867,0.000757254396136,0.019365239904369,-0.00175719311862059
"beta",0.00134795007392568,0.04320854716064,0.0100967627676617,-0.0157599128669685,-0.0480900494160907,-0.0106813661726781
"gamma",-0.0250394805422867,0.0100967627676617,0.0727958776693192,5.88685912514259e-05,0.0238247277643477,-0.00119501907436286
"delta",0.000757254396136,-0.0157599128669685,5.88685912514259e-05,0.0131456405493632,0.0140086056589274,0.00243470930846642
"lambda",0.019365239904369,-0.0480900494160907,0.0238247277643477,0.0140086056589274,1.08572739521683,-0.0217881442737408
"luce",-0.00175719311862059,-0.0106813661726781,-0.00119501907436286,0.00243470930846642,-0.0217881442737408,0.0772184158941658
"alpha",0.0494082075862344,0.00341469577588497,-0.0280605458251727,-0.00205567983050917,-0.00460129904373697,-0.0114204409856638
"beta",0.00341469577588497,0.0477669811197498,-0.00491302354941937,-0.0225381977386449,-0.0944858689000311,-0.0143280706985439
"gamma",-0.0280605458251727,-0.00491302354941937,0.0523917375412465,0.0143094961654011,0.0212091719842343,0.000398519442209084
"delta",-0.00205567983050917,-0.0225381977386449,0.0143094961654011,0.0307945888311238,0.0119539638000166,0.00133889394691894
"lambda",-0.00460129904373697,-0.0944858689000311,0.0212091719842343,0.0119539638000166,1.26321462707433,-0.0299647920179409
"luce",-0.0114204409856638,-0.0143280706985439,0.000398519442209084,0.00133889394691894,-0.0299647920179409,0.0781216252926893
"alpha",0.0575381284277534,0.000719040292067214,-0.0279695764386656,-0.000703690822667642,0.00970998795592159,-0.00464276575213893
"beta",0.000719040292067214,0.00830722407068121,0.00399856807876372,-0.00768028121890941,-0.0181503552217474,-0.00223078108816137
"gamma",-0.0279695764386656,0.00399856807876372,0.0784089106775053,-0.00105638798340295,0.0190686795033936,0.000302794564989668
"delta",-0.000703690822667642,-0.00768028121890941,-0.00105638798340295,0.0106788611550106,0.00994845872718061,0.00221718397349703
"lambda",0.00970998795592159,-0.0181503552217474,0.0190686795033936,0.00994845872718061,1.19384439846046,-0.0351893964619801
"luce",-0.00464276575213893,-0.00223078108816137,0.000302794564989668,0.00221718397349703,-0.0351893964619801,0.0808423152465642
"alpha",0.00764621329762892,0.00409084829973966,-0.00395598626190352,0.00136663156072057,0.022216084380462,-0.0141877007965976
"beta",0.00409084829973966,0.0130797570814786,-0.000285382352832101,-0.00121571135173133,-0.0768269304075806,-0.00916456780040465
"gamma",-0.00395598626190352,-0.000285382352832101,0.0175370396489445,-0.00316755991697949,-0.00828541288351054,0.00770616838646587
"delta",0.00136663156072057,-0.00121571135173133,-0.00316755991697949,0.0189030684541893,-0.000974006312788859,0.00284573010431422
"lambda",0.022216084380462,-0.0768269304075806,-0.00828541288351054,-0.000974006312788859,1.17597086471173,-0.0566541099541086
"luce",-0.0141877007965976,-0.00916456780040465,0.00770616838646587,0.00284573010431422,-0.0566541099541086,0.0738736290693064
"alpha",0.00863163341028384,0.00410173918118522,-0.00177582061207231,0.00211869995945172,0.0135987521410453,-0.012451829310839
"beta",0.00410173918118522,0.0331706313190458,0.00455208049562483,-0.0242484366862769,-0.100079017632359,-0.00905543093787818
"gamma",-0.00177582061207231,0.00455208049562483,0.0185584276129874,-0.00746767145188425,-0.00180682650089902,0.00437164163185335
"delta",0.00211869995945172,-0.0242484366862769,-0.00746767145188425,0.0427395405700194,0.0176142539491902,0.0031863326744832
"lambda",0.0135987521410453,-0.100079017632359,-0.00180682650089902,0.0176142539491902,1.20200158692309,-0.034745433003232
"luce",-0.012451829310839,-0.00905543093787818,0.00437164163185335,0.0031863326744832,-0.034745433003232,0.0675656922767659
"alpha",0.0614142668598245,0.00272403984086301,-0.0184337862852201,0.000539406107311495,0.0232236793182589,0.00462150004530434
"beta",0.00272403984086301,0.00653768726813892,0.00122575674765242,-0.00218580894287306,-0.00454752369174419,-0.00155488089150528
"gamma",-0.0184337862852201,0.00122575674765242,0.076247195177384,0.000360753509699314,0.0279723078964384,-0.00151446928166236
"delta",0.000539406107311495,-0.00218580894287306,0.000360753509699314,0.00624107297408054,-0.000376161893765325,0.000600511340173198
"lambda",0.0232236793182589,-0.00454752369174419,0.0279723078964384,-0.000376161893765325,1.15943202432744,-0.0109841819378149
"luce",0.00462150004530434,-0.00155488089150528,-0.00151446928166236,0.000600511340173198,-0.0109841819378149,0.0782810063288097
"alpha",0.0192940991702862,0.00743482825373136,-0.0151693245511058,-0.000314548968817661,0.0382764166457428,-0.00455089186659503
"beta",0.00743482825373136,0.0102514651091997,-0.000730080528788056,-0.00504858596863438,-0.0372281895114482,-0.00405415306341105
"gamma",-0.0151693245511058,-0.000730080528788056,0.0368581321051282,-0.00728584473793992,0.0117018788307768,0.000101114864136744
"delta",-0.000314548968817661,-0.00504858596863438,-0.00728584473793992,0.0117014550886139,0.0207106273893452,0.00319328554248511
"lambda",0.0382764166457428,-0.0372281895114482,0.0117018788307768,0.0207106273893452,1.07031354524827,-0.00783729997439879
"luce",-0.00455089186659503,-0.00405415306341105,0.000101114864136744,0.00319328554248511,-0.00783729997439879,0.0741091087329118
"alpha",0.00876176411488286,0.0016464672909086,0.000138105045450117,0.000539487860348181,-0.00109098311916334,-0.0178850641676551
"beta",0.0016464672909086,0.074196826896651,-0.00320530582211359,-0.00872861486568433,-0.0221309096548306,-0.00663649060094152
"gamma",0.000138105045450117,-0.00320530582211359,0.0259912505123265,0.00457802588638538,-0.00819333103333589,0.00505740659932832
"delta",0.000539487860348181,-0.00872861486568433,0.00457802588638538,0.00616845644724287,-0.0127886552033042,-0.00155836910942856
"lambda",-0.00109098311916334,-0.0221309096548306,-0.00819333103333589,-0.0127886552033042,1.39482903952586,-0.0187963720478771
"luce",-0.0178850641676551,-0.00663649060094152,0.00505740659932832,-0.00155836910942856,-0.0187963720478771,0.0752192868532562
"alpha",0.00734215178810483,0.00489836363856704,-0.000616051368999301,0.00133395032754972,0.0150180056039614,-0.0151683473085576
"beta",0.00489836363856704,0.0160433386967748,3.93352465880684e-05,-0.0021825208985057,-0.0836028394667829,-0.0119261305053879
"gamma",-0.000616051368999301,3.93352465880684e-05,0.0100304175124031,-0.00104552122623045,0.00067839995541812,0.00434053573565445
"delta",0.00133395032754972,-0.0021825208985057,-0.00104552122623045,0.0232965363911607,0.0101200454791567,0.00274480170504569
"lambda",0.0150180056039614,-0.0836028394667829,0.00067839995541812,0.0101200454791567,1.12178706017069,-0.0560335296994879
"luce",-0.0151683473085576,-0.0119261305053879,0.00434053573565445,0.00274480170504569,-0.0560335296994879,0.0743272306459597
"alpha",0.0114483651554878,-0.00212422939130838,-0.00685938609347348,0.00966814048509874,-0.00177623474709797,-0.00971836541571386
"beta",-0.00212422939130838,0.0637328748929976,-0.00129153321536506,-0.0360240719207072,0.00170438604188606,-0.00162094783756148
"gamma",-0.00685938609347348,-0.00129153321536506,0.0116282471889965,0.000490621431300895,0.00129527196700312,0.00707108987609525
"delta",0.00966814048509874,-0.0360240719207072,0.000490621431300895,0.076334111014055,-0.0601633724707027,0.00052349682525423
"lambda",-0.00177623474709797,0.00170438604188606,0.00129527196700312,-0.0601633724707027,1.30442552291009,-0.0181983444894279
"luce",-0.00971836541571386,-0.00162094783756148,0.00707108987609525,0.00052349682525423,-0.0181983444894279,0.0694654319385034
"alpha",0.00816506988445118,-0.00336192852505639,-0.00402434142604719,0.00836006780281036,-0.00213629027737088,-0.0113744090370282
"beta",-0.00336192852505639,0.0677434738057438,-1.28453438701378e-05,-0.0322378843629428,0.00430087397128187,-0.00110544985218824
"gamma",-0.00402434142604719,-1.28453438701378e-05,0.00856609455994938,-0.000912847826749142,0.00142433856455903,0.00794814811531392
"delta",0.00836006780281036,-0.0322378843629428,-0.000912847826749142,0.0588710364436802,-0.0649984761134714,-0.00443585213794186
"lambda",-0.00213629027737088,0.00430087397128187,0.00142433856455903,-0.0649984761134714,1.31472615815481,-0.0170207923954279
"luce",-0.0113744090370282,-0.00110544985218824,0.00794814811531392,-0.00443585213794186,-0.0170207923954279,0.0792464254319048
"alpha",0.0628359057177417,0.00174504602757493,-0.0196360094815745,0.000429887607213827,0.0261713222788157,-0.00205938499528206
"beta",0.00174504602757493,0.00672052871275062,0.00270652111330599,-0.00213660925240624,-0.00829976334551931,-0.00139412598011484
"gamma",-0.0196360094815745,0.00270652111330599,0.0798503217212144,-0.00113608169116534,0.0204318935539355,-0.000212377790590187
"delta",0.000429887607213827,-0.00213660925240624,-0.00113608169116534,0.00563594704529808,7.48868675337799e-05,0.000151236952616787
"lambda",0.0261713222788157,-0.00829976334551931,0.0204318935539355,7.48868675337799e-05,1.18073568062597,-0.0188182063398709
"luce",-0.00205938499528206,-0.00139412598011484,-0.000212377790590187,0.000151236952616787,-0.0188182063398709,0.0792950318812866
"alpha",0.0610804329220238,0.00451174820180089,-0.020224244233322,-0.000566940769735103,0.00995006721193584,-0.0018503370580568
"beta",0.00451174820180089,0.0305682649814638,0.00711671855899754,-0.0197728335884311,-0.0374830358692607,-0.00606578345039764
"gamma",-0.020224244233322,0.00711671855899754,0.0783904116077016,-0.00329261001111161,0.0200603707834011,-0.0033144772067008
"delta",-0.000566940769735103,-0.0197728335884311,-0.00329261001111161,0.0167764418628823,0.0214503234210417,0.0037379102966493
"lambda",0.00995006721193584,-0.0374830358692607,0.0200603707834011,0.0214503234210417,1.10214717306902,-0.0189845191795645
"luce",-0.0018503370580568,-0.00606578345039764,-0.0033144772067008,0.0037379102966493,-0.0189845191795645,0.0732366472563031
"alpha",0.0579546868019042,0.00225304443525637,-0.0156775352127814,0.000605646882552263,0.0113181348100781,-0.00466970320082673
"beta",0.00225304443525637,0.0253357663753592,0.00235831974843742,-0.0165361668173571,-0.0271659754076446,-0.00444250793557369
"gamma",-0.0156775352127814,0.00235831974843742,0.0780045217534074,0.000520478130033414,0.0138657740698493,-0.00698829384453508
"delta",0.000605646882552263,-0.0165361668173571,0.000520478130033414,0.0148209802243214,0.0133543515702587,0.00212588072620388
"lambda",0.0113181348100781,-0.0271659754076446,0.0138657740698493,0.0133543515702587,1.0607427902065,-0.012481562499736
"luce",-0.00466970320082673,-0.00444250793557369,-0.00698829384453508,0.00212588072620388,-0.012481562499736,0.0768694204839829
"alpha",0.0577968231073982,0.00718476066179042,-0.0207683031762214,-0.00229690941152406,0.0193331059373978,-0.00302142090534172
"beta",0.00718476066179042,0.0266904844847673,0.00369989233612129,-0.0171509757014402,-0.031182557546958,-0.00546799468037097
"gamma",-0.0207683031762214,0.00369989233612129,0.0753048592772171,-0.00123652593557144,0.016286734691307,-0.00484274351211563
"delta",-0.00229690941152406,-0.0171509757014402,-0.00123652593557144,0.0146945916284336,0.0194702566366617,0.00340037409680449
"lambda",0.0193331059373978,-0.031182557546958,0.016286734691307,0.0194702566366617,1.07557611084365,-0.0128959327055605
"luce",-0.00302142090534172,-0.00546799468037097,-0.00484274351211563,0.00340037409680449,-0.0128959327055605,0.0768571101811843
"alpha",0.00848310324835482,0.000173960046726039,-0.000257331286745684,0.000679335415707139,-0.00117901179551921,-0.0189442959457783
"beta",0.000173960046726039,0.0738530546308596,-0.00120019183521833,-0.0053058661677216,-0.0273156555475328,-0.0026341794771899
"gamma",-0.000257331286745684,-0.00120019183521833,0.0175200368542841,0.000694089590884818,-0.00484368607947388,0.00398863057920045
"delta",0.000679335415707139,-0.0053058661677216,0.000694089590884818,0.00354937868113742,-0.00496190293539218,-0.00271195874666372
"lambda",-0.00117901179551921,-0.0273156555475328,-0.00484368607947388,-0.00496190293539218,1.31193304740701,6.49530628339123e-05
"luce",-0.0189442959457783,-0.0026341794771899,0.00398863057920045,-0.00271195874666372,6.49530628339123e-05,0.0775175333862047
"alpha",0.0200985576494106,0.00117583363374092,-0.0114770722467774,-0.00171470698793628,0.00578046707095899,-0.0185637160160656
"beta",0.00117583363374092,0.0524000604015443,0.00315762355530607,-0.0153439360253768,-0.0815958797293115,-0.0137075435388151
"gamma",-0.0114770722467774,0.00315762355530607,0.0497092367835668,0.00542881056816448,0.0162159776997233,0.00113970856547646
"delta",-0.00171470698793628,-0.0153439360253768,0.00542881056816448,0.0114296082089349,-0.0049070717715004,-0.00082013460575093
"lambda",0.00578046707095899,-0.0815958797293115,0.0162159776997233,-0.0049070717715004,1.27423796003967,-0.019256852126539
"luce",-0.0185637160160656,-0.0137075435388151,0.00113970856547646,-0.00082013460575093,-0.019256852126539,0.0764153959428213
"alpha",0.0127464183256793,-0.000385021213355475,-0.00336399394263905,0.00463111435034427,0.00108818984695648,-0.0216331008334001
"beta",-0.000385021213355475,0.064654494102505,-0.00644162109823119,-0.0234980811745891,-0.0330514388711732,-0.00619179893486667
"gamma",-0.00336399394263905,-0.00644162109823119,0.0198845931114349,0.00860940549531209,0.00203571827558462,0.00765174418846053
"delta",0.00463111435034427,-0.0234980811745891,0.00860940549531209,0.0299721515399162,-0.0299394823036241,-0.00112573109427483
"lambda",0.00108818984695648,-0.0330514388711732,0.00203571827558462,-0.0299394823036241,1.33277776261679,-0.0154992562357539
"luce",-0.0216331008334001,-0.00619179893486667,0.00765174418846053,-0.00112573109427483,-0.0154992562357539,0.0759723814686822
"alpha",0.0605073442788421,0.00139086937328015,-0.0170713046678991,0.000176028317558597,0.0307290595294387,-0.00253432826698365
"beta",0.00139086937328015,0.00628594006336215,0.00241420582757708,-0.00204602158748066,-0.00911529495999611,-0.00135272400796414
"gamma",-0.0170713046678991,0.00241420582757708,0.0786379956725323,-0.000596903753283385,0.00757551659632931,0.0028023458992251
"delta",0.000176028317558597,-0.00204602158748066,-0.000596903753283385,0.00580234697716159,-0.00230986745064848,0.000528156597646512
"lambda",0.0307290595294387,-0.00911529495999611,0.00757551659632931,-0.00230986745064848,1.22226308699195,-0.0253178891844886
"luce",-0.00253432826698365,-0.00135272400796414,0.0028023458992251,0.000528156597646512,-0.0253178891844886,0.0816772720738216
"alpha",0.0100022842693567,0.00313173287266264,0.000854486406773279,-6.46850024828571e-05,-0.000899388683366767,-0.0204674820761682
"beta",0.00313173287266264,0.0670191278807214,-0.00218415691566389,-0.00458829905378824,-0.0488386765795433,-0.00878946650769565
"gamma",0.000854486406773279,-0.00218415691566389,0.0206769510539036,0.00155853472647637,0.00340093194507083,0.00292177573532132
"delta",-6.46850024828571e-05,-0.00458829905378824,0.00155853472647637,0.0029608678890848,-0.00361208341636565,-0.00144853662028082
"lambda",-0.000899388683366767,-0.0488386765795433,0.00340093194507083,-0.00361208341636565,1.24604203356513,-0.00284204865980343
