"","alpha","beta","gamma","delta","lambda","luce"
"alpha",0.0110854509169487,0.000885865021539592,0.0016994314481779,0.000827638598954752,0.00980371526803782,-0.0160913501506965
"beta",0.000885865021539592,0.00921984396783317,-0.00137505306292788,-0.0016379530480324,-0.0267805180221669,-0.0074897425377573
"gamma",0.0016994314481779,-0.00137505306292788,0.0293435815887363,0.00540650135984576,-0.00487999432128007,0.00239950065428153
"delta",0.000827638598954752,-0.0016379530480324,0.00540650135984576,0.0287134132979883,-0.00211398308482326,-0.00272668008242756
"lambda",0.00980371526803782,-0.0267805180221669,-0.00487999432128007,-0.00211398308482326,0.547232153633139,-0.0664924934794796
"luce",-0.0160913501506965,-0.0074897425377573,0.00239950065428153,-0.00272668008242756,-0.0664924934794796,0.0624675097922807
"alpha",0.0383171846987795,0.0154852689673742,-0.0192355060196444,-0.00556437028953426,0.0420738488936647,-0.00760920189727582
"beta",0.0154852689673742,0.0275488444239322,0.00821796686692675,-0.0166206855413409,-0.0616443999361636,-0.00915737521827617
"gamma",-0.0192355060196444,0.00821796686692675,0.0504829881208553,-0.00657397192208663,0.00461972936199531,-0.00049696870228096
"delta",-0.00556437028953426,-0.0166206855413409,-0.00657397192208663,0.0178645652525768,0.0507221430434493,0.00789097837287462
"lambda",0.0420738488936647,-0.0616443999361636,0.00461972936199531,0.0507221430434493,1.19794385862849,-0.0122606331460637
"luce",-0.00760920189727582,-0.00915737521827617,-0.00049696870228096,0.00789097837287462,-0.0122606331460637,0.0770562494639452
"alpha",0.0110099699116757,-0.000267226431885437,-0.00039230546376448,0.00778818695134473,0.0141851114643762,-0.0203728883855752
"beta",-0.000267226431885437,0.0430886480970333,0.00173335019570662,-0.0254786897486258,-0.0698445246659558,-0.00434803659806991
"gamma",-0.00039230546376448,0.00173335019570662,0.0149768882112092,-0.000370996769924478,-0.00183470944663494,0.0040614334836107
"delta",0.00778818695134473,-0.0254786897486258,-0.000370996769924478,0.044272282589436,-0.0182419608464102,-0.00827503660313928
"lambda",0.0141851114643762,-0.0698445246659558,-0.00183470944663494,-0.0182419608464102,1.28022115037927,-0.0475199761609144
"luce",-0.0203728883855752,-0.00434803659806991,0.0040614334836107,-0.00827503660313928,-0.0475199761609144,0.0770553621172148
"alpha",0.00678809698608948,0.000269558608430203,0.000601483071631555,0.000177707459694358,-0.0016300467171875,-0.0144026180364451
"beta",0.000269558608430203,0.0734463682155648,4.60708521624712e-05,-0.00616022614298465,-0.0124802138035716,-0.0016474478874646
"gamma",0.000601483071631555,4.60708521624712e-05,0.018578859607796,0.000529150121829414,-0.00188593229202599,0.00362580744911058
"delta",0.000177707459694358,-0.00616022614298465,0.000529150121829414,0.00337871573251577,-0.00749756256295506,-0.00162322050372655
"lambda",-0.0016300467171875,-0.0124802138035716,-0.00188593229202599,-0.00749756256295506,1.30648644673098,-0.0100196115321685
"luce",-0.0144026180364451,-0.0016474478874646,0.00362580744911058,-0.00162322050372655,-0.0100196115321685,0.0674102715667014
"alpha",0.0345715841552725,0.0001526824270332,-0.0053524446646371,-0.00496369971119067,0.00926687000757635,-0.0111481307594489
"beta",0.0001526824270332,0.00328859729520565,8.02175774030081e-05,0.000771429118527476,-0.00900349625502819,-0.0032232256574103
"gamma",-0.0053524446646371,8.02175774030081e-05,0.00588480258411265,0.00543000196861846,-0.000984414205920593,-0.00176364056063273
"delta",-0.00496369971119067,0.000771429118527476,0.00543000196861846,0.057239432733169,0.0139065086851328,0.00227031351594512
"lambda",0.00926687000757635,-0.00900349625502819,-0.000984414205920593,0.0139065086851328,0.360856639711923,-0.058693566072405
"luce",-0.0111481307594489,-0.0032232256574103,-0.00176364056063273,0.00227031351594512,-0.058693566072405,0.0583945983085582
"alpha",0.00842849654725831,0.00146731277092304,-0.000539876365233688,-0.000517236410006524,0.00160782348488325,-0.0143392435112814
"beta",0.00146731277092304,0.0625684968305008,-0.00152296056473589,-0.00913773946213772,-0.052163839411643,-0.00700758789547607
"gamma",-0.000539876365233688,-0.00152296056473589,0.0662340198499542,0.00972125365587244,0.00192526760304783,0.000281268918296536
"delta",-0.000517236410006524,-0.00913773946213772,0.00972125365587244,0.00620082197486214,-0.00866907560493706,-0.00315891537229114
"lambda",0.00160782348488325,-0.052163839411643,0.00192526760304783,-0.00866907560493706,1.28400432111398,-0.00898079660160224
"luce",-0.0143392435112814,-0.00700758789547607,0.000281268918296536,-0.00315891537229114,-0.00898079660160224,0.081390064778937
"alpha",0.0111568350707542,0.000929717998753368,-0.000234986424445923,6.24856262590481e-05,0.00586845261485791,-0.0204146736554852
"beta",0.000929717998753368,0.0690784772384175,-0.00365178093980434,-0.00765548870689793,-0.042696377987639,-0.00479839668105173
"gamma",-0.000234986424445923,-0.00365178093980434,0.0173047958756479,0.00451825224893702,-0.00828095023274716,0.000871350509537015
"delta",6.24856262590481e-05,-0.00765548870689793,0.00451825224893702,0.00587570471256925,-0.00739365046306414,-0.00151973109759377
"lambda",0.00586845261485791,-0.042696377987639,-0.00828095023274716,-0.00739365046306414,1.21797932563356,-0.0201869850009894
"luce",-0.0204146736554852,-0.00479839668105173,0.000871350509537015,-0.00151973109759377,-0.0201869850009894,0.0789870517784086
"alpha",0.0143369242304462,-0.00146515189928143,-0.00812412926741791,0.00734060175257004,-0.00702759150468093,-0.0103203599813157
"beta",-0.00146515189928143,0.0668986977317203,0.00118644653374164,-0.02782219982361,0.0197003445463462,0.00266700981180416
"gamma",-0.00812412926741791,0.00118644653374164,0.00972494338325539,-0.00067157054886933,0.0068997647795393,0.00711764047551918
"delta",0.00734060175257004,-0.02782219982361,-0.00067157054886933,0.0503363428877583,-0.0612782607404275,-0.00746692170226614
"lambda",-0.00702759150468093,0.0197003445463462,0.0068997647795393,-0.0612782607404275,1.23572128456964,0.00394255351724345
"luce",-0.0103203599813157,0.00266700981180416,0.00711764047551918,-0.00746692170226614,0.00394255351724345,0.0767175904013982
"alpha",0.0525798750553065,0.000551915848449054,-0.0150154052917856,-0.00301788732305529,0.00165664021391329,-0.0117580870305924
"beta",0.000551915848449054,0.0594455869658958,0.00184300392554617,-0.0148675606136312,-0.0787720634075719,-0.0125320600436962
"gamma",-0.0150154052917856,0.00184300392554617,0.01994505963437,0.00356737554849585,0.00374123502394192,-0.00207093463633261
"delta",-0.00301788732305529,-0.0148675606136312,0.00356737554849585,0.0110810508688049,-0.00555929588489371,-0.00209307589311342
"lambda",0.00165664021391329,-0.0787720634075719,0.00374123502394192,-0.00555929588489371,1.25322642253449,-0.00997688943248247
"luce",-0.0117580870305924,-0.0125320600436962,-0.00207093463633261,-0.00209307589311342,-0.00997688943248247,0.0815753666794039
"alpha",0.019689111527084,0.00519550363078633,-0.0165025004940221,0.00801981917331385,0.0203862182935211,-0.00885023680148251
"beta",0.00519550363078633,0.0204360896160952,0.0046878021747247,-0.0113924430416036,-0.0778457396058245,-0.00727252540299499
"gamma",-0.0165025004940221,0.0046878021747247,0.0334188521478247,-0.0131391768591289,-0.00810913602051357,0.00231562300249896
"delta",0.00801981917331385,-0.0113924430416036,-0.0131391768591289,0.0355789295547236,0.0173715616500237,0.00288634980917825
"lambda",0.0203862182935211,-0.0778457396058245,-0.00810913602051357,0.0173715616500237,1.1100098410961,-0.0267698180998623
"luce",-0.00885023680148251,-0.00727252540299499,0.00231562300249896,0.00288634980917825,-0.0267698180998623,0.0637166735733461
"alpha",0.00322206055480599,0.00157834813870946,-0.000832601854787921,0.00347206623743828,0.00635726317352013,-0.00139145024904942
"beta",0.00157834813870946,0.0433172371030169,0.00110002838961648,-0.0290465395048617,-0.0745951308080986,-0.00135270893486034
"gamma",-0.000832601854787921,0.00110002838961648,0.00375436898721981,-0.00267246718708144,-0.0024074728572185,0.00101475844626523
"delta",0.00347206623743828,-0.0290465395048617,-0.00267246718708144,0.0684214438352446,-0.0192562272899036,0.00959020648058851
"lambda",0.00635726317352013,-0.0745951308080986,-0.0024074728572185,-0.0192562272899036,1.17428239198938,-0.00233910064857678
"luce",-0.00139145024904942,-0.00135270893486034,0.00101475844626523,0.00959020648058851,-0.00233910064857678,0.0749905017935679
"alpha",0.0492335074581416,0.00196927240795105,-0.025833958546773,0.000246508437283412,0.00110882727834962,-0.003920553206993
"beta",0.00196927240795105,0.00680324468846954,0.00627622264375952,-0.00140814514949585,-0.0166224280823877,-0.00367170474810455
"gamma",-0.025833958546773,0.00627622264375952,0.0826518399287196,0.000485288312050469,0.0199203276665994,-0.00354399175658197
"delta",0.000246508437283412,-0.00140814514949585,0.000485288312050469,0.00589094830746307,0.0217077742767286,0.00468409205659941
"lambda",0.00110882727834962,-0.0166224280823877,0.0199203276665994,0.0217077742767286,0.99745669347718,-0.0487647949939104
"luce",-0.003920553206993,-0.00367170474810455,-0.00354399175658197,0.00468409205659941,-0.0487647949939104,0.0763001079131509
"alpha",0.0080493637682809,0.000537379742317799,0.000338784541528388,0.00508116686186315,0.0180927887729956,-0.0130830910144594
"beta",0.000537379742317799,0.00749469001666077,0.000602964126615353,-0.001875314921187,-0.0302352254728224,-0.00298533101587076
"gamma",0.000338784541528388,0.000602964126615353,0.0136443071469097,0.00273286391124836,-0.00107728649995726,0.000901276939225935
"delta",0.00508116686186315,-0.001875314921187,0.00273286391124836,0.0532507295553572,0.00130944303033806,-0.00483196802591797
"lambda",0.0180927887729956,-0.0302352254728224,-0.00107728649995726,0.00130944303033806,0.77123664956482,-0.0616254141079868
"luce",-0.0130830910144594,-0.00298533101587076,0.000901276939225935,-0.00483196802591797,-0.0616254141079868,0.041560735236516
"alpha",0.0205785795130374,0.00674750706249415,-0.0170615577498773,0.000101127009107939,0.0430100187355536,-0.00486286849976163
"beta",0.00674750706249415,0.0115156217305648,0.000676964746302243,-0.00502010714283861,-0.0425727796073379,-0.00423486423238604
"gamma",-0.0170615577498773,0.000676964746302243,0.0407754784466983,-0.00701577952952592,0.00978170784724572,0.000919991650823324
"delta",0.000101127009107939,-0.00502010714283861,-0.00701577952952592,0.0126410273185436,0.0237681905077823,0.00346907172431989
"lambda",0.0430100187355536,-0.0425727796073379,0.00978170784724572,0.0237681905077823,1.14236558129566,-0.0134940808157759
"luce",-0.00486286849976163,-0.00423486423238604,0.000919991650823324,0.00346907172431989,-0.0134940808157759,0.0766038027140336
"alpha",0.0647480627859068,0.00206292970199617,-0.0202194782844954,6.98357650683635e-05,0.0244903495533777,0.000888937681403238
"beta",0.00206292970199617,0.0067402830966832,0.00288347302780594,-0.0019338111459993,-0.0077015644285409,-0.00162747556763811
"gamma",-0.0202194782844954,0.00288347302780594,0.0770978965497153,-0.000449638395948332,0.00910976682439535,-0.00117258888415925
"delta",6.98357650683635e-05,-0.0019338111459993,-0.000449638395948332,0.00556945158507498,0.000190932471082043,0.000902114680683318
"lambda",0.0244903495533777,-0.0077015644285409,0.00910976682439535,0.000190932471082043,1.1742094575406,-0.00441679429581061
"luce",0.000888937681403238,-0.00162747556763811,-0.00117258888415925,0.000902114680683318,-0.00441679429581061,0.0834381178682912
"alpha",0.0614394664107447,-0.000614008337802857,-0.0298528419097426,0.0013861728034854,0.0146923324613783,-0.00658313087172786
"beta",-0.000614008337802857,0.0359799007644076,0.0156505520180415,-0.0188984322189274,-0.0730437692240597,-0.0169138696177408
"gamma",-0.0298528419097426,0.0156505520180415,0.0798893402108223,-0.00622966438875171,-9.36472363686799e-05,-0.00304211998896178
"delta",0.0013861728034854,-0.0188984322189274,-0.00622966438875171,0.0150053039461857,0.0471569119629103,0.0104472710695271
"lambda",0.0146923324613783,-0.0730437692240597,-9.36472363686799e-05,0.0471569119629103,1.09479113854156,-0.0306611566070504
"luce",-0.00658313087172786,-0.0169138696177408,-0.00304211998896178,0.0104472710695271,-0.0306611566070504,0.082154470595669
"alpha",0.00775417762537625,0.00123435179846923,0.000628646726804529,-7.29690994031009e-05,0.000826172586119772,-0.0154873653933662
"beta",0.00123435179846923,0.0698627469477844,-0.00508912101839744,-0.00745319803484348,-0.0514031153955155,-0.00517013332177104
"gamma",0.000628646726804529,-0.00508912101839744,0.0468747908089209,0.00484321012369729,-0.00603036876526896,0.00747843883535485
"delta",-7.29690994031009e-05,-0.00745319803484348,0.00484321012369729,0.00466616065005646,-0.005077894657395,-0.00154404066766293
"lambda",0.000826172586119772,-0.0514031153955155,-0.00603036876526896,-0.005077894657395,1.27875912178586,-0.0150048092539259
"luce",-0.0154873653933662,-0.00517013332177104,0.00747843883535485,-0.00154404066766293,-0.0150048092539259,0.0746698495475946
"alpha",0.0076074927554533,0.00293892087678365,-0.00339407456352346,-0.000984579629514268,0.0452239798183917,-0.00229477438844918
"beta",0.00293892087678365,0.00833303842732401,0.000788480980680894,-0.00479860705310885,-0.0489047262222058,-0.000535996144673449
"gamma",-0.00339407456352346,0.000788480980680894,0.0187108852181435,-0.00458516573147918,0.0055839799248514,0.00284798932412115
"delta",-0.000984579629514268,-0.00479860705310885,-0.00458516573147918,0.00887448296890879,0.0183914461980328,-0.000393390394075502
"lambda",0.0452239798183917,-0.0489047262222058,0.0055839799248514,0.0183914461980328,1.14509283806903,-0.0128628186799923
"luce",-0.00229477438844918,-0.000535996144673449,0.00284798932412115,-0.000393390394075502,-0.0128628186799923,0.0773614217092596
"alpha",0.00745565688299221,0.00472147223670838,-0.00194629395443175,0.00252323163600005,0.0189526110941954,-0.00366065823883593
"beta",0.00472147223670838,0.0405548195811833,0.00281738152106332,-0.0324366168972457,-0.019702683839388,-0.00744311895833367
"gamma",-0.00194629395443175,0.00281738152106332,0.00659929742521154,-0.00782600252478478,0.00929699827092094,0.0026191963959796
"delta",0.00252323163600005,-0.0324366168972457,-0.00782600252478478,0.0579713087912483,-0.0700721434593256,0.00803589866349498
"lambda",0.0189526110941954,-0.019702683839388,0.00929699827092094,-0.0700721434593256,1.44046932002446,-0.0424261073380553
"luce",-0.00366065823883593,-0.00744311895833367,0.0026191963959796,0.00803589866349498,-0.0424261073380553,0.0694160240523688
"alpha",0.0511146326017698,0.016165070267759,-0.0116173609024634,-0.00109940892399154,0.0418832954996887,-0.00377838613630264
"beta",0.016165070267759,0.0437077642474773,0.014201299745505,-0.0154492146684466,-0.0582408195732991,-0.00822996333653941
"gamma",-0.0116173609024634,0.014201299745505,0.0689759597302696,0.000368518440177205,0.0270611662825254,0.00269497219787239
"delta",-0.00109940892399154,-0.0154492146684466,0.000368518440177205,0.014295438846134,0.0130469022064704,0.00316204579000186
"lambda",0.0418832954996887,-0.0582408195732991,0.0270611662825254,0.0130469022064704,1.20153162431276,-0.0206294868909725
"luce",-0.00377838613630264,-0.00822996333653941,0.00269497219787239,0.00316204579000186,-0.0206294868909725,0.0776162907905741
"alpha",0.0333383757527883,-0.00324982785719495,-0.0146062571011999,0.00459473461499118,-0.0155674421772299,-0.0184478215189892
"beta",-0.00324982785719495,0.0680016037920638,-0.00167292983972611,-0.0228872185060184,-0.0555382740670806,-0.00355482618964141
"gamma",-0.0146062571011999,-0.00167292983972611,0.0260688181434804,0.00752726698120753,0.0207518782869316,0.00587536241479121
"delta",0.00459473461499118,-0.0228872185060184,0.00752726698120753,0.0291644761557584,-0.0219927015370488,-0.00409545271103596
"lambda",-0.0155674421772299,-0.0555382740670806,0.0207518782869316,-0.0219927015370488,1.34935717079551,-0.00613105496002356
"luce",-0.0184478215189892,-0.00355482618964141,0.00587536241479121,-0.00409545271103596,-0.00613105496002356,0.0773868923676643
"alpha",0.0305982980090634,0.0117695806706629,-0.0132107921641356,0.00231779371579507,0.0357241606523855,-0.00691726818027758
"beta",0.0117695806706629,0.0305920918829949,0.00653289257844926,-0.00987243930561339,-0.0338087319925433,-0.0014551387609119
"gamma",-0.0132107921641356,0.00653289257844926,0.0405536028851654,-0.00262700805660243,0.0209030815464767,0.00359231120760932
"delta",0.00231779371579507,-0.00987243930561339,-0.00262700805660243,0.0100804880597745,-0.0124361983854524,-0.00304635470286878
"lambda",0.0357241606523855,-0.0338087319925433,0.0209030815464767,-0.0124361983854524,1.23091417278964,-0.0153358428440909
"luce",-0.00691726818027758,-0.0014551387609119,0.00359231120760932,-0.00304635470286878,-0.0153358428440909,0.0754460668480982
"alpha",0.00445907880264452,0.000532814906532944,-0.00202079027144056,-0.00105385125049985,-0.00327873550155212,-0.00248780689817607
"beta",0.000532814906532944,0.0156303453654076,0.000843557236720231,-0.00438053248381513,-0.103515619206364,-0.00524966218418926
"gamma",-0.00202079027144056,0.000843557236720231,0.066368220084868,0.00987392141689377,0.0107130714644092,-0.0015109852833287
"delta",-0.00105385125049985,-0.00438053248381513,0.00987392141689377,0.0179971876039574,0.0322165784616754,-0.000677817557251993
"lambda",-0.00327873550155212,-0.103515619206364,0.0107130714644092,0.0322165784616754,1.19936888787161,-0.0342354355336384
"luce",-0.00248780689817607,-0.00524966218418926,-0.0015109852833287,-0.000677817557251993,-0.0342354355336384,0.0240451397200215
"alpha",0.0567834032886319,0.00289143747936117,-0.0282842080551082,-0.000368149103037091,0.00844234309175438,-0.00445463699229981
"beta",0.00289143747936117,0.0449562896137744,0.00952697603825648,-0.0166436883474513,-0.0615018132093135,-0.0104023727468777
"gamma",-0.0282842080551082,0.00952697603825648,0.0795199937324347,-4.01452476304586e-05,0.00938729653131169,-0.00100590646459191
"delta",-0.000368149103037091,-0.0166436883474513,-4.01452476304586e-05,0.0130110924831741,0.0164070671987614,0.00330920154231118
"lambda",0.00844234309175438,-0.0615018132093135,0.00938729653131169,0.0164070671987614,1.09460159701232,-0.00918723763106074
"luce",-0.00445463699229981,-0.0104023727468777,-0.00100590646459191,0.00330920154231118,-0.00918723763106074,0.0744946351540568
"alpha",0.0132145685015327,0.0016316718335263,-0.00333375304682752,0.00148094485901176,0.0137805330720287,-0.0208815017529289
"beta",0.0016316718335263,0.0602650385025511,-0.00441500793957986,-0.018503749384772,-0.0571304840201342,-0.00856471627409885
"gamma",-0.00333375304682752,-0.00441500793957986,0.039147030421744,0.014177486416974,-0.0238779966824992,0.00188827443067139
"delta",0.00148094485901176,-0.018503749384772,0.014177486416974,0.0204080980088789,-0.0167372785317424,-0.00130558792797436
"lambda",0.0137805330720287,-0.0571304840201342,-0.0238779966824992,-0.0167372785317424,1.26218572963488,-0.0349253235960215
"luce",-0.0208815017529289,-0.00856471627409885,0.00188827443067139,-0.00130558792797436,-0.0349253235960215,0.0744597131205439
"alpha",0.0551588752413729,0.00068263870368002,-0.0279771411565228,-0.00113981578084938,-0.00631794396162429,-0.0128259040819707
"beta",0.00068263870368002,0.0479730239685506,0.00226539247730055,-0.0187643230566074,-0.0930289178422072,-0.0140825799527299
"gamma",-0.0279771411565228,0.00226539247730055,0.0480770642666218,0.00744311242223222,0.0174615766145323,0.0017750640570085
"delta",-0.00113981578084938,-0.0187643230566074,0.00744311242223222,0.0205024566909021,0.00590106913061847,0.000651057385814844
"lambda",-0.00631794396162429,-0.0930289178422072,0.0174615766145323,0.00590106913061847,1.20893462632486,-0.0220447318784452
"luce",-0.0128259040819707,-0.0140825799527299,0.0017750640570085,0.000651057385814844,-0.0220447318784452,0.0729643542819386
"alpha",0.0569441907348607,0.000971065997759717,-0.0256081042788618,-4.61572976238958e-05,0.0066465795223112,-0.0022222520542989
"beta",0.000971065997759717,0.0448074955426492,0.00963288215610954,-0.0168839893858417,-0.0557899745471042,-0.0105293764295521
"gamma",-0.0256081042788618,0.00963288215610954,0.0760422835204688,-2.83507197750294e-05,0.0166292750917322,-0.000909091234971537
"delta",-4.61572976238958e-05,-0.0168839893858417,-2.83507197750294e-05,0.0133208606346313,0.0133670430663983,0.00241606769942781
"lambda",0.0066465795223112,-0.0557899745471042,0.0166292750917322,0.0133670430663983,1.02730261821989,-0.00342950821889614
"luce",-0.0022222520542989,-0.0105293764295521,-0.000909091234971537,0.00241606769942781,-0.00342950821889614,0.0753455410138169
"alpha",0.00961497062103558,0.00122372290755525,-0.00177759561978664,-2.49848419630617e-05,0.0023151993323325,-0.00709471161956981
"beta",0.00122372290755525,0.0128016409703027,0.00377407763593653,-0.00173628053145063,-0.0832563969675693,-0.00847231639899803
"gamma",-0.00177759561978664,0.00377407763593653,0.0700041512432271,0.00248409793645645,-0.0129276730172458,0.00233226232626063
"delta",-2.49848419630617e-05,-0.00173628053145063,0.00248409793645645,0.0143505378088408,0.0161886728206615,0.00311524453836069
"lambda",0.0023151993323325,-0.0832563969675693,-0.0129276730172458,0.0161886728206615,1.21028785311857,-0.0700051570012853
"luce",-0.00709471161956981,-0.00847231639899803,0.00233226232626063,0.00311524453836069,-0.0700051570012853,0.0531835889650038
"alpha",0.0605731364320058,0.000667838537942178,-0.0265150982403145,-0.00138399573315302,-0.000571411376187337,-0.00109755554711493
"beta",0.000667838537942178,0.0441405217957441,0.00955567397122068,-0.0149263894483681,-0.0558609871903687,-0.0113057004896506
"gamma",-0.0265150982403145,0.00955567397122068,0.0770958635702433,0.000447067525883748,0.00988493042906236,-0.00313545118624071
"delta",-0.00138399573315302,-0.0149263894483681,0.000447067525883748,0.01201449884417,0.0115333951442022,0.00345635330400741
"lambda",-0.000571411376187337,-0.0558609871903687,0.00988493042906236,0.0115333951442022,1.05286866787202,-0.0182444619462709
"luce",-0.00109755554711493,-0.0113057004896506,-0.00313545118624071,0.00345635330400741,-0.0182444619462709,0.0754491471231982
"alpha",0.0632333946290224,0.00151072455388198,-0.0215157357255105,0.000296150190536597,0.0118579418767888,-0.00200707905736928
"beta",0.00151072455388198,0.0064799702628037,0.00326950599573297,-0.00225469629605933,-0.00897892410999132,-0.000365689496752411
"gamma",-0.0215157357255105,0.00326950599573297,0.0774193740901163,-0.000702827316342486,0.0109367870559805,-0.000497614623289806
"delta",0.000296150190536597,-0.00225469629605933,-0.000702827316342486,0.00589234755103803,-0.000515827131133699,-9.44886185177763e-05
"lambda",0.0118579418767888,-0.00897892410999132,0.0109367870559805,-0.000515827131133699,1.15328130604222,-0.0123732113292309
"luce",-0.00200707905736928,-0.000365689496752411,-0.000497614623289806,-9.44886185177763e-05,-0.0123732113292309,0.0771489971076001
"alpha",0.0601492526466474,0.0193884282883052,-0.0209759758568928,0.000447387554734566,0.0225306324165033,-0.00988639421561615
"beta",0.0193884282883052,0.0427782762569543,0.0105086358117761,-0.0145724486738168,-0.063041410196257,-0.00714302992564527
"gamma",-0.0209759758568928,0.0105086358117761,0.0671166463480295,-0.000706632086929845,0.0317523207900595,0.00242946850125129
"delta",0.000447387554734566,-0.0145724486738168,-0.000706632086929845,0.013339765605667,0.0181631709625419,0.000524225751788884
"lambda",0.0225306324165033,-0.063041410196257,0.0317523207900595,0.0181631709625419,1.16046327086373,-0.0410549849842356
"luce",-0.00988639421561615,-0.00714302992564527,0.00242946850125129,0.000524225751788884,-0.0410549849842356,0.0788234066280362
"alpha",0.0635668501827888,0.00326324223816636,-0.0186319155468983,0.000178287119384467,0.0146475205484123,0.000118608224937839
"beta",0.00326324223816636,0.00659577352821348,0.0010937517767125,-0.00192055632139437,-0.0104761381893636,-0.000725874787716257
"gamma",-0.0186319155468983,0.0010937517767125,0.0819847357833747,-6.01643582549226e-05,0.0155614842911389,0.000472396117857868
"delta",0.000178287119384467,-0.00192055632139437,-6.01643582549226e-05,0.00565610128258121,0.00270968481572004,-0.000918421550430225
"lambda",0.0146475205484123,-0.0104761381893636,0.0155614842911389,0.00270968481572004,1.17374219485791,-0.0218720374083653
"luce",0.000118608224937839,-0.000725874787716257,0.000472396117857868,-0.000918421550430225,-0.0218720374083653,0.0818813070596845
"alpha",0.012964328425581,0.00466895902310051,-0.00249033991983054,0.0008931721981952,0.019814916123735,-0.0154499982679015
"beta",0.00466895902310051,0.0115395033061752,0.000761657828967828,-0.00200207818862428,-0.0668241505336451,-0.00930408111485073
"gamma",-0.00249033991983054,0.000761657828967828,0.0344784242990446,-0.000449131600520784,0.0210634409507687,0.00738552783932782
"delta",0.0008931721981952,-0.00200207818862428,-0.000449131600520784,0.0136519043743966,0.0204074289131319,0.00456278267689562
"lambda",0.019814916123735,-0.0668241505336451,0.0210634409507687,0.0204074289131319,1.13649845053762,-0.069158026543991
"luce",-0.0154499982679015,-0.00930408111485073,0.00738552783932782,0.00456278267689562,-0.069158026543991,0.0710821596721881
"alpha",0.00849718281860118,-0.00118582244993154,-0.00195267824635911,0.00118370944094822,-0.00738523352424024,-0.0181770614134054
"beta",-0.00118582244993154,0.0796743152463182,-0.00100522127672954,-0.00864804607597109,-0.0298306193418947,0.000629261043254768
"gamma",-0.00195267824635911,-0.00100522127672954,0.014873431442601,0.000805858020687701,-0.00346863236099724,0.00767100255338737
"delta",0.00118370944094822,-0.00864804607597109,0.000805858020687701,0.00645739924499139,-0.0146187336778746,-0.0034396665669807
"lambda",-0.00738523352424024,-0.0298306193418947,-0.00346863236099724,-0.0146187336778746,1.39181083961239,0.0149454477415404
"luce",-0.0181770614134054,0.000629261043254768,0.00767100255338737,-0.0034396665669807,0.0149454477415404,0.076068746752684
"alpha",0.0210854552702108,0.00716587592353411,-0.0178732134751964,-2.69340964323552e-05,0.0455307353341251,-0.00525851868216482
"beta",0.00716587592353411,0.00998525426603166,-0.00134621831576539,-0.00523078631795462,-0.0358754707892211,-0.00336566185499824
"gamma",-0.0178732134751964,-0.00134621831576539,0.0411401889582183,-0.00707887035686384,0.0149014029054389,0.00168329449665682
"delta",-2.69340964323552e-05,-0.00523078631795462,-0.00707887035686384,0.0126752814453274,0.0235390420951621,0.00315635330400248
"lambda",0.0455307353341251,-0.0358754707892211,0.0149014029054389,0.0235390420951621,1.1320498341683,-0.0281245327643403
