"","lambda","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"lambdaTemp",3.61989297829239,0.880284074475307,1.81924434455598,2.97093397710579,3.6818272440772,4.36217647777677,4.94698824699864
"lambdaTemp",3.04246551994808,1.0080282186273,1.27870026827797,2.23502218347919,3.02470662169987,3.85329620579121,4.84087829326207
"lambdaTemp",3.13956108588779,0.964159439165755,1.40564577772469,2.36687451785378,3.12569609565676,3.91229129348898,4.8417274065109
"lambdaTemp",1.76358719733156,0.645916753771439,1.03061825847466,1.26844161071873,1.60177233918887,2.07977136846815,3.41187543796329
"lambdaTemp",3.52711646782975,0.89802426043505,1.71642349726568,2.86720485689097,3.60504911608482,4.27013614893804,4.89661188923772
"lambdaTemp",1.60114470689924,0.527031066204483,1.01557177705649,1.1941516716148,1.46638086719896,1.85535174159761,2.94590222933293
"lambdaTemp",2.1096766504475,0.832421621414903,1.05248940719352,1.44134609108176,1.93342914449389,2.59512517975472,4.17425830298779
"lambdaTemp",1.24628582881029,0.255677317293318,1.00422850554702,1.06948694857717,1.16755013557403,1.33932000716703,1.91469095382109
"lambdaTemp",2.72873614593525,0.987399821774476,1.1339162623348,1.92260634454215,2.65177594868441,3.46222312940755,4.72406948389148
"lambdaTemp",3.64419733171247,0.893530910630627,1.83907026699236,2.97712574507638,3.72917193629715,4.42714745145426,4.94831492706229
"lambdaTemp",3.52814244556549,0.970248479354144,1.54433493783026,2.81008163544078,3.64602324403672,4.33959434720322,4.94956349260179
"lambdaTemp",2.52736004228932,0.98245320975188,1.11189075607358,1.73925774108577,2.372915872336,3.18833086781326,4.66699779052408
"lambdaTemp",2.3687288806136,0.950346660433022,1.07320233791154,1.60977369615217,2.15156149557875,2.97785556353418,4.56811103108183
"lambdaTemp",1.99151610137376,0.817902624988043,1.04085226119006,1.36877379679199,1.79329570579344,2.36821394683017,4.20383673262606
"lambdaTemp",3.92390144872905,0.769534777349795,2.24138994558832,3.41491067335653,4.06161333136794,4.57188497939888,4.94333754292742
"lambdaTemp",2.41255209490942,0.921870932213636,1.10221604770635,1.66422071066523,2.24690674361468,3.01718247459253,4.48699961515617
"lambdaTemp",3.63247172879786,0.888577807503239,1.8585190804054,2.97738843758381,3.71496343611547,4.3966997360537,4.93593854698103
"lambdaTemp",3.15018082165547,1.03635999977712,1.31214346748218,2.32111304865483,3.15954063702194,3.98514336746082,4.89310398765427
"lambdaTemp",2.82223680708301,0.995694821223061,1.22259279575442,2.03109426494678,2.7035758159653,3.57359257920233,4.83543900915756
"lambdaTemp",3.62246024939467,0.895330854463998,1.69765263641446,2.97016159988093,3.72016432939071,4.37072775110047,4.93435097806081
"lambdaTemp",2.06873427090963,0.75416345567857,1.07623467537041,1.47214631886152,1.91982697150383,2.48463866642079,3.92478180446122
"lambdaTemp",4.00744552168047,0.731138963286589,2.28721968901928,3.54956135042991,4.14022443524499,4.60058480443481,4.96368133997912
"lambdaTemp",3.20081181855579,0.987120702254347,1.44188792171074,2.40187260143458,3.19627041638236,4.00145629811018,4.90546627347788
"lambdaTemp",3.43389988064175,0.976190887820067,1.51286181657632,2.68392460470813,3.51219252370014,4.27027963677778,4.9167052354174
