"","alpha","beta","gamma","delta","lambda","luce"
"gamma",-0.00371660123597306,-0.00319564757990527,0.0292918017395561,0.0021908215097737,0.000693566881828834,0.00472795368545896
"delta",-0.000448295945659602,-0.000444006737750549,0.0021908215097737,0.0139172021232068,0.0130808866424422,-0.00181999984081466
"lambda",0.0605486213525109,-0.113879735866195,0.000693566881828834,0.0130808866424422,0.957055579855616,-0.133233971440459
"luce",-0.0314416540850718,-0.0092528709024816,0.00472795368545896,-0.00181999984081466,-0.133233971440459,0.063584356378012
"alpha",0.0486600857353116,0.00124702438879278,0.00522879076659386,0.000336307807659146,0.010834182399305,-0.0109239033640417
"beta",0.00124702438879278,0.0319204693649286,0.000116719530337139,-0.00624357782275981,-0.0733948670928739,-0.00490912149180435
"gamma",0.00522879076659386,0.000116719530337139,0.0135617267063543,0.00135915385816332,-0.0193434758460851,0.00769179084720728
"delta",0.000336307807659146,-0.00624357782275981,0.00135915385816332,0.0175055147309388,0.0144747022203844,0.00219214079246201
"lambda",0.010834182399305,-0.0733948670928739,-0.0193434758460851,0.0144747022203844,0.955367690133605,-0.125629133958726
"luce",-0.0109239033640417,-0.00490912149180435,0.00769179084720728,0.00219214079246201,-0.125629133958726,0.0578272975186389
"alpha",0.0494992360913834,-0.000414834045874281,-0.00067831789427602,0.000871297139340188,0.00152184094284774,-0.016489089152544
"beta",-0.000414834045874281,0.0734467395109286,-0.000299878190063499,-0.00117305802717903,-0.0573353999624128,-0.00492473574027874
"gamma",-0.00067831789427602,-0.000299878190063499,0.019497154887017,0.000207208033747757,-0.00502676671971305,0.00334984280064265
"delta",0.000871297139340188,-0.00117305802717903,0.000207208033747757,0.00339778470447751,-0.00189826070430086,-0.00173074428390945
"lambda",0.00152184094284774,-0.0573353999624128,-0.00502676671971305,-0.00189826070430086,0.971237829080275,-0.0385835584759467
"luce",-0.016489089152544,-0.00492473574027874,0.00334984280064265,-0.00173074428390945,-0.0385835584759467,0.0551046987560893
"alpha",0.0574730662367738,0.00516173468196755,0.002947990061995,-0.000700881782323534,0.00439947918221589,-0.0212133542507144
"beta",0.00516173468196755,0.0330560680487325,-0.00113466354272759,-0.00358831275293275,-0.062850114968684,-0.0151051005335488
"gamma",0.002947990061995,-0.00113466354272759,0.0122109565153852,0.000567205921692008,0.00106528895122626,0.00422528150113576
"delta",-0.000700881782323534,-0.00358831275293275,0.000567205921692008,0.00881160012121475,0.01431567170378,0.0032536321417782
"lambda",0.00439947918221589,-0.062850114968684,0.00106528895122626,0.01431567170378,0.645780941281845,-0.0105090731250728
"luce",-0.0212133542507144,-0.0151051005335488,0.00422528150113576,0.0032536321417782,-0.0105090731250728,0.0506776872105406
"alpha",0.0673580573005237,0.00159093841557051,0.0041384162011338,0.000792447554764888,0.038581621000291,-0.0187204982591187
"beta",0.00159093841557051,0.0376261024888728,-0.000766271216397801,-0.00172363712890711,-0.0790573865107995,-0.00653213544356828
"gamma",0.0041384162011338,-0.000766271216397801,0.0216798493118809,0.000544073622496093,-0.00965742712454992,0.0035212257699389
"delta",0.000792447554764888,-0.00172363712890711,0.000544073622496093,0.0145003710901593,0.0107599110964802,0.000377891224227182
"lambda",0.038581621000291,-0.0790573865107995,-0.00965742712454992,0.0107599110964802,0.846541422362806,-0.104334112817927
"luce",-0.0187204982591187,-0.00653213544356828,0.0035212257699389,0.000377891224227182,-0.104334112817927,0.0495022667406217
"alpha",0.0615135971842435,0.000932663064707834,-0.00361986372180099,0.00104083460070788,0.0227535689202656,-0.0157982885373903
"beta",0.000932663064707834,0.0219614379980519,-4.41593252138294e-05,-0.00633452248514751,-0.0289099797359915,-0.00513128546144593
"gamma",-0.00361986372180099,-4.41593252138294e-05,0.027401659080703,0.000390584187176725,-0.00788884769923384,0.00418800634350334
"delta",0.00104083460070788,-0.00633452248514751,0.000390584187176725,0.012989959669735,-0.00498415676285433,0.00155415276877687
"lambda",0.0227535689202656,-0.0289099797359915,-0.00788884769923384,-0.00498415676285433,0.966926557995764,-0.152600554904346
"luce",-0.0157982885373903,-0.00513128546144593,0.00418800634350334,0.00155415276877687,-0.152600554904346,0.0675727655308711
"alpha",0.0602303000901917,0.0053724465682726,0.000388078261862678,-0.00247868786941552,0.0374606212794409,-0.0283311500167965
"beta",0.0053724465682726,0.0647915266568217,0.000226306749435119,-0.00262135615880443,-0.129267655821255,-0.0115333155383784
"gamma",0.000388078261862678,0.000226306749435119,0.00591628813051179,0.000185631596938896,0.000376973253472652,-3.72846672651847e-05
"delta",-0.00247868786941552,-0.00262135615880443,0.000185631596938896,0.0056434370018909,0.0186224823779112,0.000545155734094853
"lambda",0.0374606212794409,-0.129267655821255,0.000376973253472652,0.0186224823779112,0.97977840663066,-0.103749731181963
"luce",-0.0283311500167965,-0.0115333155383784,-3.72846672651847e-05,0.000545155734094853,-0.103749731181963,0.0574366658313934
"alpha",0.0476886594802958,0.00206931276658314,-0.0014733416073155,0.000627545405039509,0.0200985561923286,-0.014151017204703
"beta",0.00206931276658314,0.0756183112718746,-0.000566377092863319,-0.00174483778650347,-0.0442602358270847,-0.00545064135476701
"gamma",-0.0014733416073155,-0.000566377092863319,0.0186516720611391,0.000341114791014543,-0.00551159272764083,0.00120009357274335
"delta",0.000627545405039509,-0.00174483778650347,0.000341114791014543,0.00451807521416287,-0.00264729628456149,-0.000620730099535508
"lambda",0.0200985561923286,-0.0442602358270847,-0.00551159272764083,-0.00264729628456149,0.914769300056917,-0.0378320813612396
"luce",-0.014151017204703,-0.00545064135476701,0.00120009357274335,-0.000620730099535508,-0.0378320813612396,0.0452515926633446
"alpha",0.0298716015419975,0.00124477360148676,0.00119525668314536,-0.000242829898188426,0.0151587465035801,-0.0143270759855018
"beta",0.00124477360148676,0.0673577717617378,-0.00128748839068048,-0.00108893109313956,-0.0430804760482974,-0.01201291100864
"gamma",0.00119525668314536,-0.00128748839068048,0.0522694273516836,0.00104757191957256,9.16163580436149e-06,0.00460999630964821
"delta",-0.000242829898188426,-0.00108893109313956,0.00104757191957256,0.00536912594355044,-0.00110271446204199,-0.00136811712289906
"lambda",0.0151587465035801,-0.0430804760482974,9.16163580436149e-06,-0.00110271446204199,0.787816510156225,-0.0545558165834841
"luce",-0.0143270759855018,-0.01201291100864,0.00460999630964821,-0.00136811712289906,-0.0545558165834841,0.0594685683907748
"alpha",0.0524166893302567,-0.000389282967315283,0.00160247831580966,4.99985026156089e-05,0.0139891377428539,-0.0172799748298385
"beta",-0.000389282967315283,0.0520492579042051,-4.05252289244453e-06,-0.00232234774145897,-0.0490724138807812,-0.0121042409547047
"gamma",0.00160247831580966,-4.05252289244453e-06,0.0276186262836702,0.000172535146608928,-0.00748977428375075,0.00378254738416439
"delta",4.99985026156089e-05,-0.00232234774145897,0.000172535146608928,0.0318877122267479,0.0113456164469966,0.00176581595326769
"lambda",0.0139891377428539,-0.0490724138807812,-0.00748977428375075,0.0113456164469966,0.465764878923788,-0.0784201398866263
"luce",-0.0172799748298385,-0.0121042409547047,0.00378254738416439,0.00176581595326769,-0.0784201398866263,0.0607422576724785
"alpha",0.0203589342218303,0.0034210375117476,-0.000796929535624307,0.000143062110626556,0.00611407219794582,-0.0113910432549929
"beta",0.0034210375117476,0.0675017369547014,-0.00169142456113492,-0.000869664273298888,-0.0463233458056718,-0.0126042471789586
"gamma",-0.000796929535624307,-0.00169142456113492,0.0557750912058347,0.00086423411045673,-0.00617903591890162,0.0119688991208977
"delta",0.000143062110626556,-0.000869664273298888,0.00086423411045673,0.0033232702623801,0.000328783088938178,-0.00117387653534315
"lambda",0.00611407219794582,-0.0463233458056718,-0.00617903591890162,0.000328783088938178,0.812305739692949,-0.043590608680176
"luce",-0.0113910432549929,-0.0126042471789586,0.0119688991208977,-0.00117387653534315,-0.043590608680176,0.0590704169709764
"alpha",0.0444274938559863,0.0030577346808718,-0.000639505184999462,0.000232660005544289,0.0229365209720393,-0.0190038643940668
"beta",0.0030577346808718,0.0556146518681659,0.00148676131450042,-0.000225445465204008,-0.0578794439521072,-0.0119795525068088
"gamma",-0.000639505184999462,0.00148676131450042,0.0184046014210006,-0.000166602295830486,-0.000914339651889761,0.00254265126822587
"delta",0.000232660005544289,-0.000225445465204008,-0.000166602295830486,0.0174265487351144,0.00801713637978683,0.000506042392006805
"lambda",0.0229365209720393,-0.0578794439521072,-0.000914339651889761,0.00801713637978683,0.445719197027625,-0.0730501947069684
"luce",-0.0190038643940668,-0.0119795525068088,0.00254265126822587,0.000506042392006805,-0.0730501947069684,0.062741582461068
"alpha",0.0410791570467839,0.00323179223669866,0.00158217021958686,-0.00218411421511328,0.0185910992708435,-0.0188358301092649
"beta",0.00323179223669866,0.0403225395939796,0.000209139508745587,-0.000856863819978349,-0.0624289679082916,-0.00703781948908487
"gamma",0.00158217021958686,0.000209139508745587,0.00723155982065921,0.0009060957861763,-0.0013216264476913,0.000423894434084378
"delta",-0.00218411421511328,-0.000856863819978349,0.0009060957861763,0.0112784912580456,0.0221593228752656,-5.44470315647541e-05
"lambda",0.0185910992708435,-0.0624289679082916,-0.0013216264476913,0.0221593228752656,0.596980009330729,-0.0905237631633488
"luce",-0.0188358301092649,-0.00703781948908487,0.000423894434084378,-5.44470315647541e-05,-0.0905237631633488,0.0571700011063989
"alpha",0.0270426953391616,0.00244660179473035,-0.00246747805760067,0.000268888254166393,0.00534283054552401,-0.0061640058452374
"beta",0.00244660179473035,0.0440592053548885,0.000421694566192942,-0.00705453741974279,-0.10630144330998,-0.00551756680533126
"gamma",-0.00246747805760067,0.000421694566192942,0.0208102050066332,-0.000572926819079967,0.00781462122993262,0.000451407185917551
"delta",0.000268888254166393,-0.00705453741974279,-0.000572926819079967,0.0109021084975295,0.0152405523335717,0.00239917780202805
"lambda",0.00534283054552401,-0.10630144330998,0.00781462122993262,0.0152405523335717,0.915107808623054,-0.076220671512755
"luce",-0.0061640058452374,-0.00551756680533126,0.000451407185917551,0.00239917780202805,-0.076220671512755,0.049859268030388
"alpha",0.0534358691126216,0.00438324880732504,0.00156037612983531,-6.96353358184819e-05,0.0234206670967012,-0.0200404313170263
"beta",0.00438324880732504,0.0409604272330142,0.000542906611524606,-0.00280099163744928,-0.0833214733389281,-0.0120779614207018
"gamma",0.00156037612983531,0.000542906611524606,0.0467977044913333,0.00150913751064902,-0.0120924288709517,0.00529376320902402
"delta",-6.96353358184819e-05,-0.00280099163744928,0.00150913751064902,0.0109538720881191,0.00753972847226439,0.00295633116429062
"lambda",0.0234206670967012,-0.0833214733389281,-0.0120924288709517,0.00753972847226439,0.937186738860831,-0.101936538006396
"luce",-0.0200404313170263,-0.0120779614207018,0.00529376320902402,0.00295633116429062,-0.101936538006396,0.0646952955471122
"alpha",0.0542112862821363,0.00526598427148482,0.000854041636217427,-0.000641990986372451,0.0179976099877625,-0.0271810167810209
"beta",0.00526598427148482,0.0694427236595122,-0.00124271105391873,-0.0013046314959765,-0.0380426767746662,-0.0121323358906651
"gamma",0.000854041636217427,-0.00124271105391873,0.0155567970751627,0.000600304550475851,-0.00317122332398706,0.00234445891008368
"delta",-0.000641990986372451,-0.0013046314959765,0.000600304550475851,0.00317271895388731,-0.00205578695492283,-0.000683112295666202
"lambda",0.0179976099877625,-0.0380426767746662,-0.00317122332398706,-0.00205578695492283,0.82846958026428,-0.0567987547631275
"luce",-0.0271810167810209,-0.0121323358906651,0.00234445891008368,-0.000683112295666202,-0.0567987547631275,0.0659049593160147
"alpha",0.0224104375861352,-0.000163541086258163,-0.00344246276844061,-0.0002418437920727,0.0129852454462877,-0.00610423997056953
"beta",-0.000163541086258163,0.0636765906266452,0.000806736767509844,-0.00325001249806965,-0.122157385071448,-0.0051812500037418
"gamma",-0.00344246276844061,0.000806736767509844,0.02016131365362,0.0014115867427584,0.00819222103792511,-0.000457046438766989
"delta",-0.0002418437920727,-0.00325001249806965,0.0014115867427584,0.00741649342025434,0.0232537407221778,0.000156898767992822
"lambda",0.0129852454462877,-0.122157385071448,0.00819222103792511,0.0232537407221778,0.857966987694394,-0.0857691313310562
"luce",-0.00610423997056953,-0.0051812500037418,-0.000457046438766989,0.000156898767992822,-0.0857691313310562,0.048777129897941
"alpha",0.0598128817521298,0.00177849970217939,-0.000704162484087308,-0.00207225582940708,0.0126304117559176,-0.0152411648646855
"beta",0.00177849970217939,0.058906952512654,8.08160401316528e-05,-0.00514029593786665,-0.0439474677883404,-0.011543099139027
"gamma",-0.000704162484087308,8.08160401316528e-05,0.0381311000191972,0.00305475745028966,0.000301072243505383,0.00230463741002678
"delta",-0.00207225582940708,-0.00514029593786665,0.00305475745028966,0.0359855372628866,0.00310346459569581,0.00215732162881124
"lambda",0.0126304117559176,-0.0439474677883404,0.000301072243505383,0.00310346459569581,0.321568649903353,-0.031952412958779
"luce",-0.0152411648646855,-0.011543099139027,0.00230463741002678,0.00215732162881124,-0.031952412958779,0.0339535634533802
"alpha",0.0368980483750028,0.00142193235430505,0.00111379130716844,0.000596748160554142,0.0242656779832603,-0.019681976365008
"beta",0.00142193235430505,0.0701286114636142,9.62556401287141e-05,-0.00135466092509513,-0.0460322949457284,-0.00749149077455848
"gamma",0.00111379130716844,9.62556401287141e-05,0.0423416131959022,0.000689076599488303,-0.0109679285243425,0.00675823707439198
"delta",0.000596748160554142,-0.00135466092509513,0.000689076599488303,0.0029665822737365,-0.00195236373847369,-0.00128169892620096
"lambda",0.0242656779832603,-0.0460322949457284,-0.0109679285243425,-0.00195236373847369,0.924364589562789,-0.0611635627712067
"luce",-0.019681976365008,-0.00749149077455848,0.00675823707439198,-0.00128169892620096,-0.0611635627712067,0.0684062123689351
"alpha",0.0273143261980875,0.00127285145794049,-0.00124520488562349,-0.000583446322236968,0.0207882637702548,-0.00722784629910406
"beta",0.00127285145794049,0.0472048352765643,0.000627600549848298,-0.000930160860492209,-0.114690351900812,-0.00540790987733188
"gamma",-0.00124520488562349,0.000627600549848298,0.0553635458067052,0.000591010706371751,-0.019321549008735,0.00308453663931842
"delta",-0.000583446322236968,-0.000930160860492209,0.000591010706371751,0.0044942985408463,0.00297728547920394,6.84546990718973e-06
"lambda",0.0207882637702548,-0.114690351900812,-0.019321549008735,0.00297728547920394,0.958977408909078,-0.0756214323104389
"luce",-0.00722784629910406,-0.00540790987733188,0.00308453663931842,6.84546990718973e-06,-0.0756214323104389,0.0286707659910192
"alpha",0.0406313906788004,0.00112857190064888,0.0048567606057161,-4.46928725195759e-05,0.0148806431351008,-0.0211253300331773
"beta",0.00112857190064888,0.0739087206267921,-0.000949288739935743,-0.000345562052158129,-0.0569185249705901,-0.008927050538578
"gamma",0.0048567606057161,-0.000949288739935743,0.0368858539582853,0.00177854193578729,-0.0154401662405334,0.00735277599108697
"delta",-4.46928725195759e-05,-0.000345562052158129,0.00177854193578729,0.00576425406009843,-0.00263970913354963,-0.0027037048121284
"lambda",0.0148806431351008,-0.0569185249705901,-0.0154401662405334,-0.00263970913354963,0.893597413523191,-0.0533454218613069
"luce",-0.0211253300331773,-0.008927050538578,0.00735277599108697,-0.0027037048121284,-0.0533454218613069,0.0608369087622505
"alpha",0.0281012925810045,0.00277757789350746,-0.00411440778819539,0.000541211780179837,0.00846347464538951,-0.00145324082527977
"beta",0.00277757789350746,0.0148324513754392,-0.000751099814277296,-0.00219091393832343,-0.0289943834059892,-0.00137241783217804
"gamma",-0.00411440778819539,-0.000751099814277296,0.0248661995399949,-0.000315868290104423,0.00775667113335981,0.000537766662954156
"delta",0.000541211780179837,-0.00219091393832343,-0.000315868290104423,0.00788728718899183,0.0116436450822393,0.00120802497931945
"lambda",0.00846347464538951,-0.0289943834059892,0.00775667113335981,0.0116436450822393,0.599914151809996,-0.0198416533883175
"luce",-0.00145324082527977,-0.00137241783217804,0.000537766662954156,0.00120802497931945,-0.0198416533883175,0.0218748619156986
"alpha",0.0280218031917568,0.00192746232561623,-0.000684676129736153,-4.17162185322581e-05,0.0175384474908638,-0.00798567138200623
"beta",0.00192746232561623,0.0529766589107458,0.00162738100227558,-0.00579101458407127,-0.120339666870002,-0.0049022019564274
"gamma",-0.000684676129736153,0.00162738100227558,0.0406241252478988,0.000198415184125155,-0.00505250913612169,0.00198731939695741
"delta",-4.17162185322581e-05,-0.00579101458407127,0.000198415184125155,0.0139482644494051,0.0195000307959384,5.39271446068465e-05
"lambda",0.0175384474908638,-0.120339666870002,-0.00505250913612169,0.0195000307959384,1.06139097309714,-0.089623595027861
"luce",-0.00798567138200623,-0.0049022019564274,0.00198731939695741,5.39271446068465e-05,-0.089623595027861,0.0342617771568304
"alpha",0.0597182516129142,0.00853059989259208,-0.000155438124863,-0.000727775268666055,0.0541304425010107,-0.0333551370401133
"beta",0.00853059989259208,0.0459155439543355,-0.000291107460249715,-0.00429360517338242,-0.0546816249362125,-0.0159163952549349
"gamma",-0.000155438124863,-0.000291107460249715,0.00855654868264494,0.000257939799463274,-0.000880652168351626,0.00131752371676839
"delta",-0.000727775268666055,-0.00429360517338242,0.000257939799463274,0.00326839635082442,0.00862945161892105,0.00170518475749687
"lambda",0.0541304425010107,-0.0546816249362125,-0.000880652168351626,0.00862945161892105,0.780594910334447,-0.109089689098427
"luce",-0.0333551370401133,-0.0159163952549349,0.00131752371676839,0.00170518475749687,-0.109089689098427,0.063066435346296
"alpha",0.0623097077498371,0.00453692928653971,0.00270744927257151,-0.00331980840291521,0.0314294618116769,-0.0292764321677358
"beta",0.00453692928653971,0.046420836006039,-0.000228683334325317,-0.00294495780665132,-0.066270422154026,-0.00869331545256902
"gamma",0.00270744927257151,-0.000228683334325317,0.0139340574219927,0.00183636287846835,-0.00821599073576127,0.0040626460400954
"delta",-0.00331980840291521,-0.00294495780665132,0.00183636287846835,0.0202906388601997,0.0304584753633918,0.00099828340617937
"lambda",0.0314294618116769,-0.066270422154026,-0.00821599073576127,0.0304584753633918,0.670904295980404,-0.0988038738113915
"luce",-0.0292764321677358,-0.00869331545256902,0.0040626460400954,0.00099828340617937,-0.0988038738113915,0.0612029759941357
"alpha",0.062684172575567,0.000515228176066735,0.000882286286376239,-0.000838983651489962,0.0283962853580083,-0.0169238684124615
"beta",0.000515228176066735,0.0422773162340438,0.00197510344880102,-0.00842601262072897,-0.0676419551658381,-0.00329386496922141
"gamma",0.000882286286376239,0.00197510344880102,0.0342913249628839,-2.51168707336557e-05,-0.0200282411582528,0.00876702896310508
"delta",-0.000838983651489962,-0.00842601262072897,-2.51168707336557e-05,0.0194605752077192,0.0113441370105293,0.00187226924810531
"lambda",0.0283962853580083,-0.0676419551658381,-0.0200282411582528,0.0113441370105293,0.815834437341921,-0.132177646981466
"luce",-0.0169238684124615,-0.00329386496922141,0.00876702896310508,0.00187226924810531,-0.132177646981466,0.0609140514456517
"alpha",0.0509511388831034,-0.000630781581361388,-0.00106773548068421,4.43895557359336e-05,0.0237819978846036,-0.0152038524523178
"beta",-0.000630781581361388,0.0300561888118011,-0.000523816704792668,-0.00203993855528906,-0.0602996707949244,-0.00500635725547015
"gamma",-0.00106773548068421,-0.000523816704792668,0.0254620169659511,-0.000132503891333469,0.00334269835412118,0.000651929465164408
"delta",4.43895557359336e-05,-0.00203993855528906,-0.000132503891333469,0.0175323711099425,0.0100550557406977,0.000432031132901121
"lambda",0.0237819978846036,-0.0602996707949244,0.00334269835412118,0.0100550557406977,0.909677705592806,-0.110516639152837
"luce",-0.0152038524523178,-0.00500635725547015,0.000651929465164408,0.000432031132901121,-0.110516639152837,0.0535528197676012
"alpha",0.0475338157677472,0.0032925865864534,-0.000865548899356953,0.000556779004028896,0.0472167975855748,-0.025526759102564
"beta",0.0032925865864534,0.0503778455216408,3.1339610419741e-05,-0.00338817568560198,-0.0858760568429884,-0.00878574394910344
"gamma",-0.000865548899356953,3.1339610419741e-05,0.0204802624855606,0.000563442510770944,0.00185670615924868,0.00132181101838942
"delta",0.000556779004028896,-0.00338817568560198,0.000563442510770944,0.0193164716759389,0.00940026206951339,0.000831356802263374
"lambda",0.0472167975855748,-0.0858760568429884,0.00185670615924868,0.00940026206951339,0.736844906285292,-0.108676451403143
"luce",-0.025526759102564,-0.00878574394910344,0.00132181101838942,0.000831356802263374,-0.108676451403143,0.0650581515173735
"alpha",0.057566844152227,9.74628986709001e-05,0.00235604978078071,-0.00130544131031445,0.0368924858888398,-0.0185024781282577
"beta",9.74628986709001e-05,0.00484521246366584,-0.000233826110176764,-0.00104562077745824,-0.00436412662551255,-0.00173424409027479
"gamma",0.00235604978078071,-0.000233826110176764,0.0202348103352724,-0.000115688108668301,0.000970004255446816,0.000388425581643025
"delta",-0.00130544131031445,-0.00104562077745824,-0.000115688108668301,0.0107800510173494,0.00594179480467182,0.000768090091950416
"lambda",0.0368924858888398,-0.00436412662551255,0.000970004255446816,0.00594179480467182,0.629479058766322,-0.0783708130989626
"luce",-0.0185024781282577,-0.00173424409027479,0.000388425581643025,0.000768090091950416,-0.0783708130989626,0.0586234023917957
"alpha",0.0415279412311017,0.00084727248244207,0.000886056653047467,-0.000391839369501211,0.0337766632395319,-0.015174350891846
"beta",0.00084727248244207,0.0305661460800952,-0.000105643240606222,-0.00315588895224158,-0.0697197485357251,-0.00892006352060089
"gamma",0.000886056653047467,-0.000105643240606222,0.0325941694149454,0.000132757031975432,-0.00775447402100288,0.00649706789937888
"delta",-0.000391839369501211,-0.00315588895224158,0.000132757031975432,0.00924293668699354,0.0157392351177002,0.00276229545764675
"lambda",0.0337766632395319,-0.0697197485357251,-0.00775447402100288,0.0157392351177002,0.901250191501086,-0.0940243523269766
"luce",-0.015174350891846,-0.00892006352060089,0.00649706789937888,0.00276229545764675,-0.0940243523269766,0.0628038203047314
"alpha",0.0571858099796358,0.00342621429352532,-0.000364368555408003,0.000238471362261179,0.0374753377380657,-0.0286526653552385
"beta",0.00342621429352532,0.0682354427797777,-0.0010293277387248,-0.00109520169781888,-0.0555667766191159,-0.0101646639902465
"gamma",-0.000364368555408003,-0.0010293277387248,0.0223925644458915,0.000524029007469766,-0.0101439927265278,0.00678629851876193
"delta",0.000238471362261179,-0.00109520169781888,0.000524029007469766,0.00365907624904985,-0.00247112703585672,-0.000957279384725637
"lambda",0.0374753377380657,-0.0555667766191159,-0.0101439927265278,-0.00247112703585672,0.888110676702857,-0.0675490641235359
"luce",-0.0286526653552385,-0.0101646639902465,0.00678629851876193,-0.000957279384725637,-0.0675490641235359,0.0649496011073308
"alpha",0.0545751284006213,0.00261588132254545,-0.00290467492609426,-0.000105028631353803,0.0245061232730422,-0.019141930398352
"beta",0.00261588132254545,0.043943940495381,0.000179393707954387,-0.00664184608105787,-0.109706029143326,-0.00955519409831616
"gamma",-0.00290467492609426,0.000179393707954387,0.0248942075039975,0.000790560676487976,-0.00225839192950922,0.00223251294311683
"delta",-0.000105028631353803,-0.00664184608105787,0.000790560676487976,0.019696359459702,0.0253159098535449,0.00310661244265595
"lambda",0.0245061232730422,-0.109706029143326,-0.00225839192950922,0.0253159098535449,0.990398132297136,-0.0820429905204826
"luce",-0.019141930398352,-0.00955519409831616,0.00223251294311683,0.00310661244265595,-0.0820429905204826,0.0543515115841887
"alpha",0.0282644928046979,0.000336523554168044,-0.00369812461791511,-0.000621510270889016,-0.000692006158489629,-0.00483408659799726
"beta",0.000336523554168044,0.050816882316192,-0.000423972481494613,0.000150413149188519,-0.0752961753891063,-0.00238932070481948
"gamma",-0.00369812461791511,-0.000423972481494613,0.0145382756721713,0.000704803351523399,0.00015299132676593,0.00137005431030286
"delta",-0.000621510270889016,0.000150413149188519,0.000704803351523399,0.00592176938548902,0.00407643674973235,-0.000412584825984716
"lambda",-0.000692006158489629,-0.0752961753891063,0.00015299132676593,0.00407643674973235,0.395868678243067,-0.0387347473617119
"luce",-0.00483408659799726,-0.00238932070481948,0.00137005431030286,-0.000412584825984716,-0.0387347473617119,0.0272860697756299
"alpha",0.0651919158927632,0.00567685473558602,0.00419478841275848,-0.000107275644750997,0.0135891247270086,-0.0256325628565058
"beta",0.00567685473558602,0.0674195127964817,-0.000839014229645169,-0.00210351336656163,-0.0407471170952814,-0.0112099228614841
"gamma",0.00419478841275848,-0.000839014229645169,0.0222095765041399,0.000237978049598267,0.00156444998625575,0.00192283492761751
"delta",-0.000107275644750997,-0.00210351336656163,0.000237978049598267,0.0037613930068,-0.000200889374771764,-0.00106125745694479
"lambda",0.0135891247270086,-0.0407471170952814,0.00156444998625575,-0.000200889374771764,0.767252617398322,-0.0508714545143094
"luce",-0.0256325628565058,-0.0112099228614841,0.00192283492761751,-0.00106125745694479,-0.0508714545143094,0.0626484919054683
"alpha",0.0581940296060956,0.00251660778292435,0.000368642265477901,-0.00110234386167837,0.0199459853637199,-0.0244367706925584
"beta",0.00251660778292435,0.0183112682247474,0.000152746055770311,-0.00455524068328527,-0.0205318616578803,-0.00512097862043604
"gamma",0.000368642265477901,0.000152746055770311,0.0105086241661551,0.000470107872223017,-0.00254451063103134,0.0017653239920438
"delta",-0.00110234386167837,-0.00455524068328527,0.000470107872223017,0.0123514449436746,0.00797685532134026,0.0034520172946709
"lambda",0.0199459853637199,-0.0205318616578803,-0.00254451063103134,0.00797685532134026,0.759913148197985,-0.0701981432095838
"luce",-0.0244367706925584,-0.00512097862043604,0.0017653239920438,0.0034520172946709,-0.0701981432095838,0.0530849145459729
"alpha",0.0595795098893988,0.0013499745495827,-0.00406913457595393,0.000234520838835088,0.0517217850581237,-0.0210579639403402
"beta",0.0013499745495827,0.0260434735092933,0.000871755298301639,-0.00505492105964445,-0.0385184211667663,-0.00649269758920711
"gamma",-0.00406913457595393,0.000871755298301639,0.0291741366208847,0.000151143131115234,0.000272526647186201,0.00136744284320084
"delta",0.000234520838835088,-0.00505492105964445,0.000151143131115234,0.00449573330779806,0.0119235147929546,0.00209972561153688
"lambda",0.0517217850581237,-0.0385184211667663,0.000272526647186201,0.0119235147929546,0.891633646778692,-0.119234834452011
"luce",-0.0210579639403402,-0.00649269758920711,0.00136744284320084,0.00209972561153688,-0.119234834452011,0.0602228206184685
"alpha",0.0525285740758962,0.00125236960722694,0.00118267208490467,-0.000320658944385485,0.00491775711355,-0.00993524814836938
"beta",0.00125236960722694,0.0258250052125638,0.000241245310031357,-0.00471241591910178,-0.0251459741535162,-0.00609174024445225
"gamma",0.00118267208490467,0.000241245310031357,0.0249448679741773,0.000633677836431103,0.00141709991903968,0.00351641708683811
"delta",-0.000320658944385485,-0.00471241591910178,0.000633677836431103,0.00305221280980638,0.00938584793969476,0.00219904481159429
"lambda",0.00491775711355,-0.0251459741535162,0.00141709991903968,0.00938584793969476,0.458993793998807,-0.0132674152098055
"luce",-0.00993524814836938,-0.00609174024445225,0.00351641708683811,0.00219904481159429,-0.0132674152098055,0.0323351586345611
"alpha",0.0527954872124614,0.000146258285604788,0.00251995311345526,-0.000123783045269279,0.025354821022024,-0.011831243484374
"beta",0.000146258285604788,0.0264944539598874,0.00136899561551883,-0.00125812347821718,-0.0431771562651891,-0.000998899253263403
"gamma",0.00251995311345526,0.00136899561551883,0.0568603730975171,8.41906759707976e-05,-0.00755294419491928,0.00381162297041673
"delta",-0.000123783045269279,-0.00125812347821718,8.41906759707976e-05,0.00990572572743897,0.00192853503014944,-8.18696954240807e-05
"lambda",0.025354821022024,-0.0431771562651891,-0.00755294419491928,0.00192853503014944,0.758419185871057,-0.0957813399781198
"luce",-0.011831243484374,-0.000998899253263403,0.00381162297041673,-8.18696954240807e-05,-0.0957813399781198,0.0341881113728944
"alpha",0.0340446125160699,0.00228740309771729,0.000410255944129819,-7.21587406526413e-05,0.018065537867639,-0.0170561504799902
"beta",0.00228740309771729,0.0688588269430032,-0.00277265491484658,-0.000818412334472901,-0.0386021027518397,-0.0141539690326884
"gamma",0.000410255944129819,-0.00277265491484658,0.036823631055734,0.000416643969350588,-0.000998271365510854,0.00554582988953168
