"","alpha","beta","gamma","delta","lambda","luce"
"gamma",-0.0160123761261486,0.00841576244292345,0.0291625746254412,-0.00769775574400875,0.00325261920013977,-0.00501803072652994
"delta",0.00911945570956752,-0.0187110380888726,-0.00769775574400875,0.0196721287876145,-0.0232988948076508,-0.0037175084366073
"lambda",-0.0124540334588893,-0.00983243335215968,0.00325261920013977,-0.0232988948076508,1.32649288297937,-0.0119913993465019
"luce",-0.0112459476340423,-0.000589560567058648,-0.00501803072652994,-0.0037175084366073,-0.0119913993465019,0.0754377199975617
"alpha",0.0753871274146297,0.000158109087096311,-0.042051517893007,0.00247659321883369,0.0159162581283858,0.00631060782539996
"beta",0.000158109087096311,0.00564666995798186,0.0027851877793781,0.000641047644410695,-0.0299917176574157,-0.00510650178241264
"gamma",-0.042051517893007,0.0027851877793781,0.0846014994189762,-0.00374497637615694,-0.0380704654824838,-0.0166217833317209
"delta",0.00247659321883369,0.000641047644410695,-0.00374497637615694,0.0128581749787351,-0.0130333611642639,-0.00262334291450399
"lambda",0.0159162581283858,-0.0299917176574157,-0.0380704654824838,-0.0130333611642639,1.0026741525207,-0.144538920711334
"luce",0.00631060782539996,-0.00510650178241264,-0.0166217833317209,-0.00262334291450399,-0.144538920711334,0.073503912041345
"alpha",0.00180304559222446,-0.00072579845233357,-0.000780911647546352,0.000667127581702076,0.0246922853576785,-0.00475816839628482
"beta",-0.00072579845233357,0.00407720083025996,0.00171635368658651,0.00155256030857517,-0.0429832101567186,0.000700750359783156
"gamma",-0.000780911647546352,0.00171635368658651,0.0020057486069622,-0.000347628325046893,-0.014004753838813,0.000344928829200402
"delta",0.000667127581702076,0.00155256030857517,-0.000347628325046893,0.00613464776627907,-0.0252465677377755,-0.00107603892860736
"lambda",0.0246922853576785,-0.0429832101567186,-0.014004753838813,-0.0252465677377755,0.792660020292177,-0.0693672880948713
"luce",-0.00475816839628482,0.000700750359783156,0.000344928829200402,-0.00107603892860736,-0.0693672880948713,0.0385646055273429
"alpha",0.0191303117811227,-0.000219481569638474,-0.00928599349693782,0.000238859936197632,0.0135913245251283,-0.00321028660936703
"beta",-0.000219481569638474,0.00220313641710117,0.00413658526042008,5.92971996372214e-05,-0.0255751492517638,-0.00274772356873032
"gamma",-0.00928599349693782,0.00413658526042008,0.0566124068423826,-9.37358170278886e-05,-0.0246719443314695,-0.000557372121531762
"delta",0.000238859936197632,5.92971996372214e-05,-9.37358170278886e-05,0.000196197917787911,-0.00185988774020553,-0.000949870798081963
"lambda",0.0135913245251283,-0.0255751492517638,-0.0246719443314695,-0.00185988774020553,0.736156488049378,-0.0360234453693234
"luce",-0.00321028660936703,-0.00274772356873032,-0.000557372121531762,-0.000949870798081963,-0.0360234453693234,0.0468508826926397
"alpha",0.00219655455485668,-0.00113408845753542,-0.000495429959374679,0.00485191756586079,0.00800898731080726,-0.00392646045141243
"beta",-0.00113408845753542,0.0376152998009637,0.00133060870979599,-0.0213618257101535,-0.0438304922154546,-0.000611348050284793
"gamma",-0.000495429959374679,0.00133060870979599,0.00279412494925612,-0.00189354821892241,-0.0106568661651402,-0.000395579746457998
"delta",0.00485191756586079,-0.0213618257101535,-0.00189354821892241,0.0585813696158847,-0.0322191191471236,-0.00675231903469056
"lambda",0.00800898731080726,-0.0438304922154546,-0.0106568661651402,-0.0322191191471236,1.35672612859052,-0.0132321823016332
"luce",-0.00392646045141243,-0.000611348050284793,-0.000395579746457998,-0.00675231903469056,-0.0132321823016332,0.0337044568792299
"alpha",0.0545909879341091,-0.00166690977338806,-0.0334176428133549,-9.28346419981795e-06,0.011721599187378,-0.000673057797403403
"beta",-0.00166690977338806,0.00148688139448481,0.00338394424925715,0.00010747346415776,-0.00922852944327225,-0.00270977665081502
"gamma",-0.0334176428133549,0.00338394424925715,0.0717412914409366,-7.79898069091603e-05,0.00633133752031104,-0.00176664477616962
"delta",-9.28346419981795e-06,0.00010747346415776,-7.79898069091603e-05,0.000153261479582917,-0.00248298485307477,-0.00089718594783884
"lambda",0.011721599187378,-0.00922852944327225,0.00633133752031104,-0.00248298485307477,0.573850882018866,-0.0124911417844982
"luce",-0.000673057797403403,-0.00270977665081502,-0.00176664477616962,-0.00089718594783884,-0.0124911417844982,0.0503702063223735
"alpha",0.0020893258237052,-0.000935052362390292,-0.000641978032280979,0.0015801485759057,-0.0020268149618855,-0.00282210006520182
"beta",-0.000935052362390292,0.0729745445126719,9.6055084903505e-05,-0.019326978641774,0.0398695803836999,0.00198377663970675
"gamma",-0.000641978032280979,9.6055084903505e-05,0.000762980708426647,1.34189562164112e-05,3.89523385951072e-05,-0.00331070175793072
"delta",0.0015801485759057,-0.019326978641774,1.34189562164112e-05,0.0273489941972409,-0.0700655781074217,-0.00383869249065608
"lambda",-0.0020268149618855,0.0398695803836999,3.89523385951072e-05,-0.0700655781074217,1.36033476390472,-0.00267131078818026
"luce",-0.00282210006520182,0.00198377663970675,-0.00331070175793072,-0.00383869249065608,-0.00267131078818026,0.0550358861297224
"alpha",0.0184424274862732,0.00116225032782111,-0.00960901798058549,0.00819354272775694,0.02372772227487,-0.012926781013029
"beta",0.00116225032782111,0.0126774552198593,0.00283966362856002,-2.4625001296437e-05,-0.0431076020297129,-0.00750054369856874
"gamma",-0.00960901798058549,0.00283966362856002,0.0109217506189957,-0.00311450627815226,-0.013042390857169,-0.00480781735981687
"delta",0.00819354272775694,-2.4625001296437e-05,-0.00311450627815226,0.0200812571286564,-0.036585307177805,-0.0134225212839147
"lambda",0.02372772227487,-0.0431076020297129,-0.013042390857169,-0.036585307177805,0.932377145168297,-0.0742528391366174
"luce",-0.012926781013029,-0.00750054369856874,-0.00480781735981687,-0.0134225212839147,-0.0742528391366174,0.0789396679581195
"alpha",0.0707159078460404,-0.00257463745502388,-0.0161811233693813,0.00112745503305293,-0.0050232202369786,0.00749826989004394
"beta",-0.00257463745502388,0.0789631057025011,0.00571771286292287,-0.00857660218866776,-0.0336942286665394,-0.00599429932719259
"gamma",-0.0161811233693813,0.00571771286292287,0.0404715317375407,-2.75500317318189e-05,0.00867075544353061,-0.0190659006100377
"delta",0.00112745503305293,-0.00857660218866776,-2.75500317318189e-05,0.00430783204666471,-0.000940964695989431,-0.000729271163597178
"lambda",-0.0050232202369786,-0.0336942286665394,0.00867075544353061,-0.000940964695989431,1.31470883267022,-0.0096427206680406
"luce",0.00749826989004394,-0.00599429932719259,-0.0190659006100377,-0.000729271163597178,-0.0096427206680406,0.0817132124533932
"alpha",0.0055972829423603,-0.00068731563055706,-0.00250796816045381,0.00129256840922495,0.0582065286837109,-0.0122912546822555
"beta",-0.00068731563055706,0.00143823520354017,0.000825934375049779,-0.000217725814651676,-0.0232539479771846,0.00346608836870274
"gamma",-0.00250796816045381,0.000825934375049779,0.00801594931887856,-0.00175439565979233,-0.00952869275006911,-0.000864514485566479
"delta",0.00129256840922495,-0.000217725814651676,-0.00175439565979233,0.00165696658724442,0.00621305126390154,-0.00126339735161542
"lambda",0.0582065286837109,-0.0232539479771846,-0.00952869275006911,0.00621305126390154,1.01998604264481,-0.197349259573852
"luce",-0.0122912546822555,0.00346608836870274,-0.000864514485566479,-0.00126339735161542,-0.197349259573852,0.0734023539409902
"alpha",0.00315600725413728,7.55764446833137e-06,-1.35150115544922e-05,0.00157941746788598,0.0114091774841918,-0.011294243584491
"beta",7.55764446833137e-06,0.00431988794253987,0.00073797509756967,-0.00110725916106458,-0.0317505012917987,-0.00310324273735211
"gamma",-1.35150115544922e-05,0.00073797509756967,0.00203753098489271,0.000437949487123406,-0.00729050715228731,-0.00301445892154064
"delta",0.00157941746788598,-0.00110725916106458,0.000437949487123406,0.00214425726121388,-0.00308089996734784,-0.00498952922371538
"lambda",0.0114091774841918,-0.0317505012917987,-0.00729050715228731,-0.00308089996734784,0.738554452576808,-0.0258304001748531
"luce",-0.011294243584491,-0.00310324273735211,-0.00301445892154064,-0.00498952922371538,-0.0258304001748531,0.0710983349395188
"alpha",0.041743127471383,-0.000912379208497947,-0.0203036456827244,0.000148128657620855,0.022976672118473,-0.00423336611262197
"beta",-0.000912379208497947,0.00158703207899139,0.00351711183652339,0.000344840904353978,-0.0115793672537613,-0.00275703106457391
"gamma",-0.0203036456827244,0.00351711183652339,0.0525932673910848,0.000353027080615126,-0.00463806540825313,-0.00313433655738163
"delta",0.000148128657620855,0.000344840904353978,0.000353027080615126,0.000680084087425777,-0.00415299889855619,-0.000930622890689473
"lambda",0.022976672118473,-0.0115793672537613,-0.00463806540825313,-0.00415299889855619,0.744350387236989,-0.0406588852149954
"luce",-0.00423336611262197,-0.00275703106457391,-0.00313433655738163,-0.000930622890689473,-0.0406588852149954,0.0597160133074315
"alpha",0.00255871378158932,-0.00175589902272966,-0.00136443770597709,0.00266031788713495,-0.00200425851945261,-0.00869628735959873
"beta",-0.00175589902272966,0.076373070539415,0.0023535672125223,-0.016650614077731,0.00191461912189648,0.00574368021836456
"gamma",-0.00136443770597709,0.0023535672125223,0.0108312198735101,-0.00262950721026204,-0.00386475980475441,-0.00247433964191722
"delta",0.00266031788713495,-0.016650614077731,-0.00262950721026204,0.0188702702824542,-0.033073581755868,-0.00904539332482255
"lambda",-0.00200425851945261,0.00191461912189648,-0.00386475980475441,-0.033073581755868,1.37379630532073,0.012999041345945
"luce",-0.00869628735959873,0.00574368021836456,-0.00247433964191722,-0.00904539332482255,0.012999041345945,0.0571899904856321
"alpha",0.00435205833690162,-0.00340603044803604,-0.00030777836108856,0.0106837588584937,-0.00915578771661676,-0.0151169827417659
"beta",-0.00340603044803604,0.0705493278718483,7.28964211546561e-05,-0.0247979724491615,0.0187584972247074,0.0134991407279885
"gamma",-0.00030777836108856,7.28964211546561e-05,0.00392005174576925,-0.0022937580336039,0.00367032416318298,0.000785206602165402
"delta",0.0106837588584937,-0.0247979724491615,-0.0022937580336039,0.0572008472904105,-0.076784452378776,-0.0373796249591432
"lambda",-0.00915578771661676,0.0187584972247074,0.00367032416318298,-0.076784452378776,1.30364931698877,0.0231446261854638
"luce",-0.0151169827417659,0.0134991407279885,0.000785206602165402,-0.0373796249591432,0.0231446261854638,0.0752841499476379
"alpha",0.00303820478282049,-0.00227290640676954,0.000886538935430821,0.00268599606439272,-0.00224962607801764,-0.011811490807011
"beta",-0.00227290640676954,0.0682509916937734,0.000552118516927341,-0.0177967835519635,-0.0136815489337427,0.0102256326316055
"gamma",0.000886538935430821,0.000552118516927341,0.00700206165751015,-0.00120438779042716,-0.0034628235028664,-0.00516370218086303
"delta",0.00268599606439272,-0.0177967835519635,-0.00120438779042716,0.021179282158407,-0.0289541839799374,-0.00942380698832263
"lambda",-0.00224962607801764,-0.0136815489337427,-0.0034628235028664,-0.0289541839799374,1.31655808847841,0.00891173746869386
"luce",-0.011811490807011,0.0102256326316055,-0.00516370218086303,-0.00942380698832263,0.00891173746869386,0.0625421193613012
"alpha",0.0625872965326884,-0.00461340036318303,-0.0287010826108345,0.00135477164708815,-0.0137457849837215,0.000386033300161703
"beta",-0.00461340036318303,0.0207845618777968,0.00772166766213455,-0.00377960913959838,-0.0328715808735824,-0.00552766630456251
"gamma",-0.0287010826108345,0.00772166766213455,0.0494547459272596,-0.00123270582008631,0.0113136896755524,-0.00959817603971835
"delta",0.00135477164708815,-0.00377960913959838,-0.00123270582008631,0.00157945084481634,-0.016043743595757,-0.00284417199946281
"lambda",-0.0137457849837215,-0.0328715808735824,0.0113136896755524,-0.016043743595757,1.32848751158136,-0.000306300918143874
"luce",0.000386033300161703,-0.00552766630456251,-0.00959817603971835,-0.00284417199946281,-0.000306300918143874,0.080575517350814
"alpha",0.068841757586515,0.00133994690202439,-0.0280029233825789,8.35815445010882e-05,0.00157374104298668,0.00253987324304776
"beta",0.00133994690202439,0.0707411438420989,-0.000461890820981197,-0.00627281957245212,-0.00413044445581368,-0.00521453038850601
"gamma",-0.0280029233825789,-0.000461890820981197,0.0375659939723333,0.000366692856118197,-0.00790986679270278,-0.0110434299353628
"delta",8.35815445010882e-05,-0.00627281957245212,0.000366692856118197,0.00419246753075636,-0.0136636808887226,-0.0010824074143111
"lambda",0.00157374104298668,-0.00413044445581368,-0.00790986679270278,-0.0136636808887226,1.32806561305913,-0.0232792293776236
"luce",0.00253987324304776,-0.00521453038850601,-0.0110434299353628,-0.0010824074143111,-0.0232792293776236,0.0816072374835236
"alpha",0.0012323387533397,2.68880397324028e-05,-0.000466544995429388,0.000359670677803208,0.0110055373343298,-0.00278692753283783
"beta",2.68880397324028e-05,0.00154906855408343,0.000145682118818876,-0.000410132825131938,-0.016577493551396,-0.000623097969947037
"gamma",-0.000466544995429388,0.000145682118818876,0.00285066596727869,-0.000456757318226568,0.0038861693907143,-0.000524758563173861
"delta",0.000359670677803208,-0.000410132825131938,-0.000456757318226568,0.000852752522684679,-0.00566544243214578,-0.000555612976688511
"lambda",0.0110055373343298,-0.016577493551396,0.0038861693907143,-0.00566544243214578,0.608562312927023,-0.0202843265861387
"luce",-0.00278692753283783,-0.000623097969947037,-0.000524758563173861,-0.000555612976688511,-0.0202843265861387,0.0436471480832486
"alpha",0.00135082755531689,-0.000232145777820251,-0.000332795791820504,0.00175063105086283,-0.00038529524786618,-0.00192019818435061
"beta",-0.000232145777820251,0.0572592506525927,0.00132100904952805,-0.0251510538286532,-0.00414434254265426,0.000127706501850781
"gamma",-0.000332795791820504,0.00132100904952805,0.00356171288042573,-0.00223552855116068,0.000514585964183716,-0.000285811427397847
"delta",0.00175063105086283,-0.0251510538286532,-0.00223552855116068,0.0555626420053899,-0.0699725569006729,-0.0020545932951675
"lambda",-0.00038529524786618,-0.00414434254265426,0.000514585964183716,-0.0699725569006729,1.29112353023709,-0.000530343518839044
"luce",-0.00192019818435061,0.000127706501850781,-0.000285811427397847,-0.0020545932951675,-0.000530343518839044,0.00928453429123993
"alpha",0.002733221529291,-0.000694314413112637,0.0011655530291586,0.000972797562926062,2.3709555536242e-05,-0.00938923575366152
"beta",-0.000694314413112637,0.0813146483562532,0.00107973886982599,-0.0116876741074597,0.0156696243695766,0.00105140532414677
"gamma",0.0011655530291586,0.00107973886982599,0.006527818639252,-0.000425901445744658,0.000249192053641695,-0.00397266823745275
"delta",0.000972797562926062,-0.0116876741074597,-0.000425901445744658,0.0130646262155702,-0.0284916855048261,-0.00395387647737578
"lambda",2.3709555536242e-05,0.0156696243695766,0.000249192053641695,-0.0284916855048261,1.30533499220029,0.00237205864056833
"luce",-0.00938923575366152,0.00105140532414677,-0.00397266823745275,-0.00395387647737578,0.00237205864056833,0.0484920959909362
"alpha",0.00185343519040541,-0.00104097146167378,0.00069218660085371,0.00142427032320043,0.000743453517262706,-0.00399632820344348
"beta",-0.00104097146167378,0.0593187969447624,0.0010492319333286,-0.0230152176021506,-0.0185287370708762,0.00216121887115683
"gamma",0.00069218660085371,0.0010492319333286,0.0040489869818964,-0.00138298126291531,-0.000781034303398134,-0.000721438926393057
"delta",0.00142427032320043,-0.0230152176021506,-0.00138298126291531,0.0384361740664108,-0.0542951004584407,-0.00238012404091624
"lambda",0.000743453517262706,-0.0185287370708762,-0.000781034303398134,-0.0542951004584407,1.39883271227386,-0.00222729167226643
"luce",-0.00399632820344348,0.00216121887115683,-0.000721438926393057,-0.00238012404091624,-0.00222729167226643,0.0226686892342569
"alpha",0.0322510368704169,0.000509651835139714,-0.00974587412215609,0.000908012696163877,0.0294208243529979,-0.00257749335818064
"beta",0.000509651835139714,0.00163771060260502,0.00614559210900591,0.000520837184552244,-0.0105375846145234,-0.00122153306822643
"gamma",-0.00974587412215609,0.00614559210900591,0.0693486545377491,0.000498544992578141,-0.0163399300283659,-0.00962351590714036
"delta",0.000908012696163877,0.000520837184552244,0.000498544992578141,0.00156814459614859,-0.000627134810470777,-1.58102580156995e-05
"lambda",0.0294208243529979,-0.0105375846145234,-0.0163399300283659,-0.000627134810470777,0.77833729338624,-0.134099088719795
"luce",-0.00257749335818064,-0.00122153306822643,-0.00962351590714036,-1.58102580156995e-05,-0.134099088719795,0.0622802261679128
"alpha",0.0715185010738565,-0.000400938658610518,-0.033571664638877,0.00483311981713571,0.0122136022581968,0.00302363326089381
"beta",-0.000400938658610518,0.00416885197180218,0.000289086555119705,-1.4413058128918e-05,-0.0171152695545033,-0.00304270830361235
"gamma",-0.033571664638877,0.000289086555119705,0.0527304088929344,-0.00665793609498325,-0.00923791687576024,-0.0121723428075631
"delta",0.00483311981713571,-1.4413058128918e-05,-0.00665793609498325,0.0290673925214529,-0.0150202269496983,-0.00194811866582675
"lambda",0.0122136022581968,-0.0171152695545033,-0.00923791687576024,-0.0150202269496983,0.759104597831395,-0.0861703703873763
"luce",0.00302363326089381,-0.00304270830361235,-0.0121723428075631,-0.00194811866582675,-0.0861703703873763,0.0643588365779605
"alpha",0.0585988148869733,-0.000546183971845962,-0.0354382220142496,0.000313008039337745,0.00450922043784858,0.00173147567198995
"beta",-0.000546183971845962,0.000667398162216111,0.00265033642738724,-0.000211449070082057,-0.0053798054729645,-0.000895984183441405
"gamma",-0.0354382220142496,0.00265033642738724,0.0954442351696687,-0.000748385624691055,-0.0145498830717997,-0.00693162244637315
"delta",0.000313008039337745,-0.000211449070082057,-0.000748385624691055,0.000296842415944976,0.00277617354600718,0.000772051795503144
"lambda",0.00450922043784858,-0.0053798054729645,-0.0145498830717997,0.00277617354600718,0.850431743172874,-0.109486706661713
"luce",0.00173147567198995,-0.000895984183441405,-0.00693162244637315,0.000772051795503144,-0.109486706661713,0.0708951838028883
"alpha",0.0593451609561788,-0.00181298700162497,-0.0342762964544546,0.000169028669473314,0.0245696098000071,-0.000907987961266704
"beta",-0.00181298700162497,0.00285009467702426,0.00362494513681116,0.000653250260906169,-0.0269640781975169,-0.00355927715436138
"gamma",-0.0342762964544546,0.00362494513681116,0.0750981777729603,0.000153758295343599,-0.012831008312221,-0.0109210203073383
"delta",0.000169028669473314,0.000653250260906169,0.000153758295343599,0.000798839808769827,-0.010500673356277,-0.00145060057566754
"lambda",0.0245696098000071,-0.0269640781975169,-0.012831008312221,-0.010500673356277,0.971994439110389,-0.12893305668592
"luce",-0.000907987961266704,-0.00355927715436138,-0.0109210203073383,-0.00145060057566754,-0.12893305668592,0.0761117691611546
"alpha",0.00500672254420787,0.000291722798822744,-0.000378138946100481,0.00136087836121835,0.0467147061449186,-0.0134712265503686
"beta",0.000291722798822744,0.00263378035349848,0.000589531907839584,0.000597744491440124,-0.0320752701805951,0.0018595972512193
"gamma",-0.000378138946100481,0.000589531907839584,0.00885195659937552,-0.0021534965089457,-0.00291123885886015,-0.000507131833486363
"delta",0.00136087836121835,0.000597744491440124,-0.0021534965089457,0.00629540130893244,-0.00588093227395357,-0.00362018226201125
"lambda",0.0467147061449186,-0.0320752701805951,-0.00291123885886015,-0.00588093227395357,1.06256403654345,-0.184610759636322
"luce",-0.0134712265503686,0.0018595972512193,-0.000507131833486363,-0.00362018226201125,-0.184610759636322,0.0628520148636908
"alpha",0.0020610125324267,0.000821585860929101,-0.00074528230916128,0.00338563499314856,0.0130259957481069,-0.00621447941485731
"beta",0.000821585860929101,0.0102061070765114,0.00122024271816141,-0.00188611782464401,-0.0457435217217067,-0.00404369579972347
"gamma",-0.00074528230916128,0.00122024271816141,0.00251666618703123,-0.00125211377158616,-0.0126771189137937,-0.000300080086550679
"delta",0.00338563499314856,-0.00188611782464401,-0.00125211377158616,0.0244255984767577,-0.034466977211281,-0.00749036554508684
"lambda",0.0130259957481069,-0.0457435217217067,-0.0126771189137937,-0.034466977211281,1.1016939228005,-0.0295944391675464
"luce",-0.00621447941485731,-0.00404369579972347,-0.000300080086550679,-0.00749036554508684,-0.0295944391675464,0.0426329160203385
"alpha",0.00236906945893967,-3.68707443567687e-05,-0.000126797861043192,0.000315175070291286,0.0203956580069611,-0.00387819062150636
"beta",-3.68707443567687e-05,0.00199778240788729,0.000522737078474491,0.000627376828227497,-0.0197446573624051,0.000825076740692357
"gamma",-0.000126797861043192,0.000522737078474491,0.00336575080083801,-0.000552500688116586,-0.00429718151190165,-0.000444187654915387
"delta",0.000315175070291286,0.000627376828227497,-0.000552500688116586,0.00257353886881206,-0.00520133005895893,-0.000271720963410038
"lambda",0.0203956580069611,-0.0197446573624051,-0.00429718151190165,-0.00520133005895893,0.401449811533354,-0.0451561758890439
"luce",-0.00387819062150636,0.000825076740692357,-0.000444187654915387,-0.000271720963410038,-0.0451561758890439,0.017727038807525
"alpha",0.0469046427909254,-0.000447724700563031,-0.0254614650291745,0.00163917764161631,0.0326379346680432,-0.00579934439811204
"beta",-0.000447724700563031,0.00220761496125596,0.00268208752014571,0.000372722900096298,-0.0195660895668393,-0.000886346681531171
"gamma",-0.0254614650291745,0.00268208752014571,0.0377338986392912,-0.00117222269574586,-0.00690124448871929,-0.00735930735142309
"delta",0.00163917764161631,0.000372722900096298,-0.00117222269574586,0.00123907991824918,-0.00077417101614108,-0.000618837979583621
"lambda",0.0326379346680432,-0.0195660895668393,-0.00690124448871929,-0.00077417101614108,0.961137336307808,-0.197455198544348
"luce",-0.00579934439811204,-0.000886346681531171,-0.00735930735142309,-0.000618837979583621,-0.197455198544348,0.0804681987500285
"alpha",0.0531595784835465,-0.00126215083431187,-0.0362424821409909,2.61503256032515e-05,0.0262612379114301,0.00182411863630859
"beta",-0.00126215083431187,0.00128745385859665,0.00427415177362054,0.000332677635679092,-0.0108720393488004,-0.00250134567101108
"gamma",-0.0362424821409909,0.00427415177362054,0.085164334502592,-0.000394066130761094,-0.0398387451384691,-0.0117249518074618
"delta",2.61503256032515e-05,0.000332677635679092,-0.000394066130761094,0.00220363275177215,-0.00597701421271227,-0.00191992485876771
"lambda",0.0262612379114301,-0.0108720393488004,-0.0398387451384691,-0.00597701421271227,0.621696092765346,-0.0885846095743107
"luce",0.00182411863630859,-0.00250134567101108,-0.0117249518074618,-0.00191992485876771,-0.0885846095743107,0.0512282383417609
"alpha",0.0526586854556985,-0.00284620645722213,-0.0257617587020799,0.00468140962655209,0.0241026791909171,0.0028418951996381
"beta",-0.00284620645722213,0.012601387318797,0.0078355375394509,-0.00272640100224724,-0.05162028978254,-0.00744118125359647
"gamma",-0.0257617587020799,0.0078355375394509,0.0353495853634644,-0.00340981913326007,-0.0248506712779241,-0.0150681589299987
"delta",0.00468140962655209,-0.00272640100224724,-0.00340981913326007,0.00468608701150231,-0.0134225411923775,-0.00419605192742502
"lambda",0.0241026791909171,-0.05162028978254,-0.0248506712779241,-0.0134225411923775,1.207076604769,-0.0317745431781939
"luce",0.0028418951996381,-0.00744118125359647,-0.0150681589299987,-0.00419605192742502,-0.0317745431781939,0.0828658541975228
"alpha",0.00374415119934174,-0.000696302017552841,0.00133510782365051,0.00137609727888255,-0.00117471366728686,-0.0143600608849571
"beta",-0.000696302017552841,0.0110993956149013,0.00176604730612971,-0.00302182845608527,-0.0276925261826265,0.00232933138785414
"gamma",0.00133510782365051,0.00176604730612971,0.00595785557458324,3.07941170902952e-05,-0.00354213756127885,-0.00594615261151112
"delta",0.00137609727888255,-0.00302182845608527,3.07941170902952e-05,0.00205289329847856,-0.0168469866012678,-0.00478342868050145
"lambda",-0.00117471366728686,-0.0276925261826265,-0.00354213756127885,-0.0168469866012678,1.11870239508523,-0.00457012803128222
"luce",-0.0143600608849571,0.00232933138785414,-0.00594615261151112,-0.00478342868050145,-0.00457012803128222,0.0728415775920343
"alpha",0.0049416065065384,0.000202289243775495,0.000344294364103514,0.000823887198489952,-0.00121635456078541,-0.0122839969895031
"beta",0.000202289243775495,0.0102794759988991,0.002978963310596,-0.00167660653613373,-0.0300080246676703,-0.000293608121004444
"gamma",0.000344294364103514,0.002978963310596,0.0202171144138127,0.000134862470340701,-0.00974742100107561,-0.00674747774093077
"delta",0.000823887198489952,-0.00167660653613373,0.000134862470340701,0.000797021102474474,-0.0108071981937104,-0.00275587668936036
"lambda",-0.00121635456078541,-0.0300080246676703,-0.00974742100107561,-0.0108071981937104,1.12434847202502,-0.00562134914032826
"luce",-0.0122839969895031,-0.000293608121004444,-0.00674747774093077,-0.00275587668936036,-0.00562134914032826,0.0642911152733707
"alpha",0.0501776493424671,-0.00888971161615694,-0.0361872873840768,0.0057038607098518,0.000334710291908255,0.00168106432411561
"beta",-0.00888971161615694,0.0683837972832168,0.0134623215769221,-0.0160450319531746,-0.0148567270538347,-0.00693966573973901
"gamma",-0.0361872873840768,0.0134623215769221,0.0842715076471828,-0.00639153078091948,-0.0120302723659264,-0.0152845723060918
"delta",0.0057038607098518,-0.0160450319531746,-0.00639153078091948,0.014972031591694,-0.0193019703041764,-0.00355502977072911
"lambda",0.000334710291908255,-0.0148567270538347,-0.0120302723659264,-0.0193019703041764,1.30957607857655,0.00424722975910126
"luce",0.00168106432411561,-0.00693966573973901,-0.0152845723060918,-0.00355502977072911,0.00424722975910126,0.0817178448547378
"alpha",0.0622929745044005,-0.0014245728173102,-0.020272847063897,-0.000751232508217381,0.0358735880399259,-0.00119353675416706
"beta",-0.0014245728173102,0.00165016354190747,0.00215243779712377,0.00136573678234722,-0.0108374568849197,-0.0021752617881954
"gamma",-0.020272847063897,0.00215243779712377,0.0573623047329332,-0.000522218567186527,0.00589365895623689,-0.00637723267344602
"delta",-0.000751232508217381,0.00136573678234722,-0.000522218567186527,0.00196611289145035,-0.0087349565980273,-0.00254533308990898
"lambda",0.0358735880399259,-0.0108374568849197,0.00589365895623689,-0.0087349565980273,0.917117302082277,-0.123460514315498
"luce",-0.00119353675416706,-0.0021752617881954,-0.00637723267344602,-0.00254533308990898,-0.123460514315498,0.0718302382362076
"alpha",0.0103964227423495,-0.00645232708397492,-0.00596451268699769,0.0097205626351475,-0.0109698946379988,-0.013351450142688
"beta",-0.00645232708397492,0.068682011815872,0.00344488223875071,-0.020430262338832,0.0102808663751794,0.0111461844593558
"gamma",-0.00596451268699769,0.00344488223875071,0.00728559711879053,-0.00521244864467491,0.00678742090429017,-0.00145053684870133
"delta",0.0097205626351475,-0.020430262338832,-0.00521244864467491,0.0277013470100927,-0.0546956038997466,-0.0131644900947604
"lambda",-0.0109698946379988,0.0102808663751794,0.00678742090429017,-0.0546956038997466,1.27518098834028,0.00610117785564986
"luce",-0.013351450142688,0.0111461844593558,-0.00145053684870133,-0.0131644900947604,0.00610117785564986,0.0730295340682954
"alpha",0.0625651952155438,-0.000872688847625051,-0.0378503538863842,0.00050202978268838,0.0400682956018846,-0.00620150234803547
"beta",-0.000872688847625051,0.00285350332294382,0.00495840251242794,0.000669643219069089,-0.0240806851135478,-0.00189843876395582
"gamma",-0.0378503538863842,0.00495840251242794,0.0774558383969762,-0.00056519659043811,-0.0461072078980522,-0.00602341724990023
"delta",0.00050202978268838,0.000669643219069089,-0.00056519659043811,0.00587946873993539,-0.0125149028720114,-0.0014837562870811
"lambda",0.0400682956018846,-0.0240806851135478,-0.0461072078980522,-0.0125149028720114,0.947508795031159,-0.180712365233943
"luce",-0.00620150234803547,-0.00189843876395582,-0.00602341724990023,-0.0014837562870811,-0.180712365233943,0.0745178168568182
"alpha",0.0566962657235632,-0.000109531067792933,-0.0403758501665711,0.0148339747309042,0.000569031402795026,-0.000841059280153113
"beta",-0.000109531067792933,0.00732383421682793,0.00315482552190865,-0.00590565680468642,-0.0219844528811755,-0.00374512355067967
"gamma",-0.0403758501665711,0.00315482552190865,0.0988550801296518,-0.0255283015241674,-0.00193402584365592,-0.0121249135648475
"delta",0.0148339747309042,-0.00590565680468642,-0.0255283015241674,0.0605937327325627,-0.0136773800387886,-0.00138379545446223
"lambda",0.000569031402795026,-0.0219844528811755,-0.00193402584365592,-0.0136773800387886,0.762447939883231,-0.0450550427939442
"luce",-0.000841059280153113,-0.00374512355067967,-0.0121249135648475,-0.00138379545446223,-0.0450550427939442,0.0563614218749966
