"","alpha","beta","gamma","delta","lambda","luce"
"gamma",0.0117414294736331,-0.000989013681307871,0.0432545561585141,0.000250222176054922,0.00128711883188389,0.00545058084329608
"delta",0.000456975741307361,-0.013060478444705,0.000250222176054922,0.0282306689233948,0.00151777045289931,-0.000344132153458143
"lambda",0.0193118975193558,-0.084330924938066,0.00128711883188389,0.00151777045289931,1.11043492527794,-0.0894400719819003
"luce",-0.0151649651609539,-0.0101902850973292,0.00545058084329608,-0.000344132153458143,-0.0894400719819003,0.0678177162504246
"alpha",0.0708843224354267,0.00125609070707502,-0.00318840376886314,-0.00052596004395806,0.0178525316181427,-0.0120438812333494
"beta",0.00125609070707502,0.0703991263273078,0.000985825102717301,0.00224090574513114,-0.0768890299037132,-0.00717167316678244
"gamma",-0.00318840376886314,0.000985825102717301,0.0626101963202311,0.00225430833075075,0.0217624212765466,0.00299309267845077
"delta",-0.00052596004395806,0.00224090574513114,0.00225430833075075,0.0145902464177992,0.0178558855536727,0.00154069563764177
"lambda",0.0178525316181427,-0.0768890299037132,0.0217624212765466,0.0178558855536727,1.08787961578727,-0.100291306331184
"luce",-0.0120438812333494,-0.00717167316678244,0.00299309267845077,0.00154069563764177,-0.100291306331184,0.0710836623556363
"alpha",0.064879340349191,-0.00184073015737241,-0.00485742621201804,-0.00130715071485803,0.00496013594631684,-0.0127243218623794
"beta",-0.00184073015737241,0.0730203647489352,0.0026416427344482,-0.0105983507019588,-0.026312168000246,-0.0085142001390332
"gamma",-0.00485742621201804,0.0026416427344482,0.0285821987193372,0.00225273483005036,0.0107227628305555,-0.00221758021910926
"delta",-0.00130715071485803,-0.0105983507019588,0.00225273483005036,0.0202825018925104,0.00493972830942097,0.000205421764468651
"lambda",0.00496013594631684,-0.026312168000246,0.0107227628305555,0.00493972830942097,0.874368143196077,-0.025816215553873
"luce",-0.0127243218623794,-0.0085142001390332,-0.00221758021910926,0.000205421764468651,-0.025816215553873,0.0584764268066747
"alpha",0.0574500051132703,-0.000825592108634046,0.00225633248665115,0.00210924748112086,0.00229656073099413,0.00130299019766175
"beta",-0.000825592108634046,0.0755375864188769,-0.00146261892764063,-0.00597598047010521,-0.0278776654539353,-0.00481649174542641
"gamma",0.00225633248665115,-0.00146261892764063,0.0309061297834256,0.000665886889350321,0.00138883095557907,0.00627674274916017
"delta",0.00210924748112086,-0.00597598047010521,0.000665886889350321,0.0130141092049583,-0.0180630226862614,-0.00191247777157718
"lambda",0.00229656073099413,-0.0278776654539353,0.00138883095557907,-0.0180630226862614,1.13728460616763,-0.0222068488405827
"luce",0.00130299019766175,-0.00481649174542641,0.00627674274916017,-0.00191247777157718,-0.0222068488405827,0.0623475499741679
"alpha",0.0593526945569351,-0.000822033903520238,0.00162444556509694,0.000538241418525702,0.016358021749991,-0.0098198086241035
"beta",-0.000822033903520238,0.0758735019430832,0.000351568293718176,-0.00351949552017974,-0.062399169297994,-0.00750870625550765
"gamma",0.00162444556509694,0.000351568293718176,0.0549577891247935,0.000230634930197618,-0.0124610588830404,0.00598056332738663
"delta",0.000538241418525702,-0.00351949552017974,0.000230634930197618,0.01362604977636,-0.0110502678630578,-0.000672595628219701
"lambda",0.016358021749991,-0.062399169297994,-0.0124610588830404,-0.0110502678630578,0.982119629007696,-0.0733688277196486
"luce",-0.0098198086241035,-0.00750870625550765,0.00598056332738663,-0.000672595628219701,-0.0733688277196486,0.0485627311557663
"alpha",0.0695279181499309,0.000766438578092788,1.061725360682e-05,-0.000452813418300049,0.0111238830073383,-0.011801947143964
"beta",0.000766438578092788,0.0480345818653087,0.00186186820581348,0.000361952984297978,-0.0676492650313086,-0.00726619633991568
"gamma",1.061725360682e-05,0.00186186820581348,0.0511896127184801,-0.000708328547167226,-0.0138927807788,0.00108207266450778
"delta",-0.000452813418300049,0.000361952984297978,-0.000708328547167226,0.02471160228713,0.0192050925328895,0.00336904947142686
"lambda",0.0111238830073383,-0.0676492650313086,-0.0138927807788,0.0192050925328895,0.959633783149033,-0.0990449693027795
"luce",-0.011801947143964,-0.00726619633991568,0.00108207266450778,0.00336904947142686,-0.0990449693027795,0.073232704832467
"alpha",0.0458935380806086,0.00139388243618633,0.0050069641393557,0.000298087150350773,0.0081670793170654,-0.013824183192096
"beta",0.00139388243618633,0.0741255288473934,-0.00219122297268352,-0.00642909115693625,-0.0478375828936674,-0.0104314943797003
"gamma",0.0050069641393557,-0.00219122297268352,0.038074237349821,0.00218187580785244,-0.000868589218257174,0.00723015233874083
"delta",0.000298087150350773,-0.00642909115693625,0.00218187580785244,0.0214479950827904,0.00073719277159547,0.000114752482502016
"lambda",0.0081670793170654,-0.0478375828936674,-0.000868589218257174,0.00073719277159547,1.0244234544184,-0.0465223682891812
"luce",-0.013824183192096,-0.0104314943797003,0.00723015233874083,0.000114752482502016,-0.0465223682891812,0.0676203551821054
"alpha",0.0712311342392219,0.00124925841588588,0.00475739766055599,-0.000398256352639101,-0.00413051882163645,-0.0087700341218839
"beta",0.00124925841588588,0.0700280818644842,-0.00117660688601551,-0.0121453812753868,-0.0578853621094022,-0.0120059956358121
"gamma",0.00475739766055599,-0.00117660688601551,0.0279437537160721,0.00155809727807311,-0.00411669978178701,0.00588993556175507
"delta",-0.000398256352639101,-0.0121453812753868,0.00155809727807311,0.0361640679360481,0.00933070756631341,-0.000376834644502418
"lambda",-0.00413051882163645,-0.0578853621094022,-0.00411669978178701,0.00933070756631341,0.690626082721448,-0.0853396163336345
"luce",-0.0087700341218839,-0.0120059956358121,0.00588993556175507,-0.000376834644502418,-0.0853396163336345,0.0760828454401072
"alpha",0.0704976898271542,0.00600742249022247,0.00594600517063209,-0.000737124767448986,0.00882957933363611,-0.00619237430274496
"beta",0.00600742249022247,0.0710858997540342,-0.000179819305877573,-0.00689941987116327,-0.0475510884523477,-0.0119900603975342
"gamma",0.00594600517063209,-0.000179819305877573,0.0648851549746029,0.00321649774665734,-0.00104302015544367,0.00970515218679749
"delta",-0.000737124767448986,-0.00689941987116327,0.00321649774665734,0.0251237058715001,-0.0145776634677835,-0.00407223667342508
"lambda",0.00882957933363611,-0.0475510884523477,-0.00104302015544367,-0.0145776634677835,1.05621693564446,-0.0609508834162714
"luce",-0.00619237430274496,-0.0119900603975342,0.00970515218679749,-0.00407223667342508,-0.0609508834162714,0.0762815842826038
"alpha",0.066914650472289,0.00187486627468818,0.00683613816076114,-0.000476727061809251,0.0011096059169001,-0.00515822559913192
"beta",0.00187486627468818,0.0682178060707003,0.00107802719188469,-0.00633003068164397,-0.0904932268437927,-0.0128440807375387
"gamma",0.00683613816076114,0.00107802719188469,0.0466752990704662,0.00218003323591132,-0.00815011978451978,0.00724488136050188
"delta",-0.000476727061809251,-0.00633003068164397,0.00218003323591132,0.035947744381851,0.0286462861521787,0.002520166737517
"lambda",0.0011096059169001,-0.0904932268437927,-0.00815011978451978,0.0286462861521787,1.12743449017273,-0.0729806399874008
"luce",-0.00515822559913192,-0.0128440807375387,0.00724488136050188,0.002520166737517,-0.0729806399874008,0.0735556824379795
"alpha",0.0583514074595243,0.00257651149032198,0.00743373324601879,6.13437828897381e-05,0.0235642544908976,-0.0128083763719764
"beta",0.00257651149032198,0.0329372365145232,0.00574952613095822,-0.000167639179596631,-0.016857958980978,-0.00243082718217714
"gamma",0.00743373324601879,0.00574952613095822,0.0611097061357616,0.00190217969483305,0.00295796397242743,0.00895243593709068
"delta",6.13437828897381e-05,-0.000167639179596631,0.00190217969483305,0.0111788855849173,0.0090717649260866,0.00391447235954205
"lambda",0.0235642544908976,-0.016857958980978,0.00295796397242743,0.0090717649260866,0.793834397614872,-0.0297015649514487
"luce",-0.0128083763719764,-0.00243082718217714,0.00895243593709068,0.00391447235954205,-0.0297015649514487,0.0728909555699378
"alpha",0.0756026492767397,0.0032300612402476,0.00105214955596143,0.00159590756766495,-0.00887427215177477,-0.00847016066715513
"beta",0.0032300612402476,0.0717737301088909,-0.00473547060574137,-0.00648117529972075,-0.052468086565815,-0.0106792200124115
"gamma",0.00105214955596143,-0.00473547060574137,0.0694159477657433,0.00305031443230554,-0.00286466044888265,-0.00145993538794113
"delta",0.00159590756766495,-0.00648117529972075,0.00305031443230554,0.0241683596649147,-0.0189760946981721,-0.000346802974748039
"lambda",-0.00887427215177477,-0.052468086565815,-0.00286466044888265,-0.0189760946981721,0.926154759545635,-0.0919499035190514
"luce",-0.00847016066715513,-0.0106792200124115,-0.00145993538794113,-0.000346802974748039,-0.0919499035190514,0.0623692991796076
"alpha",0.0519970893433964,-0.00218556159593858,0.00407407813449182,-0.000446376200011024,0.00163235183510241,0.00367267847048625
"beta",-0.00218556159593858,0.0760986441978917,0.00127638951434856,-0.00272426776175795,-0.0502132949199968,-0.00845927653002752
"gamma",0.00407407813449182,0.00127638951434856,0.0210554084348222,0.00206729471768956,0.0036147932288859,0.00435501565392632
"delta",-0.000446376200011024,-0.00272426776175795,0.00206729471768956,0.0401418768075822,0.0530117826849166,0.00603683387791768
"lambda",0.00163235183510241,-0.0502132949199968,0.0036147932288859,0.0530117826849166,1.13372714929668,-0.0527188255150788
"luce",0.00367267847048625,-0.00845927653002752,0.00435501565392632,0.00603683387791768,-0.0527188255150788,0.0603067909095411
"alpha",0.0718876895791023,-0.00129058096856751,0.00662922452543901,-0.000455131422888154,0.0253813751383669,-0.0074422554026454
"beta",-0.00129058096856751,0.0615034915479551,-0.000984461034704032,0.000358328190669279,-0.101869063252917,-0.0111875569545709
"gamma",0.00662922452543901,-0.000984461034704032,0.0649888749948262,5.11918682978052e-05,-0.00637710282250828,0.00634735453682305
"delta",-0.000455131422888154,0.000358328190669279,5.11918682978052e-05,0.0317651811221392,0.00834405130008716,0.000852622494732752
"lambda",0.0253813751383669,-0.101869063252917,-0.00637710282250828,0.00834405130008716,0.950174697408125,-0.0767943611507759
"luce",-0.0074422554026454,-0.0111875569545709,0.00634735453682305,0.000852622494732752,-0.0767943611507759,0.0586587662723382
"alpha",0.0638635787945294,0.000565853997766955,0.00720263978275032,0.000269207067358912,-0.00652212198980849,-0.00913206067068237
"beta",0.000565853997766955,0.074635684306325,0.000311752717256044,-0.00343795167581812,-0.0464006254493146,-0.00481602007360881
"gamma",0.00720263978275032,0.000311752717256044,0.0448197337998173,0.00089090633405491,-0.00984967379847635,0.0085420716939562
"delta",0.000269207067358912,-0.00343795167581812,0.00089090633405491,0.00828708978119669,-0.00294801489716123,-0.000481827761299508
"lambda",-0.00652212198980849,-0.0464006254493146,-0.00984967379847635,-0.00294801489716123,1.08823711117241,-0.0503013555916842
"luce",-0.00913206067068237,-0.00481602007360881,0.0085420716939562,-0.000481827761299508,-0.0503013555916842,0.0725353986731895
"alpha",0.0709117717025764,0.00187493749822977,0.00154514177719094,-0.000284324169399654,0.0222966968350109,-0.0170151019082559
"beta",0.00187493749822977,0.0739673796419597,-0.000821481946084754,-0.000507493664472558,-0.0783417675335785,-0.00705648763559953
"gamma",0.00154514177719094,-0.000821481946084754,0.0584816711891165,0.00307659893428074,-0.00669542590567437,0.00729029698798511
"delta",-0.000284324169399654,-0.000507493664472558,0.00307659893428074,0.0122264001650165,-0.00119757854819775,-0.000306225281361975
"lambda",0.0222966968350109,-0.0783417675335785,-0.00669542590567437,-0.00119757854819775,1.02138788866893,-0.103643491733863
"luce",-0.0170151019082559,-0.00705648763559953,0.00729029698798511,-0.000306225281361975,-0.103643491733863,0.0706603190565084
"alpha",0.0673695985425643,-0.00217271023574174,-0.000935854601049785,-0.00191328785660161,-0.0031538768701739,-0.00621761659619035
"beta",-0.00217271023574174,0.070645358269181,-0.000883581158205751,-0.00353694030272444,-0.0254140754997742,-0.00463827629457075
"gamma",-0.000935854601049785,-0.000883581158205751,0.0544611654184783,0.00249033228495222,0.0038352146188594,0.00203084158041429
"delta",-0.00191328785660161,-0.00353694030272444,0.00249033228495222,0.013092194897306,0.00282131338984687,-0.00261959282836933
"lambda",-0.0031538768701739,-0.0254140754997742,0.0038352146188594,0.00282131338984687,0.981098786510197,-0.0370794401547766
"luce",-0.00621761659619035,-0.00463827629457075,0.00203084158041429,-0.00261959282836933,-0.0370794401547766,0.0611794605910834
"alpha",0.0680234935721357,-0.000232746774549274,-7.4600298692985e-06,0.000664226913720712,0.0033333095165653,-0.0041087482000571
"beta",-0.000232746774549274,0.0545162383903486,0.00238356797371163,-0.00142205208873651,-0.0599407659942099,-0.00943937214777433
"gamma",-7.4600298692985e-06,0.00238356797371163,0.0418603452345033,0.0012483584388279,-0.00691469416196976,0.00518421294811326
"delta",0.000664226913720712,-0.00142205208873651,0.0012483584388279,0.0137494497331842,0.0187755016550352,0.0021829808944947
"lambda",0.0033333095165653,-0.0599407659942099,-0.00691469416196976,0.0187755016550352,1.08474040154994,-0.0496346335271352
"luce",-0.0041087482000571,-0.00943937214777433,0.00518421294811326,0.0021829808944947,-0.0496346335271352,0.0648868950421876
"alpha",0.0607718620375654,-0.000520140960082302,0.00531603751746877,0.000408927155025209,0.0157343418195952,-0.0111353272434222
"beta",-0.000520140960082302,0.075485672302572,0.00266063912565277,0.00226783134994866,-0.0609576808552884,-0.00564249397410336
"gamma",0.00531603751746877,0.00266063912565277,0.066500167868067,0.00133720156182001,0.00312522926104911,0.00591853708599265
"delta",0.000408927155025209,0.00226783134994866,0.00133720156182001,0.0313755117211283,0.00376415415892077,-0.000349460645303424
"lambda",0.0157343418195952,-0.0609576808552884,0.00312522926104911,0.00376415415892077,0.647542170772742,-0.0608647169738369
"luce",-0.0111353272434222,-0.00564249397410336,0.00591853708599265,-0.000349460645303424,-0.0608647169738369,0.0458837600864383
"alpha",0.0582447641561661,0.000871279266225151,0.00455325127751563,-0.00256991196550367,-0.00161541352053826,-0.0164370423147606
"beta",0.000871279266225151,0.0671676904424663,0.00289095899886307,-0.00261199133206335,-0.0265956935918972,-0.0114073274574213
"gamma",0.00455325127751563,0.00289095899886307,0.0734102252277597,0.00410532364907333,0.00946226641965841,0.000911710538256443
"delta",-0.00256991196550367,-0.00261199133206335,0.00410532364907333,0.0172350608761133,0.0137411861188286,-0.000914653724861584
"lambda",-0.00161541352053826,-0.0265956935918972,0.00946226641965841,0.0137411861188286,0.886052243511988,-0.0389887921428826
"luce",-0.0164370423147606,-0.0114073274574213,0.000911710538256443,-0.000914653724861584,-0.0389887921428826,0.0735696954763865
"alpha",0.0697113447493141,-0.000958376787537809,0.00165140528842544,0.000678631540141344,0.00347563812366445,-0.00471243763261839
"beta",-0.000958376787537809,0.0511697596792867,-0.00266280327219789,-0.000131682785971521,-0.0768571067186666,-0.00933601964093697
"gamma",0.00165140528842544,-0.00266280327219789,0.0606907727410212,0.00218986678465881,0.00182580912258369,0.00443365782419269
"delta",0.000678631540141344,-0.000131682785971521,0.00218986678465881,0.0245924466464081,0.030029876957873,0.00349226217947618
"lambda",0.00347563812366445,-0.0768571067186666,0.00182580912258369,0.030029876957873,1.1209463445937,-0.0688812171458551
"luce",-0.00471243763261839,-0.00933601964093697,0.00443365782419269,0.00349226217947618,-0.0688812171458551,0.0726096237265221
"alpha",0.066944500965698,0.00296477542873223,0.00431399562230419,0.000865916249547246,0.010821412648304,-0.00821292833144931
"beta",0.00296477542873223,0.0407851566977834,0.00416667367677881,0.000956198326948747,-0.0182971839895743,-0.00324438251633863
"gamma",0.00431399562230419,0.00416667367677881,0.0646142815071417,0.000361164685746211,-0.00258715018381066,0.00370131444407479
"delta",0.000865916249547246,0.000956198326948747,0.000361164685746211,0.027027821185444,0.01758963236131,0.00300717296700577
"lambda",0.010821412648304,-0.0182971839895743,-0.00258715018381066,0.01758963236131,0.983259823214061,-0.0748542880647196
"luce",-0.00821292833144931,-0.00324438251633863,0.00370131444407479,0.00300717296700577,-0.0748542880647196,0.072728869428103
"alpha",0.0749437919202667,0.00120678942776813,0.00756241656177651,0.00341444585215807,0.00143531844700766,-0.000166028286744313
"beta",0.00120678942776813,0.057414775354454,-0.0014399501141097,-0.000885402352965287,-0.0474573342730769,-0.0106587456396812
"gamma",0.00756241656177651,-0.0014399501141097,0.0254985484204068,0.000292891082381063,-0.00577035707012832,0.00650680681422742
"delta",0.00341444585215807,-0.000885402352965287,0.000292891082381063,0.0520428885400216,0.0068944167332821,0.00149119144171245
"lambda",0.00143531844700766,-0.0474573342730769,-0.00577035707012832,0.0068944167332821,0.572321622960659,-0.0731099374752898
"luce",-0.000166028286744313,-0.0106587456396812,0.00650680681422742,0.00149119144171245,-0.0731099374752898,0.0746533650086015
"alpha",0.0576846354704273,-0.0019977694638684,0.000233943664749342,0.000896680081003759,-0.00616136018253104,-0.000711573266688695
"beta",-0.0019977694638684,0.0557968164061277,-0.00137175830113527,-0.00846930255268979,-0.0682638229424344,-0.00976236272268754
"gamma",0.000233943664749342,-0.00137175830113527,0.0353271578597673,0.000469623223475378,-0.0110878925674894,0.00563236019685017
"delta",0.000896680081003759,-0.00846930255268979,0.000469623223475378,0.0357861061724407,0.00728827010847795,0.00317735158540278
"lambda",-0.00616136018253104,-0.0682638229424344,-0.0110878925674894,0.00728827010847795,0.914878746059952,-0.0990074881861573
"luce",-0.000711573266688695,-0.00976236272268754,0.00563236019685017,0.00317735158540278,-0.0990074881861573,0.0727446802027807
"alpha",0.0430191310864681,0.00029672161423541,0.00791697828317293,-0.000292539890116323,0.00952537320271715,-0.0132706378792635
"beta",0.00029672161423541,0.0261340301892314,0.000543878180584642,-0.000680344611196396,-0.0129101808413957,-0.00132012280331778
"gamma",0.00791697828317293,0.000543878180584642,0.0628009475224847,0.00161443444422086,-0.00186466695013319,0.00934292898291817
"delta",-0.000292539890116323,-0.000680344611196396,0.00161443444422086,0.0114646428708038,0.00443834323456437,0.00142750519539032
"lambda",0.00952537320271715,-0.0129101808413957,-0.00186466695013319,0.00443834323456437,0.713278442549575,-0.0256334324405594
"luce",-0.0132706378792635,-0.00132012280331778,0.00934292898291817,0.00142750519539032,-0.0256334324405594,0.0734912814054229
"alpha",0.0768066580111639,-0.000655689994542351,-0.00462342617821259,-0.00084502536841284,0.0128146006874416,-0.00728312530138142
"beta",-0.000655689994542351,0.0710552926438657,0.000712900874525009,0.00552516957340965,-0.0543550394841449,-0.0102537989753374
"gamma",-0.00462342617821259,0.000712900874525009,0.0576823996537108,0.00274290664441349,-0.00314705274459705,0.00655989003949365
"delta",-0.00084502536841284,0.00552516957340965,0.00274290664441349,0.0371028444900864,0.0468907252880469,0.00700478316209062
"lambda",0.0128146006874416,-0.0543550394841449,-0.00314705274459705,0.0468907252880469,1.17107001069504,-0.0566825380533491
"luce",-0.00728312530138142,-0.0102537989753374,0.00655989003949365,0.00700478316209062,-0.0566825380533491,0.0755165765818059
"alpha",0.0585384257144655,0.00499142101021864,-0.00550588224968292,-0.000742476263127672,0.00351570468714098,-0.0169574920163488
"beta",0.00499142101021864,0.0709049359583494,7.34484936469233e-05,-0.00215582249611151,-0.0433721473759892,-0.0091414089462988
"gamma",-0.00550588224968292,7.34484936469233e-05,0.0677619272279686,0.00207358060221285,0.00852803680705222,-0.00558260400565086
"delta",-0.000742476263127672,-0.00215582249611151,0.00207358060221285,0.0129325012139966,0.00353309961834539,-0.00224088521938405
"lambda",0.00351570468714098,-0.0433721473759892,0.00852803680705222,0.00353309961834539,1.0618096379933,-0.0604747095216226
"luce",-0.0169574920163488,-0.0091414089462988,-0.00558260400565086,-0.00224088521938405,-0.0604747095216226,0.0719282877496776
"alpha",0.0716185494021462,-0.000572983161964004,0.00347470143784614,0.00118969747474024,0.0080072929205823,-0.00574487453362232
"beta",-0.000572983161964004,0.0673647474459621,2.13558844913256e-05,-0.0176479224945548,-0.076018676390576,-0.0128457991837856
"gamma",0.00347470143784614,2.13558844913256e-05,0.0254364432035913,0.00160170832154,-0.00419155344090935,0.0065763688080899
"delta",0.00118969747474024,-0.0176479224945548,0.00160170832154,0.0346904322027288,0.0189680928101166,0.00248804333005626
"lambda",0.0080072929205823,-0.076018676390576,-0.00419155344090935,0.0189680928101166,1.09870873337711,-0.073506799448661
"luce",-0.00574487453362232,-0.0128457991837856,0.0065763688080899,0.00248804333005626,-0.073506799448661,0.0757191074915746
"alpha",0.0674941974355676,0.00210473177510972,-0.000234362107289777,-0.000621337276393587,0.00215568996672201,-0.0105863073401329
"beta",0.00210473177510972,0.0763423087761057,-0.0012771243267871,-0.00379000166991238,-0.0422395472979587,-0.00283931832436028
"gamma",-0.000234362107289777,-0.0012771243267871,0.0614684147605856,0.00203721007029602,-0.0146044860674687,0.00612912633112296
"delta",-0.000621337276393587,-0.00379000166991238,0.00203721007029602,0.00893214673676653,-0.0127533259668001,-0.00143118130284765
"lambda",0.00215568996672201,-0.0422395472979587,-0.0146044860674687,-0.0127533259668001,1.20775791516683,-0.0399206591791902
"luce",-0.0105863073401329,-0.00283931832436028,0.00612912633112296,-0.00143118130284765,-0.0399206591791902,0.063788440886828
"alpha",0.0646240432556686,0.00026907111559372,0.0103253533096588,-0.000609808886449078,0.0135279201344391,-0.0173496446273117
"beta",0.00026907111559372,0.0690989553945074,0.000899826871897553,-0.0032800573250159,-0.0435629002115499,-0.00573246205808975
"gamma",0.0103253533096588,0.000899826871897553,0.0609158317608918,0.000753622617541907,-0.0035542795064184,0.0044189836200538
"delta",-0.000609808886449078,-0.0032800573250159,0.000753622617541907,0.0121685777338571,-0.0122734927787149,-0.00256756476350924
"lambda",0.0135279201344391,-0.0435629002115499,-0.0035542795064184,-0.0122734927787149,1.12433327462806,-0.0432130005436376
"luce",-0.0173496446273117,-0.00573246205808975,0.0044189836200538,-0.00256756476350924,-0.0432130005436376,0.0677403026471867
"alpha",0.0651581200951513,-0.00181446798184624,-0.00653244934036735,0.000425308731629725,-0.00291862143929075,5.28777891264387e-06
"beta",-0.00181446798184624,0.0238121772353565,0.000527636310665418,-0.00534941305664863,-0.00261480863543957,-0.00193185132657107
"gamma",-0.00653244934036735,0.000527636310665418,0.0299583790429918,0.00135151631064215,0.0019030859626775,-0.000684502149976872
"delta",0.000425308731629725,-0.00534941305664863,0.00135151631064215,0.0157658904618418,-0.0024675626876257,-0.000200736327103523
"lambda",-0.00291862143929075,-0.00261480863543957,0.0019030859626775,-0.0024675626876257,0.927361569812953,-0.0141029463074885
"luce",5.28777891264387e-06,-0.00193185132657107,-0.000684502149976872,-0.000200736327103523,-0.0141029463074885,0.0461149718723537
"alpha",0.078266308449603,0.000129985195120059,0.0131018066036832,0.000442541279318887,-0.017513175130669,-0.000993812722174468
"beta",0.000129985195120059,0.0695237694482826,0.000904345403347573,-0.0052738036604038,-0.0183005603837334,-0.00457511555027657
"gamma",0.0131018066036832,0.000904345403347573,0.0566988932296751,0.00149590236809916,0.00626207627156753,0.00726152384930557
"delta",0.000442541279318887,-0.0052738036604038,0.00149590236809916,0.0152687507365597,0.0389059941738604,0.00707936051720162
"lambda",-0.017513175130669,-0.0183005603837334,0.00626207627156753,0.0389059941738604,1.06207708646143,-0.0264691787607578
"luce",-0.000993812722174468,-0.00457511555027657,0.00726152384930557,0.00707936051720162,-0.0264691787607578,0.0650747165817437
"alpha",0.0724650405774843,0.0022341998267067,-0.00666624694127904,-0.00132564620385936,-0.00350524055430537,-0.00867193482508979
"beta",0.0022341998267067,0.0580622309668152,0.000452861785077307,-0.00487894462116471,-0.0205145025826717,-0.00447700005455976
"gamma",-0.00666624694127904,0.000452861785077307,0.0464914782522705,0.00151816343739065,-0.000457184555693373,-0.000719860566687647
"delta",-0.00132564620385936,-0.00487894462116471,0.00151816343739065,0.0150361923606749,0.0296159519954879,0.00243782957839808
"lambda",-0.00350524055430537,-0.0205145025826717,-0.000457184555693373,0.0296159519954879,0.978693180936596,-0.0234494793835532
"luce",-0.00867193482508979,-0.00447700005455976,-0.000719860566687647,0.00243782957839808,-0.0234494793835532,0.0551741078463878
"alpha",0.0583304012076989,0.00308202449492771,0.00576447309125414,-0.00109198116980156,-0.00599194823246232,-0.0124275375230635
"beta",0.00308202449492771,0.0619452486632133,-0.00160625796433004,-0.00324447819936587,-0.0437127709373587,-0.013200581521687
"gamma",0.00576447309125414,-0.00160625796433004,0.0358222945411272,0.000782226814315283,-0.00270576282876665,0.00486269251282399
"delta",-0.00109198116980156,-0.00324447819936587,0.000782226814315283,0.0270709277470616,0.0177507916024869,0.00117562386697446
"lambda",-0.00599194823246232,-0.0437127709373587,-0.00270576282876665,0.0177507916024869,1.08081598704643,-0.0584804732585164
"luce",-0.0124275375230635,-0.013200581521687,0.00486269251282399,0.00117562386697446,-0.0584804732585164,0.0618105518157522
"alpha",0.0701657528456341,-0.0013341146902237,0.00632215359708266,-0.000407143959569972,0.0007721703185546,-0.00812124973783162
"beta",-0.0013341146902237,0.073182924045754,-0.000937615731105428,-0.00265778357105693,-0.0378353684385707,-0.00611784623455
"gamma",0.00632215359708266,-0.000937615731105428,0.0443487107246474,-0.00036530212775443,-0.00377994737442036,0.00753619948482296
"delta",-0.000407143959569972,-0.00265778357105693,-0.00036530212775443,0.00562520543041119,-0.00825578227991084,-0.00110598407783246
"lambda",0.0007721703185546,-0.0378353684385707,-0.00377994737442036,-0.00825578227991084,1.02333307492294,-0.0457228328370923
"luce",-0.00812124973783162,-0.00611784623455,0.00753619948482296,-0.00110598407783246,-0.0457228328370923,0.0699235584565697
"alpha",0.0636627960495062,8.35115220866556e-05,-0.00335795125472023,-0.00138760176619578,0.012143746450508,-0.0188090668478754
"beta",8.35115220866556e-05,0.0764371051212033,0.00148181080547868,-0.00414527522882636,-0.0475850387790346,-0.00834862669832289
"gamma",-0.00335795125472023,0.00148181080547868,0.0530514633077665,0.00188600406195171,-0.000105486073119155,-0.00157200368770305
"delta",-0.00138760176619578,-0.00414527522882636,0.00188600406195171,0.0129507549461403,0.00124186509284821,-0.00181271106937542
"lambda",0.012143746450508,-0.0475850387790346,-0.000105486073119155,0.00124186509284821,1.04265335833564,-0.0469544035295226
"luce",-0.0188090668478754,-0.00834862669832289,-0.00157200368770305,-0.00181271106937542,-0.0469544035295226,0.0710999468547089
"alpha",0.0617156139459107,-0.000433363124388239,0.00612124600204456,0.000957810526113117,0.00415696320135696,-0.0162146646011953
"beta",-0.000433363124388239,0.0749620712435556,0.000828689481132178,-0.00598423665610759,-0.0426486975408061,-0.00528317606861595
"gamma",0.00612124600204456,0.000828689481132178,0.0528158832122175,-0.000148776954682637,-0.00645866257600561,0.00639649402401585
"delta",0.000957810526113117,-0.00598423665610759,-0.000148776954682637,0.0138328287622125,-0.0128242389261932,-0.00386441329951274
"lambda",0.00415696320135696,-0.0426486975408061,-0.00645866257600561,-0.0128242389261932,1.13529709667373,-0.0447596452995406
"luce",-0.0162146646011953,-0.00528317606861595,0.00639649402401585,-0.00386441329951274,-0.0447596452995406,0.0753383698209839
"alpha",0.0755768062333542,-0.00114859049670361,-0.0103834899043924,0.000146266405512703,0.00567945631177835,-0.0135508699924665
"beta",-0.00114859049670361,0.0552426478094585,0.00134526316131703,-2.71155528878774e-05,-0.0428623935928512,-0.00908888350439527
"gamma",-0.0103834899043924,0.00134526316131703,0.0479749817720638,-0.000959768273040377,-0.00228362177777186,-0.0062357006919525
"delta",0.000146266405512703,-2.71155528878774e-05,-0.000959768273040377,0.0107567108430458,0.0117144109597245,0.00323882028536721
"lambda",0.00567945631177835,-0.0428623935928512,-0.00228362177777186,0.0117144109597245,1.03428257985281,-0.0463014261459647
"luce",-0.0135508699924665,-0.00908888350439527,-0.0062357006919525,0.00323882028536721,-0.0463014261459647,0.0726998496251413
"alpha",0.0682468592755731,0.00275475876878006,-0.00486086238502461,-0.00206589755717082,0.00968308773519591,-0.0153298068274519
"beta",0.00275475876878006,0.0664009926197616,-0.000374574024046717,-0.00382226327232695,-0.0747536165381236,-0.0083125232510844
"gamma",-0.00486086238502461,-0.000374574024046717,0.0409872909694389,0.00406370627110537,0.00606637383747379,-0.00335291058686202
