"","delta","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"deltaTemp",0.793407435816205,0.127479609995517,0.543922072551159,0.69604548774907,0.801204551204663,0.901005045971626,0.98797670280268
"deltaTemp",0.846304920502456,0.103796840653251,0.617542289601914,0.78113808239843,0.862833558901706,0.929063814116008,0.989827396970515
"deltaTemp",0.712903919739077,0.171814533506942,0.354863734808863,0.596487689438556,0.726546709753627,0.843445532626157,0.983768866476358
"deltaTemp",0.273274844292535,0.199819001253095,0.0168322097241814,0.128220611810161,0.229776919261119,0.366142041884611,0.819049005590053
"deltaTemp",0.781066569350392,0.128874622768949,0.513004098127529,0.69118234063236,0.7923129254667,0.885605918539895,0.983490820189591
"deltaTemp",0.65103819271686,0.207005215737933,0.235769463984328,0.496990554250122,0.653206239360749,0.824288599743909,0.976211242281609
"deltaTemp",0.367185991228907,0.205963576594011,0.0303249369004068,0.220428875685292,0.351200711487824,0.487195818630141,0.843496248224213
"deltaTemp",0.629623511327573,0.201258667944215,0.232382611214145,0.488508091058317,0.6338840185957,0.784631409543588,0.975379248220916
"deltaTemp",0.1521545056841,0.108916609021633,0.00945428337105304,0.0725842569582543,0.135123699215691,0.211113347539429,0.400218157362612
"deltaTemp",0.124652308627513,0.088774194189237,0.0056095690143969,0.0577952984993601,0.113647642797904,0.174512396191856,0.311344531662424
"deltaTemp",0.210506410797053,0.130442206160784,0.0152800355049139,0.110520058288585,0.201508329343078,0.293521151075941,0.481738938174503
"deltaTemp",0.266432200021719,0.120957796628965,0.0242464275682541,0.191942832098995,0.273043593352309,0.347310385590981,0.494269871443283
"deltaTemp",0.507793974495119,0.228941195470263,0.0700423813333323,0.343404515557869,0.488174111997627,0.664795141361134,0.958471341405079
"deltaTemp",0.680602954676646,0.180755350044418,0.328118473668661,0.555531826007434,0.68332989274679,0.822475674802638,0.982374139709125
"deltaTemp",0.846326045568171,0.107038138016846,0.596737999879162,0.776537855961491,0.864401714308368,0.933292837340358,0.993302174390156
"deltaTemp",0.549251577892477,0.247904463212435,0.0645668631130097,0.364835717197574,0.544357058978692,0.745394217803467,0.975853267454292
"deltaTemp",0.686282965238002,0.151154750251718,0.415606144886179,0.576162956022416,0.673890702570764,0.799431364530228,0.972019193763898
"deltaTemp",0.707157541896587,0.172368308768728,0.378351427978868,0.577646306717106,0.710980572833667,0.850484060509461,0.984942889729382
"deltaTemp",0.704779473673547,0.176298050675575,0.367179074716118,0.576293702396221,0.712272441628774,0.848777106721543,0.987980013176364
"deltaTemp",0.279608961205466,0.156334178115346,0.0150999284503132,0.164166011876453,0.281401263055441,0.375693081471009,0.611151167897065
"deltaTemp",0.683575876796291,0.140224811081475,0.457217921841459,0.57472473412435,0.66277916612521,0.780781471584868,0.972878968795698
"deltaTemp",0.541055963287991,0.135915693151828,0.338589329898161,0.449084603253728,0.517159252255505,0.607492212144979,0.894779903891504
"deltaTemp",0.43028669158896,0.170737673818252,0.0817718972440874,0.321777116697033,0.425706835827595,0.528021093495073,0.816374636299137
"deltaTemp",0.342892881632888,0.144778720501092,0.0328884093820079,0.255116270118494,0.343827367699165,0.426231696162984,0.651560625136553
"deltaTemp",0.337790504971331,0.116095615690994,0.0651249315122827,0.27418656330947,0.343215288603596,0.410016069864127,0.550399870273338
"deltaTemp",0.315623633396825,0.199244469059945,0.0223364361638201,0.16809060092796,0.289477903861996,0.42382567618779,0.801765316677588
"deltaTemp",0.536622777894218,0.194695992905356,0.228271880148878,0.385995406725157,0.5074426072214,0.668071858799109,0.95099420846399
"deltaTemp",0.122683522664773,0.103405236157238,0.00671047073460248,0.0558455223858773,0.105130460680872,0.162528889815009,0.342403230710456
"deltaTemp",0.235830538033846,0.146042443334128,0.0113543180976704,0.125853323105587,0.222552419088379,0.323292340336326,0.545562573890133
"deltaTemp",0.203504797442739,0.12233221335256,0.0132679094947647,0.11300944304118,0.197113786917742,0.279495040869469,0.468155965006961
"deltaTemp",0.6916698294351,0.142568544791305,0.448000737901362,0.580891335656514,0.677174551538935,0.799192224712572,0.974042076122153
"deltaTemp",0.453886412425813,0.141383240874077,0.234522941227751,0.362577322830836,0.433450702614166,0.518447636298843,0.831244765059992
"deltaTemp",0.812032586412953,0.121479862595342,0.559724132705413,0.728667272256345,0.825799950790472,0.913463975638603,0.990440342707736
"deltaTemp",0.188586038400166,0.114098592007186,0.0119367802144194,0.0981954360712139,0.183011623172476,0.259413993859122,0.429109597201884
"deltaTemp",0.737957057524902,0.156065957908177,0.420429914863526,0.629565335452167,0.744295389527545,0.864577328956313,0.984131710712776
"deltaTemp",0.654956772133422,0.200124863838392,0.223543963108007,0.519289344464535,0.659403013945892,0.814349668158223,0.978626310384072
"deltaTemp",0.477873915495557,0.199884402304421,0.100418641507805,0.344990955813103,0.458988270080639,0.597856705091854,0.913163914525538
"deltaTemp",0.812300443500276,0.124875971713058,0.545839008186733,0.724450398716222,0.831345047633363,0.914983338397233,0.991436368266819
"deltaTemp",0.151381034167042,0.109658682815365,0.00449909044173501,0.0642289875727928,0.140248220470746,0.217644523116683,0.386862633471798
"deltaTemp",0.721598572707556,0.136740882266181,0.482883885734066,0.616485376690547,0.709982666374015,0.826832343061275,0.977113812142707
"deltaTemp",0.803154312366794,0.134718893964432,0.513205217939715,0.713209094568737,0.823948259133304,0.915955846933936,0.991928166737625
"deltaTemp",0.71878483560555,0.16282084601324,0.403615047115294,0.599841787662522,0.721743240325387,0.85056486721183,0.983798342661798
"deltaTemp",0.636708235764108,0.199561180207772,0.237642951124612,0.497368761534571,0.632406343408875,0.78972332874345,0.980792778226878
"deltaTemp",0.677293869355202,0.198136376026505,0.284420311937439,0.533828290214978,0.681179980941197,0.84815071650389,0.984692174575988
"deltaTemp",0.115438236987949,0.0776471936452079,0.0062104600884295,0.0540085429084761,0.108245197322369,0.161675140107963,0.292584778322817
"deltaTemp",0.74230233600267,0.157721552034972,0.420533582247808,0.634555223089642,0.753928790195611,0.871222937467108,0.986657310326248
"deltaTemp",0.382094610152869,0.131004403096563,0.109208977883201,0.303107870009164,0.377111829680233,0.453805028008621,0.673528305668739
"deltaTemp",0.727100518232603,0.155921120619395,0.42632251816068,0.611914381421199,0.727129190635584,0.853020267370933,0.984798973267163
"deltaTemp",0.345989607099605,0.109934252749099,0.11264910619127,0.279869415226418,0.342923350265266,0.408013947665934,0.562537039552483
"deltaTemp",0.570476992496504,0.161891205066678,0.299416707968035,0.459529291771881,0.550571301200263,0.666334740698264,0.947873284205941
"deltaTemp",0.454863604520806,0.198340673590574,0.0707419025959338,0.331689807626175,0.436702151114104,0.573705064669903,0.912949217594017
"deltaTemp",0.148754084388775,0.0922858602953274,0.0105603447065119,0.0760303973176637,0.140219446398298,0.210719190979282,0.349617206713676
"deltaTemp",0.366127472045672,0.167786588380808,0.0510557703204421,0.260289146070502,0.350144551621618,0.452531527013319,0.801863278215114
"deltaTemp",0.194705840749292,0.157688694443551,0.00962373824919242,0.0842808069109054,0.164313130918276,0.259515626485419,0.634939936206258
"deltaTemp",0.140957064793458,0.0981462824295214,0.00999689996347319,0.0642708391404902,0.13037412419603,0.197313123097196,0.36655726462677
"deltaTemp",0.21785259906984,0.146707774227117,0.011729553585534,0.104213662054841,0.203392132850545,0.300879539973751,0.563641671382671
"deltaTemp",0.316676282917826,0.180705171131894,0.0255120945472731,0.198315182364132,0.301896483495181,0.404687953080821,0.788472627818691
"deltaTemp",0.646096169937535,0.15002502756367,0.401850918225835,0.536135494884417,0.622228460987355,0.744708283337789,0.961143588860145
"deltaTemp",0.727954096938788,0.158251543415425,0.423122307964224,0.611714876047519,0.73345090411661,0.852244427642965,0.984873608552451
"deltaTemp",0.677082305639785,0.166322379962688,0.374584427000605,0.555091850252044,0.666421858019196,0.807861017430351,0.979304958382664
"deltaTemp",0.766049475111581,0.157097628968869,0.423008305618183,0.660097845477836,0.788019046966298,0.896746508353104,0.989537570114396
"deltaTemp",0.380361114726049,0.113601562997629,0.200918720271565,0.308446572462669,0.368849230739159,0.437367722082639,0.652398817143354
"deltaTemp",0.401341825251202,0.129005451362934,0.136780653363254,0.324207395408686,0.397268475519431,0.474610255201787,0.671346418126255
"deltaTemp",0.566202302799218,0.143513300889552,0.31510091806822,0.470467251115919,0.549731201696117,0.647876757650022,0.89960244097079
"deltaTemp",0.443628148574098,0.13578538527841,0.219769193112891,0.355835162433327,0.431927005831014,0.517242418201821,0.780014806773542
"deltaTemp",0.795955153956914,0.135084627286774,0.49979700640373,0.708672085518634,0.812568912575796,0.905416700972567,0.989064412372968
"deltaTemp",0.406903731418224,0.209505583695202,0.0404307717724196,0.270467588188041,0.385703532143078,0.515251692699008,0.914097072836816
"deltaTemp",0.706570102893323,0.157487228465683,0.425858499882815,0.580885887257865,0.699519991506051,0.835074505933149,0.983449916657833
"deltaTemp",0.400506106042856,0.168019846813984,0.0932085400550167,0.296670315396048,0.377353185120689,0.482718046218376,0.837120301651172
"deltaTemp",0.829258456362686,0.120790092382609,0.561817700394779,0.750393503185417,0.853723307932223,0.927374009936741,0.989738307384201
"deltaTemp",0.380877691161727,0.142416648930209,0.110700009790863,0.292911395249651,0.369231520323974,0.451017852541152,0.722184429614649
"deltaTemp",0.170339876959475,0.114079398687749,0.00979917507885929,0.0828577582373905,0.162392114009934,0.234039262648751,0.414308043559836
"deltaTemp",0.171057779505912,0.116730671960543,0.011251203709982,0.0867591291854214,0.157829378864111,0.22942573037326,0.431858484394657
