"","beta","delta","lambdaluce"
"beta",0.00534373556680888,-0.00155169850885574,-0.0195249132545538
"delta",-0.00155169850885574,0.00847022250566109,0.00902122012815995
"lambdaluce",-0.0195249132545538,0.00902122012815995,0.19210809478736
"beta",0.0437732576960709,-0.000997996173724404,-0.0756197510585425
"delta",-0.000997996173724404,0.00398141527810484,0.00558180875044614
"lambdaluce",-0.0756197510585425,0.00558180875044614,0.156130895165298
"beta",0.00792828680859076,-0.00171865266537164,-0.0486193949190157
"delta",-0.00171865266537164,0.000875528657963517,0.0134687943595726
"lambdaluce",-0.0486193949190157,0.0134687943595726,0.439129273522201
"beta",0.0321165792466917,-0.00278474046575682,-0.100350107504519
"delta",-0.00278474046575682,0.000590910634793772,0.00640939495855532
"lambdaluce",-0.100350107504519,0.00640939495855532,0.696403323283857
"beta",0.0585821724642023,-0.000364993879485769,-0.146293603782189
"delta",-0.000364993879485769,0.00234874201736626,0.00227004753592821
"lambdaluce",-0.146293603782189,0.00227004753592821,0.445578921924244
"beta",0.00750137631647474,-0.00107158474700022,-0.0224841501006289
"delta",-0.00107158474700022,0.00555663151659968,0.00361753076866025
"lambdaluce",-0.0224841501006289,0.00361753076866025,0.143874738842926
"beta",0.0110438533711202,-0.00179953275192597,-0.0390495303271039
"delta",-0.00179953275192597,0.00112624360647337,0.00849863761351993
"lambdaluce",-0.0390495303271039,0.00849863761351993,0.204782706177444
"beta",0.0385369722467543,-0.00308702747626603,-0.12328704201466
"delta",-0.00308702747626603,0.000613065570485401,0.00643175464365154
"lambdaluce",-0.12328704201466,0.00643175464365154,0.761928519117534
"beta",0.0538980645339221,-0.00118737040146327,-0.186006769117944
"delta",-0.00118737040146327,0.000371055915668022,0.00177325605437804
"lambdaluce",-0.186006769117944,0.00177325605437804,1.02600098021867
"beta",0.0167450046185152,-0.00162620499586858,-0.0338359287219376
"delta",-0.00162620499586858,0.000406825281086417,0.00809766029346631
"lambdaluce",-0.0338359287219376,0.00809766029346631,0.560814668003331
"beta",0.0606134278618911,4.77182876564914e-05,-0.195743148156157
"delta",4.77182876564914e-05,0.00128619359536546,-0.00117593833665633
"lambdaluce",-0.195743148156157,-0.00117593833665633,1.02506667614785
"beta",0.00960008092212404,-0.00196418542600701,-0.022715807268849
"delta",-0.00196418542600701,0.00871823087603269,0.00304207279843939
"lambdaluce",-0.022715807268849,0.00304207279843939,0.113147271932254
"beta",0.0318542992623703,-0.000765734631815807,-0.0317333629617255
"delta",-0.000765734631815807,0.00571481010047172,0.00772536898909369
"lambdaluce",-0.0317333629617255,0.00772536898909369,0.0528752866885267
"beta",0.00788369293299069,-0.00255388313179553,-0.0496023381430834
"delta",-0.00255388313179553,0.00319868636881688,0.0159830671733569
"lambdaluce",-0.0496023381430834,0.0159830671733569,0.428699071958932
"beta",0.0361002365459878,-0.00185057484138282,-0.0941877068830559
"delta",-0.00185057484138282,0.000313563803591929,0.00525883076340079
"lambdaluce",-0.0941877068830559,0.00525883076340079,0.310589000150985
"beta",0.00820263596955568,-0.00133071464432035,-0.0231302077986313
"delta",-0.00133071464432035,0.00030033644149126,0.00675296073738232
"lambdaluce",-0.0231302077986313,0.00675296073738232,0.611194050090529
"beta",0.0636664623470532,-0.000474555089621403,-0.115589891088744
"delta",-0.000474555089621403,0.00189401034596595,-0.00134120480480867
"lambdaluce",-0.115589891088744,-0.00134120480480867,1.33942313757985
"beta",0.0603848306633297,-0.00049879010637973,-0.105842594075923
"delta",-0.00049879010637973,0.00175895168837746,-0.00182363829922712
"lambdaluce",-0.105842594075923,-0.00182363829922712,1.30478759053944
"beta",0.0301858339086979,-0.000774634964211692,-0.0411555659438989
"delta",-0.000774634964211692,0.00536977628829623,0.0082134054240174
"lambdaluce",-0.0411555659438989,0.0082134054240174,0.0820120851046377
"beta",0.0347000338236811,-0.000796881078505374,-0.0458936282130862
"delta",-0.000796881078505374,0.00123934343482526,0.00416187697456727
"lambdaluce",-0.0458936282130862,0.00416187697456727,0.0849578568959408
"beta",0.0572737346547916,-0.000218823022232496,-0.110808412404829
"delta",-0.000218823022232496,0.00116203900685359,-0.000408391326816348
"lambdaluce",-0.110808412404829,-0.000408391326816348,1.27002193301015
"beta",0.0190983928685313,-0.00218404520468145,-0.0679534724993979
"delta",-0.00218404520468145,0.000492914468577868,0.0104058772938431
"lambdaluce",-0.0679534724993979,0.0104058772938431,0.375330001845312
"beta",0.0154259465946057,-0.000552773494877897,-0.0226644412235387
"delta",-0.000552773494877897,0.0031045925672971,0.00242013233057097
"lambdaluce",-0.0226644412235387,0.00242013233057097,0.0484293645444855
"beta",0.0404655498285623,-0.00139992119336805,-0.0782698588181263
"delta",-0.00139992119336805,0.00241391042592565,0.00753438272086309
"lambdaluce",-0.0782698588181263,0.00753438272086309,0.188536134021294
"beta",0.0603703993712569,-0.000422440959123912,-0.185029552938485
"delta",-0.000422440959123912,0.00183824084681131,0.00397427828220591
"lambdaluce",-0.185029552938485,0.00397427828220591,0.739850039617722
"beta",0.0071585343242712,-0.00246260647382085,-0.0636008482726542
"delta",-0.00246260647382085,0.00264627041263704,0.0220023324919127
"lambdaluce",-0.0636008482726542,0.0220023324919127,0.78710105806562
"beta",0.0131954374955633,-0.000484713158348954,-0.0296441815897776
"delta",-0.000484713158348954,0.000733789022312364,0.00386254151263273
"lambdaluce",-0.0296441815897776,0.00386254151263273,0.109335129139177
"beta",0.00420371576431561,-0.000934937918111389,-0.0240430325447322
"delta",-0.000934937918111389,0.000498249312070127,0.00594103359851396
"lambdaluce",-0.0240430325447322,0.00594103359851396,0.236429185708214
"beta",0.0134625970240438,-0.00146839911530686,-0.0354589897587872
"delta",-0.00146839911530686,0.000456326837552898,0.00511754940433678
"lambdaluce",-0.0354589897587872,0.00511754940433678,0.12805339027897
"beta",0.0132710344499107,-0.00196713014651336,-0.0317930808641541
"delta",-0.00196713014651336,0.00694404933988747,0.00406964312601035
"lambdaluce",-0.0317930808641541,0.00406964312601035,0.108049396575648
"beta",0.00852304996334128,-0.00248566800779384,-0.0343082092519432
"delta",-0.00248566800779384,0.00620701581800772,0.0121589876791894
"lambdaluce",-0.0343082092519432,0.0121589876791894,0.258588281222243
"beta",0.0117987386949625,-0.0024650130429337,-0.0283350617143433
"delta",-0.0024650130429337,0.00519703318948019,0.00520883103847923
"lambdaluce",-0.0283350617143433,0.00520883103847923,0.0954061301397529
"beta",0.00967585890377146,-0.00190019989419088,-0.0429109833946846
"delta",-0.00190019989419088,0.00091769641128124,0.0101067301366014
"lambdaluce",-0.0429109833946846,0.0101067301366014,0.264535850609599
"beta",0.00710981316303796,-0.00194292682556866,-0.0612434697933673
"delta",-0.00194292682556866,0.00118879424471816,0.0194286476397837
"lambdaluce",-0.0612434697933673,0.0194286476397837,0.728652780039782
"beta",0.0155540202281896,-0.000803547794418426,-0.0424314742320754
"delta",-0.000803547794418426,0.000565653508866563,0.0043952628009736
"lambdaluce",-0.0424314742320754,0.0043952628009736,0.168542743504135
"beta",0.0376442625388695,-0.00051946050953499,-0.0675365934550072
"delta",-0.00051946050953499,0.00109067742108108,0.00347142434058162
"lambdaluce",-0.0675365934550072,0.00347142434058162,0.150472763848664
"beta",0.0640296923582659,-0.00151580670483441,-0.128015697805587
"delta",-0.00151580670483441,0.00195162916951113,0.00036055132413004
"lambdaluce",-0.128015697805587,0.00036055132413004,1.2541949890684
"beta",0.0571905054782973,-0.000835284488762932,-0.173362088573762
"delta",-0.000835284488762932,0.00192991974250741,0.00552463398115612
"lambdaluce",-0.173362088573762,0.00552463398115612,0.698766246600158
"beta",0.00195161256174428,-0.00052051400434927,-0.00921368674917316
"delta",-0.00052051400434927,0.00323607203552468,0.00165365582298028
"lambdaluce",-0.00921368674917316,0.00165365582298028,0.109072286983164
"beta",0.026795219810087,-0.000346879594778111,-0.0800930114975263
"delta",-0.000346879594778111,0.00187288473730563,0.00188102201796093
"lambdaluce",-0.0800930114975263,0.00188102201796093,0.335419503866339
"beta",0.0167422129817766,-0.0011157606867036,-0.0334694378614115
"delta",-0.0011157606867036,0.00542778497116892,0.00242564839809841
"lambdaluce",-0.0334694378614115,0.00242564839809841,0.098214602716884
"beta",0.0130517531255523,-0.00224036035081502,-0.0149425837149502
"delta",-0.00224036035081502,0.0133905784895365,0.000521040027936165
"lambdaluce",-0.0149425837149502,0.000521040027936165,0.0469914932893685
"beta",0.00498119512158067,-0.00175590479592265,-0.0327939100669772
"delta",-0.00175590479592265,0.00473763612324057,0.0154724855780069
"lambdaluce",-0.0327939100669772,0.0154724855780069,0.450867147122907
"beta",0.0116810952174232,-0.00185433142128444,-0.0487519371279573
"delta",-0.00185433142128444,0.000667876598311399,0.0103981761739236
"lambdaluce",-0.0487519371279573,0.0103981761739236,0.290876262185828
"beta",0.0253225762900748,-0.0021797482182537,-0.0958226521642133
"delta",-0.0021797482182537,0.000521999059084549,0.0108490060782143
"lambdaluce",-0.0958226521642133,0.0108490060782143,0.507263827481928
"beta",0.0196187165513703,-0.000968449104193041,-0.0355789570151498
"delta",-0.000968449104193041,0.00561188020180896,0.00195216502500502
"lambdaluce",-0.0355789570151498,0.00195216502500502,0.0996689823309868
"beta",0.018348488932291,-0.00056211766219297,-0.0375269053006725
"delta",-0.00056211766219297,0.000736665014593966,0.00367584920925121
"lambdaluce",-0.0375269053006725,0.00367584920925121,0.111182338217992
"beta",0.00491781009747883,-0.000613976332800113,-0.0245596816102222
"delta",-0.000613976332800113,0.000863495739949042,0.00906869943985218
"lambdaluce",-0.0245596816102222,0.00906869943985218,0.313270193950973
"beta",0.00270613475290748,-0.000500988528939345,-0.0133325312119767
"delta",-0.000500988528939345,0.00492294432608707,0.00605045820466922
"lambdaluce",-0.0133325312119767,0.00605045820466922,0.263341878085526
"beta",0.00844194021803212,-0.00312097827259209,-0.0574096169771986
"delta",-0.00312097827259209,0.00375131848319661,0.0206849338828744
"lambdaluce",-0.0574096169771986,0.0206849338828744,0.523373844283405
"beta",0.0458573678903078,-0.00117074110210303,-0.171831810727801
"delta",-0.00117074110210303,0.000281834813458488,0.00198871482131086
"lambdaluce",-0.171831810727801,0.00198871482131086,0.894733794964228
"beta",0.0144607721839358,-0.00234058139949078,-0.0749694848670181
"delta",-0.00234058139949078,0.000715213269606773,0.0167920484651004
"lambdaluce",-0.0749694848670181,0.0167920484651004,0.559523788888835
"beta",0.000659153853507476,-0.00018365700435697,-0.00393097392750008
"delta",-0.00018365700435697,0.00164069178137074,0.0012086185364566
"lambdaluce",-0.00393097392750008,0.0012086185364566,0.301621914150034
"beta",0.0569610562623055,-0.000183014518057757,-0.171317047606553
"delta",-0.000183014518057757,0.00274497808756723,0.00397063041289344
"lambdaluce",-0.171317047606553,0.00397063041289344,0.707096278778011
"beta",0.0075824150378732,-0.00242853968191962,-0.0471238704791606
"delta",-0.00242853968191962,0.00260479363722674,0.0163808624275735
"lambdaluce",-0.0471238704791606,0.0163808624275735,0.418176033659376
"beta",0.00858976753491545,-0.00253993397748627,-0.0388931673095166
"delta",-0.00253993397748627,0.00489014901844192,0.0114173572401558
"lambdaluce",-0.0388931673095166,0.0114173572401558,0.247133309060727
"beta",0.0161192165936786,-0.00213682354156024,-0.0349624874239505
"delta",-0.00213682354156024,0.00107627717870763,0.0056429791124072
"lambdaluce",-0.0349624874239505,0.0056429791124072,0.100764847537133
"beta",0.0216351960846989,-0.00199056860849752,-0.0388663863006589
"delta",-0.00199056860849752,0.00220775007555585,0.004386662006757
"lambdaluce",-0.0388663863006589,0.004386662006757,0.101330713398278
"beta",0.00429856884384302,-0.00118512126913968,-0.0332771152349189
"delta",-0.00118512126913968,0.00322912284975094,0.0105428533958117
"lambdaluce",-0.0332771152349189,0.0105428533958117,0.435214281983099
"beta",0.014923494377118,-0.0032499851940804,-0.0297187139115015
"delta",-0.0032499851940804,0.0088900390067935,0.00481031395514254
"lambdaluce",-0.0297187139115015,0.00481031395514254,0.0918342591236445
"beta",0.00736485273684613,-0.00201632761655625,-0.0360918150775128
"delta",-0.00201632761655625,0.00359990865365276,0.0119184435766058
"lambdaluce",-0.0360918150775128,0.0119184435766058,0.308666835518586
"beta",0.0317914052502875,-0.00105358555358456,-0.0363253157556104
"delta",-0.00105358555358456,0.000803452642772111,0.0026867784349582
"lambdaluce",-0.0363253157556104,0.0026867784349582,0.0535282706446436
"beta",0.0129699465597084,-0.0027484608517057,-0.0842533779803377
"delta",-0.0027484608517057,0.000889372232650254,0.0222251405747067
"lambdaluce",-0.0842533779803377,0.0222251405747067,0.775168636984245
"beta",0.0325700230877665,-0.000621679368262999,-0.0763675636113911
"delta",-0.000621679368262999,0.000894291482036864,0.00431322566842554
"lambdaluce",-0.0763675636113911,0.00431322566842554,0.224417394278245
"beta",0.016895371658717,-0.000771288798936368,-0.0257557436013685
"delta",-0.000771288798936368,0.0018324979018337,0.00337657963867061
"lambdaluce",-0.0257557436013685,0.00337657963867061,0.0732376227008488
"beta",0.0505581549223205,-0.000442506680308269,-0.095582989491364
"delta",-0.000442506680308269,0.00215145793867314,-0.00244482659405975
"lambdaluce",-0.095582989491364,-0.00244482659405975,1.25770072686316
"beta",0.0340330240488796,-0.000525598384042716,-0.0644644852289939
"delta",-0.000525598384042716,0.00319746699319099,0.00358014437981997
"lambdaluce",-0.0644644852289939,0.00358014437981997,0.148145734742147
"beta",0.00820241341120604,-0.00194425393205609,-0.0559988052921479
"delta",-0.00194425393205609,0.00103438646167183,0.015227326242911
"lambdaluce",-0.0559988052921479,0.015227326242911,0.533793697111309
"beta",0.0092489503421891,-0.00181462800279081,-0.0403508101251861
"delta",-0.00181462800279081,0.00109694214107689,0.00971599706957297
"lambdaluce",-0.0403508101251861,0.00971599706957297,0.257008098881072
"beta",0.058303850211019,-0.000441569634654519,-0.111285944261146
"delta",-0.000441569634654519,0.00122444481366526,-0.00110169088016184
"lambdaluce",-0.111285944261146,-0.00110169088016184,1.26913656767734
"beta",0.0158656800107447,-0.00255027283122078,-0.0338521364004975
"delta",-0.00255027283122078,0.00454590686457591,0.00526518428931756
"lambdaluce",-0.0338521364004975,0.00526518428931756,0.117001109949634
"beta",0.00858522131926591,-0.00196326463457807,-0.0671220579789635
"delta",-0.00196326463457807,0.00066695110558083,0.01867858187821
"lambdaluce",-0.0671220579789635,0.01867858187821,0.815118051735182
"beta",0.013923036956195,-0.00198431825387151,-0.0185101568360697
"delta",-0.00198431825387151,0.00764043649129283,0.00155898178223158
"lambdaluce",-0.0185101568360697,0.00155898178223158,0.0350739977837058
"beta",0.00749654975562469,-0.00124425480701487,-0.00991552904429999
"delta",-0.00124425480701487,0.00218729731865934,0.00148173398618652
"lambdaluce",-0.00991552904429999,0.00148173398618652,0.0227325168995329
"beta",0.0463764418744575,-0.0019354119706365,-0.157580048190674
"delta",-0.0019354119706365,0.0003321359459726,0.00662483256977334
"lambdaluce",-0.157580048190674,0.00662483256977334,0.641189620435177
"beta",0.0617989308168566,-0.00066045664006419,-0.157210911010502
"delta",-0.00066045664006419,0.00271263632027014,0.00427594401940922
"lambdaluce",-0.157210911010502,0.00427594401940922,0.515355932060222
"beta",0.0456849524534908,-3.5505909335711e-05,-0.117067023696808
"delta",-3.5505909335711e-05,0.00157205735061247,0.000323338390270476
"lambdaluce",-0.117067023696808,0.000323338390270476,0.375844102915192
"beta",0.0091482560475843,-0.00206143050806911,-0.0314929040218186
"delta",-0.00206143050806911,0.00373333497009221,0.00874434970002282
"lambdaluce",-0.0314929040218186,0.00874434970002282,0.213099065414946
"beta",0.00591643525764708,-0.00174656158346515,-0.0472351980304958
"delta",-0.00174656158346515,0.00156958121127074,0.0166454559793921
"lambdaluce",-0.0472351980304958,0.0166454559793921,0.578641311787236
"beta",0.0338751073922873,-0.00104860880847577,-0.0689365779135363
"delta",-0.00104860880847577,0.000556355611276979,0.0038747162969001
"lambdaluce",-0.0689365779135363,0.0038747162969001,0.169651104250248
"beta",0.0177511500981761,-0.0015145848376673,-0.0637815589688618
"delta",-0.0015145848376673,0.000476218679443047,0.00803445151375573
"lambdaluce",-0.0637815589688618,0.00803445151375573,0.315802674920833
"beta",0.0105265124536907,-0.000583743883815106,-0.0413852570820173
"delta",-0.000583743883815106,0.000479847548606396,0.00508887319899552
"lambdaluce",-0.0413852570820173,0.00508887319899552,0.250633503664304
"beta",0.0561065764338693,-0.000141011042749192,-0.137535375503763
"delta",-0.000141011042749192,0.00176658491841472,0.000859947903189961
"lambdaluce",-0.137535375503763,0.000859947903189961,0.443014184133125
"beta",0.0262104759409327,-0.000400055426593684,-0.0643461569537993
"delta",-0.000400055426593684,0.00232472412231204,0.0027275531036961
"lambdaluce",-0.0643461569537993,0.0027275531036961,0.202105381107691
"beta",0.0439176469349562,-0.000465839927845649,-0.114592209834186
"delta",-0.000465839927845649,0.00319738182166392,0.00471797177408224
"lambdaluce",-0.114592209834186,0.00471797177408224,0.374768995358471
"beta",0.0151566883204148,-0.00219818083913435,-0.0236449480899633
"delta",-0.00219818083913435,0.00332631928199615,0.00261715101430222
"lambdaluce",-0.0236449480899633,0.00261715101430222,0.0532100364711368
"beta",0.0434086118392862,-0.000214690091584676,-0.0534432726461584
"delta",-0.000214690091584676,0.00472238765609068,0.00556486117615637
"lambdaluce",-0.0534432726461584,0.00556486117615637,0.0839590116002208
"beta",0.034811619183111,-0.00125256393991923,-0.0813803697674767
"delta",-0.00125256393991923,0.000381770744036183,0.00384299394370501
"lambdaluce",-0.0813803697674767,0.00384299394370501,0.230233725781166
"beta",0.0589376702049193,-0.000675081533829467,-0.109995347760112
"delta",-0.000675081533829467,0.00146455537480951,-0.00289952912727318
"lambdaluce",-0.109995347760112,-0.00289952912727318,1.34063162078187
"beta",0.00840892523265505,-0.00253409931658639,-0.0358031502063328
"delta",-0.00253409931658639,0.00394973164369897,0.0100946841530235
"lambdaluce",-0.0358031502063328,0.0100946841530235,0.220769721311786
"beta",0.00684955647585458,-0.00148287351800553,-0.0477420202507444
"delta",-0.00148287351800553,0.000861496571561513,0.0171276052363333
"lambdaluce",-0.0477420202507444,0.0171276052363333,0.582794448539768
"beta",0.0181432354107339,-0.00224387816691551,-0.0317267821308861
"delta",-0.00224387816691551,0.0017607374843936,0.00420291717683581
"lambdaluce",-0.0317267821308861,0.00420291717683581,0.0747292172374372
"beta",0.0212053853787195,-0.00358787901914039,-0.0385116594611702
"delta",-0.00358787901914039,0.0072421844012545,0.00516699049478226
"lambdaluce",-0.0385116594611702,0.00516699049478226,0.106607352491702
"beta",0.00762149209991196,-0.00285168036799621,-0.0555220814596138
"delta",-0.00285168036799621,0.00509597854624474,0.0222631929632017
"lambdaluce",-0.0555220814596138,0.0222631929632017,0.569575121433487
"beta",0.0106752399146368,-0.000638203866350001,-0.041962970347686
"delta",-0.000638203866350001,0.000505981977568451,0.00582840630676909
"lambdaluce",-0.041962970347686,0.00582840630676909,0.250133230119079
"beta",0.0577242935446085,0.000252595870074958,-0.15440979582937
"delta",0.000252595870074958,0.00224105670455789,0.000351456457105797
"lambdaluce",-0.15440979582937,0.000351456457105797,0.816397487907132
"beta",0.0205403416598307,-0.000385682913599702,-0.0485107013457288
"delta",-0.000385682913599702,0.00229003778310194,0.00694832406824651
"lambdaluce",-0.0485107013457288,0.00694832406824651,0.171021480450797
"beta",0.00315634609958795,-0.000872836512704504,-0.0203194241660691
"delta",-0.000872836512704504,0.00105596506910464,0.00623127714655191
"lambdaluce",-0.0203194241660691,0.00623127714655191,0.264382947030142
"beta",0.00866910816400602,-0.00241109181919783,-0.0326297157117365
"delta",-0.00241109181919783,0.00429918050132648,0.0116574533022425
"lambdaluce",-0.0326297157117365,0.0116574533022425,0.229118329570357
"beta",0.0375550907145678,-2.0752562731223e-05,-0.078871614341119
"delta",-2.0752562731223e-05,0.0026774191390911,0.00205703308302825
"lambdaluce",-0.078871614341119,0.00205703308302825,0.24217007284994
"beta",0.0159643072733568,-0.00170268516653602,-0.0454863990636874
"delta",-0.00170268516653602,0.000502748344733059,0.00648327260681136
"lambdaluce",-0.0454863990636874,0.00648327260681136,0.17452794048549
"beta",0.0110358873210544,-0.00155338002618928,-0.0531032617116408
"delta",-0.00155338002618928,0.000681154659719264,0.0119941898594572
"lambdaluce",-0.0531032617116408,0.0119941898594572,0.389596598146021
"beta",0.0165758636357376,-0.00295609960737598,-0.0336166105561936
"delta",-0.00295609960737598,0.00752079349267852,0.00501618609359198
"lambdaluce",-0.0336166105561936,0.00501618609359198,0.101318701146407
"beta",0.0247429194532548,-0.000440190203382299,-0.0471328667216334
"delta",-0.000440190203382299,0.000626410406275769,0.00166794817417496
"lambdaluce",-0.0471328667216334,0.00166794817417496,0.137223194353227
"beta",0.010681353881063,-0.00127775441947956,-0.0255089533030833
"delta",-0.00127775441947956,0.000553408079995647,0.00405025095867789
"lambdaluce",-0.0255089533030833,0.00405025095867789,0.0870370272572981
"beta",0.0280176681038148,-2.74207342218217e-06,-0.030223216463675
"delta",-2.74207342218217e-06,0.0038737023239363,0.00228095265773943
"lambdaluce",-0.030223216463675,0.00228095265773943,0.0454625001233799
"beta",0.0107477365385789,-0.00139157885462718,-0.030866587892902
"delta",-0.00139157885462718,0.00428246426250916,0.00350615148192529
"lambdaluce",-0.030866587892902,0.00350615148192529,0.125906866108493
"beta",0.0265077046772723,-0.000963499761195787,-0.0452641992552783
"delta",-0.000963499761195787,0.000756633088290898,0.00370345426043457
"lambdaluce",-0.0452641992552783,0.00370345426043457,0.101805549173066
"beta",0.0372137884077576,-0.000734553949419769,-0.155181929301423
"delta",-0.000734553949419769,0.00027075702227023,0.00116095091716899
"lambdaluce",-0.155181929301423,0.00116095091716899,0.922819432897883
"beta",0.0248115285022165,-0.000366815741523818,-0.0313305698309849
"delta",-0.000366815741523818,0.00266012171994726,0.00146359034434103
"lambdaluce",-0.0313305698309849,0.00146359034434103,0.0521474505306433
"beta",0.0383118709588708,1.72306973856236e-05,-0.0616116959637709
"delta",1.72306973856236e-05,0.00221261554245091,0.000798291280178626
"lambdaluce",-0.0616116959637709,0.000798291280178626,0.118374031018341
"beta",0.00720870818766871,-0.00215129574723773,-0.0317942332055284
"delta",-0.00215129574723773,0.00574865754618592,0.0111659124147101
"lambdaluce",-0.0317942332055284,0.0111659124147101,0.24422435381943
"beta",0.0443376593137559,-0.00189986215149916,-0.0924443880605345
"delta",-0.00189986215149916,0.0003330156155897,-0.00559073442965231
"lambdaluce",-0.0924443880605345,-0.00559073442965231,1.07870665717504
"beta",0.00884745678562212,-0.00118562092411018,-0.0327439828046486
"delta",-0.00118562092411018,0.00402841064033284,0.00515822652965827
"lambdaluce",-0.0327439828046486,0.00515822652965827,0.194962512119797
"beta",0.00628129978096207,-0.000311256081539645,-0.0167936352461992
"delta",-0.000311256081539645,0.000724125377129093,0.00343093883269688
"lambdaluce",-0.0167936352461992,0.00343093883269688,0.0957243239536285
"beta",0.0133876470878883,-0.00224589884305586,-0.0343631043362576
"delta",-0.00224589884305586,0.00747586379765618,0.00542925024082834
"lambdaluce",-0.0343631043362576,0.00542925024082834,0.149628831244055
"beta",0.0200656346339747,-0.00223685285177045,-0.0957551706247362
"delta",-0.00223685285177045,0.000624344859257589,0.0154973537253633
"lambdaluce",-0.0957551706247362,0.0154973537253633,0.7088179046145
"beta",0.0649070196346384,-0.000791874279116819,-0.122898152823419
"delta",-0.000791874279116819,0.00161782828536707,-0.00205321678016608
"lambdaluce",-0.122898152823419,-0.00205321678016608,1.31070677599781
"beta",0.00878451080542831,-0.00155951684921018,-0.0371078156244816
"delta",-0.00155951684921018,0.00144995576277401,0.00943066482022944
"lambdaluce",-0.0371078156244816,0.00943066482022944,0.250560894950411
"beta",0.0085355857921748,-0.00195276246954524,-0.0671753056795212
"delta",-0.00195276246954524,0.000726715388376569,0.0167837043850658
"lambdaluce",-0.0671753056795212,0.0167837043850658,0.744075465834009
"beta",0.0256084174075522,-0.00131104214467388,-0.0309420114401161
"delta",-0.00131104214467388,0.00706954291405531,0.000983143081048186
"lambdaluce",-0.0309420114401161,0.000983143081048186,0.0528543773559679
"beta",0.0571673483906066,-0.0014777016599679,-0.182225333073274
"delta",-0.0014777016599679,0.000299825915804865,0.00380994842492817
"lambdaluce",-0.182225333073274,0.00380994842492817,0.750933352514332
"beta",0.0169892051174712,-0.00219157129142209,-0.0358092378813114
"delta",-0.00219157129142209,0.00635348681154472,0.00408726892796818
"lambdaluce",-0.0358092378813114,0.00408726892796818,0.122984102143338
"beta",0.0247999917382113,-0.0013232673999439,-0.0659962096909041
"delta",-0.0013232673999439,0.000440792749379641,0.00486134649251686
"lambdaluce",-0.0659962096909041,0.00486134649251686,0.217448246667718
"beta",0.00364690597988494,-0.000424344578528898,-0.0318956222375061
"delta",-0.000424344578528898,0.0014111909037168,0.00534432632815093
"lambdaluce",-0.0318956222375061,0.00534432632815093,0.505226099645568
"beta",0.00444824699909906,-0.00158382605110458,-0.0374067957613244
"delta",-0.00158382605110458,0.00485116167709848,0.0186851028032408
"lambdaluce",-0.0374067957613244,0.0186851028032408,0.57264906544315
"beta",0.00955752814002817,-0.0021821705394915,-0.036605979494184
"delta",-0.0021821705394915,0.00207685921018956,0.00971675122580633
"lambdaluce",-0.036605979494184,0.00971675122580633,0.213267830995459
"beta",0.0542419431216323,-0.00152920557692983,-0.160880289256474
"delta",-0.00152920557692983,0.000293422266494736,0.00054372533129907
"lambdaluce",-0.160880289256474,0.00054372533129907,0.854729199136474
"beta",0.0629623297623212,-0.0011021876743796,-0.123878487622153
"delta",-0.0011021876743796,0.00117192388883663,-0.000215175773662267
"lambdaluce",-0.123878487622153,-0.000215175773662267,1.25394922278204
"beta",0.0539284316474824,-0.00281404418859908,-0.12138811383632
"delta",-0.00281404418859908,0.000406896518528435,-0.00315737074434806
"lambdaluce",-0.12138811383632,-0.00315737074434806,1.06786608062784
"beta",0.0150527110471249,-0.00169803645436568,-0.0399995019812053
"delta",-0.00169803645436568,0.000761955057036403,0.00639462707748738
"lambdaluce",-0.0399995019812053,0.00639462707748738,0.145660950971466
"beta",0.033188608046371,-0.00142877956542754,-0.0559798372673489
"delta",-0.00142877956542754,0.00509511774602247,0.00990648608526825
"lambdaluce",-0.0559798372673489,0.00990648608526825,0.126321194674188
"beta",0.00447866356916305,-0.00130772806258031,-0.0410457235278839
"delta",-0.00130772806258031,0.0030469156641091,0.0136337051584915
"lambdaluce",-0.0410457235278839,0.0136337051584915,0.646971958228933
"beta",0.00249896784520123,-0.000410684757249634,-0.0119525286840375
"delta",-0.000410684757249634,0.00442147938284224,0.00700982722858754
"lambdaluce",-0.0119525286840375,0.00700982722858754,0.309065244049493
"beta",0.019714883184321,-0.00166126449569586,-0.0514012564652382
"delta",-0.00166126449569586,0.000394283031538057,0.00555410542308987
"lambdaluce",-0.0514012564652382,0.00555410542308987,0.184453086945019
"beta",0.0351046199961711,-0.00120034455042025,-0.0366530307633106
"delta",-0.00120034455042025,0.00179456963589166,0.00359751656794137
"lambdaluce",-0.0366530307633106,0.00359751656794137,0.0586606349241263
"beta",0.056050181447054,-0.000711066158259613,-0.1355538281369
"delta",-0.000711066158259613,0.0021112418550099,0.00519804437072807
"lambdaluce",-0.1355538281369,0.00519804437072807,0.39999280523511
"beta",0.026763330842313,-0.00123625983315492,-0.036601319692297
"delta",-0.00123625983315492,0.000616848388005351,0.00283442207339299
"lambdaluce",-0.036601319692297,0.00283442207339299,0.0635356263720132
"beta",0.0154895050499115,-0.00173571568687016,-0.0389407786800825
"delta",-0.00173571568687016,0.000713971831261344,0.00589009784117723
"lambdaluce",-0.0389407786800825,0.00589009784117723,0.132948067430368
"beta",0.0119748104116522,-0.000348394477533237,-0.0272892037162272
"delta",-0.000348394477533237,0.00073837050802828,0.00377173143875643
"lambdaluce",-0.0272892037162272,0.00377173143875643,0.104636026750604
