"","lambdaluce","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"lambdaluceTemp",3.45330154512317,0.533826618695521,2.58766920009779,3.06793586735186,3.38580826976767,3.76453999022334,4.63907971355445
"lambdaluceTemp",2.13293921539143,0.373363462420104,1.43132963107769,1.87228221581924,2.11668006636874,2.38356921085739,2.88509918840674
"lambdaluceTemp",1.85085823601432,0.282184277545334,1.40828041909257,1.64554482194599,1.81007285117931,2.01806155335308,2.47124942817296
"lambdaluceTemp",1.54183078114702,0.298031057873183,0.966024227942808,1.33209315545724,1.54136905363434,1.74400081141057,2.11660333860636
"lambdaluceTemp",4.75102797398215,0.780015214322532,3.30597225750203,4.20946323103428,4.70589171052323,5.27547374462026,6.35974912892766
"lambdaluceTemp",1.06012381478833,0.252999624665356,0.632924926468771,0.877379228331775,1.04189968019408,1.22332944733368,1.59931792560758
"lambdaluceTemp",1.21402807498249,0.303001927170471,0.701049775669745,0.990285067793729,1.191519253283,1.40978289950399,1.88043046879443
"lambdaluceTemp",0.742740762820854,0.133471389689589,0.540388779395206,0.640033445676448,0.725777396924129,0.827512861036751,1.04670334293229
"lambdaluceTemp",1.48392845231923,0.336251828139543,0.887609009274044,1.24163339412874,1.46563981999398,1.7061682525888,2.19293586327605
"lambdaluceTemp",2.73789237085723,0.638261074261016,1.81137827616735,2.26379889212945,2.61450222608456,3.1010851522605,4.30646687910378
"lambdaluceTemp",3.91437667740934,0.97741839266273,2.41226443168829,3.17535030556704,3.76732722209506,4.5188774256579,6.09245613929019
"lambdaluceTemp",2.46896748331456,0.585893316728826,1.54137720200963,2.02990886933468,2.4062506150922,2.82269459287292,3.79169557304501
"lambdaluceTemp",2.84596508959932,0.504105382442712,1.9672885813862,2.48562433887891,2.81432121744685,3.18616775404099,3.89210374344138
"lambdaluceTemp",2.09312348386251,0.34383638443291,1.42950050914208,1.8581039918961,2.09797620678711,2.33116084530741,2.76078128439206
"lambdaluceTemp",3.33163727824644,0.630571331440696,2.26092536673499,2.88685205874775,3.28365870465455,3.73058701706412,4.6961892340349
"lambdaluceTemp",1.76801743069412,0.283710190718907,1.2012830211462,1.57333565682112,1.76767868966835,1.96211680853838,2.33387569484311
"lambdaluceTemp",3.86533577048522,0.731204138180783,2.58805456446971,3.33510209145832,3.81837676445636,4.31831511793904,5.43204160856278
"lambdaluceTemp",1.30550920654457,0.246019493392448,0.895238880477181,1.13095133125539,1.28374664566243,1.45723474349149,1.85099536056796
"lambdaluceTemp",3.28350945712594,0.52304497928774,2.32962300587007,2.92128251278033,3.26053787531928,3.62296850150708,4.34285091767775
"lambdaluceTemp",2.57199835433679,0.608346493450373,1.55792437906059,2.11059273000619,2.5092339859961,2.99734596361746,3.83414092316043
"lambdaluceTemp",2.64051474311812,0.435759461418541,1.98233763081574,2.33096665763062,2.58194084303993,2.89377628225868,3.62377765941907
"lambdaluceTemp",3.86500408667251,0.66751482475511,2.68728361745273,3.3968814955685,3.82042068072844,4.2989345327209,5.24995038559113
"lambdaluceTemp",1.94001534501258,0.322153896550228,1.41618476759241,1.7072571863927,1.90554274198216,2.13717259701809,2.646658803113
"lambdaluceTemp",4.67102065142265,1.15850542204353,2.59892360639439,3.76529993368096,4.63731723892774,5.51951212939099,6.90895727511937
"lambdaluceTemp",4.88149114864588,0.980489534629722,3.15996480484439,4.1211325414832,4.8446718153097,5.58997518556536,6.86083243615683
"lambdaluceTemp",1.47131405474282,0.263594355638978,0.94395729368811,1.28961375129275,1.47548527533837,1.65324379131814,1.95871181191149
"lambdaluceTemp",5.67154241005422,0.818907544965554,4.13083605417595,5.05241760354734,5.68359104411091,6.27654435461313,7.12888796451699
"lambdaluceTemp",1.26277374899555,0.26414781845023,0.886601677431055,1.07164023229747,1.21110420293051,1.41345736848812,1.88527653196045
"lambdaluceTemp",2.79826609094815,0.417284112143696,1.96475496054058,2.51057252482344,2.81050427415176,3.09101246508811,3.5776568450993
"lambdaluceTemp",2.6891396364174,0.396452329195507,2.08884790133138,2.40759872078241,2.6223901524278,2.90581986267005,3.66293090847463
"lambdaluceTemp",2.26755786663133,0.388577095248682,1.53991886113929,2.00025627476955,2.25799602677753,2.52353574515217,3.04928206398328
"lambdaluceTemp",2.74093039425086,0.49576558529491,1.90032644532914,2.38771174537243,2.69968779525358,3.05899778364184,3.79844409572279
"lambdaluceTemp",4.98869132661373,0.822463830843491,3.4409077004105,4.42159386816518,4.96874445933147,5.54153479334673,6.6663696206084
"lambdaluceTemp",3.54189716988166,0.759418896095198,2.30426756591728,2.97774746216357,3.45942032883717,4.01580948801911,5.26126938530634
"lambdaluceTemp",1.65028980363068,0.317589028259432,1.11020797743056,1.41619176141566,1.62433074063265,1.84825066634921,2.3409535964587
"lambdaluceTemp",3.1666197008776,0.425717349068554,2.34010675989382,2.86525852306291,3.15490800633406,3.46438927972748,4.00941864131615
"lambdaluceTemp",1.08871490558624,0.237279807273541,0.652348792028604,0.908620153350367,1.08847872740585,1.25811590182108,1.54779160964809
"lambdaluceTemp",2.28929382042156,0.371580257154551,1.69442636094284,2.01950480876145,2.24242299718831,2.51321822748863,3.11211585203818
"lambdaluceTemp",3.66994473886485,0.617407707209771,2.43501732487379,3.26731750438273,3.68921051154582,4.09550685609397,4.82474869681497
"lambdaluceTemp",3.87046137985721,0.746758716922399,2.602362263238,3.32573907612702,3.80714953161474,4.34443792542351,5.49557477587584
"lambdaluceTemp",1.55699618649773,0.253062278197366,1.15185887979804,1.37994996778133,1.52615468500707,1.69907101378358,2.15266524139764
"lambdaluceTemp",3.07945631259427,0.485779195164961,2.18490836229379,2.73736958293121,3.0600187321261,3.40460004830466,4.08224977994445
"lambdaluceTemp",0.815725049073713,0.166755662044758,0.557703346941803,0.694462970780253,0.793311783561285,0.914253662650243,1.20547344396252
"lambdaluceTemp",2.38764329892357,0.402482779243603,1.62737203532096,2.11472258230015,2.37484567957939,2.64820127101974,3.2179722071615
"lambdaluceTemp",2.37796075645684,0.499873312328402,1.58710959628525,1.99605787277171,2.32790019784314,2.68750280839497,3.48394361463775
"lambdaluceTemp",3.60016522336018,0.512247129298741,2.63639024256467,3.24680485892515,3.58155790008575,3.92985687324301,4.65360260834761
"lambdaluceTemp",4.2351327519457,0.776275585883453,3.05813028222389,3.63486024187261,4.1256330145137,4.72468895548246,6.00622067171761
"lambdaluceTemp",2.86222869828894,0.435820653446089,2.03508674240372,2.56302932337475,2.84293791709777,3.14852848850301,3.76935218569197
"lambdaluceTemp",4.4300021265535,0.698303407040331,3.32408091669979,3.92536474062453,4.3364656932004,4.84234951457179,6.06274163558448
"lambdaluceTemp",3.09660196279092,0.364113061505556,2.48256892001916,2.84484184363787,3.06878511518543,3.30331158511345,3.92302787078115
"lambdaluceTemp",1.32788116461028,0.291395002209668,0.827440406203948,1.11172290332187,1.30895077058128,1.51999601668526,1.93846537261085
"lambdaluceTemp",3.75003466902797,0.751430093202366,2.32141359706681,3.21746955017359,3.75986138963811,4.28370493993314,5.19830484104626
"lambdaluceTemp",5.80509430167659,0.864623268311212,3.96987473933331,5.2116814474705,5.87917025126019,6.48099771393428,7.20492828264028
"lambdaluceTemp",0.978978560373502,0.183806668228495,0.63060894946305,0.842710610262442,0.981729419905201,1.10875962932631,1.3394085120547
"lambdaluceTemp",2.14140919280675,0.492950901991353,1.42879267184946,1.76980428636365,2.05996305093343,2.43018108034669,3.34200968308971
