"","alpha","beta","gamma","delta","lambda","luce"
"beta",0.00129419942378324,0.0199099421365166,0.000384114685267464,-0.00236032384350088,-0.030500995374662,-0.00273029894203758
"gamma",-0.00179212628724727,0.000384114685267464,0.00726164106884366,2.74967108993952e-05,0.000979615254371631,0.000343750623323975
"delta",2.92103224974424e-05,-0.00236032384350088,2.74967108993952e-05,0.000489580404671362,0.0015671130841302,0.000126316075060925
"lambda",0.00489727441163126,-0.030500995374662,0.000979615254371631,0.0015671130841302,0.166609130440699,-0.00684419800916593
"luce",-0.00301559351373475,-0.00273029894203758,0.000343750623323975,0.000126316075060925,-0.00684419800916593,0.00697089846207828
"alpha",0.0155049524485135,0.00363441692811465,-0.00183787839804096,0.000488368763985659,0.0203676431335667,-0.0169610046743932
"beta",0.00363441692811465,0.0226324631921285,-0.000428266701140057,-0.00174142620667496,-0.0156129048592259,-0.0059083757572499
"gamma",-0.00183787839804096,-0.000428266701140057,0.00238140309016144,5.0697505308486e-05,-0.00228033316608179,0.00182440943905934
"delta",0.000488368763985659,-0.00174142620667496,5.0697505308486e-05,0.000355488820188111,-0.00137181786567377,-0.000751144915529893
"lambda",0.0203676431335667,-0.0156129048592259,-0.00228033316608179,-0.00137181786567377,0.267334229042794,-0.0315107031841825
"luce",-0.0169610046743932,-0.0059083757572499,0.00182440943905934,-0.000751144915529893,-0.0315107031841825,0.0268337134326221
"alpha",0.0234596402700217,8.94926489279006e-05,-0.0044796178424214,-0.000107195766669297,0.0858221115414808,-0.0237292487078483
"beta",8.94926489279006e-05,0.0063652544532719,-0.00047500343462381,-0.00118763912700864,-0.0231983165482803,-0.000195915453950743
"gamma",-0.0044796178424214,-0.00047500343462381,0.0122749132748508,0.00018127585669232,-0.00314072439041311,0.00268101876867186
"delta",-0.000107195766669297,-0.00118763912700864,0.00018127585669232,0.000423961837761047,0.00413710642857312,0.000157460474999139
"lambda",0.0858221115414808,-0.0231983165482803,-0.00314072439041311,0.00413710642857312,0.558542265162847,-0.116182100308985
"luce",-0.0237292487078483,-0.000195915453950743,0.00268101876867186,0.000157460474999139,-0.116182100308985,0.0329397490859568
"alpha",0.0179303944261241,0.000453508224904426,-0.000113275911361962,-4.74495841392866e-05,0.0351398360934867,-0.0130603156637373
"beta",0.000453508224904426,0.0182426174457303,0.000411733903765884,-0.000887629358174387,-0.0450748354370886,0.000453872812567152
"gamma",-0.000113275911361962,0.000411733903765884,0.00638494449421597,0.000133804025897218,-0.0181958054740243,0.00547604137053043
"delta",-4.74495841392866e-05,-0.000887629358174387,0.000133804025897218,0.000448108567509209,0.00380637947883226,-0.000308825023197113
"lambda",0.0351398360934867,-0.0450748354370886,-0.0181958054740243,0.00380637947883226,0.326649715895387,-0.0648383858224889
"luce",-0.0130603156637373,0.000453872812567152,0.00547604137053043,-0.000308825023197113,-0.0648383858224889,0.0225043760452888
"alpha",0.0218144006705368,-0.000150054449967604,-0.000316793034287142,-0.00010994553826795,0.0541618850861904,-0.0241744744957598
"beta",-0.000150054449967604,0.0025927028979788,5.14914937524672e-05,-5.11192234736639e-05,-0.00737513636728781,0.000177300150493254
"gamma",-0.000316793034287142,5.14914937524672e-05,0.00223190366261783,-3.69575525605329e-05,-0.00215878963046272,0.000749189265155733
"delta",-0.00010994553826795,-5.11192234736639e-05,-3.69575525605329e-05,0.00205688117580159,0.000106883319769707,0.000150817664126977
"lambda",0.0541618850861904,-0.00737513636728781,-0.00215878963046272,0.000106883319769707,0.218839844474116,-0.0744420118331904
"luce",-0.0241744744957598,0.000177300150493254,0.000749189265155733,0.000150817664126977,-0.0744420118331904,0.0332314385618759
"alpha",0.0200626852097948,-0.000578088370230107,-0.00393576477475736,0.000178937035506963,0.0539668664396131,-0.0241302981709789
"beta",-0.000578088370230107,0.0148486672944876,-0.000106225558999552,-0.000340830393396653,-0.0323845863375108,0.000729363890004286
"gamma",-0.00393576477475736,-0.000106225558999552,0.00502358697720191,0.000416149860977903,-0.00742226894656777,0.00389939582944823
"delta",0.000178937035506963,-0.000340830393396653,0.000416149860977903,0.00072713241595143,0.00440726752953702,-0.000757459045505382
"lambda",0.0539668664396131,-0.0323845863375108,-0.00742226894656777,0.00440726752953702,0.293704278748215,-0.0839851554653568
"luce",-0.0241302981709789,0.000729363890004286,0.00389939582944823,-0.000757459045505382,-0.0839851554653568,0.0376332496963229
"alpha",0.0108584879810499,0.00117893771628495,0.000893636304844479,-0.000315362847462683,0.00215392479679671,-0.00484145174149334
"beta",0.00117893771628495,0.0017833269992724,-2.92976733772088e-05,-0.000777183147654863,-0.00412991577212193,-0.00182233453791589
"gamma",0.000893636304844479,-2.92976733772088e-05,0.000706814842953762,7.06456428700348e-05,0.000147749348901864,0.000225322692600512
"delta",-0.000315362847462683,-0.000777183147654863,7.06456428700348e-05,0.00109710122990708,0.00209925770246949,0.000903845555135944
"lambda",0.00215392479679671,-0.00412991577212193,0.000147749348901864,0.00209925770246949,0.064076649497029,-0.00331234663905783
"luce",-0.00484145174149334,-0.00182233453791589,0.000225322692600512,0.000903845555135944,-0.00331234663905783,0.00807972680782171
"alpha",0.0256637534199976,6.3715821130203e-05,-0.00216132374497108,0.000126862556220087,0.0418087747736298,-0.0156911517106401
"beta",6.3715821130203e-05,0.0158093684422629,-2.88769449494744e-05,-0.00156516624884955,-0.0404494503922023,0.000928692504685549
"gamma",-0.00216132374497108,-2.88769449494744e-05,0.0112970793560947,-6.01159785269212e-05,-0.000671734576849143,0.00055964164005644
"delta",0.000126862556220087,-0.00156516624884955,-6.01159785269212e-05,0.00107029923155579,0.00388331624686444,-8.8050788123115e-05
"lambda",0.0418087747736298,-0.0404494503922023,-0.000671734576849143,0.00388331624686444,0.26906490339974,-0.0504745062957181
"luce",-0.0156911517106401,0.000928692504685549,0.00055964164005644,-8.8050788123115e-05,-0.0504745062957181,0.0171195525506584
"alpha",0.0151140549703779,0.000922469357822681,-0.00325158609503689,-6.58098634148689e-05,0.0541661421879506,-0.0141081531305983
"beta",0.000922469357822681,0.00387706358237979,-7.91866373266982e-05,-0.00134725947853376,-0.0142589651986452,-0.00109680017466279
"gamma",-0.00325158609503689,-7.91866373266982e-05,0.0107649293606998,-0.000438132751905246,-0.00250046888405124,0.00182627982879237
"delta",-6.58098634148689e-05,-0.00134725947853376,-0.000438132751905246,0.00160602274939565,0.0053211551512844,0.000285056949450279
"lambda",0.0541661421879506,-0.0142589651986452,-0.00250046888405124,0.0053211551512844,0.429297543337285,-0.0727435403597737
"luce",-0.0141081531305983,-0.00109680017466279,0.00182627982879237,0.000285056949450279,-0.0727435403597737,0.0192473452622168
"alpha",0.0214192116183565,0.000125994936221404,-6.00076132995824e-05,-5.83833173438345e-05,0.0701089371451997,-0.0238602111542133
"beta",0.000125994936221404,0.00542493219117651,0.000115947883705935,-0.000130991057421986,-0.0183480397340236,-0.000124590737707158
"gamma",-6.00076132995824e-05,0.000115947883705935,0.00265723119079337,1.86424926675969e-05,-0.00296366812332877,0.00082259697440485
"delta",-5.83833173438345e-05,-0.000130991057421986,1.86424926675969e-05,0.00030837619217089,0.00194401312940203,-0.000137287477188119
"lambda",0.0701089371451997,-0.0183480397340236,-0.00296366812332877,0.00194401312940203,0.400052613063656,-0.0970660104347841
"luce",-0.0238602111542133,-0.000124590737707158,0.00082259697440485,-0.000137287477188119,-0.0970660104347841,0.0326578000411296
"alpha",0.00847291480144665,0.00182984110349128,-0.00155919421872316,0.000287516839779559,0.0059022622493941,-0.00954583746205482
"beta",0.00182984110349128,0.0599192656992173,-7.68238380528566e-05,-0.000235257158532283,-0.0661777363643239,-0.00408049964396025
"gamma",-0.00155919421872316,-7.68238380528566e-05,0.00626590421304883,0.000168230660115986,-0.0013581885727005,0.00137245241717506
"delta",0.000287516839779559,-0.000235257158532283,0.000168230660115986,0.00167275765947651,-0.000910129414005605,-0.000563040009112449
"lambda",0.0059022622493941,-0.0661777363643239,-0.0013581885727005,-0.000910129414005605,0.574002851781411,-0.0114548703983973
"luce",-0.00954583746205482,-0.00408049964396025,0.00137245241717506,-0.000563040009112449,-0.0114548703983973,0.0180563434659616
"alpha",0.0179082229206013,0.00672212046956009,-0.00272976226377859,-0.000237921327921673,0.0145073508902936,-0.00821754794859411
"beta",0.00672212046956009,0.031983149579563,0.000685356752575302,-0.000349845356696816,-0.05386650760853,-0.0102054882620371
"gamma",-0.00272976226377859,0.000685356752575302,0.0190856320617421,0.000430763357458576,-0.000151487538946399,0.000242149579896191
"delta",-0.000237921327921673,-0.000349845356696816,0.000430763357458576,0.000211764603454801,0.00144236809857653,-3.48246177550725e-05
"lambda",0.0145073508902936,-0.05386650760853,-0.000151487538946399,0.00144236809857653,0.380701520179605,-0.0273824744982129
"luce",-0.00821754794859411,-0.0102054882620371,0.000242149579896191,-3.48246177550725e-05,-0.0273824744982129,0.0125054939653586
"alpha",0.0062047288251756,-8.61855948743593e-05,-0.000921027196505684,0.00017106425180894,0.0110608105436196,-0.00848366252016781
"beta",-8.61855948743593e-05,0.00918764407819021,-9.19525016364606e-05,-0.00107777740978752,-0.0140848681791355,-0.000111005556597793
"gamma",-0.000921027196505684,-9.19525016364606e-05,0.00104002444051011,5.4349447988428e-05,-0.00126093656906177,0.00124453305474695
"delta",0.00017106425180894,-0.00107777740978752,5.4349447988428e-05,0.00208664036866747,0.00175510317793734,9.84176154978564e-05
"lambda",0.0110608105436196,-0.0140848681791355,-0.00126093656906177,0.00175510317793734,0.0691878198973194,-0.0229943301181995
"luce",-0.00848366252016781,-0.000111005556597793,0.00124453305474695,9.84176154978564e-05,-0.0229943301181995,0.0170029205657724
"alpha",0.0117005505154463,0.00357378488010887,-0.000489189485035391,-6.52830862301357e-05,0.00994933072012116,-0.00640108753386287
"beta",0.00357378488010887,0.0294538094250847,0.000295969690020109,-0.000333021772938647,-0.028579931699676,-0.00801158974799393
"gamma",-0.000489189485035391,0.000295969690020109,0.0155884821508997,4.19138314296202e-05,-0.00240514862372534,0.000778445715339133
"delta",-6.52830862301357e-05,-0.000333021772938647,4.19138314296202e-05,0.0012680642278967,0.000777998546549054,-0.000205669609337324
"lambda",0.00994933072012116,-0.028579931699676,-0.00240514862372534,0.000777998546549054,0.323804177174305,-0.0256049459763657
"luce",-0.00640108753386287,-0.00801158974799393,0.000778445715339133,-0.000205669609337324,-0.0256049459763657,0.0140560167037358
"alpha",0.00395830493983086,0.00152754222261581,-0.000306328322496265,-6.43679281624805e-05,0.00300661462544448,-0.00553100934214547
"beta",0.00152754222261581,0.0103703840049788,-3.97261293071428e-05,-0.00120266260144738,-0.00823840639689541,-0.00377185077511894
"gamma",-0.000306328322496265,-3.97261293071428e-05,0.0020678054406762,-5.25825593768431e-05,-0.000393177076640231,0.000579677529898904
"delta",-6.43679281624805e-05,-0.00120266260144738,-5.25825593768431e-05,0.00131614011256871,0.000853392374092523,0.000715302314744137
"lambda",0.00300661462544448,-0.00823840639689541,-0.000393177076640231,0.000853392374092523,0.0237253549712807,-0.00777772473642485
"luce",-0.00553100934214547,-0.00377185077511894,0.000579677529898904,0.000715302314744137,-0.00777772473642485,0.0138395950772424
"alpha",0.0174501100103506,8.30082065813787e-05,-0.000285449714804648,0.000157910233181377,0.0391776440967623,-0.0199738210143018
"beta",8.30082065813787e-05,0.022918323418191,-5.98374197186852e-05,-0.000519388496485245,-0.0527395793942557,6.52324812459796e-06
"gamma",-0.000285449714804648,-5.98374197186852e-05,0.0014943183294718,0.000129952597814111,-0.00475086446003718,0.00207531679302111
"delta",0.000157910233181377,-0.000519388496485245,0.000129952597814111,0.000369885134094005,0.00258393591402915,-0.000213332536873238
"lambda",0.0391776440967623,-0.0527395793942557,-0.00475086446003718,0.00258393591402915,0.280041270633327,-0.0616170606775423
"luce",-0.0199738210143018,6.52324812459796e-06,0.00207531679302111,-0.000213332536873238,-0.0616170606775423,0.0299483466705006
"alpha",0.0123358686897138,-0.00023579906041497,-0.00149345210808109,0.000145305319582124,0.0339180774484447,-0.0151456725548292
"beta",-0.00023579906041497,0.00762450957608932,0.000130029289265006,-0.00159237756545485,-0.0212983431033017,0.000279733146201181
"gamma",-0.00149345210808109,0.000130029289265006,0.00208441827858746,3.81271833579348e-05,-0.00214789143215934,0.00154145090674624
"delta",0.000145305319582124,-0.00159237756545485,3.81271833579348e-05,0.00211904152501117,0.00418984586117756,0.000201219797899784
"lambda",0.0339180774484447,-0.0212983431033017,-0.00214789143215934,0.00418984586117756,0.222182248457436,-0.05948254978035
"luce",-0.0151456725548292,0.000279733146201181,0.00154145090674624,0.000201219797899784,-0.05948254978035,0.0266793883093719
"alpha",0.024471552602723,0.00182142884043006,-0.00554031098753738,-0.000329856992801051,0.0449456915831604,-0.0126393373874903
"beta",0.00182142884043006,0.00425338360231557,0.000308024499167306,-0.000975533918203295,-0.0103773964818377,-0.00165711180403764
"gamma",-0.00554031098753738,0.000308024499167306,0.0177721170468328,-0.000908005300095818,-0.00431040482607774,0.00139735149888165
"delta",-0.000329856992801051,-0.000975533918203295,-0.000908005300095818,0.00336042903828023,0.00266405215470453,0.00058240502525233
"lambda",0.0449456915831604,-0.0103773964818377,-0.00431040482607774,0.00266405215470453,0.374582143311159,-0.0611327351864528
"luce",-0.0126393373874903,-0.00165711180403764,0.00139735149888165,0.00058240502525233,-0.0611327351864528,0.0153897783977868
"alpha",0.00965629042660684,0.00362714303602063,0.000785034795644689,-0.000310699157073871,0.0123377464570816,-0.00479056898234557
"beta",0.00362714303602063,0.0316779022466818,-0.000959792843650765,-0.00011668729392723,-0.0839709084923786,-0.00443021483056206
"gamma",0.000785034795644689,-0.000959792843650765,0.00499905663251962,0.000147306325528699,-0.00358704583587153,0.00121429071124157
"delta",-0.000310699157073871,-0.00011668729392723,0.000147306325528699,0.00257118211427068,0.00276605188656778,-0.000195849711191335
"lambda",0.0123377464570816,-0.0839709084923786,-0.00358704583587153,0.00276605188656778,0.46494804677769,-0.0222673542198989
"luce",-0.00479056898234557,-0.00443021483056206,0.00121429071124157,-0.000195849711191335,-0.0222673542198989,0.00732632445389797
"alpha",0.00411406719001087,0.00010553455700603,-0.000585929282958742,7.779075172953e-05,0.0108805220970616,-0.00556016735865928
"beta",0.00010553455700603,0.0172867879177424,-0.000133803816132588,-0.000640884174591914,-0.0425023754095662,-0.00050104565463871
"gamma",-0.000585929282958742,-0.000133803816132588,0.00128279936052431,7.49456507790932e-05,-0.000152734221542449,0.000657609522804989
"delta",7.779075172953e-05,-0.000640884174591914,7.49456507790932e-05,0.000299357939270771,0.00242339494787559,-9.74537548635391e-05
"lambda",0.0108805220970616,-0.0425023754095662,-0.000152734221542449,0.00242339494787559,0.192138912911491,-0.0271921802687733
"luce",-0.00556016735865928,-0.00050104565463871,0.000657609522804989,-9.74537548635391e-05,-0.0271921802687733,0.0137235188098818
"alpha",0.0126273799126242,0.00265745295320873,-0.00190173081855496,-0.000107212157376339,0.00395719413049615,-0.00470390112504769
"beta",0.00265745295320873,0.0194239220103683,-0.000325160258241932,-0.00124161426354516,-0.0235949065401669,-0.00245167220709946
"gamma",-0.00190173081855496,-0.000325160258241932,0.00943162177542251,0.000163765267653308,5.55040752558672e-05,0.000425747139694472
"delta",-0.000107212157376339,-0.00124161426354516,0.000163765267653308,0.000968807378676618,0.00188659255363521,0.000119553235243357
"lambda",0.00395719413049615,-0.0235949065401669,5.55040752558672e-05,0.00188659255363521,0.0581121565461782,-0.00469208453926631
"luce",-0.00470390112504769,-0.00245167220709946,0.000425747139694472,0.000119553235243357,-0.00469208453926631,0.00399199747175816
"alpha",0.0200078744151058,0.0006011861936567,-0.000872120673716916,8.62496750898277e-05,0.046522062106591,-0.0233450937473139
"beta",0.0006011861936567,0.0536503076673383,-0.000100630810268925,-0.000206820810508182,-0.110405468784233,-0.000393815972399925
"gamma",-0.000872120673716916,-0.000100630810268925,0.00102031380433892,0.000149660442668496,-0.00445186939907896,0.00211869378919563
"delta",8.62496750898277e-05,-0.000206820810508182,0.000149660442668496,0.00191090010012938,0.00132257755495005,-0.000173765079862409
"lambda",0.046522062106591,-0.110405468784233,-0.00445186939907896,0.00132257755495005,0.439072400007959,-0.0727302141143518
"luce",-0.0233450937473139,-0.000393815972399925,0.00211869378919563,-0.000173765079862409,-0.0727302141143518,0.0360827967734731
"alpha",0.0121293737445443,0.000149955363195974,-0.000542676919166807,2.47765631941742e-05,0.0235732505781747,-0.00718812113973888
"beta",0.000149955363195974,0.0358097926742174,0.000652656251015021,-0.0003196958356165,-0.0879218867559965,-7.72619797627564e-05
"gamma",-0.000542676919166807,0.000652656251015021,0.00668131952863143,0.000185411899201816,-0.0113915437995813,0.00243665505016464
"delta",2.47765631941742e-05,-0.0003196958356165,0.000185411899201816,0.0023127576580006,0.00277975099587809,-0.000268420792307018
"lambda",0.0235732505781747,-0.0879218867559965,-0.0113915437995813,0.00277975099587809,0.425586747721302,-0.0500413560590801
"luce",-0.00718812113973888,-7.72619797627564e-05,0.00243665505016464,-0.000268420792307018,-0.0500413560590801,0.0148612002564224
"alpha",0.0192446893063899,0.00247610326622649,0.00149172667555003,-0.000448956233350147,0.0410832716280838,-0.01131024894246
"beta",0.00247610326622649,0.0357270761621639,0.000486322889400494,-0.000346971652157451,-0.0992842079247394,-0.0020979404515942
"gamma",0.00149172667555003,0.000486322889400494,0.00714831295049822,0.000169148299229787,-0.0125822316353255,0.00252339750319195
"delta",-0.000448956233350147,-0.000346971652157451,0.000169148299229787,0.00241933197548801,0.0079594751464792,-0.000839770077825135
"lambda",0.0410832716280838,-0.0992842079247394,-0.0125822316353255,0.0079594751464792,0.65403880099102,-0.0616016098565093
"luce",-0.01131024894246,-0.0020979404515942,0.00252339750319195,-0.000839770077825135,-0.0616016098565093,0.0151268673795402
"alpha",0.00526091607354757,3.49563723430814e-05,-0.000735451351712564,-6.83108707789837e-05,0.0143866938230336,-0.0054981833964139
"beta",3.49563723430814e-05,0.00287418392865008,-4.11793677707563e-05,-0.00108023952501583,-0.0159990229291532,0.00043802854004688
"gamma",-0.000735451351712564,-4.11793677707563e-05,0.00110468709809484,-0.000104135366306163,-0.000198498223495585,0.000671924700346146
"delta",-6.83108707789837e-05,-0.00108023952501583,-0.000104135366306163,0.00208319883398492,0.00639558344831295,7.64283862084693e-05
"lambda",0.0143866938230336,-0.0159990229291532,-0.000198498223495585,0.00639558344831295,0.210537808156965,-0.0319579158964021
"luce",-0.0054981833964139,0.00043802854004688,0.000671924700346146,7.64283862084693e-05,-0.0319579158964021,0.0125167885009552
"alpha",0.0107567570289063,0.000451029613835208,-0.000944906812403865,5.33471798796955e-05,0.0165269155737122,-0.00482480067206677
"beta",0.000451029613835208,0.00959971080266551,0.000453866846455362,-0.00125919143396229,-0.034287577839064,0.00057830165733735
"gamma",-0.000944906812403865,0.000453866846455362,0.0138679013713178,-0.000701220265469505,-0.00245267407550483,0.000271747476644565
"delta",5.33471798796955e-05,-0.00125919143396229,-0.000701220265469505,0.0044722329764902,0.00337578473718791,-1.1236433416666e-05
"lambda",0.0165269155737122,-0.034287577839064,-0.00245267407550483,0.00337578473718791,0.378667060434419,-0.0525796448899319
"luce",-0.00482480067206677,0.00057830165733735,0.000271747476644565,-1.1236433416666e-05,-0.0525796448899319,0.0121946227852309
"alpha",0.0301606521353478,0.00343936515087434,-2.58825279100799e-05,-0.000581821388554277,0.0879171505229677,-0.0321429250150451
"beta",0.00343936515087434,0.0141836501093289,-0.00015173667339309,-0.00190385553998374,-0.0290672457361959,-0.00383219005826083
"gamma",-2.58825279100799e-05,-0.00015173667339309,0.00365564348361325,4.71970694741839e-05,-0.00558988831349042,0.00200222540223854
"delta",-0.000581821388554277,-0.00190385553998374,4.71970694741839e-05,0.000409969311608711,0.00445026822856213,0.000617413708569658
"lambda",0.0879171505229677,-0.0290672457361959,-0.00558988831349042,0.00445026822856213,0.517407201506337,-0.119597614334496
"luce",-0.0321429250150451,-0.00383219005826083,0.00200222540223854,0.000617413708569658,-0.119597614334496,0.0427303593283482
"alpha",0.0377365127586535,0.00156600137987662,-0.000762835466698195,-9.76483564734824e-05,0.0746191425990012,-0.0325291984837522
"beta",0.00156600137987662,0.0184856124128408,9.51377039360219e-05,-0.000569004819097976,-0.0363771720842645,-0.00166835043871757
"gamma",-0.000762835466698195,9.51377039360219e-05,0.00338168188265888,0.000109372566040922,-0.00475659712402451,0.00175371747422044
"delta",-9.76483564734824e-05,-0.000569004819097976,0.000109372566040922,0.000763617084574733,0.00406960154708188,-0.000279702864125214
"lambda",0.0746191425990012,-0.0363771720842645,-0.00475659712402451,0.00406960154708188,0.292624680684039,-0.0732888445850573
"luce",-0.0325291984837522,-0.00166835043871757,0.00175371747422044,-0.000279702864125214,-0.0732888445850573,0.032484509704423
"alpha",0.022448850637619,0.000816569003496456,0.0017720000852049,0.000174750246167037,0.0172796593633057,-0.0105882823448049
"beta",0.000816569003496456,0.00377426825268237,-4.51026221065866e-05,-0.0004193973536658,-0.00475298908169555,-0.000771420375110238
"gamma",0.0017720000852049,-4.51026221065866e-05,0.00235440764671168,0.000321353103098894,-0.00211670576893073,0.000796674345718526
"delta",0.000174750246167037,-0.0004193973536658,0.000321353103098894,0.000996717081216789,0.000542775444861563,4.00895122320553e-05
"lambda",0.0172796593633057,-0.00475298908169555,-0.00211670576893073,0.000542775444861563,0.0501664579970665,-0.016500085256895
"luce",-0.0105882823448049,-0.000771420375110238,0.000796674345718526,4.00895122320553e-05,-0.016500085256895,0.00918021213058406
"alpha",0.0105103639201476,-5.06834008418601e-05,-0.00188462186266626,0.000484670432618332,0.0196430176532201,-0.0131722431936067
"beta",-5.06834008418601e-05,0.00853211996136739,0.000276358108784841,-0.000827950609257351,-0.0157070512153344,0.000467528291192487
"gamma",-0.00188462186266626,0.000276358108784841,0.00232925026653271,-0.000381515555702094,-0.00289693229564278,0.00189031837231804
"delta",0.000484670432618332,-0.000827950609257351,-0.000381515555702094,0.00600823584521111,0.00110265941693874,-0.000142603240311425
"lambda",0.0196430176532201,-0.0157070512153344,-0.00289693229564278,0.00110265941693874,0.102729052656434,-0.0372038104722606
"luce",-0.0131722431936067,0.000467528291192487,0.00189031837231804,-0.000142603240311425,-0.0372038104722606,0.0240708720968436
"alpha",0.0123919202521726,9.84937203667656e-05,-0.0031130756895295,0.000392979180390644,0.0370013177192233,-0.00807202037929501
"beta",9.84937203667656e-05,0.00702984197546911,0.00016221311368953,-0.00132995699771687,-0.0282380779710704,0.000154731058148048
"gamma",-0.0031130756895295,0.00016221311368953,0.00829292584082819,-0.00127787893836031,-3.07107566287488e-05,0.000749995477785651
"delta",0.000392979180390644,-0.00132995699771687,-0.00127787893836031,0.00533962936348121,0.00255487072116858,0.00022504656739171
"lambda",0.0370013177192233,-0.0282380779710704,-3.07107566287488e-05,0.00255487072116858,0.397280175875499,-0.0452130584934516
"luce",-0.00807202037929501,0.000154731058148048,0.000749995477785651,0.00022504656739171,-0.0452130584934516,0.00898646685593209
"alpha",0.0235721730330904,0.00135748293264267,-0.00386453963345698,-0.000212844020446572,0.0630972265397601,-0.0178326269442139
"beta",0.00135748293264267,0.00229137905574745,3.9733071531868e-05,-0.000902566296807727,-0.00640046372311314,-0.00127581788151535
"gamma",-0.00386453963345698,3.9733071531868e-05,0.00823563325822894,-0.000410740360595146,-0.00324460646027635,0.00130362207768211
"delta",-0.000212844020446572,-0.000902566296807727,-0.000410740360595146,0.00189625661049768,0.0029707721239429,0.000614592444346748
"lambda",0.0630972265397601,-0.00640046372311314,-0.00324460646027635,0.0029707721239429,0.417974319742527,-0.0836120275954798
"luce",-0.0178326269442139,-0.00127581788151535,0.00130362207768211,0.000614592444346748,-0.0836120275954798,0.0232807015443357
"alpha",0.0176648239484981,-0.000181910732144742,-0.00117608604292345,0.000149044946908267,0.0495702362141746,-0.0208116538079477
"beta",-0.000181910732144742,0.00492223850339177,0.000103083469485629,-0.00211330952002105,-0.0190684346310746,0.000758096911553921
"gamma",-0.00117608604292345,0.000103083469485629,0.00082472337942668,-6.56512815253475e-05,-0.00414724150630282,0.00188555927949863
"delta",0.000149044946908267,-0.00211330952002105,-6.56512815253475e-05,0.00449897094648882,0.00780770050258178,0.00010095003358817
"lambda",0.0495702362141746,-0.0190684346310746,-0.00414724150630282,0.00780770050258178,0.297690872686023,-0.081425789811444
"luce",-0.0208116538079477,0.000758096911553921,0.00188555927949863,0.00010095003358817,-0.081425789811444,0.0338436675787062
"alpha",0.0160776267817929,0.00346437966609329,0.000109728447481613,-9.71860352945796e-05,0.0133392570253458,-0.017176025332081
"beta",0.00346437966609329,0.0526305410590337,-0.000199809876207497,-0.000736164688539069,-0.0462495895708662,-0.00536587968394964
"gamma",0.000109728447481613,-0.000199809876207497,0.00093879249796257,6.7196553422876e-06,-0.000726079269672678,0.00141081182348053
"delta",-9.71860352945796e-05,-0.000736164688539069,6.7196553422876e-06,0.00152273204742888,-6.5892143295549e-05,-0.000208163992633419
"lambda",0.0133392570253458,-0.0462495895708662,-0.000726079269672678,-6.5892143295549e-05,0.510097021996642,-0.0222082650883074
"luce",-0.017176025332081,-0.00536587968394964,0.00141081182348053,-0.000208163992633419,-0.0222082650883074,0.0276104381744903
"alpha",0.0109680000026266,3.08791482982327e-06,-0.00255100973110992,0.000345049440151619,0.0278149338098645,-0.0121509401296239
"beta",3.08791482982327e-06,0.00372178829557901,0.000117592205935502,-0.000728138679764562,-0.011095647438116,0.000196306502273422
"gamma",-0.00255100973110992,0.000117592205935502,0.00735260375173374,-0.000858030651478245,-0.00100271366119166,0.00130452073699199
"delta",0.000345049440151619,-0.000728138679764562,-0.000858030651478245,0.0046670963655023,0.00271205023139702,8.94657794739912e-05
"lambda",0.0278149338098645,-0.011095647438116,-0.00100271366119166,0.00271205023139702,0.20291029954258,-0.0562299887992886
"luce",-0.0121509401296239,0.000196306502273422,0.00130452073699199,8.94657794739912e-05,-0.0562299887992886,0.0232617715751173
"alpha",0.00319858785975244,3.08185102254071e-05,-0.00047466651949804,-1.81005763427945e-05,0.00410481988701585,-0.00313388464730598
"beta",3.08185102254071e-05,0.0435600237583181,0.00031987570248611,-0.000107632092017534,-0.0770194840782642,-5.29564753788089e-05
"gamma",-0.00047466651949804,0.00031987570248611,0.00111119384558885,6.96776594222657e-05,-0.00151213425458464,0.000603810827978948
"delta",-1.81005763427945e-05,-0.000107632092017534,6.96776594222657e-05,0.00168972565239786,0.000507657870911831,-3.59461011171071e-05
"lambda",0.00410481988701585,-0.0770194840782642,-0.00151213425458464,0.000507657870911831,0.177150563236456,-0.0104743439205594
"luce",-0.00313388464730598,-5.29564753788089e-05,0.000603810827978948,-3.59461011171071e-05,-0.0104743439205594,0.00731463516584299
"alpha",0.0102265506583315,0.00261418498158622,-0.000687115015695085,-0.000201315014130037,0.0220785782277593,-0.00601473867758433
"beta",0.00261418498158622,0.0311744301385197,0.00011869351185353,-3.49267104927812e-05,-0.0788596486823597,-0.00284636668877065
"gamma",-0.000687115015695085,0.00011869351185353,0.00764278690296038,0.00010484597291688,-0.000524550272710565,7.58716604400629e-05
"delta",-0.000201315014130037,-3.49267104927812e-05,0.00010484597291688,0.00143011290322767,-0.000167113543604784,8.2885786396215e-05
"lambda",0.0220785782277593,-0.0788596486823597,-0.000524550272710565,-0.000167113543604784,0.448297866722753,-0.0212783419669534
"luce",-0.00601473867758433,-0.00284636668877065,7.58716604400629e-05,8.2885786396215e-05,-0.0212783419669534,0.00588452650979316
"alpha",0.0105871268292187,0.00058954992306637,0.000889109838214111,-0.000218807938182238,0.0160718253723946,-0.00827555214650951
"beta",0.00058954992306637,0.00180800615361187,-2.15839195465235e-05,-0.000644308816338189,-0.00522453699229527,-0.000960943299163647
"gamma",0.000889109838214111,-2.15839195465235e-05,0.00327557335353734,8.96550473702094e-05,-0.00161979460839834,0.000787539773791264
