"","lambda","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"lambdaTemp",3.03946533509799,0.611880739026415,2.08203192948961,2.58371409018021,2.94246054079476,3.41265840688715,4.47577843153568
"lambdaTemp",2.48442719193264,0.655971313594198,1.34220695621288,1.98545373737535,2.45108808118649,2.93042640915171,3.87724117660539
"lambdaTemp",2.03635306738893,0.558160757356784,1.25743342662502,1.63407407659783,1.9357806251902,2.3230889678212,3.43547158652873
"lambdaTemp",2.56217318658385,0.562725249194295,1.50662808675543,2.1649226336086,2.56927440590914,2.95016321262728,3.68241328586204
"lambdaTemp",4.10709462599731,0.490512634062754,3.14178869596165,3.7517842880264,4.1233918880955,4.48905426597823,4.92922168777606
"lambdaTemp",1.3868564116432,0.294755329306881,1.01723760686424,1.15880401674694,1.31666822935367,1.55392107544628,2.09017792606503
"lambdaTemp",1.42637309642418,0.359541942846972,1.02022826579622,1.15209482576782,1.33844992200689,1.59176352824211,2.35460509934352
"lambdaTemp",1.28237382350454,0.227694939744537,1.01008459344404,1.10021941251437,1.23016729416191,1.41718711512557,1.82777923708686
"lambdaTemp",1.89088441880679,0.557874338366778,1.08399107940825,1.47067597936457,1.79769120545946,2.2056305941463,3.22837478175387
"lambdaTemp",2.31998398810962,0.681674140689389,1.38067314357874,1.83257416333275,2.17964833765968,2.67549712397958,4.09970727808399
"lambdaTemp",3.36299784528952,0.780678752090003,1.98595937776911,2.73539389834686,3.33368334443451,3.95448116213505,4.76719929514942
"lambdaTemp",2.92794958220858,0.828970170181873,1.52517266057233,2.29562194177023,2.85099604953578,3.52607108983913,4.65090614519608
"lambdaTemp",1.93385473770934,0.313017117559943,1.41196484034736,1.71329677788196,1.90223972627153,2.129172661534,2.62833320256633
"lambdaTemp",1.39355654980149,0.255596247920303,1.03593546976952,1.20454821005008,1.34773898817128,1.54150030535251,2.01585966534655
"lambdaTemp",4.33941279838504,0.474246811422037,3.25450905048161,4.04426722002432,4.42587838208022,4.72441384460225,4.97765638489444
"lambdaTemp",2.05160703662254,0.56725316008728,1.11887937200989,1.61888705939342,2.00141558816615,2.42464436536277,3.25640300564161
"lambdaTemp",3.2172546961052,0.464631758530887,2.44267551597367,2.889020000276,3.17499267953298,3.50334502710646,4.22760166628089
"lambdaTemp",2.23144376550181,0.375103977903644,1.52412701451223,1.97067424024732,2.22356458436601,2.48282716233792,2.98470505644397
"lambdaTemp",2.67710369972132,0.556858250555065,1.76449634433703,2.26643463050337,2.62280424369973,3.04054340718678,3.893365849007
"lambdaTemp",3.8613370177572,0.729741415734532,2.34338714897082,3.3469190947641,3.94662165339847,4.46490363795584,4.94668916493896
"lambdaTemp",2.06603940926305,0.314232695768162,1.51102624092077,1.83739376748249,2.05869981678921,2.26989063226032,2.73506848686537
"lambdaTemp",3.82854728551565,0.573174502334505,2.76229555917765,3.39808463356056,3.82328288299533,4.2626798150956,4.86886477087868
"lambdaTemp",1.65261548028948,0.395783232894415,1.07534659012729,1.36668664264829,1.58216171372244,1.85762941249905,2.65183419942652
"lambdaTemp",4.01830914982144,0.688592547369911,2.49795515412903,3.54313441890263,4.12341292571636,4.58822393974149,4.96504622760759
"lambdaTemp",4.12409863561668,0.619591367441323,2.75141702651728,3.69305164837438,4.23937269524573,4.63588505221595,4.97207999480757
"lambdaTemp",2.49379279570409,0.509850595704291,1.52012377177363,2.1296989435123,2.50596832157824,2.86307084224621,3.43835770499018
"lambdaTemp",4.39724534388528,0.406551511773043,3.48896043603729,4.12180943015785,4.45184505705355,4.73176166164514,4.96883679129432
"lambdaTemp",1.47413257222249,0.399766251840704,1.01336859862616,1.17396663904988,1.3688495170691,1.66667507930577,2.48741227432557
"lambdaTemp",3.74849590816432,0.732590056455841,2.23037077315503,3.22635043536063,3.78923082089306,4.32135508459673,4.93517482609111
"lambdaTemp",4.25116549209318,0.525328633954578,3.03181020294726,3.92242822783198,4.33873019123985,4.68097234508341,4.96869771817537
"lambdaTemp",3.9562723654429,0.612291135487026,2.72997372148923,3.50912129560893,4.01346141656298,4.43545304640401,4.93071099597552
"lambdaTemp",4.32816303648417,0.521604992855873,3.07957644901293,4.00913796971139,4.43747988013046,4.75842457505635,4.97540075470329
"lambdaTemp",4.14707567157928,0.547314239009477,3.01283992547863,3.75005547870788,4.19707497504492,4.60762993705781,4.95873893443442
"lambdaTemp",4.05415361963802,0.624267384706429,2.72641264166074,3.59786604249814,4.1296181891003,4.57417641778189,4.9576145894685
"lambdaTemp",1.5013619141674,0.402862746250997,1.0275932825383,1.20383969791089,1.40437745014559,1.69081186764937,2.60816917493133
"lambdaTemp",2.66462600990377,0.655575507284942,1.71583975715706,2.18574302108948,2.5496850270646,3.01168542252378,4.36345952649986
"lambdaTemp",1.42515918270608,0.32251905345687,1.0116429853835,1.17203501708607,1.35418009965894,1.61337428748676,2.21340179910194
"lambdaTemp",1.67082858221137,0.283339004098696,1.23050316845914,1.46003485245681,1.63252533261844,1.84102831694257,2.32788542450603
"lambdaTemp",3.93138652303611,0.682499524775196,2.47632633401551,3.46866276823066,4.01645474961301,4.48120837532932,4.94882252350451
"lambdaTemp",4.32610214029697,0.504494496748585,3.20348234101226,4.01156446339939,4.43406582586901,4.74265508978282,4.97630702255401
"lambdaTemp",1.86242417460732,0.485508814707323,1.12614250500608,1.49395435870528,1.78661415106845,2.16232841651749,2.96381941568485
"lambdaTemp",3.94859765771459,0.677479649819674,2.52100298532032,3.46597833112761,4.00695991287172,4.50690255312635,4.96252441199699
"lambdaTemp",1.28999446844504,0.235704089138582,1.00850881729256,1.11016392873878,1.23513713453247,1.41486415707899,1.90183186155443
"lambdaTemp",1.85992816429022,0.346661397363359,1.3292604081564,1.61943517815706,1.811340208846,2.04788625268499,2.65855112006198
"lambdaTemp",2.79062017229198,0.774248466826166,1.55984243962404,2.21042997043895,2.68600701706358,3.24376059142345,4.55215168963919
"lambdaTemp",4.20204846794652,0.522167427818154,3.09901848811607,3.84774884086106,4.26925365962813,4.62715826881369,4.96025065556603
"lambdaTemp",3.94101385769196,0.642504851049491,2.63892881657982,3.46894588189064,3.9870370817353,4.46112782757438,4.94683431330837
"lambdaTemp",4.28604498128062,0.534460220665298,3.0353790901597,3.94459379971115,4.38391044844662,4.72802671445392,4.97423671936822
"lambdaTemp",3.4800647678031,0.575845135750206,2.50547762825535,3.05473929823244,3.43015474507648,3.87273330291911,4.71122830847299
"lambdaTemp",3.01897769386766,0.625460767316128,2.10918655861611,2.56461619095612,2.89908170812721,3.35463988660314,4.57385579000638
"lambdaTemp",1.70969800823358,0.50469598431089,1.06112228653581,1.35274212300706,1.60660304513744,1.92869167944342,3.03741610305123
"lambdaTemp",3.71741673087849,0.673415951300544,2.41224308194543,3.22778879836186,3.71234755191979,4.24250664739912,4.89448219578042
"lambdaTemp",4.45878526014728,0.396424893730574,3.57615041625099,4.19768844487515,4.52917483556451,4.79572789852121,4.98634184114406
"lambdaTemp",1.43771468096508,0.319068907696691,1.0261751174028,1.18746354181659,1.36968750795868,1.62635999528998,2.21672196239133
"lambdaTemp",2.51316118695529,0.684149361041457,1.43738260736041,2.01223054206253,2.43143523606556,2.90850665829154,4.12044523856101
"lambdaTemp",3.57458701119227,0.775852997438578,2.10149253473216,2.97857260808863,3.61154285643317,4.19730411969106,4.86228184152456
"lambdaTemp",1.77616741947531,0.459943715909629,1.16645182796778,1.45168745260906,1.67406818218055,2.00171308838772,2.94097692547408
"lambdaTemp",3.77239493148666,0.668868142885116,2.55368136073865,3.25616458304177,3.76213736228629,4.32203903566894,4.9246391200061
"lambdaTemp",2.27116051638644,0.634512091536933,1.33561393290776,1.81252661140614,2.16008392351352,2.61556768408347,3.84476359128928
"lambdaTemp",2.12946358856911,0.583732870189575,1.36511847824727,1.69664876011468,1.98392465708243,2.42806919135596,3.5829661076511
"lambdaTemp",1.55960727055765,0.327723681361604,1.05076031412371,1.318044037193,1.5260042781089,1.76366838313817,2.28738836133619
"lambdaTemp",4.42051631264455,0.408177817183515,3.48669696156015,4.15618978560372,4.49194278929733,4.75649047604468,4.97414653992493
"lambdaTemp",4.34669335575747,0.517043739970609,3.10295502545426,4.02872465638834,4.45952304385167,4.77425686153531,4.98201406269417
"lambdaTemp",3.33750321942989,0.747356852623194,2.02672973223843,2.77252570763784,3.28508906584437,3.8706697531323,4.82104732342533
"lambdaTemp",2.13866222919549,0.571532777621185,1.22147420413863,1.71639557264122,2.06554142349449,2.47013026250024,3.4339644187729
"lambdaTemp",2.40412159438893,0.467803211269563,1.74140383545375,2.06927720743568,2.31245247048767,2.65381073146466,3.57792925503788
"lambdaTemp",2.03640033401151,0.541944903793933,1.22226038612459,1.66049983671905,1.95389638183924,2.31069985047325,3.38601943084127
"lambdaTemp",4.69969951755216,0.253133659352187,4.03248678477757,4.57610373299601,4.76310792526491,4.89350554206649,4.99071541967964
"lambdaTemp",2.02777584510768,0.518714664724008,1.1828742522435,1.62910537749859,1.99540169446834,2.38103779861144,3.13148836621984
"lambdaTemp",3.84061268542545,0.655208015318254,2.4958215304672,3.35064547334618,3.88505277429587,4.3501440282089,4.91116765269382
"lambdaTemp",3.339270387487,0.632497124944973,2.28066513618783,2.85227862890658,3.27896996864332,3.78077458087962,4.62428675887627
"lambdaTemp",3.88786328443599,0.757629759038946,2.26966102601499,3.3597429520506,3.98945799528731,4.5181217689401,4.95037471169731
"lambdaTemp",4.12612526413244,0.617010145929226,2.76672234357367,3.71750725046017,4.23472977928304,4.63278134190396,4.9674549842667
"lambdaTemp",1.47533371196481,0.263035776839044,1.06073175550973,1.28247000210442,1.44183925219511,1.63393143673155,2.07681320814552
"lambdaTemp",4.22497777032181,0.569037940013058,2.91202247667412,3.86000557474113,4.33535253611174,4.68747511065923,4.96766023175688
"lambdaTemp",1.190369796654,0.154030370288722,1.00766036271229,1.0706597139605,1.15450851556815,1.2781673858639,1.56166323035065
"lambdaTemp",2.21968553581012,0.529189257858969,1.34164436913859,1.84708282633936,2.16437705931372,2.52214080825068,3.43731211806868
"lambdaTemp",2.39091763209354,0.471362120303951,1.658665051002,2.06356819636713,2.32183362537833,2.65404369735217,3.51614050527245
"lambdaTemp",4.11893363400085,0.612031162042554,2.8240688371967,3.71447090647237,4.22217830872823,4.62468505279928,4.95876497916295
"lambdaTemp",3.8399527357444,0.68187098983436,2.43371722599235,3.33775019684054,3.90652575501491,4.39996670486136,4.90755788668147
"lambdaTemp",2.44879295475905,0.438336529291697,1.64016405299745,2.14487370475453,2.43230404189245,2.73812132785643,3.35025866537805
"lambdaTemp",1.3138530793008,0.241064631470853,1.01505371122434,1.12416575373168,1.26076767683541,1.45033185096087,1.87999586194867
"lambdaTemp",2.19903633602081,0.662625384367335,1.25643910528537,1.70721457425504,2.0772324183088,2.55324960609659,3.80652413116164
"lambdaTemp",2.36182546078564,0.652370100266177,1.28226260748737,1.88119600587286,2.30005886939646,2.76689282266304,3.84678496469725
"lambdaTemp",3.38163048841038,0.808726654062434,1.93725529582602,2.75138335674966,3.34067382569641,4.00265566131173,4.84687816922172
"lambdaTemp",3.11476431550186,0.458843991087346,2.38237509775285,2.77976946812581,3.05472584005462,3.38569429162221,4.14929721892111
"lambdaTemp",2.82814667329838,0.615359293774311,1.73356397318353,2.37776742017328,2.802245867184,3.25971749432607,4.08363691362922
"lambdaTemp",3.48252729824997,0.719310226193356,2.30576071672761,2.91747299871351,3.4052128689775,4.02692189212059,4.91316596057188
"lambdaTemp",1.97259086321369,0.540947946371958,1.12748027499199,1.54912499091171,1.90656364926155,2.33130003483163,3.14855975727128
"lambdaTemp",1.36623972593338,0.223978699873596,1.02608335318262,1.18541713088883,1.3453665827147,1.51228096387326,1.84844875527104
"lambdaTemp",1.61823678774536,0.320513732399151,1.12330035116867,1.39094096260453,1.57347342856188,1.79678123614361,2.3870526382426
"lambdaTemp",3.4930844620038,0.630301654666636,2.25110947908595,3.06040237260056,3.50133302945758,3.95794479679648,4.661605096344
"lambdaTemp",4.02751267419555,0.646509334613606,2.64550734025873,3.56319489939301,4.09905097176044,4.56616131079028,4.95077488046868
"lambdaTemp",2.45269409307348,0.545610550380052,1.67157679084358,2.0716219209241,2.36094771307936,2.72684093595209,3.82458897686499
"lambdaTemp",3.95528046211685,0.714210768608708,2.44334443688835,3.44142281625255,4.06887671176956,4.55456363394796,4.96534811577803
"lambdaTemp",2.58031451367173,0.450455657687391,1.90891772102306,2.25298976169997,2.50534580377462,2.81117937041264,3.65890328973702
