"","delta","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"deltaTemp",0.884697500475564,0.0546372176349356,0.784474213813008,0.84404488785405,0.882099429623563,0.926612674535515,0.987388342713473
"deltaTemp",0.891363173701073,0.0592425820337032,0.768174893074912,0.851080495876829,0.892942252871026,0.937109217374364,0.992754365270426
"deltaTemp",0.77407852675801,0.0495746002484854,0.693486263386302,0.73988856443318,0.769055382776776,0.802173630264633,0.889286043962338
"deltaTemp",0.279690875253455,0.0260658992558862,0.222532013370093,0.263125950689863,0.281067239549971,0.296871648170437,0.326932035444662
"deltaTemp",0.869306747004144,0.0663749685057228,0.753376563139276,0.818479612301235,0.863027604807726,0.92074593877029,0.991998666850777
"deltaTemp",0.370758007675325,0.0357407506800123,0.301421201538918,0.34646008306131,0.368552510730629,0.394355151428533,0.444207148358072
"deltaTemp",0.256706377877168,0.0284524364169162,0.19259407708115,0.240470917860498,0.260080904477365,0.276367979477498,0.305479852212371
"deltaTemp",0.733495175753971,0.131504748302006,0.520626894296444,0.625241205046743,0.719301142897307,0.839018090292625,0.977149065635446
"deltaTemp",0.0794050361160925,0.0492312720260889,0.00430128147381181,0.0368447250474272,0.076950897927502,0.11855333298405,0.173228819596832
"deltaTemp",0.0675244928593473,0.0387406456651618,0.00483795952493586,0.0351439058534823,0.067129223397505,0.0981627964667595,0.138592102583247
"deltaTemp",0.171579924006744,0.022738464368058,0.125838134285156,0.16132565785013,0.173486655462994,0.185165348015287,0.205898326855212
"deltaTemp",0.21481264408479,0.0163558287706868,0.180660144062761,0.204290449170072,0.215445496022592,0.226119576022616,0.24568058559398
"deltaTemp",0.736452098397844,0.0573554958813613,0.648801260127526,0.697233384333421,0.728091944836756,0.766291692182713,0.875552414621213
"deltaTemp",0.454819296135992,0.0284519667801249,0.402043409945823,0.435467208772834,0.453323027986345,0.473088064672456,0.51276078730936
"deltaTemp",0.81215222530165,0.0558306316521545,0.714808825689536,0.772088856221328,0.807828846748787,0.847899465122176,0.934567595757971
"deltaTemp",0.395662987492739,0.0280197185179605,0.340353973765422,0.377267976034747,0.395823072675582,0.414209146843865,0.452346488560359
"deltaTemp",0.860751956928149,0.0526773134590712,0.767435952345374,0.822120178798193,0.85575959106776,0.897545234324425,0.974762086893461
"deltaTemp",0.680882148259468,0.0437235609261826,0.60427422019175,0.650492445267985,0.677876578159687,0.707176515973466,0.780162352625555
"deltaTemp",0.599025956707751,0.0322758443366599,0.539033367259532,0.576885309775338,0.597188449624061,0.619865726659508,0.66692590055613
"deltaTemp",0.072847436018633,0.0442240625506444,0.00383702914797711,0.0350624981710514,0.0708321116846225,0.108112543953063,0.156251354731091
"deltaTemp",0.517464209645211,0.0174943138162729,0.486027847431396,0.505419378065401,0.516344401605161,0.52894351309385,0.553617918481765
"deltaTemp",0.457441183756108,0.0173271467195364,0.424244395689511,0.445849009811567,0.457130786496297,0.468533403371961,0.492867928305288
"deltaTemp",0.434705275160843,0.0188932883160551,0.400037332115045,0.421555017542755,0.434355834437805,0.447125548825438,0.473724136447778
"deltaTemp",0.074961592158563,0.0410627889380402,0.00525241380337411,0.0407509891800181,0.0764819307616718,0.109285102788728,0.145866439703198
"deltaTemp",0.270114398765892,0.0153129587285749,0.241660298452698,0.259598257138385,0.269545356542242,0.280421783947681,0.301534583608415
"deltaTemp",0.388157849749093,0.02961181478308,0.328779549323633,0.368516793049107,0.388599936634086,0.407287274619111,0.445064586209606
"deltaTemp",0.381541730419647,0.0160511203942911,0.354566325713393,0.370359982373462,0.379428707422549,0.390885294986522,0.417947816923951
"deltaTemp",0.0806634770298484,0.0459087308246573,0.00599075394305636,0.0430059072874647,0.079607146995462,0.116028552004426,0.165163545752034
"deltaTemp",0.304110987015743,0.0182266945497237,0.266913773212835,0.292109045500088,0.304114517688222,0.316234821776246,0.338639103177672
"deltaTemp",0.293020270689395,0.0116255020715989,0.271897266616036,0.285016492565319,0.29239349224351,0.300605803320312,0.316803868202707
