"","alpha","beta","gamma","delta","lambda","luce"
"luce",-0.00607803379642762,-0.0070883960443502,0.00225204611553787,-0.00278642636984017,-0.0221476689387696,0.0574250160254089
"alpha",0.0652758722930166,0.00184276891353446,-0.00572091590449257,-0.00204541742113998,-0.00526623323544474,-0.0199631491211703
"beta",0.00184276891353446,0.072312930076894,-0.00398857321286518,-0.0164522606473401,0.00581550339252484,0.00193312988725509
"gamma",-0.00572091590449257,-0.00398857321286518,0.053589643679112,0.0139894110004252,0.0100858246543243,-0.000783024405172906
"delta",-0.00204541742113998,-0.0164522606473401,0.0139894110004252,0.0438643475771419,-0.0685023477997106,-0.0218457263865745
"lambda",-0.00526623323544474,0.00581550339252484,0.0100858246543243,-0.0685023477997106,1.34803294181515,-0.00567426306150674
"luce",-0.0199631491211703,0.00193312988725509,-0.000783024405172906,-0.0218457263865745,-0.00567426306150674,0.0783275315108506
"alpha",0.0584714569191018,0.000169957274064294,-0.004731319221424,-0.000457718088810202,0.00255939962788351,-0.011443014754144
"beta",0.000169957274064294,0.0593407258055088,0.0118071913456553,-0.00135130743524487,-0.0280536160866248,-0.00903184177569222
"gamma",-0.004731319221424,0.0118071913456553,0.0711024390491344,0.00115228468452928,0.0355064428682073,0.00753899214719996
"delta",-0.000457718088810202,-0.00135130743524487,0.00115228468452928,0.0305899934536632,-0.00847026985949819,-0.00470242029726238
"lambda",0.00255939962788351,-0.0280536160866248,0.0355064428682073,-0.00847026985949819,0.842277521800667,-0.0511838256766753
"luce",-0.011443014754144,-0.00903184177569222,0.00753899214719996,-0.00470242029726238,-0.0511838256766753,0.0645168843256379
"alpha",0.0521881735262428,0.000609706381632523,-0.00432876908034586,-0.00172056359449968,-0.00635416178727393,-0.0166204635915271
"beta",0.000609706381632523,0.0739878065467381,0.00351804492437851,-0.0139712305542868,0.00581603752231852,0.00392162704585279
"gamma",-0.00432876908034586,0.00351804492437851,0.0696924249429858,0.010465689056529,0.0077431531443525,0.00198828827146466
"delta",-0.00172056359449968,-0.0139712305542868,0.010465689056529,0.0468979030174785,-0.0920054709831447,-0.0180208113059497
"lambda",-0.00635416178727393,0.00581603752231852,0.0077431531443525,-0.0920054709831447,1.32083974531678,0.0176883472137916
"luce",-0.0166204635915271,0.00392162704585279,0.00198828827146466,-0.0180208113059497,0.0176883472137916,0.0621165012204348
"alpha",0.0631757608351789,0.0034982859196175,0.00452405673330779,0.000699330400969727,0.0250304397726704,-0.0127531772519407
"beta",0.0034982859196175,0.0582852944217287,0.00714920566332747,-0.00409283776887151,-0.0501833004914342,-0.00833271705641531
"gamma",0.00452405673330779,0.00714920566332747,0.0689132199168456,-0.0010372539472918,0.0312363912347217,0.0107055338869452
"delta",0.000699330400969727,-0.00409283776887151,-0.0010372539472918,0.0396074916780315,-0.0391060980500788,-0.00718818088007877
"lambda",0.0250304397726704,-0.0501833004914342,0.0312363912347217,-0.0391060980500788,1.05354067187082,-0.0804263975074827
"luce",-0.0127531772519407,-0.00833271705641531,0.0107055338869452,-0.00718818088007877,-0.0804263975074827,0.0582414427286188
"alpha",0.0680125602003878,-0.000879162875412808,-0.00808067416151372,-0.00417378346953581,0.000993468364789274,-0.00514306139273817
"beta",-0.000879162875412808,0.0742033491277218,0.0100535960745883,-0.00851018746357223,-0.0794027866849696,-0.00963147439206384
"gamma",-0.00808067416151372,0.0100535960745883,0.0675750415658154,0.00493366158198827,0.0705875148050451,0.00389278053472521
"delta",-0.00417378346953581,-0.00851018746357223,0.00493366158198827,0.0467892440230367,-0.0314920475226369,-0.010088948971096
"lambda",0.000993468364789274,-0.0794027866849696,0.0705875148050451,-0.0314920475226369,1.1796857311459,-0.0403661282952972
"luce",-0.00514306139273817,-0.00963147439206384,0.00389278053472521,-0.010088948971096,-0.0403661282952972,0.0620121981287707
"alpha",0.0571120857596976,-0.0013172081532648,0.00768445378775371,0.00325778132766895,0.0095806209963864,-0.00976177993707105
"beta",-0.0013172081532648,0.070932917855829,-0.00140168692496161,-0.0219884056103794,0.00848153271845047,0.00376088788800924
"gamma",0.00768445378775371,-0.00140168692496161,0.0294237340790823,0.00365018683994392,-0.000593821812698039,0.0064526908728206
"delta",0.00325778132766895,-0.0219884056103794,0.00365018683994392,0.0666084397854937,-0.109191392136942,-0.0254023585035861
"lambda",0.0095806209963864,0.00848153271845047,-0.000593821812698039,-0.109191392136942,1.28615968400779,8.4017872046248e-05
"luce",-0.00976177993707105,0.00376088788800924,0.0064526908728206,-0.0254023585035861,8.4017872046248e-05,0.0788549794977653
"alpha",0.0512000031925568,0.00179875361862557,0.00357552332615324,0.00133174016402277,-0.00132840549650269,-0.0138407036839285
"beta",0.00179875361862557,0.0793050559377163,-0.000664407048653871,-0.00779466438243948,0.0186247173227457,0.000520462461470707
"gamma",0.00357552332615324,-0.000664407048653871,0.0551245354427753,0.00189878072310492,8.87402587950024e-05,0.00578694316851842
"delta",0.00133174016402277,-0.00779466438243948,0.00189878072310492,0.0147471571800896,-0.0431703029826934,-0.00535541852897679
"lambda",-0.00132840549650269,0.0186247173227457,8.87402587950024e-05,-0.0431703029826934,1.3858279701148,0.000540580328289934
"luce",-0.0138407036839285,0.000520462461470707,0.00578694316851842,-0.00535541852897679,0.000540580328289934,0.0498062014583548
"alpha",0.0488753158170497,0.0037396287471613,0.0067030287149474,0.000968528032143154,0.0120144842914416,-0.00139923739812023
"beta",0.0037396287471613,0.0730928687544149,0.00406865874493862,-0.0149979547645945,-0.0311495688058766,-0.00268812917448859
"gamma",0.0067030287149474,0.00406865874493862,0.0438733556429462,0.00626767932570575,0.0132065692305617,0.00907917247025971
"delta",0.000968528032143154,-0.0149979547645945,0.00626767932570575,0.0569109202966158,-0.100761195699864,-0.0120780674804059
"lambda",0.0120144842914416,-0.0311495688058766,0.0132065692305617,-0.100761195699864,1.17610389516616,-0.0218161296345982
"luce",-0.00139923739812023,-0.00268812917448859,0.00907917247025971,-0.0120780674804059,-0.0218161296345982,0.064875247688839
"alpha",0.0557341705587873,-2.58740917672346e-05,-0.00484636103870505,-0.00155509257186354,-0.0018669516542498,-0.020541817995243
"beta",-2.58740917672346e-05,0.0775066077976971,-0.0001791123207716,-0.0167507029296703,-0.00676006895237491,0.00524514910253039
"gamma",-0.00484636103870505,-0.0001791123207716,0.049676020934455,0.011084471995298,0.00516857089546918,-0.00272361275424851
"delta",-0.00155509257186354,-0.0167507029296703,0.011084471995298,0.0445645088890156,-0.0731863143161115,-0.0218226133917842
"lambda",-0.0018669516542498,-0.00676006895237491,0.00516857089546918,-0.0731863143161115,1.28594329679718,0.00739208484317096
"luce",-0.020541817995243,0.00524514910253039,-0.00272361275424851,-0.0218226133917842,0.00739208484317096,0.0720297200690314
"alpha",0.0597910160626207,0.00506015066140229,0.00843571826452333,0.0013044406213817,0.00366665787412964,0.000146818002394632
"beta",0.00506015066140229,0.0717746237412971,0.000338059207421932,-0.00734376220505167,-0.0837839071359509,-0.00653604127754065
"gamma",0.00843571826452333,0.000338059207421932,0.0219015159487221,0.00108338280350616,0.00143319891020941,0.00764003485488
"delta",0.0013044406213817,-0.00734376220505167,0.00108338280350616,0.0601531854819513,-0.0563301346790795,-0.00731648274057171
"lambda",0.00366665787412964,-0.0837839071359509,0.00143319891020941,-0.0563301346790795,1.02553099404726,-0.0796039453411959
"luce",0.000146818002394632,-0.00653604127754065,0.00764003485488,-0.00731648274057171,-0.0796039453411959,0.0763902377381066
"alpha",0.0686968126135355,0.00149013004364312,-0.0128009062941144,-0.00505164137751403,0.00306403674128125,-0.0143868431279561
"beta",0.00149013004364312,0.07418108474163,0.00644497600087487,-0.0109438824395863,-0.0158827134130654,-0.00559073016359183
"gamma",-0.0128009062941144,0.00644497600087487,0.0599675506985973,0.0147889292629447,0.0302660850163036,0.000536079158539247
"delta",-0.00505164137751403,-0.0109438824395863,0.0147889292629447,0.0496930121942339,-0.0891115610742872,-0.0170461301265941
"lambda",0.00306403674128125,-0.0158827134130654,0.0302660850163036,-0.0891115610742872,1.31725428707924,-0.0180894257984587
"luce",-0.0143868431279561,-0.00559073016359183,0.000536079158539247,-0.0170461301265941,-0.0180894257984587,0.0717986621182394
"alpha",0.0686174506668723,0.00787123706194776,-0.00204592568147352,-0.00236481357739993,-0.00238858507210264,-0.0124192410633326
"beta",0.00787123706194776,0.0708935564821681,0.00801540348836027,-0.0104961623957488,-0.0606971182580588,-0.0120242729779241
"gamma",-0.00204592568147352,0.00801540348836027,0.0723170528242931,0.000435145879146112,0.0449040032291125,0.0124270863334151
"delta",-0.00236481357739993,-0.0104961623957488,0.000435145879146112,0.042158118850072,-0.0290436384381887,-0.010462888772745
"lambda",-0.00238858507210264,-0.0606971182580588,0.0449040032291125,-0.0290436384381887,1.06250988190034,-0.0712361981998006
"luce",-0.0124192410633326,-0.0120242729779241,0.0124270863334151,-0.010462888772745,-0.0712361981998006,0.0769880653698378
"alpha",0.0572988933116352,0.000637413061506207,-0.00301742748895965,0.000234708033188287,0.0138147044629703,-0.0152520515511375
"beta",0.000637413061506207,0.0628923363196449,0.00848606281104067,-0.00298523932014942,-0.046447760040248,-0.0133411706062802
"gamma",-0.00301742748895965,0.00848606281104067,0.0787567527455738,0.000320641745295406,0.0490894564596137,0.00800409332705009
"delta",0.000234708033188287,-0.00298523932014942,0.000320641745295406,0.035060278504159,-0.030994062897892,-0.00839884400942673
"lambda",0.0138147044629703,-0.046447760040248,0.0490894564596137,-0.030994062897892,1.03500065879401,-0.0751606988207108
"luce",-0.0152520515511375,-0.0133411706062802,0.00800409332705009,-0.00839884400942673,-0.0751606988207108,0.070979658178792
"alpha",0.0585324654818697,0.000188232575826234,-0.0034118261994532,-0.00443913185731814,0.00447088589218254,-0.0134150399183918
"beta",0.000188232575826234,0.075123663545014,-0.00243506614500178,-0.0166271745029017,-0.00430237429563553,3.85825146030872e-05
"gamma",-0.0034118261994532,-0.00243506614500178,0.0726952591517712,0.015154171076736,0.00658345471660087,0.00351880439377196
"delta",-0.00443913185731814,-0.0166271745029017,0.015154171076736,0.0532384180765085,-0.0956024710796828,-0.0159769334568092
"lambda",0.00447088589218254,-0.00430237429563553,0.00658345471660087,-0.0956024710796828,1.35402816410833,0.00153873835954881
"luce",-0.0134150399183918,3.85825146030872e-05,0.00351880439377196,-0.0159769334568092,0.00153873835954881,0.0491842628649668
"alpha",0.0389529669659067,0.000564575152324787,0.00480246868635863,0.00177303291720465,0.00978741266045377,0.00167658091101958
"beta",0.000564575152324787,0.0667208232011662,0.00155402268187267,-0.012596760848761,-0.0495919522761184,-0.00259313528454587
"gamma",0.00480246868635863,0.00155402268187267,0.0489502328313785,0.0139861649647521,0.0137229914080182,0.0079695830518392
"delta",0.00177303291720465,-0.012596760848761,0.0139861649647521,0.0642976605811052,-0.1058167845998,-0.010340457075582
"lambda",0.00978741266045377,-0.0495919522761184,0.0137229914080182,-0.1058167845998,1.19675772962036,-0.0261748460285553
"luce",0.00167658091101958,-0.00259313528454587,0.0079695830518392,-0.010340457075582,-0.0261748460285553,0.0581087581234103
"alpha",0.0647582750711493,-0.00381176643994328,0.00877461470204213,0.00122273148329935,0.00272795048109202,-0.00726709498029534
"beta",-0.00381176643994328,0.0776954948747051,-3.40683110284998e-05,-0.0173915951887911,0.00943196556553129,0.00245223474372613
"gamma",0.00877461470204213,-3.40683110284998e-05,0.0397433816139889,0.00538021272767118,-0.0079867152124582,0.0108049343843118
"delta",0.00122273148329935,-0.0173915951887911,0.00538021272767118,0.0623841149932224,-0.127050562280081,-0.0226280073912651
"lambda",0.00272795048109202,0.00943196556553129,-0.0079867152124582,-0.127050562280081,1.33921183436405,0.0151420874857701
"luce",-0.00726709498029534,0.00245223474372613,0.0108049343843118,-0.0226280073912651,0.0151420874857701,0.0767480755849101
"alpha",0.0681706074066305,0.00155595154106145,0.00744814579659965,-0.00135518399580177,0.00984231846581144,-0.0106859550816321
"beta",0.00155595154106145,0.0753252898961356,0.000734658190468377,-0.0147257266156376,0.0187683526628563,0.000904632951338185
"gamma",0.00744814579659965,0.000734658190468377,0.0359480416052392,0.00236563856518441,0.00217484133481069,0.00680047399389545
"delta",-0.00135518399580177,-0.0147257266156376,0.00236563856518441,0.0379050792189287,-0.0781682256445719,-0.0152995718283616
"lambda",0.00984231846581144,0.0187683526628563,0.00217484133481069,-0.0781682256445719,1.38128192140605,0.0142411786925315
"luce",-0.0106859550816321,0.000904632951338185,0.00680047399389545,-0.0152995718283616,0.0142411786925315,0.0704816133209401
"alpha",0.0436608099252965,0.00117702940969583,0.000764139807380892,-0.000329377029787857,-0.0100068004422924,-0.0113772583855228
"beta",0.00117702940969583,0.078323705011123,-0.000644651845445892,-0.0137961653949468,0.0128088874978277,0.000819188122709694
"gamma",0.000764139807380892,-0.000644651845445892,0.0625341334118987,0.00652782528541315,0.00298687807663793,0.0055999645076717
"delta",-0.000329377029787857,-0.0137961653949468,0.00652782528541315,0.0331624019380009,-0.0723255221944508,-0.00868521792874674
"lambda",-0.0100068004422924,0.0128088874978277,0.00298687807663793,-0.0723255221944508,1.36189004460137,0.000179037405447543
"luce",-0.0113772583855228,0.000819188122709694,0.0055999645076717,-0.00868521792874674,0.000179037405447543,0.0451662801000378
"alpha",0.0665263358189336,-0.00399011370836894,0.00492930676196594,0.0017039060224743,0.00967404537233534,-0.0212492825349709
"beta",-0.00399011370836894,0.078601435916165,-0.000355970290244587,-0.00744448048387004,-0.00525471033367195,0.00334278733578729
"gamma",0.00492930676196594,-0.000355970290244587,0.043399610985009,0.000809801916444297,-0.00417028369022346,0.00911530859525903
"delta",0.0017039060224743,-0.00744448048387004,0.000809801916444297,0.0133752587577444,-0.0413398342339934,-0.00655990502786019
"lambda",0.00967404537233534,-0.00525471033367195,-0.00417028369022346,-0.0413398342339934,1.38605754028183,-0.00970523176316054
"luce",-0.0212492825349709,0.00334278733578729,0.00911530859525903,-0.00655990502786019,-0.00970523176316054,0.0660588222723845
"alpha",0.0710742598528628,0.00541739772901009,-0.000339462503884015,-0.00130541513509208,0.0106238359140773,-0.00531818931884848
"beta",0.00541739772901009,0.0649322092653892,0.009359597425178,-0.000631010004107926,-0.0697757499826245,-0.0138134425083146
"gamma",-0.000339462503884015,0.009359597425178,0.0685026750573559,0.00283424696623622,0.0568989465689262,0.010209558727332
"delta",-0.00130541513509208,-0.000631010004107926,0.00283424696623622,0.0355832436813232,-0.0125560289416311,-0.00227323746137491
"lambda",0.0106238359140773,-0.0697757499826245,0.0568989465689262,-0.0125560289416311,1.04608879701395,-0.0428473667352173
"luce",-0.00531818931884848,-0.0138134425083146,0.010209558727332,-0.00227323746137491,-0.0428473667352173,0.0645304661212388
"alpha",0.0685053586670334,0.00647014596153506,-0.00077029457658398,-0.00269007640130878,0.00791540649987218,-0.0134660088759062
"beta",0.00647014596153506,0.0717859954085641,0.00172538581616243,-0.0141483755086067,-0.0348364958387306,-0.00798344622093648
"gamma",-0.00077029457658398,0.00172538581616243,0.0666971219259251,0.0131776825135994,0.0273933696564001,0.00946108225969766
"delta",-0.00269007640130878,-0.0141483755086067,0.0131776825135994,0.0591862816968213,-0.0941106043361892,-0.0153212215165054
"lambda",0.00791540649987218,-0.0348364958387306,0.0273933696564001,-0.0941106043361892,1.30000640796605,-0.0382463801625594
"luce",-0.0134660088759062,-0.00798344622093648,0.00946108225969766,-0.0153212215165054,-0.0382463801625594,0.0762881568334692
"alpha",0.0743300257548559,0.00255083340113014,0.00148879321827378,-0.00254296708614249,0.0140825362604156,-0.0014931545766311
"beta",0.00255083340113014,0.069216010387721,0.0114258035363334,-0.00250884804598922,-0.0502549076919769,-0.0130604238197263
"gamma",0.00148879321827378,0.0114258035363334,0.0705986820179834,0.00314400476856592,0.0523101401102607,0.0118196686928505
"delta",-0.00254296708614249,-0.00250884804598922,0.00314400476856592,0.0363811288266164,-0.0133051040572808,-0.00422087309151858
"lambda",0.0140825362604156,-0.0502549076919769,0.0523101401102607,-0.0133051040572808,0.984545120298079,-0.0481852985703074
"luce",-0.0014931545766311,-0.0130604238197263,0.0118196686928505,-0.00422087309151858,-0.0481852985703074,0.0726638695244677
"alpha",0.0466199489784385,0.000690873908469678,-0.00215446929340048,-0.00333997126525106,0.000575486502611414,-0.00652788222817663
"beta",0.000690873908469678,0.078768329674041,-0.000500271676144697,-0.0132042144882303,0.00697236201800389,0.0035484360080837
"gamma",-0.00215446929340048,-0.000500271676144697,0.0251222284741228,0.00795868229632579,0.00666835053099771,-0.000394642892412697
"delta",-0.00333997126525106,-0.0132042144882303,0.00795868229632579,0.030462331751714,-0.0616736417521754,-0.0136494985885622
"lambda",0.000575486502611414,0.00697236201800389,0.00666835053099771,-0.0616736417521754,1.40192756879827,0.00724668120730419
"luce",-0.00652788222817663,0.0035484360080837,-0.000394642892412697,-0.0136494985885622,0.00724668120730419,0.0606004059491065
"alpha",0.0663838651948728,0.000382700850472404,-0.00536000505242229,-0.00202675129771918,0.0104630303429791,-0.0203592642500558
"beta",0.000382700850472404,0.0748305260046917,0.00197630713379581,-0.0123533565693068,-0.0540500518351231,-0.00440951386988585
"gamma",-0.00536000505242229,0.00197630713379581,0.0671469386954866,0.0107273687784254,0.0219737966257044,8.8707180638691e-05
"delta",-0.00202675129771918,-0.0123533565693068,0.0107273687784254,0.0521189944982379,-0.0823938119791998,-0.0210101659822955
"lambda",0.0104630303429791,-0.0540500518351231,0.0219737966257044,-0.0823938119791998,1.33591314265621,-0.037440440300212
"luce",-0.0203592642500558,-0.00440951386988585,8.8707180638691e-05,-0.0210101659822955,-0.037440440300212,0.0722236147685453
"alpha",0.0678179391108672,0.00721701495497842,0.00856751505175575,-0.00184628960033181,0.0126731481560849,-0.00590511230139632
"beta",0.00721701495497842,0.0714124905736758,0.00462618591603069,-0.00132645205698825,-0.0993612109411112,-0.0170132318493302
"gamma",0.00856751505175575,0.00462618591603069,0.0561344718011272,0.00248046757177549,0.0277319818856365,0.0127053831396592
"delta",-0.00184628960033181,-0.00132645205698825,0.00248046757177549,0.036338614359122,-0.0039041366819479,-0.00166174202500635
"lambda",0.0126731481560849,-0.0993612109411112,0.0277319818856365,-0.0039041366819479,1.12304898485256,-0.0686201648315109
"luce",-0.00590511230139632,-0.0170132318493302,0.0127053831396592,-0.00166174202500635,-0.0686201648315109,0.0738926589820149
"alpha",0.071610548558716,0.00285064711099959,0.000766170051764219,-0.00192326968392351,0.0116736726684097,-0.0159734940158315
"beta",0.00285064711099959,0.0718184660156618,0.00061729096525709,-0.014553233494438,-0.0379663843365244,-0.00443576433792274
"gamma",0.000766170051764219,0.00061729096525709,0.0667989036133161,0.0140326520216035,0.0126961529109163,0.00673029413482183
"delta",-0.00192326968392351,-0.014553233494438,0.0140326520216035,0.0611960240779282,-0.0802701230711084,-0.0193495680357317
"lambda",0.0116736726684097,-0.0379663843365244,0.0126961529109163,-0.0802701230711084,1.22121474865848,-0.0352084672616723
"luce",-0.0159734940158315,-0.00443576433792274,0.00673029413482183,-0.0193495680357317,-0.0352084672616723,0.0756372745518029
"alpha",0.0773690328931044,0.000827527831375022,-0.0130699488745792,-0.00169297002873169,-0.00653702653221778,-0.00503757239936171
"beta",0.000827527831375022,0.0594517228329775,0.0118833606061274,-0.00164211302279339,-0.0171364458552701,-0.00525996880670726
"gamma",-0.0130699488745792,0.0118833606061274,0.0655795866218212,0.00226064273214162,0.0378484963080109,0.00594778828586132
"delta",-0.00169297002873169,-0.00164211302279339,0.00226064273214162,0.0338634995765083,-0.00382978485611882,-0.00387328603349049
"lambda",-0.00653702653221778,-0.0171364458552701,0.0378484963080109,-0.00382978485611882,0.779078187613305,-0.0304383886538047
"luce",-0.00503757239936171,-0.00525996880670726,0.00594778828586132,-0.00387328603349049,-0.0304383886538047,0.0537429463053088
"alpha",0.0680323979891906,0.00485690554752579,0.00525067292062758,-0.00265469066198659,0.0302079451406371,-0.00823501328679388
"beta",0.00485690554752579,0.0715077285687238,0.00579675618804896,-0.00201691460452967,-0.0770015501404255,-0.0170925241361709
"gamma",0.00525067292062758,0.00579675618804896,0.0652112494149032,0.00191461768474648,0.0266548606561045,0.0130656670983055
"delta",-0.00265469066198659,-0.00201691460452967,0.00191461768474648,0.0369669881031389,-0.0146195895669404,-0.00266177509902766
"lambda",0.0302079451406371,-0.0770015501404255,0.0266548606561045,-0.0146195895669404,1.03996865964635,-0.0748100953905188
"luce",-0.00823501328679388,-0.0170925241361709,0.0130656670983055,-0.00266177509902766,-0.0748100953905188,0.0751372293158611
"alpha",0.0744336926648939,0.00607768698843784,0.00866629973687824,0.000674916018143241,0.0022660532192039,-0.00728120313042561
"beta",0.00607768698843784,0.0702003939394182,0.00218996603721231,-0.00780884736975796,-0.0722458199701658,-0.0094701253899493
"gamma",0.00866629973687824,0.00218996603721231,0.0430317461082653,0.00333244818626218,0.00200933427314319,0.0118864888158962
"delta",0.000674916018143241,-0.00780884736975796,0.00333244818626218,0.0582015638369785,-0.0514518970577654,-0.0143672598203004
"lambda",0.0022660532192039,-0.0722458199701658,0.00200933427314319,-0.0514518970577654,1.11632109794565,-0.0859382748939832
"luce",-0.00728120313042561,-0.0094701253899493,0.0118864888158962,-0.0143672598203004,-0.0859382748939832,0.077598365226553
"alpha",0.0680205037136771,0.00478352327833768,0.00101248920937244,-0.00284096328525042,0.0177798403744114,-0.00784237007734935
"beta",0.00478352327833768,0.0720335452770423,0.00573646572837128,-0.00831398418901194,-0.0662566310634617,-0.00629102850690381
"gamma",0.00101248920937244,0.00573646572837128,0.0656257797242933,0.00858770232580658,0.0402352866029532,0.00847271255609353
"delta",-0.00284096328525042,-0.00831398418901194,0.00858770232580658,0.055370345948863,-0.0737307646453268,-0.0123707438125706
"lambda",0.0177798403744114,-0.0662566310634617,0.0402352866029532,-0.0737307646453268,1.18361014367061,-0.0576264975357398
"luce",-0.00784237007734935,-0.00629102850690381,0.00847271255609353,-0.0123707438125706,-0.0576264975357398,0.0714032005012552
"alpha",0.0302754426208563,-0.000473466294366107,0.00268512968047415,0.00253130268576115,-0.00729144404753837,-0.000807129783084164
"beta",-0.000473466294366107,0.0781914668381594,-0.00271274242047804,-0.0157752512470044,0.00974344372138207,0.00332062132639774
"gamma",0.00268512968047415,-0.00271274242047804,0.0413318721299947,0.0115075384647758,-0.0191483876411849,0.00581672145949493
"delta",0.00253130268576115,-0.0157752512470044,0.0115075384647758,0.0463403894903308,-0.116935386120649,-0.0112630630792713
"lambda",-0.00729144404753837,0.00974344372138207,-0.0191483876411849,-0.116935386120649,1.40199652836666,-0.00346475479846356
"luce",-0.000807129783084164,0.00332062132639774,0.00581672145949493,-0.0112630630792713,-0.00346475479846356,0.0533889082165754
"alpha",0.0725979429663407,0.00118331976309115,0.00837556870031173,0.000250836352000271,-0.00136907117717334,-0.0141148922107066
"beta",0.00118331976309115,0.0737590912567141,-0.00276218009749957,-0.014152774815166,0.0220689191477332,0.00153298205031849
"gamma",0.00837556870031173,-0.00276218009749957,0.0464221538442554,0.00370996569011607,0.00426851831988742,0.00517037946162933
"delta",0.000250836352000271,-0.014152774815166,0.00370996569011607,0.0351745505342632,-0.0763043022862339,-0.0105525043567429
"lambda",-0.00136907117717334,0.0220689191477332,0.00426851831988742,-0.0763043022862339,1.31212952894653,0.0156099862491249
"luce",-0.0141148922107066,0.00153298205031849,0.00517037946162933,-0.0105525043567429,0.0156099862491249,0.052893051073868
"alpha",0.0743002212880813,-0.00199397480589261,-0.0155712860989867,-0.000394412814525402,-0.0246528797207297,-0.00307023610046708
"beta",-0.00199397480589261,0.0578706209374713,0.0132076583934859,-0.00157046959043915,-0.01127339356576,-0.00449065369734969
"gamma",-0.0155712860989867,0.0132076583934859,0.0672578294521666,0.00179764664247185,0.0443200274572441,-0.000663758466752995
"delta",-0.000394412814525402,-0.00157046959043915,0.00179764664247185,0.0344733026202548,-0.0102333234074804,-0.00129417313780353
"lambda",-0.0246528797207297,-0.01127339356576,0.0443200274572441,-0.0102333234074804,0.869423277444442,-0.0288909420756285
"luce",-0.00307023610046708,-0.00449065369734969,-0.000663758466752995,-0.00129417313780353,-0.0288909420756285,0.0554835975438321
"alpha",0.0695716864090024,0.00207895952490209,-0.00977775776951924,-0.00319602816023715,-0.00305118526354511,-0.00396285984334567
"beta",0.00207895952490209,0.0698313985221429,0.0147027300107564,-0.0045406449765258,-0.0475452874099045,-0.0105475999108299
"gamma",-0.00977775776951924,0.0147027300107564,0.074113035806273,0.00431418331053954,0.0594692399630694,0.00287407477619689
"delta",-0.00319602816023715,-0.0045406449765258,0.00431418331053954,0.037929858501449,-0.012157481100935,-0.00530417038463826
"lambda",-0.00305118526354511,-0.0475452874099045,0.0594692399630694,-0.012157481100935,0.997689871160428,-0.0467607299451199
"luce",-0.00396285984334567,-0.0105475999108299,0.00287407477619689,-0.00530417038463826,-0.0467607299451199,0.0607385241220793
"alpha",0.076460912852689,0.00328014379966647,-0.00852280235755098,-0.000772526570437966,0.00617802074118591,-0.0147601302446095
"beta",0.00328014379966647,0.0708560279014492,0.0111120271715196,-0.00844306908217134,-0.0373239762191404,-0.0133474712582548
"gamma",-0.00852280235755098,0.0111120271715196,0.0736625348630259,0.00048099428297235,0.0466369817578224,0.00773617956052724
"delta",-0.000772526570437966,-0.00844306908217134,0.00048099428297235,0.0397561731655376,-0.0418067767038185,-0.00723920598770731
"lambda",0.00617802074118591,-0.0373239762191404,0.0466369817578224,-0.0418067767038185,1.10213640096605,-0.0791328076349111
"luce",-0.0147601302446095,-0.0133474712582548,0.00773617956052724,-0.00723920598770731,-0.0791328076349111,0.068268348014485
"alpha",0.0393178920178377,0.00181060001815341,-0.000842164084567738,-0.0013926486571274,0.00378370432962943,-0.00913125665733448
"beta",0.00181060001815341,0.0683179251169243,0.0030371113332651,-0.00908586926423468,-0.0491758828757611,-0.00710271264086983
"gamma",-0.000842164084567738,0.0030371113332651,0.0721564743690807,0.000859401998219628,0.0312153814144357,0.0052152126139427
"delta",-0.0013926486571274,-0.00908586926423468,0.000859401998219628,0.0471555477995284,-0.0626258165689727,-0.00807328917326727
"lambda",0.00378370432962943,-0.0491758828757611,0.0312153814144357,-0.0626258165689727,1.08749236994097,-0.061432385775618
"luce",-0.00913125665733448,-0.00710271264086983,0.0052152126139427,-0.00807328917326727,-0.061432385775618,0.0491400660534153
"alpha",0.0654576950346144,0.000290680494974216,0.00687737766298039,0.000100985216517929,0.00377816444977574,-0.0151231381117429
"beta",0.000290680494974216,0.0785920071428546,0.00110013676026702,-0.00604848812896096,0.00733024093758723,0.00154318375501867
"gamma",0.00687737766298039,0.00110013676026702,0.0286492177098417,-0.00107644342779899,0.00632212507283974,0.00695233598062384
"delta",0.000100985216517929,-0.00604848812896096,-0.00107644342779899,0.0113994013282817,-0.035943280663512,-0.00536656483838299
"lambda",0.00377816444977574,0.00733024093758723,0.00632212507283974,-0.035943280663512,1.37244606931401,0.01480702267031
"luce",-0.0151231381117429,0.00154318375501867,0.00695233598062384,-0.00536656483838299,0.01480702267031,0.0559356347256751
"alpha",0.0433568757316318,-0.000953602189586826,0.00420368178834275,0.00151904603169248,-0.0114973534065597,-0.0119003892652739
"beta",-0.000953602189586826,0.0759086213837948,0.000371436719392752,-0.0159584010036886,0.00809782680878014,0.00448116223686561
"gamma",0.00420368178834275,0.000371436719392752,0.0668541500611743,0.00666451351528515,0.0124598043679444,0.00272471399788718
"delta",0.00151904603169248,-0.0159584010036886,0.00666451351528515,0.0540269047077688,-0.107844561520968,-0.0180627515587137
"lambda",-0.0114973534065597,0.00809782680878014,0.0124598043679444,-0.107844561520968,1.34186513782594,0.0305662429167164
"luce",-0.0119003892652739,0.00448116223686561,0.00272471399788718,-0.0180627515587137,0.0305662429167164,0.0551701040429189
