"","lambda","sd","2.5%","25%","50%","75%","97.5%"
"",0,0,0,0,0,0,0
"lambdaTemp",3.48010541368173,0.965745804858992,1.51300648032504,2.7534293511158,3.61100795802231,4.28135006589087,4.91435522961403
"lambdaTemp",3.15887012590401,1.0390483316878,1.24717671234235,2.33311887285236,3.18032206058156,4.0137908112257,4.8992361951008
"lambdaTemp",2.8714851431601,1.06970875461866,1.13007734797626,1.99128939378516,2.79513087861505,3.69313304940854,4.8335133083448
"lambdaTemp",2.71101391701002,1.14100013101438,1.07399406320056,1.69822804727364,2.5787770155377,3.63836058913774,4.83040407814009
"lambdaTemp",3.39814455152799,1.04527014077321,1.25473076916148,2.60204679631362,3.5161081929187,4.31946286052071,4.93041960803474
"lambdaTemp",2.7630811326014,1.14818507015913,1.06763347380653,1.74186243513477,2.62865219960136,3.69979976161958,4.8818370860908
"lambdaTemp",2.75956351472887,1.17674673961424,1.05483285433513,1.71800685710031,2.63549416403193,3.72357995103533,4.88767173777044
"lambdaTemp",2.86546674556495,1.15400508850306,1.08671051111687,1.85583303661516,2.79928135253247,3.86039674940153,4.87158944788545
"lambdaTemp",2.61787448972969,1.13502168339309,1.05437004532742,1.61177292812728,2.41425968509375,3.52677976761791,4.7995575177949
"lambdaTemp",2.60249717005546,1.13749043056711,1.05108361217808,1.59709748991905,2.42208911393403,3.48417331024705,4.81548736498834
"lambdaTemp",2.75953573452004,1.15625647186654,1.06294607255121,1.73265982527784,2.63268823814031,3.71614523195752,4.87091509301459
"lambdaTemp",2.65273769176974,1.12411948027867,1.06088921991598,1.67723220051158,2.48380727451422,3.54113088809563,4.83750010894351
"lambdaTemp",2.75234627552495,1.1421702566437,1.05371971502571,1.75130084502639,2.63053140342991,3.71677696798402,4.8495633736853
"lambdaTemp",2.30612349815292,1.02968387636031,1.05122657255728,1.46525781966037,2.03688410727165,2.94244009102614,4.64968711339945
"lambdaTemp",3.02042571776182,1.0852189702545,1.18236399479204,2.12633151435366,3.02447296870692,3.92693960358911,4.87434081147711
"lambdaTemp",2.47571945699062,1.0953043482464,1.04944066870922,1.55787696289357,2.21941724081841,3.24264051799355,4.77085960343695
"lambdaTemp",3.46359131532293,1.02954083647003,1.32051126297447,2.68908185969545,3.61535584587699,4.32690212920079,4.92953666636392
"lambdaTemp",2.79986909130281,1.13928600033802,1.06763095586943,1.81830350220516,2.7151895897829,3.72953015257442,4.85420146316604
"lambdaTemp",2.91157908250788,1.10391182536592,1.12444501107451,1.96316662005799,2.87125165166658,3.80392678795781,4.90151886144966
"lambdaTemp",2.82969587927197,1.16897583124128,1.0640585669941,1.78061999844468,2.74865978744616,3.80758351392963,4.88939023879442
"lambdaTemp",2.9142425962464,1.04868202242075,1.16249757017742,2.05368941841834,2.8333593244678,3.77320450992544,4.82064100299997
